pm2.5,pm10,no,no2,so2,co,nox,ozone,at,rh,ws,wd,bp,timestamp,nh3,benzene,eth_benzene,toluene,xylene,mp_xylene
,,1.31,10.9,24.17,1.21,6.86,26.56,29.84,,0.19,298.47,739.9,2024-07-16 17:00:00,15.99,1.82,0.44,2.56,1.33,0.95
,,1.41,11.27,23.87,1.24,7.14,25.51,29.72,,0.23,302.22,740.0,2024-07-16 17:15:00,16.0,1.97,0.44,2.77,1.45,0.99
,,1.22,10.6,25.52,1.25,6.63,29.04,29.69,,0.18,311.52,740.1,2024-07-16 17:30:00,16.16,2.94,0.53,3.02,1.61,1.13
,,0.96,11.09,25.81,1.19,6.68,28.07,29.6,,0.2,290.52,740.2,2024-07-16 17:45:00,16.27,2.08,0.53,2.77,1.52,1.04
,,1.03,13.77,25.62,1.21,8.16,26.04,29.47,,0.11,347.5,740.2,2024-07-16 18:00:00,16.55,2.05,0.48,2.6,1.66,1.18
,,1.04,15.47,23.91,1.22,9.07,22.93,29.37,,0.06,309.95,740.3,2024-07-16 18:15:00,15.74,2.01,0.56,2.63,1.9,1.35
,,1.08,15.64,23.4,1.24,9.2,19.24,29.3,,,298.5,740.4,2024-07-16 18:30:00,16.14,2.55,0.56,2.81,2.01,1.46
,,1.13,17.38,23.47,1.41,10.16,20.11,29.3,,0.13,322.69,740.5,2024-07-16 18:45:00,16.21,2.55,0.56,2.81,2.01,1.46
,,1.06,18.21,23.89,1.29,10.55,17.73,29.22,,,319.09,740.5,2024-07-16 19:00:00,15.81,5.67,0.52,3.24,2.15,1.54
,,,,,,,,,87.05,,,,2024-07-16 19:15:00,,,,,,
,,1.73,23.03,24.76,1.48,13.66,11.67,29.05,87.97,,334.96,740.8,2024-07-16 19:30:00,14.91,4.05,0.67,3.75,2.8,2.03
,,1.48,20.69,24.31,1.41,12.21,12.5,28.93,88.66,,15.19,741.0,2024-07-16 19:45:00,14.15,8.13,0.81,4.53,3.49,2.54
,,1.59,17.47,24.83,1.6,10.59,14.65,28.99,88.61,0.22,355.66,741.1,2024-07-16 20:00:00,14.62,9.54,1.05,5.54,3.95,2.81
,,1.59,17.59,24.99,1.41,10.65,11.01,28.95,89.27,0.03,313.0,741.3,2024-07-16 20:30:00,13.87,10.91,0.71,4.28,3.01,2.18
,,1.84,17.2,22.62,1.56,10.64,13.56,28.97,89.53,0.03,8.08,741.5,2024-07-16 20:45:00,13.62,6.45,0.78,4.26,3.24,2.34
,,1.83,19.92,23.65,1.78,12.08,9.85,28.91,89.73,0.03,287.08,741.7,2024-07-16 21:00:00,14.09,4.55,0.84,4.41,3.56,2.53
,,1.85,18.81,22.13,1.44,11.51,7.96,28.88,89.96,,295.11,741.9,2024-07-16 21:15:00,13.26,8.87,0.87,4.9,3.38,2.42
,,1.77,19.44,21.48,1.47,11.78,12.44,28.78,90.65,,292.35,741.9,2024-07-16 21:30:00,13.25,13.0,0.74,4.43,3.01,2.15
,,2.61,18.98,21.12,1.4,12.22,9.69,28.7,90.98,0.19,308.22,742.0,2024-07-16 21:45:00,13.2,6.04,0.7,3.94,2.86,2.08
,,1.79,13.76,22.06,1.38,8.77,15.12,28.7,90.96,0.53,329.3,742.0,2024-07-16 22:00:00,13.1,7.37,0.7,4.05,3.21,2.29
,,1.78,14.98,22.43,1.34,9.42,15.35,28.71,90.92,0.54,305.46,742.0,2024-07-16 22:15:00,13.55,4.13,0.64,3.87,2.61,1.87
,,1.96,11.9,22.68,1.35,7.92,17.2,28.55,91.91,0.62,319.79,742.2,2024-07-16 22:30:00,13.42,3.11,0.65,3.53,2.44,1.69
,,1.69,12.34,21.85,1.33,7.94,14.31,28.11,92.88,0.19,347.48,742.2,2024-07-16 22:45:00,13.46,2.42,0.53,3.28,2.12,1.49
8.36,55.4,3.08,24.94,20.44,1.9,15.77,5.64,28.21,93.16,0.42,287.57,742.1,2024-07-16 23:15:00,12.88,4.04,0.84,3.76,2.28,1.59
22.15,86.17,4.25,24.13,22.22,2.15,16.29,3.95,28.3,92.57,0.08,288.68,742.0,2024-07-16 23:30:00,13.66,20.56,1.2,9.05,3.63,2.7
79.12,109.31,5.27,25.82,21.69,2.69,18.02,3.3,28.3,92.82,0.07,302.71,742.0,2024-07-16 23:45:00,14.3,20.69,0.99,8.95,3.55,2.67
93.35,124.51,5.76,23.59,22.1,2.55,17.23,1.96,28.22,93.55,,280.41,742.0,2024-07-17 00:00:00,14.36,28.39,1.2,12.37,4.15,3.19
62.01,148.76,4.04,21.93,21.34,1.61,14.95,1.0,28.15,94.31,,303.63,741.9,2024-07-17 00:30:00,13.88,28.97,1.27,13.76,4.79,3.66
37.24,123.77,6.37,25.31,21.08,1.69,18.64,0.24,28.09,94.34,0.11,273.91,741.9,2024-07-17 00:45:00,13.41,13.08,1.14,8.04,3.89,2.9
25.67,100.58,6.56,26.85,21.39,1.71,19.62,0.39,28.02,93.98,0.1,260.8,741.9,2024-07-17 01:00:00,14.28,8.34,1.08,7.51,3.5,2.52
19.27,90.05,5.54,25.33,21.49,1.82,17.98,,28.0,93.77,,255.88,741.8,2024-07-17 01:15:00,14.09,10.11,1.23,7.95,3.41,2.46
16.03,96.7,6.65,25.89,19.77,1.7,19.18,,28.0,93.59,0.07,273.92,741.8,2024-07-17 01:30:00,13.73,11.44,1.42,8.66,3.27,2.38
45.55,97.56,5.71,24.17,21.32,1.91,17.5,0.21,27.96,93.89,0.03,305.82,741.7,2024-07-17 01:45:00,13.99,15.87,1.32,9.24,3.57,2.62
62.78,93.74,5.74,22.89,20.74,1.71,16.84,0.07,27.9,94.1,,245.31,741.6,2024-07-17 02:00:00,13.87,15.87,1.32,9.24,3.57,2.62
46.22,94.04,5.02,22.54,21.19,1.68,16.07,0.52,27.87,94.35,0.13,276.62,741.6,2024-07-17 02:15:00,13.96,13.91,1.29,8.62,3.21,2.42
25.6,95.01,5.04,22.26,20.87,1.83,15.94,2.01,27.81,94.13,0.07,308.18,741.5,2024-07-17 02:30:00,14.16,9.36,1.19,7.73,3.11,2.26
21.95,102.69,4.34,17.46,21.35,1.55,12.82,4.59,27.8,94.43,0.07,287.41,741.5,2024-07-17 02:45:00,13.96,10.21,1.09,7.27,2.92,2.15
28.13,107.5,8.77,24.25,22.13,2.04,20.03,1.62,27.73,94.58,0.03,275.86,741.5,2024-07-17 03:00:00,14.46,11.32,1.22,8.01,2.97,2.23
42.73,130.84,5.67,21.96,21.65,2.34,16.29,2.32,27.7,94.75,0.15,281.97,741.5,2024-07-17 03:15:00,15.57,6.52,1.12,5.77,2.64,1.91
50.33,149.26,4.98,21.14,20.66,1.93,15.29,2.02,27.67,94.09,,316.57,741.4,2024-07-17 03:30:00,14.56,31.0,1.45,13.88,3.95,2.98
64.35,151.78,4.07,17.76,20.93,1.64,12.76,2.24,27.57,94.65,0.11,307.48,741.4,2024-07-17 03:45:00,14.59,23.3,1.29,11.12,3.81,2.91
88.65,130.43,4.5,18.08,21.11,1.6,13.28,1.69,27.5,95.44,,287.03,741.3,2024-07-17 04:00:00,14.56,13.41,1.33,8.52,3.36,2.53
75.65,119.22,6.8,22.71,22.26,1.96,17.61,1.14,27.41,95.55,0.07,284.29,741.3,2024-07-17 04:15:00,14.81,5.48,1.08,5.93,2.65,1.92
54.97,114.44,5.8,23.39,20.95,1.66,17.16,0.86,27.4,95.16,0.07,291.64,741.3,2024-07-17 04:30:00,14.47,8.8,1.33,7.17,2.9,2.13
41.63,114.47,6.77,24.94,21.25,1.98,18.77,0.55,27.39,94.58,0.15,14.92,741.3,2024-07-17 04:45:00,14.91,12.05,1.24,7.8,3.08,2.24
41.82,113.21,7.39,22.74,20.29,1.7,18.1,1.05,27.39,94.73,,273.5,741.6,2024-07-17 05:15:00,15.08,20.99,1.99,11.46,3.87,2.81
32.83,97.9,7.56,21.93,20.22,1.75,17.81,1.29,27.4,94.71,,286.72,741.7,2024-07-17 05:30:00,15.14,9.16,2.37,9.17,3.94,2.85
31.89,93.91,9.5,23.45,21.69,2.02,20.2,2.26,27.51,94.25,0.04,285.28,741.8,2024-07-17 05:45:00,15.74,6.56,2.23,8.3,3.77,2.67
29.39,102.18,10.56,24.01,21.78,2.23,21.36,2.16,27.63,93.37,0.03,273.97,741.9,2024-07-17 06:00:00,16.03,10.47,2.06,8.72,4.01,2.81
32.12,129.91,12.16,23.99,23.76,1.97,22.65,2.03,27.85,92.66,,328.82,742.0,2024-07-17 06:15:00,16.31,20.8,1.89,11.5,4.17,3.03
38.42,141.48,12.9,26.22,22.3,2.08,24.43,3.58,27.96,91.8,0.03,308.08,742.1,2024-07-17 06:30:00,16.06,28.02,2.07,13.65,4.75,3.48
49.07,146.25,11.22,24.03,22.91,1.87,21.9,3.27,28.02,91.17,0.03,193.85,742.2,2024-07-17 06:45:00,16.18,14.4,1.76,10.47,4.0,2.95
47.04,146.79,15.32,29.72,22.28,1.78,28.26,1.61,28.1,90.27,0.03,283.38,742.3,2024-07-17 07:00:00,15.52,19.67,1.82,11.86,4.34,3.18
44.0,137.54,14.17,29.59,22.08,1.7,27.26,2.89,28.16,89.76,,305.36,742.4,2024-07-17 07:15:00,15.58,12.46,1.76,10.42,3.9,2.83
42.27,121.31,16.38,31.75,21.45,1.74,30.21,1.47,28.36,88.7,0.11,211.6,742.5,2024-07-17 07:30:00,15.81,8.41,1.88,9.03,3.86,2.81
47.03,114.52,13.77,31.76,22.56,1.88,28.09,5.69,28.4,87.6,0.39,112.03,742.5,2024-07-17 07:45:00,15.64,10.81,1.8,8.66,3.56,2.53
46.7,126.63,8.06,24.74,23.44,1.87,19.71,6.87,28.35,89.12,0.1,237.25,742.6,2024-07-17 08:00:00,15.88,21.45,2.15,10.62,4.06,2.92
46.58,126.69,7.6,23.62,22.73,1.75,18.74,9.39,28.0,89.86,1.05,124.26,742.6,2024-07-17 08:15:00,15.61,17.97,2.06,10.6,3.62,2.59
44.85,116.16,9.55,28.4,23.12,1.67,22.87,8.25,27.99,90.25,1.18,133.49,742.7,2024-07-17 08:30:00,15.28,8.01,1.63,8.54,3.29,2.36
45.33,103.96,10.1,26.99,23.4,1.61,22.57,7.4,28.44,88.86,0.34,232.29,742.8,2024-07-17 08:45:00,15.57,4.16,1.2,5.81,2.48,1.75
41.26,94.95,12.37,28.1,22.63,1.6,25.0,9.52,29.03,84.77,0.94,117.16,742.8,2024-07-17 09:00:00,15.41,4.21,1.32,5.9,3.11,2.19
33.58,95.3,5.39,15.58,25.94,1.49,12.67,20.12,29.35,80.56,0.49,284.9,742.8,2024-07-17 09:15:00,16.26,4.21,1.32,5.9,3.11,2.19
30.82,83.71,5.47,16.38,24.32,1.43,13.16,23.98,29.73,79.07,0.72,297.44,742.8,2024-07-17 09:30:00,16.73,6.79,1.38,6.73,3.0,2.16
41.99,66.53,4.5,14.87,25.4,1.42,11.57,23.62,30.12,76.14,0.27,353.09,742.6,2024-07-17 09:45:00,16.07,3.96,1.07,4.71,2.38,1.64
,,3.84,13.65,25.86,1.41,10.38,23.74,30.25,75.05,0.29,331.45,742.6,2024-07-17 10:00:00,16.14,12.4,0.89,5.52,2.58,1.83
,,3.55,13.17,26.37,1.53,9.89,21.33,30.31,74.67,0.07,293.69,742.5,2024-07-17 10:15:00,16.28,6.82,0.91,4.79,2.56,1.79
,,3.29,12.19,25.96,1.45,9.16,25.78,31.47,66.09,0.43,334.13,742.4,2024-07-17 10:30:00,16.25,4.13,1.13,5.12,2.8,1.98
24.19,40.75,2.74,10.97,26.13,1.41,8.06,28.7,31.75,63.55,0.5,289.97,742.2,2024-07-17 10:45:00,16.28,3.4,1.18,5.54,2.8,1.93
11.52,44.28,2.58,11.46,24.79,1.48,8.19,26.6,31.67,65.04,0.19,319.89,742.1,2024-07-17 11:00:00,16.09,3.05,0.96,5.04,2.29,1.62
6.01,40.71,2.28,10.01,25.76,1.37,7.18,30.89,31.73,64.08,0.43,5.9,742.0,2024-07-17 11:15:00,16.38,2.87,0.86,4.66,2.36,1.67
4.7,34.87,2.01,9.53,25.43,1.4,6.7,31.4,31.58,65.11,0.38,283.07,742.0,2024-07-17 11:30:00,16.39,2.26,0.9,4.17,2.21,1.56
,,1.68,10.77,24.8,1.38,7.09,31.36,32.63,61.51,0.27,293.07,741.8,2024-07-17 12:15:00,16.63,3.9,0.8,3.69,1.72,1.16
,,1.45,9.81,24.04,1.35,6.4,30.87,32.32,63.39,0.19,282.41,741.6,2024-07-17 12:30:00,16.82,1.98,0.83,3.92,1.86,1.32
,,1.72,10.5,24.54,1.45,6.98,27.49,32.22,64.35,0.25,359.8,741.5,2024-07-17 12:45:00,17.25,3.01,0.71,3.8,1.73,1.19
,,1.79,8.37,24.62,1.42,5.91,30.63,32.64,62.42,0.37,313.24,741.3,2024-07-17 13:00:00,17.27,1.98,0.73,3.37,1.78,1.23
23.72,31.87,1.76,11.56,24.25,1.38,7.58,30.2,33.28,57.64,0.23,312.43,741.1,2024-07-17 13:15:00,16.87,2.78,0.64,3.28,1.73,1.21
10.26,38.79,1.45,9.51,23.96,1.37,6.24,32.44,33.06,58.81,0.49,19.32,740.9,2024-07-17 13:30:00,17.67,1.72,0.66,2.98,1.6,1.13
9.55,42.62,1.51,9.08,24.04,1.35,6.06,31.42,33.21,57.63,0.53,325.13,740.8,2024-07-17 13:45:00,17.33,1.63,0.64,2.84,1.55,1.06
5.38,41.06,1.56,8.57,24.16,1.36,5.83,31.28,33.24,58.84,0.15,296.66,740.7,2024-07-17 14:00:00,17.62,1.73,0.52,2.84,1.39,1.0
6.91,35.65,1.79,9.25,24.12,1.38,6.38,31.54,33.21,58.79,0.09,273.05,740.5,2024-07-17 14:15:00,17.52,1.3,0.56,2.66,1.24,0.85
7.95,30.49,1.41,7.29,26.04,1.33,5.02,34.12,33.55,57.27,0.48,316.57,740.2,2024-07-17 14:30:00,18.11,1.2,0.67,2.63,1.43,1.03
6.84,26.51,1.16,7.6,25.18,1.25,4.99,35.41,32.94,60.66,0.13,356.02,740.0,2024-07-17 14:45:00,18.21,1.22,0.58,2.66,1.33,0.92
0.48,23.62,1.57,10.67,23.88,1.26,6.95,31.78,33.93,55.15,0.4,43.55,739.8,2024-07-17 15:00:00,18.34,1.13,0.56,2.4,1.29,0.91
0.74,29.52,1.37,10.47,24.74,1.24,6.68,34.18,33.71,55.84,0.45,253.6,739.6,2024-07-17 15:15:00,18.12,1.12,0.48,2.16,1.14,0.79
4.76,32.29,1.31,8.12,24.51,1.22,5.38,36.08,33.86,57.05,0.31,304.43,739.6,2024-07-17 15:30:00,17.83,1.15,0.48,2.23,1.2,0.84
26.63,32.63,1.24,8.26,24.76,1.24,5.4,35.19,33.18,61.0,0.1,297.32,739.6,2024-07-17 15:45:00,17.92,1.22,0.42,2.44,1.1,0.8
,,1.21,7.33,24.78,1.23,4.88,36.47,32.7,62.58,0.07,296.61,739.5,2024-07-17 16:00:00,17.62,1.1,0.44,2.53,1.21,0.88
23.5,26.89,0.92,7.2,27.68,1.22,4.58,41.51,33.09,62.21,0.3,296.08,739.3,2024-07-17 16:15:00,17.34,1.02,0.48,2.31,1.28,0.9
5.95,17.58,0.94,8.16,29.53,1.24,5.1,40.83,32.84,64.58,0.06,296.63,739.3,2024-07-17 16:30:00,18.75,1.02,0.48,2.31,1.28,0.9
,13.01,1.05,8.43,30.8,1.23,5.34,38.37,32.59,65.53,0.13,327.06,739.2,2024-07-17 16:45:00,20.52,1.28,0.48,1.84,1.19,0.81
,20.46,1.27,12.51,30.1,1.3,7.69,36.17,32.65,65.19,0.07,294.51,739.3,2024-07-17 17:00:00,20.24,1.77,0.48,2.06,1.44,1.06
4.33,41.32,1.16,12.08,29.15,1.31,7.37,33.33,32.84,62.42,0.15,300.65,739.4,2024-07-17 17:15:00,18.47,2.26,0.65,2.5,2.25,1.64
7.94,49.9,0.96,10.59,27.77,1.21,6.41,35.7,31.95,69.59,0.87,47.89,739.5,2024-07-17 17:30:00,17.65,3.01,0.54,3.38,1.79,1.28
4.47,42.32,0.96,7.77,26.6,1.22,4.91,33.35,29.29,83.71,0.86,127.21,739.7,2024-07-17 17:45:00,18.35,3.39,0.49,3.43,1.77,1.24
,28.6,1.16,7.37,29.29,1.23,4.86,29.16,29.0,85.63,1.49,131.68,739.8,2024-07-17 18:00:00,20.03,1.41,0.43,2.54,1.26,0.92
,23.54,1.06,7.06,28.88,1.16,4.62,30.77,28.95,85.85,1.11,128.06,740.0,2024-07-17 18:15:00,20.23,1.32,0.43,2.78,1.75,1.41
,19.13,0.84,6.88,27.95,1.15,4.34,30.81,28.85,86.55,0.99,117.69,740.2,2024-07-17 18:30:00,18.89,1.5,0.55,3.63,2.03,1.44
,23.75,0.76,6.73,26.79,1.16,4.2,27.99,28.75,85.9,0.81,126.88,740.3,2024-07-17 18:45:00,18.02,1.45,0.57,4.72,2.1,1.47
,26.06,0.79,6.64,27.03,1.19,4.17,26.77,28.73,85.09,0.7,113.16,740.4,2024-07-17 19:00:00,17.73,1.39,0.6,4.33,2.06,1.45
8.2,25.09,0.87,7.08,24.87,1.22,4.47,24.43,28.7,85.47,0.53,107.5,740.6,2024-07-17 19:15:00,17.58,1.5,0.55,5.01,2.27,1.6
,,0.95,7.83,25.7,1.26,4.94,22.83,28.67,85.89,0.1,86.26,740.8,2024-07-17 19:30:00,17.39,1.5,0.64,5.33,2.35,1.72
,,1.01,8.26,24.72,1.26,5.21,19.72,28.59,85.56,,186.5,740.9,2024-07-17 19:45:00,17.41,1.64,0.8,5.65,3.04,2.16
24.5,31.18,1.06,9.03,24.51,1.29,5.66,17.94,28.5,85.43,,158.62,741.1,2024-07-17 20:00:00,17.26,1.91,0.87,6.33,3.4,2.35
15.18,49.3,1.12,7.95,22.96,1.28,5.14,19.82,28.5,85.14,0.03,163.03,741.6,2024-07-17 20:45:00,17.15,3.21,1.02,6.24,3.6,2.58
30.94,53.8,1.18,8.23,23.54,1.31,5.34,18.19,28.49,86.06,,128.76,741.8,2024-07-17 21:00:00,17.35,2.65,1.02,5.84,3.57,2.5
,,1.27,9.87,23.41,1.39,6.28,16.6,28.4,86.53,0.08,131.02,741.9,2024-07-17 21:15:00,17.15,2.21,0.94,5.03,3.27,2.32
,,1.26,10.21,23.83,1.41,6.46,17.81,28.44,85.77,0.5,144.58,741.9,2024-07-17 21:30:00,17.25,2.59,1.08,6.08,3.7,2.6
49.31,60.09,1.22,8.84,24.1,1.34,5.69,20.19,28.4,85.13,0.24,127.76,742.0,2024-07-17 21:45:00,17.12,3.13,1.29,6.5,4.29,3.02
33.57,60.52,1.25,8.6,23.42,1.31,5.59,19.03,28.39,84.99,0.35,162.19,742.1,2024-07-17 22:00:00,17.26,2.93,1.18,6.63,3.83,2.67
15.77,58.34,1.16,8.59,23.66,1.3,5.51,21.35,28.5,84.26,0.59,149.87,742.1,2024-07-17 22:15:00,17.27,2.09,1.05,6.25,3.61,2.54
9.39,57.84,1.19,7.88,23.05,1.3,5.16,20.14,28.33,85.18,0.53,143.11,742.0,2024-07-17 22:30:00,17.51,1.84,1.05,6.47,3.52,2.51
1.5,50.13,1.13,6.99,22.29,1.25,4.64,20.18,28.29,85.57,0.06,182.67,742.0,2024-07-17 22:45:00,17.43,1.56,1.03,5.68,3.53,2.48
,42.94,1.17,6.92,22.95,1.25,4.63,20.0,28.19,86.34,0.14,167.58,741.9,2024-07-17 23:00:00,17.56,1.48,0.88,5.45,2.87,2.05
22.56,38.21,1.16,6.94,22.68,1.24,4.63,18.45,28.07,87.05,,194.68,741.9,2024-07-17 23:15:00,17.57,1.34,0.85,5.08,2.76,2.0
,,1.2,7.02,22.63,1.25,4.71,18.87,27.9,88.04,0.23,170.31,741.7,2024-07-17 23:30:00,17.47,1.37,0.84,5.07,2.73,1.91
17.28,27.22,1.21,6.84,23.2,1.22,4.62,17.94,27.9,88.07,0.03,164.78,741.6,2024-07-17 23:45:00,17.57,1.37,0.84,5.07,2.73,1.91
6.71,24.64,1.2,7.83,23.38,1.22,5.14,18.66,27.87,88.3,0.09,155.37,741.5,2024-07-18 00:00:00,17.6,1.61,0.75,4.76,2.39,1.7
6.23,22.19,1.27,8.71,21.75,1.22,5.67,15.8,27.98,88.17,,141.57,741.5,2024-07-18 00:15:00,17.74,1.18,0.71,4.12,2.12,1.51
2.69,21.36,1.31,9.68,21.01,1.22,6.21,15.28,27.85,88.76,0.11,174.71,741.4,2024-07-18 00:30:00,17.53,1.12,0.69,4.3,2.07,1.48
0.74,27.4,1.34,8.17,22.53,1.22,5.44,15.71,27.76,89.46,,160.73,741.4,2024-07-18 00:45:00,17.97,1.11,0.65,4.19,1.9,1.35
,26.05,1.28,6.63,23.45,1.2,4.57,17.44,27.75,89.67,,191.09,741.4,2024-07-18 01:00:00,17.73,1.13,0.8,4.4,2.16,1.57
,22.89,1.34,6.66,21.34,1.22,4.63,15.18,27.65,90.55,,135.93,741.4,2024-07-18 01:15:00,17.88,1.17,0.68,4.11,1.88,1.31
,19.25,1.35,6.62,20.93,1.2,4.62,14.94,27.6,91.47,0.35,139.29,741.1,2024-07-18 01:30:00,17.87,1.11,0.69,4.38,1.88,1.27
0.6,22.81,1.38,7.12,21.12,1.2,4.91,13.64,27.55,91.75,0.1,160.22,740.9,2024-07-18 01:45:00,17.99,1.15,0.69,4.62,1.89,1.32
8.81,23.33,1.42,6.6,21.68,1.2,4.67,14.05,27.42,92.45,0.03,239.64,740.8,2024-07-18 02:00:00,17.92,1.07,0.77,4.69,2.04,1.39
1.65,26.56,1.5,6.24,22.68,1.2,4.54,15.23,27.36,92.85,0.19,152.95,740.6,2024-07-18 02:15:00,18.33,1.15,0.78,4.79,1.91,1.34
,23.69,1.51,6.43,21.86,1.21,4.65,13.6,27.28,93.21,0.16,166.69,740.4,2024-07-18 02:30:00,18.22,1.08,0.64,3.86,1.84,1.28
7.88,28.22,1.55,9.91,21.57,1.2,6.53,12.44,27.22,93.59,0.5,127.6,740.3,2024-07-18 02:45:00,18.17,1.12,0.63,4.26,1.71,1.16
15.31,34.53,1.52,8.56,20.96,1.2,5.79,11.72,27.26,93.67,0.03,229.35,740.3,2024-07-18 03:00:00,18.49,1.11,0.67,4.6,1.79,1.23
17.37,38.67,1.47,7.72,20.01,1.2,5.3,11.22,27.2,94.19,,277.88,740.4,2024-07-18 03:15:00,18.33,1.13,0.71,5.18,1.8,1.24
20.22,38.67,1.51,8.56,20.03,1.21,5.78,9.11,27.11,94.83,,320.45,740.4,2024-07-18 03:30:00,18.48,1.22,0.87,5.84,2.03,1.43
22.02,39.7,1.59,9.77,19.71,1.19,6.49,9.43,27.09,95.34,,152.26,740.4,2024-07-18 03:45:00,18.1,1.17,0.99,6.8,2.5,1.75
23.38,39.2,1.59,7.92,20.68,1.2,5.51,9.92,27.05,95.59,,110.94,740.5,2024-07-18 04:00:00,18.45,1.2,0.97,6.77,2.33,1.65
30.61,40.01,1.54,7.16,21.41,1.2,5.06,12.56,27.0,95.85,,179.26,740.6,2024-07-18 04:15:00,18.14,1.15,1.04,7.07,2.54,1.77
,,1.62,7.93,21.45,1.22,5.54,10.04,27.0,96.11,,142.0,740.7,2024-07-18 04:30:00,18.22,1.17,0.9,6.36,2.11,1.44
,,1.77,9.77,20.95,1.25,6.64,6.88,27.01,96.33,,261.29,740.9,2024-07-18 04:45:00,18.47,1.14,0.8,5.39,1.99,1.37
37.37,41.13,1.89,9.94,21.0,1.25,6.82,5.99,27.01,96.44,,260.11,741.1,2024-07-18 05:00:00,18.55,1.48,0.92,6.57,2.33,1.62
27.76,46.11,2.32,12.89,20.33,1.29,8.74,3.5,27.07,96.56,,296.23,741.3,2024-07-18 05:15:00,18.44,2.22,1.13,8.1,2.64,1.86
14.87,54.92,3.45,16.02,23.15,1.35,11.33,2.92,27.13,96.5,,291.23,741.2,2024-07-18 05:30:00,18.62,2.44,1.1,7.44,2.88,2.05
18.16,61.22,3.41,15.47,22.15,1.38,11.0,3.81,27.15,96.06,,220.01,741.4,2024-07-18 05:45:00,18.66,3.37,1.3,8.4,3.04,2.13
23.32,68.65,3.14,14.62,22.41,1.41,10.33,5.76,27.28,94.61,,268.3,741.5,2024-07-18 06:00:00,18.55,3.71,1.37,9.0,3.55,2.49
32.09,85.85,4.28,18.03,24.78,1.56,13.07,4.28,27.49,93.61,,258.29,741.6,2024-07-18 06:15:00,19.02,3.63,1.28,8.02,3.07,2.15
41.47,105.1,4.66,17.98,24.66,1.49,13.35,4.76,27.69,92.41,,181.0,741.7,2024-07-18 06:30:00,18.69,5.87,1.54,9.69,3.64,2.54
52.87,119.64,3.82,14.8,23.88,1.46,10.98,7.94,27.87,90.33,0.05,181.47,741.6,2024-07-18 06:45:00,18.68,6.79,1.65,11.28,3.98,2.81
60.06,128.95,3.58,14.57,22.94,1.42,10.66,8.43,28.03,89.07,,184.0,741.6,2024-07-18 07:00:00,18.34,6.79,1.65,11.28,3.98,2.81
65.3,128.29,3.16,12.42,25.44,1.39,9.18,14.27,28.19,87.43,0.5,158.13,741.6,2024-07-18 07:15:00,18.47,5.26,1.28,8.95,3.35,2.4
55.87,119.05,3.01,12.22,23.19,1.37,8.95,17.63,28.59,85.37,0.75,145.83,741.6,2024-07-18 07:30:00,18.41,4.43,1.21,7.6,3.2,2.32
49.96,112.53,2.94,12.13,24.15,1.48,8.84,16.11,29.03,82.39,0.84,143.68,741.7,2024-07-18 07:45:00,18.65,3.47,1.23,7.39,3.02,2.15
57.7,119.77,5.13,21.23,25.43,1.63,15.46,14.17,29.22,81.0,0.59,142.09,741.7,2024-07-18 08:00:00,18.63,3.16,1.32,7.12,3.13,2.2
64.03,136.42,3.75,21.84,26.16,1.59,14.67,16.44,29.92,77.76,0.15,265.75,741.6,2024-07-18 08:15:00,18.5,4.6,1.19,7.51,2.98,2.11
68.49,144.75,2.83,17.32,25.64,1.56,11.51,23.19,30.45,74.25,0.43,334.47,741.6,2024-07-18 08:30:00,18.71,5.16,1.35,6.8,2.94,2.08
63.66,134.69,2.34,14.62,26.27,1.42,9.68,24.27,30.85,70.9,0.2,334.05,741.6,2024-07-18 08:45:00,18.95,4.54,1.16,5.61,2.26,1.57
54.44,103.3,1.81,11.66,27.43,1.41,7.67,27.59,31.76,66.31,0.27,324.59,741.6,2024-07-18 09:00:00,18.92,2.42,1.02,4.59,1.98,1.37
45.81,82.96,1.53,11.48,28.46,1.41,7.35,29.57,31.41,67.14,0.16,307.5,741.5,2024-07-18 09:15:00,19.23,2.42,0.93,4.2,1.83,1.29
63.12,64.95,1.43,11.6,26.78,1.41,7.33,26.92,31.53,67.0,0.11,316.02,741.5,2024-07-18 09:30:00,19.35,2.56,0.79,4.08,1.73,1.22
,,1.35,10.66,27.97,1.38,6.77,32.15,31.76,64.51,0.23,340.08,741.5,2024-07-18 09:45:00,19.57,2.04,0.7,3.46,1.73,1.22
,,1.35,11.64,27.69,1.44,7.29,31.69,31.44,66.51,0.14,284.71,741.5,2024-07-18 10:00:00,19.16,2.19,0.92,4.57,2.22,1.52
28.21,33.84,1.34,12.89,28.95,1.45,7.95,33.88,31.56,67.09,0.09,248.06,741.5,2024-07-18 10:15:00,19.16,2.17,0.93,4.57,2.13,1.48
,,1.2,13.19,29.48,1.49,7.99,31.65,31.39,67.59,,308.46,741.4,2024-07-18 10:30:00,19.84,2.23,1.03,4.28,2.67,1.86
,,1.58,14.31,27.36,1.39,8.9,32.73,32.22,63.07,0.1,235.12,741.3,2024-07-18 10:45:00,18.35,2.2,0.93,3.34,2.09,1.44
34.82,42.99,1.13,11.72,28.0,1.39,7.15,34.18,32.49,61.79,0.11,259.12,741.2,2024-07-18 11:00:00,17.46,2.58,1.05,3.47,2.0,1.39
