pm2.5,pm10,no,no2,so2,co,nox,ozone,at,rh,ws,wd,timestamp,nh3,benzene
29.62,64.86,2.52,24.81,13.62,0.82,17.37,88.19,30.89,19.4,0.76,312.42,2023-03-05 18:15:00,28.96,2.24
29.62,64.86,2.55,26.35,13.22,0.99,18.19,85.09,30.43,20.44,0.52,307.78,2023-03-05 18:30:00,29.22,3.24
29.62,64.86,2.58,33.57,12.5,1.26,22.0,66.65,29.47,22.65,0.36,259.5,2023-03-05 18:45:00,28.73,3.12
29.44,68.44,2.65,32.94,11.55,0.95,21.72,58.99,28.61,24.08,0.2,224.56,2023-03-05 19:00:00,27.3,4.79
29.24,72.72,2.65,25.57,11.44,0.79,17.87,66.69,28.08,24.79,0.17,234.81,2023-03-05 19:15:00,27.55,5.43
29.24,72.72,2.64,22.2,10.77,0.81,16.1,66.17,27.61,25.73,0.21,242.02,2023-03-05 19:30:00,28.22,4.1
29.24,72.72,2.63,22.54,11.27,0.9,16.27,69.93,27.58,25.31,0.19,241.42,2023-03-05 19:45:00,28.2,3.09
29.19,68.85,2.66,24.18,10.66,0.97,17.15,58.52,26.81,28.01,0.12,113.89,2023-03-05 20:00:00,28.44,3.17
29.12,64.43,2.67,28.55,10.14,1.15,19.44,48.91,26.49,29.62,0.27,141.58,2023-03-05 20:15:00,27.88,3.56
29.12,64.43,2.69,33.52,10.38,1.14,22.06,51.29,26.43,29.46,0.07,210.54,2023-03-05 20:30:00,27.42,4.07
29.12,64.43,2.67,30.03,10.46,1.06,20.22,51.27,26.29,29.61,0.05,195.75,2023-03-05 20:45:00,29.07,5.12
29.5,61.66,2.64,27.63,10.66,0.96,18.94,54.9,26.05,29.79,0.11,161.7,2023-03-05 21:00:00,29.87,4.73
29.92,58.49,3.38,30.63,10.57,0.99,21.8,49.77,25.88,31.91,0.36,96.14,2023-03-05 21:15:00,29.73,4.24
29.92,58.49,19.0,,9.65,1.12,68.56,10.78,25.05,35.19,0.29,135.86,2023-03-05 21:30:00,17.05,3.78
29.92,58.49,7.6,66.19,9.44,1.05,50.43,22.5,25.03,34.73,0.2,182.7,2023-03-05 21:45:00,21.47,4.0
36.83,119.81,3.16,64.5,9.19,1.09,38.63,26.43,24.72,36.68,0.36,99.28,2023-03-05 22:00:00,25.51,3.99
44.73,189.88,2.9,54.58,8.09,0.97,33.23,28.77,24.5,36.29,0.18,143.91,2023-03-05 22:15:00,27.58,4.02
44.73,189.88,3.34,57.99,9.1,1.15,35.63,36.62,24.49,35.84,0.26,241.49,2023-03-05 22:30:00,27.25,3.76
44.73,189.88,2.88,40.31,9.02,1.03,25.76,46.58,24.28,35.82,0.24,224.71,2023-03-05 22:45:00,28.9,3.6
45.88,145.93,2.83,33.04,8.04,1.13,21.92,37.63,23.92,39.01,0.11,5.06,2023-03-05 23:00:00,30.09,3.94
47.19,95.7,14.74,61.86,6.78,0.99,49.76,13.24,23.08,45.06,0.09,54.62,2023-03-05 23:15:00,24.15,3.4
47.19,95.7,11.56,51.33,7.36,1.13,45.96,22.56,22.95,42.48,0.28,274.12,2023-03-05 23:30:00,23.23,3.63
47.19,95.7,3.02,44.69,7.74,1.31,28.16,23.24,23.09,46.33,0.31,284.35,2023-03-05 23:45:00,28.97,3.71
48.83,111.64,2.94,39.07,6.63,1.23,25.16,27.63,22.88,45.03,0.29,250.71,2023-03-06 00:00:00,,4.25
50.71,129.85,2.92,33.01,7.98,1.11,21.98,33.34,22.93,43.73,0.22,234.07,2023-03-06 00:15:00,31.41,5.17
50.71,129.85,2.96,29.86,7.54,1.08,20.36,29.3,22.72,45.91,0.03,195.6,2023-03-06 00:30:00,32.03,5.03
50.71,129.85,2.91,27.35,7.87,0.96,19.01,39.29,22.73,43.64,0.21,236.32,2023-03-06 00:45:00,32.49,4.52
48.09,101.01,2.9,25.98,7.82,0.97,18.29,33.49,22.42,46.18,0.12,278.8,2023-03-06 01:00:00,32.77,4.28
44.97,66.54,2.97,27.65,6.9,1.05,19.22,26.17,21.72,51.0,0.13,265.55,2023-03-06 01:15:00,32.51,3.73
44.97,66.54,2.92,28.52,6.92,1.11,19.63,27.07,21.69,50.68,0.24,232.08,2023-03-06 01:30:00,32.35,3.84
44.97,66.54,2.87,26.72,7.56,1.02,18.65,34.9,21.93,47.83,0.3,262.44,2023-03-06 01:45:00,32.62,4.37
43.11,73.11,2.86,25.87,7.54,1.0,18.2,31.98,21.87,49.3,0.21,291.05,2023-03-06 02:00:00,32.91,4.83
40.89,80.96,3.04,28.05,6.29,1.03,19.48,21.05,21.05,55.75,0.03,260.43,2023-03-06 02:15:00,32.35,4.27
40.89,80.96,3.01,26.23,6.51,0.94,18.51,26.56,20.79,52.36,0.19,180.93,2023-03-06 02:30:00,32.23,4.18
40.89,80.96,5.66,36.44,6.93,0.9,25.96,21.83,20.9,51.54,0.21,160.65,2023-03-06 02:45:00,30.87,4.3
38.31,70.78,6.89,45.31,6.99,0.88,31.59,20.19,20.87,50.68,0.14,179.33,2023-03-06 03:00:00,27.24,4.14
35.37,58.61,10.98,55.34,6.77,0.79,40.11,14.73,20.76,51.25,0.07,103.47,2023-03-06 03:15:00,25.55,4.15
35.37,58.61,3.73,33.46,7.16,0.73,22.86,28.27,20.83,50.41,0.33,219.43,2023-03-06 03:30:00,30.7,3.65
35.37,58.61,3.07,27.99,7.93,0.69,19.48,29.63,21.06,50.39,0.07,162.82,2023-03-06 03:45:00,32.51,3.24
34.27,55.09,2.86,24.53,8.02,0.72,17.49,33.32,20.71,51.2,0.41,95.99,2023-03-06 04:00:00,32.83,2.97
32.96,50.89,2.89,24.94,7.75,0.71,17.74,26.25,20.29,53.52,0.26,130.35,2023-03-06 04:15:00,32.62,2.85
32.96,50.89,4.9,42.63,6.91,0.76,28.59,11.72,20.02,56.72,0.24,101.28,2023-03-06 04:30:00,30.45,2.63
32.96,50.89,15.19,58.87,6.01,0.81,45.32,4.87,19.68,60.15,0.08,117.02,2023-03-06 04:45:00,26.55,3.02
40.26,120.26,10.93,55.31,5.83,0.78,40.05,6.34,19.33,59.01,0.08,141.23,2023-03-06 05:00:00,27.02,3.23
48.98,203.15,4.63,45.94,5.69,0.75,30.1,9.5,19.29,60.21,0.18,106.34,2023-03-06 05:15:00,30.0,3.32
48.98,203.15,3.79,45.16,5.87,0.76,29.02,12.63,19.4,58.17,0.17,167.94,2023-03-06 05:30:00,30.59,3.14
48.98,203.15,3.31,35.25,5.9,0.75,23.46,16.13,19.05,60.05,0.1,181.38,2023-03-06 05:45:00,32.22,3.04
47.02,145.58,3.31,31.88,5.67,0.77,21.7,15.52,18.77,62.63,0.1,57.93,2023-03-06 06:00:00,32.55,3.14
44.79,76.78,3.23,31.65,6.32,0.83,21.52,18.25,18.9,60.63,0.32,107.05,2023-03-06 06:15:00,32.37,3.15
44.79,76.78,10.65,40.8,6.88,0.93,32.24,12.92,19.32,59.17,0.41,112.49,2023-03-06 06:30:00,30.51,3.23
44.79,76.78,48.87,60.29,6.52,1.2,73.08,5.06,19.85,59.45,0.73,98.61,2023-03-06 06:45:00,20.58,4.34
49.66,131.4,88.67,74.48,6.65,1.21,112.41,3.75,20.64,58.14,0.59,127.66,2023-03-06 07:00:00,9.43,5.78
55.22,196.68,39.18,71.62,9.03,1.02,71.23,7.19,22.78,46.95,0.61,123.08,2023-03-06 07:15:00,20.06,7.32
55.22,196.68,13.58,59.85,12.55,0.98,44.55,18.41,24.34,41.66,0.82,81.3,2023-03-06 07:30:00,29.29,6.33
55.22,196.68,7.53,45.44,13.8,0.96,32.17,31.27,25.65,38.54,0.78,56.24,2023-03-06 07:45:00,33.29,5.01
61.18,211.58,6.13,41.83,11.66,1.05,29.16,34.29,26.85,36.77,0.77,43.56,2023-03-06 08:00:00,34.7,5.12
68.31,229.39,6.47,45.28,15.92,1.11,31.24,35.75,27.85,35.33,0.63,7.39,2023-03-06 08:15:00,34.49,4.96
68.31,229.39,6.24,46.08,16.76,1.17,31.47,43.74,28.83,34.28,0.68,5.13,2023-03-06 08:30:00,34.51,5.22
68.31,229.39,4.92,37.55,20.18,0.99,25.96,63.58,29.84,26.87,0.63,86.42,2023-03-06 08:45:00,36.01,5.71
68.6,190.08,3.56,21.74,17.33,0.69,16.6,79.04,30.44,23.75,1.96,95.55,2023-03-06 09:00:00,38.64,6.13
68.94,143.09,3.14,16.47,18.6,0.79,13.51,85.13,30.66,23.71,2.01,91.11,2023-03-06 09:15:00,39.29,9.97
68.94,143.09,3.32,19.89,26.81,0.89,15.44,84.97,31.34,22.5,1.48,107.03,2023-03-06 09:30:00,37.19,7.96
68.94,143.09,3.39,21.53,25.04,0.91,16.36,88.59,32.21,21.19,0.86,120.15,2023-03-06 09:45:00,35.71,12.18
61.12,112.0,3.22,20.51,24.34,0.92,15.69,93.12,32.47,21.16,0.52,99.13,2023-03-06 10:00:00,32.78,12.51
51.78,74.85,2.98,16.99,16.45,0.56,13.65,101.61,32.54,21.23,1.14,63.27,2023-03-06 10:15:00,30.49,15.24
,,2.84,15.12,,0.53,12.56,,33.17,20.47,0.65,127.57,2023-03-06 10:30:00,31.69,10.91
,,2.78,14.12,,0.52,11.99,,33.64,19.96,1.19,96.91,2023-03-06 10:45:00,32.82,4.17
,,2.68,11.05,9.11,0.45,10.31,,33.0,19.66,1.05,47.98,2023-03-06 11:00:00,33.18,2.18
,,2.63,10.63,8.85,,10.05,,33.61,18.98,1.15,71.91,2023-03-06 11:15:00,34.07,2.04
,,2.62,10.67,8.5,,10.06,,34.71,17.02,0.79,356.22,2023-03-06 11:30:00,34.97,2.12
,,,,8.48,0.45,,,34.53,16.42,1.45,13.1,2023-03-06 11:45:00,35.85,2.13
,,,,7.75,0.41,,,34.63,14.89,1.17,28.61,2023-03-06 12:00:00,36.42,3.25
,,,,7.89,0.42,,,34.94,14.81,1.43,32.85,2023-03-06 12:15:00,37.09,4.06
,,,,9.83,0.45,,,35.04,15.67,0.62,312.25,2023-03-06 12:30:00,36.91,4.27
,,,,12.6,0.47,,,35.5,16.15,1.2,10.69,2023-03-06 12:45:00,37.86,6.74
,,4.12,22.89,17.65,0.47,17.65,120.37,35.12,15.48,1.88,346.57,2023-03-06 13:00:00,38.96,9.18
,,2.91,13.97,19.91,0.48,12.02,125.18,35.81,13.69,1.4,336.62,2023-03-06 13:15:00,36.54,12.66
,,2.84,12.34,12.9,0.49,11.11,126.55,35.96,13.51,2.1,342.33,2023-03-06 13:30:00,32.43,15.43
,,2.79,11.34,14.3,0.47,10.55,125.97,35.88,13.11,1.1,46.59,2023-03-06 13:45:00,30.28,13.87
,,2.77,10.81,11.19,0.44,10.25,121.89,36.02,12.78,0.67,28.96,2023-03-06 14:00:00,31.4,12.07
,,2.74,9.97,9.28,0.45,9.79,116.98,36.61,11.55,1.64,319.79,2023-03-06 14:15:00,33.44,6.41
,,2.72,9.79,8.71,0.43,9.68,116.4,36.28,11.61,2.2,343.13,2023-03-06 14:30:00,33.46,4.67
,,2.66,8.57,8.69,0.4,9.0,117.45,35.92,11.56,1.72,341.35,2023-03-06 14:45:00,34.2,4.6
,,2.67,9.24,8.94,0.44,9.36,122.31,36.09,11.99,2.0,335.06,2023-03-06 15:00:00,35.33,3.88
,,2.68,10.15,9.65,0.46,9.84,127.7,35.88,12.3,2.27,337.53,2023-03-06 15:15:00,35.89,2.91
,,2.69,10.83,9.3,0.49,10.2,135.63,35.53,13.88,2.34,332.04,2023-03-06 15:30:00,35.79,2.68
,,2.67,11.4,10.08,0.49,10.49,138.11,35.54,13.97,1.66,352.28,2023-03-06 15:45:00,36.13,2.36
,,2.65,10.77,7.56,0.49,10.14,139.03,35.35,14.29,1.4,15.17,2023-03-06 16:00:00,35.44,2.21
26.48,29.18,2.66,14.28,12.51,0.51,11.98,135.16,35.37,14.41,1.18,2.62,2023-03-06 16:15:00,35.97,1.68
26.48,29.18,2.64,15.67,12.34,0.54,12.7,134.11,34.99,14.86,0.67,30.22,2023-03-06 16:30:00,38.22,1.27
26.48,29.18,2.66,17.62,13.42,0.58,13.72,131.96,34.77,15.62,0.77,329.84,2023-03-06 16:45:00,37.08,1.34
26.29,30.6,2.66,16.36,10.12,0.58,13.07,125.03,34.49,16.06,0.55,316.0,2023-03-06 17:00:00,36.37,1.29
25.14,39.86,2.66,19.22,10.21,0.82,14.56,106.04,34.07,17.56,0.49,295.54,2023-03-06 17:15:00,32.77,1.27
25.14,39.86,2.72,25.3,9.5,1.1,17.79,83.5,33.07,19.98,0.22,263.48,2023-03-06 17:30:00,31.18,1.37
25.14,39.86,2.8,27.84,8.68,0.94,19.17,65.45,31.73,22.76,0.07,169.15,2023-03-06 17:45:00,30.53,2.43
27.0,50.81,2.77,27.7,9.14,1.13,19.08,89.39,30.97,22.66,0.38,233.9,2023-03-06 18:00:00,30.2,3.73
39.08,121.94,2.79,35.91,9.23,1.07,23.39,74.04,29.71,26.89,0.38,102.54,2023-03-06 18:15:00,29.38,3.48
39.08,121.94,2.84,65.47,8.67,0.83,38.87,42.44,28.77,30.21,0.29,136.41,2023-03-06 18:30:00,26.98,4.6
39.08,121.94,2.86,56.27,7.75,1.13,34.08,38.76,27.93,32.26,0.21,146.07,2023-03-06 18:45:00,29.49,3.53
40.54,129.33,2.85,60.14,8.18,1.15,36.09,47.74,27.05,33.94,0.34,125.89,2023-03-06 19:00:00,29.88,3.03
50.03,177.36,2.85,61.78,11.49,1.5,36.95,36.95,26.44,36.19,0.29,131.97,2023-03-06 19:15:00,30.16,4.03
50.03,177.36,2.92,68.87,10.17,1.6,40.71,39.12,26.11,36.39,0.27,113.72,2023-03-06 19:30:00,29.61,4.77
50.03,177.36,16.66,74.84,8.42,2.18,62.75,14.33,25.5,39.45,0.4,115.05,2023-03-06 19:45:00,25.53,7.95
53.32,188.43,20.0,,8.01,1.76,78.47,9.78,25.73,38.19,0.25,140.43,2023-03-06 20:00:00,20.12,7.92
74.73,260.42,20.73,,7.41,1.77,83.65,8.65,25.33,39.01,0.25,107.84,2023-03-06 20:15:00,18.83,10.2
74.73,260.42,5.16,,7.9,1.5,54.14,21.52,25.13,37.78,0.32,137.78,2023-03-06 20:30:00,27.11,8.13
74.73,260.42,6.67,,8.38,1.87,55.51,23.16,25.3,36.77,0.46,128.25,2023-03-06 20:45:00,28.74,7.82
76.05,258.65,51.64,,8.14,1.81,104.55,7.22,24.67,39.92,0.51,118.01,2023-03-06 21:00:00,15.95,6.73
84.66,248.21,15.4,,7.69,1.12,72.67,9.44,24.87,36.02,0.52,89.23,2023-03-06 21:15:00,24.93,8.47
84.66,248.21,23.52,,7.0,1.23,79.52,4.86,24.12,38.42,0.26,106.98,2023-03-06 21:30:00,23.62,6.49
84.66,248.21,22.06,,6.36,1.42,73.74,4.55,23.73,38.89,0.17,75.98,2023-03-06 21:45:00,26.33,4.19
87.55,264.59,23.25,,6.18,1.34,72.65,4.0,23.15,43.78,0.17,44.79,2023-03-06 22:00:00,27.92,4.74
106.35,361.57,14.09,,5.6,1.13,61.78,4.08,22.59,45.87,0.23,169.91,2023-03-06 22:15:00,30.14,5.53
106.35,361.57,6.44,78.4,6.17,1.04,48.92,12.4,22.89,42.06,0.68,113.28,2023-03-06 22:30:00,34.03,4.86
106.35,361.57,3.85,67.58,7.28,1.15,40.79,20.77,24.17,37.71,0.62,111.43,2023-03-06 22:45:00,36.71,4.16
103.02,337.12,3.16,59.41,7.46,1.2,35.96,21.68,23.95,39.81,0.6,109.8,2023-03-06 23:00:00,38.22,3.87
83.3,192.31,3.17,56.18,7.36,1.3,34.28,21.23,23.98,40.37,0.38,121.16,2023-03-06 23:15:00,38.62,4.95
83.3,192.31,3.21,53.73,6.98,1.38,33.03,18.87,23.36,42.85,0.18,234.31,2023-03-06 23:30:00,38.78,5.14
83.3,192.31,3.32,53.17,6.22,1.4,32.83,15.2,22.39,46.63,0.23,110.72,2023-03-06 23:45:00,38.39,5.67
80.66,184.07,3.17,54.28,5.71,1.36,33.29,12.56,21.95,51.13,0.36,25.26,2023-03-07 00:00:00,,6.1
63.53,135.26,5.98,57.86,6.29,1.27,37.41,5.65,21.28,59.7,0.1,352.91,2023-03-07 00:15:00,35.86,6.26
63.53,135.26,7.09,57.75,5.7,1.29,38.24,3.49,20.81,64.82,0.03,245.98,2023-03-07 00:30:00,35.99,5.91
63.53,135.26,6.54,57.23,5.46,1.32,37.54,3.21,20.62,65.29,0.12,216.81,2023-03-07 00:45:00,36.3,5.47
63.36,137.53,5.72,55.49,5.28,1.31,35.96,3.24,20.24,65.57,0.18,212.22,2023-03-07 01:00:00,36.79,5.59
62.27,152.26,4.12,52.29,5.57,1.3,33.01,6.34,20.64,59.65,0.29,219.7,2023-03-07 01:15:00,37.65,5.82
62.27,152.26,3.52,46.98,5.76,1.25,29.75,10.02,20.64,56.68,0.14,229.59,2023-03-07 01:30:00,38.64,5.8
62.27,152.26,3.41,41.9,5.71,1.19,27.01,13.55,20.72,54.72,0.15,253.64,2023-03-07 01:45:00,39.69,5.65
60.7,145.7,3.1,38.8,6.36,1.17,25.15,19.6,21.04,50.69,0.37,239.58,2023-03-07 02:00:00,39.51,5.47
50.49,103.07,2.98,36.35,6.83,1.14,23.77,23.57,21.27,48.44,0.28,216.06,2023-03-07 02:15:00,39.67,5.54
50.49,103.07,3.17,34.44,6.18,1.13,22.93,19.81,20.46,54.75,0.17,90.38,2023-03-07 02:30:00,39.79,5.55
50.49,103.07,3.14,34.04,6.22,1.11,22.7,21.13,20.32,52.19,0.25,196.77,2023-03-07 02:45:00,39.88,5.44
49.15,99.64,3.05,30.36,6.49,1.03,20.69,26.78,20.5,51.25,0.18,103.73,2023-03-07 03:00:00,40.32,5.24
40.44,77.36,2.99,29.73,6.32,1.0,20.32,24.49,20.26,51.2,0.27,140.35,2023-03-07 03:15:00,40.2,4.89
40.44,77.36,2.89,30.44,6.75,0.9,20.61,28.89,20.69,48.6,0.47,101.09,2023-03-07 03:30:00,40.15,4.52
40.44,77.36,2.93,36.28,6.62,1.0,23.69,20.29,20.61,49.5,0.05,336.33,2023-03-07 03:45:00,39.07,4.29
39.97,77.0,3.04,34.21,6.07,1.06,22.7,17.87,19.84,56.01,0.09,35.08,2023-03-07 04:00:00,38.98,4.04
36.95,74.63,3.12,40.83,6.1,1.09,26.22,12.42,19.5,55.69,0.37,117.12,2023-03-07 04:15:00,37.86,4.43
36.95,74.63,3.14,43.61,6.25,1.12,27.69,12.52,19.29,55.58,0.14,146.38,2023-03-07 04:30:00,37.12,5.02
36.95,74.63,3.27,44.21,6.24,1.11,28.11,11.88,19.16,57.37,0.04,57.09,2023-03-07 04:45:00,36.7,5.0
38.57,82.5,3.27,45.33,6.15,1.09,28.69,11.83,18.89,58.04,0.32,92.42,2023-03-07 05:00:00,36.42,5.13
49.12,133.67,3.39,46.08,6.06,1.1,29.18,12.0,18.79,58.16,0.13,133.12,2023-03-07 05:15:00,36.72,5.09
49.12,133.67,6.9,55.03,5.68,1.02,36.67,6.11,18.68,59.19,0.22,111.14,2023-03-07 05:30:00,34.83,5.05
49.12,133.67,4.48,51.81,5.87,0.96,33.05,14.1,18.92,55.83,0.25,168.42,2023-03-07 05:45:00,34.95,4.96
48.43,131.04,3.31,38.8,6.11,0.89,25.32,18.64,19.02,56.52,0.33,49.29,2023-03-07 06:00:00,37.09,4.67
43.99,113.98,3.58,38.42,5.93,0.89,25.33,16.66,18.84,56.36,0.2,178.43,2023-03-07 06:15:00,37.09,4.09
43.99,113.98,12.66,50.14,6.25,1.09,38.73,11.43,19.29,55.48,0.07,109.6,2023-03-07 06:30:00,34.07,3.81
43.99,113.98,12.03,54.5,6.09,1.15,40.52,7.24,19.82,56.54,0.11,75.19,2023-03-07 06:45:00,32.98,3.88
45.38,117.27,13.27,55.18,6.16,1.39,41.86,7.94,20.72,53.95,0.14,276.74,2023-03-07 07:00:00,32.88,5.77
54.4,138.62,11.05,58.11,6.73,1.54,41.61,12.78,22.44,50.33,0.28,46.52,2023-03-07 07:15:00,33.39,6.09
54.4,138.62,7.29,48.89,7.46,0.99,33.78,24.79,23.69,41.84,0.58,24.98,2023-03-07 07:30:00,35.38,8.14
54.4,138.62,6.0,40.87,7.77,0.88,28.56,28.22,25.11,38.77,0.34,24.95,2023-03-07 07:45:00,36.89,9.38
54.26,136.82,5.19,36.36,6.95,0.88,25.55,40.58,26.8,33.06,0.53,40.54,2023-03-07 08:00:00,37.64,5.25
53.33,125.09,3.93,29.59,8.71,1.03,21.0,52.49,27.55,32.11,0.81,350.25,2023-03-07 08:15:00,38.77,3.86
53.33,125.09,3.4,24.37,9.01,0.86,17.85,61.13,28.25,28.73,0.77,3.06,2023-03-07 08:30:00,39.11,3.73
53.33,125.09,3.13,20.85,10.51,0.79,15.79,70.24,29.09,26.48,1.06,23.78,2023-03-07 08:45:00,39.04,4.41
53.58,115.97,3.05,20.71,15.7,0.97,15.66,77.96,30.3,23.09,0.75,105.58,2023-03-07 09:00:00,39.14,3.88
55.19,56.73,2.9,18.63,13.77,0.78,14.44,89.35,30.81,21.43,1.6,122.98,2023-03-07 09:15:00,39.36,4.38
55.19,56.73,2.77,16.36,11.83,0.71,13.16,92.02,31.16,20.83,1.7,114.76,2023-03-07 09:30:00,39.62,8.1
55.19,56.73,2.75,16.44,10.99,0.71,13.18,95.01,31.79,20.09,1.88,111.28,2023-03-07 09:45:00,37.4,5.55
54.14,57.51,2.73,15.3,10.89,0.78,12.57,98.89,32.17,19.81,1.84,115.61,2023-03-07 10:00:00,30.42,3.68
47.33,62.61,2.74,15.23,12.19,0.71,12.54,98.33,33.0,17.64,1.81,113.86,2023-03-07 10:15:00,29.86,3.58
47.33,62.61,2.65,12.96,9.83,0.57,11.28,101.65,33.53,16.5,1.51,122.49,2023-03-07 10:30:00,31.71,7.81
46.96,60.67,2.63,13.73,12.05,0.67,11.67,103.94,34.47,14.84,1.33,139.58,2023-03-07 10:45:00,29.23,2.03
44.58,48.04,2.67,14.92,10.65,0.57,12.32,104.67,35.07,13.8,1.2,145.75,2023-03-07 11:15:00,29.2,1.73
44.58,48.04,2.59,12.41,10.64,0.54,10.95,115.42,35.04,13.68,1.49,123.95,2023-03-07 11:30:00,30.62,4.63
44.58,48.04,2.59,12.47,10.43,0.58,10.98,115.78,35.51,13.61,1.09,155.15,2023-03-07 11:45:00,30.35,1.88
43.68,45.65,2.55,12.29,11.02,0.58,10.85,126.79,35.55,13.58,1.12,110.73,2023-03-07 12:00:00,28.58,1.34
,,2.57,12.41,11.88,0.65,10.94,128.93,35.46,13.71,2.02,96.39,2023-03-07 12:15:00,27.8,1.62
,,2.56,12.29,14.73,0.79,10.86,132.67,35.77,13.43,1.88,109.11,2023-03-07 12:30:00,28.74,1.8
,,2.55,13.25,14.5,0.65,11.36,141.22,35.47,13.7,1.68,82.06,2023-03-07 12:45:00,29.75,4.24
,,2.54,13.1,13.68,0.58,11.27,141.09,36.19,13.12,1.31,92.75,2023-03-07 13:00:00,30.3,10.4
43.68,47.35,2.52,13.04,13.12,0.63,11.22,141.55,36.14,13.23,0.97,60.27,2023-03-07 13:15:00,30.7,3.75
43.68,47.35,2.53,16.26,12.16,0.7,12.91,142.15,36.54,12.93,1.32,103.31,2023-03-07 13:30:00,30.57,2.37
43.68,47.35,2.52,14.64,15.0,0.78,12.05,153.78,35.91,13.52,1.45,85.32,2023-03-07 13:45:00,31.02,2.19
42.55,46.31,2.52,13.71,13.79,0.52,11.57,145.85,35.69,13.76,0.56,67.48,2023-03-07 14:00:00,31.26,2.05
35.24,39.6,2.49,14.71,14.9,0.6,12.07,150.37,36.02,13.72,1.01,80.16,2023-03-07 14:15:00,31.3,5.72
35.24,39.6,2.48,14.72,15.96,0.58,12.07,168.88,35.79,13.83,1.62,81.16,2023-03-07 14:30:00,30.8,2.24
35.24,39.6,2.53,16.2,16.06,0.71,12.88,161.33,35.77,13.71,1.19,111.48,2023-03-07 14:45:00,30.08,3.0
34.94,40.33,2.56,17.07,20.13,0.9,13.36,170.6,35.72,13.92,1.69,86.5,2023-03-07 15:00:00,30.35,2.55
32.99,45.11,2.56,16.44,17.97,0.64,13.03,163.68,35.96,13.78,0.82,61.7,2023-03-07 15:15:00,30.2,4.32
32.99,45.11,2.54,15.69,18.18,0.64,12.63,174.39,35.76,14.58,1.52,59.47,2023-03-07 15:30:00,30.11,8.56
32.99,45.11,2.56,16.79,21.5,0.7,13.21,173.91,35.72,14.54,1.12,39.76,2023-03-07 15:45:00,30.11,2.97
33.05,45.23,2.55,18.15,20.39,0.66,13.91,155.1,36.07,13.49,0.46,277.16,2023-03-07 16:00:00,30.04,2.62
33.44,45.97,2.51,16.66,25.08,0.52,13.11,151.05,35.96,13.38,0.36,276.41,2023-03-07 16:15:00,31.04,2.97
33.44,45.97,2.55,26.66,25.34,0.56,18.36,158.31,35.57,14.52,0.77,28.03,2023-03-07 16:30:00,30.68,2.44
33.44,45.97,2.53,21.2,24.96,0.61,15.49,143.33,35.2,15.84,0.65,6.31,2023-03-07 16:45:00,31.19,1.22
33.08,47.86,2.52,18.54,23.98,0.64,14.09,158.74,34.59,16.43,0.84,76.13,2023-03-07 17:00:00,31.59,1.15
30.93,60.19,2.51,17.63,18.78,0.72,13.61,170.87,34.1,17.19,0.81,108.72,2023-03-07 17:15:00,31.99,1.38
20.38,50.28,,,,,,,31.27,33.19,0.63,84.42,2023-03-10 10:00:00,,0.0
14.04,18.1,,,,0.65,,33.05,31.21,32.89,1.46,84.49,2023-03-10 10:15:00,,0.0
13.25,14.08,26.32,3.71,101.7,0.86,93.41,37.45,32.0,30.89,0.72,122.18,2023-03-10 10:30:00,,0.0
13.25,14.08,30.73,,,0.8,100.54,41.21,33.0,29.03,0.52,93.66,2023-03-10 10:45:00,54.88,0.0
15.75,20.74,36.23,,,0.62,109.63,40.32,33.57,27.36,0.41,142.15,2023-03-10 11:00:00,46.69,3.88
31.99,64.03,22.87,,190.03,0.67,90.96,49.77,33.8,26.17,0.65,87.69,2023-03-10 11:15:00,54.62,7.25
31.99,64.03,14.3,,152.92,0.54,71.56,61.14,34.05,23.6,0.26,179.84,2023-03-10 11:30:00,55.8,7.15
31.99,64.03,11.5,,133.83,0.43,64.51,69.73,34.01,22.07,1.53,340.41,2023-03-10 11:45:00,52.58,8.11
32.19,64.56,8.01,,109.65,0.34,52.8,84.53,34.14,21.08,1.18,30.57,2023-03-10 12:00:00,47.86,5.74
33.5,68.04,6.9,76.41,97.81,0.33,48.5,95.02,34.27,20.33,1.53,47.67,2023-03-10 12:15:00,44.92,4.95
33.5,68.04,5.96,69.12,85.55,0.31,43.28,99.79,34.67,19.7,1.36,16.48,2023-03-10 12:30:00,44.83,3.67
33.5,68.04,4.82,56.33,66.2,0.26,35.68,108.99,34.85,18.99,1.64,16.41,2023-03-10 12:45:00,45.92,3.19
33.8,67.29,3.91,42.64,51.81,0.23,27.8,120.67,34.67,18.57,1.98,36.88,2023-03-10 13:00:00,43.46,2.8
35.76,62.41,3.35,34.8,45.6,0.23,23.25,126.85,34.55,18.98,1.89,20.76,2023-03-10 13:15:00,40.57,2.31
35.76,62.41,3.13,28.39,34.38,0.19,19.73,133.87,35.03,17.36,1.52,359.86,2023-03-10 13:30:00,39.26,2.05
35.76,62.41,2.93,23.27,32.13,0.16,16.89,134.17,35.64,15.96,1.06,356.83,2023-03-10 13:45:00,37.19,1.86
35.33,62.07,2.78,21.23,28.86,0.5,15.71,136.54,35.36,15.97,1.69,353.48,2023-03-10 14:00:00,35.37,1.63
32.52,59.89,2.69,17.58,20.13,0.47,13.73,131.52,35.03,14.71,2.02,338.33,2023-03-10 14:15:00,36.17,1.44
32.52,59.89,2.69,17.73,20.63,0.5,13.81,139.28,35.54,14.38,1.69,352.32,2023-03-10 14:30:00,35.51,1.36
