pm2.5,pm10,no,no2,so2,co,nox,timestamp
30.33,50.05,,,0.32,0.18,17.59,2020-01-23 15:15:00
30.33,50.05,,,0.35,0.14,16.57,2020-01-23 15:30:00
30.33,49.9,,,0.45,0.11,16.32,2020-01-23 15:45:00
30.33,49.36,,,0.68,0.18,15.72,2020-01-23 16:00:00
30.33,49.36,,,0.48,0.14,15.34,2020-01-23 16:15:00
30.33,49.36,,,0.91,0.13,16.05,2020-01-23 16:30:00
31.04,52.84,,,0.8,0.19,17.46,2020-01-23 16:45:00
33.65,65.59,,,0.74,0.21,19.38,2020-01-23 17:00:00
33.65,65.59,,,0.64,0.17,23.02,2020-01-23 17:15:00
33.65,65.59,,,0.45,0.11,27.07,2020-01-23 17:30:00
35.68,73.56,,,0.39,0.2,27.97,2020-01-23 17:45:00
43.13,102.79,,,0.42,0.14,29.57,2020-01-23 18:00:00
43.13,102.79,,,0.75,0.2,33.06,2020-01-23 18:15:00
43.13,102.79,,,0.46,0.14,41.62,2020-01-23 18:30:00
46.56,108.07,,,0.78,0.18,54.75,2020-01-23 18:45:00
67.17,134.47,,,1.07,0.18,66.63,2020-01-23 19:00:00
67.17,134.47,,,0.68,0.2,73.66,2020-01-23 19:15:00
67.17,134.47,,,0.94,0.13,78.22,2020-01-23 19:30:00
72.69,142.26,,,0.88,0.1,81.31,2020-01-23 19:45:00
105.78,170.81,,,0.56,0.19,83.47,2020-01-23 20:00:00
105.78,170.81,,,0.44,0.2,85.55,2020-01-23 20:15:00
105.78,170.81,,,0.32,0.13,83.59,2020-01-23 20:30:00
105.34,169.97,,,0.93,0.16,85.86,2020-01-23 20:45:00
103.88,167.15,,,0.46,0.2,78.51,2020-01-23 21:00:00
103.88,167.15,,,0.65,0.12,76.12,2020-01-23 21:15:00
103.88,167.15,,,0.58,0.12,80.44,2020-01-23 21:30:00
103.19,162.83,,,0.44,0.09,86.97,2020-01-23 21:45:00
100.66,152.03,,,0.83,0.15,89.79,2020-01-23 22:00:00
100.66,152.03,,,0.7,0.2,92.87,2020-01-23 22:15:00
100.66,152.03,,,0.56,0.11,91.5,2020-01-23 22:30:00
102.41,157.07,,,0.52,0.1,88.69,2020-01-23 22:45:00
123.4,173.88,,,0.56,0.11,84.58,2020-01-23 23:00:00
123.4,173.88,,,0.67,0.12,80.38,2020-01-23 23:15:00
123.4,173.88,,,0.61,0.17,73.37,2020-01-23 23:30:00
122.39,173.09,,,0.47,0.11,63.43,2020-01-23 23:45:00
118.7,170.2,,,0.87,0.07,54.7,2020-01-24 00:00:00
118.7,170.2,,,0.53,0.09,48.47,2020-01-24 00:15:00
118.7,170.2,,,0.73,0.19,42.33,2020-01-24 00:30:00
114.48,162.28,,,0.72,0.18,37.27,2020-01-24 00:45:00
91.3,133.24,,,0.69,0.23,33.09,2020-01-24 01:00:00
91.3,133.24,,,0.69,0.18,31.96,2020-01-24 01:15:00
91.3,133.24,,,0.71,0.15,31.64,2020-01-24 01:30:00
89.04,127.52,,,0.81,0.2,31.22,2020-01-24 01:45:00
75.51,106.56,,,0.52,0.19,28.8,2020-01-24 02:00:00
75.51,106.56,,,0.49,0.23,24.38,2020-01-24 02:15:00
75.51,106.56,,,0.65,0.22,20.87,2020-01-24 02:30:00
75.51,103.2,,,0.65,0.2,19.27,2020-01-24 02:45:00
,90.88,,,0.41,0.11,18.06,2020-01-24 03:00:00
,90.88,,,0.39,0.13,16.5,2020-01-24 03:15:00
,90.88,,,0.46,0.15,15.46,2020-01-24 03:30:00
75.51,86.41,,,0.74,0.18,14.88,2020-01-24 03:45:00
,,,,0.49,0.15,13.97,2020-01-24 04:00:00
,,,,0.84,0.12,13.39,2020-01-24 04:15:00
,,,,0.66,0.11,13.53,2020-01-24 04:30:00
69.27,70.0,,,0.33,0.12,14.02,2020-01-24 04:45:00
46.4,70.0,,,0.38,0.18,14.16,2020-01-24 05:00:00
46.4,70.0,,,0.52,0.18,13.83,2020-01-24 05:15:00
46.4,70.0,,,0.75,0.21,13.62,2020-01-24 05:30:00
44.23,63.87,,,0.65,0.13,13.61,2020-01-24 05:45:00
32.28,41.39,,,0.54,0.14,14.15,2020-01-24 06:00:00
32.28,41.39,,,0.44,0.13,17.07,2020-01-24 06:15:00
32.28,41.39,,,0.59,0.22,20.8,2020-01-24 06:30:00
36.16,41.39,,,0.53,0.19,23.11,2020-01-24 06:45:00
,,,,0.41,0.18,24.16,2020-01-24 07:00:00
,,,,0.57,0.16,25.18,2020-01-24 07:15:00
,,,,0.52,0.13,25.66,2020-01-24 07:30:00
52.63,52.76,,,0.5,0.17,25.56,2020-01-24 07:45:00
77.36,94.47,,,0.55,0.25,26.35,2020-01-24 08:00:00
77.36,94.47,,,0.86,0.15,27.5,2020-01-24 08:15:00
77.36,94.47,,,1.07,0.13,29.77,2020-01-24 08:30:00
79.15,102.95,,,0.81,0.17,31.72,2020-01-24 08:45:00
88.99,134.03,,,0.78,0.2,30.12,2020-01-24 09:00:00
88.99,134.03,,,1.08,0.22,24.54,2020-01-24 09:15:00
88.99,134.03,,,0.89,0.18,20.29,2020-01-24 09:30:00
84.31,132.05,,,0.57,0.15,18.22,2020-01-24 09:45:00
67.13,124.79,,,0.8,0.19,16.8,2020-01-24 10:00:00
67.13,124.79,,,0.72,0.13,16.29,2020-01-24 10:15:00
67.13,124.79,,,0.88,0.16,15.85,2020-01-24 10:30:00
67.13,114.46,,,0.81,0.1,15.31,2020-01-24 10:45:00
67.13,76.57,,,0.77,0.14,15.41,2020-01-24 11:00:00
67.13,76.57,,,0.97,0.13,16.24,2020-01-24 11:15:00
67.13,76.57,,,0.73,0.1,16.29,2020-01-24 11:30:00
59.89,76.57,,,0.81,0.1,15.69,2020-01-24 11:45:00
20.04,76.57,,,1.04,0.14,14.94,2020-01-24 12:00:00
20.04,76.57,,,0.89,0.23,13.7,2020-01-24 12:15:00
20.04,76.57,,,0.72,0.18,13.9,2020-01-24 12:30:00
,,,,0.83,0.09,15.81,2020-01-24 13:00:00
,,,,0.7,0.19,15.6,2020-01-24 13:15:00
,,,,0.77,0.26,14.34,2020-01-24 13:30:00
,,,,0.58,0.19,13.37,2020-01-24 13:45:00
13.71,18.07,,,0.72,0.16,12.58,2020-01-24 14:00:00
13.71,18.07,,,1.1,0.16,12.65,2020-01-24 14:15:00
13.71,18.07,,,1.02,0.19,13.35,2020-01-24 14:30:00
15.67,20.59,,,0.69,0.22,13.5,2020-01-24 14:45:00
25.45,34.45,,,0.66,0.18,14.23,2020-01-24 15:00:00
25.45,34.45,,,0.77,0.18,15.67,2020-01-24 15:15:00
25.45,34.45,,,1.0,0.19,17.14,2020-01-24 15:30:00
25.48,34.42,,,1.04,0.21,17.53,2020-01-24 15:45:00
25.67,34.33,,,0.93,0.2,17.61,2020-01-24 16:00:00
25.67,34.33,,,0.88,0.19,18.65,2020-01-24 16:15:00
25.67,34.33,,,1.01,0.14,19.57,2020-01-24 16:30:00
27.36,37.11,,,0.97,0.16,20.46,2020-01-24 16:45:00
35.83,52.37,,,0.92,0.15,20.55,2020-01-24 17:00:00
35.83,52.37,,,0.86,0.15,20.91,2020-01-24 17:15:00
35.83,52.37,,,0.8,0.2,31.16,2020-01-24 17:30:00
39.1,59.3,,,0.6,0.24,139.98,2020-01-24 17:45:00
57.07,97.43,,,0.76,0.21,120.43,2020-01-24 18:00:00
57.07,97.43,,,0.96,0.17,124.45,2020-01-24 18:15:00
57.07,97.43,,,0.82,0.11,168.65,2020-01-24 18:30:00
64.57,119.25,,,0.58,0.11,192.55,2020-01-24 18:45:00
105.83,192.0,,,0.72,0.25,208.81,2020-01-24 19:00:00
105.83,192.0,,,0.62,0.61,225.06,2020-01-24 19:15:00
105.83,192.0,,,0.46,0.79,242.26,2020-01-24 19:30:00
119.31,222.43,,,0.64,1.24,276.04,2020-01-24 19:45:00
200.16,334.02,,,0.8,1.42,311.11,2020-01-24 20:00:00
200.16,334.02,,,0.58,1.27,299.08,2020-01-24 20:15:00
200.16,334.02,,,0.61,1.22,295.8,2020-01-24 20:30:00
205.0,341.91,,,0.67,1.28,296.89,2020-01-24 20:45:00
231.6,385.31,,,0.59,1.32,303.47,2020-01-24 21:00:00
231.6,385.31,,,0.84,1.33,309.71,2020-01-24 21:15:00
231.6,385.31,,,0.56,1.55,308.45,2020-01-24 21:30:00
233.08,387.28,,,0.43,2.02,316.5,2020-01-24 21:45:00
241.23,398.13,,,0.72,1.69,314.75,2020-01-24 22:00:00
241.23,398.13,,,0.79,1.37,287.75,2020-01-24 22:15:00
241.23,398.13,,,0.7,1.16,247.82,2020-01-24 22:30:00
242.49,392.34,,,0.75,0.88,216.56,2020-01-24 22:45:00
250.02,371.09,,,0.78,0.57,192.36,2020-01-24 23:00:00
250.02,371.09,,,0.54,0.27,169.56,2020-01-24 23:15:00
250.02,371.09,,,0.66,0.09,149.08,2020-01-24 23:30:00
241.61,353.75,,,1.04,0.15,131.59,2020-01-24 23:45:00
195.37,267.07,,,0.9,0.16,119.03,2020-01-25 00:00:00
195.37,267.07,,,0.66,0.19,107.75,2020-01-25 00:15:00
195.37,267.07,,,0.89,0.18,98.78,2020-01-25 00:30:00
189.66,260.82,,,0.88,0.18,93.1,2020-01-25 00:45:00
161.12,226.47,,,0.64,0.17,87.5,2020-01-25 01:00:00
161.12,226.47,,,0.9,0.16,81.56,2020-01-25 01:15:00
161.12,226.47,,,0.94,0.14,74.4,2020-01-25 01:30:00
160.05,226.96,,,0.95,0.15,67.1,2020-01-25 01:45:00
154.67,228.43,,,1.13,0.11,60.6,2020-01-25 02:00:00
154.67,228.43,,,0.93,0.12,55.92,2020-01-25 02:15:00
154.67,228.43,,,0.74,0.16,50.79,2020-01-25 02:30:00
151.02,218.57,,,0.82,0.14,46.46,2020-01-25 02:45:00
129.13,182.4,,,0.97,0.14,44.14,2020-01-25 03:00:00
129.13,182.4,,,1.02,0.19,43.52,2020-01-25 03:15:00
129.13,182.4,,,0.86,0.24,42.36,2020-01-25 03:30:00
124.13,177.21,,,0.59,0.17,41.06,2020-01-25 03:45:00
96.62,148.65,,,0.84,0.09,40.73,2020-01-25 04:00:00
96.62,148.65,,,0.73,0.12,41.8,2020-01-25 04:15:00
96.62,148.65,,,0.9,0.15,42.35,2020-01-25 04:30:00
94.63,148.65,,,0.86,0.13,41.57,2020-01-25 04:45:00
83.71,148.65,,,0.74,0.19,39.75,2020-01-25 05:00:00
83.71,148.65,,,0.63,0.22,36.66,2020-01-25 05:15:00
83.71,148.65,,,0.48,0.16,33.71,2020-01-25 05:30:00
81.43,140.01,,,0.53,0.07,33.55,2020-01-25 05:45:00
67.74,111.2,,,0.81,0.16,34.27,2020-01-25 06:00:00
67.74,111.2,,,0.88,0.19,34.74,2020-01-25 06:15:00
67.74,111.2,,,0.75,0.17,35.2,2020-01-25 06:30:00
66.89,108.65,,,0.51,0.16,36.6,2020-01-25 06:45:00
62.22,94.63,,,0.45,0.16,37.08,2020-01-25 07:00:00
62.22,94.63,,,0.51,0.22,37.53,2020-01-25 07:15:00
62.22,94.63,,,0.53,0.17,39.77,2020-01-25 07:30:00
67.43,100.17,,,0.56,0.16,42.43,2020-01-25 07:45:00
96.09,130.61,,,0.65,0.17,43.04,2020-01-25 08:00:00
96.09,130.61,,,0.83,0.12,45.22,2020-01-25 08:15:00
96.09,130.61,,,0.55,0.15,50.86,2020-01-25 08:30:00
103.04,146.48,,,0.6,0.16,62.1,2020-01-25 08:45:00
141.27,199.4,,,0.6,0.2,75.79,2020-01-25 09:00:00
141.27,199.4,,,0.65,0.18,80.41,2020-01-25 09:15:00
141.27,199.4,,,0.83,0.14,71.1,2020-01-25 09:30:00
142.38,204.7,,,0.42,0.14,59.16,2020-01-25 09:45:00
148.46,224.12,,,0.33,0.18,51.95,2020-01-25 10:00:00
148.46,224.12,,,0.29,0.17,47.28,2020-01-25 10:15:00
148.46,224.12,,,0.6,0.14,41.79,2020-01-25 10:30:00
142.58,215.79,,,0.67,0.15,36.64,2020-01-25 10:45:00
113.17,169.95,,,0.64,0.2,32.36,2020-01-25 11:00:00
113.17,169.95,,,0.82,0.18,29.55,2020-01-25 11:15:00
113.17,169.95,,,0.57,0.17,30.26,2020-01-25 11:30:00
108.16,161.42,,,0.47,0.13,30.58,2020-01-25 11:45:00
80.58,114.48,,,0.55,0.13,29.48,2020-01-25 12:00:00
80.58,114.48,,,0.68,0.14,26.32,2020-01-25 12:15:00
80.58,114.48,,,0.9,0.13,24.86,2020-01-25 12:30:00
78.17,108.18,,,0.79,0.11,23.97,2020-01-25 12:45:00
63.68,85.07,,,0.52,0.13,23.98,2020-01-25 13:00:00
63.68,85.07,,,0.67,0.18,24.19,2020-01-25 13:15:00
63.68,85.07,,,0.95,0.14,23.6,2020-01-25 13:30:00
61.25,82.22,,,0.63,0.12,22.97,2020-01-25 13:45:00
52.33,71.75,,,0.49,0.11,21.57,2020-01-25 14:00:00
52.33,71.75,,,0.74,0.12,21.88,2020-01-25 14:15:00
52.33,71.75,,,0.77,0.18,23.23,2020-01-25 14:30:00
52.88,74.0,,,0.81,0.11,24.11,2020-01-25 14:45:00
55.92,86.39,,,0.76,0.15,24.33,2020-01-25 15:00:00
55.92,86.39,,,0.46,0.18,23.88,2020-01-25 15:15:00
55.92,86.39,,,0.64,0.13,23.11,2020-01-25 15:30:00
58.17,88.79,,,0.76,0.12,23.14,2020-01-25 15:45:00
71.64,96.81,,,0.57,0.1,25.24,2020-01-25 16:00:00
71.64,96.81,,,0.57,0.1,27.75,2020-01-25 16:15:00
71.64,96.81,,,0.64,0.14,28.82,2020-01-25 16:30:00
72.38,100.46,,,0.54,0.14,29.33,2020-01-25 16:45:00
76.81,113.86,,,0.67,0.12,30.61,2020-01-25 17:00:00
76.81,113.86,,,0.78,0.16,34.1,2020-01-25 17:15:00
76.81,113.86,,,0.71,0.22,39.22,2020-01-25 17:30:00
78.75,120.28,,,0.96,0.15,46.3,2020-01-25 17:45:00
89.41,155.58,,,1.07,0.13,53.4,2020-01-25 18:00:00
89.41,155.58,,,0.95,0.15,69.76,2020-01-25 18:15:00
89.41,155.58,,,0.67,0.17,100.26,2020-01-25 18:30:00
97.04,166.1,,,0.66,0.1,141.35,2020-01-25 18:45:00
139.03,223.96,,,0.69,0.12,173.41,2020-01-25 19:00:00
139.03,223.96,,,0.63,0.77,212.69,2020-01-25 19:15:00
139.03,223.96,,,0.79,1.36,338.36,2020-01-25 19:30:00
139.03,257.08,,,1.1,1.36,315.47,2020-01-25 19:45:00
139.03,367.49,,,0.86,1.34,308.35,2020-01-25 20:00:00
139.03,367.49,,,0.45,1.62,312.05,2020-01-25 20:15:00
139.03,367.49,,,0.76,1.7,323.46,2020-01-25 20:30:00
170.67,383.51,,,0.93,1.64,330.73,2020-01-25 20:45:00
286.66,442.27,,,0.68,1.32,317.88,2020-01-25 21:00:00
286.66,442.27,,,0.7,1.17,295.66,2020-01-25 21:15:00
286.66,442.27,,,0.97,1.26,271.87,2020-01-25 21:30:00
281.93,431.75,,,0.85,1.54,267.59,2020-01-25 21:45:00
255.89,373.89,,,0.8,1.6,272.91,2020-01-25 22:00:00
255.89,373.89,,,0.62,1.53,268.28,2020-01-25 22:15:00
255.89,373.89,,,0.97,1.32,251.91,2020-01-25 22:30:00
255.69,369.43,,,0.97,0.97,225.71,2020-01-25 22:45:00
254.67,354.55,,,1.14,0.68,195.97,2020-01-25 23:00:00
254.67,354.55,,,1.03,0.59,174.38,2020-01-25 23:15:00
254.67,354.55,,,0.85,0.55,159.81,2020-01-25 23:30:00
255.62,354.25,,,0.62,0.45,151.11,2020-01-25 23:45:00
261.34,352.6,,,0.73,0.37,146.56,2020-01-26 00:00:00
261.34,352.6,,,0.76,0.31,143.46,2020-01-26 00:15:00
261.34,352.6,,,0.72,0.25,138.07,2020-01-26 00:30:00
259.02,352.6,,,0.77,0.18,131.17,2020-01-26 00:45:00
,,,,1.13,0.08,126.32,2020-01-26 01:00:00
,,,,1.17,0.08,122.07,2020-01-26 01:15:00
,,,,1.15,0.18,114.73,2020-01-26 01:30:00
244.55,303.24,,,0.96,0.16,103.75,2020-01-26 01:45:00
234.97,303.24,,,0.74,0.12,92.3,2020-01-26 02:00:00
234.97,303.24,,,0.74,0.16,80.71,2020-01-26 02:15:00
234.97,303.24,,,0.95,0.15,71.2,2020-01-26 02:30:00
229.67,289.33,,,0.84,0.2,63.95,2020-01-26 02:45:00
197.85,242.98,,,0.54,0.16,58.68,2020-01-26 03:00:00
197.85,242.98,,,0.6,0.17,54.34,2020-01-26 03:15:00
197.85,242.98,,,0.46,0.19,50.25,2020-01-26 03:30:00
190.3,231.9,,,0.59,0.18,47.92,2020-01-26 03:45:00
162.63,191.29,,,0.95,0.08,46.07,2020-01-26 04:00:00
162.63,191.29,,,1.04,0.13,44.43,2020-01-26 04:15:00
162.63,191.29,,,0.82,0.17,43.14,2020-01-26 04:30:00
159.33,190.06,,,0.32,0.14,42.74,2020-01-26 04:45:00
141.17,183.31,,,0.39,0.18,42.15,2020-01-26 05:00:00
141.17,183.31,,,0.42,0.14,41.68,2020-01-26 05:15:00
141.17,183.31,,,0.34,0.17,42.43,2020-01-26 05:30:00
140.28,180.11,,,0.41,0.22,42.61,2020-01-26 05:45:00
135.37,168.36,,,0.64,0.23,41.61,2020-01-26 06:00:00
135.37,168.36,,,1.03,0.21,39.67,2020-01-26 06:15:00
135.37,168.36,,,1.12,0.2,38.86,2020-01-26 06:30:00
135.37,169.11,,,0.95,0.23,37.73,2020-01-26 06:45:00
135.37,173.25,,,0.7,0.16,38.49,2020-01-26 07:00:00
135.37,173.25,,,0.86,0.1,41.44,2020-01-26 07:15:00
135.37,173.25,,,0.84,0.13,45.22,2020-01-26 07:30:00
137.25,177.77,,,0.31,0.22,48.92,2020-01-26 07:45:00
144.12,194.32,,,0.37,0.14,55.8,2020-01-26 08:00:00
144.12,194.32,,,0.47,0.08,64.84,2020-01-26 08:15:00
144.12,194.32,,,0.54,0.09,73.59,2020-01-26 08:30:00
147.03,205.77,,,1.01,0.12,79.32,2020-01-26 08:45:00
163.06,243.93,,,0.93,0.1,81.06,2020-01-26 09:00:00
163.06,243.93,,,0.99,0.12,77.04,2020-01-26 09:15:00
163.06,243.93,,,0.66,0.11,66.18,2020-01-26 09:30:00
159.97,240.08,,,0.47,0.18,54.99,2020-01-26 09:45:00
141.46,227.26,,,0.94,0.09,45.98,2020-01-26 10:00:00
141.46,227.26,,,0.88,0.11,42.19,2020-01-26 10:15:00
141.46,227.26,,,0.51,0.2,41.11,2020-01-26 10:30:00
141.46,214.79,,,0.69,0.22,40.68,2020-01-26 10:45:00
141.46,169.06,,,0.67,0.16,38.59,2020-01-26 11:00:00
141.46,169.06,,,0.59,0.14,34.88,2020-01-26 11:15:00
141.46,169.06,,,0.84,0.17,32.04,2020-01-26 11:30:00
134.24,165.86,,,0.59,0.14,29.93,2020-01-26 11:45:00
94.53,148.25,,,0.69,0.1,29.55,2020-01-26 12:00:00
94.53,148.25,,,0.95,0.11,28.7,2020-01-26 12:15:00
94.53,148.25,,,0.9,0.17,27.36,2020-01-26 12:30:00
90.5,141.04,,,0.62,0.17,26.34,2020-01-26 12:45:00
66.31,114.59,,,0.84,0.13,24.71,2020-01-26 13:00:00
66.31,114.59,,,0.59,0.16,24.13,2020-01-26 13:15:00
66.31,114.59,,,0.51,0.13,23.65,2020-01-26 13:30:00
64.28,109.66,,,0.67,0.12,22.88,2020-01-26 13:45:00
52.1,91.58,,,0.43,0.15,22.48,2020-01-26 14:00:00
52.1,91.58,,,0.78,0.11,21.91,2020-01-26 14:15:00
52.1,91.58,,,0.88,0.1,20.57,2020-01-26 14:30:00
52.1,87.18,,,0.48,0.16,21.92,2020-01-26 14:45:00
52.1,71.05,,,0.82,0.15,22.84,2020-01-26 15:00:00
52.1,71.05,,,0.84,0.22,23.43,2020-01-26 15:15:00
52.1,71.05,,,0.68,0.15,22.83,2020-01-26 15:30:00
52.1,70.8,,,0.54,0.07,22.61,2020-01-26 15:45:00
52.1,69.96,,,0.69,0.08,23.39,2020-01-26 16:00:00
52.1,69.96,,,0.53,0.12,25.64,2020-01-26 16:15:00
52.1,69.96,,,0.52,0.15,28.25,2020-01-26 16:30:00
51.12,76.83,,,0.68,0.13,30.96,2020-01-26 16:45:00
45.26,102.0,,,0.56,0.2,33.69,2020-01-26 17:00:00
45.26,102.0,,,0.6,0.15,38.46,2020-01-26 17:15:00
45.26,102.0,,,0.42,0.18,46.64,2020-01-26 17:30:00
50.93,115.05,,,0.48,0.22,59.8,2020-01-26 17:45:00
71.73,158.55,,,0.62,0.16,76.36,2020-01-26 18:00:00
71.73,158.55,,,0.62,0.08,82.13,2020-01-26 18:15:00
71.73,158.55,,,0.51,0.1,140.32,2020-01-26 18:30:00
78.68,164.58,,,0.59,0.17,129.22,2020-01-26 18:45:00
113.43,197.72,,,0.63,0.14,141.6,2020-01-26 19:00:00
113.43,197.72,,,0.93,0.39,168.29,2020-01-26 19:15:00
113.43,197.72,,,0.75,0.54,210.54,2020-01-26 19:30:00
117.81,212.13,,,0.65,0.2,218.39,2020-01-26 19:45:00
170.37,264.97,,,0.54,0.13,196.96,2020-01-26 20:00:00
170.37,264.97,,,0.69,0.31,184.46,2020-01-26 20:15:00
170.37,264.97,,,0.56,0.37,194.39,2020-01-26 20:30:00
175.67,274.12,,,0.72,0.32,196.77,2020-01-26 20:45:00
195.12,307.69,,,0.71,0.43,194.46,2020-01-26 21:00:00
195.12,307.69,,,0.53,0.5,195.85,2020-01-26 21:15:00
195.12,307.69,,,0.6,0.63,204.44,2020-01-26 21:30:00
195.52,303.87,,,0.4,0.73,212.89,2020-01-26 21:45:00
197.54,289.88,,,0.43,0.66,215.59,2020-01-26 22:00:00
197.54,289.88,,,0.59,0.59,209.06,2020-01-26 22:15:00
197.54,289.88,,,0.88,0.61,196.08,2020-01-26 22:30:00
197.54,286.74,,,0.81,0.47,182.78,2020-01-26 22:45:00
197.54,276.28,,,0.82,0.34,172.51,2020-01-26 23:00:00
197.54,276.28,,,0.42,0.2,160.61,2020-01-26 23:15:00
197.54,276.28,,,0.38,0.12,147.3,2020-01-26 23:30:00
197.54,268.25,,,0.42,0.07,136.5,2020-01-26 23:45:00
197.54,238.79,,,0.74,0.16,125.13,2020-01-27 00:00:00
197.54,238.79,,,0.59,0.24,116.58,2020-01-27 00:15:00
197.54,238.79,,,0.48,0.19,110.86,2020-01-27 00:30:00
186.12,232.45,,,0.62,0.11,102.15,2020-01-27 00:45:00
144.25,209.19,,,0.84,0.16,92.3,2020-01-27 01:00:00
144.25,209.19,,,0.61,0.09,83.15,2020-01-27 01:15:00
144.25,209.19,,,0.52,0.09,73.96,2020-01-27 01:30:00
140.82,205.48,,,0.41,0.12,66.62,2020-01-27 01:45:00
121.94,185.08,,,0.61,0.19,60.52,2020-01-27 02:00:00
121.94,185.08,,,0.82,0.15,56.58,2020-01-27 02:15:00
121.94,185.08,,,0.3,0.16,54.59,2020-01-27 02:30:00
119.47,178.75,,,0.37,0.11,52.0,2020-01-27 02:45:00
105.88,155.54,,,0.83,0.1,49.85,2020-01-27 03:00:00
105.88,155.54,,,0.69,0.24,46.23,2020-01-27 03:15:00
105.88,155.54,,,0.44,0.2,43.41,2020-01-27 03:30:00
106.3,151.88,,,0.67,0.18,40.47,2020-01-27 03:45:00
107.86,138.45,,,0.65,0.22,38.92,2020-01-27 04:00:00
107.86,138.45,,,0.83,0.23,37.2,2020-01-27 04:15:00
107.86,138.45,,,0.88,0.12,35.14,2020-01-27 04:30:00
105.9,138.45,,,0.53,0.15,33.37,2020-01-27 04:45:00
99.35,138.45,,,0.52,0.11,31.58,2020-01-27 05:00:00
99.35,138.45,,,0.82,0.1,29.84,2020-01-27 05:15:00
99.35,138.45,,,0.99,0.17,27.95,2020-01-27 05:30:00
98.3,133.1,,,0.64,0.1,27.67,2020-01-27 05:45:00
92.03,115.25,,,0.39,0.17,28.74,2020-01-27 06:00:00
92.03,115.25,,,0.46,0.1,29.74,2020-01-27 06:15:00
92.03,115.25,,,0.89,0.16,30.56,2020-01-27 06:30:00
91.02,116.35,,,0.83,0.08,32.09,2020-01-27 06:45:00
85.97,120.37,,,1.05,0.06,34.62,2020-01-27 07:00:00
85.97,120.37,,,0.89,0.09,37.27,2020-01-27 07:15:00
85.97,120.37,,,0.55,0.16,41.49,2020-01-27 07:30:00
85.97,133.48,,,0.51,0.17,46.72,2020-01-27 07:45:00
85.97,181.57,,,1.07,0.2,55.05,2020-01-27 08:00:00
85.97,181.57,,,0.74,0.17,103.69,2020-01-27 08:15:00
85.97,181.57,,,0.51,0.08,97.87,2020-01-27 08:30:00
106.3,197.98,,,0.36,0.14,99.54,2020-01-27 08:45:00
180.86,258.17,,,0.5,0.15,96.98,2020-01-27 09:00:00
180.86,258.17,,,0.72,0.11,93.17,2020-01-27 09:15:00
180.86,258.17,,,0.68,0.14,87.92,2020-01-27 09:30:00
180.91,260.7,,,0.65,0.21,77.89,2020-01-27 09:45:00
181.47,269.96,,,0.92,0.21,63.46,2020-01-27 10:00:00
181.47,269.96,,,0.97,0.2,52.91,2020-01-27 10:15:00
181.47,269.96,,,0.54,0.12,45.88,2020-01-27 10:30:00
164.11,246.61,,,0.76,0.18,40.31,2020-01-27 10:45:00
100.47,161.01,,,0.93,0.23,35.81,2020-01-27 11:00:00
100.47,161.01,,,0.56,0.2,32.03,2020-01-27 11:15:00
100.47,161.01,,,0.61,0.08,28.5,2020-01-27 11:30:00
88.55,143.07,,,0.6,0.08,25.43,2020-01-27 11:45:00
44.83,77.27,,,1.0,0.13,23.35,2020-01-27 12:00:00
44.83,77.27,,,0.67,0.12,21.83,2020-01-27 12:15:00
44.83,77.27,,,0.57,0.15,21.39,2020-01-27 12:30:00
42.47,74.36,,,1.06,0.13,20.71,2020-01-27 12:45:00
28.34,64.66,,,0.73,0.18,20.16,2020-01-27 13:00:00
28.34,64.66,,,0.76,0.1,19.95,2020-01-27 13:15:00
28.34,64.66,,,0.64,0.13,20.43,2020-01-27 13:30:00
28.39,61.84,,,0.69,0.09,20.87,2020-01-27 13:45:00
28.67,51.5,,,0.63,0.09,21.04,2020-01-27 14:00:00
28.67,51.5,,,0.5,0.1,20.62,2020-01-27 14:15:00
28.67,51.5,,,0.37,0.18,20.6,2020-01-27 14:30:00
31.98,51.98,,,0.39,0.16,21.2,2020-01-27 14:45:00
44.11,53.75,,,0.37,0.17,23.07,2020-01-27 15:00:00
44.11,53.75,,,0.49,0.16,24.53,2020-01-27 15:15:00
44.11,53.75,,,0.69,0.21,23.69,2020-01-27 15:30:00
45.86,58.13,,,0.83,0.17,22.41,2020-01-27 15:45:00
52.27,74.18,,,1.03,0.16,22.07,2020-01-27 16:00:00
52.27,74.18,,,0.62,0.14,22.15,2020-01-27 16:15:00
52.27,74.18,,,0.36,0.15,22.19,2020-01-27 16:30:00
52.2,75.62,,,0.92,0.15,22.79,2020-01-27 16:45:00
51.8,80.89,,,0.56,0.17,24.29,2020-01-27 17:00:00
51.8,80.89,,,1.09,0.21,26.77,2020-01-27 17:15:00
51.8,80.89,,,1.15,0.15,32.51,2020-01-27 17:30:00
53.92,86.11,,,0.72,0.09,38.52,2020-01-27 17:45:00
61.7,105.24,,,1.01,0.13,43.92,2020-01-27 18:00:00
61.7,105.24,,,0.57,0.1,124.57,2020-01-27 18:15:00
61.7,105.24,,,0.52,0.15,130.3,2020-01-27 18:30:00
66.61,113.33,,,0.91,0.12,131.67,2020-01-27 18:45:00
93.6,157.81,,,0.68,0.08,120.82,2020-01-27 19:00:00
93.6,157.81,,,0.77,0.12,103.16,2020-01-27 19:15:00
93.6,157.81,,,0.84,0.17,97.78,2020-01-27 19:30:00
