pm2.5,pm10,no,no2,so2,co,nox,ozone,at,rh,ws,wd,timestamp,nh3,benzene,toluene
,,5.74,26.32,8.0,0.05,10.99,5.68,24.43,51.17,0.34,,2024-10-19 16:00:00,0.09,0.0,0.0
,,5.62,27.82,8.0,0.05,10.9,5.67,24.48,50.64,0.35,,2024-10-19 16:15:00,0.14,0.0,0.0
,,5.25,28.95,8.0,0.05,10.92,5.8,24.27,51.0,0.36,,2024-10-19 16:30:00,0.37,0.0,0.0
,,5.7,28.51,7.99,0.05,10.88,5.73,24.24,50.35,0.37,,2024-10-19 16:45:00,0.09,0.0,0.0
,,5.7,28.7,7.92,0.05,10.81,5.58,24.03,51.45,0.37,,2024-10-19 17:00:00,0.09,0.0,0.0
,,5.45,29.01,7.94,0.05,10.97,5.2,24.19,51.87,0.37,,2024-10-19 17:15:00,0.49,0.0,0.0
,,5.58,29.08,7.97,0.05,11.85,4.24,24.18,53.14,0.36,,2024-10-19 17:30:00,0.16,0.0,0.0
,,5.37,31.15,7.99,0.05,11.71,4.51,24.32,53.33,0.36,,2024-10-19 17:45:00,0.21,0.0,0.0
,,5.25,29.89,7.96,0.05,11.77,4.8,24.2,54.24,0.36,,2024-10-19 18:00:00,0.16,0.0,0.0
,,5.29,28.26,7.9,0.05,12.01,4.84,24.23,54.08,0.36,,2024-10-19 18:15:00,0.12,0.0,0.0
,,5.86,28.45,7.9,0.05,11.27,4.83,24.08,56.2,0.36,,2024-10-19 18:30:00,0.21,0.0,0.0
,,5.6,28.85,7.94,0.06,10.93,4.26,24.21,57.27,0.36,,2024-10-19 18:45:00,0.14,0.0,0.0
,,5.7,28.45,7.91,0.06,11.06,3.42,24.31,60.65,0.34,,2024-10-19 19:00:00,0.47,0.0,0.0
,,5.29,28.33,7.97,0.06,11.18,4.03,24.45,56.31,0.35,,2024-10-19 19:15:00,0.07,0.0,0.0
,,5.74,29.08,7.9,0.06,10.79,4.12,23.86,57.83,0.35,,2024-10-19 19:30:00,0.12,0.0,0.0
,,5.82,26.63,7.9,0.06,10.72,3.49,24.26,59.81,0.3,,2024-10-19 19:45:00,0.35,0.0,0.0
,,5.78,26.51,7.9,0.06,10.99,4.57,24.25,55.77,0.36,,2024-10-19 20:00:00,0.19,0.0,0.0
,,5.74,28.89,7.9,0.06,10.79,3.78,24.16,60.67,0.3,,2024-10-19 20:15:00,0.16,0.0,0.0
,,5.62,28.26,7.91,0.06,11.73,4.3,24.44,59.29,0.32,,2024-10-19 20:30:00,0.14,0.0,0.0
,,5.45,28.2,7.9,0.06,11.96,4.87,24.08,59.72,0.35,,2024-10-19 20:45:00,0.14,0.0,0.0
,,5.58,28.2,7.9,0.06,11.73,3.48,24.41,61.01,0.3,,2024-10-19 21:00:00,0.23,0.0,0.0
,,5.99,28.2,7.9,0.06,11.73,3.34,24.24,56.96,0.35,,2024-10-19 21:15:00,0.12,0.0,0.0
,,5.86,28.83,7.9,0.06,11.73,2.39,24.25,61.06,0.3,,2024-10-19 21:30:00,0.12,0.0,0.0
,,5.33,28.26,7.9,0.06,12.0,2.99,24.33,57.63,0.33,,2024-10-19 21:45:00,0.09,0.0,0.0
,,5.49,28.7,7.9,0.06,11.91,2.48,24.15,60.37,0.32,,2024-10-19 22:00:00,0.21,0.0,0.0
,,5.74,28.26,7.9,0.06,11.84,2.8,24.4,58.77,0.31,,2024-10-19 22:15:00,0.12,0.0,0.0
,,5.7,28.26,7.9,0.07,11.84,2.78,24.13,58.93,0.32,,2024-10-19 22:30:00,,0.0,0.0
,,6.97,29.27,7.9,0.07,12.28,1.94,24.42,59.18,0.3,,2024-10-19 22:45:00,0.09,0.0,0.0
,,7.38,31.71,7.9,0.08,13.14,2.18,24.13,57.64,0.35,,2024-10-19 23:00:00,,0.0,0.0
,,7.3,33.84,7.9,0.08,13.66,1.6,24.38,59.93,0.3,,2024-10-19 23:15:00,,0.0,0.0
,,6.93,35.47,7.92,0.09,14.43,1.98,24.22,57.06,0.34,,2024-10-19 23:30:00,0.14,0.0,0.0
,,8.32,38.54,7.91,0.1,15.53,1.12,24.3,60.53,0.3,,2024-10-19 23:45:00,,0.0,0.0
,,8.04,40.67,7.94,0.1,16.45,1.83,24.24,56.91,0.34,,2024-10-20 00:00:00,0.05,0.0,0.0
,,7.91,43.68,7.91,0.11,17.15,1.28,24.19,60.79,0.31,,2024-10-20 00:15:00,0.4,0.0,0.0
,,9.59,44.81,7.99,0.11,17.9,1.65,24.33,57.29,0.35,,2024-10-20 00:30:00,0.05,0.0,0.0
,,9.84,44.93,7.94,0.11,18.02,1.51,24.17,60.04,0.31,,2024-10-20 00:45:00,,0.0,0.0
,,9.64,41.3,8.0,0.11,17.65,1.81,24.37,57.73,0.33,,2024-10-20 01:00:00,0.12,0.0,0.0
,,8.57,41.23,7.94,0.11,17.45,1.89,24.13,59.33,0.31,,2024-10-20 01:15:00,0.05,0.0,0.0
,,8.94,40.04,7.99,0.1,16.5,1.93,24.36,57.96,0.31,,2024-10-20 01:30:00,0.12,0.0,0.0
,,8.61,39.35,7.97,0.1,15.69,2.0,24.17,59.05,0.33,,2024-10-20 01:45:00,0.12,0.0,0.0
,,8.61,35.85,8.0,0.1,15.09,2.11,24.36,57.47,0.32,,2024-10-20 02:00:00,0.07,0.0,0.0
,,8.57,34.22,7.95,0.1,14.54,1.98,24.16,58.63,0.32,,2024-10-20 02:15:00,0.19,0.0,0.0
,,8.61,33.4,7.99,0.1,14.19,2.04,24.37,57.59,0.32,,2024-10-20 02:30:00,0.09,0.0,0.0
,,8.57,30.83,7.95,0.09,13.59,2.02,24.17,58.42,0.33,,2024-10-20 02:45:00,0.21,0.0,0.0
,,8.57,30.58,7.96,0.09,13.25,1.9,24.37,57.68,0.33,,2024-10-20 03:00:00,,0.0,0.0
,,7.38,30.14,7.96,0.09,12.97,2.02,24.17,59.0,0.33,,2024-10-20 03:15:00,0.07,0.0,0.0
,,7.71,28.2,7.98,0.09,12.3,1.93,24.34,57.89,0.33,,2024-10-20 03:30:00,0.07,0.0,0.0
,,7.38,28.2,7.97,0.08,12.1,2.05,24.16,59.91,0.33,,2024-10-20 03:45:00,0.05,0.0,0.0
,,7.38,27.64,8.0,0.08,11.75,2.14,24.35,58.42,0.33,,2024-10-20 04:00:00,0.16,0.0,0.0
,,7.38,26.13,7.96,0.08,11.73,2.21,24.13,59.7,0.33,,2024-10-20 04:15:00,0.23,0.0,0.0
,,7.38,26.32,7.95,0.07,10.85,2.1,24.39,59.47,0.32,,2024-10-20 04:30:00,0.23,0.0,0.0
,,7.38,24.69,7.97,0.07,10.85,2.54,24.11,59.59,0.35,,2024-10-20 04:45:00,0.14,0.0,0.0
,,7.38,22.75,7.97,0.07,10.14,1.98,24.39,61.55,0.31,,2024-10-20 05:00:00,0.07,0.0,0.0
,,6.56,23.25,7.94,0.07,10.07,2.51,24.16,58.38,0.35,,2024-10-20 05:15:00,,0.0,0.0
,,7.42,22.94,7.93,0.07,10.14,1.64,24.31,62.25,0.3,,2024-10-20 05:30:00,,0.0,0.0
,,7.38,22.87,7.94,0.06,10.25,2.6,24.25,57.88,0.34,,2024-10-20 05:45:00,,0.0,0.0
,,7.42,23.06,7.93,0.06,10.07,1.99,24.25,61.78,0.32,,2024-10-20 06:00:00,,0.0,0.0
,,7.38,21.56,7.96,0.06,10.07,2.58,24.34,58.14,0.33,,2024-10-20 06:15:00,,0.0,0.0
,,7.38,22.25,7.9,0.06,10.07,2.52,24.16,60.48,0.32,,2024-10-20 06:30:00,,0.0,0.0
,,7.38,21.75,7.91,0.06,10.07,2.59,24.42,59.23,0.3,,2024-10-20 06:45:00,,0.0,0.0
,,7.09,20.68,7.9,0.06,10.07,2.92,24.14,58.64,0.34,,2024-10-20 07:00:00,,0.0,0.0
,,7.38,20.68,7.92,0.06,10.07,2.48,24.43,60.21,0.3,,2024-10-20 07:15:00,,0.0,0.0
,,6.77,21.43,7.93,0.06,10.07,2.96,24.21,57.09,0.35,,2024-10-20 07:30:00,,0.0,0.0
,,6.89,23.06,7.9,0.06,10.07,2.13,24.31,60.66,0.3,,2024-10-20 07:45:00,,0.0,0.0
,,6.27,23.31,7.9,0.06,10.07,2.86,24.33,57.02,0.32,,2024-10-20 08:00:00,,0.0,0.0
,,6.15,23.19,7.9,0.06,10.05,2.49,24.21,60.23,0.31,,2024-10-20 08:15:00,0.02,0.0,0.0
,,7.01,23.56,7.9,0.06,10.07,2.7,24.39,57.96,0.31,,2024-10-20 08:30:00,,0.0,0.0
,,6.07,24.25,7.9,0.06,10.07,2.68,24.13,59.19,0.33,,2024-10-20 08:45:00,,0.0,0.0
,,7.38,23.31,7.9,0.06,10.07,2.41,24.44,59.22,0.3,,2024-10-20 09:00:00,,0.0,0.0
,,5.99,23.37,7.9,0.06,10.07,3.13,24.09,57.14,0.34,,2024-10-20 09:15:00,,0.0,0.0
,,5.86,23.31,7.9,0.06,10.26,2.29,24.27,61.18,0.31,,2024-10-20 09:30:00,0.14,0.0,0.0
,,6.11,23.31,7.9,0.06,10.79,3.0,24.27,57.17,0.35,,2024-10-20 09:45:00,0.16,0.0,0.0
,,5.9,23.12,7.9,0.06,10.65,2.73,23.99,59.76,0.32,,2024-10-20 10:00:00,0.33,0.0,0.0
,,6.15,23.44,7.9,0.06,10.88,2.69,24.4,59.48,0.31,,2024-10-20 10:15:00,0.16,0.0,0.0
,,5.82,23.31,7.9,0.06,10.16,3.52,24.05,56.28,0.38,,2024-10-20 10:30:00,,0.0,0.0
,,5.99,24.19,7.9,0.06,10.07,2.52,23.95,61.56,0.3,,2024-10-20 10:45:00,,0.0,0.0
,,5.45,23.75,7.9,0.06,10.19,2.95,24.39,58.62,0.32,,2024-10-20 11:00:00,0.33,0.0,0.0
,,5.95,23.5,7.9,0.06,10.07,3.56,23.98,57.34,0.35,,2024-10-20 11:15:00,,0.0,0.0
,,5.49,23.88,7.9,0.06,10.07,2.64,24.15,62.02,0.31,,2024-10-20 11:30:00,,0.0,0.0
,,5.99,23.69,7.91,0.06,10.09,3.78,24.31,57.22,0.35,,2024-10-20 11:45:00,,0.0,0.0
,,6.03,23.5,7.9,0.06,10.07,3.48,23.97,59.47,0.35,,2024-10-20 12:00:00,,0.0,0.0
,,6.11,22.87,7.93,0.06,10.07,3.29,24.4,59.4,0.34,,2024-10-20 12:15:00,,0.0,0.0
,,6.07,23.19,7.96,0.06,10.07,3.92,24.23,56.7,0.36,,2024-10-20 12:30:00,,0.0,0.0
,,6.03,23.06,7.92,0.06,10.07,3.41,24.22,60.78,0.32,,2024-10-20 12:45:00,,0.0,0.0
,,6.11,23.06,8.0,0.06,10.07,4.12,24.54,57.04,0.32,,2024-10-20 13:00:00,,0.0,0.0
,,6.03,23.25,7.98,0.06,10.07,4.64,24.16,56.22,0.37,,2024-10-20 13:15:00,,0.0,0.0
,,5.9,22.94,7.9,0.06,10.09,4.82,24.04,55.28,0.37,,2024-10-20 13:30:00,,0.0,0.0
,,5.58,23.56,7.91,0.06,10.07,4.57,23.98,55.66,0.37,,2024-10-20 13:45:00,,0.0,0.0
,,5.99,23.5,7.91,0.06,10.07,4.68,24.13,55.73,0.35,,2024-10-20 14:00:00,,0.0,0.0
,,6.11,23.37,7.92,0.06,10.07,4.53,24.2,56.28,0.35,,2024-10-20 14:15:00,,0.0,0.0
,,6.11,23.12,7.95,0.06,10.07,4.31,24.36,55.94,0.3,,2024-10-20 14:30:00,,0.0,0.0
,,5.78,23.75,8.0,0.05,10.07,4.12,24.38,56.02,0.31,,2024-10-20 14:45:00,,0.0,0.0
,,5.9,23.31,8.0,0.05,10.07,4.06,24.49,55.82,0.29,,2024-10-20 15:00:00,,0.0,0.0
,,5.99,23.5,7.99,0.05,10.07,3.99,24.55,56.03,0.31,,2024-10-20 15:15:00,,0.0,0.0
,,5.82,23.81,8.0,0.05,10.14,4.08,24.62,55.39,0.3,,2024-10-20 15:30:00,,0.0,0.0
,,5.82,26.19,8.0,0.05,10.23,4.51,24.62,55.73,0.31,,2024-10-20 15:45:00,0.28,0.0,0.0
,,5.86,26.32,8.0,0.05,10.95,4.87,24.68,55.33,0.32,,2024-10-20 16:00:00,0.07,0.0,0.0
,,5.43,26.32,8.0,0.05,11.06,4.85,24.64,55.62,0.31,,2024-10-20 16:15:00,0.05,0.0,0.0
,,5.7,26.32,8.0,0.05,10.9,4.98,24.64,55.75,0.31,,2024-10-20 16:30:00,0.26,0.0,0.0
,,5.45,26.32,8.0,0.05,10.85,4.45,24.63,56.71,0.32,,2024-10-20 16:45:00,0.23,0.0,0.0
,,5.33,26.32,8.0,0.05,10.94,4.2,24.7,56.27,0.32,,2024-10-20 17:00:00,0.14,0.0,0.0
,,5.25,26.32,8.0,0.05,11.01,4.09,24.65,56.28,0.32,,2024-10-20 17:15:00,0.12,0.0,0.0
,,5.54,26.32,8.0,0.05,10.87,4.01,24.66,55.65,0.29,,2024-10-20 17:30:00,0.12,0.0,0.0
,,5.41,26.32,8.0,0.05,11.09,3.9,24.55,55.56,0.32,,2024-10-20 17:45:00,0.05,0.0,0.0
,,5.58,26.32,8.0,0.05,11.02,3.99,24.52,54.92,0.29,,2024-10-20 18:00:00,0.14,0.0,0.0
,,5.45,26.32,8.0,0.05,11.11,3.81,24.39,54.94,0.34,,2024-10-20 18:15:00,0.02,0.0,0.0
,,5.33,27.57,8.0,0.05,10.87,3.85,24.35,54.43,0.34,,2024-10-20 18:30:00,0.28,0.0,0.0
,,5.08,29.52,7.96,0.06,10.95,3.34,24.19,54.65,0.36,,2024-10-20 18:45:00,0.19,0.0,0.0
,,5.82,28.45,7.9,0.06,11.73,3.11,24.15,54.17,0.36,,2024-10-20 19:00:00,0.3,0.0,0.0
,,5.45,28.33,7.9,0.06,11.84,2.81,24.11,56.66,0.34,,2024-10-20 19:15:00,0.16,0.0,0.0
,,5.78,28.26,7.95,0.06,11.78,2.56,24.42,57.01,0.3,,2024-10-20 19:30:00,0.19,0.0,0.0
,,5.37,30.39,7.93,0.07,12.15,2.69,24.18,54.99,0.35,,2024-10-20 19:45:00,0.14,0.0,0.0
,,7.05,31.15,7.91,0.07,12.4,1.85,24.29,58.63,0.31,,2024-10-20 20:00:00,0.3,0.0,0.0
,,7.38,31.21,7.98,0.07,12.33,2.58,24.24,55.45,0.35,,2024-10-20 20:15:00,0.12,0.0,0.0
,,7.38,30.64,7.93,0.07,13.16,1.62,24.26,59.19,0.3,,2024-10-20 20:30:00,,0.0,0.0
,,7.05,33.9,7.99,0.07,13.94,1.99,24.34,55.87,0.34,,2024-10-20 20:45:00,0.14,0.0,0.0
,,7.83,33.65,7.94,0.08,14.13,1.75,24.23,59.13,0.32,,2024-10-20 21:00:00,0.12,0.0,0.0
,,8.49,33.34,7.9,0.08,14.1,2.31,24.34,56.12,0.34,,2024-10-20 21:15:00,0.05,0.0,0.0
,,7.67,30.89,7.91,0.08,13.32,1.95,24.15,59.01,0.33,,2024-10-20 21:30:00,0.16,0.0,0.0
,,8.61,33.34,7.95,0.08,14.01,1.84,24.35,57.04,0.33,,2024-10-20 21:45:00,0.26,0.0,0.0
,,8.49,33.28,7.92,0.08,14.29,1.92,24.16,58.49,0.32,,2024-10-20 22:00:00,0.02,0.0,0.0
,,8.61,33.9,7.98,0.08,14.19,1.97,24.37,57.25,0.31,,2024-10-20 22:15:00,0.12,0.0,0.0
,,8.53,33.97,7.91,0.08,14.2,2.23,24.13,58.12,0.33,,2024-10-20 22:30:00,0.09,0.0,0.0
,,8.61,33.84,7.93,0.08,14.12,2.14,24.41,58.18,0.3,,2024-10-20 22:45:00,0.14,0.0,0.0
,,7.67,32.65,7.92,0.08,13.67,2.63,24.14,56.72,0.35,,2024-10-20 23:00:00,0.05,0.0,0.0
,,7.38,30.89,7.9,0.07,13.25,1.9,24.35,59.45,0.31,,2024-10-20 23:15:00,,0.0,0.0
,,7.38,30.64,7.94,0.07,13.25,2.69,24.23,55.78,0.36,,2024-10-20 23:30:00,,0.0,0.0
,,7.38,30.83,7.9,0.07,12.97,2.04,24.22,59.87,0.31,,2024-10-20 23:45:00,,0.0,0.0
,,7.38,30.02,7.91,0.07,12.4,2.28,24.35,57.15,0.32,,2024-10-21 00:00:00,0.19,0.0,0.0
,,7.38,30.21,7.93,0.07,13.25,1.65,24.13,58.86,0.33,,2024-10-21 00:15:00,,0.0,0.0
,,8.32,30.33,7.98,0.07,13.25,1.68,24.39,58.28,0.32,,2024-10-21 00:30:00,,0.0,0.0
,,7.38,30.64,7.92,0.07,13.25,2.36,24.09,56.94,0.33,,2024-10-21 00:45:00,,0.0,0.0
,,7.13,30.96,7.92,0.07,13.21,1.8,24.38,59.59,0.31,,2024-10-21 01:00:00,,0.0,0.0
,,7.38,28.7,7.99,0.07,12.51,2.69,24.24,56.29,0.36,,2024-10-21 01:15:00,0.07,0.0,0.0
,,7.38,28.2,7.98,0.07,12.4,1.94,24.29,60.05,0.31,,2024-10-21 01:30:00,0.23,0.0,0.0
,,7.13,27.7,8.0,0.07,11.85,2.39,24.36,57.23,0.32,,2024-10-21 01:45:00,0.09,0.0,0.0
,,7.38,27.2,7.95,0.07,11.68,2.19,24.15,58.86,0.32,,2024-10-21 02:00:00,0.09,0.0,0.0
,,7.09,25.69,7.99,0.07,11.96,2.12,24.41,58.45,0.31,,2024-10-21 02:15:00,0.05,0.0,0.0
,,7.26,26.26,7.96,0.06,11.38,2.61,24.13,57.28,0.33,,2024-10-21 02:30:00,0.49,0.0,0.0
,,7.38,26.32,7.99,0.06,10.9,1.87,24.38,59.62,0.31,,2024-10-21 02:45:00,0.19,0.0,0.0
,,7.38,26.32,7.96,0.06,10.72,2.77,24.21,56.15,0.35,,2024-10-21 03:00:00,0.3,0.0,0.0
,,7.38,24.06,7.9,0.06,10.99,2.08,24.26,59.83,0.32,,2024-10-21 03:15:00,0.12,0.0,0.0
,,7.38,23.06,7.98,0.06,10.79,2.48,24.35,57.26,0.32,,2024-10-21 03:30:00,0.33,0.0,0.0
,,7.38,22.81,7.94,0.06,11.09,2.39,24.09,58.13,0.32,,2024-10-21 03:45:00,0.02,0.0,0.0
,,7.38,23.31,7.93,0.06,10.74,2.15,24.41,58.92,0.31,,2024-10-21 04:00:00,0.26,0.0,0.0
,,7.38,23.69,7.97,0.06,10.23,2.79,24.15,56.45,0.34,,2024-10-21 04:15:00,0.28,0.0,0.0
,,7.38,22.94,7.92,0.06,10.53,1.95,24.33,59.72,0.3,,2024-10-21 04:30:00,0.07,0.0,0.0
,,7.38,22.75,7.99,0.06,10.33,2.54,24.28,56.47,0.33,,2024-10-21 04:45:00,0.07,0.0,0.0
,,7.67,22.94,7.92,0.06,10.16,2.14,24.15,59.39,0.31,,2024-10-21 05:00:00,0.61,0.0,0.0
,,7.38,22.75,7.98,0.06,11.06,1.97,24.38,58.16,0.33,,2024-10-21 05:15:00,0.05,0.0,0.0
,,7.38,23.19,7.97,0.06,10.9,2.27,24.08,57.27,0.33,,2024-10-21 05:30:00,0.26,0.0,0.0
,,7.38,23.5,7.96,0.06,10.94,1.41,24.41,59.94,0.32,,2024-10-21 05:45:00,0.14,0.0,0.0
,,7.38,22.75,7.99,0.06,11.04,2.27,24.28,56.52,0.34,,2024-10-21 06:00:00,0.07,0.0,0.0
,,7.38,23.19,7.91,0.06,10.97,1.68,24.19,60.12,0.32,,2024-10-21 06:15:00,0.21,0.0,0.0
,,7.38,23.25,7.96,0.06,11.06,1.74,24.42,58.63,0.31,,2024-10-21 06:30:00,0.05,0.0,0.0
,,7.38,24.25,7.95,0.06,10.99,1.99,24.11,57.86,0.34,,2024-10-21 06:45:00,0.16,0.0,0.0
,,7.38,26.07,7.95,0.06,11.2,1.12,24.44,60.41,0.3,,2024-10-21 07:00:00,0.23,0.0,0.0
,,8.57,26.26,8.0,0.06,11.68,1.76,24.32,57.0,0.35,,2024-10-21 07:15:00,0.02,0.0,0.0
,,9.18,26.32,7.97,0.06,12.28,1.26,24.25,60.37,0.32,,2024-10-21 07:30:00,0.12,0.0,0.0
,,8.69,27.7,8.0,0.06,12.44,1.82,24.34,57.66,0.32,,2024-10-21 07:45:00,0.09,0.0,0.0
,,8.69,28.2,8.0,0.06,12.28,1.67,24.16,59.81,0.33,,2024-10-21 08:00:00,0.26,0.0,0.0
,,8.61,28.2,8.0,0.06,12.77,1.93,24.4,58.47,0.31,,2024-10-21 08:15:00,0.09,0.0,0.0
,,7.63,28.2,8.0,0.06,12.4,2.7,24.03,57.5,0.34,,2024-10-21 08:30:00,0.19,0.0,0.0
,,7.38,28.2,7.99,0.06,12.47,2.34,24.31,59.78,0.29,,2024-10-21 08:45:00,0.14,0.0,0.0
,,7.38,28.2,8.0,0.06,12.23,3.6,24.21,56.01,0.36,,2024-10-21 09:00:00,0.16,0.0,0.0
,,7.18,28.33,7.96,0.06,11.66,3.41,23.82,58.85,0.34,,2024-10-21 09:15:00,0.05,0.0,0.0
,,7.34,28.14,7.98,0.06,11.73,3.35,24.35,58.47,0.32,,2024-10-21 09:30:00,0.3,0.0,0.0
,,6.23,28.2,8.0,0.06,11.96,4.23,24.2,55.48,0.37,,2024-10-21 09:45:00,0.09,0.0,0.0
,,5.45,28.01,8.0,0.06,11.85,3.91,24.09,59.52,0.32,,2024-10-21 10:00:00,0.07,0.0,0.0
,,5.45,26.82,8.0,0.06,11.45,4.71,24.45,55.84,0.34,,2024-10-21 10:15:00,,0.0,0.0
,,5.66,26.32,8.0,0.06,10.97,5.14,24.17,56.39,0.36,,2024-10-21 10:30:00,0.12,0.0,0.0
,,5.62,26.32,8.0,0.06,10.94,4.83,24.53,57.27,0.33,,2024-10-21 10:45:00,0.16,0.0,0.0
,,5.66,26.32,8.03,0.06,10.94,5.89,24.61,54.79,0.32,,2024-10-21 11:00:00,0.12,0.0,0.0
,,5.82,26.32,8.01,0.06,10.85,6.61,24.28,54.16,0.36,,2024-10-21 11:15:00,0.23,0.0,0.0
,,5.37,26.32,8.0,0.06,10.49,7.12,24.23,52.82,0.37,,2024-10-21 11:30:00,0.07,0.0,0.0
,,5.7,26.32,8.0,0.06,10.07,8.02,24.21,54.33,0.33,,2024-10-21 11:45:00,,0.0,0.0
,,5.74,26.32,8.0,0.06,10.07,7.48,24.51,53.93,0.33,,2024-10-21 12:00:00,0.07,0.0,0.0
,,5.7,26.32,8.05,0.06,10.07,6.64,24.61,54.35,0.32,,2024-10-21 12:15:00,0.19,0.0,0.0
,,5.9,26.32,8.09,0.06,10.07,7.59,24.83,53.51,0.34,,2024-10-21 12:30:00,,0.0,0.0
,,5.66,26.32,8.1,0.06,10.07,7.18,24.8,53.47,0.32,,2024-10-21 12:45:00,,0.0,0.0
,,5.29,26.32,8.08,0.06,10.05,7.95,24.56,50.79,0.36,,2024-10-21 13:00:00,0.02,0.0,0.0
,,4.59,26.32,8.0,0.06,10.05,8.26,24.28,50.48,0.37,,2024-10-21 13:15:00,0.02,0.0,0.0
,,3.69,26.32,8.0,0.06,10.07,8.35,24.04,51.33,0.39,,2024-10-21 13:30:00,0.02,0.0,0.0
,,3.73,26.32,8.0,0.06,10.07,8.15,24.15,52.36,0.35,,2024-10-21 13:45:00,,0.0,0.0
,,4.96,26.32,8.0,0.06,10.07,8.12,24.34,53.24,0.33,,2024-10-21 14:00:00,,0.0,0.0
,,5.34,26.32,8.01,0.06,10.05,8.41,24.52,53.15,0.29,,2024-10-21 14:15:00,0.02,0.0,0.0
,,5.54,26.32,8.04,0.06,10.14,8.14,24.63,53.18,0.3,,2024-10-21 14:30:00,,0.0,0.0
,,5.17,26.32,8.08,0.06,10.94,8.33,24.75,53.16,0.33,,2024-10-21 14:45:00,,0.0,0.0
,,5.29,26.32,8.1,0.06,10.78,10.18,24.83,51.67,0.33,,2024-10-21 15:00:00,0.09,0.0,0.0
,,5.33,28.51,8.1,0.06,10.83,11.45,24.49,50.45,0.35,,2024-10-21 15:15:00,0.26,0.0,0.0
,,3.81,29.01,8.09,0.06,11.04,11.63,24.43,50.23,0.36,,2024-10-21 15:30:00,0.07,0.0,0.0
,,3.69,29.01,8.06,0.06,10.99,11.11,24.25,50.57,0.37,,2024-10-21 15:45:00,0.14,0.0,0.0
,,3.69,29.77,8.07,0.06,11.5,10.49,24.29,49.92,0.37,,2024-10-21 16:00:00,0.14,0.0,0.0
,,3.98,30.46,8.02,0.06,11.75,10.53,24.12,50.39,0.38,,2024-10-21 16:15:00,0.19,0.0,0.0
,,3.9,32.65,8.0,0.06,11.71,10.03,24.08,49.79,0.37,,2024-10-21 16:30:00,0.14,0.0,0.0
,,4.14,30.52,8.0,0.06,11.89,9.47,23.96,50.87,0.37,,2024-10-21 16:45:00,0.28,0.0,0.0
,,4.35,30.52,8.0,0.06,11.77,8.94,24.1,51.26,0.37,,2024-10-21 17:00:00,0.14,0.0,0.0
,,4.67,31.71,8.0,0.06,11.71,8.09,24.13,52.21,0.37,,2024-10-21 17:15:00,0.14,0.0,0.0
,,5.29,30.77,8.0,0.06,11.78,7.31,24.19,52.21,0.36,,2024-10-21 17:30:00,0.16,0.0,0.0
,,5.41,31.65,8.0,0.06,11.68,6.81,24.43,53.84,0.31,,2024-10-21 17:45:00,0.21,0.0,0.0
,,5.41,30.96,8.01,0.07,11.85,6.76,24.37,51.74,0.37,,2024-10-21 18:00:00,0.19,0.0,0.0
,,4.92,31.71,8.0,0.07,12.23,5.64,23.98,54.85,0.33,,2024-10-21 18:15:00,0.16,0.0,0.0
,,4.96,32.02,8.0,0.07,12.45,4.73,24.36,54.28,0.34,,2024-10-21 18:30:00,0.09,0.0,0.0
,,4.96,31.83,8.0,0.07,12.4,4.74,23.98,53.48,0.37,,2024-10-21 18:45:00,0.19,0.0,0.0
,,4.96,32.15,8.0,0.07,12.42,3.57,24.07,57.89,0.3,,2024-10-21 19:00:00,0.05,0.0,0.0
,,5.17,31.77,8.0,0.07,12.51,4.14,24.27,54.34,0.36,,2024-10-21 19:15:00,0.05,0.0,0.0
,,5.08,31.77,7.97,0.07,12.45,3.82,23.78,56.3,0.36,,2024-10-21 19:30:00,0.19,0.0,0.0
,,4.96,31.77,7.99,0.07,12.3,3.22,24.28,57.82,0.32,,2024-10-21 19:45:00,0.14,0.0,0.0
,,5.04,31.77,8.0,0.07,12.4,4.0,24.12,54.42,0.35,,2024-10-21 20:00:00,0.16,0.0,0.0
,,5.29,32.77,7.95,0.07,12.56,3.02,23.78,58.48,0.34,,2024-10-21 20:15:00,0.14,0.0,0.0
,,4.92,33.71,8.0,0.07,13.18,3.02,24.34,57.5,0.32,,2024-10-21 20:30:00,,0.0,0.0
,,5.13,31.58,8.0,0.07,12.6,3.54,24.0,55.95,0.35,,2024-10-21 20:45:00,,0.0,0.0
,,5.17,31.83,7.99,0.07,12.26,2.97,24.26,58.47,0.31,,2024-10-21 21:00:00,0.12,0.0,0.0
,,5.13,31.77,8.0,0.07,12.56,3.39,24.11,55.05,0.36,,2024-10-21 21:15:00,0.12,0.0,0.0
,,4.96,31.27,7.98,0.07,12.49,2.73,24.12,59.18,0.31,,2024-10-21 21:30:00,0.14,0.0,0.0
,,4.96,31.33,8.0,0.07,12.45,2.95,24.28,56.0,0.35,,2024-10-21 21:45:00,0.26,0.0,0.0
,,5.86,31.15,7.96,0.07,12.47,2.45,23.96,58.0,0.34,,2024-10-21 22:00:00,0.14,0.0,0.0
,,7.38,30.52,8.0,0.07,12.31,2.12,24.36,57.8,0.32,,2024-10-21 22:15:00,0.09,0.0,0.0
,,7.38,31.58,7.99,0.07,12.21,2.58,24.01,56.21,0.36,,2024-10-21 22:30:00,0.09,0.0,0.0
,,7.38,30.52,7.98,0.07,12.4,1.71,24.27,59.21,0.31,,2024-10-21 22:45:00,0.21,0.0,0.0
