pm2.5,pm10,no,no2,so2,co,nox,ozone,at,rh,ws,wd,timestamp,nh3,benzene,eth_benzene,toluene,mp_xylene
50.5,82.0,48.39,30.27,11.88,0.3,55.83,11.78,17.52,79.27,0.03,41.39,2023-12-28 21:30:00,5.96,0.02,0.02,0.15,0.01
62.11,82.0,44.36,35.91,12.1,0.3,54.93,12.55,17.43,79.42,0.05,20.99,2023-12-28 21:45:00,11.99,0.02,0.02,0.14,0.01
63.9,84.99,47.35,42.3,12.73,0.29,63.37,13.14,17.38,79.07,0.04,11.92,2023-12-28 22:00:00,6.53,0.03,0.02,0.14,0.02
63.9,85.2,42.72,50.45,13.46,0.29,63.77,13.3,17.09,80.07,0.04,36.65,2023-12-28 22:15:00,0.37,0.03,0.03,0.15,0.03
63.9,85.2,49.94,30.14,14.15,0.29,59.43,13.54,16.78,81.29,,,2023-12-28 22:30:00,2.33,0.03,0.03,0.15,0.08
54.37,85.2,46.95,36.41,14.82,0.29,57.73,13.86,16.56,81.56,0.02,27.8,2023-12-28 22:45:00,1.1,0.03,0.04,0.15,0.07
52.9,85.67,41.0,58.09,15.45,0.28,62.07,15.06,16.25,82.09,0.02,17.69,2023-12-28 23:00:00,4.53,0.03,0.03,0.15,0.1
52.9,85.7,32.02,33.4,15.97,0.28,43.47,15.48,15.91,83.56,0.01,,2023-12-28 23:15:00,2.89,0.03,0.03,0.14,0.08
52.9,85.7,59.98,11.97,16.48,0.27,45.5,15.78,15.79,83.87,,,2023-12-28 23:30:00,9.08,0.03,0.04,0.14,0.07
49.78,85.7,38.17,39.54,16.89,0.27,52.13,15.87,15.65,84.68,,,2023-12-28 23:45:00,4.5,0.03,0.03,0.14,0.08
49.3,75.25,30.22,41.17,17.29,0.27,48.53,16.37,15.65,84.52,,3.0,2023-12-29 00:00:00,2.1,0.02,0.03,0.13,0.04
49.3,74.5,51.91,18.49,17.15,0.27,49.8,15.77,15.51,84.38,,,2023-12-29 00:15:00,6.09,0.03,0.03,0.13,0.05
49.3,74.5,53.1,19.68,17.1,0.27,49.6,15.8,15.25,85.15,,,2023-12-29 00:30:00,9.96,0.03,0.03,0.13,0.02
48.26,74.5,32.39,32.46,16.97,0.26,44.43,15.4,14.9,85.66,,,2023-12-29 00:45:00,4.08,0.02,0.03,0.13,0.02
48.1,71.05,45.18,16.29,17.17,0.26,41.77,16.15,14.7,86.75,,,2023-12-29 01:00:00,4.99,0.03,0.03,0.13,0.02
48.1,70.8,36.82,19.18,16.95,0.26,38.57,15.9,14.56,86.71,,,2023-12-29 01:15:00,3.76,0.03,0.03,0.12,0.05
48.1,70.8,37.93,32.71,17.14,0.25,49.67,16.58,14.49,87.28,,,2023-12-29 01:30:00,1.45,0.02,0.03,0.12,0.05
40.39,70.8,39.28,18.3,16.9,0.25,36.53,15.7,14.23,87.83,,,2023-12-29 01:45:00,4.85,0.02,0.03,0.12,0.06
39.2,55.33,18.49,25.63,17.11,0.25,27.6,16.32,14.12,89.0,0.01,0.04,2023-12-29 02:00:00,1.07,0.02,0.04,0.11,0.03
39.2,54.8,18.7,16.17,16.93,0.25,22.53,16.28,14.37,88.09,0.04,11.52,2023-12-29 02:15:00,0.33,0.02,0.03,0.11,0.05
39.2,54.8,15.21,20.49,17.05,0.25,22.97,16.48,14.28,87.51,,,2023-12-29 02:30:00,0.02,0.02,0.03,0.11,0.03
41.28,54.8,29.77,41.8,16.86,0.25,45.83,15.74,13.99,88.08,,,2023-12-29 02:45:00,2.96,0.02,,0.11,0.02
41.6,59.15,27.88,33.21,17.02,0.25,39.0,15.81,13.9,89.14,0.01,9.31,2023-12-29 03:00:00,1.33,0.02,0.01,0.11,0.05
41.6,59.3,25.17,28.2,16.76,0.25,34.2,15.25,13.8,89.6,,2.97,2023-12-29 03:15:00,7.91,0.02,0.02,0.1,0.03
41.6,59.3,49.73,13.72,16.98,0.25,41.07,15.64,13.62,89.72,,,2023-12-29 03:30:00,3.83,0.02,0.03,0.11,0.04
50.35,59.3,43.17,31.65,16.61,0.25,52.23,14.24,13.5,90.45,0.01,,2023-12-29 03:45:00,6.86,0.02,0.01,0.11,0.02
51.7,71.96,50.8,7.96,14.21,0.25,39.17,12.97,13.46,90.83,,,2023-12-29 04:00:00,7.96,0.02,0.01,0.03,0.01
51.7,72.4,35.18,28.01,12.6,0.25,43.17,12.26,13.34,90.92,,,2023-12-29 04:15:00,8.49,0.02,0.01,0.1,
51.7,72.4,32.96,15.48,12.02,0.25,30.33,12.24,13.34,91.17,,,2023-12-29 04:30:00,7.4,0.02,0.02,0.12,
52.22,72.4,35.55,22.37,11.79,0.25,39.1,12.11,13.28,91.09,,,2023-12-29 04:45:00,0.61,0.02,0.02,0.11,
52.3,69.69,31.73,24.38,11.67,0.26,37.87,12.19,13.28,91.3,,,2023-12-29 05:00:00,9.59,0.02,0.01,0.1,0.01
52.3,69.6,50.47,14.23,11.64,0.25,35.07,12.31,13.31,91.28,0.02,3.67,2023-12-29 05:15:00,7.44,0.02,0.01,0.11,0.02
52.3,69.6,22.84,45.43,11.61,0.25,42.13,12.94,13.39,90.52,0.01,5.5,2023-12-29 05:30:00,1.35,0.02,0.01,0.11,0.01
46.67,69.6,45.96,9.02,11.53,0.25,26.33,13.14,13.38,89.85,,,2023-12-29 05:45:00,8.03,0.02,0.01,0.12,0.02
45.8,60.8,49.65,18.93,11.56,0.25,42.5,13.35,13.25,89.82,,,2023-12-29 06:00:00,3.03,0.02,0.02,0.11,
45.8,60.5,22.96,12.41,11.58,0.24,22.8,13.13,13.13,90.03,,,2023-12-29 06:15:00,0.54,0.02,0.01,0.11,
45.8,60.5,18.24,16.67,11.53,0.24,21.23,13.15,12.98,90.09,,,2023-12-29 06:30:00,1.31,0.02,,0.12,
41.99,60.5,19.47,25.0,11.52,0.24,27.03,12.82,12.89,90.69,0.01,,2023-12-29 06:45:00,0.21,0.02,0.01,0.11,
41.4,54.31,31.37,11.78,11.6,0.25,26.87,12.44,12.83,90.94,0.01,9.0,2023-12-29 07:00:00,2.31,0.02,0.01,0.12,0.01
41.4,54.1,35.01,15.17,11.6,0.26,34.8,12.1,12.9,91.56,0.05,35.55,2023-12-29 07:15:00,0.77,0.02,0.01,0.12,
41.4,54.1,40.1,12.47,11.6,0.26,33.6,11.71,13.2,91.73,,,2023-12-29 07:30:00,1.91,0.02,0.01,0.11,
,,37.68,11.91,11.61,0.27,30.83,12.14,13.56,91.38,,,2023-12-29 07:45:00,4.43,0.02,0.01,0.12,0.01
66.6,126.79,34.4,14.6,11.56,0.27,33.7,12.43,14.07,90.71,0.01,,2023-12-29 08:00:00,4.9,0.02,0.01,0.12,
66.6,129.3,34.36,37.22,11.64,0.28,49.17,12.34,14.75,89.08,0.01,10.53,2023-12-29 08:15:00,0.77,0.02,0.02,0.12,
66.6,129.3,36.74,80.65,11.75,0.3,75.63,12.39,15.73,86.12,0.04,41.58,2023-12-29 08:30:00,0.07,0.02,,0.13,0.01
86.1,129.3,56.29,23.19,11.74,0.29,56.47,12.73,16.87,82.41,0.05,59.51,2023-12-29 08:45:00,0.7,0.03,0.01,0.13,0.01
89.1,126.3,51.33,16.04,11.72,0.28,42.27,13.22,18.03,76.91,0.07,95.93,2023-12-29 09:00:00,3.34,0.03,0.02,0.13,0.01
89.1,126.2,42.35,35.34,11.77,0.28,53.47,13.82,19.24,72.39,0.07,60.07,2023-12-29 09:15:00,3.01,0.03,0.02,0.13,0.01
89.1,126.2,45.26,21.49,11.74,0.28,46.8,13.94,20.33,69.2,0.13,74.21,2023-12-29 09:30:00,2.05,0.03,0.02,0.13,0.01
72.54,126.2,48.3,18.42,11.74,0.28,47.53,14.78,21.35,65.08,0.14,115.26,2023-12-29 09:45:00,4.29,0.03,0.02,0.13,
70.7,107.25,32.8,50.01,11.99,0.28,54.6,17.02,22.46,60.09,0.36,114.1,2023-12-29 10:00:00,3.29,0.03,0.01,0.13,0.01
70.7,106.6,38.91,31.71,12.86,0.27,45.8,17.98,23.78,55.23,0.51,133.63,2023-12-29 10:15:00,1.33,0.02,,0.12,0.01
70.7,106.6,23.25,36.53,13.86,0.27,39.0,19.68,24.77,52.99,0.59,121.78,2023-12-29 10:30:00,2.92,0.02,0.02,0.14,0.01
80.06,106.6,21.61,12.6,14.85,0.25,21.73,19.32,24.74,53.48,0.42,131.52,2023-12-29 10:45:00,1.42,0.02,0.02,0.14,0.02
81.1,121.63,18.64,4.48,15.63,0.25,16.77,19.54,25.13,52.95,0.27,96.89,2023-12-29 11:00:00,3.82,0.02,0.02,0.14,0.04
,123.0,11.07,26.32,,0.24,26.0,20.3,25.76,51.72,0.38,180.11,2023-12-29 11:15:00,,0.02,0.02,0.14,0.05
81.1,123.0,,,15.16,0.24,0.0,36.3,25.73,51.09,0.59,109.57,2023-12-29 11:30:00,,0.02,0.03,0.14,0.05
12.37,123.0,,,14.9,0.23,0.0,41.86,25.74,51.23,0.62,160.81,2023-12-29 11:45:00,,0.02,0.01,0.13,0.03
5.5,110.35,,,14.0,0.23,0.0,30.55,25.99,50.77,0.36,113.7,2023-12-29 12:00:00,,0.02,,0.09,0.02
5.5,109.2,,,13.78,0.23,0.0,29.23,26.35,50.06,0.49,134.45,2023-12-29 12:15:00,,0.02,0.01,0.06,
5.5,109.2,,,13.54,0.23,0.0,44.89,26.33,48.44,0.61,168.83,2023-12-29 12:30:00,,0.02,,0.06,
,,39.24,,14.51,0.23,30.63,61.0,26.7,47.91,0.44,84.96,2023-12-29 12:45:00,1.89,0.01,,0.05,
,,18.37,50.63,15.05,0.23,45.03,73.27,26.77,47.74,0.43,130.45,2023-12-29 13:00:00,,0.01,,0.03,
,,15.74,21.06,14.83,0.23,26.0,57.93,27.17,46.86,0.42,136.46,2023-12-29 13:15:00,5.76,0.01,,0.02,
,,18.78,30.83,14.48,0.23,34.93,43.87,27.17,46.94,0.48,146.24,2023-12-29 13:30:00,7.98,0.01,,0.03,
89.5,90.4,14.92,37.1,14.09,0.23,34.43,31.17,27.9,45.91,0.12,84.93,2023-12-29 13:45:00,1.03,0.01,,0.02,
81.5,85.08,29.85,18.99,13.58,0.24,36.77,24.5,27.76,45.64,0.42,120.98,2023-12-29 14:00:00,0.42,0.02,,0.03,
81.5,84.9,28.41,31.27,13.27,0.24,43.3,18.75,27.44,46.34,0.3,99.17,2023-12-29 14:15:00,,0.01,0.01,0.04,
81.5,84.9,23.21,18.93,13.18,0.24,31.37,16.91,27.62,46.03,0.73,179.81,2023-12-29 14:30:00,1.68,0.01,,0.04,
75.78,84.9,22.71,29.45,13.09,0.24,37.73,16.07,27.82,45.25,0.36,93.27,2023-12-29 14:45:00,9.85,0.02,0.02,0.05,
74.9,86.93,28.99,12.28,13.11,0.24,31.6,16.14,27.6,46.22,0.34,142.56,2023-12-29 15:00:00,5.83,0.01,,0.05,
74.9,87.0,23.9,15.79,13.09,0.25,28.63,15.99,27.49,45.87,0.42,133.06,2023-12-29 15:15:00,6.0,0.01,,0.05,0.01
74.9,87.0,22.06,18.17,13.03,0.25,30.73,15.52,27.15,46.72,0.26,108.81,2023-12-29 15:30:00,2.22,0.01,,0.05,0.01
72.3,87.0,28.21,19.68,13.03,0.25,36.2,15.35,26.92,47.36,0.12,40.35,2023-12-29 15:45:00,0.7,0.01,0.02,0.06,0.01
71.9,88.35,19.11,24.06,13.03,0.25,30.1,24.52,27.06,47.43,0.07,51.02,2023-12-29 16:00:00,1.26,0.01,,0.07,
71.9,88.4,19.68,26.63,12.67,0.25,32.93,46.01,26.63,48.65,0.05,21.41,2023-12-29 16:15:00,4.74,0.01,,0.07,
71.9,88.4,19.64,17.36,11.95,0.25,27.1,25.74,25.91,51.48,0.08,64.71,2023-12-29 16:30:00,1.52,0.02,,0.05,0.01
80.13,88.4,19.68,21.12,11.67,0.25,28.83,18.98,25.24,53.58,0.04,46.05,2023-12-29 16:45:00,0.14,0.01,0.01,0.06,
81.4,98.74,13.61,26.88,11.61,0.25,26.77,16.31,24.61,56.38,0.03,23.33,2023-12-29 17:00:00,,0.01,,0.06,
81.4,99.1,13.02,38.31,12.02,0.25,33.0,21.61,23.71,58.74,0.01,9.05,2023-12-29 17:15:00,2.2,0.01,,0.03,
81.4,99.1,23.76,11.88,12.73,0.25,26.56,21.18,22.88,60.63,0.03,43.2,2023-12-29 17:30:00,0.64,0.0,,0.0,
,,,,,0.0,0.0,,,,,,2023-12-29 17:45:00,,0.0,,0.0,
,,,,,0.0,0.0,,,,,,2023-12-29 18:00:00,,0.0,,0.0,
84.0,101.5,20.46,22.47,13.01,0.25,31.18,16.76,20.45,72.57,0.01,,2023-12-29 18:15:00,1.24,0.03,0.01,0.16,0.02
84.0,101.5,14.76,30.08,12.97,0.25,30.0,15.36,20.1,73.5,,,2023-12-29 18:30:00,0.17,0.03,0.01,0.18,0.02
,,,,,0.0,0.0,,,,,,2023-12-29 18:45:00,,0.0,,0.0,
,,,,,0.0,0.0,,,,,,2023-12-29 19:00:00,,0.0,,0.0,
,,,,,0.0,0.0,,,,,,2023-12-29 19:15:00,,0.0,,0.0,
100.4,124.0,21.36,31.96,13.16,0.29,37.37,14.82,18.63,80.01,,,2023-12-29 19:30:00,0.96,0.04,0.03,0.28,0.02
,,24.35,19.93,13.11,0.3,32.6,14.85,18.5,80.76,,,2023-12-29 19:45:00,1.26,0.05,0.02,0.3,0.01
135.5,181.35,22.06,25.57,13.18,0.31,34.53,15.12,18.37,82.15,,,2023-12-29 20:00:00,1.91,0.05,0.04,0.34,0.01
135.5,183.4,22.22,35.59,13.12,0.32,40.53,15.07,18.3,83.16,0.02,11.87,2023-12-29 20:15:00,0.93,0.06,0.04,0.39,0.04
135.5,183.4,22.8,29.58,13.18,0.33,36.8,15.11,18.24,83.39,,,2023-12-29 20:30:00,1.26,0.07,0.05,0.43,0.05
161.93,183.4,23.45,29.58,13.28,0.35,38.27,15.39,18.22,83.5,,,2023-12-29 20:45:00,1.31,0.07,0.06,0.47,0.02
166.0,206.64,28.7,23.44,13.39,0.37,39.13,15.34,18.12,83.58,0.01,2.09,2023-12-29 21:00:00,0.98,0.08,0.04,0.52,0.02
166.0,208.3,31.16,24.19,13.48,0.38,41.0,15.04,17.9,84.57,0.01,12.0,2023-12-29 21:15:00,0.98,0.08,0.02,0.59,0.04
166.0,208.3,29.36,31.58,13.56,0.39,44.67,1.61,17.78,85.8,0.01,,2023-12-29 21:30:00,0.84,0.09,0.05,0.63,0.05
149.27,208.3,35.92,25.07,13.66,0.4,46.67,9.67,17.72,86.67,0.02,,2023-12-29 21:45:00,0.98,0.08,0.07,0.65,0.04
146.7,176.66,34.52,28.58,13.62,0.41,47.53,16.65,17.66,87.16,0.01,0.55,2023-12-29 22:00:00,0.7,0.09,0.07,0.65,0.07
146.7,174.4,33.54,34.09,13.61,0.41,49.93,16.02,17.44,87.76,,,2023-12-29 22:15:00,0.93,0.1,0.08,0.66,0.09
146.7,174.4,34.69,28.95,13.94,0.41,48.07,15.25,17.18,88.42,,,2023-12-29 22:30:00,0.14,0.1,0.09,0.67,0.09
130.06,174.4,30.24,34.55,13.93,0.4,47.03,14.73,16.92,89.18,,,2023-12-29 22:45:00,2.34,0.09,0.09,0.66,0.23
127.5,139.31,32.51,29.2,13.85,0.39,46.07,14.34,16.77,90.07,0.01,,2023-12-29 23:00:00,0.75,0.09,0.09,0.63,0.3
127.5,136.8,28.17,35.41,13.87,0.39,45.47,14.05,16.65,90.35,0.01,,2023-12-29 23:15:00,1.8,0.09,0.09,0.61,0.29
127.5,136.8,30.05,29.08,13.83,0.4,43.53,14.39,16.5,90.8,,,2023-12-29 23:30:00,1.4,0.09,0.08,0.58,0.16
119.18,136.8,30.63,30.58,13.82,0.39,45.03,14.43,16.41,91.26,,,2023-12-29 23:45:00,1.35,0.09,0.09,0.56,0.03
117.9,143.89,29.32,29.95,13.88,0.39,43.4,14.3,16.26,91.36,0.01,,2023-12-30 00:00:00,1.49,0.09,0.09,0.55,0.05
117.9,144.4,29.85,33.46,13.88,0.39,46.07,14.82,16.09,91.58,0.01,,2023-12-30 00:15:00,2.31,0.09,0.08,0.52,0.07
117.9,144.4,28.78,29.95,13.83,0.39,43.03,14.79,15.8,91.93,,,2023-12-30 00:30:00,1.89,0.1,0.08,0.5,0.05
132.72,144.4,27.84,27.45,13.79,0.38,40.87,14.49,15.55,92.23,,,2023-12-30 00:45:00,0.47,0.09,0.05,0.49,0.04
135.0,146.17,31.82,20.24,13.88,0.38,39.93,14.09,15.46,92.81,,,2023-12-30 01:00:00,2.57,0.09,0.07,0.48,0.06
135.0,146.3,23.29,38.54,13.8,0.37,43.57,13.88,15.28,92.84,,,2023-12-30 01:15:00,1.21,0.09,0.08,0.46,0.07
135.0,146.3,28.74,23.69,13.78,0.37,38.6,13.96,15.15,93.06,,,2023-12-30 01:30:00,2.19,0.09,0.07,0.44,0.15
135.87,146.3,22.92,25.63,13.86,0.36,35.27,13.92,15.03,93.17,,,2023-12-30 01:45:00,0.23,0.09,0.06,0.45,0.11
136.0,168.44,14.97,31.96,13.87,0.36,31.73,13.89,14.98,93.42,,,2023-12-30 02:00:00,,0.09,0.06,0.44,0.08
136.0,169.2,18.24,28.89,13.84,0.36,32.83,14.16,14.9,93.49,0.01,,2023-12-30 02:15:00,1.07,0.09,0.07,0.45,0.08
136.0,169.2,13.82,33.53,13.8,0.35,31.67,14.22,14.85,93.62,,,2023-12-30 02:30:00,0.56,0.08,0.07,0.45,0.08
136.43,169.2,16.73,27.57,13.75,0.35,30.73,14.93,14.74,93.54,,,2023-12-30 02:45:00,0.23,0.08,0.04,0.44,0.14
136.5,147.16,16.2,27.82,13.8,0.34,30.0,14.93,14.65,93.53,,,2023-12-30 03:00:00,0.79,0.09,0.03,0.42,0.16
136.5,146.4,14.35,31.4,13.87,0.34,30.77,14.8,14.5,93.46,,,2023-12-30 03:15:00,0.28,0.09,0.04,0.41,0.18
136.5,146.4,12.46,30.52,13.79,0.34,28.03,15.05,14.36,93.62,,,2023-12-30 03:30:00,0.89,0.08,0.06,0.41,0.17
117.26,146.4,9.84,30.27,13.78,0.33,26.23,14.96,14.3,93.81,,,2023-12-30 03:45:00,,0.03,0.02,0.14,0.07
114.3,127.65,15.99,27.64,13.79,0.32,29.97,14.54,14.33,93.94,,,2023-12-30 04:00:00,0.89,0.06,0.04,0.26,0.12
114.3,127.0,18.16,25.38,14.07,0.32,30.77,14.08,14.27,93.91,,,2023-12-30 04:15:00,1.54,0.08,0.05,0.39,0.15
114.3,127.0,20.46,24.69,15.14,0.32,31.87,14.02,14.26,94.18,,,2023-12-30 04:30:00,1.07,0.08,0.05,0.4,0.13
108.41,127.0,23.45,15.23,15.25,0.31,29.2,13.84,14.28,94.21,,,2023-12-30 04:45:00,3.59,0.08,0.05,0.41,0.15
107.5,136.18,18.16,27.45,15.67,0.31,31.7,14.03,14.29,94.37,0.01,2.99,2023-12-30 05:00:00,1.05,0.03,0.02,0.14,0.08
107.5,136.5,19.93,24.19,15.59,0.31,31.2,13.97,14.29,94.38,0.01,9.0,2023-12-30 05:15:00,1.07,0.01,0.01,0.0,0.04
107.5,136.5,18.29,27.95,15.59,0.31,32.67,13.68,14.34,94.55,0.02,11.87,2023-12-30 05:30:00,1.96,0.05,0.04,0.33,0.03
103.69,136.5,19.35,19.43,15.34,0.3,27.87,13.92,14.34,94.61,,11.51,2023-12-30 05:45:00,1.35,0.06,0.05,0.5,0.02
103.1,109.82,20.5,19.93,15.73,0.3,29.73,14.02,14.32,94.66,0.02,34.69,2023-12-30 06:00:00,1.4,0.07,0.06,0.54,0.02
103.1,108.9,22.06,13.79,15.27,0.3,27.33,13.86,14.32,94.74,,,2023-12-30 06:15:00,2.99,0.06,0.05,0.55,0.04
103.1,108.9,20.25,23.31,15.68,0.29,30.93,13.95,14.25,94.73,,,2023-12-30 06:30:00,0.47,0.06,0.06,0.54,0.04
88.37,108.9,20.66,24.44,15.22,0.29,32.33,13.57,14.16,94.71,,9.0,2023-12-30 06:45:00,2.05,0.05,0.04,0.54,0.09
86.1,102.23,11.97,24.19,15.54,0.29,24.2,14.08,14.21,94.92,,,2023-12-30 07:00:00,0.65,0.06,0.05,0.53,0.06
86.1,102.0,13.28,19.3,15.57,0.29,22.27,13.79,14.3,95.0,,,2023-12-30 07:15:00,0.19,0.05,0.05,0.51,0.04
86.1,102.0,10.99,23.81,15.62,0.29,23.07,14.1,14.41,95.05,,,2023-12-30 07:30:00,0.98,0.06,0.05,0.49,0.05
97.54,102.0,10.0,24.44,15.34,0.29,22.27,13.62,14.61,95.08,,9.0,2023-12-30 07:45:00,0.23,0.06,0.02,0.48,0.1
99.3,146.27,9.84,24.94,15.09,0.29,22.13,14.38,14.99,95.18,,,2023-12-30 08:00:00,0.23,0.05,0.04,0.47,0.11
99.3,147.8,9.92,26.32,15.75,0.29,24.2,17.06,15.46,95.25,0.01,9.0,2023-12-30 08:15:00,0.51,0.06,0.02,0.45,0.05
99.3,147.8,8.45,29.83,15.62,0.29,24.73,19.48,16.22,95.23,0.01,17.93,2023-12-30 08:30:00,0.09,0.05,0.04,0.43,0.03
123.69,147.8,9.76,27.45,16.18,0.29,24.2,18.87,17.07,94.63,0.05,77.59,2023-12-30 08:45:00,0.19,0.06,0.05,0.36,0.05
126.4,144.8,9.27,26.95,16.96,0.29,23.13,18.37,18.38,85.4,0.25,128.21,2023-12-30 09:00:00,0.14,0.05,0.04,0.3,0.05
126.4,144.7,8.61,28.2,17.62,0.28,23.0,18.46,20.01,76.29,0.36,150.26,2023-12-30 09:15:00,0.09,0.06,0.06,0.29,0.08
126.4,144.7,8.61,28.2,18.2,0.28,23.0,19.45,20.67,73.22,0.88,100.47,2023-12-30 09:30:00,,0.06,0.04,0.29,0.07
102.0,144.7,8.61,28.2,18.85,0.28,23.5,20.4,21.64,69.19,0.15,184.69,2023-12-30 09:45:00,0.35,0.07,0.05,0.28,0.04
102.0,107.5,15.68,20.21,19.69,0.27,25.75,20.41,22.71,65.17,0.68,111.21,2023-12-30 10:00:00,0.96,0.06,0.04,0.28,0.05
102.0,107.5,15.58,21.68,19.97,0.27,26.53,20.07,24.02,59.56,0.48,128.9,2023-12-30 10:15:00,1.96,0.05,0.05,0.28,0.05
102.0,107.5,20.34,18.42,17.25,0.27,28.4,17.91,24.9,56.76,0.53,141.47,2023-12-30 10:30:00,4.62,0.05,0.06,0.28,0.04
95.88,107.5,22.39,20.3,14.98,0.27,30.73,16.63,25.15,56.75,0.54,145.98,2023-12-30 10:45:00,1.45,0.05,0.05,0.27,0.03
95.2,108.95,17.96,22.31,14.64,0.27,28.2,17.22,25.77,54.27,0.57,105.45,2023-12-30 11:00:00,2.57,0.05,0.02,0.26,0.03
95.2,109.0,19.0,16.6,16.53,0.26,25.66,16.6,26.09,53.25,0.63,123.23,2023-12-30 11:15:00,1.28,0.05,0.02,0.25,0.03
95.2,109.0,14.76,25.78,17.85,0.26,27.71,16.4,25.92,53.75,0.63,141.63,2023-12-30 11:30:00,,0.05,0.02,0.25,0.05
85.1,109.0,18.55,25.07,16.23,0.25,31.5,15.02,25.93,52.82,0.83,140.4,2023-12-30 11:45:00,1.57,0.05,0.01,0.26,0.05
85.1,98.85,18.04,19.3,16.03,0.25,26.67,15.07,26.08,52.91,0.53,121.61,2023-12-30 12:00:00,0.42,0.05,0.04,0.25,0.04
85.1,98.5,15.44,18.35,17.36,0.24,24.07,16.2,26.37,51.96,0.8,174.62,2023-12-30 12:15:00,1.06,0.04,0.02,0.25,0.09
85.1,98.5,9.84,23.56,17.56,0.24,21.93,16.0,26.72,50.77,0.48,125.73,2023-12-30 12:30:00,0.19,0.04,0.04,0.25,0.06
83.3,98.5,9.84,23.69,17.61,0.24,22.07,16.81,27.09,49.92,0.58,112.78,2023-12-30 12:45:00,0.33,0.04,0.05,0.24,0.04
83.1,83.13,11.32,23.69,17.7,0.24,23.67,19.23,27.18,49.85,0.59,131.32,2023-12-30 13:00:00,0.98,0.04,0.03,0.25,0.09
,,12.75,23.56,17.68,0.24,24.73,17.67,27.68,48.89,0.38,110.24,2023-12-30 13:15:00,1.54,0.04,0.03,0.24,0.07
,,16.93,17.92,17.64,0.24,25.17,16.74,28.05,47.97,0.7,131.17,2023-12-30 13:30:00,0.77,0.04,0.02,0.23,0.04
73.29,82.6,14.27,25.69,17.61,0.24,27.67,16.48,28.56,46.62,0.53,138.48,2023-12-30 13:45:00,1.59,0.04,0.02,0.23,0.07
72.2,82.99,16.36,22.18,17.64,0.24,27.6,18.06,29.13,45.22,0.46,165.8,2023-12-30 14:00:00,1.66,0.04,0.05,0.24,0.09
72.2,83.0,17.55,17.36,17.43,0.24,25.63,16.28,28.91,45.12,0.48,146.84,2023-12-30 14:15:00,1.7,0.04,0.04,0.24,0.09
