pm2.5,pm10,no,no2,so2,co,nox,ozone,timestamp
,29.19,43.11,26.97,112.93,3.65,39.14,22.66,2023-12-24 16:15:00
,29.19,43.28,25.8,114.83,2.93,38.58,21.67,2023-12-24 16:30:00
0.36,31.48,43.24,26.7,114.52,3.13,39.06,21.67,2023-12-24 16:45:00
5.4,63.48,43.49,26.81,111.31,3.13,39.26,20.61,2023-12-24 17:00:00
5.4,63.48,43.5,26.47,112.86,3.02,39.08,21.13,2023-12-24 17:15:00
5.4,63.48,43.37,26.7,113.15,2.8,39.13,20.13,2023-12-24 17:30:00
9.99,72.55,43.27,26.62,114.73,3.27,39.03,20.06,2023-12-24 17:45:00
74.31,199.59,44.49,25.23,110.53,3.09,38.94,19.87,2023-12-24 18:00:00
74.31,199.59,43.83,25.0,110.58,3.29,38.45,19.91,2023-12-24 18:15:00
74.31,199.59,43.54,26.34,111.23,2.97,39.03,18.94,2023-12-24 18:30:00
76.22,205.1,43.42,26.44,112.9,2.94,39.02,19.17,2023-12-24 18:45:00
102.96,282.21,43.42,26.78,112.33,3.12,39.21,18.94,2023-12-24 19:00:00
102.96,282.21,43.47,26.09,112.44,3.1,38.85,18.31,2023-12-24 19:15:00
102.96,282.21,43.64,25.96,109.73,2.85,38.87,18.99,2023-12-24 19:30:00
99.85,276.72,43.22,26.06,112.63,3.2,38.69,18.82,2023-12-24 19:45:00
56.25,199.86,44.08,26.22,110.73,2.88,39.26,17.81,2023-12-24 20:00:00
56.25,199.86,43.89,25.93,112.27,2.73,38.99,18.75,2023-12-24 20:15:00
56.25,199.86,42.87,26.85,114.38,2.87,38.94,18.49,2023-12-24 20:30:00
55.38,197.54,42.38,27.91,112.04,2.97,39.26,18.24,2023-12-24 20:45:00
43.17,165.0,43.87,25.76,114.01,2.66,38.89,18.84,2023-12-24 21:00:00
43.17,165.0,43.31,27.9,111.14,2.97,39.77,18.6,2023-12-24 21:15:00
43.17,165.0,44.2,25.63,114.19,2.53,39.0,19.43,2023-12-24 21:30:00
41.63,160.24,43.49,25.89,114.19,2.99,38.75,17.97,2023-12-24 21:45:00
20.09,93.65,43.85,25.87,115.06,3.15,38.94,18.8,2023-12-24 22:00:00
20.09,93.65,43.78,26.71,112.65,2.97,39.37,18.82,2023-12-24 22:15:00
20.09,93.65,43.57,27.33,115.87,2.74,39.6,18.96,2023-12-24 22:30:00
19.01,92.44,43.74,26.89,115.96,2.76,39.45,18.01,2023-12-24 22:45:00
3.93,75.51,43.05,25.9,117.7,2.96,38.51,17.86,2023-12-24 23:00:00
3.93,75.51,43.46,25.01,115.79,3.1,38.24,18.56,2023-12-24 23:15:00
3.93,75.51,43.49,26.41,118.26,2.85,39.04,17.97,2023-12-24 23:30:00
3.75,74.69,43.92,26.66,117.94,2.65,39.42,19.16,2023-12-24 23:45:00
1.27,63.26,43.15,26.92,118.65,2.84,39.14,17.85,2023-12-25 00:00:00
1.27,63.26,44.2,24.68,119.3,3.39,38.47,18.26,2023-12-25 00:15:00
1.27,63.26,43.66,26.85,121.15,2.89,39.38,18.92,2023-12-25 00:30:00
1.49,63.3,43.6,26.81,123.0,2.6,39.33,18.95,2023-12-25 00:45:00
4.55,63.89,43.5,26.59,121.31,2.94,39.15,19.26,2023-12-25 01:00:00
4.55,63.89,43.5,26.89,120.67,3.16,39.32,18.54,2023-12-25 01:15:00
4.55,63.89,44.11,26.22,123.49,2.88,39.28,18.87,2023-12-25 01:30:00
4.51,63.95,43.1,26.41,121.39,2.8,38.82,18.77,2023-12-25 01:45:00
3.91,64.8,43.93,26.72,125.07,3.3,39.46,18.38,2023-12-25 02:00:00
3.91,64.8,44.15,25.03,122.54,2.84,38.63,19.07,2023-12-25 02:15:00
3.91,64.8,43.81,26.09,125.2,2.78,39.04,19.45,2023-12-25 02:30:00
3.81,64.65,43.16,26.72,122.07,2.8,39.03,19.34,2023-12-25 02:45:00
2.47,62.52,42.95,26.32,127.21,2.91,38.69,19.22,2023-12-25 03:00:00
2.47,62.52,43.61,26.43,122.05,3.15,39.11,18.56,2023-12-25 03:15:00
2.47,62.52,43.65,26.83,125.02,2.81,39.36,19.35,2023-12-25 03:30:00
2.39,62.73,44.25,25.46,125.98,3.17,38.93,19.27,2023-12-25 03:45:00
1.29,65.71,44.1,26.75,124.39,2.89,39.57,18.37,2023-12-25 04:00:00
1.29,65.71,43.95,26.31,125.56,3.41,39.24,19.9,2023-12-25 04:15:00
1.29,65.71,44.14,24.43,125.79,3.03,38.3,19.47,2023-12-25 04:30:00
1.73,65.58,43.5,26.77,125.36,3.0,39.25,19.24,2023-12-25 04:45:00
7.89,63.73,44.15,25.58,122.74,3.04,38.94,20.05,2023-12-25 05:00:00
7.89,63.73,43.61,25.55,124.93,3.38,38.62,18.97,2023-12-25 05:15:00
7.89,63.73,42.98,27.06,121.35,2.85,39.12,19.15,2023-12-25 05:30:00
7.69,63.99,43.58,26.54,122.93,3.26,39.16,19.7,2023-12-25 05:45:00
4.9,67.56,44.16,25.99,122.55,3.52,39.18,19.71,2023-12-25 06:00:00
4.9,67.56,43.82,25.11,125.17,3.32,38.5,20.22,2023-12-25 06:15:00
4.9,67.56,44.39,26.47,122.42,3.16,39.58,20.8,2023-12-25 06:30:00
5.33,67.17,43.46,25.55,123.06,2.91,38.54,20.64,2023-12-25 06:45:00
11.29,61.75,44.62,25.09,123.69,3.14,38.93,20.62,2023-12-25 07:00:00
11.29,61.75,43.54,27.03,120.99,2.68,39.41,20.97,2023-12-25 07:15:00
11.29,61.75,43.97,26.22,125.54,3.35,39.2,20.61,2023-12-25 07:30:00
11.08,61.8,44.18,25.4,123.87,3.25,38.86,20.43,2023-12-25 07:45:00
8.13,62.53,43.94,25.93,121.72,3.19,39.02,20.44,2023-12-25 08:00:00
8.13,62.53,43.19,25.73,122.76,3.15,38.49,19.72,2023-12-25 08:15:00
8.13,62.53,44.24,25.56,126.61,2.68,38.98,19.56,2023-12-25 08:30:00
7.61,62.54,44.42,26.88,123.0,3.12,39.82,19.02,2023-12-25 08:45:00
0.3,62.62,43.54,26.51,124.95,3.14,39.12,19.34,2023-12-25 09:00:00
0.3,62.62,45.05,25.86,125.19,3.03,39.6,19.83,2023-12-25 09:15:00
0.3,62.62,44.25,26.71,124.93,2.99,39.63,21.56,2023-12-25 09:30:00
0.42,62.88,44.46,26.18,125.28,2.97,39.45,20.85,2023-12-25 09:45:00
2.07,66.59,43.43,27.03,124.32,2.89,39.35,22.59,2023-12-25 10:00:00
2.07,66.59,44.33,26.98,122.76,2.96,39.83,22.64,2023-12-25 10:15:00
2.07,66.59,44.41,25.34,122.96,3.14,38.95,22.97,2023-12-25 10:30:00
2.22,66.63,43.66,25.68,125.78,3.26,38.73,23.4,2023-12-25 10:45:00
4.27,67.17,43.6,27.65,120.23,3.2,39.79,25.24,2023-12-25 11:00:00
4.27,67.17,44.5,26.13,119.96,2.81,39.45,24.92,2023-12-25 11:15:00
4.27,67.17,44.51,25.51,120.81,2.92,39.11,25.35,2023-12-25 11:30:00
4.19,66.86,44.84,25.81,121.24,3.14,39.45,24.67,2023-12-25 11:45:00
3.0,62.48,46.11,25.63,121.17,3.5,40.07,24.64,2023-12-25 12:00:00
3.0,62.48,44.7,25.68,121.38,2.91,39.31,25.61,2023-12-25 12:15:00
3.0,62.48,44.02,27.57,119.64,3.0,39.99,28.06,2023-12-25 12:30:00
2.8,58.81,44.86,26.27,117.23,3.36,39.73,27.67,2023-12-25 12:45:00
,7.37,45.81,26.2,113.47,3.55,40.22,27.73,2023-12-25 13:00:00
,7.37,44.52,25.73,117.06,2.86,39.24,26.93,2023-12-25 13:15:00
,7.37,44.01,26.2,117.75,3.07,39.21,26.65,2023-12-25 13:30:00
0.01,9.14,44.38,26.21,117.75,2.74,39.43,27.65,2023-12-25 13:45:00
0.1,33.92,44.77,25.37,119.14,3.14,39.17,29.07,2023-12-25 14:00:00
0.1,33.92,44.97,25.73,116.52,3.19,39.48,29.34,2023-12-25 14:15:00
0.1,33.92,44.23,27.56,123.41,3.45,40.09,29.83,2023-12-25 14:30:00
0.09,34.58,45.21,25.48,119.73,2.9,39.48,28.54,2023-12-25 14:45:00
,43.79,44.63,26.43,121.36,2.72,39.68,28.34,2023-12-25 15:00:00
,43.79,44.38,26.68,122.46,3.24,39.69,27.55,2023-12-25 15:15:00
,43.79,43.27,27.15,120.47,2.95,39.33,26.16,2023-12-25 15:30:00
0.27,43.48,44.17,25.59,120.85,3.24,38.96,25.73,2023-12-25 15:45:00
4.06,39.2,43.76,25.6,120.1,3.05,38.74,26.09,2023-12-25 16:00:00
4.06,39.2,44.25,24.72,116.74,3.23,38.52,24.22,2023-12-25 16:15:00
4.06,39.2,44.16,26.7,116.39,3.21,39.57,23.0,2023-12-25 16:30:00
3.79,43.5,43.79,25.57,118.01,3.11,38.73,23.27,2023-12-25 16:45:00
,103.74,44.16,26.23,118.07,2.9,39.31,22.47,2023-12-25 17:00:00
,103.74,44.19,26.64,115.86,3.48,39.56,22.21,2023-12-25 17:15:00
,103.74,43.71,27.05,116.05,3.01,39.52,21.82,2023-12-25 17:30:00
2.91,110.22,43.34,26.33,117.12,3.01,38.91,21.92,2023-12-25 17:45:00
43.69,200.99,44.97,25.97,113.82,3.05,39.62,21.79,2023-12-25 18:00:00
43.69,200.99,44.2,26.21,118.59,3.38,39.32,21.53,2023-12-25 18:15:00
43.69,200.99,44.57,25.34,141.64,3.19,39.04,21.15,2023-12-25 18:30:00
44.0,204.75,44.23,26.17,139.85,3.4,39.32,21.49,2023-12-25 18:45:00
48.4,257.33,45.2,25.97,138.26,2.88,39.75,20.94,2023-12-25 19:00:00
48.4,257.33,44.09,25.09,140.3,2.62,38.64,20.13,2023-12-25 19:15:00
48.4,257.33,44.53,25.86,137.18,2.97,39.31,20.67,2023-12-25 19:30:00
50.4,254.2,43.7,27.29,141.08,3.0,39.64,20.72,2023-12-25 19:45:00
78.45,210.42,44.63,25.3,141.43,2.83,39.05,19.64,2023-12-25 20:00:00
78.45,210.42,44.19,26.6,140.84,3.09,39.54,19.22,2023-12-25 20:15:00
78.45,210.42,44.14,25.46,140.56,2.91,38.87,19.82,2023-12-25 20:30:00
76.83,205.33,43.82,25.74,144.01,2.9,38.85,19.03,2023-12-25 20:45:00
54.11,134.11,44.4,25.96,141.53,3.14,39.3,19.41,2023-12-25 21:00:00
54.11,134.11,44.61,23.96,141.84,2.76,38.3,18.9,2023-12-25 21:15:00
54.11,134.11,44.27,25.96,143.71,2.66,39.22,19.68,2023-12-25 21:30:00
52.24,132.19,44.47,25.2,142.05,2.75,38.91,18.86,2023-12-25 21:45:00
26.13,105.28,43.74,26.84,144.63,3.14,39.42,19.73,2023-12-25 22:00:00
26.13,105.28,43.17,26.47,141.3,3.14,38.89,19.77,2023-12-25 22:15:00
26.13,105.28,43.72,25.65,143.41,3.17,38.74,21.33,2023-12-25 22:30:00
25.52,103.46,44.48,26.67,144.09,2.95,39.74,21.01,2023-12-25 22:45:00
17.01,78.04,44.35,26.47,142.55,3.08,39.55,21.59,2023-12-25 23:00:00
17.01,78.04,43.94,26.36,143.27,3.13,39.26,20.75,2023-12-25 23:15:00
17.01,78.04,43.42,26.83,146.91,2.98,39.24,21.19,2023-12-25 23:30:00
16.26,78.02,43.98,25.52,144.33,3.21,38.81,19.81,2023-12-25 23:45:00
5.7,77.81,44.36,26.38,144.08,2.85,39.5,20.18,2023-12-26 00:00:00
5.7,77.81,44.51,26.39,139.86,3.29,39.6,19.64,2023-12-26 00:15:00
5.7,77.81,43.87,26.41,124.06,3.36,39.25,19.92,2023-12-26 00:30:00
5.69,77.31,43.59,26.13,119.62,2.98,38.94,20.16,2023-12-26 00:45:00
5.54,70.25,44.05,26.69,121.03,2.8,39.51,20.43,2023-12-26 01:00:00
5.54,70.25,44.11,25.71,124.57,2.55,38.99,20.65,2023-12-26 01:15:00
5.54,70.25,43.77,25.84,125.99,2.97,38.87,19.92,2023-12-26 01:30:00
5.32,69.59,43.65,26.49,125.99,2.97,39.18,20.84,2023-12-26 01:45:00
2.3,60.31,43.57,25.23,123.89,2.6,38.42,20.14,2023-12-26 02:00:00
2.3,60.31,43.79,25.97,125.45,2.81,38.96,20.25,2023-12-26 02:15:00
2.3,60.31,44.17,26.11,124.22,2.92,39.25,20.11,2023-12-26 02:30:00
2.94,60.55,43.53,26.97,124.29,3.08,39.37,18.85,2023-12-26 02:45:00
11.84,63.96,43.62,25.83,124.6,2.7,38.79,18.84,2023-12-26 03:00:00
11.84,63.96,43.16,26.95,124.67,3.29,39.16,18.63,2023-12-26 03:15:00
11.84,63.96,44.29,25.32,122.89,2.64,38.88,18.26,2023-12-26 03:30:00
13.19,68.36,44.05,25.36,123.32,2.75,38.77,18.78,2023-12-26 03:45:00
32.06,130.03,43.91,27.6,122.54,2.91,39.94,18.93,2023-12-26 04:00:00
32.06,130.03,43.32,25.8,122.0,2.65,38.6,18.54,2023-12-26 04:15:00
32.06,130.03,44.38,25.27,122.83,2.63,38.9,19.06,2023-12-26 04:30:00
31.65,132.08,43.8,26.45,121.97,2.46,39.24,20.2,2023-12-26 04:45:00
25.89,160.75,44.64,27.04,124.77,2.29,40.04,18.92,2023-12-26 05:00:00
25.89,160.75,43.07,26.88,125.77,2.79,39.07,19.27,2023-12-26 05:15:00
25.89,160.75,43.78,27.03,124.72,2.3,39.55,19.72,2023-12-26 05:30:00
26.53,158.44,44.16,26.91,122.14,2.68,39.69,19.54,2023-12-26 05:45:00
35.42,126.12,44.03,25.48,123.21,2.35,38.82,20.44,2023-12-26 06:00:00
35.42,126.12,44.63,25.15,125.12,2.6,38.97,19.93,2023-12-26 06:15:00
35.42,126.12,43.78,26.41,122.01,2.65,39.2,19.94,2023-12-26 06:30:00
35.03,126.45,44.88,25.83,122.02,2.88,39.49,20.06,2023-12-26 06:45:00
29.51,131.02,44.13,25.6,122.07,2.91,38.94,19.84,2023-12-26 07:00:00
29.51,131.02,43.56,26.36,123.16,3.23,39.05,19.22,2023-12-26 07:15:00
29.51,131.02,43.38,27.29,122.99,2.65,39.47,19.34,2023-12-26 07:30:00
30.27,133.39,44.43,26.39,121.41,2.18,39.55,19.03,2023-12-26 07:45:00
40.9,166.57,45.02,26.38,121.0,2.69,39.88,20.11,2023-12-26 08:00:00
40.9,166.57,44.23,25.98,120.39,2.3,39.21,20.08,2023-12-26 08:15:00
40.9,166.57,44.77,26.63,119.82,2.8,39.88,20.1,2023-12-26 08:30:00
40.62,164.42,45.27,25.7,120.37,2.6,39.64,20.03,2023-12-26 08:45:00
36.65,134.25,44.14,27.16,122.02,2.47,39.82,20.72,2023-12-26 09:00:00
36.65,134.25,44.97,25.97,121.33,2.7,39.62,21.33,2023-12-26 09:15:00
36.65,134.25,45.06,26.25,120.89,2.46,39.83,21.66,2023-12-26 09:30:00
36.23,131.46,44.59,25.78,121.34,2.7,39.3,22.15,2023-12-26 09:45:00
30.37,92.38,45.03,25.66,122.24,2.71,39.48,22.63,2023-12-26 10:00:00
30.37,92.38,44.43,26.1,121.09,2.52,39.39,24.16,2023-12-26 10:15:00
30.37,92.38,44.58,26.27,122.25,2.36,39.57,23.48,2023-12-26 10:30:00
30.66,90.89,44.85,26.95,120.58,2.32,40.1,25.41,2023-12-26 10:45:00
34.66,70.04,44.57,26.17,122.55,2.63,39.51,25.03,2023-12-26 11:00:00
34.66,70.04,44.44,26.05,121.85,2.66,39.37,25.2,2023-12-26 11:15:00
34.66,70.04,43.77,26.09,117.03,2.86,39.02,25.88,2023-12-26 11:30:00
33.27,69.07,44.43,25.85,120.32,2.9,39.25,27.39,2023-12-26 11:45:00
13.74,55.49,44.72,25.61,121.63,2.89,39.28,26.27,2023-12-26 12:00:00
13.74,55.49,45.31,25.04,116.1,2.9,39.29,27.31,2023-12-26 12:15:00
13.74,55.49,43.88,26.62,116.96,3.25,39.37,27.11,2023-12-26 12:30:00
13.59,54.89,44.35,25.35,117.15,2.9,38.93,27.84,2023-12-26 12:45:00
11.5,46.43,44.57,26.94,118.12,3.16,39.94,26.94,2023-12-26 13:00:00
11.5,46.43,45.42,26.86,118.36,3.32,40.37,28.39,2023-12-26 13:15:00
11.5,46.43,45.1,26.3,118.53,3.09,39.87,28.25,2023-12-26 13:30:00
11.25,46.69,44.02,27.29,116.78,2.57,39.83,28.65,2023-12-26 13:45:00
7.76,50.29,44.85,25.76,118.82,3.28,39.43,28.44,2023-12-26 14:00:00
7.76,50.29,44.34,26.46,118.15,3.13,39.54,29.08,2023-12-26 14:15:00
7.76,50.29,45.1,25.8,116.37,3.18,39.6,28.94,2023-12-26 14:30:00
9.14,54.45,44.89,26.78,116.77,2.84,40.03,29.46,2023-12-26 14:45:00
28.41,112.69,44.62,25.7,117.92,3.24,39.27,28.74,2023-12-26 15:00:00
28.41,112.69,45.28,26.12,118.04,3.13,39.87,28.39,2023-12-26 15:15:00
28.41,112.69,44.5,26.41,116.19,3.11,39.61,26.94,2023-12-26 15:30:00
28.48,111.37,44.34,25.36,118.35,2.83,38.93,26.74,2023-12-26 15:45:00
29.49,92.95,44.21,26.67,119.25,2.73,39.59,25.78,2023-12-26 16:00:00
29.49,92.95,44.25,26.0,117.8,3.02,39.24,24.48,2023-12-26 16:15:00
29.49,92.95,45.3,25.11,117.45,2.79,39.33,24.56,2023-12-26 16:30:00
29.91,95.45,44.58,25.83,116.27,3.12,39.32,23.08,2023-12-26 16:45:00
35.8,130.51,44.87,24.98,113.16,2.81,39.01,22.74,2023-12-26 17:00:00
35.8,130.51,45.58,25.89,115.96,2.98,39.92,22.32,2023-12-26 17:15:00
35.8,130.51,44.59,25.73,113.09,3.09,39.27,22.82,2023-12-26 17:30:00
40.87,143.09,44.2,26.29,115.16,3.28,39.37,22.2,2023-12-26 17:45:00
111.82,319.25,44.51,27.12,111.21,2.88,40.01,21.16,2023-12-26 18:00:00
111.82,319.25,45.16,26.12,112.92,3.42,39.81,20.43,2023-12-26 18:15:00
111.82,319.25,45.29,27.71,111.87,2.94,40.77,20.99,2023-12-26 18:30:00
111.33,318.89,44.16,26.93,113.26,2.48,39.7,20.71,2023-12-26 18:45:00
104.49,313.78,44.64,26.24,114.38,2.96,39.59,20.09,2023-12-26 19:00:00
104.49,313.78,45.49,25.59,114.61,2.56,39.7,20.46,2023-12-26 19:15:00
104.49,313.78,44.91,26.42,113.77,2.98,39.84,18.85,2023-12-26 19:30:00
104.78,314.31,45.16,25.98,116.51,3.07,39.73,19.75,2023-12-26 19:45:00
108.8,321.75,45.37,25.45,115.96,2.82,39.55,19.37,2023-12-26 20:00:00
108.8,321.75,44.47,26.63,118.71,3.2,39.7,18.7,2023-12-26 20:15:00
108.8,321.75,44.32,27.35,116.25,3.31,40.03,19.16,2023-12-26 20:30:00
109.1,321.71,44.27,26.46,116.04,3.18,39.5,18.48,2023-12-26 20:45:00
113.32,321.17,45.53,25.36,117.29,2.86,39.59,18.8,2023-12-26 21:00:00
113.32,321.17,44.43,26.06,116.13,2.58,39.37,18.01,2023-12-26 21:15:00
113.32,321.17,44.89,25.79,116.7,2.71,39.48,18.7,2023-12-26 21:30:00
112.99,320.94,44.65,26.59,113.74,2.91,39.79,18.6,2023-12-26 21:45:00
108.41,317.71,44.95,26.02,114.68,3.3,39.64,18.73,2023-12-26 22:00:00
108.41,317.71,45.07,27.75,116.27,2.87,40.67,19.34,2023-12-26 22:15:00
108.41,317.71,45.48,25.93,118.23,3.19,39.88,18.7,2023-12-26 22:30:00
108.58,317.6,44.45,25.06,118.06,2.86,38.82,19.06,2023-12-26 22:45:00
110.91,316.12,45.01,26.57,117.28,2.95,39.98,18.91,2023-12-26 23:00:00
110.91,316.12,44.9,24.95,117.14,2.75,39.01,19.41,2023-12-26 23:15:00
110.91,316.12,43.99,26.5,119.86,2.86,39.36,19.41,2023-12-26 23:30:00
111.03,316.14,44.56,26.13,117.01,3.0,39.48,19.23,2023-12-26 23:45:00
112.65,316.48,44.26,25.62,119.34,3.22,39.03,19.32,2023-12-27 00:00:00
112.65,316.48,44.83,26.3,121.21,2.77,39.73,19.11,2023-12-27 00:15:00
112.65,316.48,44.87,25.88,117.28,2.42,39.51,19.47,2023-12-27 00:30:00
112.29,316.62,44.1,25.88,119.94,2.92,39.08,20.08,2023-12-27 00:45:00
107.19,318.51,44.02,26.26,119.82,2.66,39.26,19.47,2023-12-27 01:00:00
107.19,318.51,45.08,25.54,119.27,3.18,39.44,20.18,2023-12-27 01:15:00
107.19,318.51,45.23,27.56,119.03,2.55,40.66,19.36,2023-12-27 01:30:00
107.76,318.75,44.8,25.99,120.73,3.22,39.54,19.94,2023-12-27 01:45:00
115.72,322.06,44.05,26.85,119.37,3.04,39.6,20.01,2023-12-27 02:00:00
115.72,322.06,44.9,25.67,121.66,2.93,39.41,19.22,2023-12-27 02:15:00
115.72,322.06,45.34,25.95,121.64,3.04,39.82,20.48,2023-12-27 02:30:00
115.58,321.81,45.53,25.9,120.67,2.75,39.89,20.43,2023-12-27 02:45:00
113.59,318.33,45.29,25.03,123.26,2.74,39.27,20.3,2023-12-27 03:00:00
113.59,318.33,44.59,26.35,124.17,2.86,39.62,20.94,2023-12-27 03:15:00
113.59,318.33,44.66,26.09,120.02,3.04,39.51,20.1,2023-12-27 03:30:00
113.4,318.33,44.06,27.19,121.21,2.74,39.79,20.38,2023-12-27 03:45:00
110.75,318.27,45.57,25.85,120.32,2.81,39.89,20.2,2023-12-27 04:00:00
110.75,318.27,44.59,25.69,121.32,2.9,39.25,19.86,2023-12-27 04:15:00
110.75,318.27,43.99,25.72,121.03,3.29,38.93,19.99,2023-12-27 04:30:00
110.88,318.59,44.56,25.69,123.63,2.72,39.24,19.69,2023-12-27 04:45:00
112.7,323.13,44.39,26.05,123.25,3.01,39.34,20.01,2023-12-27 05:00:00
112.7,323.13,44.62,25.98,120.84,2.72,39.43,19.79,2023-12-27 05:15:00
112.7,323.13,45.07,25.96,120.66,2.9,39.67,19.84,2023-12-27 05:30:00
112.71,322.74,44.75,25.55,121.66,3.27,39.26,19.47,2023-12-27 05:45:00
112.89,317.32,44.58,25.21,122.3,2.89,38.98,19.44,2023-12-27 06:00:00
112.89,317.32,44.5,26.14,121.66,2.91,39.45,19.18,2023-12-27 06:15:00
112.89,317.32,44.83,26.05,122.65,2.78,39.59,19.54,2023-12-27 06:30:00
112.92,317.43,43.92,25.56,120.32,2.96,38.81,19.39,2023-12-27 06:45:00
113.4,319.01,43.88,26.21,121.34,3.1,39.14,20.64,2023-12-27 07:00:00
113.4,319.01,43.87,26.57,119.39,3.27,39.34,20.18,2023-12-27 07:15:00
113.4,319.01,44.94,25.22,120.97,3.16,39.18,20.78,2023-12-27 07:30:00
113.42,319.18,45.12,26.07,122.29,3.01,39.76,20.34,2023-12-27 07:45:00
113.69,321.59,44.66,26.15,121.41,2.43,39.55,21.66,2023-12-27 08:00:00
113.69,321.59,44.14,26.33,121.65,2.63,39.36,21.31,2023-12-27 08:15:00
113.69,321.59,44.88,26.36,121.57,3.0,39.79,20.44,2023-12-27 08:30:00
113.25,321.23,44.54,27.03,116.71,2.75,39.97,21.76,2023-12-27 08:45:00
107.05,316.17,45.28,27.1,118.38,2.82,40.43,21.69,2023-12-27 09:00:00
107.05,316.17,44.74,25.8,117.92,2.39,39.39,22.52,2023-12-27 09:15:00
107.05,316.17,44.59,25.36,118.61,2.89,39.07,22.5,2023-12-27 09:30:00
107.37,316.21,45.03,26.19,119.38,2.53,39.78,23.52,2023-12-27 09:45:00
111.8,316.83,44.21,26.18,120.34,2.98,39.31,23.41,2023-12-27 10:00:00
111.8,316.83,44.99,26.51,119.65,3.06,39.93,23.74,2023-12-27 10:15:00
111.8,316.83,44.98,26.16,123.18,3.06,39.74,24.65,2023-12-27 10:30:00
107.74,305.21,44.79,26.37,119.17,2.97,39.74,25.24,2023-12-27 10:45:00
50.93,142.57,44.46,26.16,119.15,3.06,39.44,25.59,2023-12-27 11:00:00
50.93,142.57,44.23,26.26,120.55,2.96,39.37,26.52,2023-12-27 11:15:00
50.93,142.57,44.27,25.9,121.6,2.91,39.19,27.32,2023-12-27 11:30:00
49.66,140.39,44.34,25.57,123.57,2.85,39.04,26.72,2023-12-27 11:45:00
31.84,109.82,44.13,26.8,119.09,3.27,39.61,28.5,2023-12-27 12:00:00
31.84,109.82,45.21,26.69,121.49,2.79,40.15,27.71,2023-12-27 12:15:00
31.84,109.82,44.96,24.89,118.54,3.03,39.01,29.54,2023-12-27 12:30:00
30.42,107.2,44.24,26.73,121.51,2.81,39.63,28.37,2023-12-27 12:45:00
10.54,70.52,44.11,26.62,121.25,3.23,39.5,28.77,2023-12-27 13:00:00
10.54,70.52,44.98,27.02,118.3,3.11,40.21,28.0,2023-12-27 13:15:00
10.54,70.52,45.64,26.79,126.5,3.25,40.45,28.47,2023-12-27 13:30:00
11.01,71.17,44.82,26.98,124.48,2.89,40.1,28.78,2023-12-27 13:45:00
17.56,80.24,45.31,26.38,126.23,3.12,40.04,28.59,2023-12-27 14:00:00
17.56,80.24,44.85,26.27,126.45,2.79,39.72,28.17,2023-12-27 14:15:00
17.56,80.24,44.63,26.0,127.01,3.19,39.45,27.86,2023-12-27 14:30:00
16.98,80.71,45.23,25.8,124.92,3.21,39.67,27.46,2023-12-27 14:45:00
8.8,87.34,44.84,26.39,125.23,3.16,39.79,27.22,2023-12-27 15:00:00
56.63,79.34,45.29,28.41,130.67,2.59,41.16,26.94,2023-12-27 15:15:00
56.63,79.34,44.63,24.87,125.9,3.23,38.82,25.53,2023-12-27 15:30:00
53.84,80.87,45.65,24.86,125.06,2.65,39.38,25.54,2023-12-27 15:45:00
14.84,102.25,44.56,25.56,121.71,3.23,39.16,24.25,2023-12-27 16:00:00
14.84,102.25,45.31,25.94,129.27,2.89,39.79,23.81,2023-12-27 16:15:00
14.84,102.25,44.54,26.61,127.91,2.98,39.74,23.7,2023-12-27 16:30:00
16.71,105.3,44.2,27.43,123.38,3.26,40.01,23.38,2023-12-27 16:45:00
42.95,147.99,45.45,26.86,126.29,3.09,40.38,23.15,2023-12-27 17:00:00
42.95,147.99,45.29,26.14,124.71,2.91,39.89,22.92,2023-12-27 17:15:00
42.95,147.99,45.37,26.48,125.31,3.33,40.13,23.74,2023-12-27 17:30:00
43.54,153.26,45.16,26.03,124.14,3.05,39.76,23.28,2023-12-27 17:45:00
51.77,227.11,45.23,25.48,122.2,3.09,39.49,23.22,2023-12-27 18:00:00
51.77,227.11,44.99,26.05,127.84,3.01,39.68,23.37,2023-12-27 18:15:00
51.77,227.11,44.41,26.46,127.43,2.51,39.58,22.43,2023-12-27 18:30:00
53.93,230.65,45.1,26.19,127.0,3.15,39.82,22.53,2023-12-27 18:45:00
84.12,280.16,45.2,25.27,126.53,2.92,39.36,22.52,2023-12-27 19:00:00
84.12,280.16,44.67,27.13,121.69,3.04,40.1,21.02,2023-12-27 19:15:00
84.12,280.16,45.47,26.55,121.58,3.05,40.22,21.1,2023-12-27 19:30:00
86.81,287.05,45.45,26.26,120.19,3.01,40.05,20.73,2023-12-27 19:45:00
124.53,383.47,44.76,25.86,121.47,3.29,39.44,20.44,2023-12-27 20:00:00
124.53,383.47,44.95,27.36,122.87,3.14,40.38,20.85,2023-12-27 20:15:00
124.53,383.47,45.11,26.98,122.13,2.87,40.26,20.35,2023-12-27 20:30:00
123.23,380.63,44.81,27.17,120.45,2.67,40.2,20.32,2023-12-27 20:45:00
105.1,340.8,44.88,26.42,123.07,3.06,39.82,19.47,2023-12-27 21:00:00
105.1,340.8,44.66,26.14,124.27,3.29,39.54,19.65,2023-12-27 21:15:00
105.1,340.8,44.82,25.98,121.17,2.55,39.54,19.81,2023-12-27 21:30:00
102.64,336.08,45.16,25.22,119.84,2.9,39.3,19.12,2023-12-27 21:45:00
