pm2.5,pm10,no,no2,so2,co,nox,ozone,at,rh,ws,wd,bp,timestamp,nh3,benzene,eth_benzene,toluene,xylene,mp_xylene
68.4,118.95,5.12,18.56,2.66,0.52,14.03,2.5,23.35,99.18,0.35,180.0,750.5,2024-10-22 23:15:00,7.04,,,,,
68.46,119.24,6.12,18.24,2.39,0.51,14.68,2.18,23.28,99.15,0.34,180.0,750.4,2024-10-22 23:30:00,7.04,,,,,
69.12,120.21,3.76,15.15,2.51,0.46,11.12,3.95,23.27,99.42,0.33,180.0,750.2,2024-10-22 23:45:00,7.34,,,,,
69.95,121.52,3.3,14.56,2.59,0.44,10.43,7.64,23.2,99.13,0.32,180.0,750.1,2024-10-23 00:00:00,7.36,,,,,
71.27,122.76,4.0,14.19,2.66,0.46,10.8,3.12,23.13,99.4,0.3,180.0,750.1,2024-10-23 00:15:00,7.32,,,,,
76.47,128.9,3.46,12.17,2.6,0.44,9.29,4.77,23.11,99.78,0.33,180.0,750.0,2024-10-23 00:30:00,7.48,,,,,
83.55,137.96,3.96,12.63,2.39,0.45,9.94,3.28,23.07,99.85,0.28,180.0,749.9,2024-10-23 00:45:00,7.43,,,,,
92.47,147.37,3.59,12.27,2.55,0.42,9.45,5.55,23.01,99.46,0.3,180.0,749.8,2024-10-23 01:00:00,7.56,,,,,
101.38,157.08,3.15,12.2,2.49,0.39,9.05,11.67,22.93,99.16,0.31,179.53,749.8,2024-10-23 01:15:00,7.75,,,,,
110.17,166.3,3.01,10.67,2.56,0.36,8.12,9.31,22.9,99.2,0.28,179.4,749.7,2024-10-23 01:30:00,7.88,,,,,
116.62,173.19,2.96,12.01,2.44,0.34,8.79,9.13,22.82,99.62,0.31,179.33,749.7,2024-10-23 01:45:00,7.73,,,,,
120.57,177.84,3.02,13.85,2.44,0.33,9.82,5.87,22.83,99.43,0.29,179.47,749.7,2024-10-23 02:00:00,7.68,,,,,
122.91,180.55,3.17,17.29,2.55,0.33,11.77,4.87,22.86,99.12,0.31,179.87,749.6,2024-10-23 02:15:00,7.63,,,,,
123.95,181.2,3.54,18.39,2.33,0.32,12.66,2.95,22.85,99.15,0.31,179.93,749.6,2024-10-23 02:30:00,7.5,,,,,
119.01,180.07,4.05,23.83,2.17,0.32,15.97,2.45,22.9,99.11,0.31,180.0,749.6,2024-10-23 02:45:00,7.26,,,,,
111.54,176.6,3.42,22.75,2.14,0.31,14.88,4.37,22.89,99.2,0.29,176.84,749.5,2024-10-23 03:00:00,7.4,,,,,
106.87,171.81,3.39,24.05,2.36,0.31,15.55,3.78,22.83,99.52,0.31,142.87,749.5,2024-10-23 03:15:00,7.46,,,,,
103.15,165.72,3.56,24.45,2.1,0.3,15.9,2.68,22.79,99.27,0.31,143.0,749.4,2024-10-23 03:30:00,7.4,,,,,
99.36,158.53,4.6,23.47,2.18,0.35,16.22,2.43,22.79,99.85,0.29,143.0,749.4,2024-10-23 03:45:00,7.46,,,,,
96.33,152.82,4.03,26.68,2.19,0.52,17.47,4.72,22.75,99.63,0.31,126.14,749.5,2024-10-23 04:00:00,7.29,,,,,
94.18,149.45,3.53,26.74,2.23,0.5,17.09,6.2,22.74,99.6,0.29,271.76,749.5,2024-10-23 04:15:00,7.26,,,,,
93.6,146.99,3.34,24.49,2.45,0.41,15.74,9.25,22.64,99.41,0.27,275.05,749.7,2024-10-23 04:30:00,7.5,,,,,
92.36,144.8,3.4,22.7,2.39,0.35,14.84,8.3,22.62,99.13,0.37,100.38,749.8,2024-10-23 04:45:00,7.58,,,,,
90.49,143.36,3.4,21.71,2.23,0.31,14.31,5.37,22.59,99.22,0.29,98.0,749.9,2024-10-23 05:00:00,7.59,,,,,
89.15,141.65,3.75,20.2,2.16,0.31,13.79,3.29,22.55,99.5,0.33,98.0,749.9,2024-10-23 05:15:00,7.66,,,,,
87.18,138.89,3.74,19.99,2.2,0.29,13.67,3.35,22.52,99.65,0.29,98.0,750.0,2024-10-23 05:30:00,7.74,,,,,
84.74,136.33,4.16,17.67,2.06,0.29,12.78,2.52,22.46,99.37,0.32,98.0,750.1,2024-10-23 05:45:00,7.82,,,,,
82.91,132.64,5.19,20.49,2.25,0.3,15.12,5.71,22.53,99.34,0.24,246.63,750.1,2024-10-23 06:00:00,7.73,,,,,
82.03,129.28,5.38,23.88,2.45,0.32,17.08,9.87,22.71,99.23,0.34,258.53,750.3,2024-10-23 06:15:00,7.61,,,,,
80.81,126.39,5.82,23.93,2.64,0.39,17.46,14.57,23.16,99.63,0.31,299.48,750.4,2024-10-23 06:30:00,7.53,,,,,
80.67,126.2,8.05,28.5,2.79,0.31,21.7,14.66,23.88,98.81,0.53,320.41,750.4,2024-10-23 06:45:00,7.34,,,,,
81.48,126.1,7.37,27.23,2.95,0.29,20.48,19.76,24.56,92.29,0.49,275.71,750.6,2024-10-23 07:00:00,7.88,,,,,
80.87,124.53,7.57,28.56,2.97,0.42,21.35,20.69,24.96,89.94,0.33,315.63,750.7,2024-10-23 07:15:00,7.83,,,,,
81.3,125.4,7.63,26.3,3.2,0.52,20.19,20.33,25.35,89.06,0.29,300.24,750.7,2024-10-23 07:30:00,7.7,,,,,
83.65,127.29,8.08,26.21,3.24,0.6,20.51,24.35,26.1,83.81,0.33,331.11,750.9,2024-10-23 07:45:00,7.74,,,,,
85.43,129.69,5.5,20.64,3.71,0.5,15.45,38.06,26.88,76.72,0.35,354.27,751.1,2024-10-23 08:00:00,8.4,,,,,
85.7,131.1,5.32,18.39,3.94,0.5,14.11,47.31,27.89,71.12,0.5,117.55,751.1,2024-10-23 08:15:00,8.45,,,,,
85.76,135.5,4.4,14.35,4.5,0.4,11.21,60.89,28.17,68.93,1.02,277.13,751.1,2024-10-23 08:30:00,8.73,,,,,
85.39,140.73,4.13,15.33,4.6,0.41,11.51,63.49,28.59,67.79,0.62,313.71,751.1,2024-10-23 08:45:00,8.74,,,,,
85.96,145.34,3.69,14.15,4.23,0.39,10.53,67.7,28.94,68.17,0.96,324.56,751.1,2024-10-23 09:00:00,8.69,,,,,
87.32,147.89,3.34,13.36,4.74,0.31,9.82,77.29,29.39,65.35,1.04,309.3,751.0,2024-10-23 09:15:00,8.65,,,,,
89.53,149.24,3.16,13.6,4.82,0.29,9.8,78.21,29.09,68.19,0.91,321.36,751.0,2024-10-23 09:30:00,8.57,,,,,
91.11,148.9,3.12,13.91,5.14,0.3,9.94,81.83,29.35,66.52,1.15,327.67,750.9,2024-10-23 09:45:00,8.62,,,,,
91.23,147.83,3.24,15.67,5.57,0.29,10.97,82.15,29.41,67.07,0.93,2.75,750.6,2024-10-23 10:00:00,8.44,,,,,
91.47,148.41,2.55,10.99,5.6,0.25,7.92,90.32,29.17,68.47,0.88,17.39,750.4,2024-10-23 10:15:00,8.66,,,,,
91.1,148.42,2.14,7.37,5.54,0.27,5.66,91.21,29.33,68.7,0.97,331.33,750.2,2024-10-23 10:30:00,8.91,,,,,
88.85,146.81,1.96,4.59,5.41,0.26,4.03,94.12,29.43,68.52,0.53,27.64,750.0,2024-10-23 10:45:00,9.04,,,,,
81.94,144.39,1.89,4.17,5.58,0.25,3.75,91.61,29.67,67.77,0.71,332.13,749.9,2024-10-23 11:00:00,9.09,,,,,
75.44,140.44,1.79,4.11,5.26,0.26,3.64,89.53,30.31,64.97,0.75,328.96,749.8,2024-10-23 11:15:00,9.1,,,,,
73.85,134.81,1.77,3.68,5.75,0.24,3.4,98.54,30.15,63.62,0.87,328.46,749.7,2024-10-23 11:30:00,8.85,,,,,
73.61,130.02,1.63,3.79,5.83,0.23,3.34,102.65,30.6,60.49,0.52,167.04,749.6,2024-10-23 11:45:00,8.53,,,,,
74.13,125.45,,,4.94,0.26,,102.7,30.73,58.67,0.71,344.75,749.5,2024-10-23 12:00:00,,,,,,
74.49,121.23,,,5.03,0.25,,104.7,30.93,59.54,0.65,332.26,749.3,2024-10-23 12:15:00,,,,,,
73.93,116.33,,,5.41,0.24,,119.5,31.39,55.63,0.69,34.75,749.1,2024-10-23 12:30:00,,,,,,
73.56,111.79,,,5.14,0.25,,121.6,31.31,55.56,0.61,108.63,748.9,2024-10-23 12:45:00,,,,,,
71.06,106.43,,,4.91,0.25,,115.0,30.78,59.67,0.75,116.05,748.7,2024-10-23 13:00:00,,,,,,
68.47,102.55,,,4.94,0.25,,106.6,31.41,58.63,0.56,91.88,748.4,2024-10-23 13:15:00,,,,,,
66.73,98.37,,,5.23,0.25,,109.9,31.23,58.36,0.52,312.24,748.1,2024-10-23 13:30:00,,,,,,
64.67,94.23,,,5.08,0.26,,109.8,31.31,60.23,0.69,27.67,748.0,2024-10-23 13:45:00,,,,,,
62.9,91.05,,,5.25,0.25,,119.6,31.63,57.83,0.87,5.66,747.9,2024-10-23 14:00:00,,,,,,
61.62,88.99,,,5.35,0.25,,115.0,31.43,58.89,0.91,62.72,747.8,2024-10-23 14:15:00,,,,,,
59.6,87.33,,,5.42,0.24,,115.6,31.24,60.95,0.75,357.08,747.8,2024-10-23 14:30:00,,,,,,
58.5,86.19,,,5.34,0.23,,113.3,31.45,59.11,0.53,45.36,747.8,2024-10-23 14:45:00,,,,,,
58.33,85.8,,,5.12,0.24,,109.8,30.99,63.0,0.52,92.84,747.9,2024-10-23 15:00:00,,,,,,
56.88,83.63,,,4.49,0.26,,99.31,30.31,68.89,0.93,121.86,748.0,2024-10-23 15:15:00,,,,,,
54.5,81.79,,,4.39,0.26,,87.5,28.68,82.01,1.06,102.9,748.2,2024-10-23 15:30:00,,,,,,
53.04,80.97,,,3.69,0.19,,64.76,25.2,90.93,2.57,168.12,748.5,2024-10-23 15:45:00,,,,,,
51.63,79.64,,,3.4,0.25,,54.7,24.84,96.35,2.31,130.58,748.8,2024-10-23 16:00:00,,,,,,
50.8,79.3,,,3.8,0.22,,53.45,24.56,97.03,1.95,111.21,749.0,2024-10-23 16:15:00,,,,,,
47.56,77.09,,,3.57,0.18,,49.96,24.61,98.61,1.54,92.2,749.1,2024-10-23 16:30:00,,,,,,
44.12,73.22,,,3.43,0.15,,49.42,24.35,98.8,2.01,112.78,749.2,2024-10-23 16:45:00,,,,,,
39.89,68.49,,,3.31,0.16,,49.26,23.95,98.49,1.25,96.78,749.2,2024-10-23 17:00:00,,,,,,
35.89,64.11,,,3.33,0.16,,46.78,23.95,99.68,1.45,93.23,749.2,2024-10-23 17:15:00,,,,,,
31.39,60.91,,,3.05,0.19,,42.75,24.0,98.8,0.63,72.1,749.3,2024-10-23 17:30:00,,,,,,
27.64,68.16,,,3.3,0.2,,42.38,23.96,98.34,0.49,95.15,749.3,2024-10-23 17:45:00,,,,,,
24.97,72.66,,,3.33,0.2,,45.82,23.91,98.86,0.89,4.02,749.3,2024-10-23 18:00:00,,,,,,
23.01,71.41,,,3.43,0.19,,46.21,23.88,98.31,0.39,19.9,749.2,2024-10-23 18:15:00,,,,,,
21.13,67.15,,,3.26,0.22,,37.97,23.96,98.35,0.43,356.92,749.2,2024-10-23 18:30:00,,,,,,
20.21,61.27,,,3.35,0.22,,36.13,23.99,99.26,0.35,354.45,749.3,2024-10-23 18:45:00,,,,,,
19.75,55.74,0.92,4.88,3.1,0.24,3.34,36.32,24.08,98.11,0.43,345.24,749.4,2024-10-23 19:00:00,3.49,,,,,
19.4,49.84,0.89,6.25,3.08,0.28,4.05,25.25,24.07,98.2,0.35,189.18,749.4,2024-10-23 19:15:00,2.68,,,,,
18.57,45.14,0.93,8.87,2.71,0.28,5.47,18.76,24.09,99.09,0.28,123.0,749.5,2024-10-23 19:30:00,2.3,,,,,
19.05,40.84,0.89,8.86,2.67,0.28,5.44,15.34,24.02,98.41,0.32,301.05,749.6,2024-10-23 19:45:00,1.88,,,,,
19.78,37.11,1.0,11.07,2.77,0.32,6.7,13.72,24.01,98.04,0.29,328.37,749.7,2024-10-23 20:00:00,1.36,,,,,
20.38,34.55,0.82,6.02,2.8,0.24,3.87,19.79,23.94,98.35,0.31,290.54,749.8,2024-10-23 20:15:00,1.65,,,,,
20.23,34.01,0.8,4.81,2.72,0.25,3.21,20.83,23.83,98.66,0.37,328.86,749.7,2024-10-23 20:30:00,1.65,,,,,
20.14,33.23,0.75,4.48,2.88,0.23,2.99,21.99,23.86,98.45,0.29,178.79,749.8,2024-10-23 20:45:00,1.49,,,,,
19.33,31.83,0.73,5.38,2.71,0.25,3.46,21.2,23.83,99.14,0.31,284.79,749.7,2024-10-23 21:00:00,1.35,,,,,
20.56,30.52,0.74,5.59,2.57,0.25,3.58,20.33,23.85,98.19,0.39,335.17,749.6,2024-10-23 21:15:00,1.07,,,,,
20.46,29.47,0.66,4.71,2.78,0.25,3.04,22.18,23.9,99.4,0.5,350.98,749.5,2024-10-23 21:30:00,1.27,,,,,
20.22,29.56,0.74,6.12,2.78,0.29,3.86,21.02,23.93,98.55,0.41,21.59,749.4,2024-10-23 21:45:00,0.99,,,,,
20.89,30.67,0.7,4.76,2.74,0.36,3.1,22.61,23.96,98.76,0.34,321.67,749.3,2024-10-23 22:00:00,1.12,,,,,
24.16,32.99,0.65,3.88,2.82,0.22,2.59,24.91,23.97,98.17,0.56,38.08,749.3,2024-10-23 22:15:00,1.0,,,,,
24.74,34.61,0.63,3.7,2.76,0.2,2.48,25.25,24.05,98.24,0.42,40.78,749.4,2024-10-23 22:30:00,1.0,,,,,
24.32,36.27,0.62,4.19,2.57,0.2,2.73,22.03,24.05,99.18,0.59,359.32,749.4,2024-10-23 22:45:00,0.86,,,,,
23.99,36.64,0.54,3.25,2.89,0.2,2.17,24.64,24.03,98.6,0.44,4.92,749.3,2024-10-23 23:00:00,0.87,,,,,
23.36,36.36,0.52,2.89,2.52,0.19,1.96,24.3,24.11,98.65,0.6,5.68,749.3,2024-10-23 23:15:00,1.01,,,,,
22.34,36.18,0.52,2.83,2.72,0.18,1.93,25.29,24.2,98.69,0.55,40.31,749.4,2024-10-23 23:30:00,0.9,,,,,
21.02,37.3,0.5,3.49,2.67,0.19,2.26,20.85,24.22,98.25,0.65,38.24,749.6,2024-10-23 23:45:00,0.8,,,,,
20.33,37.26,0.5,4.32,2.62,0.18,2.7,22.28,24.21,98.1,0.7,40.87,749.5,2024-10-24 00:00:00,0.71,,,,,
20.12,37.55,0.46,2.79,2.87,0.16,1.86,33.57,24.04,98.64,1.0,39.31,749.4,2024-10-24 00:15:00,0.85,,,,,
19.04,37.96,0.43,2.75,3.27,0.15,1.81,35.19,23.93,98.17,0.7,49.77,749.3,2024-10-24 00:30:00,0.83,,,,,
18.8,37.44,0.42,1.96,3.45,0.15,1.38,36.48,23.84,99.65,0.69,55.26,749.2,2024-10-24 00:45:00,0.87,,,,,
17.73,46.42,0.41,1.61,3.3,0.14,1.19,35.82,23.76,98.57,0.69,66.5,749.2,2024-10-24 01:00:00,0.83,,,,,
16.57,56.08,0.4,1.76,3.08,0.14,1.26,33.63,23.66,98.49,0.51,81.84,749.2,2024-10-24 01:15:00,0.7,,,,,
15.38,58.82,0.39,1.83,3.17,0.15,1.29,32.57,23.62,98.22,0.7,61.53,749.2,2024-10-24 01:30:00,0.71,,,,,
14.32,58.11,0.4,2.21,3.15,0.15,1.5,32.51,23.6,98.57,0.45,38.19,749.0,2024-10-24 01:45:00,0.64,,,,,
12.23,54.71,0.41,2.49,3.23,0.15,1.66,31.82,23.6,98.28,0.45,46.19,748.9,2024-10-24 02:00:00,0.58,,,,,
10.65,49.85,0.42,2.36,3.08,0.14,1.6,30.93,23.6,98.26,0.64,31.76,748.7,2024-10-24 02:15:00,0.61,,,,,
9.33,44.78,0.43,2.43,2.95,0.15,1.64,29.92,23.6,98.68,0.48,52.03,748.7,2024-10-24 02:30:00,0.57,,,,,
8.86,40.17,0.42,2.39,2.91,0.16,1.61,28.39,23.61,99.08,0.56,41.82,748.6,2024-10-24 02:45:00,0.53,,,,,
8.94,36.1,0.46,2.49,2.89,0.16,1.7,27.88,23.63,98.61,0.5,27.69,748.5,2024-10-24 03:00:00,0.46,,,,,
8.24,32.77,0.44,2.4,2.85,0.15,1.63,27.05,23.68,98.88,0.67,35.98,748.4,2024-10-24 03:15:00,0.49,,,,,
8.92,29.23,0.44,2.41,2.92,0.15,1.64,26.56,23.74,98.04,0.77,39.71,748.4,2024-10-24 03:30:00,0.49,,,,,
9.34,25.47,0.41,2.56,3.0,0.15,1.7,31.71,23.74,98.49,1.09,40.51,748.4,2024-10-24 03:45:00,0.46,,,,,
9.91,22.63,0.42,1.67,3.03,0.14,1.23,35.81,23.68,98.28,0.79,39.55,748.3,2024-10-24 04:00:00,0.44,,,,,
9.66,20.9,0.43,2.18,3.19,0.13,1.51,35.82,23.69,98.37,0.7,38.08,748.4,2024-10-24 04:15:00,0.5,,,,,
9.6,19.37,0.42,2.08,3.3,0.14,1.45,34.41,23.69,98.9,0.89,72.1,748.6,2024-10-24 04:30:00,0.37,,,,,
9.21,17.04,0.4,3.25,3.57,0.14,2.05,31.01,23.7,98.47,1.1,78.34,748.7,2024-10-24 04:45:00,0.26,,,,,
9.3,16.96,0.42,1.84,3.38,0.14,1.32,34.81,23.73,98.15,1.42,69.32,748.8,2024-10-24 05:00:00,0.37,,,,,
10.08,17.31,0.42,2.49,3.42,0.14,1.67,34.86,23.69,98.68,1.16,43.86,748.9,2024-10-24 05:15:00,0.37,,,,,
9.82,17.46,0.44,2.84,3.81,0.14,1.87,33.17,23.61,98.34,0.92,34.41,749.0,2024-10-24 05:30:00,0.3,,,,,
10.83,16.89,0.46,2.25,3.45,0.15,1.57,35.81,23.6,98.19,0.91,39.16,749.1,2024-10-24 05:45:00,0.25,,,,,
11.42,17.12,0.47,2.06,3.3,0.15,1.48,34.64,23.6,98.33,0.95,24.1,749.2,2024-10-24 06:00:00,0.38,,,,,
11.55,17.66,0.44,1.93,3.19,0.14,1.38,36.09,23.6,98.62,0.77,46.23,749.4,2024-10-24 06:15:00,0.3,,,,,
11.2,18.98,0.47,1.98,3.18,0.14,1.44,36.01,23.62,98.04,1.21,32.28,749.5,2024-10-24 06:30:00,0.22,,,,,
10.64,18.48,0.4,1.81,3.33,0.14,1.29,37.47,23.58,98.66,1.39,58.79,749.6,2024-10-24 06:45:00,0.26,,,,,
11.13,23.42,0.45,2.26,3.22,0.13,1.57,39.15,23.5,98.18,1.55,48.27,749.8,2024-10-24 07:00:00,0.19,,,,,
10.26,34.44,0.48,2.07,3.36,0.13,1.49,45.39,23.56,98.72,1.33,43.53,749.9,2024-10-24 07:15:00,0.19,,,,,
9.78,38.89,0.4,1.66,3.45,0.12,1.21,47.14,23.67,97.51,1.8,45.01,750.1,2024-10-24 07:30:00,0.2,,,,,
9.51,38.49,0.42,1.33,3.6,0.12,1.05,46.97,23.74,97.26,1.21,41.87,750.1,2024-10-24 07:45:00,0.22,,,,,
8.41,36.67,0.46,1.54,3.49,0.12,1.19,45.96,24.19,94.04,1.55,43.05,750.2,2024-10-24 08:00:00,0.18,,,,,
8.78,35.99,0.47,1.45,3.53,0.12,1.15,46.26,24.31,93.56,2.03,40.06,750.2,2024-10-24 08:15:00,0.1,,,,,
9.71,34.66,0.39,1.07,3.53,0.11,0.89,50.95,24.69,90.13,1.33,43.74,750.4,2024-10-24 08:30:00,0.13,,,,,
9.63,32.09,0.4,1.1,3.91,0.11,0.91,52.18,25.03,86.93,1.94,37.01,750.4,2024-10-24 08:45:00,0.15,,,,,
10.51,29.25,0.37,1.09,3.8,0.11,0.88,55.39,25.26,84.76,2.03,42.53,750.5,2024-10-24 09:00:00,0.07,,,,,
10.44,26.48,0.31,1.07,3.78,0.11,0.82,58.05,25.16,85.01,1.86,27.75,750.3,2024-10-24 09:15:00,0.05,,,,,
9.0,24.63,0.32,1.12,3.82,0.11,0.86,57.57,25.09,86.15,1.64,33.37,750.1,2024-10-24 09:30:00,0.02,,,,,
7.15,22.99,0.37,1.41,3.95,0.12,1.05,56.34,25.4,84.3,1.61,40.83,750.1,2024-10-24 09:45:00,,,,,,
5.43,20.61,0.31,1.26,3.68,0.12,0.92,55.75,25.54,83.71,1.01,31.48,750.0,2024-10-24 10:00:00,,,,,,
4.69,18.32,0.3,1.2,4.0,0.11,0.88,56.12,25.32,85.07,1.85,52.04,749.8,2024-10-24 10:15:00,0.04,,,,,
4.84,16.12,0.37,1.3,3.82,0.12,0.99,56.83,25.58,83.17,1.59,38.52,749.6,2024-10-24 10:30:00,0.03,,,,,
4.26,14.86,0.3,1.35,4.01,0.11,0.96,58.35,25.55,82.72,1.51,65.9,749.4,2024-10-24 10:45:00,0.04,,,,,
4.5,13.86,0.28,1.24,4.08,0.11,0.89,60.02,25.23,84.31,1.46,27.37,749.2,2024-10-24 11:00:00,0.05,,,,,
3.98,15.1,0.29,1.35,3.83,0.11,0.95,58.95,25.31,84.0,1.8,30.09,749.1,2024-10-24 11:15:00,0.05,,,,,
4.19,14.99,0.29,1.56,3.97,0.12,1.07,59.19,25.21,84.95,1.43,53.13,749.0,2024-10-24 11:30:00,0.01,,,,,
3.75,15.31,0.31,1.75,4.01,0.12,1.18,59.22,25.07,86.59,1.47,59.4,748.9,2024-10-24 11:45:00,,,,,,
3.89,15.96,0.26,1.51,4.07,0.13,1.01,62.34,24.11,92.71,1.59,87.95,748.9,2024-10-24 12:00:00,0.1,,,,,
2.42,17.67,0.28,1.64,4.11,0.12,1.1,62.66,23.17,98.23,1.9,71.57,748.8,2024-10-24 12:15:00,0.17,,,,,
3.47,18.76,1.12,5.29,3.95,0.12,3.72,64.9,22.94,98.74,1.41,35.66,748.6,2024-10-24 12:30:00,2.36,,,,,
0.84,19.2,1.13,5.35,3.87,0.15,3.76,63.63,23.11,97.13,2.23,20.39,748.3,2024-10-24 12:45:00,2.32,,,,,
0.86,19.77,1.16,5.31,4.03,0.15,3.77,63.69,23.37,95.29,1.39,49.51,748.1,2024-10-24 13:00:00,2.42,,,,,
3.81,20.42,1.14,5.48,4.03,0.16,3.84,63.2,23.69,93.24,1.21,50.34,747.9,2024-10-24 13:15:00,2.51,,,,,
4.03,21.35,1.15,5.56,4.02,0.14,3.89,64.59,23.69,92.55,1.61,41.42,747.7,2024-10-24 13:30:00,2.41,,,,,
3.72,20.83,1.13,5.65,4.16,0.14,3.92,63.17,23.76,92.38,1.18,42.5,747.6,2024-10-24 13:45:00,2.49,,,,,
4.99,20.55,1.15,5.79,4.0,0.13,4.01,61.07,23.89,92.69,1.59,16.7,747.4,2024-10-24 14:00:00,2.36,,,,,
6.12,20.5,1.15,6.64,3.78,0.14,4.47,55.89,23.99,94.33,1.01,31.05,747.3,2024-10-24 14:15:00,2.26,,,,,
6.34,26.05,1.19,6.84,3.93,0.13,4.61,59.38,24.18,92.13,1.98,27.79,747.2,2024-10-24 14:30:00,2.29,,,,,
6.76,36.15,1.13,5.87,4.14,0.13,4.04,62.05,24.28,90.59,1.65,26.06,747.2,2024-10-24 14:45:00,2.35,,,,,
7.67,40.81,1.2,5.97,4.2,0.12,4.15,62.43,24.53,88.75,2.6,16.63,746.9,2024-10-24 15:00:00,2.36,,,,,
8.26,41.24,1.12,5.6,4.29,0.13,3.89,64.05,24.71,87.64,2.24,34.28,746.8,2024-10-24 15:15:00,2.5,,,,,
9.99,39.69,1.15,6.01,4.05,0.14,4.13,60.77,24.65,88.8,1.75,27.67,746.9,2024-10-24 15:30:00,2.28,,,,,
10.28,36.26,1.18,7.16,4.22,0.13,4.77,58.81,24.51,90.09,1.46,16.71,746.9,2024-10-24 15:45:00,2.23,,,,,
10.97,33.75,1.08,6.19,4.54,0.14,4.17,61.3,24.49,90.8,1.07,36.72,747.2,2024-10-24 16:00:00,2.51,,,,,
10.5,32.68,1.07,6.49,4.32,0.15,4.32,59.18,24.4,92.22,1.26,56.56,747.3,2024-10-24 16:15:00,2.52,,,,,
10.86,30.82,1.09,7.45,4.69,0.16,4.85,56.84,24.34,92.92,1.32,46.65,747.3,2024-10-24 16:30:00,2.35,,,,,
10.45,28.19,1.13,8.84,5.28,0.16,5.62,53.7,24.23,93.81,1.58,39.47,747.3,2024-10-24 16:45:00,2.3,,,,,
11.11,26.76,1.11,8.91,4.91,0.16,5.64,51.76,24.12,94.72,1.43,32.71,747.3,2024-10-24 17:00:00,2.34,,,,,
12.3,26.24,1.11,7.61,4.69,0.16,4.95,54.43,24.15,94.23,0.96,33.02,747.4,2024-10-24 17:15:00,2.51,,,,,
13.35,26.34,1.08,6.51,4.67,0.14,4.34,58.99,24.18,92.68,1.69,33.42,747.6,2024-10-24 17:30:00,2.57,,,,,
13.82,26.16,1.07,6.31,4.45,0.14,4.23,60.34,24.11,92.29,1.64,31.93,747.6,2024-10-24 17:45:00,2.6,,,,,
14.59,25.93,1.06,6.29,4.55,0.14,4.21,59.33,24.09,92.61,2.42,24.89,747.8,2024-10-24 18:00:00,2.54,,,,,
16.27,26.0,1.08,6.17,4.3,0.14,4.16,58.54,24.0,92.93,1.27,40.9,748.0,2024-10-24 18:15:00,2.51,,,,,
16.71,26.21,1.06,5.99,4.18,0.14,4.05,58.57,23.93,93.15,1.8,45.43,748.0,2024-10-24 18:30:00,2.57,,,,,
16.31,27.55,1.1,6.05,3.93,0.14,4.11,59.65,23.85,93.54,2.05,42.09,748.0,2024-10-24 18:45:00,2.41,,,,,
16.28,27.51,1.07,5.75,4.06,0.14,3.93,60.14,23.7,94.39,1.77,31.98,748.0,2024-10-24 19:00:00,2.51,,,,,
16.04,27.72,1.06,5.78,4.23,0.14,3.94,58.89,23.6,95.11,2.03,24.66,748.2,2024-10-24 19:15:00,2.53,,,,,
16.52,27.74,1.07,6.19,4.05,0.13,4.16,56.5,23.56,95.66,1.69,35.44,748.2,2024-10-24 19:30:00,2.42,,,,,
16.68,27.93,1.09,7.65,4.03,0.14,4.96,52.24,23.51,95.98,1.05,44.22,748.4,2024-10-24 19:45:00,2.36,,,,,
17.05,28.48,1.07,6.36,4.11,0.13,4.25,53.8,23.5,95.99,1.98,27.8,748.5,2024-10-24 20:00:00,2.48,,,,,
16.64,28.37,1.08,6.6,3.85,0.14,4.39,52.45,23.5,96.13,1.93,43.17,748.6,2024-10-24 20:15:00,2.5,,,,,
18.17,33.04,1.11,6.43,3.89,0.14,4.32,51.44,23.49,96.3,1.23,40.48,748.5,2024-10-24 20:30:00,2.45,,,,,
17.99,43.49,1.09,6.39,4.01,0.15,4.29,50.23,23.43,96.62,1.45,26.95,748.5,2024-10-24 20:45:00,2.57,,,,,
17.42,48.61,1.09,6.46,3.85,0.14,4.32,48.19,23.44,97.08,1.29,33.36,748.6,2024-10-24 21:00:00,2.5,,,,,
26.09,48.52,1.1,6.41,3.88,0.14,4.3,47.14,23.5,97.24,1.7,24.74,748.6,2024-10-24 21:15:00,2.48,,,,,
34.28,47.29,1.12,9.15,3.68,0.14,5.78,41.86,23.51,97.46,1.35,27.77,748.6,2024-10-24 21:30:00,2.14,,,,,
37.05,45.3,1.11,7.39,3.67,0.15,4.83,42.88,23.51,97.79,1.23,53.72,748.7,2024-10-24 21:45:00,2.4,,,,,
36.01,42.22,1.1,6.19,3.62,0.15,4.19,44.1,23.51,98.36,0.85,54.95,748.6,2024-10-24 22:00:00,2.49,,,,,
32.91,38.55,1.09,6.07,3.61,0.15,4.11,43.52,23.51,98.05,1.14,34.28,748.6,2024-10-24 22:15:00,2.49,,,,,
28.96,35.87,1.1,5.88,3.69,0.15,4.02,43.65,23.6,98.8,1.17,43.75,748.5,2024-10-24 22:30:00,2.53,,,,,
24.3,32.85,1.1,5.74,3.52,0.14,3.95,43.39,23.6,98.58,1.0,46.05,748.4,2024-10-24 22:45:00,2.56,,,,,
21.13,30.06,1.09,5.62,3.62,0.14,3.88,42.98,23.61,98.91,0.99,34.44,748.2,2024-10-24 23:00:00,2.54,,,,,
