pm2.5,pm10,no,no2,so2,co,nox,ozone,at,rh,ws,wd,bp,timestamp,nh3,benzene,eth_benzene,toluene,xylene,mp_xylene
21.85,28.06,0.71,1.41,3.37,0.48,1.33,49.4,32.13,61.26,1.31,70.15,747.6,2024-09-02 11:00:00,3.13,0.22,0.09,0.5,0.39,0.2
14.9,20.09,0.87,2.6,3.3,0.5,2.09,49.16,31.97,64.56,1.16,64.35,747.6,2024-09-02 11:15:00,3.35,0.22,0.09,0.5,0.37,0.18
17.4,50.11,0.83,1.75,3.19,0.49,1.61,49.01,32.22,62.75,1.34,60.43,747.5,2024-09-02 11:30:00,3.61,0.22,0.07,0.51,0.37,0.18
15.79,65.57,0.69,1.64,3.36,0.49,1.43,50.25,31.67,66.58,1.25,78.65,747.4,2024-09-02 11:45:00,3.59,0.22,0.08,0.52,0.41,0.22
12.05,48.27,0.75,1.63,3.38,0.49,1.48,48.99,31.79,68.07,1.8,106.73,747.3,2024-09-02 12:00:00,3.11,0.24,0.08,0.53,0.29,0.19
11.19,32.77,0.7,1.2,3.2,0.49,1.21,46.05,31.71,67.41,1.4,114.41,747.1,2024-09-02 12:15:00,2.84,0.25,0.08,0.47,0.33,0.22
14.34,23.18,0.73,1.04,3.03,0.48,1.15,46.66,32.59,60.64,1.29,91.28,746.8,2024-09-02 12:30:00,3.65,0.36,0.08,0.51,0.31,0.19
,,0.69,1.06,2.86,0.49,1.12,46.09,32.16,64.37,1.21,94.32,746.5,2024-09-02 12:45:00,3.56,0.05,0.08,0.49,0.29,0.17
,,0.64,1.05,3.05,0.48,1.08,49.95,32.25,64.15,1.53,106.44,746.2,2024-09-02 13:00:00,2.83,0.34,0.08,0.51,0.29,0.18
,,0.66,1.58,3.4,0.48,1.38,55.92,32.57,61.83,1.7,103.82,746.0,2024-09-02 13:15:00,3.08,0.44,0.08,0.48,0.32,0.2
17.58,18.36,0.71,1.43,3.37,0.49,1.34,54.47,32.97,61.21,1.67,103.07,745.8,2024-09-02 13:30:00,3.14,0.33,0.08,0.53,0.48,0.24
,,0.63,1.16,2.98,0.48,1.13,55.23,32.97,60.64,1.99,96.37,745.5,2024-09-02 13:45:00,3.59,0.15,0.08,0.5,0.35,0.22
,,0.63,0.72,3.35,0.48,0.9,51.28,32.4,64.26,1.69,94.06,745.3,2024-09-02 14:00:00,3.7,0.24,0.08,0.53,0.49,0.2
12.17,15.39,0.56,0.65,3.31,0.47,0.8,51.76,32.99,60.08,1.25,90.38,745.2,2024-09-02 14:15:00,3.87,0.29,0.08,0.5,0.35,0.24
,20.53,0.58,0.41,3.0,0.47,0.69,50.78,32.95,60.15,1.75,86.98,745.0,2024-09-02 14:30:00,3.84,0.17,0.08,0.48,0.38,0.23
,19.4,0.58,0.59,3.03,0.47,0.79,50.1,33.3,58.56,1.27,71.96,744.7,2024-09-02 14:45:00,3.31,0.12,0.25,0.47,0.3,0.18
,23.82,0.6,0.35,2.78,0.47,0.67,51.14,33.29,58.75,1.47,66.69,744.6,2024-09-02 15:00:00,3.5,0.43,0.08,0.47,0.31,0.19
14.78,77.19,0.61,0.63,3.04,0.48,0.83,50.45,33.14,61.17,1.07,69.66,744.5,2024-09-02 15:15:00,3.46,0.33,0.27,0.48,0.31,0.2
18.33,75.64,0.63,0.69,3.13,0.48,0.88,48.92,33.3,60.11,0.86,69.02,744.5,2024-09-02 15:30:00,2.64,0.23,0.22,0.52,0.4,0.19
17.09,51.0,0.56,0.65,2.95,0.48,0.8,48.75,33.04,60.77,0.99,88.97,744.5,2024-09-02 15:45:00,2.67,0.12,0.08,0.51,0.33,0.21
13.08,28.6,0.57,0.61,2.93,0.48,0.79,48.78,32.7,63.65,0.91,102.0,744.4,2024-09-02 16:00:00,3.13,0.38,0.08,0.5,0.31,0.19
,15.22,0.52,0.56,3.15,0.47,0.72,49.25,32.8,62.29,1.0,79.5,744.3,2024-09-02 16:15:00,3.8,0.32,0.08,0.5,0.32,0.22
,,0.61,1.0,3.19,0.47,1.03,48.06,32.4,65.14,1.22,92.91,744.4,2024-09-02 16:30:00,3.55,0.2,0.08,0.55,0.38,0.26
1.29,,0.51,1.16,3.31,0.48,1.03,46.34,32.14,66.55,0.75,112.63,744.4,2024-09-02 16:45:00,3.54,0.33,0.17,0.51,0.33,0.23
13.14,,0.54,1.7,3.19,0.49,1.34,40.82,31.63,71.26,0.39,71.07,744.4,2024-09-02 17:00:00,2.51,0.15,0.12,0.54,0.61,0.21
21.08,,0.57,2.77,3.27,0.49,1.94,36.37,31.03,75.71,0.37,131.21,744.5,2024-09-02 17:15:00,2.28,0.25,0.24,0.54,0.56,0.22
,,0.51,2.15,3.37,0.49,1.56,29.43,30.55,79.83,0.33,195.52,744.7,2024-09-02 17:30:00,2.61,0.13,0.09,0.53,0.36,0.25
,,0.53,3.29,3.29,0.5,2.18,30.45,30.15,82.27,0.32,97.06,744.8,2024-09-02 17:45:00,3.25,0.24,0.08,0.57,0.33,0.22
,,0.55,5.76,3.04,0.53,3.51,25.92,29.81,84.95,0.25,46.73,744.9,2024-09-02 18:00:00,3.08,0.13,0.09,0.56,0.67,0.27
20.33,21.72,0.62,11.95,3.38,0.63,6.86,22.35,29.41,87.43,0.29,44.83,745.0,2024-09-02 18:15:00,2.79,0.41,0.1,0.61,0.36,0.26
18.07,27.02,0.5,9.04,3.61,0.59,5.22,23.7,29.24,88.76,0.29,315.93,745.2,2024-09-02 18:30:00,3.12,0.1,0.12,0.63,0.38,0.26
23.28,23.58,0.52,6.85,3.48,0.56,4.07,26.92,29.17,88.8,0.31,127.99,745.4,2024-09-02 18:45:00,3.36,0.1,0.14,0.69,0.38,0.28
22.67,25.15,0.57,10.98,3.53,0.6,6.3,24.37,29.37,88.48,0.37,184.74,745.6,2024-09-02 19:00:00,2.93,0.19,0.16,0.73,0.7,0.3
25.61,29.33,0.56,10.99,3.52,0.59,6.3,24.11,29.34,88.68,0.47,65.53,745.9,2024-09-02 19:15:00,3.06,0.25,0.16,0.72,0.62,0.26
27.97,37.91,0.55,10.13,3.24,0.56,5.84,26.92,29.4,88.3,0.75,125.61,746.2,2024-09-02 19:30:00,2.98,0.22,0.16,0.75,0.37,0.27
33.86,41.61,0.58,13.5,3.31,0.58,7.65,25.53,29.26,87.95,0.35,128.24,746.4,2024-09-02 19:45:00,2.46,0.17,0.2,0.76,0.42,0.3
33.78,48.92,0.65,20.52,3.38,0.63,11.44,23.31,29.07,87.76,0.33,118.85,746.6,2024-09-02 20:00:00,2.0,0.12,0.2,0.77,0.4,0.27
36.38,55.97,0.71,25.39,3.5,0.65,14.08,20.86,29.0,87.78,0.27,161.49,746.8,2024-09-02 20:15:00,1.75,0.1,0.22,0.8,0.42,0.32
43.53,73.56,0.73,29.01,3.34,0.67,16.02,16.55,28.56,89.61,0.27,197.59,746.9,2024-09-02 20:30:00,1.58,0.1,0.21,0.84,0.39,0.28
50.08,75.74,0.84,25.0,3.72,0.72,13.98,13.34,28.13,93.33,0.45,215.03,747.0,2024-09-02 20:45:00,2.14,0.32,0.23,0.8,0.37,0.26
52.38,85.79,0.76,23.5,3.6,0.76,13.12,22.57,28.85,91.55,0.99,136.68,747.2,2024-09-02 21:00:00,2.27,0.24,0.27,0.81,0.39,0.28
34.97,81.68,0.65,15.72,3.82,0.64,8.89,29.31,28.81,91.08,0.75,142.51,747.3,2024-09-02 21:15:00,3.06,0.32,0.31,0.93,0.42,0.29
16.9,95.73,0.57,8.38,3.72,0.56,4.92,34.71,28.64,90.61,0.81,133.89,747.3,2024-09-02 21:30:00,3.21,0.12,0.33,0.89,0.44,0.31
28.49,143.77,0.61,9.56,3.23,0.56,5.58,31.09,28.31,92.01,0.31,202.84,747.2,2024-09-02 21:45:00,3.51,0.1,0.3,0.94,0.39,0.27
37.32,124.91,0.66,15.22,2.98,0.61,8.63,22.77,27.99,94.57,0.35,269.33,747.3,2024-09-02 22:00:00,3.21,0.28,0.28,0.91,0.39,0.27
51.05,92.28,0.69,16.14,3.45,0.63,9.15,18.92,27.63,96.75,0.26,263.92,747.4,2024-09-02 22:15:00,3.05,0.36,0.26,0.81,0.38,0.27
54.06,70.0,0.69,16.14,3.41,0.63,9.15,24.43,27.65,96.77,0.33,137.56,747.4,2024-09-02 22:30:00,2.96,0.37,0.27,0.86,0.41,0.3
52.36,57.6,0.81,26.11,2.94,0.69,14.55,18.72,27.93,95.33,0.5,124.69,747.4,2024-09-02 22:45:00,2.71,0.12,0.26,0.91,0.42,0.31
53.94,55.29,0.8,25.34,3.75,0.7,14.13,16.14,27.9,95.16,0.35,154.47,747.2,2024-09-02 23:00:00,2.93,0.36,0.24,0.87,0.39,0.28
51.69,52.09,0.75,17.4,3.76,0.62,9.87,20.04,27.74,95.53,0.31,180.36,747.1,2024-09-02 23:15:00,3.25,0.1,0.26,0.86,0.43,0.31
47.99,50.94,0.77,19.65,3.46,0.62,11.08,13.89,27.51,97.09,0.31,264.13,746.9,2024-09-02 23:30:00,3.06,0.13,0.24,0.9,0.42,0.3
48.18,52.19,0.72,14.94,3.58,0.57,8.53,15.12,27.4,97.73,0.31,264.48,746.8,2024-09-02 23:45:00,3.23,0.11,0.23,0.89,0.42,0.31
46.67,46.86,0.62,9.02,3.16,0.51,5.3,20.31,27.37,97.42,0.39,238.45,746.8,2024-09-03 00:00:00,2.95,0.13,0.23,0.86,0.37,0.27
,,0.61,5.63,3.46,0.48,3.49,22.99,27.39,97.24,0.41,252.65,746.8,2024-09-03 00:15:00,2.86,0.24,0.24,0.89,0.41,0.31
,,0.58,5.7,3.66,0.47,3.5,22.86,27.4,97.57,0.38,240.25,746.8,2024-09-03 00:30:00,3.14,0.2,0.22,0.88,0.42,0.32
,,0.59,5.56,3.21,0.46,3.44,22.78,27.39,97.67,0.47,261.76,746.8,2024-09-03 00:45:00,3.69,0.43,0.21,0.85,0.39,0.29
17.59,19.78,0.62,5.64,3.47,0.47,3.5,20.66,27.24,98.69,0.23,251.77,746.9,2024-09-03 01:00:00,4.05,0.37,0.21,0.82,0.63,0.28
15.08,17.16,0.57,5.34,3.32,0.47,3.3,19.43,27.15,99.21,0.31,281.41,746.9,2024-09-03 01:15:00,3.94,0.29,0.21,0.84,0.44,0.33
11.88,18.89,0.57,5.25,3.3,0.47,3.26,18.74,27.11,99.28,0.31,286.53,746.9,2024-09-03 01:30:00,4.01,0.2,0.18,0.84,0.42,0.32
21.12,26.63,0.64,7.45,2.9,0.49,4.48,15.68,27.09,99.24,0.29,313.08,746.8,2024-09-03 01:45:00,3.85,0.15,0.17,0.76,0.42,0.29
18.14,76.16,0.61,8.83,3.13,0.51,5.19,12.33,27.0,99.46,0.38,200.48,746.7,2024-09-03 02:00:00,3.85,0.13,0.18,0.79,0.43,0.32
15.38,109.61,0.73,12.61,3.25,0.73,7.3,10.82,27.08,99.7,0.63,242.56,746.6,2024-09-03 02:15:00,2.51,0.22,0.18,0.84,0.45,0.32
9.63,103.75,0.63,9.06,3.51,0.59,5.33,13.55,27.1,99.87,0.44,192.35,746.5,2024-09-03 02:30:00,3.12,0.13,0.16,0.8,0.45,0.33
24.52,94.36,0.63,8.09,3.4,0.56,4.82,14.6,27.1,99.19,0.63,231.91,746.5,2024-09-03 02:45:00,3.91,0.2,0.15,0.8,0.44,0.3
60.14,85.59,0.65,9.11,3.27,0.56,5.37,12.47,27.1,99.88,0.48,196.15,746.4,2024-09-03 03:00:00,3.82,0.38,0.14,0.74,0.41,0.29
,,0.65,11.47,3.02,0.52,6.63,10.89,27.04,99.12,0.35,222.7,746.4,2024-09-03 03:15:00,2.45,0.1,0.15,0.75,0.43,0.32
,,0.7,11.21,2.93,0.69,6.53,8.98,26.96,99.69,0.29,216.35,746.5,2024-09-03 03:30:00,2.73,0.1,0.17,0.83,0.43,0.32
,,0.74,13.69,2.92,0.83,7.88,7.74,26.9,99.79,0.31,244.66,746.5,2024-09-03 03:45:00,3.56,0.24,0.15,0.82,0.42,0.3
,,0.77,13.74,3.41,0.87,7.93,6.79,26.77,99.29,0.33,299.87,746.7,2024-09-03 04:00:00,3.91,0.1,0.13,0.76,0.41,0.29
,,0.96,12.12,3.5,0.83,7.23,4.74,26.65,99.75,0.25,310.16,746.8,2024-09-03 04:15:00,3.72,0.16,0.15,0.8,0.39,0.29
,,1.06,10.35,3.5,0.83,6.37,4.59,26.61,99.88,0.35,69.95,746.8,2024-09-03 04:30:00,3.92,0.29,0.17,0.83,0.64,0.34
,,0.89,9.64,3.49,0.83,5.85,3.91,26.54,99.64,0.35,151.71,746.7,2024-09-03 04:45:00,4.17,0.35,0.15,0.84,0.43,0.31
,,0.84,9.62,3.61,0.81,5.8,3.1,26.5,99.39,0.31,312.13,746.6,2024-09-03 05:00:00,4.2,0.35,0.14,0.78,0.42,0.31
64.14,87.96,1.09,9.17,3.23,0.79,5.76,2.62,26.48,99.43,0.32,12.07,746.8,2024-09-03 05:15:00,4.31,0.36,0.15,0.79,0.39,0.28
67.71,114.07,1.4,10.66,3.32,0.65,6.81,2.62,26.53,99.67,0.28,95.33,746.9,2024-09-03 05:30:00,3.01,0.43,0.16,0.82,0.44,0.33
76.4,106.59,2.27,9.66,3.63,0.67,6.98,2.95,26.59,99.74,0.27,43.26,746.9,2024-09-03 05:45:00,3.54,0.33,0.15,0.81,0.42,0.29
82.44,103.61,3.12,10.56,3.67,0.66,8.15,4.05,26.81,99.52,0.28,107.75,747.0,2024-09-03 06:00:00,4.03,0.23,0.16,0.8,0.37,0.27
101.83,109.31,3.12,10.34,3.36,0.65,8.04,7.95,27.53,99.31,0.31,95.08,747.0,2024-09-03 06:15:00,4.24,0.41,0.17,0.86,0.43,0.31
114.93,122.67,2.53,10.04,3.22,0.68,7.4,16.35,28.17,90.93,0.75,149.54,747.1,2024-09-03 06:30:00,4.63,0.13,0.18,0.9,0.53,0.35
,,2.24,9.12,3.08,0.65,6.67,23.86,28.56,85.57,0.94,137.69,747.2,2024-09-03 06:45:00,4.57,0.35,0.17,0.9,0.62,0.32
,,2.04,9.25,3.12,0.57,6.58,26.79,28.73,84.5,0.81,206.99,747.3,2024-09-03 07:00:00,4.36,0.05,0.17,0.87,0.43,0.31
131.66,134.96,1.72,8.21,3.57,0.58,5.77,25.97,28.73,85.08,0.51,250.97,747.5,2024-09-03 07:15:00,4.61,0.41,0.16,0.84,0.44,0.32
130.8,135.76,1.92,9.64,3.55,0.59,6.69,27.66,28.67,85.77,0.52,240.68,747.6,2024-09-03 07:30:00,4.53,0.12,0.15,0.77,0.37,0.27
116.25,126.77,3.39,14.44,3.48,0.58,10.44,25.28,29.13,81.18,0.64,192.03,747.8,2024-09-03 07:45:00,2.37,0.1,0.15,0.74,0.39,0.27
101.37,114.7,3.29,13.23,3.76,0.57,9.71,27.18,29.84,77.48,0.57,275.95,747.8,2024-09-03 08:00:00,2.89,0.13,0.15,0.76,0.4,0.28
83.84,104.61,2.85,10.77,3.45,0.56,8.05,33.67,30.8,67.41,0.89,242.06,747.9,2024-09-03 08:15:00,4.18,0.4,0.15,0.78,0.44,0.29
77.94,99.96,2.67,10.52,3.44,0.56,7.77,36.77,31.33,63.47,0.79,199.62,748.0,2024-09-03 08:30:00,4.42,0.1,0.15,0.74,0.43,0.31
74.02,90.98,2.52,10.1,3.64,0.54,7.42,38.49,31.11,64.35,1.09,125.61,748.0,2024-09-03 08:45:00,4.02,0.36,0.14,0.73,0.38,0.25
73.2,88.98,3.38,13.51,3.78,0.57,9.93,37.89,31.24,65.63,0.94,141.72,748.0,2024-09-03 09:00:00,2.57,0.28,0.14,0.68,0.4,0.27
65.44,133.79,2.46,10.82,4.11,0.57,7.76,42.42,31.41,66.0,1.15,143.77,748.0,2024-09-03 09:15:00,2.99,0.11,0.12,0.63,0.53,0.23
71.12,144.23,1.9,8.74,3.78,0.63,6.19,51.12,31.75,63.76,0.97,96.91,747.9,2024-09-03 09:30:00,3.58,0.12,0.14,0.67,0.38,0.26
72.02,142.45,1.52,7.63,3.46,0.71,5.29,52.05,31.72,63.72,1.33,136.84,747.9,2024-09-03 09:45:00,3.88,0.33,0.12,0.6,0.33,0.23
65.37,133.24,1.72,8.12,3.56,0.75,5.72,52.92,31.77,65.75,1.22,129.69,747.8,2024-09-03 10:00:00,4.31,0.34,0.12,0.64,0.36,0.24
78.83,134.07,1.65,8.05,3.81,0.81,5.62,55.67,31.86,64.77,1.51,124.98,747.8,2024-09-03 10:15:00,4.2,0.43,0.12,0.64,0.34,0.22
79.25,120.43,1.24,6.42,3.78,0.75,4.42,54.51,31.36,68.76,1.45,139.1,747.8,2024-09-03 10:30:00,2.9,0.24,0.11,0.59,0.56,0.22
69.45,102.16,1.37,6.89,3.73,0.73,4.78,54.0,31.69,68.23,1.8,141.89,747.7,2024-09-03 10:45:00,3.53,0.13,0.12,0.65,0.31,0.2
57.78,93.57,1.35,5.78,3.57,0.68,4.17,51.85,32.08,65.69,1.65,131.77,747.5,2024-09-03 11:00:00,4.36,0.12,0.12,0.65,0.34,0.23
25.67,95.15,1.06,4.42,3.57,0.61,3.21,51.58,32.22,64.61,1.18,124.78,747.3,2024-09-03 11:15:00,4.69,0.12,0.11,0.66,0.31,0.21
15.83,87.98,1.06,4.21,3.99,0.58,3.1,56.07,32.26,63.79,1.79,109.02,747.1,2024-09-03 11:30:00,2.91,0.13,0.1,0.58,0.3,0.18
27.86,87.25,0.98,4.86,3.83,0.61,3.38,58.84,31.79,67.76,1.42,124.86,746.9,2024-09-03 11:45:00,3.07,0.07,0.09,0.58,0.29,0.19
42.21,86.06,0.92,3.67,3.56,0.56,2.7,52.74,31.78,68.76,1.33,115.08,746.7,2024-09-03 12:00:00,3.56,0.28,0.1,0.56,0.29,0.19
40.78,73.89,0.82,2.17,3.28,0.51,1.82,53.5,32.34,66.65,1.63,100.55,746.5,2024-09-03 12:15:00,4.84,0.38,0.11,0.57,0.32,0.22
39.18,58.31,0.78,2.18,3.24,0.51,1.79,52.52,32.27,66.5,1.45,86.81,746.4,2024-09-03 12:30:00,4.66,0.36,0.1,0.53,0.45,0.19
31.08,47.6,0.83,1.96,2.9,0.51,1.72,53.5,32.42,65.99,1.58,90.98,746.2,2024-09-03 12:45:00,4.9,0.1,0.1,0.55,0.3,0.2
35.83,46.65,0.8,2.49,3.4,0.51,1.97,56.66,31.96,67.42,1.61,113.63,746.2,2024-09-03 13:00:00,4.02,0.13,0.1,0.53,0.31,0.18
26.45,41.07,0.85,3.28,3.51,0.51,2.44,63.12,32.36,65.95,1.53,95.15,745.9,2024-09-03 13:15:00,4.37,0.24,0.08,0.52,0.28,0.18
27.46,39.91,0.87,3.0,3.58,0.51,2.3,65.08,33.34,60.01,1.37,86.19,745.7,2024-09-03 13:30:00,4.3,0.44,0.1,0.51,0.27,0.17
27.89,50.55,0.82,3.04,3.26,0.52,2.28,68.38,33.27,59.02,1.1,117.26,745.5,2024-09-03 13:45:00,3.93,0.12,0.08,0.51,0.29,0.19
8.5,102.6,0.85,3.23,3.12,0.51,2.41,66.76,32.9,62.23,1.44,87.48,745.5,2024-09-03 14:00:00,4.29,0.24,0.09,0.49,0.31,0.2
,102.17,0.83,3.61,3.21,0.56,2.6,68.45,32.52,64.7,1.31,119.86,745.3,2024-09-03 14:15:00,4.1,0.12,0.08,0.49,0.31,0.2
6.39,125.01,0.76,3.73,3.61,0.56,2.6,66.2,32.6,64.55,0.99,119.93,745.3,2024-09-03 14:30:00,3.95,0.24,0.08,0.47,0.32,0.2
15.55,108.74,0.75,2.71,3.39,0.53,2.05,67.69,32.35,67.83,1.12,99.95,745.1,2024-09-03 14:45:00,3.14,0.12,0.07,0.51,0.32,0.22
23.63,68.86,0.74,3.3,3.41,0.51,2.36,68.11,32.85,65.75,0.71,47.06,745.0,2024-09-03 15:00:00,2.75,0.37,0.08,0.47,0.31,0.2
26.43,37.24,0.69,3.78,3.65,0.51,2.57,67.86,32.83,64.67,0.57,59.95,744.9,2024-09-03 15:15:00,2.47,0.36,0.08,0.47,0.29,0.18
,,0.78,4.6,3.31,0.53,3.08,61.89,32.35,68.07,0.65,70.4,744.9,2024-09-03 15:30:00,3.23,0.28,0.08,0.52,0.33,0.23
,,0.68,4.47,3.61,0.52,2.93,59.49,32.39,67.74,0.84,83.2,744.9,2024-09-03 15:45:00,4.15,0.15,0.08,0.49,0.3,0.2
,,0.62,2.84,3.47,0.51,2.01,56.31,32.33,68.2,0.79,75.03,744.9,2024-09-03 16:00:00,4.51,0.36,0.08,0.52,0.36,0.23
,,0.77,4.71,3.76,0.55,3.13,57.25,32.26,69.39,1.07,114.73,744.8,2024-09-03 16:15:00,4.14,0.33,0.09,0.53,0.33,0.23
,,0.73,4.42,3.65,0.54,2.94,50.09,32.12,68.88,0.67,131.87,744.8,2024-09-03 16:30:00,3.27,0.15,0.08,0.52,0.34,0.24
,,0.75,5.6,3.38,0.53,3.59,51.06,31.86,70.59,1.07,140.48,744.9,2024-09-03 16:45:00,3.33,0.12,0.09,0.53,0.35,0.23
27.22,36.68,0.77,6.49,3.51,0.55,4.08,48.08,31.63,73.66,0.59,114.01,744.9,2024-09-03 17:00:00,4.08,0.15,0.09,0.51,0.33,0.22
20.89,44.35,0.62,4.24,3.34,0.52,2.76,45.7,31.29,77.51,0.46,100.57,745.1,2024-09-03 17:15:00,4.28,0.06,0.09,0.51,0.31,0.21
,41.85,0.63,5.08,3.54,0.53,3.21,39.74,30.94,80.14,0.51,111.07,745.4,2024-09-03 17:30:00,3.82,0.32,0.09,0.51,0.33,0.22
,40.98,0.57,5.37,3.51,0.53,3.32,45.73,30.78,80.86,0.86,115.73,745.4,2024-09-03 17:45:00,2.94,0.15,0.1,0.54,0.34,0.23
26.25,34.15,0.61,7.12,3.59,0.55,4.28,42.21,30.48,82.69,0.56,135.95,745.6,2024-09-03 18:00:00,2.31,0.06,0.1,0.57,0.33,0.21
34.69,35.2,0.63,9.05,3.79,0.58,5.33,40.35,30.37,83.73,1.43,95.26,745.6,2024-09-03 18:15:00,2.28,0.2,0.11,0.55,0.37,0.25
34.16,39.62,0.54,7.31,3.32,0.52,4.33,44.19,29.25,83.33,2.0,145.47,745.7,2024-09-03 18:30:00,2.83,0.25,0.13,0.59,0.36,0.24
33.29,40.23,0.65,17.74,3.98,0.57,9.96,36.97,28.59,85.15,1.43,144.15,745.8,2024-09-03 18:45:00,3.29,0.23,0.13,0.57,0.36,0.22
24.63,61.97,0.76,23.25,4.09,0.61,12.98,33.16,28.37,86.67,1.34,135.46,746.0,2024-09-03 19:00:00,3.06,0.1,0.14,0.52,0.35,0.21
,109.56,0.61,8.62,3.71,0.54,5.08,50.13,27.99,88.43,1.07,128.37,746.2,2024-09-03 19:15:00,3.9,0.43,0.13,0.56,0.34,0.23
11.43,102.83,0.59,8.63,3.95,0.54,5.07,50.12,27.81,89.64,1.31,123.74,746.3,2024-09-03 19:30:00,3.91,0.12,0.14,0.55,0.31,0.21
39.45,78.02,0.68,12.55,3.88,0.59,7.23,45.57,27.78,89.91,0.98,141.77,746.6,2024-09-03 19:45:00,3.34,0.1,0.14,0.52,0.48,0.2
54.43,64.56,0.67,12.87,3.99,0.58,7.39,41.16,27.73,90.51,0.43,137.94,746.9,2024-09-03 20:00:00,3.34,0.2,0.15,0.54,0.44,0.24
,,0.7,13.68,3.85,0.68,7.85,35.22,27.82,90.4,0.43,129.12,747.1,2024-09-03 20:15:00,3.78,0.43,0.16,0.58,0.33,0.22
,,0.71,18.39,3.51,0.69,10.36,26.94,27.81,90.62,0.35,140.46,747.2,2024-09-03 20:30:00,3.3,0.22,0.15,0.62,0.35,0.24
,,0.76,22.02,3.52,0.69,12.33,20.53,27.76,91.41,0.3,97.89,747.3,2024-09-03 20:45:00,2.9,0.1,0.16,0.61,0.35,0.21
66.57,67.05,0.8,23.0,3.26,0.72,12.88,20.73,27.71,91.64,0.33,149.04,747.3,2024-09-03 21:00:00,3.11,0.22,0.17,0.62,0.33,0.22
53.79,66.56,0.7,13.74,3.61,0.57,7.88,30.49,28.01,89.85,0.81,146.85,747.4,2024-09-03 21:15:00,3.48,0.15,0.19,0.68,0.36,0.26
32.26,64.8,0.7,14.16,3.57,0.57,8.1,29.94,28.03,89.8,0.61,154.5,747.4,2024-09-03 21:30:00,3.47,0.12,0.21,0.73,0.38,0.28
49.07,65.93,0.7,14.77,3.55,0.57,8.43,27.92,27.99,89.98,0.65,151.69,747.4,2024-09-03 21:45:00,2.67,0.28,0.2,0.74,0.4,0.28
58.37,59.84,0.74,15.6,3.75,0.59,8.9,24.57,27.87,91.02,0.67,130.35,747.2,2024-09-03 22:00:00,3.03,0.12,0.17,0.7,0.37,0.25
54.8,54.82,0.78,16.74,3.45,0.59,9.54,22.98,27.68,92.45,0.39,106.92,747.1,2024-09-03 22:15:00,3.39,0.36,0.18,0.64,0.36,0.24
,,0.7,14.32,3.32,0.56,8.19,23.7,27.64,93.51,0.64,140.13,747.1,2024-09-03 22:30:00,2.87,0.11,0.2,0.71,0.34,0.24
53.54,54.04,0.74,14.18,3.64,0.55,8.14,22.83,27.49,94.43,0.36,190.44,747.0,2024-09-03 22:45:00,3.4,0.25,0.19,0.72,0.62,0.26
53.15,54.59,0.78,15.31,3.27,0.59,8.78,18.56,27.38,95.93,0.47,127.62,747.0,2024-09-03 23:00:00,3.5,0.28,0.18,0.66,0.35,0.23
,,1.09,21.08,3.42,0.7,12.1,9.04,27.21,97.47,0.31,345.04,747.2,2024-09-03 23:15:00,2.96,0.07,0.19,0.69,0.4,0.25
50.39,51.68,0.84,15.09,3.45,0.62,8.71,14.85,27.11,97.85,0.28,159.58,747.1,2024-09-03 23:30:00,3.45,0.11,0.2,0.74,0.38,0.27
,,0.76,11.86,3.88,0.6,6.93,12.53,27.01,98.52,0.34,319.15,747.0,2024-09-03 23:45:00,3.72,0.33,0.2,0.75,0.37,0.25
47.43,48.45,0.81,12.08,3.4,0.61,7.08,13.35,26.89,99.54,0.31,4.11,747.0,2024-09-04 00:00:00,3.71,0.11,0.2,0.71,0.39,0.27
,,0.83,11.61,3.37,0.6,6.85,10.42,26.85,99.32,0.25,357.51,746.9,2024-09-04 00:15:00,3.6,0.13,0.21,0.76,0.41,0.29
,,0.77,7.22,3.27,0.55,4.47,14.6,26.81,99.11,0.33,359.59,746.8,2024-09-04 00:30:00,3.02,0.35,0.2,0.79,0.53,0.27
,,0.74,9.55,3.24,0.52,5.68,16.44,26.9,99.84,0.43,34.79,746.8,2024-09-04 00:45:00,3.42,0.44,0.21,0.8,0.38,0.29
,,0.8,9.81,3.37,0.51,5.87,15.62,27.0,99.86,0.34,11.71,746.8,2024-09-04 01:00:00,3.64,0.11,0.21,0.79,0.37,0.28
,,0.79,10.17,3.5,0.51,6.05,15.48,27.01,99.28,0.29,325.82,746.6,2024-09-04 01:15:00,3.41,0.38,0.21,0.81,0.36,0.27
37.98,62.73,0.8,10.73,3.15,0.52,6.36,12.6,26.93,99.31,0.3,15.84,746.5,2024-09-04 01:30:00,3.41,0.24,0.19,0.83,0.36,0.27
31.77,111.66,0.8,12.48,3.25,0.52,7.29,12.54,27.01,99.84,0.41,88.7,746.5,2024-09-04 01:45:00,3.28,0.36,0.17,0.75,0.57,0.29
30.72,91.64,0.83,11.15,2.98,0.5,6.61,15.02,27.09,99.87,0.41,68.93,746.4,2024-09-04 02:00:00,3.47,0.15,0.17,0.75,0.39,0.29
27.88,60.1,0.8,10.53,3.1,0.5,6.25,15.29,27.09,98.51,0.34,109.67,746.1,2024-09-04 02:15:00,3.31,0.33,0.17,0.74,0.4,0.31
26.17,37.62,0.8,10.83,3.02,0.5,6.41,13.58,26.98,99.31,0.32,119.83,745.9,2024-09-04 02:30:00,3.34,0.27,0.17,0.79,0.42,0.32
