pm2.5,pm10,no,no2,so2,co,nox,ozone,at,rh,ws,wd,bp,timestamp,nh3,benzene,eth_benzene,toluene,xylene,mp_xylene
65.1,121.75,,,,,,,31.51,90.74,2.34,356.92,739.8,2024-06-22 15:00:00,,0.59,0.93,22.52,4.2,2.75
71.68,132.66,,,,,,,31.46,93.07,2.28,347.06,739.8,2024-06-22 15:15:00,,2.63,2.05,8.02,3.57,2.26
,,,,,,,,30.37,94.94,2.0,353.46,739.9,2024-06-22 15:30:00,,2.63,2.05,8.02,3.57,2.26
,0.41,,,,,,,30.17,95.67,2.23,357.4,739.8,2024-06-22 15:45:00,,4.14,1.18,19.65,6.32,4.66
,23.51,,,,,,,30.11,94.81,1.99,318.29,739.7,2024-06-22 16:00:00,,3.25,3.01,10.2,3.43,1.64
8.79,50.46,,,,,,,29.99,95.28,2.05,355.08,739.5,2024-06-22 16:15:00,,3.29,3.29,8.57,3.62,1.83
14.73,81.86,,,,,,,30.1,95.71,1.43,340.09,739.5,2024-06-22 16:30:00,,4.04,1.07,17.92,2.97,2.31
28.33,105.87,,,,,,,29.98,96.42,1.87,340.73,739.7,2024-06-22 16:45:00,,5.22,3.5,21.53,2.51,1.92
41.7,143.21,,,,,,,29.85,97.97,1.49,345.58,739.8,2024-06-22 17:00:00,,2.0,2.37,6.1,5.67,4.3
50.76,164.43,,,,,,,30.04,95.72,1.3,356.26,739.8,2024-06-22 17:15:00,,1.78,1.2,19.16,3.76,2.32
65.39,180.94,,,,,,,30.1,93.58,1.87,356.6,739.9,2024-06-22 17:30:00,,1.67,1.04,22.05,3.86,2.24
88.02,204.82,,,,,,,30.16,94.84,1.38,348.73,739.9,2024-06-22 17:45:00,,6.8,3.53,16.31,6.47,4.51
99.47,226.73,,,,,,,30.15,96.53,1.59,322.66,740.0,2024-06-22 18:00:00,,2.98,2.19,16.84,6.53,5.01
90.1,207.28,,,,,,,29.98,97.4,1.44,347.93,740.2,2024-06-22 18:15:00,,7.19,0.85,22.26,4.04,2.72
64.49,157.72,,,,,,,29.82,98.61,1.79,342.3,740.4,2024-06-22 18:30:00,,7.19,2.19,9.29,5.01,3.4
73.78,150.66,,,,,,,29.58,99.48,1.27,350.22,740.7,2024-06-22 18:45:00,,3.4,1.11,19.02,4.31,2.45
45.49,145.09,,,,,,,29.43,99.5,1.35,333.15,740.9,2024-06-22 19:00:00,,2.68,2.94,20.9,4.56,3.92
,143.59,,,,,,,29.26,99.52,1.41,326.76,741.1,2024-06-22 19:15:00,,6.38,3.7,8.78,7.71,6.19
,137.02,,,,,,,29.12,99.54,1.5,313.34,741.3,2024-06-22 19:30:00,,2.17,2.38,21.89,3.93,2.21
,129.62,,,,,,,29.06,99.53,1.39,323.53,741.4,2024-06-22 19:45:00,,5.53,1.18,21.55,12.5,1.94
14.11,115.59,,,,,,,28.96,99.46,1.58,332.06,741.6,2024-06-22 20:00:00,,1.64,2.66,15.34,3.61,2.33
22.09,99.88,,,,,,,28.77,99.49,1.9,332.19,741.6,2024-06-22 20:15:00,,2.15,1.5,18.25,4.56,2.82
19.89,79.47,,,,,,,28.64,99.54,1.82,345.46,741.8,2024-06-22 20:30:00,,1.79,2.65,15.36,3.17,2.57
29.97,65.68,,,,,,,28.52,99.58,1.54,340.5,741.9,2024-06-22 20:45:00,,6.06,0.99,13.6,4.78,3.82
28.74,52.89,,,,,,,28.5,99.4,1.35,327.07,742.1,2024-06-22 21:00:00,,3.02,2.29,16.75,3.42,1.81
28.02,49.8,,,,,,,28.51,99.54,1.51,351.44,742.2,2024-06-22 21:15:00,,7.95,2.63,15.29,3.65,2.41
32.46,57.74,,,,,,,28.59,99.56,1.61,356.74,742.4,2024-06-22 21:30:00,,4.04,1.23,19.49,5.69,3.75
42.94,86.11,,,,,,,28.45,99.5,1.9,358.18,742.5,2024-06-22 21:45:00,,2.01,3.1,16.89,3.2,2.68
40.02,106.81,,,,,,,28.34,99.54,1.61,350.27,742.5,2024-06-22 22:00:00,,4.34,3.51,1.14,7.22,4.7
36.63,113.86,,,,,,,28.4,99.43,1.21,342.77,742.6,2024-06-22 22:15:00,,2.96,1.62,8.06,3.1,3.02
35.93,140.98,,,,,,,28.37,99.47,1.07,337.99,742.7,2024-06-22 22:30:00,,2.09,1.12,8.55,4.15,3.09
33.2,170.89,,,,,,,28.17,99.49,1.1,346.86,742.8,2024-06-22 22:45:00,,6.92,3.04,8.05,6.96,5.41
32.36,170.25,,,,,,,28.13,99.48,1.09,352.18,742.7,2024-06-22 23:00:00,,3.23,3.11,16.11,2.99,1.69
27.31,154.95,,,,,,,28.31,99.59,1.37,355.41,742.7,2024-06-22 23:15:00,,2.99,1.16,6.18,3.29,1.92
25.99,134.31,,,,,,,28.4,99.42,1.11,13.15,742.7,2024-06-22 23:30:00,,6.03,1.22,8.49,4.3,4.22
17.04,119.8,,,,,,,28.44,99.48,0.91,30.19,742.7,2024-06-22 23:45:00,,1.89,1.2,4.86,5.79,5.26
17.55,113.45,,,,,,,28.43,99.49,1.05,332.17,742.7,2024-06-23 00:00:00,,2.83,1.46,18.57,12.8,12.16
17.13,107.94,,,,,,,28.4,99.4,1.06,16.14,742.6,2024-06-23 00:15:00,,3.1,3.54,20.85,5.05,2.79
25.65,104.82,,,,,,,28.27,99.51,1.04,43.02,742.5,2024-06-23 00:30:00,,3.23,2.92,11.81,4.89,3.01
40.59,106.82,,,,,,,28.13,99.53,0.76,72.15,742.5,2024-06-23 00:45:00,,2.91,2.34,20.22,3.6,2.45
53.5,102.63,,,,,,,28.01,99.44,0.7,90.78,742.5,2024-06-23 01:00:00,,5.96,2.66,18.28,2.38,1.3
55.2,106.94,,,,,,,27.91,99.46,0.83,70.93,742.4,2024-06-23 01:15:00,,2.89,3.54,9.44,4.02,2.77
62.33,112.16,,,,,,,27.81,99.43,0.75,46.26,742.4,2024-06-23 01:30:00,,2.1,2.91,17.83,3.92,2.97
65.82,105.47,,,,,,,27.8,99.52,0.66,25.68,742.2,2024-06-23 01:45:00,,3.37,2.75,20.85,5.91,4.96
69.7,110.26,,,,,,,27.77,99.46,0.65,30.67,742.1,2024-06-23 02:00:00,,2.9,2.5,8.41,5.02,3.94
81.52,114.19,,,,,,,27.67,99.43,0.71,60.71,742.1,2024-06-23 02:15:00,,2.88,3.05,24.46,3.52,3.0
82.53,118.21,,,,,,,27.54,99.47,0.41,102.04,742.1,2024-06-23 02:30:00,,1.7,2.33,16.04,1.82,0.76
80.33,112.2,,,,,,,27.5,99.51,0.6,48.53,742.0,2024-06-23 02:45:00,,2.04,3.58,18.66,7.41,5.75
73.08,101.89,,,,,,,27.49,99.49,0.27,58.05,742.0,2024-06-23 03:00:00,,3.16,2.23,9.15,4.93,3.03
68.61,99.55,,,,,,,27.4,99.54,0.36,202.71,742.0,2024-06-23 03:15:00,,2.38,2.64,22.52,3.19,1.9
67.04,96.48,,,,,,,27.4,99.55,0.57,101.77,742.0,2024-06-23 03:30:00,,2.2,0.97,21.73,6.79,5.51
61.46,92.08,,,,,,,27.4,99.56,0.69,3.89,741.9,2024-06-23 03:45:00,,2.83,3.29,22.52,4.06,2.57
58.58,92.21,,,,,,,27.38,99.46,0.37,6.31,741.9,2024-06-23 04:00:00,,1.81,3.3,21.22,12.24,12.16
59.33,93.13,,,,,,,27.3,99.49,0.43,29.46,741.9,2024-06-23 04:15:00,,1.81,2.13,25.27,3.29,2.21
62.36,99.01,,,,,,,27.3,99.37,0.58,45.62,741.9,2024-06-23 04:30:00,,3.61,1.06,8.22,24.76,6.59
67.9,101.22,,,,,,,27.34,99.44,0.55,39.69,741.9,2024-06-23 04:45:00,,1.43,2.25,1.29,4.41,2.08
68.5,101.74,,,,,,,27.4,99.61,0.31,350.02,742.0,2024-06-23 05:00:00,,0.6,3.67,9.37,3.18,3.1
64.76,100.01,,,,,,,27.49,99.48,0.49,327.68,742.1,2024-06-23 05:15:00,,1.53,2.38,20.42,4.95,4.51
64.25,104.79,,,,,,,27.65,99.43,0.17,40.08,742.2,2024-06-23 05:30:00,,1.47,0.94,21.09,5.28,3.43
71.12,109.8,,,,,,,27.81,99.54,0.74,118.12,742.5,2024-06-23 05:45:00,,0.55,3.08,21.1,4.87,3.92
77.22,107.36,,,,,,,27.97,99.58,0.23,122.96,742.6,2024-06-23 06:00:00,,3.69,3.23,6.48,3.25,2.84
80.33,108.61,,,,,,,28.1,99.5,0.49,48.88,742.7,2024-06-23 06:15:00,,4.51,2.17,21.13,4.35,2.94
87.19,120.61,,,,,,,28.26,99.5,0.51,58.36,742.9,2024-06-23 06:30:00,,1.82,3.22,1.27,4.33,2.97
105.75,128.29,,,,,,,28.4,99.59,0.67,88.69,743.0,2024-06-23 06:45:00,,3.4,2.98,19.72,2.98,2.21
109.76,131.42,,,,,,,29.14,99.42,0.83,113.78,743.0,2024-06-23 07:00:00,,7.4,2.41,11.76,5.82,4.1
106.72,127.86,,,,,,,30.57,99.56,0.94,8.9,742.9,2024-06-23 07:15:00,,4.09,1.14,8.58,3.73,2.71
111.89,125.57,,,,,,,30.37,99.43,1.18,86.92,742.9,2024-06-23 07:30:00,,1.67,2.37,8.49,6.48,4.94
112.39,124.46,,,,,,,30.69,99.54,1.37,83.35,742.9,2024-06-23 07:45:00,,2.18,3.4,17.57,7.53,6.26
103.08,122.81,,,,,,,31.41,99.45,0.79,334.26,742.9,2024-06-23 08:00:00,,3.74,2.39,18.58,3.64,3.21
103.7,128.74,,,,,,,31.28,98.92,0.98,319.9,742.9,2024-06-23 08:15:00,,1.66,2.03,5.77,4.4,4.31
111.65,131.96,,,,,,,31.65,98.61,1.31,342.02,742.9,2024-06-23 08:30:00,,2.03,0.97,23.63,2.6,1.3
103.82,129.89,,,,,,,32.32,95.47,1.01,46.15,742.9,2024-06-23 08:45:00,,2.99,0.92,19.78,4.49,2.26
101.51,131.92,,,,,,,32.36,92.71,1.15,313.87,742.9,2024-06-23 09:00:00,,0.52,3.34,17.52,3.64,2.58
100.77,143.37,,,,,,,32.79,90.82,1.18,39.56,742.9,2024-06-23 09:15:00,,2.73,1.95,19.71,3.93,2.54
91.88,136.17,,,,,,,32.89,90.33,0.9,74.39,742.9,2024-06-23 09:30:00,,3.21,2.67,18.35,2.82,2.17
81.33,123.44,,,,,,,33.81,83.54,1.41,324.6,742.8,2024-06-23 09:45:00,,3.38,0.98,6.72,1.95,1.6
72.42,112.07,,,,,,,33.27,84.99,1.85,334.19,742.8,2024-06-23 10:00:00,,3.33,0.96,18.96,4.54,3.15
79.41,106.47,,,,,,,33.84,81.74,1.55,5.25,742.7,2024-06-23 10:15:00,,1.78,3.05,18.0,4.22,2.57
70.36,98.32,,,,,,,34.3,77.53,1.86,318.53,742.5,2024-06-23 10:30:00,,4.23,2.2,6.39,4.57,3.24
60.16,94.39,,,,,,,34.48,76.55,2.03,353.65,742.4,2024-06-23 10:45:00,,5.25,2.58,16.51,7.52,6.41
57.2,93.34,,,,,,,34.94,73.91,1.93,355.0,742.2,2024-06-23 11:00:00,,1.4,0.77,25.27,3.67,2.47
51.92,82.29,,,,,,,34.94,70.7,1.57,318.36,742.0,2024-06-23 11:15:00,,0.42,2.65,18.2,4.96,3.48
43.13,75.67,,,,,,,35.83,67.41,1.91,332.81,741.9,2024-06-23 11:30:00,,1.44,1.19,21.2,3.98,2.97
35.14,70.59,,,,,,,35.51,66.86,1.61,327.04,741.8,2024-06-23 11:45:00,,3.37,0.83,8.13,3.53,2.18
39.44,71.15,,,,,,,35.83,65.09,1.69,0.66,741.6,2024-06-23 12:00:00,,0.53,0.79,9.29,7.16,5.28
31.3,65.49,,,,,,,36.6,61.44,1.41,78.43,741.4,2024-06-23 12:15:00,,2.69,2.02,19.3,3.19,3.1
32.78,70.13,,,,,,,36.85,58.67,1.31,75.1,741.2,2024-06-23 12:30:00,,0.53,0.74,7.61,3.35,1.71
