pm2.5,pm10,no,no2,so2,co,nox,ozone,at,rh,ws,wd,bp,timestamp,nh3,benzene,eth_benzene,toluene,xylene,mp_xylene
41.91,95.79,0.57,15.5,4.76,1.97,8.71,61.06,31.73,99.51,2.17,2.3,748.9,2024-06-14 19:30:00,9.48,5.69,6.1,6.9,3.08,2.04
39.68,94.82,0.53,11.52,4.51,1.97,6.56,62.22,31.59,99.52,1.94,0.41,749.0,2024-06-14 19:45:00,9.55,5.49,5.29,7.37,2.71,1.85
27.19,89.99,0.49,13.0,4.1,1.98,7.31,58.2,31.47,99.46,2.19,8.7,749.1,2024-06-14 20:00:00,9.18,4.98,4.64,6.06,2.83,2.04
18.99,81.44,0.4,9.52,4.14,1.98,5.39,61.07,31.39,99.46,2.74,359.15,749.3,2024-06-14 20:15:00,9.02,5.96,4.57,6.03,3.05,1.99
32.35,74.59,0.65,12.54,4.1,2.0,7.2,58.52,31.26,99.39,2.65,2.41,749.4,2024-06-14 20:30:00,8.75,6.12,4.33,6.34,2.96,1.82
43.28,70.58,0.35,8.39,4.45,1.99,4.75,59.93,31.17,99.5,2.89,23.04,749.6,2024-06-14 20:45:00,8.72,5.09,3.87,6.65,2.49,1.8
51.86,70.4,0.31,7.82,4.25,1.98,4.41,59.64,31.06,99.58,2.74,15.53,749.7,2024-06-14 21:00:00,8.48,5.17,4.49,7.73,2.15,1.81
51.09,64.82,0.29,7.94,4.1,1.97,4.46,58.58,30.93,99.42,2.61,12.7,749.8,2024-06-14 21:15:00,8.23,6.39,4.15,7.15,2.77,2.02
50.92,89.34,0.26,7.39,4.42,1.95,4.14,58.47,30.87,99.51,2.33,4.97,749.9,2024-06-14 21:30:00,7.91,5.58,5.02,6.66,2.3,1.85
44.29,114.15,0.28,8.8,3.96,1.96,4.91,56.07,30.8,99.46,2.09,3.2,749.9,2024-06-14 21:45:00,7.66,4.52,3.61,5.64,2.28,1.84
36.74,97.93,0.29,8.14,4.28,1.97,4.57,55.93,30.73,99.46,2.19,4.47,749.9,2024-06-14 22:00:00,7.44,4.69,3.31,5.8,2.2,1.91
28.4,76.63,0.27,8.26,4.31,1.96,4.61,54.85,30.69,99.61,2.09,12.62,749.9,2024-06-14 22:15:00,7.27,4.63,3.14,5.81,2.17,1.87
24.36,55.2,0.26,7.52,4.31,1.95,4.21,55.17,30.62,99.54,2.18,7.53,749.8,2024-06-14 22:30:00,7.16,4.24,3.04,6.05,2.25,1.8
,,0.26,8.15,4.25,1.97,4.55,52.99,30.53,99.48,1.82,359.67,749.6,2024-06-14 22:45:00,7.14,3.85,2.99,5.76,2.48,1.99
,,0.25,8.72,3.88,1.97,4.84,50.95,30.5,99.54,1.99,1.18,749.5,2024-06-14 23:00:00,6.96,3.68,2.87,5.74,2.34,2.01
18.21,43.25,0.28,11.97,4.23,1.95,6.59,47.37,30.5,99.43,1.93,6.48,749.4,2024-06-14 23:15:00,6.91,3.98,3.09,5.83,2.64,2.14
4.86,46.08,0.28,9.13,4.44,1.95,5.08,48.81,30.44,99.43,2.01,0.53,749.3,2024-06-14 23:30:00,6.91,3.89,2.94,6.42,2.28,1.89
6.37,48.97,0.29,7.48,4.51,1.95,4.21,48.68,30.41,99.5,2.13,12.07,749.2,2024-06-14 23:45:00,6.88,3.82,3.15,6.68,2.38,1.99
11.99,47.73,0.26,8.67,4.18,1.96,4.82,45.62,30.38,99.5,1.91,1.69,749.2,2024-06-15 00:00:00,6.67,3.11,2.69,5.9,2.46,2.11
12.23,49.56,0.32,11.43,3.89,1.95,6.34,43.19,30.32,99.44,1.95,15.46,749.1,2024-06-15 00:15:00,6.62,3.25,2.73,6.73,2.71,2.22
,109.88,0.32,11.52,3.82,1.94,6.39,42.37,30.31,99.47,1.73,10.84,749.0,2024-06-15 00:30:00,6.5,3.75,2.53,5.93,2.67,2.18
,126.39,0.38,10.89,3.81,1.92,6.1,42.16,30.32,99.5,2.09,3.03,748.9,2024-06-15 00:45:00,6.44,3.29,2.53,6.39,2.14,1.79
16.47,101.94,0.35,11.44,3.81,1.93,6.37,41.02,30.32,99.47,2.13,17.21,748.8,2024-06-15 01:00:00,6.28,2.72,2.65,6.25,2.64,2.29
27.03,74.58,0.37,10.69,3.59,1.92,5.99,40.27,30.28,99.63,1.73,4.49,748.6,2024-06-15 01:15:00,6.19,2.83,2.55,5.79,2.61,2.17
37.35,58.1,0.35,11.55,3.56,1.91,6.43,40.31,30.2,99.41,1.73,9.75,748.5,2024-06-15 01:30:00,6.05,3.34,2.56,5.77,2.5,2.11
37.8,47.84,0.35,9.61,3.36,1.92,5.4,41.73,30.19,99.52,2.07,8.28,748.5,2024-06-15 01:45:00,6.14,2.75,2.62,5.82,2.29,1.98
24.77,38.46,0.34,10.21,3.47,1.93,5.71,40.82,30.13,99.57,1.61,0.75,748.3,2024-06-15 02:00:00,6.11,3.04,2.42,5.6,2.63,2.32
23.89,41.75,0.33,10.95,3.51,1.94,6.09,39.8,30.11,99.51,1.78,34.68,748.3,2024-06-15 02:15:00,5.91,2.97,2.31,5.26,2.39,2.08
28.89,47.78,0.37,10.25,3.8,1.93,5.75,40.78,30.11,99.53,1.87,17.39,748.3,2024-06-15 02:30:00,5.98,2.97,2.3,5.26,2.34,2.03
26.0,57.71,0.34,10.32,3.58,1.93,5.77,41.11,30.1,99.59,1.99,29.0,748.1,2024-06-15 02:45:00,5.9,3.25,2.28,5.79,5.77,1.91
25.38,57.5,0.3,8.47,3.61,1.93,4.75,42.4,30.07,99.57,2.21,6.98,748.1,2024-06-15 03:00:00,5.94,2.72,2.3,5.52,2.55,2.21
38.21,54.21,0.32,7.68,3.78,1.93,4.35,41.62,30.05,99.52,1.74,18.77,748.2,2024-06-15 03:15:00,5.8,2.75,2.2,5.29,2.33,2.05
41.74,58.58,0.26,7.84,3.63,1.93,4.38,42.05,30.01,99.44,1.85,8.35,748.2,2024-06-15 03:30:00,5.86,3.29,2.25,5.66,2.81,2.21
,,0.37,15.89,3.64,1.91,8.75,38.21,30.04,99.47,1.53,358.7,748.1,2024-06-15 03:45:00,5.46,2.9,2.28,5.84,3.2,2.25
55.86,62.64,0.37,11.84,3.71,1.92,6.6,41.62,30.02,99.49,1.99,4.11,748.0,2024-06-15 04:00:00,5.55,2.46,2.58,5.51,2.64,2.26
29.66,59.31,0.31,8.4,3.9,1.93,4.72,43.29,30.01,99.58,1.83,7.84,748.0,2024-06-15 04:15:00,5.64,3.03,2.46,5.25,2.46,2.08
47.01,57.49,0.34,10.45,4.41,1.93,5.83,42.57,30.07,99.53,2.02,7.29,748.0,2024-06-15 04:30:00,5.59,3.25,2.32,5.52,2.55,2.28
39.91,60.63,0.36,10.4,4.12,1.94,5.82,44.11,30.1,99.56,1.82,4.02,748.1,2024-06-15 04:45:00,5.62,2.98,2.38,5.67,2.77,2.33
25.11,67.58,0.36,10.32,4.06,1.95,5.78,43.18,30.11,99.51,1.53,357.17,748.3,2024-06-15 05:00:00,5.53,3.07,2.62,5.68,2.87,2.41
25.62,70.46,0.37,8.63,4.5,1.96,4.89,43.9,30.15,99.54,1.43,16.34,748.3,2024-06-15 05:15:00,5.54,3.36,2.6,5.66,2.38,2.11
35.39,65.65,0.36,8.32,4.02,1.97,4.72,44.92,30.17,99.52,1.73,6.01,748.4,2024-06-15 05:30:00,5.54,3.63,2.24,5.85,2.41,2.14
45.63,69.89,0.32,8.31,4.28,1.97,4.68,44.62,30.25,99.4,1.75,6.62,748.6,2024-06-15 05:45:00,5.52,3.85,2.21,6.18,2.7,2.36
37.33,71.33,0.32,8.38,3.85,1.97,4.72,43.99,30.37,99.53,2.17,359.14,748.7,2024-06-15 06:00:00,5.43,3.72,2.46,6.45,3.3,2.76
24.2,74.29,0.33,7.61,3.83,1.97,4.32,44.25,30.45,99.4,2.17,5.37,748.9,2024-06-15 06:15:00,5.44,4.21,2.54,6.63,2.9,2.61
27.09,76.38,0.34,7.21,4.48,1.98,4.11,45.31,30.67,99.56,2.26,16.36,749.0,2024-06-15 06:30:00,5.52,6.28,2.46,6.39,3.0,2.71
26.46,72.23,0.37,6.37,4.09,1.98,3.69,46.83,30.81,99.49,2.99,13.51,749.0,2024-06-15 06:45:00,5.54,6.42,2.32,6.74,2.67,2.39
12.01,68.98,0.37,6.37,4.61,1.98,3.69,45.98,31.02,99.56,2.78,16.01,749.1,2024-06-15 07:00:00,5.61,6.44,3.03,6.9,2.75,2.47
25.77,73.0,0.39,6.34,4.64,1.98,3.69,46.89,31.23,99.41,2.86,31.51,749.3,2024-06-15 07:15:00,5.56,4.5,2.61,8.31,3.12,2.72
39.17,78.87,0.37,6.94,4.62,1.98,3.99,47.72,31.4,99.53,2.87,16.19,749.3,2024-06-15 07:30:00,5.58,4.24,2.59,8.3,2.88,2.58
48.63,79.7,0.84,8.18,4.55,1.98,5.03,47.52,31.65,99.43,2.9,22.67,749.3,2024-06-15 07:45:00,5.93,4.17,2.32,6.93,3.11,2.81
53.5,85.52,0.42,7.53,4.53,1.99,4.35,49.29,31.99,99.43,2.59,6.97,749.3,2024-06-15 08:00:00,5.73,4.43,2.27,7.09,2.74,2.44
29.37,91.69,0.45,8.71,4.63,1.99,5.0,50.85,32.43,99.56,2.28,14.32,749.3,2024-06-15 08:15:00,5.67,5.51,2.67,7.6,3.03,2.73
41.97,85.17,0.42,8.87,4.93,2.0,5.06,52.58,32.92,99.49,2.41,34.45,749.4,2024-06-15 08:30:00,5.76,4.74,2.59,7.32,2.83,2.5
60.9,85.51,0.4,8.75,4.79,1.99,4.98,58.05,32.96,99.42,2.75,16.71,749.4,2024-06-15 08:45:00,5.86,4.95,2.55,7.52,3.05,2.72
70.03,87.53,0.65,9.84,4.6,2.0,5.76,59.13,33.32,99.43,2.81,34.98,749.4,2024-06-15 09:00:00,6.08,4.58,2.32,7.57,2.92,2.59
74.53,91.16,0.45,10.23,4.95,2.01,5.81,60.35,33.6,99.37,2.96,26.08,749.2,2024-06-15 09:15:00,5.85,4.29,2.47,6.73,2.82,2.53
59.19,97.62,0.35,8.34,5.33,2.02,4.72,63.77,33.76,99.47,3.27,32.58,749.1,2024-06-15 09:30:00,5.96,4.75,3.21,6.91,3.01,2.63
54.28,97.84,0.33,8.76,5.21,2.02,4.93,66.08,33.93,99.51,2.57,31.25,749.0,2024-06-15 09:45:00,5.88,4.57,3.07,6.63,2.9,2.52
52.76,101.72,0.41,9.58,4.65,2.07,5.43,67.79,34.06,99.52,3.39,11.01,749.1,2024-06-15 10:00:00,5.8,4.57,2.96,6.63,2.84,2.46
60.5,107.98,0.33,8.47,4.98,2.05,4.77,68.64,34.28,99.52,3.69,27.16,749.0,2024-06-15 10:15:00,5.94,6.41,3.38,7.88,3.01,2.63
66.61,107.85,0.3,7.71,4.68,2.05,4.34,69.45,34.54,99.42,2.97,34.0,748.9,2024-06-15 10:30:00,5.88,5.62,3.05,7.33,3.3,2.4
61.87,107.75,1.32,16.06,4.74,2.06,9.62,65.18,34.77,99.37,2.39,15.53,749.0,2024-06-15 10:45:00,5.66,5.42,2.77,8.5,3.28,2.6
47.71,104.45,0.48,10.79,4.85,2.07,6.13,72.87,34.9,99.49,2.69,12.58,748.9,2024-06-15 11:00:00,6.08,5.31,2.59,6.93,2.21,1.91
34.41,93.18,0.49,10.57,4.89,2.07,6.02,69.57,35.11,99.53,2.91,20.19,748.8,2024-06-15 11:15:00,6.05,5.03,2.67,6.21,2.69,2.42
36.74,84.6,0.73,9.15,5.3,2.06,5.46,68.09,35.27,99.53,2.66,19.96,748.8,2024-06-15 11:30:00,7.19,6.7,2.82,7.49,3.0,2.73
52.59,88.36,0.33,8.57,5.76,2.03,4.83,68.16,35.34,99.48,2.71,24.14,748.7,2024-06-15 11:45:00,6.89,6.71,2.92,8.52,3.1,2.78
63.55,95.75,0.61,11.82,5.27,2.04,6.78,66.71,35.45,99.54,2.01,26.63,748.6,2024-06-15 12:00:00,6.48,5.96,3.03,7.97,2.97,2.7
59.76,94.36,4.62,32.23,4.73,2.09,20.9,57.23,35.36,99.41,2.35,40.67,748.5,2024-06-15 12:15:00,5.61,6.38,2.84,7.13,2.9,2.59
51.64,93.74,0.86,13.72,4.79,2.04,8.0,65.63,35.41,99.52,2.32,26.59,748.4,2024-06-15 12:30:00,6.31,7.53,2.95,10.05,2.97,2.61
38.96,86.48,0.48,9.37,4.59,2.02,5.37,66.82,35.19,99.48,2.37,356.7,748.3,2024-06-15 12:45:00,6.04,7.18,2.87,8.28,2.8,2.5
35.65,77.47,0.37,7.5,4.54,2.02,4.29,64.65,35.03,99.5,2.37,27.71,748.2,2024-06-15 13:00:00,6.07,6.61,2.89,7.19,2.7,2.4
45.37,66.62,0.35,6.4,5.09,2.02,3.69,64.24,34.97,99.46,2.53,6.94,748.1,2024-06-15 13:15:00,6.49,6.33,2.4,6.6,2.54,2.24
51.34,67.26,0.32,6.22,4.9,2.02,3.57,61.44,34.97,99.5,2.09,0.77,748.1,2024-06-15 13:30:00,6.7,6.02,2.38,6.55,2.94,2.53
55.7,68.94,0.27,5.78,5.33,2.02,3.29,61.57,34.64,99.48,1.91,357.93,748.0,2024-06-15 13:45:00,6.98,5.67,2.73,6.11,2.84,2.43
56.23,70.68,0.27,5.99,4.72,2.02,3.41,60.53,34.45,99.45,2.01,11.35,748.0,2024-06-15 14:00:00,6.88,5.19,2.82,5.81,3.18,2.77
45.47,73.13,0.27,5.32,4.76,2.02,3.05,59.79,34.48,99.59,2.69,33.08,747.8,2024-06-15 14:15:00,6.69,5.03,2.69,5.79,3.05,2.64
40.71,76.32,0.2,5.0,4.99,2.0,2.82,61.08,34.65,99.47,2.83,15.78,747.7,2024-06-15 14:30:00,6.59,4.9,2.51,6.77,2.88,2.52
47.67,82.43,0.21,5.19,4.5,2.0,2.93,59.3,34.39,99.44,1.9,7.41,747.5,2024-06-15 14:45:00,6.42,4.82,2.4,7.05,2.85,2.48
45.22,81.2,0.21,5.62,4.93,2.0,3.16,57.97,34.55,99.44,2.27,11.33,747.4,2024-06-15 15:00:00,6.33,4.12,2.57,6.32,3.16,2.69
44.01,79.0,0.21,4.6,5.13,1.99,2.62,57.39,34.61,99.4,2.39,9.02,747.2,2024-06-15 15:15:00,6.26,4.03,2.51,6.87,2.82,2.35
44.93,76.5,0.2,4.75,4.7,1.96,2.69,57.01,34.46,99.38,2.81,7.16,747.0,2024-06-15 15:30:00,6.13,3.85,2.64,6.23,2.92,2.65
43.46,69.6,0.28,6.63,4.76,1.97,3.75,56.63,34.41,99.54,2.9,16.52,747.0,2024-06-15 15:45:00,5.92,3.48,2.38,5.19,2.86,2.59
36.19,65.15,0.2,5.83,4.79,1.97,3.26,55.09,34.15,99.41,3.05,9.13,747.0,2024-06-15 16:00:00,6.0,3.26,2.63,6.6,2.57,2.23
41.39,92.02,0.25,7.46,4.48,1.97,4.17,51.58,33.91,99.4,2.57,13.78,747.1,2024-06-15 16:15:00,6.02,3.02,2.54,6.57,2.55,2.21
37.5,151.8,0.29,9.97,5.11,1.95,5.54,52.76,33.78,99.53,2.43,343.33,747.3,2024-06-15 16:30:00,5.94,3.72,2.7,7.76,2.68,2.22
36.2,144.49,0.29,9.65,4.63,1.95,5.37,52.31,33.61,99.41,2.39,359.8,747.3,2024-06-15 16:45:00,5.89,3.47,4.65,5.63,2.57,2.11
37.51,118.28,0.37,12.75,4.2,1.96,7.08,48.77,33.46,99.52,2.26,11.35,747.4,2024-06-15 17:00:00,5.73,3.27,4.57,5.2,2.62,2.16
42.72,100.44,0.43,13.56,5.02,1.96,7.56,52.1,33.21,99.49,2.41,0.3,747.4,2024-06-15 17:15:00,5.64,3.6,4.64,5.52,2.64,2.18
39.38,82.36,0.36,9.7,4.99,1.97,5.45,58.52,33.03,99.48,2.41,3.03,747.6,2024-06-15 17:30:00,6.0,2.8,4.36,4.25,2.21,1.92
29.6,60.52,0.3,10.97,4.6,1.95,6.08,51.12,32.82,99.57,2.61,9.83,747.6,2024-06-15 17:45:00,6.48,3.23,5.57,4.92,2.81,2.33
35.8,56.89,0.36,16.22,4.44,1.95,8.92,51.39,32.68,99.52,2.09,348.11,747.6,2024-06-15 18:00:00,6.61,3.63,3.97,4.57,3.39,2.21
29.57,61.4,0.33,10.05,4.81,1.95,5.61,54.54,32.53,99.5,2.58,21.43,748.0,2024-06-15 18:15:00,6.43,3.55,10.71,5.52,2.45,2.14
12.02,62.96,4.97,28.0,4.61,1.96,18.93,42.0,32.38,99.55,2.18,3.55,748.3,2024-06-15 18:30:00,5.57,3.81,9.18,5.2,1.94,1.63
34.78,56.37,8.53,35.84,4.11,1.98,26.0,40.34,32.26,99.47,2.77,14.34,748.7,2024-06-15 18:45:00,5.2,3.61,4.8,5.06,2.34,2.03
42.95,58.03,4.36,22.17,4.23,1.96,15.34,41.83,32.12,99.56,2.85,12.27,749.3,2024-06-15 19:00:00,5.2,4.17,4.9,6.57,2.35,2.05
44.53,58.8,0.57,11.3,4.06,1.99,6.47,46.0,32.04,99.61,2.11,89.31,750.4,2024-06-15 19:15:00,5.7,3.89,3.71,7.51,2.13,1.83
42.87,63.43,0.44,8.77,4.13,1.97,5.02,46.56,31.83,99.43,1.35,62.31,750.7,2024-06-15 19:30:00,5.7,5.87,4.23,8.47,2.66,2.19
35.82,61.21,0.39,11.05,3.87,2.02,6.19,42.74,31.83,99.38,1.63,52.02,750.6,2024-06-15 19:45:00,5.56,4.41,4.32,6.95,2.54,2.14
38.26,56.57,0.36,9.35,4.18,1.96,5.27,60.43,30.49,99.48,3.59,41.78,750.6,2024-06-15 20:00:00,5.68,5.87,5.43,8.81,2.61,2.24
32.09,69.22,0.3,7.74,4.55,1.96,4.36,63.18,29.64,99.45,2.63,49.29,750.5,2024-06-15 20:15:00,5.52,3.48,3.67,5.73,2.45,2.13
28.98,69.6,0.4,13.24,4.2,1.98,7.37,59.29,29.46,99.5,1.88,44.32,750.1,2024-06-15 20:30:00,5.26,3.17,3.74,5.56,2.3,1.98
23.57,65.61,0.64,29.55,3.99,1.99,16.24,47.02,29.63,99.54,1.62,22.72,749.9,2024-06-15 20:45:00,4.68,4.93,3.61,7.26,2.4,2.08
24.77,67.82,0.55,15.53,4.24,1.97,8.71,54.97,29.37,99.44,1.43,11.74,749.8,2024-06-15 21:00:00,4.83,4.83,3.88,8.99,2.16,1.88
20.01,65.51,1.0,25.7,4.14,1.98,14.48,48.53,29.48,99.54,2.38,6.97,749.6,2024-06-15 21:15:00,4.44,4.47,3.29,8.0,2.43,2.14
24.67,69.53,0.62,25.51,4.52,1.98,14.07,47.99,29.69,99.38,1.94,7.62,749.6,2024-06-15 21:30:00,4.07,3.39,3.92,6.13,2.61,2.22
38.47,65.42,0.62,20.49,3.76,1.98,11.4,50.73,29.59,99.55,1.94,2.67,749.5,2024-06-15 21:45:00,4.34,3.9,3.5,6.62,2.17,1.78
12.88,58.15,0.68,26.82,4.3,1.98,14.82,45.66,29.57,99.45,0.67,344.36,749.5,2024-06-15 22:00:00,4.11,3.3,3.91,6.32,2.21,1.82
,51.2,0.68,20.55,3.99,1.99,11.48,49.62,29.68,99.4,1.27,7.55,749.6,2024-06-15 22:15:00,4.4,3.44,3.55,6.08,2.21,1.82
,53.76,0.66,20.74,3.77,1.98,11.57,49.24,29.8,99.66,1.73,357.34,749.7,2024-06-15 22:30:00,4.35,4.11,3.95,7.21,2.33,1.98
3.32,52.83,0.72,28.26,3.8,2.0,15.62,42.29,29.73,99.46,0.84,344.7,749.7,2024-06-15 22:45:00,4.29,4.03,3.61,5.89,2.1,1.8
14.55,51.18,0.74,19.67,3.9,2.02,11.06,48.52,29.61,99.4,1.69,359.5,749.7,2024-06-15 23:00:00,4.65,4.24,3.9,6.87,2.47,2.03
16.98,50.09,0.75,22.53,3.79,2.0,12.59,46.22,29.41,99.5,0.43,344.26,749.5,2024-06-15 23:15:00,4.65,4.76,3.74,6.89,2.2,1.79
25.02,48.34,0.77,22.96,3.41,2.0,12.84,47.74,29.39,99.56,0.68,357.33,749.3,2024-06-15 23:30:00,4.84,4.68,3.39,6.88,2.46,1.89
27.78,51.76,0.79,18.13,3.79,2.02,10.29,49.43,29.44,99.58,1.07,12.13,749.4,2024-06-15 23:45:00,4.92,4.03,2.99,5.57,2.42,1.85
25.92,51.0,0.78,20.16,3.71,2.02,11.36,50.36,29.49,99.48,1.21,11.67,749.3,2024-06-16 00:00:00,4.98,4.78,3.19,6.45,2.19,1.81
,,0.72,16.93,4.09,2.02,9.59,51.04,29.39,99.48,1.53,1.55,749.3,2024-06-16 00:15:00,5.02,4.3,3.57,6.48,2.2,1.83
,,0.67,14.07,4.02,2.02,8.03,54.12,29.4,99.55,2.15,19.31,749.4,2024-06-16 00:30:00,5.15,3.93,2.91,7.15,2.26,1.76
24.59,40.1,0.59,12.29,3.4,2.03,7.02,52.82,29.35,99.56,1.99,7.03,749.3,2024-06-16 00:45:00,5.09,3.84,2.95,5.85,2.49,1.99
3.08,43.1,0.55,12.77,3.7,2.02,7.24,51.11,29.16,99.49,1.97,16.24,749.2,2024-06-16 01:00:00,5.04,4.01,2.66,6.51,2.31,1.81
0.78,52.27,0.52,12.16,3.69,1.99,6.89,51.46,29.19,99.49,1.81,5.64,749.1,2024-06-16 01:15:00,4.97,3.98,2.5,5.74,2.12,1.68
,58.17,0.5,12.01,3.8,1.99,6.79,49.41,29.22,99.49,1.51,352.02,749.1,2024-06-16 01:30:00,4.88,3.3,2.61,5.1,2.51,2.07
14.43,61.76,0.49,12.66,3.99,1.99,7.13,50.05,29.2,99.54,1.51,27.51,749.1,2024-06-16 01:45:00,4.81,3.08,2.7,5.75,2.13,1.74
32.25,61.52,0.49,15.83,3.58,1.99,8.82,46.09,29.19,99.41,1.31,11.89,749.1,2024-06-16 02:00:00,4.63,3.07,2.71,5.27,2.35,1.96
