pm2.5,pm10,no,no2,so2,co,nox,ozone,at,rh,ws,wd,bp,timestamp,nh3,benzene,eth_benzene,toluene,xylene,mp_xylene
93.92,122.75,2.48,28.11,0.8,1.07,16.97,20.03,28.1,82.39,0.27,221.44,765.9,2024-10-15 23:30:00,11.68,4.21,1.38,5.28,3.16,2.23
91.53,120.34,2.51,27.53,0.84,1.05,16.68,21.4,28.04,82.41,0.31,256.97,765.8,2024-10-15 23:45:00,11.15,5.8,1.7,5.49,3.63,2.55
88.85,121.09,2.69,36.28,0.68,1.14,21.48,15.97,27.91,83.45,0.25,254.25,765.8,2024-10-16 00:00:00,11.48,6.3,1.79,5.33,3.88,2.71
86.96,119.89,2.79,43.68,0.94,1.21,25.5,15.97,27.85,83.92,0.38,255.89,765.6,2024-10-16 00:15:00,11.9,6.32,2.12,7.23,4.55,3.16
84.51,118.45,2.82,42.39,0.6,1.2,24.84,17.82,27.87,83.77,0.22,238.12,765.5,2024-10-16 00:30:00,11.82,6.78,2.28,9.18,4.85,3.31
82.66,118.86,2.83,38.17,0.52,1.2,22.6,21.0,27.77,83.58,0.3,244.0,765.4,2024-10-16 00:45:00,11.73,5.29,2.31,8.04,4.84,3.29
81.12,120.79,2.9,44.4,0.58,1.19,25.97,18.04,27.87,83.05,0.31,235.49,765.4,2024-10-16 01:00:00,12.0,4.49,2.45,7.75,5.35,3.6
80.29,122.51,2.96,54.4,0.25,1.24,31.34,17.64,28.03,81.83,0.25,249.0,765.3,2024-10-16 01:15:00,11.6,3.86,2.11,6.88,4.79,3.24
80.1,124.89,3.14,53.18,0.46,1.25,30.84,12.89,28.1,81.79,0.34,249.0,765.4,2024-10-16 01:30:00,11.58,3.59,2.0,6.42,4.73,3.21
80.15,130.67,3.39,55.72,0.46,1.21,32.39,18.96,28.2,80.87,0.47,152.02,765.5,2024-10-16 01:45:00,11.53,3.09,2.17,6.3,5.4,3.53
81.09,136.3,3.07,49.57,0.49,1.15,28.86,19.21,28.55,79.35,0.3,190.95,765.4,2024-10-16 02:00:00,11.15,2.79,2.17,6.31,5.16,3.4
81.03,139.09,5.38,53.6,0.48,1.17,32.88,8.27,28.27,81.17,0.35,243.0,765.3,2024-10-16 02:15:00,11.11,2.86,1.93,6.37,4.53,3.08
80.76,138.88,5.71,53.04,0.32,1.18,32.86,5.38,27.91,83.17,0.31,243.0,765.4,2024-10-16 02:30:00,10.86,2.7,1.94,5.82,4.35,2.98
80.78,136.01,3.57,55.55,0.5,1.16,32.45,8.74,27.71,83.81,0.33,243.0,765.4,2024-10-16 02:45:00,11.15,2.54,1.85,5.41,4.21,2.88
80.78,133.56,6.87,67.04,0.44,1.17,41.24,2.56,27.67,84.79,0.31,243.0,765.4,2024-10-16 03:00:00,10.85,2.61,1.82,6.24,4.51,3.03
79.91,131.02,10.41,73.89,0.1,1.17,47.77,1.87,27.88,83.89,0.34,218.85,765.4,2024-10-16 03:15:00,11.24,2.79,1.7,6.37,4.34,2.95
78.53,128.13,10.95,82.76,0.28,1.07,52.92,1.16,28.16,82.21,0.33,269.78,765.4,2024-10-16 03:30:00,11.42,2.59,1.7,6.18,4.23,2.87
75.65,125.21,4.19,78.83,0.17,0.94,45.34,5.97,28.35,80.71,0.27,270.47,765.4,2024-10-16 03:45:00,10.87,2.28,2.44,5.55,4.61,3.14
74.02,123.24,3.91,70.72,0.08,0.96,40.8,7.11,28.41,80.82,0.32,266.73,765.4,2024-10-16 04:00:00,10.85,2.04,1.91,4.94,3.81,2.62
73.28,121.49,4.12,63.71,0.05,1.0,37.24,6.97,28.45,81.44,0.32,290.92,765.5,2024-10-16 04:15:00,10.62,2.21,1.42,4.76,3.16,2.18
71.93,120.54,3.71,58.2,0.45,0.98,33.97,8.61,28.39,82.26,0.31,307.0,765.4,2024-10-16 04:30:00,10.15,2.24,1.34,4.56,3.27,2.22
70.42,118.11,3.61,49.1,,0.93,29.05,11.21,28.36,82.73,0.33,324.84,765.5,2024-10-16 04:45:00,10.43,2.16,1.3,4.76,3.28,2.26
68.44,117.96,3.48,51.67,,0.94,30.31,10.16,28.21,83.11,0.27,350.93,765.6,2024-10-16 05:00:00,10.38,2.23,1.24,4.31,2.91,2.04
66.88,122.36,3.49,43.59,0.24,0.91,26.02,16.07,28.06,83.97,0.26,350.0,765.9,2024-10-16 05:15:00,10.37,2.02,2.03,4.53,3.57,2.39
71.86,123.27,3.86,42.07,0.27,0.92,25.52,15.73,27.9,85.23,0.28,329.05,765.9,2024-10-16 05:30:00,10.36,1.74,1.64,4.06,3.2,2.18
75.86,121.55,5.11,43.44,0.3,0.96,27.26,7.39,27.89,85.78,0.26,229.58,766.0,2024-10-16 05:45:00,9.84,1.73,1.22,3.97,2.81,1.95
75.77,119.89,6.2,45.77,0.14,1.0,29.39,7.88,28.36,84.93,0.38,210.95,766.0,2024-10-16 06:00:00,10.31,2.27,1.39,4.96,3.24,2.22
73.47,116.23,13.44,53.24,0.42,1.19,39.25,4.98,28.72,83.35,0.39,293.12,766.3,2024-10-16 06:15:00,10.77,2.69,1.58,5.38,3.73,2.57
69.16,112.26,10.08,49.17,0.46,1.02,34.35,9.37,29.25,81.1,0.38,279.73,766.3,2024-10-16 06:30:00,10.66,2.77,2.65,5.67,5.08,3.31
64.34,109.11,9.68,51.78,0.14,0.97,35.41,11.83,29.99,78.59,0.31,269.06,766.5,2024-10-16 06:45:00,10.64,2.47,2.18,5.28,4.35,2.87
59.51,105.55,7.72,50.6,0.44,0.92,33.19,21.72,30.61,75.12,0.43,295.18,766.5,2024-10-16 07:00:00,10.78,2.13,1.48,4.18,3.26,2.21
54.82,103.12,7.44,53.11,0.27,0.9,34.3,28.32,31.23,70.13,0.69,351.31,766.5,2024-10-16 07:15:00,10.86,1.99,1.1,3.42,2.74,1.89
51.67,101.58,5.37,42.42,0.38,0.99,26.93,38.87,31.49,68.99,0.89,336.51,766.7,2024-10-16 07:30:00,10.76,1.91,1.03,3.29,2.26,1.61
48.74,101.26,4.75,37.86,0.48,0.96,24.0,46.35,31.52,68.27,0.77,335.64,766.9,2024-10-16 07:45:00,10.35,2.28,1.42,3.5,2.81,1.9
48.09,102.59,4.4,34.66,0.3,0.93,22.01,53.44,32.31,64.35,0.56,328.8,767.0,2024-10-16 08:00:00,10.32,3.47,1.55,4.05,3.07,2.12
49.01,103.61,4.05,30.38,0.52,0.85,19.45,64.33,33.04,60.97,0.81,298.78,767.0,2024-10-16 08:15:00,9.46,3.65,1.29,3.56,2.5,1.71
52.04,104.66,4.69,29.27,0.4,0.99,19.38,43.11,32.14,66.76,1.66,346.12,767.1,2024-10-16 08:30:00,10.08,3.35,1.15,2.98,2.28,1.56
56.09,106.25,4.19,28.45,0.56,1.02,18.54,45.18,31.77,69.45,1.59,319.76,767.3,2024-10-16 08:45:00,10.72,3.4,1.15,4.96,2.37,1.61
61.54,109.82,4.6,33.39,0.31,1.05,21.5,38.88,31.03,72.97,1.51,332.22,767.2,2024-10-16 09:00:00,10.7,3.2,1.08,5.49,2.37,1.62
67.47,114.81,5.27,28.69,0.34,1.15,19.55,45.43,31.91,69.87,2.07,0.46,767.2,2024-10-16 09:15:00,11.34,3.16,1.33,6.56,2.81,1.91
72.42,121.33,4.07,22.6,0.8,1.14,15.33,48.04,31.99,69.23,2.07,341.07,767.1,2024-10-16 09:30:00,11.32,4.12,2.4,7.88,3.26,2.28
78.59,127.34,3.57,20.02,0.83,1.08,13.55,64.87,32.57,65.99,1.97,7.47,767.1,2024-10-16 09:45:00,10.93,4.25,2.46,7.44,3.24,2.21
84.65,135.99,2.89,18.47,1.24,1.03,12.17,76.01,32.83,63.75,2.15,8.87,767.1,2024-10-16 10:00:00,10.82,3.4,2.33,6.0,3.08,2.07
89.21,141.26,2.61,18.47,1.13,1.2,11.95,81.12,32.07,65.61,2.31,32.2,766.8,2024-10-16 10:15:00,11.02,3.11,2.42,5.63,2.89,1.96
94.41,145.55,2.65,18.12,0.88,0.98,11.79,89.63,33.03,61.04,1.93,51.61,766.8,2024-10-16 10:30:00,10.45,2.98,1.89,5.34,2.66,1.79
99.12,147.8,2.88,18.58,1.07,0.91,12.22,81.26,33.45,58.09,2.34,131.72,766.5,2024-10-16 10:45:00,9.92,2.65,1.33,4.6,2.23,1.5
103.59,149.15,2.28,13.3,0.73,0.87,8.93,96.46,34.24,54.08,1.72,113.39,766.3,2024-10-16 11:00:00,10.41,2.18,1.12,3.6,2.03,1.35
113.36,147.81,2.1,13.25,1.02,0.84,8.76,107.9,35.81,48.55,1.5,72.34,766.0,2024-10-16 11:15:00,9.82,1.92,0.94,2.76,1.63,1.11
118.15,144.19,2.13,16.68,1.02,1.01,10.6,114.9,36.49,46.94,0.96,281.77,765.8,2024-10-16 11:30:00,10.07,1.75,0.89,2.43,1.54,1.05
118.79,141.81,1.86,14.64,1.07,0.88,9.3,129.4,36.61,46.25,1.15,22.58,765.6,2024-10-16 11:45:00,10.12,2.12,1.04,3.64,1.77,1.19
116.75,142.69,1.69,13.45,1.16,0.88,8.53,140.1,35.69,48.95,1.25,309.86,765.5,2024-10-16 12:00:00,10.17,2.25,1.36,3.65,1.99,1.35
114.17,144.47,1.69,13.71,1.21,0.91,8.67,142.2,35.25,50.83,1.18,312.85,765.4,2024-10-16 12:15:00,10.56,2.4,1.46,3.92,1.86,1.28
110.51,144.83,1.58,13.61,1.24,0.91,8.52,146.8,35.21,51.23,1.04,322.42,765.2,2024-10-16 12:30:00,10.59,2.52,1.45,3.99,1.87,1.27
106.23,144.01,1.49,13.72,1.5,0.92,8.51,154.3,34.83,51.95,1.47,356.59,765.0,2024-10-16 12:45:00,10.92,2.37,1.26,3.64,1.74,1.17
102.88,142.96,1.43,13.14,1.6,0.9,8.15,156.5,34.69,52.31,0.74,299.46,764.8,2024-10-16 13:00:00,11.38,2.15,1.08,3.36,1.56,1.05
99.86,141.67,1.42,14.07,1.61,0.96,8.64,159.8,35.05,51.08,1.0,132.95,764.6,2024-10-16 13:15:00,11.9,2.15,0.99,3.12,1.43,0.97
96.67,139.52,1.47,14.55,2.03,1.0,8.93,161.7,35.03,51.43,0.81,289.13,764.5,2024-10-16 13:30:00,11.68,2.12,0.97,3.35,1.43,0.94
94.42,137.82,1.53,17.8,2.06,1.03,10.71,162.0,35.49,49.86,1.08,180.45,764.4,2024-10-16 13:45:00,11.83,2.13,1.06,4.03,1.53,0.99
92.57,139.26,1.51,18.22,1.98,1.01,10.92,166.7,35.31,50.19,1.11,100.28,764.2,2024-10-16 14:00:00,12.18,2.09,1.0,5.12,1.53,0.96
90.26,140.39,1.46,17.35,2.12,1.01,10.42,164.8,34.5,53.47,1.05,358.68,764.4,2024-10-16 14:15:00,11.82,2.42,1.29,5.7,1.72,1.1
87.98,140.14,1.47,18.01,2.1,0.95,10.77,167.1,33.99,54.71,1.21,11.28,764.3,2024-10-16 14:30:00,11.23,2.21,1.25,5.07,1.75,1.14
86.39,138.49,1.47,17.87,2.11,0.9,10.7,152.8,33.71,54.66,1.25,147.27,764.3,2024-10-16 14:45:00,11.19,2.06,1.05,5.16,1.55,1.01
84.68,135.21,1.45,19.24,1.88,0.88,11.41,149.2,33.75,54.44,0.63,222.62,764.3,2024-10-16 15:00:00,10.84,2.08,0.87,4.34,1.4,0.92
83.11,132.1,1.6,20.46,1.99,0.89,12.18,121.0,34.04,54.59,0.83,230.32,764.2,2024-10-16 15:15:00,10.54,1.88,0.85,3.51,1.45,0.94
80.73,127.55,1.58,20.7,1.44,0.88,12.3,112.8,33.65,55.33,0.79,211.54,764.3,2024-10-16 15:30:00,10.47,3.51,1.37,5.37,2.68,1.76
78.71,124.13,1.49,19.81,1.54,0.87,11.75,110.1,33.27,56.45,1.11,155.1,764.4,2024-10-16 15:45:00,10.52,4.02,1.57,5.34,3.19,2.11
77.49,122.41,1.56,20.74,1.52,0.91,12.3,101.5,32.47,61.75,1.07,206.88,764.5,2024-10-16 16:00:00,10.51,4.27,1.55,5.16,3.39,2.21
77.16,121.07,1.44,15.91,1.65,0.87,9.63,95.14,31.39,68.99,1.63,82.35,764.6,2024-10-16 16:15:00,10.58,3.55,1.54,5.49,3.33,2.17
75.53,118.16,1.39,14.71,1.38,0.76,8.95,99.2,30.01,68.86,1.91,12.17,764.9,2024-10-16 16:30:00,10.25,3.36,0.96,6.33,2.16,1.44
74.71,116.65,1.31,9.13,1.39,0.57,5.92,81.71,27.77,79.56,2.82,89.96,765.6,2024-10-16 16:45:00,8.6,2.58,1.08,4.19,2.12,1.49
74.04,113.39,1.41,14.33,0.99,0.58,8.77,68.46,25.46,91.87,2.43,164.78,765.5,2024-10-16 17:00:00,8.1,1.33,0.7,2.57,1.46,1.01
76.51,107.51,1.31,7.78,0.97,0.57,5.2,77.77,25.11,93.69,1.95,170.51,765.4,2024-10-16 17:15:00,8.43,2.12,0.68,4.61,1.44,0.99
78.67,102.76,1.36,9.28,1.17,0.59,6.04,70.46,25.26,94.29,1.74,221.18,765.4,2024-10-16 17:30:00,8.74,1.38,0.49,2.2,1.05,0.74
75.26,95.07,1.33,9.59,1.37,0.57,6.18,71.49,25.37,94.56,1.51,234.8,765.4,2024-10-16 17:45:00,8.11,1.02,0.52,1.96,1.21,0.83
67.97,85.29,1.25,9.06,1.18,0.63,5.84,76.09,25.68,94.73,1.29,264.03,765.2,2024-10-16 18:00:00,8.74,0.95,3.79,1.73,3.14,2.19
59.88,74.7,1.31,10.59,0.82,0.66,6.7,72.11,25.81,94.67,1.35,170.35,765.1,2024-10-16 18:15:00,8.89,1.13,2.38,1.39,2.28,1.63
51.74,65.3,1.38,16.06,1.59,0.76,9.66,61.28,25.99,94.51,0.73,236.2,765.6,2024-10-16 18:30:00,8.8,1.3,0.9,1.53,1.53,1.08
44.99,57.2,1.58,31.53,3.3,0.8,18.06,47.78,26.05,94.18,0.83,304.91,765.6,2024-10-16 18:45:00,8.43,1.44,1.26,2.87,2.48,1.72
39.12,51.46,1.71,30.53,3.3,0.98,17.63,38.0,26.19,93.86,0.61,247.07,765.8,2024-10-16 19:00:00,9.01,1.64,2.82,4.31,4.31,2.99
34.59,46.37,1.61,30.75,3.23,0.89,17.67,40.76,26.29,93.51,0.69,257.9,766.0,2024-10-16 19:15:00,9.02,1.87,2.7,5.22,5.07,3.51
31.38,43.06,1.63,28.08,3.1,0.81,16.26,41.56,26.47,92.16,0.79,244.77,766.2,2024-10-16 19:30:00,8.67,1.67,1.4,4.07,3.49,2.35
29.09,41.88,1.52,21.25,3.2,0.83,12.54,45.19,26.64,90.94,0.55,298.42,766.2,2024-10-16 19:45:00,8.78,1.79,1.22,4.66,3.63,2.3
27.11,46.23,1.55,21.08,3.09,0.78,12.47,45.08,26.75,88.21,0.61,65.01,766.3,2024-10-16 20:00:00,9.22,2.34,1.41,4.94,3.59,2.38
27.21,50.73,1.56,24.13,3.17,0.82,14.1,37.25,26.81,87.28,0.43,252.51,766.4,2024-10-16 20:15:00,8.94,2.05,1.27,4.27,3.1,2.06
28.73,52.89,1.75,32.87,3.25,0.94,18.91,30.93,26.69,87.99,0.36,265.26,766.4,2024-10-16 20:30:00,8.72,1.78,1.13,4.05,3.17,2.07
30.19,53.77,1.83,31.02,3.31,0.84,17.99,31.06,26.67,87.4,0.37,215.17,766.3,2024-10-16 20:45:00,9.74,1.79,1.33,4.82,3.99,2.62
31.81,54.08,1.95,39.9,3.36,1.0,22.81,20.38,26.59,88.41,0.53,185.03,766.3,2024-10-16 21:00:00,9.84,2.28,1.23,4.4,3.41,2.27
33.68,56.02,1.95,38.01,3.09,1.0,21.8,21.37,26.87,87.21,0.81,150.23,766.1,2024-10-16 21:15:00,10.53,2.26,1.18,4.41,3.5,2.34
36.72,58.18,1.95,36.64,2.87,1.02,21.07,20.25,26.95,87.83,0.37,205.29,766.2,2024-10-16 21:30:00,10.95,2.92,1.16,4.29,3.48,2.3
39.91,59.69,2.61,47.52,3.07,1.18,27.4,8.7,26.88,88.74,0.23,228.05,766.2,2024-10-16 21:45:00,10.76,2.63,1.33,9.42,3.91,2.58
42.12,59.18,10.15,62.5,3.01,1.38,41.5,3.04,26.83,89.78,0.63,174.51,766.1,2024-10-16 22:00:00,11.23,3.02,1.53,11.28,4.7,3.04
43.59,60.25,14.16,56.52,3.45,1.56,41.58,2.12,26.79,89.53,0.33,233.74,766.0,2024-10-16 22:15:00,10.98,4.14,1.95,10.71,5.64,3.66
45.88,62.35,25.23,59.95,3.23,1.63,52.4,2.48,26.56,90.97,0.29,223.32,766.0,2024-10-16 22:30:00,11.16,3.87,2.06,11.55,6.43,4.18
52.34,64.44,24.82,65.49,3.18,1.58,55.01,3.17,26.39,91.75,0.37,225.83,765.9,2024-10-16 22:45:00,11.91,4.03,2.46,12.34,8.22,5.14
63.02,70.09,28.03,55.07,2.79,1.65,52.08,2.4,26.47,92.58,0.33,226.69,765.8,2024-10-16 23:00:00,11.84,4.32,2.48,11.66,7.66,4.78
67.77,74.66,34.58,57.89,3.15,1.75,58.91,2.51,26.3,92.65,0.44,236.99,765.9,2024-10-16 23:15:00,11.79,5.09,2.48,11.89,7.96,4.94
69.48,76.91,34.91,62.36,2.83,1.74,61.55,2.87,26.44,92.86,0.28,224.51,766.1,2024-10-16 23:30:00,12.21,6.0,2.47,11.67,7.67,5.05
69.42,78.37,34.17,62.63,3.18,1.72,61.09,2.85,26.56,92.83,0.3,230.43,766.2,2024-10-16 23:45:00,12.58,6.75,3.53,12.51,9.11,5.82
69.19,78.68,48.43,59.27,3.18,1.78,70.9,2.5,26.59,92.67,0.29,238.21,766.1,2024-10-17 00:00:00,12.11,7.36,5.44,14.0,11.62,7.54
68.42,78.78,42.95,54.68,3.24,1.75,64.0,3.06,26.63,93.05,0.33,239.95,766.0,2024-10-17 00:15:00,13.02,8.27,5.17,15.01,11.46,7.52
66.34,79.69,36.86,50.6,3.18,1.76,56.88,2.86,26.94,93.07,0.74,19.57,766.0,2024-10-17 00:30:00,13.2,8.81,4.77,14.93,10.98,7.14
65.5,81.0,42.25,63.54,3.32,1.8,68.15,3.01,27.21,90.71,0.67,19.25,765.8,2024-10-17 00:45:00,13.64,7.96,4.48,13.73,10.42,6.7
67.54,83.65,33.08,56.48,3.15,1.76,56.94,2.65,27.21,90.47,0.3,242.41,765.8,2024-10-17 01:00:00,13.58,7.66,4.64,13.53,10.62,6.73
77.76,86.07,40.1,49.01,3.08,1.78,58.67,2.54,27.21,91.26,0.29,219.0,765.7,2024-10-17 01:15:00,13.26,8.05,4.47,14.62,10.29,6.61
84.94,89.92,46.28,44.74,3.24,1.82,61.42,2.33,27.1,91.74,0.29,220.29,765.7,2024-10-17 01:30:00,12.94,8.66,4.81,14.15,10.34,6.55
87.07,96.64,48.87,45.49,3.2,1.84,63.93,2.24,27.07,92.3,0.31,218.4,765.6,2024-10-17 01:45:00,12.58,7.8,4.22,12.81,9.62,6.11
86.74,100.02,33.87,46.3,3.1,1.71,52.16,2.16,27.13,92.44,0.31,227.8,765.5,2024-10-17 02:00:00,12.21,8.33,4.55,14.27,11.06,6.91
83.9,101.08,8.43,49.05,3.09,1.29,32.94,3.86,27.17,88.42,0.41,209.66,765.5,2024-10-17 02:15:00,12.04,11.6,4.31,16.42,10.66,6.83
81.19,101.93,4.78,42.65,3.13,1.22,26.57,6.76,27.23,87.25,0.55,223.38,765.4,2024-10-17 02:30:00,10.95,13.7,3.46,15.24,9.22,5.76
78.09,101.23,4.29,37.55,2.73,1.18,23.46,8.07,27.35,87.18,0.38,176.97,765.3,2024-10-17 02:45:00,10.42,13.23,3.39,15.12,9.27,5.75
75.12,98.28,7.06,35.91,2.94,1.25,24.84,3.02,27.14,89.13,0.24,202.64,765.2,2024-10-17 03:00:00,10.0,12.53,3.3,15.24,8.94,5.61
71.51,95.32,6.32,28.55,2.77,1.17,20.32,3.69,26.96,90.51,0.35,213.4,765.2,2024-10-17 03:15:00,10.03,12.5,2.73,14.47,7.52,4.87
67.72,90.7,4.08,27.25,2.73,1.03,17.81,9.68,26.9,89.68,0.36,216.8,765.2,2024-10-17 03:30:00,9.68,11.1,2.34,12.02,6.64,4.23
64.53,87.13,3.73,24.13,3.0,0.9,15.87,13.23,26.9,89.34,0.27,219.73,765.2,2024-10-17 03:45:00,9.17,9.32,2.11,9.91,6.11,3.88
61.07,85.4,3.43,21.98,2.43,0.86,14.48,13.85,26.85,89.31,0.25,239.27,765.1,2024-10-17 04:00:00,9.05,8.07,2.0,9.41,5.75,3.71
57.94,85.7,3.48,24.51,2.62,0.88,15.87,11.6,26.71,90.44,0.35,238.8,765.2,2024-10-17 04:15:00,9.19,7.41,1.64,8.23,4.67,3.01
55.88,85.81,3.5,32.33,2.61,0.87,20.04,7.36,26.63,91.15,0.28,237.79,765.4,2024-10-17 04:30:00,9.12,7.13,1.57,7.77,4.42,2.85
54.35,85.06,3.71,40.86,2.69,0.87,24.75,4.35,26.58,91.21,0.31,237.2,765.5,2024-10-17 04:45:00,9.22,6.15,1.53,6.9,4.38,2.82
52.4,82.07,5.22,41.6,2.68,0.9,26.37,2.04,26.61,91.31,0.26,236.0,765.5,2024-10-17 05:00:00,8.93,5.35,1.36,5.96,3.82,2.53
50.87,79.55,9.13,38.1,2.61,0.89,27.69,1.41,26.82,91.6,0.29,231.2,765.7,2024-10-17 05:15:00,8.91,4.79,1.4,5.87,4.46,2.8
48.54,77.26,6.26,40.75,2.42,0.83,26.76,3.43,26.89,90.71,0.3,234.27,765.7,2024-10-17 05:30:00,9.3,4.85,1.23,5.55,3.99,2.53
46.76,74.61,5.39,39.87,2.57,0.8,25.59,5.42,27.01,89.83,0.35,235.0,765.9,2024-10-17 05:45:00,9.58,3.91,1.09,4.6,3.48,2.23
44.69,71.96,8.71,39.47,2.67,0.82,28.08,4.12,27.18,88.99,0.3,231.21,766.1,2024-10-17 06:00:00,9.82,3.28,1.02,3.93,3.16,2.08
43.31,69.89,11.13,37.36,2.58,0.87,28.92,3.81,27.69,87.73,0.36,261.48,766.4,2024-10-17 06:15:00,9.65,3.33,1.02,4.06,3.17,2.14
42.67,71.05,5.88,35.08,2.5,0.8,23.44,13.71,28.49,83.01,0.42,208.91,766.5,2024-10-17 06:30:00,10.1,3.48,0.92,3.93,3.1,1.98
42.31,70.36,5.48,31.5,2.64,0.78,21.21,20.49,29.39,77.86,0.56,192.54,766.4,2024-10-17 06:45:00,10.15,3.06,0.82,3.31,2.54,1.7
42.41,69.02,4.35,23.78,2.96,0.84,16.19,32.24,30.4,73.12,0.67,190.25,766.6,2024-10-17 07:00:00,10.31,2.8,0.92,3.68,2.76,1.87
