pm2.5,pm10,no,no2,so2,co,nox,ozone,timestamp
4.97,8.63,20.32,223.54,15.45,8.07,128.03,7.5,2024-02-15 04:15:00
4.97,8.63,19.05,223.84,15.59,4.84,127.16,33.5,2024-02-15 04:30:00
5.02,8.64,20.67,226.03,16.44,5.12,129.55,14.44,2024-02-15 04:45:00
5.75,8.75,21.96,234.32,14.92,7.26,134.73,,2024-02-15 05:00:00
5.75,8.75,21.2,239.38,13.35,5.76,136.65,21.18,2024-02-15 05:15:00
5.75,8.75,22.68,239.0,16.09,4.3,137.65,29.38,2024-02-15 05:30:00
5.58,8.78,22.52,244.71,17.08,5.86,140.37,3.86,2024-02-15 05:45:00
3.24,9.25,24.64,256.28,15.02,7.33,147.85,2.41,2024-02-15 06:00:00
3.24,9.25,24.87,263.05,15.42,6.17,151.42,32.12,2024-02-15 06:15:00
3.24,9.25,25.19,259.4,17.08,5.07,149.85,20.86,2024-02-15 06:30:00
3.24,9.18,26.56,262.92,17.85,7.28,152.71,,2024-02-15 06:45:00
3.21,8.14,27.32,270.36,14.94,7.01,157.03,11.24,2024-02-15 07:00:00
3.21,8.14,26.79,272.9,15.44,5.54,157.88,34.43,2024-02-15 07:15:00
3.21,8.14,27.04,270.21,16.7,6.04,156.74,8.17,2024-02-15 07:30:00
3.37,8.2,28.48,275.6,16.01,7.92,160.58,,2024-02-15 07:45:00
5.6,9.04,29.45,285.01,16.08,7.93,166.07,10.16,2024-02-15 08:00:00
5.6,9.04,30.23,281.39,16.5,5.58,164.88,39.6,2024-02-15 08:15:00
5.6,9.04,28.75,283.23,17.55,6.41,164.62,3.3,2024-02-15 08:30:00
5.52,9.03,29.93,285.26,18.38,7.05,166.57,0.05,2024-02-15 08:45:00
4.38,8.89,30.18,286.36,14.69,8.12,167.32,3.33,2024-02-15 09:00:00
4.38,8.89,30.58,280.31,13.05,8.12,164.61,7.6,2024-02-15 09:15:00
4.38,8.89,27.7,272.78,14.55,7.0,158.55,22.05,2024-02-15 09:30:00
4.41,8.88,23.18,257.33,17.05,5.5,147.21,28.85,2024-02-15 09:45:00
4.81,8.68,23.6,250.55,18.43,6.13,144.16,,2024-02-15 10:00:00
4.81,8.68,22.35,245.53,16.33,7.23,140.64,0.14,2024-02-15 10:15:00
4.81,8.68,23.22,238.61,15.71,7.48,137.88,4.99,2024-02-15 10:30:00
4.94,8.65,20.6,235.19,15.36,7.81,134.07,5.47,2024-02-15 10:45:00
6.82,8.2,19.95,219.69,15.04,7.96,125.8,9.73,2024-02-15 11:00:00
6.82,8.2,18.39,215.02,15.4,7.49,122.22,7.03,2024-02-15 11:15:00
6.82,8.2,17.51,207.67,15.41,7.17,117.84,6.71,2024-02-15 11:30:00
6.82,8.22,16.18,203.5,14.94,6.6,114.69,14.74,2024-02-15 11:45:00
6.76,8.53,16.71,201.8,17.19,5.2,114.26,26.46,2024-02-15 12:00:00
6.76,8.53,15.99,204.03,16.3,6.44,114.81,,2024-02-15 12:15:00
6.76,8.53,17.05,204.42,16.1,7.05,115.85,0.83,2024-02-15 12:30:00
6.59,8.57,15.68,196.08,16.06,7.54,110.58,6.31,2024-02-15 12:45:00
4.19,9.18,14.69,184.8,15.29,7.91,104.15,8.74,2024-02-15 13:00:00
4.19,9.18,12.8,170.19,15.29,7.64,95.33,10.55,2024-02-15 13:15:00
4.19,9.18,12.72,161.45,16.59,7.16,90.9,9.83,2024-02-15 13:30:00
4.15,9.19,11.11,148.03,16.06,7.91,82.91,6.34,2024-02-15 13:45:00
3.59,9.32,10.45,136.56,16.96,7.31,76.64,7.02,2024-02-15 14:00:00
3.59,9.32,6.04,123.65,15.76,7.73,66.65,5.87,2024-02-15 14:15:00
3.59,9.32,6.07,111.3,15.72,7.05,60.51,7.71,2024-02-15 14:30:00
3.78,9.28,6.9,100.03,16.46,7.95,55.53,6.27,2024-02-15 14:45:00
6.44,8.71,5.07,94.86,17.38,7.14,51.19,8.61,2024-02-15 15:00:00
6.44,8.71,3.73,84.28,16.34,7.26,44.89,5.75,2024-02-15 15:15:00
6.44,8.71,2.62,76.66,17.2,6.97,39.94,9.14,2024-02-15 15:30:00
6.39,8.72,2.27,71.87,16.6,7.19,37.11,6.19,2024-02-15 15:45:00
5.68,8.84,3.23,64.44,14.98,7.22,34.26,8.54,2024-02-15 16:00:00
5.68,8.84,1.62,61.31,15.07,7.46,30.91,7.08,2024-02-15 16:15:00
5.68,8.84,1.54,59.69,16.02,7.56,30.15,8.96,2024-02-15 16:30:00
5.58,8.86,1.98,61.0,15.5,6.51,31.77,14.9,2024-02-15 16:45:00
4.18,9.17,2.57,67.25,16.14,4.86,35.1,23.86,2024-02-15 17:00:00
4.18,9.17,3.25,78.89,18.22,6.1,41.71,0.86,2024-02-15 17:15:00
4.18,9.17,2.35,89.89,16.52,6.99,46.33,1.78,2024-02-15 17:30:00
4.22,9.13,5.06,100.11,15.79,7.08,54.04,22.94,2024-02-15 17:45:00
4.73,8.61,5.3,105.66,16.54,4.72,57.05,30.95,2024-02-15 18:00:00
4.73,8.61,7.21,113.22,17.95,6.11,62.37,1.29,2024-02-15 18:15:00
4.73,8.61,7.34,126.99,16.6,7.36,69.37,0.81,2024-02-15 18:30:00
4.66,8.67,7.83,135.89,15.67,5.89,74.21,32.24,2024-02-15 18:45:00
3.74,9.55,9.42,141.0,16.32,4.57,78.04,22.98,2024-02-15 19:00:00
3.74,9.55,9.99,149.95,17.32,6.76,82.96,,2024-02-15 19:15:00
3.74,9.55,13.39,159.14,16.02,7.02,90.28,6.67,2024-02-15 19:30:00
3.91,9.54,11.11,164.75,15.58,5.42,91.26,36.45,2024-02-15 19:45:00
6.35,9.37,12.87,171.42,17.96,5.28,96.0,11.27,2024-02-15 20:00:00
6.35,9.37,13.28,184.3,16.56,7.03,102.78,,2024-02-15 20:15:00
6.35,9.37,15.36,195.18,14.3,6.63,109.88,21.82,2024-02-15 20:30:00
6.36,9.28,17.8,198.97,18.39,4.87,113.72,30.62,2024-02-15 20:45:00
6.57,8.08,16.48,204.93,17.79,6.13,115.65,2.17,2024-02-15 21:00:00
6.57,8.08,20.04,220.46,16.66,7.49,126.26,2.23,2024-02-15 21:15:00
6.57,8.08,19.38,220.77,16.11,5.18,125.89,34.71,2024-02-15 21:30:00
6.34,8.2,19.29,221.22,17.18,4.67,126.04,18.37,2024-02-15 21:45:00
3.19,9.82,19.94,228.43,14.05,7.21,130.17,,2024-02-15 22:00:00
3.19,9.82,22.09,235.16,13.63,6.88,135.25,17.43,2024-02-15 22:15:00
3.19,9.82,21.55,240.38,12.64,5.37,137.43,32.58,2024-02-15 22:30:00
3.22,9.75,21.56,240.5,16.31,6.18,137.5,4.18,2024-02-15 22:45:00
3.6,8.74,20.95,243.73,12.78,7.67,138.62,1.97,2024-02-15 23:00:00
3.6,8.74,22.96,247.0,12.22,5.6,141.87,33.62,2024-02-15 23:15:00
3.6,8.74,23.8,244.5,13.72,4.86,141.29,17.34,2024-02-15 23:30:00
3.68,8.82,22.05,244.98,13.8,7.01,140.13,,2024-02-15 23:45:00
4.81,9.87,22.55,252.15,13.56,6.74,144.11,15.01,2024-02-16 00:00:00
4.81,9.87,21.1,251.5,14.68,4.66,142.63,32.54,2024-02-16 00:15:00
4.81,9.87,22.42,247.94,14.33,6.08,141.91,5.75,2024-02-16 00:30:00
4.84,9.86,25.12,252.72,14.45,7.18,146.45,1.24,2024-02-16 00:45:00
5.26,9.74,24.14,252.85,12.46,5.39,145.74,31.07,2024-02-16 01:00:00
5.26,9.74,21.57,249.67,14.22,4.61,142.09,17.54,2024-02-16 01:15:00
5.26,9.74,23.17,254.34,14.29,6.96,145.71,,2024-02-16 01:30:00
5.26,9.65,24.35,258.68,13.55,7.19,148.82,16.25,2024-02-16 01:45:00
5.31,8.32,24.26,252.23,12.89,4.46,145.53,31.37,2024-02-16 02:00:00
5.31,8.32,24.26,251.4,14.73,5.26,145.11,4.88,2024-02-16 02:15:00
5.31,8.32,24.59,256.25,14.16,7.15,147.79,1.27,2024-02-16 02:30:00
5.3,8.42,24.68,257.47,15.01,5.41,148.47,31.02,2024-02-16 02:45:00
5.14,9.77,23.97,250.51,13.58,4.73,144.44,17.06,2024-02-16 03:00:00
5.14,9.77,23.25,248.9,14.8,6.46,143.05,,2024-02-16 03:15:00
5.14,9.77,23.25,254.34,13.1,6.59,145.78,14.53,2024-02-16 03:30:00
5.0,9.68,23.85,250.88,15.24,4.46,144.52,32.78,2024-02-16 03:45:00
3.05,8.35,21.51,250.21,18.86,5.12,142.31,4.22,2024-02-16 04:00:00
3.05,8.35,24.01,252.43,16.6,7.46,145.42,1.61,2024-02-16 04:15:00
3.05,8.35,24.81,251.22,15.95,6.05,145.46,32.68,2024-02-16 04:30:00
3.21,8.36,23.44,248.32,16.45,4.87,142.91,15.69,2024-02-16 04:45:00
5.44,8.51,21.47,249.88,16.09,6.56,142.11,,2024-02-16 05:00:00
5.44,8.51,24.3,256.01,15.91,6.83,147.44,18.12,2024-02-16 05:15:00
5.44,8.51,24.6,248.75,17.31,5.23,144.06,29.89,2024-02-16 05:30:00
5.36,8.58,21.75,247.85,17.77,5.21,141.33,2.09,2024-02-16 05:45:00
4.27,9.5,24.2,253.36,17.52,7.01,146.05,5.33,2024-02-16 06:00:00
4.27,9.5,24.49,252.96,17.15,5.22,146.07,33.59,2024-02-16 06:15:00
4.27,9.5,24.06,250.71,17.17,5.42,144.6,7.56,2024-02-16 06:30:00
4.32,9.53,22.8,256.48,17.97,7.74,146.48,0.17,2024-02-16 06:45:00
5.02,9.93,24.84,256.61,16.39,5.67,148.18,30.95,2024-02-16 07:00:00
5.02,9.93,23.58,254.36,18.41,4.92,146.04,17.6,2024-02-16 07:15:00
5.02,9.93,24.17,258.84,17.0,6.72,148.76,,2024-02-16 07:30:00
4.9,9.86,24.86,264.09,17.5,7.18,151.93,14.87,2024-02-16 07:45:00
3.24,8.81,24.9,261.21,18.95,5.51,150.52,35.26,2024-02-16 08:00:00
3.24,8.81,22.91,259.68,18.38,5.98,148.17,1.5,2024-02-16 08:15:00
3.24,8.81,24.29,262.46,17.56,7.07,150.66,,2024-02-16 08:30:00
3.3,8.82,25.67,266.56,17.48,7.54,153.82,2.88,2024-02-16 08:45:00
4.21,9.0,26.68,270.97,16.26,8.28,156.83,7.21,2024-02-16 09:00:00
4.21,9.0,25.74,264.37,17.61,7.96,152.78,10.25,2024-02-16 09:15:00
4.21,9.0,24.41,258.71,17.56,7.77,148.88,11.06,2024-02-16 09:30:00
4.33,9.02,21.81,245.46,18.06,6.98,140.17,10.13,2024-02-16 09:45:00
5.97,9.36,20.23,236.7,14.98,6.72,134.53,4.82,2024-02-16 10:00:00
5.97,9.36,20.43,225.91,15.69,6.49,129.29,3.79,2024-02-16 10:15:00
5.97,9.36,19.05,216.05,16.18,7.53,123.26,2.48,2024-02-16 10:30:00
5.86,9.32,8.74,83.75,14.63,7.12,48.12,19.63,2024-02-16 10:45:00
4.27,8.79,15.52,9.69,65.63,5.21,2.04,43.13,2024-02-16 11:00:00
4.27,8.79,0.02,15.95,110.22,6.74,3.44,40.42,2024-02-16 11:15:00
4.27,8.79,,11.42,110.38,7.53,2.31,38.42,2024-02-16 11:30:00
7.82,8.77,,10.42,109.43,7.77,2.25,34.87,2024-02-16 11:45:00
,,,12.52,108.63,7.18,1.54,40.59,2024-02-16 12:00:00
,,,10.99,111.55,7.01,1.32,48.47,2024-02-16 12:15:00
,,0.04,11.76,111.67,6.38,2.8,44.56,2024-02-16 12:30:00
,,0.02,11.52,110.12,7.12,1.56,42.58,2024-02-16 12:45:00
5.71,78.95,0.01,11.69,111.25,7.16,2.35,40.39,2024-02-16 13:00:00
5.71,78.95,0.01,11.75,111.79,7.64,1.42,37.62,2024-02-16 13:15:00
5.71,78.95,,10.02,113.14,6.98,1.62,30.18,2024-02-16 13:30:00
6.45,78.42,0.14,12.6,111.91,6.53,3.6,21.47,2024-02-16 13:45:00
16.76,71.04,0.04,12.68,111.35,6.6,2.97,20.56,2024-02-16 14:00:00
16.76,71.04,0.03,11.17,112.83,6.51,2.19,19.38,2024-02-16 14:15:00
16.76,71.04,,10.77,112.05,5.66,1.54,18.74,2024-02-16 14:30:00
18.11,70.49,0.05,12.27,111.55,6.41,3.32,18.58,2024-02-16 14:45:00
37.03,62.85,0.07,11.38,111.48,7.15,2.5,19.18,2024-02-16 15:00:00
37.03,62.85,0.14,12.85,112.64,6.58,3.77,20.45,2024-02-16 15:15:00
37.03,62.85,0.13,10.21,112.36,6.05,3.25,15.49,2024-02-16 15:30:00
35.99,62.93,0.18,12.49,113.34,6.35,4.24,14.54,2024-02-16 15:45:00
21.44,64.1,0.09,10.49,112.88,6.21,2.41,12.69,2024-02-16 16:00:00
21.44,64.1,1.58,15.51,105.58,5.98,2.69,13.68,2024-02-16 16:15:00
21.44,64.1,0.34,11.85,113.15,6.97,4.0,14.34,2024-02-16 16:30:00
20.88,64.81,0.29,14.35,113.28,5.47,4.37,14.47,2024-02-16 16:45:00
13.1,74.75,0.09,18.13,113.84,5.99,5.64,10.5,2024-02-16 17:00:00
13.1,74.75,0.36,20.58,113.49,5.86,7.19,10.18,2024-02-16 17:15:00
13.1,74.75,0.91,30.1,115.05,6.11,13.94,6.17,2024-02-16 17:30:00
14.34,75.8,1.24,41.35,89.86,5.6,20.54,7.2,2024-02-16 17:45:00
31.75,90.47,2.15,64.03,16.2,6.33,33.13,6.13,2024-02-16 18:00:00
31.75,90.47,2.87,90.57,14.56,6.33,47.41,8.91,2024-02-16 18:15:00
31.75,90.47,5.47,106.17,15.97,6.66,57.45,6.79,2024-02-16 18:30:00
33.98,98.4,6.95,113.73,16.56,6.31,62.42,7.12,2024-02-16 18:45:00
65.14,209.45,8.99,130.64,16.35,6.68,72.51,7.5,2024-02-16 19:00:00
65.14,209.45,8.2,132.47,16.45,6.91,72.79,9.23,2024-02-16 19:15:00
65.14,209.45,11.16,141.57,16.46,6.38,79.71,9.22,2024-02-16 19:30:00
64.82,209.41,9.07,151.38,15.64,5.89,82.94,9.64,2024-02-16 19:45:00
60.33,208.83,11.89,157.87,17.73,5.03,88.45,13.29,2024-02-16 20:00:00
60.33,208.83,13.13,174.53,16.12,5.17,97.77,2.08,2024-02-16 20:15:00
60.33,208.83,13.72,181.81,16.59,6.47,101.88,5.28,2024-02-16 20:30:00
60.87,208.57,14.68,190.02,16.65,5.18,106.75,24.15,2024-02-16 20:45:00
68.41,204.92,15.11,188.53,17.24,5.65,106.35,14.4,2024-02-16 21:00:00
68.41,204.92,43.03,195.67,24.94,6.11,112.33,0.67,2024-02-16 21:15:00
68.41,204.92,16.9,200.22,17.17,6.55,113.63,4.77,2024-02-16 21:30:00
67.65,200.78,18.74,203.11,15.25,6.03,116.54,24.84,2024-02-16 21:45:00
57.03,142.84,17.63,201.06,19.11,5.12,114.63,13.99,2024-02-16 22:00:00
57.03,142.84,16.09,202.19,17.71,6.6,113.96,1.18,2024-02-16 22:15:00
57.03,142.84,18.35,204.49,17.36,6.61,116.93,4.54,2024-02-16 22:30:00
55.85,140.44,18.58,203.11,16.22,5.28,116.42,29.27,2024-02-16 22:45:00
39.34,106.8,15.71,198.95,17.15,5.17,112.04,12.07,2024-02-16 23:00:00
39.34,106.8,16.29,201.86,17.53,5.79,113.96,0.47,2024-02-16 23:15:00
39.34,106.8,17.69,206.15,16.83,6.25,117.22,3.96,2024-02-16 23:30:00
39.19,107.09,16.04,205.44,17.5,5.55,115.55,32.44,2024-02-16 23:45:00
37.12,111.12,15.84,199.27,18.91,4.86,112.31,13.27,2024-02-17 00:00:00
37.12,111.12,15.51,198.53,17.12,6.38,111.67,0.19,2024-02-17 00:15:00
37.12,111.12,15.72,200.51,14.9,6.39,112.83,7.52,2024-02-17 00:30:00
36.79,110.32,15.62,192.28,17.67,4.12,108.63,37.05,2024-02-17 00:45:00
32.12,99.1,15.55,192.33,18.45,5.46,108.6,2.23,2024-02-17 01:00:00
32.12,99.1,16.7,190.52,17.25,6.23,108.62,1.52,2024-02-17 01:15:00
32.12,99.1,16.27,196.82,15.99,5.88,111.42,24.95,2024-02-17 01:30:00
32.06,99.27,16.25,192.25,18.81,4.4,109.13,23.09,2024-02-17 01:45:00
31.2,101.58,14.41,188.72,17.94,6.17,105.89,,2024-02-17 02:00:00
31.2,101.58,15.91,191.22,16.68,5.46,108.34,2.27,2024-02-17 02:15:00
31.2,101.58,15.19,187.62,15.42,4.28,105.96,38.08,2024-02-17 02:30:00
31.1,100.84,14.72,187.78,17.4,6.04,105.66,3.89,2024-02-17 02:45:00
29.68,90.42,15.3,181.6,18.2,5.72,103.04,18.28,2024-02-17 03:00:00
29.68,90.42,14.09,180.26,18.0,5.06,101.4,14.82,2024-02-17 03:15:00
29.68,90.42,14.69,178.64,17.25,6.4,101.07,0.21,2024-02-17 03:30:00
29.19,90.22,13.61,179.04,17.92,5.7,100.41,24.43,2024-02-17 03:45:00
22.26,87.46,13.78,174.69,17.34,4.02,98.37,21.49,2024-02-17 04:00:00
22.26,87.46,12.99,170.91,18.47,6.04,95.85,,2024-02-17 04:15:00
22.26,87.46,14.76,172.23,16.85,6.95,97.92,3.8,2024-02-17 04:30:00
22.34,87.59,13.58,172.02,16.55,4.61,96.87,37.43,2024-02-17 04:45:00
23.41,89.46,13.81,168.06,19.18,5.12,95.07,7.89,2024-02-17 05:00:00
23.41,89.46,13.19,166.42,18.26,5.84,93.77,0.53,2024-02-17 05:15:00
23.41,89.46,11.69,168.44,16.61,5.96,93.57,17.7,2024-02-17 05:30:00
24.11,89.95,12.81,161.27,16.87,4.42,90.88,32.85,2024-02-17 05:45:00
33.86,96.79,10.76,159.1,15.83,6.07,88.16,0.62,2024-02-17 06:00:00
33.86,96.79,11.64,163.38,14.24,6.49,91.01,2.49,2024-02-17 06:15:00
33.86,96.79,14.6,161.92,13.84,4.49,92.64,38.14,2024-02-17 06:30:00
33.96,98.45,11.53,162.75,14.69,5.78,90.6,4.09,2024-02-17 06:45:00
35.43,121.66,12.57,171.49,15.1,6.52,95.8,2.33,2024-02-17 07:00:00
35.43,121.66,13.36,174.47,13.21,6.39,97.92,7.75,2024-02-17 07:15:00
35.43,121.66,14.63,178.79,14.01,6.28,101.1,12.94,2024-02-17 07:30:00
64.72,89.42,4.57,44.5,117.22,2.73,25.44,22.09,2024-02-17 11:00:00
64.72,89.42,0.08,13.98,119.21,3.1,3.96,16.53,2024-02-17 11:15:00
64.72,89.42,0.15,12.51,118.44,2.97,2.89,15.52,2024-02-17 11:30:00
60.68,90.03,,12.32,117.8,3.72,3.23,15.96,2024-02-17 11:45:00
4.17,98.62,0.01,13.51,119.15,3.29,3.12,17.54,2024-02-17 12:00:00
4.17,98.62,0.23,12.29,117.5,3.58,3.49,16.92,2024-02-17 12:15:00
4.17,98.62,0.02,11.31,116.95,3.54,2.38,17.37,2024-02-17 12:30:00
5.35,97.93,0.05,11.19,117.06,3.02,2.1,17.78,2024-02-17 12:45:00
21.82,88.29,0.13,10.25,116.59,3.73,2.65,18.72,2024-02-17 13:00:00
21.82,88.29,0.1,10.89,117.27,3.69,3.26,20.62,2024-02-17 13:15:00
21.82,88.29,0.07,10.05,115.97,4.41,1.8,19.27,2024-02-17 13:30:00
21.59,93.03,,11.57,116.89,4.37,1.92,18.12,2024-02-17 13:45:00
18.33,159.39,0.12,12.82,117.27,3.29,2.71,19.56,2024-02-17 14:00:00
18.33,159.39,,12.45,117.14,3.55,1.54,20.4,2024-02-17 14:15:00
18.33,159.39,,9.48,117.25,3.2,1.22,23.36,2024-02-17 14:30:00
18.68,155.27,,12.73,117.51,3.77,2.94,13.28,2024-02-17 14:45:00
23.63,97.59,0.1,10.66,116.29,3.79,2.98,19.21,2024-02-17 15:00:00
23.63,97.59,,12.34,115.36,3.52,2.38,25.49,2024-02-17 15:15:00
23.63,97.59,,10.91,116.69,2.52,1.85,24.47,2024-02-17 15:30:00
24.2,96.16,0.26,12.79,117.16,4.05,3.94,8.68,2024-02-17 15:45:00
32.21,76.17,0.03,11.01,115.66,3.83,2.62,14.9,2024-02-17 16:00:00
32.21,76.17,0.02,11.72,116.14,3.82,2.49,23.76,2024-02-17 16:15:00
32.21,76.17,0.1,10.8,116.54,2.66,2.7,19.81,2024-02-17 16:30:00
32.55,77.52,0.05,10.93,90.79,3.65,2.59,11.84,2024-02-17 16:45:00
37.36,96.37,0.1,12.69,13.77,2.94,3.49,11.27,2024-02-17 17:00:00
37.36,96.37,0.31,18.12,16.33,2.59,5.23,8.54,2024-02-17 17:15:00
37.36,96.37,0.54,26.67,14.51,2.44,11.2,8.33,2024-02-17 17:30:00
38.0,98.33,0.99,36.39,14.36,3.68,17.64,6.69,2024-02-17 17:45:00
46.94,125.8,2.14,54.51,14.34,3.43,28.19,9.1,2024-02-17 18:00:00
64.72,89.42,0.17,23.52,16.39,7.87,8.41,18.0,2024-02-19 10:15:00
64.72,89.42,,11.26,16.42,7.64,2.32,15.51,2024-02-19 10:30:00
67.09,99.74,0.19,11.94,16.36,7.46,3.05,16.93,2024-02-19 10:45:00
100.29,244.18,0.05,11.37,15.53,7.32,3.04,18.13,2024-02-19 11:00:00
100.29,244.18,,9.08,17.46,7.78,1.14,19.61,2024-02-19 11:15:00
100.29,244.18,0.07,10.39,17.65,7.64,1.99,16.67,2024-02-19 11:30:00
102.38,249.07,0.06,12.02,16.69,7.55,1.8,20.24,2024-02-19 11:45:00
131.64,317.47,0.06,11.14,16.31,7.29,2.41,27.47,2024-02-19 12:00:00
131.64,317.47,0.05,11.76,14.21,8.03,2.0,32.7,2024-02-19 12:15:00
131.64,317.47,0.02,10.08,16.74,7.81,2.06,35.88,2024-02-19 12:30:00
129.35,316.37,,11.54,15.32,8.15,1.15,37.21,2024-02-19 12:45:00
97.36,300.93,,13.21,16.08,7.9,3.11,38.54,2024-02-19 13:00:00
97.36,300.93,0.05,11.62,16.68,7.8,2.12,39.38,2024-02-19 13:15:00
97.36,300.93,0.06,13.79,15.07,8.09,3.07,36.63,2024-02-19 13:30:00
95.38,297.69,0.03,11.32,14.76,8.06,2.34,36.07,2024-02-19 13:45:00
67.63,252.4,,10.55,15.16,8.06,1.39,38.28,2024-02-19 14:00:00
67.63,252.4,0.07,12.22,16.55,8.38,3.21,39.83,2024-02-19 14:15:00
67.63,252.4,0.07,10.24,15.18,7.93,2.09,40.05,2024-02-19 14:30:00
68.63,248.57,0.02,10.99,15.78,8.15,2.24,39.53,2024-02-19 14:45:00
82.59,194.94,0.03,11.69,15.7,7.83,2.87,41.07,2024-02-19 15:00:00
82.59,194.94,0.04,10.51,15.52,7.9,2.02,44.77,2024-02-19 15:15:00
82.59,194.94,0.03,12.73,16.14,7.12,2.53,36.38,2024-02-19 15:30:00
81.38,193.49,0.07,11.04,16.48,8.16,3.2,32.33,2024-02-19 15:45:00
64.41,173.17,,11.36,14.86,7.75,2.8,36.62,2024-02-19 16:00:00
64.41,173.17,0.03,12.36,15.17,6.9,2.88,37.25,2024-02-19 16:15:00
64.41,173.17,0.18,11.56,14.74,7.27,2.7,23.44,2024-02-19 16:30:00
65.39,177.91,0.07,9.12,15.01,7.5,1.77,19.44,2024-02-19 16:45:00
79.09,244.21,0.03,12.07,14.68,7.59,2.21,15.27,2024-02-19 17:00:00
79.09,244.21,0.28,17.2,14.46,7.79,5.96,14.01,2024-02-19 17:15:00
79.09,244.21,0.21,19.41,15.45,8.12,6.77,10.24,2024-02-19 17:30:00
82.48,252.96,0.59,22.1,15.73,8.19,10.2,12.76,2024-02-19 17:45:00
129.91,375.51,0.48,29.62,16.0,8.28,12.29,9.53,2024-02-19 18:00:00
129.91,375.51,1.19,36.76,15.84,7.72,18.25,11.7,2024-02-19 18:15:00
129.91,375.51,0.56,40.3,16.54,8.1,18.77,10.8,2024-02-19 18:30:00
130.81,378.24,1.44,45.79,17.04,8.59,22.49,13.05,2024-02-19 18:45:00
143.39,416.42,1.22,60.04,15.75,8.47,29.92,11.23,2024-02-19 19:00:00
143.39,416.42,2.27,65.85,16.04,8.29,34.13,12.91,2024-02-19 19:15:00
143.39,416.42,2.78,69.08,16.78,7.85,35.98,10.37,2024-02-19 19:30:00
141.9,419.39,3.6,80.14,16.23,7.95,42.72,9.8,2024-02-19 19:45:00
64.72,89.42,2.14,64.06,15.55,6.29,33.45,20.71,2024-02-20 10:00:00
64.72,89.42,0.33,21.94,15.36,6.5,8.71,11.32,2024-02-20 10:15:00
64.72,89.42,0.23,13.56,14.0,7.49,4.54,11.32,2024-02-20 10:30:00
68.8,105.83,0.38,11.81,15.08,7.72,4.06,16.88,2024-02-20 10:45:00
125.9,335.56,0.03,10.6,15.17,7.56,1.93,21.7,2024-02-20 11:00:00
125.9,335.56,,11.23,15.52,6.94,2.08,24.67,2024-02-20 11:15:00
125.9,335.56,0.12,12.22,15.01,7.38,3.4,26.61,2024-02-20 11:30:00
126.8,337.46,,11.53,14.6,7.75,2.57,28.88,2024-02-20 11:45:00
139.38,364.1,,12.13,14.01,7.58,2.51,32.17,2024-02-20 12:00:00
139.38,364.1,0.04,11.64,14.41,7.74,1.91,34.58,2024-02-20 12:15:00
139.38,364.1,,11.72,14.79,7.44,2.52,36.76,2024-02-20 12:30:00
135.97,355.17,,11.31,14.95,7.47,1.89,39.19,2024-02-20 12:45:00
88.19,230.19,0.08,13.02,16.02,7.23,2.1,39.99,2024-02-20 13:00:00
64.72,89.42,0.09,12.92,73.62,4.28,4.52,43.82,2024-02-20 14:15:00
64.72,89.42,,11.21,116.33,3.07,2.22,60.65,2024-02-20 14:30:00
60.79,93.13,0.06,12.07,116.96,2.76,2.21,48.04,2024-02-20 14:45:00
5.79,145.07,0.05,10.66,117.11,3.85,2.84,41.02,2024-02-20 15:00:00
5.79,145.07,0.06,12.82,117.14,3.07,3.42,37.79,2024-02-20 15:15:00
5.79,145.07,0.05,12.47,117.92,2.88,2.56,34.97,2024-02-20 15:30:00
8.32,145.56,0.04,11.98,117.11,3.62,2.43,33.63,2024-02-20 15:45:00
43.78,152.35,0.05,11.59,117.03,3.55,2.21,32.8,2024-02-20 16:00:00
43.78,152.35,,11.25,116.72,3.44,2.43,32.28,2024-02-20 16:15:00
43.78,152.35,0.09,9.95,117.44,3.75,1.75,29.94,2024-02-20 16:30:00
44.18,151.52,0.07,9.87,115.97,4.01,1.6,26.99,2024-02-20 16:45:00
49.79,139.93,0.06,10.91,117.51,3.96,2.0,23.48,2024-02-20 17:00:00
49.79,139.93,0.18,11.25,116.74,3.84,3.46,24.36,2024-02-20 17:15:00
49.79,139.93,,12.0,117.6,3.68,1.78,25.02,2024-02-20 17:30:00
49.91,141.06,0.09,11.84,117.09,3.93,3.13,6.01,2024-02-20 17:45:00
51.6,156.91,0.67,18.74,117.75,5.12,7.99,11.1,2024-02-20 18:00:00
64.72,89.42,13.8,180.06,155.07,6.66,101.07,13.91,2024-02-21 09:15:00
64.72,89.42,8.43,147.28,150.04,5.88,80.38,11.78,2024-02-21 09:30:00
66.13,90.38,10.34,136.6,139.64,6.19,76.57,10.23,2024-02-21 09:45:00
85.93,103.78,7.84,119.86,136.6,6.39,66.21,10.53,2024-02-21 10:00:00
85.93,103.78,4.06,103.01,132.6,6.0,54.67,9.99,2024-02-21 10:15:00
85.93,103.78,3.28,87.08,129.12,6.13,45.84,9.3,2024-02-21 10:30:00
84.3,103.81,1.94,72.33,128.2,5.85,37.17,10.99,2024-02-21 10:45:00
61.43,104.3,1.74,53.73,126.07,5.68,27.72,11.04,2024-02-21 11:00:00
61.43,104.3,1.04,38.16,125.62,5.98,18.35,10.83,2024-02-21 11:15:00
61.43,104.3,1.01,28.63,124.54,6.12,13.65,10.36,2024-02-21 11:30:00
