pm2.5,pm10,no,no2,so2,co,nox,ozone,timestamp
,70.1,24.35,154.36,29.18,6.78,99.81,14.88,2023-11-28 14:00:00
,70.1,25.15,153.8,30.24,6.32,99.94,14.17,2023-11-28 14:15:00
,70.1,24.46,154.46,29.72,6.77,99.93,15.06,2023-11-28 14:30:00
,70.29,24.56,154.77,29.47,5.97,100.16,14.12,2023-11-28 14:45:00
,72.91,24.47,154.83,29.97,6.61,100.14,14.36,2023-11-28 15:00:00
,72.91,22.32,125.66,19.37,6.1,82.64,32.23,2023-11-28 15:15:00
,72.91,14.63,65.56,12.81,7.03,44.78,20.53,2023-11-28 15:30:00
,75.18,14.58,62.99,12.45,7.46,43.32,17.49,2023-11-28 15:45:00
,106.91,13.78,60.79,13.28,7.2,41.64,21.11,2023-11-28 16:00:00
,106.91,15.98,88.57,24.43,7.59,58.39,29.04,2023-11-28 16:15:00
,106.91,20.82,119.96,45.3,8.05,78.62,12.83,2023-11-28 16:30:00
1.88,107.53,23.02,135.75,41.46,7.46,88.67,13.61,2023-11-28 16:45:00
28.19,116.28,24.45,157.89,39.0,7.42,101.84,15.41,2023-11-28 17:00:00
28.19,116.28,27.93,179.47,36.58,8.18,115.83,17.22,2023-11-28 17:15:00
28.19,116.28,29.95,194.66,36.63,8.18,125.45,14.43,2023-11-28 17:30:00
30.2,118.63,31.74,212.56,35.32,7.92,136.44,15.55,2023-11-28 17:45:00
58.27,151.6,33.3,223.35,35.26,7.84,143.34,14.16,2023-11-28 18:00:00
58.27,151.6,34.89,237.88,33.24,8.29,152.34,15.77,2023-11-28 18:15:00
58.27,151.6,36.07,248.09,32.85,8.21,158.7,14.64,2023-11-28 18:30:00
57.38,151.54,36.67,249.35,33.28,8.59,159.74,15.97,2023-11-28 18:45:00
44.94,150.69,39.58,265.87,31.49,8.02,170.6,15.28,2023-11-28 19:00:00
44.94,150.69,38.33,269.6,34.35,7.96,171.98,9.42,2023-11-28 19:15:00
44.94,150.69,39.1,266.66,31.27,8.48,170.77,16.41,2023-11-28 19:30:00
44.79,147.81,38.62,257.95,31.19,7.33,165.64,18.89,2023-11-28 19:45:00
42.76,107.55,37.52,251.89,30.19,8.31,161.64,19.04,2023-11-28 20:00:00
42.76,107.55,36.51,246.29,33.26,7.9,157.94,12.85,2023-11-28 20:15:00
42.76,107.55,35.76,240.38,30.46,8.13,154.23,14.13,2023-11-28 20:30:00
41.9,106.76,34.99,235.14,31.36,7.89,150.87,16.82,2023-11-28 20:45:00
29.79,95.7,34.24,233.16,30.59,7.74,149.34,14.45,2023-11-28 21:00:00
29.79,95.7,34.16,227.62,30.17,8.31,146.21,15.42,2023-11-28 21:15:00
29.79,95.7,33.8,224.54,30.09,7.5,144.28,14.52,2023-11-28 21:30:00
29.7,96.46,34.3,228.68,29.68,7.98,146.88,12.34,2023-11-28 21:45:00
28.38,107.15,33.5,229.16,29.82,7.81,146.7,13.38,2023-11-28 22:00:00
28.38,107.15,33.86,225.65,30.48,8.0,144.94,16.69,2023-11-28 22:15:00
28.38,107.15,33.53,224.89,29.83,7.93,144.33,14.84,2023-11-28 22:30:00
28.56,106.85,32.19,219.95,27.72,7.73,140.82,16.93,2023-11-28 22:45:00
31.05,102.59,32.34,215.44,13.21,7.79,138.39,12.19,2023-11-28 23:00:00
31.05,102.59,31.6,211.8,12.93,7.67,135.94,14.56,2023-11-28 23:15:00
31.05,102.59,31.54,210.63,13.43,7.56,135.25,14.87,2023-11-28 23:30:00
31.06,103.16,31.15,209.34,12.65,7.35,134.31,16.86,2023-11-28 23:45:00
31.18,111.18,32.26,211.22,13.18,7.7,135.98,16.51,2023-11-29 00:00:00
31.18,111.18,32.9,219.69,13.26,7.6,141.07,14.83,2023-11-29 00:15:00
31.18,111.18,33.81,219.62,12.21,7.3,141.54,14.17,2023-11-29 00:30:00
30.77,112.19,33.28,223.07,13.77,7.81,143.17,16.37,2023-11-29 00:45:00
25.1,126.39,33.66,228.3,13.22,7.77,146.3,13.54,2023-11-29 01:00:00
25.1,126.39,34.85,232.08,11.64,7.24,149.08,15.39,2023-11-29 01:15:00
25.1,126.39,34.55,236.12,12.79,6.72,151.17,17.39,2023-11-29 01:30:00
25.96,126.78,33.71,233.27,12.78,7.66,149.11,18.16,2023-11-29 01:45:00
37.96,132.29,35.41,233.48,14.38,7.37,150.18,14.9,2023-11-29 02:00:00
37.96,132.29,35.94,237.88,13.08,7.41,152.93,14.54,2023-11-29 02:15:00
37.96,132.29,35.83,239.21,13.17,7.37,153.61,15.96,2023-11-29 02:30:00
37.79,131.3,35.87,241.81,13.03,7.69,155.08,16.46,2023-11-29 02:45:00
35.46,117.47,35.74,243.4,13.07,7.98,155.9,16.23,2023-11-29 03:00:00
35.46,117.47,36.53,247.75,13.71,6.92,158.77,12.9,2023-11-29 03:15:00
35.46,117.47,37.07,249.79,13.74,7.33,160.21,15.72,2023-11-29 03:30:00
35.65,118.17,37.32,253.89,12.76,7.82,162.64,17.26,2023-11-29 03:45:00
38.35,127.97,37.02,253.78,12.35,8.4,162.41,13.67,2023-11-29 04:00:00
38.35,127.97,37.69,257.02,12.8,7.13,164.59,12.76,2023-11-29 04:15:00
38.35,127.97,38.57,253.59,13.29,7.92,163.17,14.44,2023-11-29 04:30:00
37.75,128.0,38.11,258.98,12.61,6.99,165.92,16.08,2023-11-29 04:45:00
29.38,128.43,38.49,262.02,12.43,7.41,167.83,11.92,2023-11-29 05:00:00
29.38,128.43,40.31,261.87,14.1,8.1,168.77,14.8,2023-11-29 05:15:00
29.38,128.43,38.84,263.11,13.49,7.13,168.64,15.66,2023-11-29 05:30:00
29.54,128.79,39.62,259.94,11.72,7.54,167.31,14.89,2023-11-29 05:45:00
31.74,133.85,38.47,264.23,13.3,7.47,169.06,14.75,2023-11-29 06:00:00
31.74,133.85,39.33,261.44,12.81,8.51,167.98,13.06,2023-11-29 06:15:00
31.74,133.85,39.65,262.12,13.45,7.9,168.53,12.38,2023-11-29 06:30:00
31.92,136.55,40.11,266.14,12.4,7.33,171.04,16.49,2023-11-29 06:45:00
34.5,174.34,41.18,269.71,13.44,7.77,173.63,12.83,2023-11-29 07:00:00
34.5,174.34,42.04,277.21,13.37,7.14,178.3,13.7,2023-11-29 07:15:00
34.5,174.34,42.35,276.8,13.75,7.68,178.24,12.77,2023-11-29 07:30:00
36.09,176.32,43.69,283.29,12.95,7.7,182.62,17.05,2023-11-29 07:45:00
58.42,204.09,43.91,285.25,13.51,8.05,183.84,13.62,2023-11-29 08:00:00
58.42,204.09,42.66,282.18,11.42,7.72,181.42,14.41,2023-11-29 08:15:00
58.42,204.09,41.93,271.95,12.3,7.37,175.3,17.02,2023-11-29 08:30:00
59.6,204.89,41.08,275.05,12.95,8.07,176.56,16.12,2023-11-29 08:45:00
76.15,216.14,40.76,271.34,11.17,7.57,174.31,14.63,2023-11-29 09:00:00
76.15,216.14,40.26,263.85,15.15,7.88,169.84,12.98,2023-11-29 09:15:00
76.15,216.14,37.68,256.01,11.77,7.31,164.02,12.95,2023-11-29 09:30:00
76.97,212.0,36.28,247.1,12.51,7.49,158.27,15.85,2023-11-29 09:45:00
88.45,154.06,34.81,233.74,12.55,7.61,149.98,15.91,2023-11-29 10:00:00
88.45,154.06,31.77,214.24,14.09,7.26,137.39,15.43,2023-11-29 10:15:00
88.45,154.06,29.64,194.56,12.44,8.05,125.21,15.49,2023-11-29 10:30:00
86.2,151.79,27.27,176.56,12.23,8.24,113.84,14.0,2023-11-29 10:45:00
54.64,120.07,24.15,149.92,12.33,8.42,97.22,15.89,2023-11-29 11:00:00
54.64,120.07,21.77,126.94,14.38,7.86,83.05,15.81,2023-11-29 11:15:00
54.64,120.07,18.57,101.19,13.14,7.61,66.88,15.9,2023-11-29 11:30:00
53.14,118.6,16.83,80.64,12.94,6.91,54.44,16.96,2023-11-29 11:45:00
32.19,98.06,14.71,61.68,12.38,7.14,42.67,17.59,2023-11-29 12:00:00
32.19,98.06,14.4,47.03,13.27,7.6,34.31,17.79,2023-11-29 12:15:00
32.19,98.06,12.74,38.68,13.66,7.81,28.72,18.55,2023-11-29 12:30:00
31.29,96.93,12.86,31.29,13.05,7.35,24.66,19.29,2023-11-29 12:45:00
18.64,81.15,11.94,26.94,12.94,7.35,21.71,20.75,2023-11-29 13:00:00
18.64,81.15,12.01,25.57,12.55,7.44,20.99,20.43,2023-11-29 13:15:00
18.64,81.15,12.0,26.17,13.24,6.81,21.32,20.45,2023-11-29 13:30:00
18.69,80.72,12.25,27.77,14.03,7.24,22.35,20.31,2023-11-29 13:45:00
19.36,74.65,12.17,27.25,13.33,7.52,22.02,20.67,2023-11-29 14:00:00
19.36,74.65,12.1,25.99,12.07,7.49,21.28,23.37,2023-11-29 14:15:00
19.36,74.65,12.8,24.84,13.3,7.48,21.02,22.69,2023-11-29 14:30:00
20.09,75.81,11.25,30.43,12.64,8.7,23.28,16.44,2023-11-29 14:45:00
30.38,92.06,12.46,30.39,12.24,8.14,23.93,19.74,2023-11-29 15:00:00
30.38,92.06,11.4,27.76,12.03,7.46,21.87,19.44,2023-11-29 15:15:00
30.38,92.06,12.64,31.02,13.12,7.65,24.38,19.86,2023-11-29 15:30:00
29.99,91.91,12.44,32.92,13.2,7.43,25.33,17.95,2023-11-29 15:45:00
24.57,89.86,12.83,35.36,13.87,7.35,26.91,18.99,2023-11-29 16:00:00
24.57,89.86,12.93,43.09,12.39,7.93,31.28,15.43,2023-11-29 16:15:00
24.57,89.86,14.39,62.96,12.76,7.44,43.2,15.71,2023-11-29 16:30:00
26.01,92.02,16.33,73.89,12.59,7.95,50.38,15.45,2023-11-29 16:45:00
46.13,122.26,16.21,82.35,13.57,8.32,55.05,16.24,2023-11-29 17:00:00
46.13,122.26,16.99,85.2,12.02,7.6,57.07,16.18,2023-11-29 17:15:00
46.13,122.26,18.57,97.14,13.87,7.44,64.62,14.72,2023-11-29 17:30:00
52.67,137.2,18.59,102.45,12.5,7.49,67.6,14.64,2023-11-29 17:45:00
144.29,346.35,19.25,105.66,13.93,8.24,69.76,14.85,2023-11-29 18:00:00
144.29,346.35,21.05,124.6,11.07,7.33,81.35,15.34,2023-11-29 18:15:00
144.29,346.35,24.3,122.0,13.98,8.28,81.71,14.72,2023-11-29 18:30:00
136.84,327.71,24.47,32.07,13.32,7.96,31.58,15.01,2023-11-29 18:45:00
32.58,66.73,24.63,33.04,12.68,8.04,32.21,15.46,2023-11-29 19:00:00
32.58,66.73,26.23,33.78,13.95,8.0,33.51,15.73,2023-11-29 19:15:00
32.58,66.73,26.61,33.2,13.86,7.64,33.4,12.79,2023-11-29 19:30:00
33.32,66.82,27.27,33.93,13.32,7.44,34.18,12.08,2023-11-29 19:45:00
43.7,68.05,27.17,33.52,12.49,7.75,33.9,11.75,2023-11-29 20:00:00
43.7,68.05,27.15,33.17,11.92,6.74,33.68,12.7,2023-11-29 20:15:00
43.7,68.05,27.1,33.49,13.75,6.9,33.84,11.69,2023-11-29 20:30:00
43.5,68.05,27.19,33.97,12.64,6.96,34.16,11.78,2023-11-29 20:45:00
40.76,68.11,26.46,33.6,12.09,7.62,33.55,12.1,2023-11-29 21:00:00
40.76,68.11,27.37,33.1,12.3,6.88,33.77,12.45,2023-11-29 21:15:00
40.76,68.11,26.89,34.11,13.09,6.7,34.07,12.16,2023-11-29 21:30:00
40.91,68.14,27.02,33.0,13.11,7.0,33.52,12.03,2023-11-29 21:45:00
43.04,68.5,26.2,33.74,13.1,6.59,33.48,12.11,2023-11-29 22:00:00
43.04,68.5,27.09,34.08,14.54,7.15,34.17,11.73,2023-11-29 22:15:00
43.04,68.5,26.92,33.66,13.58,7.33,33.84,12.55,2023-11-29 22:30:00
42.79,68.5,27.49,34.34,12.08,7.66,34.53,12.28,2023-11-29 22:45:00
39.34,68.44,26.66,34.46,12.56,6.83,34.14,11.86,2023-11-29 23:00:00
39.34,68.44,27.13,33.38,11.8,6.53,33.8,12.02,2023-11-29 23:15:00
39.34,68.44,26.69,33.61,13.61,7.05,33.68,11.97,2023-11-29 23:30:00
39.68,68.46,26.76,33.05,11.44,7.55,33.4,11.46,2023-11-29 23:45:00
44.46,68.67,27.21,33.57,13.63,6.75,33.95,11.74,2023-11-30 00:00:00
44.46,68.67,26.77,33.77,14.11,6.26,33.82,12.2,2023-11-30 00:15:00
44.46,68.67,26.23,33.09,11.57,7.17,33.13,11.92,2023-11-30 00:30:00
44.45,68.56,26.61,33.58,12.58,6.6,33.62,11.73,2023-11-30 00:45:00
44.26,67.07,26.84,34.06,12.18,7.52,34.01,12.3,2023-11-30 01:00:00
44.26,67.07,26.51,34.14,12.94,7.57,33.88,12.23,2023-11-30 01:15:00
44.26,67.07,27.19,32.95,12.61,7.37,33.59,12.58,2023-11-30 01:30:00
44.02,67.17,27.08,34.06,13.73,6.95,34.15,12.33,2023-11-30 01:45:00
40.66,68.62,27.16,33.68,12.43,6.96,33.98,12.49,2023-11-30 02:00:00
40.66,68.62,26.31,33.64,13.46,7.02,33.49,11.99,2023-11-30 02:15:00
40.66,68.62,27.02,34.39,13.62,7.45,34.3,12.5,2023-11-30 02:30:00
41.03,68.71,27.93,34.16,13.07,7.21,34.68,12.58,2023-11-30 02:45:00
46.14,69.94,26.63,33.75,13.65,7.27,33.72,12.04,2023-11-30 03:00:00
46.14,69.94,26.92,33.78,13.37,7.81,33.9,12.22,2023-11-30 03:15:00
46.14,69.94,27.37,33.71,12.74,7.89,34.11,11.82,2023-11-30 03:30:00
46.36,69.87,27.4,33.67,12.57,6.74,34.11,13.17,2023-11-30 03:45:00
49.49,68.85,27.01,32.76,13.12,6.93,33.38,11.86,2023-11-30 04:00:00
49.49,68.85,27.15,33.56,12.73,7.18,33.91,12.2,2023-11-30 04:15:00
49.49,68.85,26.6,33.62,12.6,6.64,33.63,12.29,2023-11-30 04:30:00
49.03,68.73,27.1,33.47,13.83,6.91,33.83,11.69,2023-11-30 04:45:00
42.58,67.05,27.28,33.64,13.05,7.17,34.02,11.99,2023-11-30 05:00:00
42.58,67.05,27.95,33.21,13.72,6.87,34.16,12.09,2023-11-30 05:15:00
42.58,67.05,27.19,33.63,12.58,6.96,33.97,12.16,2023-11-30 05:30:00
42.43,67.06,27.5,33.9,13.83,7.25,34.29,12.39,2023-11-30 05:45:00
40.34,67.24,27.33,33.65,13.56,6.34,34.06,12.28,2023-11-30 06:00:00
40.34,67.24,27.26,33.74,12.67,6.75,34.07,12.16,2023-11-30 06:15:00
40.34,67.24,27.14,34.34,12.88,7.35,34.34,11.78,2023-11-30 06:30:00
40.29,67.25,27.1,33.04,12.48,7.21,33.59,11.82,2023-11-30 06:45:00
39.63,67.37,26.32,33.55,13.05,7.43,33.44,11.99,2023-11-30 07:00:00
39.63,67.37,26.87,32.36,13.35,7.9,33.08,12.21,2023-11-30 07:15:00
39.63,67.37,27.43,33.3,12.6,6.44,33.92,12.44,2023-11-30 07:30:00
40.12,67.4,26.6,33.03,13.42,7.42,33.3,12.13,2023-11-30 07:45:00
47.01,67.84,26.94,33.45,12.37,7.39,33.73,12.12,2023-11-30 08:00:00
47.01,67.84,26.81,33.25,13.73,6.71,33.55,12.06,2023-11-30 08:15:00
47.01,67.84,26.98,33.46,14.62,7.57,33.75,11.96,2023-11-30 08:30:00
46.54,67.96,27.26,33.26,12.61,7.59,33.8,12.75,2023-11-30 08:45:00
39.93,69.67,26.8,33.44,13.42,7.14,33.65,12.67,2023-11-30 09:00:00
39.93,69.67,27.93,32.41,13.27,6.87,33.7,12.49,2023-11-30 09:15:00
39.93,69.67,26.8,33.49,13.39,6.73,33.67,12.5,2023-11-30 09:30:00
40.28,69.5,26.38,33.41,13.15,6.93,33.39,11.7,2023-11-30 09:45:00
45.24,67.16,27.0,32.69,12.21,7.45,33.34,11.92,2023-11-30 10:00:00
45.24,67.16,27.6,33.88,12.33,7.1,34.34,12.02,2023-11-30 10:15:00
45.24,67.16,26.96,33.84,12.88,6.98,33.95,12.12,2023-11-30 10:30:00
44.85,67.21,26.84,34.05,12.67,7.39,34.01,12.35,2023-11-30 10:45:00
39.39,67.96,27.05,33.11,12.59,7.02,33.6,11.55,2023-11-30 11:00:00
39.39,67.96,27.3,33.91,12.76,7.19,34.19,12.12,2023-11-30 11:15:00
39.39,67.96,27.24,33.19,13.22,7.58,33.75,12.4,2023-11-30 11:30:00
39.74,67.97,26.39,34.07,12.98,7.41,33.77,12.42,2023-11-30 11:45:00
44.63,68.07,24.15,33.13,13.02,7.9,31.99,16.39,2023-11-30 12:00:00
44.63,68.07,11.27,31.92,22.48,6.88,24.13,43.65,2023-11-30 12:15:00
44.63,68.07,11.06,33.23,23.55,7.17,24.73,41.23,2023-11-30 12:30:00
43.72,69.29,11.09,32.29,22.46,6.66,24.23,38.51,2023-11-30 12:45:00
30.92,86.41,10.98,32.49,29.14,7.57,24.28,54.35,2023-11-30 13:00:00
30.92,86.41,10.54,33.71,25.14,6.38,24.72,61.37,2023-11-30 13:15:00
30.92,86.41,11.11,31.9,23.04,6.45,24.02,50.1,2023-11-30 13:30:00
31.89,85.6,11.35,33.94,22.55,7.26,25.29,47.11,2023-11-30 13:45:00
45.46,74.23,10.72,32.74,19.37,7.67,24.27,44.76,2023-11-30 14:00:00
45.46,74.23,10.35,36.4,21.8,6.38,26.11,40.04,2023-11-30 14:15:00
45.46,74.23,10.98,34.11,18.65,7.56,25.18,37.78,2023-11-30 14:30:00
44.25,74.28,11.2,32.95,21.57,7.08,24.66,30.79,2023-11-30 14:45:00
27.38,74.97,11.05,36.52,24.26,7.19,26.57,30.19,2023-11-30 15:00:00
27.38,74.97,11.71,34.01,23.27,6.99,25.54,29.38,2023-11-30 15:15:00
27.38,74.97,11.85,35.9,25.28,6.86,26.67,30.42,2023-11-30 15:30:00
27.45,75.0,11.52,35.16,22.66,7.43,26.07,30.73,2023-11-30 15:45:00
28.48,75.35,10.41,33.33,25.74,6.53,24.43,28.43,2023-11-30 16:00:00
28.48,75.35,12.34,34.87,23.34,6.91,26.37,19.06,2023-11-30 16:15:00
28.48,75.35,13.29,31.52,27.9,7.17,25.02,15.61,2023-11-30 16:30:00
29.99,75.53,15.5,33.87,23.6,7.96,27.57,17.69,2023-11-30 16:45:00
51.18,78.05,16.19,32.65,22.48,7.89,27.28,17.3,2023-11-30 17:00:00
51.18,78.05,16.92,34.24,24.5,7.65,28.57,16.38,2023-11-30 17:15:00
51.18,78.05,17.37,33.39,23.07,6.94,28.35,14.51,2023-11-30 17:30:00
50.7,77.89,19.46,33.89,32.15,7.86,29.8,15.26,2023-11-30 17:45:00
43.92,75.68,21.69,36.52,28.14,7.11,32.51,15.44,2023-11-30 18:00:00
43.92,75.68,23.32,33.56,35.67,8.12,31.76,15.26,2023-11-30 18:15:00
43.92,75.68,23.3,34.3,27.52,7.88,32.17,15.35,2023-11-30 18:30:00
43.9,74.99,24.84,32.92,37.72,7.95,32.26,16.36,2023-11-30 18:45:00
43.57,65.39,25.82,31.19,38.62,8.05,31.84,15.31,2023-11-30 19:00:00
43.57,65.39,26.49,35.49,33.1,7.77,34.62,14.64,2023-11-30 19:15:00
43.57,65.39,26.16,32.72,35.29,8.27,32.89,14.79,2023-11-30 19:30:00
42.78,66.21,25.55,31.47,36.21,7.39,31.84,17.17,2023-11-30 19:45:00
31.69,77.75,26.17,34.69,30.71,8.53,33.99,17.04,2023-11-30 20:00:00
31.69,77.75,24.58,33.52,34.45,7.41,32.45,16.56,2023-11-30 20:15:00
31.69,77.75,24.49,35.38,41.17,7.42,33.44,14.84,2023-11-30 20:30:00
32.72,77.85,24.18,34.22,36.44,7.94,32.62,15.57,2023-11-30 20:45:00
47.14,79.22,24.13,35.55,27.56,7.6,33.33,14.46,2023-11-30 21:00:00
47.14,79.22,24.34,32.47,39.38,7.46,31.73,15.68,2023-11-30 21:15:00
47.14,79.22,24.65,32.62,35.14,7.26,31.99,13.62,2023-11-30 21:30:00
46.63,78.53,23.51,34.3,31.21,7.24,32.29,15.09,2023-11-30 21:45:00
39.5,68.86,23.98,33.66,35.09,7.17,32.19,14.26,2023-11-30 22:00:00
39.5,68.86,22.93,30.79,28.48,6.66,30.01,15.42,2023-11-30 22:15:00
39.5,68.86,23.2,33.82,28.7,7.33,31.85,12.88,2023-11-30 22:30:00
38.95,69.46,22.61,35.3,32.17,8.45,32.35,16.66,2023-11-30 22:45:00
31.18,77.89,22.5,34.24,29.57,7.76,31.69,17.91,2023-11-30 23:00:00
31.18,77.89,22.56,34.79,30.6,7.64,32.03,12.25,2023-11-30 23:15:00
31.18,77.89,23.29,31.99,32.37,8.36,30.88,13.83,2023-11-30 23:30:00
31.51,78.57,23.68,33.28,33.47,7.32,31.81,17.52,2023-11-30 23:45:00
36.14,88.12,23.72,32.56,31.82,7.05,31.43,14.59,2023-12-01 00:00:00
36.14,88.12,24.52,34.38,33.84,8.4,32.9,13.06,2023-12-01 00:15:00
36.14,88.12,25.72,33.18,30.83,7.14,32.89,15.72,2023-12-01 00:30:00
36.4,87.87,25.52,34.66,30.03,7.6,33.61,15.78,2023-12-01 00:45:00
40.03,84.3,26.71,33.36,33.36,7.75,33.55,12.93,2023-12-01 01:00:00
40.03,84.3,26.52,31.43,35.25,7.73,32.37,13.46,2023-12-01 01:15:00
40.03,84.3,27.25,34.8,28.59,7.22,34.65,12.36,2023-12-01 01:30:00
39.56,84.48,27.77,31.97,34.68,7.32,33.36,17.18,2023-12-01 01:45:00
32.93,87.05,28.7,36.51,27.71,8.28,36.42,13.8,2023-12-01 02:00:00
32.93,87.05,29.05,31.74,28.83,8.15,33.95,11.31,2023-12-01 02:15:00
32.93,87.05,29.59,32.69,29.45,6.87,34.78,13.14,2023-12-01 02:30:00
33.17,87.46,30.34,33.39,27.12,8.12,35.59,14.45,2023-12-01 02:45:00
36.49,93.24,30.58,35.34,24.61,6.99,36.82,11.63,2023-12-01 03:00:00
36.49,93.24,32.19,32.28,23.67,7.44,36.0,13.03,2023-12-01 03:15:00
36.49,93.24,31.55,32.99,32.36,7.91,36.04,13.22,2023-12-01 03:30:00
36.16,92.49,32.83,33.24,29.2,7.57,36.9,16.18,2023-12-01 03:45:00
31.55,81.93,33.02,34.18,30.31,7.86,37.53,9.2,2023-12-01 04:00:00
31.55,81.93,32.84,34.53,22.36,7.78,37.62,15.41,2023-12-01 04:15:00
31.55,81.93,33.15,33.84,30.64,7.51,37.41,14.09,2023-12-01 04:30:00
32.26,81.62,34.1,34.3,32.04,7.52,38.2,15.41,2023-12-01 04:45:00
42.19,77.33,33.24,33.05,26.8,7.22,37.02,15.96,2023-12-01 05:00:00
42.19,77.33,34.03,35.2,27.75,7.12,38.67,12.48,2023-12-01 05:15:00
42.19,77.33,33.32,32.14,26.64,7.93,36.56,13.4,2023-12-01 05:30:00
40.73,78.37,33.44,33.79,31.04,7.27,37.55,16.09,2023-12-01 05:45:00
20.29,92.97,33.74,31.85,33.49,7.49,36.64,12.97,2023-12-01 06:00:00
20.29,92.97,33.29,32.92,31.41,7.26,36.98,14.36,2023-12-01 06:15:00
20.29,92.97,33.67,32.42,28.48,7.7,36.91,14.37,2023-12-01 06:30:00
21.96,91.19,33.4,32.66,29.93,7.67,36.89,15.14,2023-12-01 06:45:00
45.35,66.23,33.61,34.39,31.34,7.46,37.97,13.25,2023-12-01 07:00:00
45.35,66.23,33.53,30.57,25.0,8.2,35.8,11.93,2023-12-01 07:15:00
45.35,66.23,33.11,33.21,23.5,7.78,37.04,14.09,2023-12-01 07:30:00
44.64,67.08,33.37,34.94,29.82,7.74,38.15,16.95,2023-12-01 07:45:00
34.67,78.96,32.85,32.14,27.38,8.09,36.3,17.19,2023-12-01 08:00:00
34.67,78.96,31.31,34.43,27.12,7.49,36.72,13.36,2023-12-01 08:15:00
34.67,78.96,30.29,31.23,29.57,7.72,34.36,13.37,2023-12-01 08:30:00
34.93,78.48,30.01,33.83,28.77,8.23,35.65,15.0,2023-12-01 08:45:00
38.57,71.7,28.37,33.91,20.84,6.44,34.78,14.39,2023-12-01 09:00:00
38.57,71.7,26.22,34.0,21.38,7.19,33.63,15.32,2023-12-01 09:15:00
38.57,71.7,24.12,33.61,24.32,7.35,32.24,15.33,2023-12-01 09:30:00
38.37,73.03,20.86,34.72,20.23,6.85,31.04,15.93,2023-12-01 09:45:00
35.61,91.63,19.21,31.59,20.7,7.97,28.37,16.69,2023-12-01 10:00:00
35.61,91.63,16.35,35.1,21.1,7.99,28.74,16.32,2023-12-01 10:15:00
35.61,91.63,14.53,33.09,18.25,7.78,26.6,15.53,2023-12-01 10:30:00
36.42,91.51,13.55,32.69,18.32,7.38,25.83,19.56,2023-12-01 10:45:00
47.8,89.89,12.3,33.64,19.92,7.03,25.66,24.97,2023-12-01 11:00:00
47.8,89.89,11.83,35.29,13.93,7.09,26.32,26.35,2023-12-01 11:15:00
47.8,89.89,12.15,33.37,16.08,6.49,25.43,26.54,2023-12-01 11:30:00
46.96,89.6,11.52,33.0,14.7,7.18,24.86,27.12,2023-12-01 11:45:00
35.23,85.58,11.58,33.59,17.94,7.62,25.23,28.28,2023-12-01 12:00:00
35.23,85.58,11.01,34.3,19.6,7.06,25.31,26.65,2023-12-01 12:15:00
35.23,85.58,11.64,37.8,40.3,6.93,27.61,22.71,2023-12-01 12:30:00
35.51,85.55,11.99,36.16,38.64,6.8,26.89,22.75,2023-12-01 12:45:00
39.41,85.18,12.0,38.22,39.99,6.9,28.05,22.6,2023-12-01 13:00:00
39.41,85.18,12.27,37.73,38.98,7.45,27.93,23.49,2023-12-01 13:15:00
39.41,85.18,11.31,32.13,41.11,5.84,24.26,55.54,2023-12-01 13:30:00
39.15,85.68,10.38,34.23,28.99,6.52,24.92,49.37,2023-12-01 13:45:00
35.56,92.75,11.36,30.56,41.36,5.29,23.42,49.15,2023-12-01 14:00:00
35.56,92.75,11.53,36.46,36.63,5.74,26.8,37.34,2023-12-01 14:15:00
35.56,92.75,11.35,32.89,45.67,6.55,24.71,31.71,2023-12-01 14:30:00
35.24,91.51,11.69,34.12,41.88,5.69,25.58,30.96,2023-12-01 14:45:00
30.82,74.13,11.39,31.87,42.38,5.75,24.16,29.66,2023-12-01 15:00:00
30.82,74.13,11.98,33.41,42.82,5.98,25.36,26.79,2023-12-01 15:15:00
30.82,74.13,12.32,32.07,41.46,6.83,24.79,25.2,2023-12-01 15:30:00
31.21,74.37,11.47,33.45,35.71,7.04,25.09,23.23,2023-12-01 15:45:00
36.73,77.72,11.63,33.23,40.6,6.37,25.05,23.23,2023-12-01 16:00:00
36.73,77.72,12.06,32.66,44.84,5.91,24.98,21.03,2023-12-01 16:15:00
36.73,77.72,13.2,34.95,43.48,6.23,26.89,17.09,2023-12-01 16:30:00
36.26,78.23,13.56,33.45,47.41,7.18,26.26,15.74,2023-12-01 16:45:00
29.62,85.34,13.38,34.07,42.49,6.58,26.5,17.74,2023-12-01 17:00:00
29.62,85.34,13.04,33.76,36.94,6.79,26.14,18.92,2023-12-01 17:15:00
29.62,85.34,12.86,34.42,42.6,6.37,26.41,18.18,2023-12-01 17:30:00
30.13,85.16,12.46,32.75,40.4,7.2,25.25,20.41,2023-12-01 17:45:00
37.27,82.63,13.15,34.65,48.8,7.48,26.69,19.85,2023-12-01 18:00:00
37.27,82.63,13.01,34.58,47.39,7.17,26.58,19.31,2023-12-01 18:15:00
37.27,82.63,12.53,32.07,45.51,6.75,24.91,17.92,2023-12-01 18:30:00
36.94,81.98,12.86,34.4,48.01,5.83,26.4,19.31,2023-12-01 18:45:00
32.26,72.86,12.4,33.89,31.69,7.18,25.85,19.19,2023-12-01 19:00:00
32.26,72.86,13.49,35.52,34.75,6.28,27.37,19.4,2023-12-01 19:15:00
32.26,72.86,13.5,33.31,29.93,6.95,26.14,16.74,2023-12-01 19:30:00
