pm2.5,pm10,no,no2,co,nox,ozone,at,rh,ws,wd,timestamp,benzene,eth_benzene,toluene,mp_xylene
26.86,51.55,6.27,26.83,1.97,19.38,9.12,25.86,94.64,47.82,3.43,2024-07-15 09:00:00,8.87,31.74,15.97,29.61
25.61,51.54,6.19,26.54,1.77,19.15,10.57,25.9,94.64,,,2024-07-15 09:15:00,8.98,16.19,16.06,18.7
19.4,51.45,6.05,26.24,1.93,18.88,11.0,25.86,94.64,,0.27,2024-07-15 09:30:00,5.71,11.18,14.0,15.15
19.4,51.45,7.81,29.08,2.12,21.82,10.58,25.93,94.64,,0.46,2024-07-15 09:45:00,7.28,4.87,11.51,8.64
19.4,51.45,6.43,28.09,1.27,20.17,11.49,26.32,94.64,49.35,1.14,2024-07-15 10:00:00,5.54,30.67,16.46,29.58
20.03,48.96,6.31,26.3,0.79,19.12,13.93,26.68,94.65,48.45,2.91,2024-07-15 10:15:00,5.12,34.75,23.08,34.14
23.18,36.46,8.3,28.03,0.95,21.66,13.55,26.96,94.65,,4.3,2024-07-15 10:30:00,5.25,15.15,17.85,17.29
23.18,36.46,6.46,28.07,0.8,20.19,16.33,26.9,94.64,,0.61,2024-07-15 10:45:00,5.14,13.49,14.94,16.41
23.18,36.46,4.74,26.13,0.44,17.76,17.44,26.65,94.64,49.19,1.47,2024-07-15 11:00:00,4.83,17.23,15.67,21.91
21.51,34.71,3.52,23.57,0.49,15.4,20.76,27.07,94.65,45.31,1.82,2024-07-15 11:15:00,4.3,7.4,10.58,11.24
13.16,25.96,3.82,23.21,0.26,15.45,23.64,27.58,94.36,48.77,3.25,2024-07-15 11:30:00,3.87,1.81,9.83,3.17
13.16,25.96,4.13,22.65,0.23,15.41,24.59,27.71,92.78,,2.51,2024-07-15 11:45:00,3.18,0.94,4.47,1.44
13.16,25.96,3.27,22.79,0.49,14.78,25.22,27.89,91.33,48.6,1.31,2024-07-15 12:00:00,1.48,0.72,2.62,1.04
13.01,27.3,3.84,23.19,0.34,15.46,25.58,27.79,85.0,,,2024-07-15 12:15:00,1.1,0.66,2.5,0.87
12.24,34.03,3.47,25.53,0.29,16.4,25.06,27.64,83.74,,,2024-07-15 12:30:00,1.1,0.66,2.5,0.81
12.24,34.03,4.56,28.26,0.44,18.74,22.76,27.47,85.08,,,2024-07-15 12:45:00,1.1,0.61,2.5,0.8
12.24,34.03,4.28,28.29,0.22,18.53,22.23,27.16,87.44,,,2024-07-15 13:00:00,1.1,0.6,2.5,0.8
12.02,33.95,3.94,27.7,0.39,17.93,21.72,27.03,91.08,,0.22,2024-07-15 13:15:00,1.1,0.6,2.5,0.8
10.91,33.52,3.48,25.62,0.31,16.45,24.01,27.48,88.44,,1.22,2024-07-15 13:30:00,1.1,0.6,2.5,0.8
10.91,33.52,4.58,25.35,0.27,17.21,21.77,27.58,85.26,,0.83,2024-07-15 13:45:00,1.1,0.6,2.5,0.8
10.91,33.52,4.07,23.68,0.25,15.91,24.77,27.74,83.05,,0.4,2024-07-15 14:00:00,1.1,0.6,2.5,0.8
10.83,35.4,4.37,24.72,0.32,16.71,25.7,27.59,82.33,,0.34,2024-07-15 14:15:00,1.1,0.6,2.5,0.8
10.42,44.81,4.59,25.88,0.28,17.5,23.44,27.47,83.94,,1.14,2024-07-15 14:30:00,2.14,1.0,6.16,1.62
10.42,44.81,4.46,25.28,0.21,17.08,26.15,27.62,82.24,,0.45,2024-07-15 14:45:00,2.32,2.19,6.36,4.12
10.42,44.81,4.04,25.48,0.11,16.84,25.89,27.56,81.57,,0.06,2024-07-15 15:00:00,1.98,1.98,5.69,3.67
10.55,42.5,3.35,25.01,0.0,16.03,25.59,27.38,81.84,,,2024-07-15 15:15:00,2.35,1.78,3.6,2.03
11.21,30.92,4.21,27.96,0.24,18.29,24.59,27.29,83.67,,,2024-07-15 15:30:00,2.04,1.02,3.16,1.42
11.21,30.92,5.23,29.25,0.05,19.81,26.52,27.2,83.76,,0.02,2024-07-15 15:45:00,2.15,1.58,3.07,1.45
11.21,30.92,4.94,30.18,0.11,20.07,28.25,26.97,83.14,,,2024-07-15 16:00:00,1.92,1.27,2.93,0.93
10.7,31.12,4.33,27.48,0.18,18.14,30.31,26.97,81.79,,0.09,2024-07-15 16:15:00,1.82,0.71,2.87,0.8
8.17,32.12,3.08,24.6,0.09,15.59,29.96,26.95,82.39,,,2024-07-15 16:30:00,1.82,0.98,2.89,0.8
8.17,32.12,2.42,23.87,0.1,14.67,30.9,26.75,83.7,,,2024-07-15 16:45:00,2.25,1.31,3.04,1.17
8.17,32.12,3.44,24.44,0.16,15.79,28.26,26.62,84.79,,,2024-07-15 17:00:00,2.22,1.39,3.04,2.33
9.52,34.44,3.24,25.36,0.25,16.12,26.66,26.46,86.15,,,2024-07-15 17:15:00,2.27,0.91,3.27,1.49
16.29,46.02,2.81,25.21,0.24,15.7,14.0,26.32,87.74,,,2024-07-15 17:30:00,2.15,0.81,3.13,1.29
16.29,46.02,2.46,23.93,0.19,14.73,29.26,26.13,91.48,,,2024-07-15 17:45:00,2.43,0.87,3.04,1.54
16.29,46.02,2.34,23.45,0.04,14.37,30.85,25.95,94.65,,,2024-07-15 18:00:00,2.39,0.86,3.06,1.46
15.3,45.62,2.14,25.22,0.44,15.15,27.28,25.86,94.64,,,2024-07-15 18:15:00,2.57,0.88,3.26,1.29
10.34,43.61,2.43,28.02,0.43,16.88,22.77,25.67,94.65,,,2024-07-15 18:30:00,1.8,1.01,3.08,1.63
10.34,43.61,2.58,29.7,0.41,17.9,19.67,25.55,94.65,,,2024-07-15 18:45:00,1.52,0.69,2.94,0.98
10.34,43.61,2.93,34.76,0.75,20.87,16.46,25.47,94.65,,,2024-07-15 19:00:00,1.18,0.6,2.58,0.8
9.89,43.68,2.93,34.52,0.74,20.75,17.38,25.4,94.64,,,2024-07-15 19:15:00,1.1,0.6,2.5,0.8
7.63,44.03,2.79,30.13,0.57,18.3,19.76,25.26,94.65,,,2024-07-15 19:30:00,1.1,0.6,2.5,0.8
7.63,44.03,5.28,37.04,1.27,23.99,13.34,25.15,94.65,,,2024-07-15 19:45:00,1.12,0.6,2.5,0.8
7.63,44.03,4.47,34.53,0.83,22.0,13.23,25.02,94.65,,,2024-07-15 20:00:00,1.1,0.6,2.5,0.8
8.92,42.47,3.74,33.26,0.92,20.73,13.88,24.85,94.65,,,2024-07-15 20:15:00,1.12,0.6,2.5,0.8
15.39,34.66,3.46,31.68,0.89,19.66,10.02,24.77,94.65,,,2024-07-15 20:30:00,1.1,0.6,2.5,0.8
15.39,34.66,3.37,29.74,0.77,18.56,13.23,24.61,94.65,,,2024-07-15 20:45:00,1.1,0.6,2.5,0.8
15.39,34.66,3.12,30.2,0.53,18.61,12.49,24.52,94.65,,,2024-07-15 21:00:00,1.12,0.6,2.5,0.8
15.15,37.17,2.61,27.22,0.58,16.6,15.98,24.4,94.65,,,2024-07-15 21:15:00,1.1,0.6,2.5,0.8
13.97,49.72,2.82,26.05,0.41,16.15,15.39,24.4,94.65,,,2024-07-15 21:30:00,1.1,0.6,2.53,0.8
13.97,49.72,3.0,26.66,0.44,16.62,16.17,24.43,94.65,,,2024-07-15 21:45:00,1.1,0.65,2.51,0.8
13.97,49.72,2.7,24.92,0.62,15.46,13.22,24.47,94.64,,,2024-07-15 22:00:00,1.1,0.67,2.5,0.8
14.53,47.64,6.71,32.41,1.06,22.69,7.3,24.55,94.65,,,2024-07-15 22:15:00,1.1,0.61,2.5,0.8
17.32,37.26,5.87,31.2,1.11,21.37,7.47,24.49,94.65,,,2024-07-15 22:30:00,1.1,0.64,2.5,0.8
17.32,37.26,3.96,30.28,0.99,19.33,6.2,24.48,94.65,,,2024-07-15 22:45:00,1.1,0.65,2.53,0.8
17.32,37.26,3.41,28.03,1.0,17.68,6.87,24.42,94.64,,,2024-07-15 23:00:00,1.1,0.61,2.51,0.8
16.22,37.88,2.97,27.56,0.59,17.07,8.06,24.39,94.65,,,2024-07-15 23:15:00,1.1,0.6,2.5,0.8
10.73,40.97,2.63,25.69,0.54,15.8,11.2,24.31,94.65,,,2024-07-15 23:30:00,1.1,0.6,2.5,0.8
10.73,40.97,2.79,24.79,0.87,15.45,10.72,24.31,94.65,,,2024-07-16 00:00:00,8.88,9.24,19.04,14.42
10.22,38.87,3.07,27.38,1.11,17.06,9.15,24.33,94.65,,,2024-07-16 00:15:00,10.08,3.29,20.62,8.62
7.71,28.36,4.17,29.36,1.34,19.01,6.09,24.31,94.65,,,2024-07-16 00:30:00,8.66,2.39,20.58,7.29
7.71,28.36,3.9,29.76,1.08,19.0,5.77,24.22,94.65,,,2024-07-16 00:45:00,7.81,14.02,24.88,19.48
7.71,28.36,2.96,27.22,1.21,16.89,7.73,24.11,94.64,,,2024-07-16 01:00:00,8.87,13.04,27.65,17.37
7.39,29.82,2.85,25.3,1.0,15.78,8.96,24.08,94.64,,,2024-07-16 01:15:00,7.54,18.56,26.55,22.77
5.82,37.11,2.76,25.37,0.99,15.74,8.91,24.05,94.64,,,2024-07-16 01:30:00,6.39,12.4,17.3,16.46
5.82,37.11,2.45,26.57,1.04,16.13,8.31,24.02,94.65,,,2024-07-16 01:45:00,6.67,4.2,11.51,7.95
5.82,37.11,2.82,24.93,0.97,15.56,10.22,24.02,94.64,,,2024-07-16 02:00:00,6.84,2.43,10.21,5.3
7.74,37.02,2.28,24.75,1.04,14.83,9.38,24.05,94.65,,,2024-07-16 02:15:00,6.99,2.42,10.87,4.88
17.3,36.58,2.67,24.96,1.08,15.45,10.37,24.03,94.65,,,2024-07-16 02:30:00,6.45,4.42,9.87,7.11
17.3,36.58,2.69,23.82,0.81,14.86,10.77,23.96,94.65,,,2024-07-16 02:45:00,6.68,17.65,12.8,11.06
17.3,36.58,3.19,23.67,0.83,15.18,12.15,23.93,94.65,,,2024-07-16 03:00:00,7.3,10.79,16.84,7.64
16.17,36.97,3.11,23.1,0.92,14.82,13.1,23.96,94.65,,,2024-07-16 03:15:00,7.25,11.07,13.77,8.47
10.53,38.89,3.89,23.42,0.76,15.62,12.43,23.99,94.65,,,2024-07-16 03:30:00,6.6,7.4,10.52,9.63
10.53,38.89,2.77,23.33,0.61,14.66,14.16,24.01,94.64,,,2024-07-16 03:45:00,5.17,2.86,8.08,5.12
10.53,38.89,1.78,22.62,0.58,13.48,14.59,24.03,94.65,,,2024-07-16 04:00:00,3.79,3.19,9.32,5.68
10.87,39.9,3.36,24.99,0.61,16.02,13.64,24.02,94.65,,,2024-07-16 04:15:00,2.09,1.9,4.3,2.26
12.58,44.95,3.35,22.78,0.74,14.84,17.62,24.01,94.65,,,2024-07-16 04:30:00,1.22,0.78,2.59,0.9
12.58,44.95,2.57,23.49,0.99,14.59,18.02,24.02,94.64,,,2024-07-16 04:45:00,1.1,0.6,2.5,0.8
12.58,44.95,3.23,24.2,1.35,15.5,15.94,24.05,94.65,,,2024-07-16 05:00:00,1.1,0.6,2.5,0.8
14.11,47.75,4.53,25.56,1.83,17.28,13.39,24.06,94.64,,,2024-07-16 05:15:00,1.1,0.66,2.5,0.8
21.76,61.78,6.86,28.22,1.23,20.59,10.91,24.08,94.65,,,2024-07-16 05:30:00,1.1,0.61,2.5,0.8
21.76,61.78,11.2,28.01,1.31,24.0,8.74,24.1,94.65,,,2024-07-16 05:45:00,1.1,0.65,2.53,0.8
21.76,61.78,5.16,26.43,1.47,18.25,7.49,24.12,94.65,,,2024-07-16 06:00:00,1.1,0.61,2.51,0.8
23.14,68.5,4.1,26.82,2.19,17.6,10.02,24.13,94.65,,,2024-07-16 06:15:00,1.1,0.6,2.5,0.8
30.08,102.12,3.4,27.09,1.5,17.18,8.02,24.2,94.65,,,2024-07-16 06:30:00,19.78,1.44,11.21,3.09
30.08,102.12,6.29,31.4,2.29,21.82,7.8,24.21,94.65,,,2024-07-16 06:45:00,5.77,0.86,4.68,1.37
30.08,102.12,5.77,31.62,1.44,21.51,7.26,24.26,94.65,,,2024-07-16 07:00:00,1.1,0.61,2.5,0.8
29.32,99.85,5.27,30.06,1.49,20.27,8.03,24.34,94.65,,,2024-07-16 07:15:00,1.1,0.6,2.5,0.8
25.52,88.51,4.85,30.37,1.6,20.09,8.12,24.43,94.65,,,2024-07-16 07:30:00,1.1,0.6,2.5,0.8
25.52,88.51,5.45,32.34,1.56,21.63,7.73,24.53,94.65,,,2024-07-16 07:45:00,1.1,0.6,2.5,0.8
25.52,88.51,6.46,33.04,1.57,22.83,8.33,24.66,94.64,,,2024-07-16 08:00:00,1.1,0.6,2.5,0.8
26.18,84.8,7.58,31.36,1.49,22.84,9.57,24.85,94.64,,0.08,2024-07-16 08:15:00,1.1,0.6,2.5,0.8
29.5,66.23,6.56,29.64,1.14,21.1,10.82,25.04,94.65,,0.11,2024-07-16 08:30:00,1.1,0.6,2.5,0.8
29.5,66.23,6.81,28.97,1.27,20.95,11.59,25.22,94.64,,0.16,2024-07-16 08:45:00,1.1,0.6,2.5,0.8
29.5,66.23,3.79,25.37,0.47,16.58,14.71,25.21,94.65,,0.09,2024-07-16 09:00:00,1.1,0.6,2.5,0.8
27.63,64.48,3.72,25.42,0.7,16.55,16.0,25.44,94.64,,0.38,2024-07-16 09:15:00,1.1,0.6,2.5,0.8
18.3,55.74,6.03,29.36,1.27,20.52,14.8,25.68,94.64,50.0,0.95,2024-07-16 09:30:00,1.1,0.6,2.5,0.8
18.3,55.74,4.51,27.88,0.63,18.5,16.15,25.85,94.64,49.45,0.45,2024-07-16 09:45:00,1.1,0.6,2.5,0.8
18.3,55.74,7.76,29.71,1.24,22.12,18.32,26.02,94.64,46.08,0.57,2024-07-16 10:00:00,1.1,0.6,2.5,0.8
17.23,52.73,6.98,29.97,1.17,21.62,17.53,26.19,94.65,49.58,0.97,2024-07-16 10:15:00,1.1,0.6,2.5,0.8
11.88,37.67,4.94,28.34,0.72,19.09,19.68,26.38,94.65,48.85,1.09,2024-07-16 10:30:00,1.1,0.6,2.5,0.8
11.88,37.67,3.96,25.72,0.48,16.9,21.27,26.65,94.64,,1.86,2024-07-16 10:45:00,1.1,0.6,2.5,0.8
11.88,37.67,5.13,28.1,0.73,19.11,21.81,26.86,94.65,,1.33,2024-07-16 11:00:00,1.1,0.6,2.5,0.8
11.18,38.7,5.97,29.79,0.98,20.7,20.48,26.64,94.64,,0.6,2024-07-16 11:15:00,1.1,0.6,2.5,0.8
7.65,43.89,5.03,28.39,0.72,19.19,20.24,26.77,94.65,,1.11,2024-07-16 11:30:00,1.1,0.6,2.5,0.8
7.65,43.89,4.49,25.34,0.51,17.13,24.29,27.02,94.64,,2.71,2024-07-16 11:45:00,1.1,0.6,2.5,0.8
7.65,43.89,4.96,26.52,0.52,18.14,24.37,27.57,94.63,,3.12,2024-07-16 12:00:00,1.1,0.6,2.5,0.8
7.57,43.76,4.84,26.12,0.36,17.83,25.54,27.56,93.53,49.7,2.36,2024-07-16 12:15:00,1.1,0.6,2.5,0.8
7.19,43.12,3.8,24.69,0.76,16.23,27.7,27.39,92.18,,1.43,2024-07-16 12:30:00,1.1,0.6,2.5,0.8
7.19,43.12,5.14,25.79,0.96,17.9,26.37,26.95,93.35,,1.96,2024-07-16 12:45:00,1.1,0.6,2.5,0.8
7.19,43.12,4.53,25.28,0.55,17.14,28.41,26.8,93.85,,1.04,2024-07-16 13:00:00,1.1,0.6,2.5,0.8
6.83,40.86,3.87,23.6,0.82,15.7,28.84,27.29,92.15,,2.09,2024-07-16 13:15:00,1.1,0.6,2.5,0.8
5.06,29.58,4.1,24.2,0.76,16.21,29.28,27.23,89.32,,1.31,2024-07-16 13:30:00,1.1,0.6,2.5,0.8
5.06,29.58,3.75,24.32,0.54,15.99,30.15,27.11,89.5,,0.99,2024-07-16 13:45:00,1.1,0.6,2.5,0.8
5.06,29.58,5.16,27.49,0.88,18.82,27.49,27.11,89.41,,2.76,2024-07-16 14:00:00,1.1,0.6,2.5,0.8
5.49,30.09,3.02,24.49,0.72,15.48,30.56,27.42,86.84,,1.97,2024-07-16 14:15:00,1.1,0.6,2.5,0.8
7.64,32.63,3.93,26.26,0.81,17.16,27.72,27.38,86.72,,1.02,2024-07-16 14:30:00,1.1,0.6,2.5,0.8
7.64,32.63,3.47,25.76,0.86,16.52,28.35,27.0,88.77,,0.15,2024-07-16 14:45:00,1.1,0.6,2.5,0.8
7.64,32.63,6.35,31.72,1.3,22.03,24.85,26.6,91.14,,,2024-07-16 15:00:00,1.1,0.6,2.5,0.8
7.23,34.85,4.97,29.92,1.3,19.96,28.25,26.16,93.4,,,2024-07-16 15:15:00,3.29,2.04,6.1,4.13
5.17,45.95,5.25,31.08,1.74,20.8,23.98,25.52,94.57,,0.05,2024-07-16 15:30:00,3.42,2.49,7.77,5.03
5.17,45.95,6.24,30.94,1.64,21.53,23.78,24.9,94.55,,0.12,2024-07-16 15:45:00,5.79,1.63,8.78,3.44
5.17,45.95,3.55,28.52,1.28,18.05,24.23,25.13,94.58,,0.2,2024-07-16 16:00:00,4.24,1.92,9.19,4.14
4.96,43.09,3.29,26.96,0.61,17.02,26.45,25.17,94.61,,,2024-07-16 16:15:00,1.62,0.89,3.85,1.52
3.93,28.82,3.73,28.17,0.37,18.02,27.05,25.31,94.63,,,2024-07-16 16:30:00,1.1,0.6,2.5,0.8
3.93,28.82,3.18,28.1,0.56,17.53,25.29,25.31,94.63,,,2024-07-16 16:45:00,1.1,0.6,2.5,0.8
3.93,28.82,3.01,28.12,0.46,17.41,25.47,25.31,94.64,,,2024-07-16 17:00:00,1.1,0.6,2.5,0.8
3.83,27.4,3.87,30.01,0.29,19.11,24.6,25.35,94.64,,,2024-07-16 17:15:00,1.1,0.6,2.5,0.8
3.32,20.26,3.33,29.73,0.33,18.52,24.8,25.31,94.64,,3.38,2024-07-16 17:30:00,1.1,0.6,2.5,0.8
3.32,20.26,2.3,28.99,0.25,17.28,24.81,25.52,94.64,,2.64,2024-07-16 17:45:00,1.1,0.6,2.5,0.8
3.32,20.26,3.1,29.28,0.51,18.09,24.95,25.66,94.65,,3.4,2024-07-16 18:00:00,1.1,0.6,2.5,0.8
3.4,19.55,4.03,31.18,0.55,19.86,23.79,25.57,94.64,,2.28,2024-07-16 18:15:00,1.1,0.6,2.5,0.8
3.83,15.98,3.05,33.03,0.59,20.05,21.55,25.13,94.66,,,2024-07-16 18:30:00,1.1,3.46,9.89,6.87
3.83,15.98,3.36,33.92,0.87,20.77,23.17,25.05,94.65,,,2024-07-16 18:45:00,3.11,4.1,13.8,8.62
3.83,15.98,3.15,34.66,0.65,21.0,21.0,24.92,94.65,,,2024-07-16 19:00:00,5.17,5.89,15.6,10.19
4.14,16.14,3.16,35.3,0.8,21.35,22.22,24.81,94.65,,,2024-07-16 19:15:00,5.27,9.64,18.73,14.47
5.67,16.95,2.6,35.86,0.67,21.19,23.37,24.74,94.65,,,2024-07-16 19:30:00,5.49,18.39,21.13,22.12
5.67,16.95,2.4,38.47,0.7,22.42,22.44,24.78,94.65,,,2024-07-16 19:45:00,5.04,8.59,17.6,13.56
5.67,16.95,2.42,40.02,0.82,23.26,21.92,24.81,94.65,,,2024-07-16 20:00:00,5.43,6.9,18.32,13.4
5.65,22.36,2.61,40.04,0.57,23.42,20.98,24.78,94.65,,,2024-07-16 20:15:00,6.06,7.88,19.48,13.35
5.56,49.44,2.51,41.74,0.56,24.24,20.69,24.8,94.65,,,2024-07-16 20:30:00,5.39,14.22,18.36,14.64
5.56,49.44,2.46,44.64,0.62,25.74,18.68,24.87,94.65,,,2024-07-16 20:45:00,6.78,15.28,17.55,15.6
5.56,49.44,2.67,44.55,0.67,25.87,19.39,24.87,94.64,,,2024-07-16 21:00:00,5.33,5.77,16.34,9.31
7.43,63.97,2.21,45.44,0.5,25.97,9.0,24.87,94.65,,,2024-07-16 21:15:00,5.03,11.6,16.48,10.85
16.76,136.57,2.17,45.07,0.49,25.73,19.29,24.86,94.65,,,2024-07-16 21:30:00,5.54,22.62,18.35,22.16
16.76,136.57,2.3,44.68,0.45,25.64,18.52,24.86,94.65,,,2024-07-16 21:45:00,4.56,15.1,15.9,19.72
16.76,136.57,2.74,41.62,0.44,24.36,21.5,24.87,94.64,,,2024-07-16 22:00:00,3.35,4.18,12.14,8.46
15.75,126.36,2.34,37.49,0.17,21.85,24.5,25.05,94.65,,,2024-07-16 22:15:00,3.95,1.6,11.64,4.49
10.71,75.31,2.24,35.38,0.25,20.65,24.57,25.08,94.65,,,2024-07-16 22:30:00,3.42,1.46,10.46,3.98
10.71,75.31,2.16,34.9,0.33,20.32,21.21,24.96,94.65,,,2024-07-16 22:45:00,2.53,0.81,4.03,1.43
10.71,75.31,2.46,34.02,0.37,20.1,20.14,24.79,94.64,,,2024-07-16 23:00:00,1.35,0.65,2.5,0.8
10.21,70.44,2.61,35.71,0.32,21.12,19.06,24.7,94.65,,,2024-07-16 23:15:00,1.1,0.61,2.53,0.8
7.71,46.05,2.54,36.41,0.28,21.43,11.0,24.69,94.65,,,2024-07-16 23:30:00,1.1,0.6,2.51,0.8
7.71,46.05,2.46,33.87,0.14,20.02,27.56,24.75,94.64,,,2024-07-17 00:00:00,1.1,0.64,2.53,0.8
7.62,44.07,2.8,39.64,0.28,23.36,20.65,24.72,94.65,,,2024-07-17 00:15:00,1.1,0.65,2.51,0.8
7.16,34.13,2.63,41.14,0.44,24.02,18.7,24.64,94.65,,,2024-07-17 00:30:00,1.1,0.65,2.5,0.8
7.16,34.13,4.25,41.67,0.37,25.62,20.45,24.55,94.65,,,2024-07-17 00:45:00,1.1,0.61,2.5,0.8
7.16,34.13,2.76,32.34,0.2,19.45,25.41,24.46,94.65,,,2024-07-17 01:00:00,1.1,0.6,2.5,0.8
6.85,33.26,2.63,29.34,0.07,17.74,24.75,24.45,94.65,,,2024-07-17 01:15:00,1.1,0.6,2.5,0.8
5.32,28.9,2.74,28.42,0.11,17.34,24.66,24.43,94.65,,,2024-07-17 01:30:00,1.1,0.66,2.54,0.8
5.32,28.9,2.46,27.69,0.12,16.73,23.81,24.42,94.65,,,2024-07-17 01:45:00,1.1,0.67,2.51,0.8
5.32,28.9,1.98,26.53,0.1,15.72,24.58,24.43,94.65,,,2024-07-17 02:00:00,1.12,0.67,2.5,0.8
6.25,29.22,2.39,26.9,0.08,16.25,24.27,24.44,94.65,,,2024-07-17 02:15:00,1.13,0.65,2.5,0.8
10.91,30.82,2.51,27.02,0.04,16.41,23.03,24.44,94.65,,,2024-07-17 02:30:00,1.13,0.61,2.5,0.8
10.91,30.82,2.32,26.41,0.01,15.94,23.55,24.48,94.65,,,2024-07-17 02:45:00,1.11,0.64,2.53,0.8
10.91,30.82,2.36,27.05,0.08,16.31,23.16,24.46,94.65,,,2024-07-17 03:00:00,1.1,0.61,2.51,0.8
10.3,30.02,2.45,27.25,0.01,16.49,22.63,24.41,94.65,,,2024-07-17 03:15:00,1.1,0.6,2.5,0.8
7.25,26.01,2.11,30.76,0.19,18.08,19.95,24.4,94.65,,,2024-07-17 03:30:00,1.1,0.6,2.5,0.8
7.25,26.01,2.38,29.64,0.31,17.7,21.67,24.34,94.64,,,2024-07-17 03:45:00,1.1,0.6,2.5,0.8
7.25,26.01,3.01,28.18,0.65,17.43,20.09,24.29,94.64,,,2024-07-17 04:00:00,1.1,0.6,2.5,0.8
8.23,28.21,2.72,27.52,0.37,16.85,19.71,24.3,94.65,,,2024-07-17 04:15:00,1.1,0.6,2.5,0.8
13.17,39.24,3.22,31.55,0.42,19.4,14.44,24.34,94.65,,,2024-07-17 04:30:00,1.1,0.6,2.5,0.8
13.17,39.24,2.76,27.19,0.44,16.71,18.72,24.35,94.64,,,2024-07-17 04:45:00,1.1,0.6,2.5,0.8
13.17,39.24,3.18,27.12,0.12,17.02,18.9,24.32,94.65,,,2024-07-17 05:00:00,1.1,0.6,2.5,0.8
12.42,37.87,4.08,33.48,0.25,21.13,13.26,24.27,94.65,,,2024-07-17 05:15:00,1.1,0.6,2.5,0.8
8.66,31.02,2.93,28.76,0.51,17.68,14.5,24.28,94.65,,,2024-07-17 05:30:00,1.1,0.6,2.5,0.8
8.66,31.02,2.37,25.37,0.38,15.42,18.36,24.3,94.65,,,2024-07-17 05:45:00,1.1,0.6,2.5,0.8
8.66,31.02,3.35,29.96,0.8,18.66,17.38,24.35,94.65,,,2024-07-17 06:00:00,1.1,0.6,2.5,0.8
9.0,34.04,3.94,34.26,0.88,21.43,15.21,24.45,94.65,,,2024-07-17 06:15:00,1.1,0.6,2.5,0.8
10.68,49.12,5.17,35.71,0.98,23.2,17.15,24.55,94.65,,,2024-07-17 06:30:00,1.1,0.6,2.5,0.8
10.68,49.12,5.69,33.85,0.97,22.63,18.74,24.59,94.65,,,2024-07-17 06:45:00,1.1,0.6,2.5,0.8
10.68,49.12,4.59,32.27,1.2,20.9,17.89,24.64,94.65,,,2024-07-17 07:00:00,1.1,0.6,2.5,0.8
12.61,50.23,7.35,35.24,2.17,24.72,16.9,24.73,94.65,,,2024-07-17 07:15:00,1.1,0.6,2.5,0.8
22.27,55.75,7.42,35.1,1.97,24.71,15.86,24.81,94.65,,,2024-07-17 07:30:00,1.1,0.6,2.5,0.8
22.27,55.75,4.51,32.25,1.87,20.82,15.74,24.86,94.64,,,2024-07-17 07:45:00,1.1,0.6,2.5,0.8
22.27,55.75,3.73,32.15,1.18,20.13,15.56,24.97,94.65,,,2024-07-17 08:00:00,1.1,0.6,2.5,0.8
22.6,57.55,3.07,29.57,0.93,18.23,18.46,25.09,94.65,,,2024-07-17 08:15:00,1.1,0.6,2.5,0.8
24.27,66.55,3.13,27.97,1.07,17.43,20.13,25.23,94.64,,,2024-07-17 08:30:00,1.1,0.6,2.5,0.8
24.27,66.55,3.66,28.85,0.65,18.33,20.82,25.4,94.65,,1.87,2024-07-17 08:45:00,1.1,0.6,2.5,0.8
24.27,66.55,3.52,27.86,0.6,17.68,22.78,25.65,94.64,,,2024-07-17 09:00:00,1.1,0.6,2.5,0.8
22.98,63.38,3.62,27.4,0.42,17.52,24.09,25.63,94.65,,0.21,2024-07-17 09:15:00,1.1,0.6,2.5,0.8
16.5,47.52,4.64,28.96,0.57,19.18,23.52,25.71,94.65,,,2024-07-17 09:30:00,1.1,0.6,2.5,0.8
16.5,47.52,4.54,28.44,0.39,18.82,23.6,25.76,94.65,,0.24,2024-07-17 09:45:00,1.1,0.6,2.5,0.8
16.5,47.52,3.83,28.93,1.06,18.5,22.09,25.66,94.64,,,2024-07-17 10:00:00,1.1,0.6,2.5,0.8
16.14,47.8,3.0,28.71,1.02,17.71,21.33,25.32,94.65,,,2024-07-17 10:15:00,1.1,0.6,2.5,0.8
14.32,49.18,3.5,27.62,1.06,17.54,22.13,25.24,94.65,,0.43,2024-07-17 10:30:00,1.1,0.6,2.5,0.8
14.32,49.18,3.65,27.88,1.08,17.79,22.06,25.65,94.64,,0.8,2024-07-17 10:45:00,1.1,0.6,2.5,0.8
14.32,49.18,4.31,29.28,0.9,19.08,22.09,25.85,94.64,,0.46,2024-07-17 11:00:00,1.1,0.6,2.5,0.8
13.35,46.13,4.56,28.25,0.9,18.73,21.84,25.94,94.64,49.25,1.77,2024-07-17 11:15:00,1.1,0.6,2.5,0.8
8.51,30.91,4.37,28.62,1.1,18.77,23.29,26.33,94.64,,1.33,2024-07-17 11:30:00,1.1,0.6,2.5,0.8
8.51,30.91,4.47,28.83,0.86,18.97,24.9,26.57,94.64,,1.42,2024-07-17 11:45:00,1.1,0.6,2.5,0.8
8.51,30.91,3.52,27.49,0.61,17.48,27.1,26.52,94.65,,0.25,2024-07-17 12:00:00,1.1,0.6,2.5,0.8
8.03,32.74,3.6,26.21,0.76,16.87,26.31,26.77,94.64,,1.1,2024-07-17 12:15:00,1.1,0.6,2.5,0.8
