pm2.5,pm10,no,no2,co,nox,ozone,timestamp,benzene,eth_benzene,toluene,mp_xylene,xylene
28.62,48.39,4.78,12.98,,17.77,20.0,2020-11-13 14:00:00,1.76,,,1.33,
27.97,47.3,5.15,12.48,,17.63,21.0,2020-11-13 14:15:00,1.62,,,1.31,
27.97,47.3,5.44,12.73,,18.17,21.0,2020-11-13 14:30:00,1.58,,,1.3,
27.97,47.3,5.13,12.27,,17.4,21.0,2020-11-13 14:45:00,1.54,,,1.28,
23.2,38.77,4.97,12.04,,17.01,23.0,2020-11-13 15:00:00,1.49,,,1.28,
20.08,33.2,5.14,11.64,,16.78,24.0,2020-11-13 15:15:00,1.45,,,1.26,
20.08,33.2,5.49,12.36,,17.85,23.0,2020-11-13 15:30:00,1.41,,,1.25,
20.08,33.2,5.11,12.28,,17.4,23.0,2020-11-13 15:45:00,1.38,,,1.24,
18.46,30.07,5.09,12.37,,17.46,22.0,2020-11-13 16:00:00,1.86,,,1.23,
17.3,28.24,5.39,12.33,,17.71,22.0,2020-11-13 16:15:00,1.38,,,1.21,
17.3,28.24,4.48,11.23,,15.72,21.0,2020-11-13 16:30:00,1.27,,,1.21,
17.3,28.24,5.54,12.6,,18.14,21.0,2020-11-13 16:45:00,1.25,,,1.2,
23.38,38.85,5.14,12.62,,17.76,21.0,2020-11-13 17:00:00,1.24,,,1.2,
27.52,46.49,5.57,13.28,,18.86,21.0,2020-11-13 17:15:00,1.2,,,1.18,
27.52,46.49,5.33,14.38,,19.71,18.0,2020-11-13 17:30:00,1.16,,,1.17,
27.52,46.49,4.82,16.05,,20.87,17.0,2020-11-13 17:45:00,1.13,,,1.17,
27.52,46.49,4.5,17.42,,21.92,16.0,2020-11-13 18:00:00,1.14,,,1.16,
27.52,46.49,4.63,18.36,,22.99,13.0,2020-11-13 18:15:00,1.14,,,1.16,
27.52,46.49,5.01,23.83,,28.84,9.0,2020-11-13 18:30:00,1.17,,,1.16,
27.52,46.49,7.25,30.28,,37.54,6.0,2020-11-13 18:45:00,1.21,,,1.16,
47.96,87.92,7.64,31.47,,39.12,5.0,2020-11-13 19:00:00,1.38,,,1.16,
63.29,110.36,10.18,33.72,,43.9,4.0,2020-11-13 19:15:00,1.58,,,1.16,
63.29,110.36,10.99,34.42,,45.4,4.0,2020-11-13 19:30:00,1.71,,,1.18,
63.29,110.36,8.14,31.4,,39.53,5.0,2020-11-13 19:45:00,1.81,,,1.18,
72.74,131.06,17.58,36.36,,53.94,4.0,2020-11-13 20:00:00,2.32,,,1.19,
78.41,137.36,32.63,45.58,,78.21,4.0,2020-11-13 20:15:00,2.03,,,1.19,
78.41,137.36,37.33,45.92,,83.25,4.0,2020-11-13 20:30:00,2.06,,,1.2,
78.41,137.36,22.75,37.92,,60.67,4.0,2020-11-13 20:45:00,2.73,,,1.23,
89.26,157.54,31.16,43.78,,74.94,4.0,2020-11-13 21:00:00,2.53,,,1.26,
96.36,169.42,49.96,51.26,,101.22,4.0,2020-11-13 21:15:00,2.6,,,1.3,
96.36,169.42,53.08,50.26,,103.34,4.0,2020-11-13 21:30:00,3.21,,,1.33,
96.36,169.42,68.02,56.03,,124.05,4.0,2020-11-13 21:45:00,3.66,,,1.36,
111.92,197.95,46.38,47.61,,93.99,4.0,2020-11-13 22:00:00,3.93,,,1.39,
121.6,214.5,34.97,41.19,,76.16,4.0,2020-11-13 22:15:00,4.23,,,1.42,
121.6,214.5,37.42,42.78,,80.2,4.0,2020-11-13 22:30:00,4.42,,,1.45,
121.6,214.5,34.79,40.13,,74.92,4.0,2020-11-13 22:45:00,4.51,,,1.46,
122.51,216.2,37.31,40.54,,77.85,4.0,2020-11-13 23:00:00,4.58,,,1.47,
123.09,217.15,29.9,37.14,,67.04,4.0,2020-11-13 23:15:00,4.6,,,1.48,
123.09,217.15,23.5,33.5,,57.0,3.0,2020-11-13 23:30:00,4.63,,,1.48,
115.49,203.78,18.52,29.65,,48.17,4.0,2020-11-14 00:00:00,4.64,,,1.5,
109.83,193.47,18.92,29.2,,48.12,4.0,2020-11-14 00:15:00,4.61,,,1.5,
109.83,193.47,17.77,28.38,,46.15,3.0,2020-11-14 00:30:00,4.62,,,1.53,
109.83,193.47,14.74,26.87,,41.61,3.0,2020-11-14 00:45:00,4.61,,,1.55,
97.91,170.11,15.22,25.64,,40.86,4.0,2020-11-14 01:00:00,4.58,,,1.56,
89.56,157.28,14.91,24.78,,39.69,4.0,2020-11-14 01:15:00,4.54,,,1.56,
89.56,157.28,12.61,23.33,,35.93,4.0,2020-11-14 01:30:00,4.52,,,1.57,
89.56,157.28,12.5,22.64,,35.14,4.0,2020-11-14 01:45:00,4.48,,,1.58,
80.18,141.83,10.18,21.24,,31.42,4.0,2020-11-14 02:00:00,4.45,,,1.57,
74.62,130.6,8.54,20.85,,29.39,4.0,2020-11-14 02:15:00,4.41,,,1.57,
74.62,130.6,8.53,20.51,,29.05,4.0,2020-11-14 02:30:00,3.59,,,1.59,
74.62,130.6,9.33,19.93,,29.26,4.0,2020-11-14 02:45:00,4.19,,,1.6,
66.51,115.72,20.65,22.22,,42.62,4.0,2020-11-14 03:00:00,4.27,,,1.6,
62.31,108.61,22.77,18.83,,41.52,3.0,2020-11-14 03:15:00,4.23,,,1.6,
62.31,108.61,23.27,17.46,,40.45,3.0,2020-11-14 03:30:00,4.19,,,1.61,
62.31,108.61,20.63,18.42,,38.43,3.0,2020-11-14 03:45:00,4.16,,,1.62,
61.51,107.17,13.02,15.13,,27.77,3.0,2020-11-14 04:00:00,4.09,,,1.61,
61.0,106.27,9.58,14.38,,23.96,3.0,2020-11-14 04:15:00,4.04,,,1.61,
61.0,106.27,12.92,17.81,,30.74,3.0,2020-11-14 04:30:00,3.29,,,1.61,
61.0,106.27,11.31,17.44,,28.75,3.0,2020-11-14 04:45:00,3.85,,,1.61,
64.94,113.24,11.8,17.0,,28.81,3.0,2020-11-14 05:00:00,3.92,,,1.6,
67.46,117.81,9.0,15.79,,24.79,3.0,2020-11-14 05:15:00,3.88,,,1.62,
67.46,117.81,8.76,16.02,,24.78,4.0,2020-11-14 05:30:00,3.85,,,1.62,
67.46,117.81,7.26,15.55,,22.81,3.0,2020-11-14 05:45:00,3.15,,,0.31,
67.5,117.88,8.17,15.59,,23.76,4.0,2020-11-14 06:00:00,3.68,,,1.41,
67.53,117.93,7.88,13.83,,21.71,4.0,2020-11-14 06:15:00,3.74,,,1.62,
67.53,117.93,8.15,13.8,,21.95,4.0,2020-11-14 06:30:00,3.06,,,1.61,
67.53,117.93,10.05,13.58,,23.64,4.0,2020-11-14 06:45:00,3.57,,,1.62,
61.98,109.3,7.24,13.8,,21.04,4.0,2020-11-14 07:00:00,3.64,,,1.61,
58.17,101.22,8.86,12.97,,21.83,4.0,2020-11-14 07:15:00,2.98,,,1.6,
58.17,101.22,6.86,12.67,,19.46,4.0,2020-11-14 07:30:00,3.49,,,1.59,
58.17,101.22,9.44,13.76,,23.2,4.0,2020-11-14 07:45:00,3.58,,,0.31,
54.97,95.41,8.11,12.99,,21.1,4.0,2020-11-14 08:00:00,3.53,,,1.4,
52.99,91.96,6.38,13.47,,19.85,4.0,2020-11-14 08:15:00,3.47,,,1.58,
52.99,91.96,6.21,13.01,,18.85,5.0,2020-11-14 08:30:00,3.43,,,1.58,
52.99,91.96,6.19,11.82,,17.72,8.0,2020-11-14 08:45:00,3.36,,,1.57,
48.17,82.88,6.18,12.22,,18.05,10.0,2020-11-14 09:00:00,2.75,,,1.57,
45.05,77.79,5.53,10.21,,15.74,12.0,2020-11-14 09:15:00,3.16,,,1.55,
45.05,77.79,5.14,10.57,,15.7,15.0,2020-11-14 09:30:00,2.65,,,1.53,
45.05,77.79,5.25,10.85,,16.09,18.0,2020-11-14 09:45:00,3.03,,,1.51,
37.02,60.78,5.39,9.58,,14.97,20.0,2020-11-14 10:00:00,3.02,,,1.5,
31.87,54.27,5.16,9.56,,14.72,21.0,2020-11-14 10:15:00,2.91,,,1.47,
31.87,54.27,7.52,12.67,,20.19,20.0,2020-11-14 10:30:00,2.82,,,1.46,
31.87,54.27,5.84,11.7,,17.54,20.0,2020-11-14 10:45:00,2.73,,,1.44,
25.79,43.78,4.61,10.2,,14.81,22.0,2020-11-14 11:00:00,2.64,,,1.42,
21.89,36.43,5.22,8.77,,13.99,23.0,2020-11-14 11:15:00,2.54,,,1.4,
21.89,36.43,4.79,9.19,,13.98,24.0,2020-11-14 11:30:00,2.05,,,1.38,
21.89,36.43,5.29,9.88,,15.17,21.0,2020-11-14 11:45:00,1.91,,,1.36,
21.73,36.15,4.77,9.06,,13.83,21.0,2020-11-14 12:00:00,1.83,,,1.33,
21.63,35.98,5.57,10.48,,16.04,24.0,2020-11-14 12:15:00,1.77,,,1.32,
21.63,35.98,5.04,9.1,,14.13,24.0,2020-11-14 12:30:00,1.71,,,1.3,
21.63,35.98,4.33,9.06,,13.39,25.0,2020-11-14 12:45:00,1.65,,,1.28,
22.0,36.61,5.76,9.85,,15.61,27.0,2020-11-14 13:00:00,1.58,,,1.26,
22.23,37.05,7.06,10.41,,17.46,27.0,2020-11-14 13:15:00,1.53,,,1.24,
22.23,37.05,5.73,10.51,,16.24,26.0,2020-11-14 13:30:00,1.49,,,1.23,
22.23,37.05,5.69,11.91,,17.6,25.0,2020-11-14 13:45:00,1.44,,,1.22,
22.32,37.21,3.9,9.39,,13.29,27.0,2020-11-14 14:00:00,1.39,,,1.2,
22.39,37.33,4.39,10.58,,14.97,26.0,2020-11-14 14:15:00,1.36,,,1.2,
22.39,37.33,5.72,10.42,,16.14,24.0,2020-11-14 14:30:00,1.33,,,1.19,
22.39,37.33,5.4,10.3,,15.7,26.0,2020-11-14 14:45:00,1.28,,,1.17,
19.92,32.78,5.35,9.94,,15.29,26.0,2020-11-14 15:00:00,1.25,,,1.16,
18.39,30.19,5.55,10.65,,16.2,26.0,2020-11-14 15:15:00,1.23,,,1.16,
18.39,30.19,5.56,9.99,,15.55,26.0,2020-11-14 15:30:00,1.2,,,1.15,
18.39,30.19,6.13,11.35,,17.48,28.0,2020-11-14 15:45:00,1.16,,,1.14,
21.83,36.15,5.71,11.29,,17.0,25.0,2020-11-14 16:00:00,1.14,,,1.14,
24.01,40.21,6.27,11.18,,17.45,25.0,2020-11-14 16:15:00,1.11,,,1.12,
24.01,40.21,4.62,10.27,,14.89,24.0,2020-11-14 16:30:00,1.1,,,1.13,
24.01,40.21,5.16,9.53,,14.7,24.0,2020-11-14 16:45:00,1.07,,,1.12,
23.59,39.49,6.48,11.99,,18.47,21.0,2020-11-14 17:00:00,1.05,,,1.11,
23.33,39.0,4.84,10.6,,15.44,20.0,2020-11-14 17:15:00,1.04,,,1.11,
23.33,39.0,5.41,10.67,,16.08,19.0,2020-11-14 17:30:00,1.02,,,1.11,
23.33,39.0,4.68,13.93,,18.61,16.0,2020-11-14 17:45:00,1.01,,,1.1,
24.07,40.2,5.5,15.68,,21.18,16.0,2020-11-14 18:00:00,1.0,,,1.1,
24.62,41.31,5.86,19.09,,24.95,13.0,2020-11-14 18:15:00,0.99,,,1.09,
24.62,41.31,5.51,21.32,,26.83,12.0,2020-11-14 18:30:00,1.02,,,1.09,
24.62,41.31,5.52,18.81,,24.32,13.0,2020-11-14 18:45:00,1.05,,,1.1,
33.62,57.72,6.07,19.99,,26.05,13.0,2020-11-14 19:00:00,1.07,,,1.1,
39.28,67.49,4.12,20.35,,24.48,12.0,2020-11-14 19:15:00,1.1,,,1.1,
39.28,67.49,5.36,21.09,,26.45,11.0,2020-11-14 19:30:00,1.14,,,1.1,
39.28,67.49,6.04,22.7,,28.74,10.0,2020-11-14 19:45:00,1.19,,,1.11,
59.56,103.85,5.21,25.88,,31.09,9.0,2020-11-14 20:00:00,1.23,,,1.11,
73.22,128.09,11.39,32.51,,43.9,6.0,2020-11-14 20:15:00,1.26,,,1.11,
73.22,128.09,27.5,40.88,,68.39,5.0,2020-11-14 20:30:00,1.29,,,1.12,
73.22,128.09,28.8,40.28,,69.08,5.0,2020-11-14 20:45:00,1.35,,,1.12,
147.17,264.82,32.71,40.41,,73.13,4.0,2020-11-14 21:00:00,1.51,,,1.16,
191.55,339.39,44.87,43.81,,88.68,5.0,2020-11-14 21:15:00,2.01,,,1.16,
191.55,339.39,42.18,44.19,,86.37,5.0,2020-11-14 21:30:00,2.21,,,1.17,
191.55,339.39,40.41,42.72,,83.13,4.0,2020-11-14 21:45:00,2.34,,,1.19,
284.16,493.76,46.82,44.99,,91.82,4.0,2020-11-14 22:00:00,2.51,,,1.21,
337.32,599.7,38.61,42.88,,81.49,4.0,2020-11-14 22:15:00,2.77,,,1.23,
337.32,599.71,29.62,37.66,,67.29,4.0,2020-11-14 22:30:00,2.41,,,1.25,
337.32,599.71,23.98,33.48,,57.46,4.0,2020-11-14 22:45:00,2.94,,,1.27,
334.85,595.24,24.16,34.38,,58.54,4.0,2020-11-14 23:00:00,3.1,,,1.28,
333.25,592.43,19.38,32.35,,51.73,4.0,2020-11-14 23:15:00,3.16,,,1.31,
333.25,592.43,18.56,32.74,,51.3,4.0,2020-11-14 23:30:00,3.24,,,1.33,
318.03,565.59,17.45,30.96,,48.41,4.0,2020-11-15 00:00:00,2.67,,,1.37,
309.01,549.15,18.09,29.97,,48.06,4.0,2020-11-15 00:15:00,3.35,,,1.39,
309.01,549.15,18.12,27.66,,45.78,4.0,2020-11-15 00:30:00,3.48,,,1.4,
309.01,549.15,19.25,28.26,,47.5,4.0,2020-11-15 00:45:00,2.88,,,1.41,
294.93,525.83,14.62,26.46,,41.08,4.0,2020-11-15 01:00:00,3.46,,,1.43,
284.53,505.43,12.68,24.89,,37.57,4.0,2020-11-15 01:15:00,2.94,,,1.45,
284.53,505.43,12.08,25.16,,37.25,4.0,2020-11-15 01:30:00,3.5,,,1.45,
284.53,505.43,11.04,24.46,,35.49,3.0,2020-11-15 01:45:00,3.61,,,1.46,
246.07,433.37,9.57,23.44,,33.01,3.0,2020-11-15 02:00:00,3.6,,,1.47,
219.16,388.7,8.66,21.88,,30.54,3.0,2020-11-15 02:15:00,3.58,,,1.46,
219.16,388.7,10.13,23.78,,33.91,2.0,2020-11-15 02:30:00,3.55,,,1.48,
219.16,388.7,11.38,21.99,,33.36,2.0,2020-11-15 02:45:00,3.5,,,1.47,
186.77,331.33,9.64,21.74,,31.38,3.0,2020-11-15 03:00:00,3.46,,,1.48,
165.38,292.68,11.4,20.81,,32.21,3.0,2020-11-15 03:15:00,3.43,,,1.48,
165.38,292.68,9.74,19.68,,29.42,3.0,2020-11-15 03:30:00,3.39,,,1.48,
165.38,292.68,8.37,18.87,,27.24,3.0,2020-11-15 03:45:00,3.36,,,1.49,
143.14,251.28,9.89,19.53,,29.43,3.0,2020-11-15 04:00:00,2.71,,,1.48,
129.02,227.74,9.7,19.52,,29.22,4.0,2020-11-15 04:15:00,3.18,,,1.49,
129.02,227.74,9.98,18.95,,28.93,4.0,2020-11-15 04:30:00,3.25,,,1.49,
129.02,227.74,6.41,15.45,,21.86,4.0,2020-11-15 04:45:00,3.25,,,1.5,
112.93,197.16,5.2,14.91,,20.11,4.0,2020-11-15 05:00:00,3.24,,,1.5,
102.49,180.37,5.99,14.03,,20.03,4.0,2020-11-15 05:15:00,2.61,,,1.5,
102.49,180.37,7.09,15.36,,22.45,4.0,2020-11-15 05:30:00,3.07,,,1.5,
102.49,180.37,6.54,15.61,,22.15,4.0,2020-11-15 05:45:00,3.13,,,1.51,
88.54,154.58,8.46,15.96,,24.42,3.0,2020-11-15 06:00:00,3.1,,,1.52,
79.5,139.31,10.12,16.66,,26.78,4.0,2020-11-15 06:15:00,3.07,,,1.51,
79.5,139.31,10.6,18.51,,29.11,4.0,2020-11-15 06:30:00,3.06,,,1.52,
79.5,139.31,14.15,21.46,,35.61,4.0,2020-11-15 06:45:00,3.06,,,1.53,
75.76,133.01,12.02,20.44,,32.46,4.0,2020-11-15 07:00:00,3.06,,,1.52,
73.57,128.72,9.52,20.31,,29.83,4.0,2020-11-15 07:15:00,3.07,,,1.53,
73.57,128.72,12.97,20.16,,33.13,4.0,2020-11-15 07:30:00,2.5,,,1.54,
73.57,128.72,9.6,15.29,,24.88,4.0,2020-11-15 07:45:00,3.05,,,1.54,
74.56,130.0,6.69,13.83,,20.52,5.0,2020-11-15 08:00:00,3.19,,,1.55,
75.17,131.58,6.45,14.35,,20.8,6.0,2020-11-15 08:15:00,3.17,,,1.55,
75.17,131.58,7.0,11.58,,18.59,8.0,2020-11-15 08:30:00,3.12,,,1.54,
75.17,131.58,6.72,11.86,,18.58,10.0,2020-11-15 08:45:00,3.06,,,1.53,
65.82,113.53,6.05,12.14,,18.2,11.0,2020-11-15 09:00:00,2.99,,,1.52,
59.41,103.43,7.16,12.27,,19.43,14.0,2020-11-15 09:15:00,2.94,,,1.51,
59.41,103.43,7.87,13.96,,21.84,17.0,2020-11-15 09:30:00,2.88,,,1.49,
59.41,103.43,6.71,12.72,,19.43,21.0,2020-11-15 09:45:00,2.3,,,1.48,
57.51,99.81,4.61,11.55,,16.16,22.0,2020-11-15 10:00:00,2.69,,,1.46,
56.16,97.63,4.07,10.53,,14.6,22.0,2020-11-15 10:15:00,2.71,,,1.44,
56.16,97.63,5.58,11.1,,16.68,26.0,2020-11-15 10:30:00,2.16,,,1.42,
56.16,97.63,5.92,11.07,,16.99,28.0,2020-11-15 10:45:00,2.51,,,0.28,
49.76,85.93,6.17,10.99,,17.17,26.0,2020-11-15 11:00:00,2.52,,,1.22,
45.54,78.68,5.7,11.05,,16.76,30.0,2020-11-15 11:15:00,2.44,,,1.37,
45.54,78.68,4.82,9.35,,14.17,31.0,2020-11-15 11:30:00,2.36,,,1.35,
45.54,78.68,5.15,10.03,,15.18,27.0,2020-11-15 11:45:00,2.28,,,1.33,
41.05,70.0,4.42,10.1,,14.52,26.0,2020-11-15 12:00:00,2.19,,,0.27,
37.99,65.19,5.68,9.91,,15.59,26.0,2020-11-15 12:15:00,2.11,,,1.12,
37.99,65.19,6.11,10.5,,16.61,28.0,2020-11-15 12:30:00,2.05,,,1.27,
37.99,65.19,6.65,10.32,,16.98,27.0,2020-11-15 12:45:00,1.98,,,1.26,
33.11,56.27,5.71,10.22,,15.93,27.0,2020-11-15 13:00:00,1.91,,,1.25,
29.73,50.44,5.6,10.04,,15.63,29.0,2020-11-15 13:15:00,1.83,,,1.22,
29.73,50.44,4.45,8.72,,13.17,29.0,2020-11-15 13:30:00,1.77,,,1.21,
29.73,50.44,6.54,10.39,,16.93,28.0,2020-11-15 13:45:00,1.7,,,1.18,
25.93,43.51,3.41,9.17,,12.58,26.0,2020-11-15 14:00:00,1.63,,,0.25,
23.4,39.14,3.87,9.0,,12.87,28.0,2020-11-15 14:15:00,1.59,,,1.02,
23.4,39.14,5.34,9.26,,14.6,28.0,2020-11-15 14:30:00,1.55,,,1.15,
23.4,39.14,5.45,9.31,,14.76,27.0,2020-11-15 14:45:00,1.49,,,1.14,
22.44,37.15,5.75,9.33,,15.08,26.0,2020-11-15 15:00:00,1.46,,,1.13,
21.87,36.41,4.34,7.93,,12.28,28.0,2020-11-15 15:15:00,1.43,,,1.13,
21.87,36.41,5.07,9.24,,14.3,28.0,2020-11-15 15:30:00,1.39,,,1.11,
21.87,36.41,5.93,10.35,,16.28,29.0,2020-11-15 15:45:00,1.36,,,1.11,
18.72,30.98,6.21,9.62,,15.83,30.0,2020-11-15 16:00:00,1.34,,,1.12,
16.74,27.23,6.45,9.17,,15.63,28.0,2020-11-15 16:15:00,1.06,,,1.11,
16.74,27.23,6.98,9.32,,16.31,29.0,2020-11-15 16:30:00,0.99,,,1.1,
16.74,27.23,5.81,9.74,,15.55,27.0,2020-11-15 16:45:00,0.97,,,1.09,
22.33,37.24,4.19,9.15,,13.34,28.0,2020-11-15 17:00:00,0.95,,,1.08,
25.95,43.69,5.6,9.13,,14.73,28.0,2020-11-15 17:15:00,0.94,,,1.08,
25.95,43.69,6.17,10.47,,16.64,21.0,2020-11-15 17:30:00,0.93,,,1.08,
25.95,43.69,5.2,12.78,,17.98,20.0,2020-11-15 17:45:00,0.93,,,1.07,
28.44,48.25,4.71,15.65,,20.37,18.0,2020-11-15 18:00:00,0.92,,,1.07,
30.23,51.32,5.35,17.59,,22.94,17.0,2020-11-15 18:15:00,0.93,,,1.07,
30.23,51.32,4.79,18.65,,23.43,14.0,2020-11-15 18:30:00,0.95,,,1.07,
30.23,51.32,5.51,22.26,,27.77,12.0,2020-11-15 18:45:00,0.98,,,1.08,
37.33,63.46,4.6,24.84,,29.44,10.0,2020-11-15 19:00:00,1.01,,,1.08,
42.2,72.7,5.85,24.96,,30.81,11.0,2020-11-15 19:15:00,1.08,,,1.1,
42.2,72.7,9.56,30.39,,39.95,9.0,2020-11-15 19:30:00,1.15,,,1.1,
42.2,72.7,13.34,35.25,,48.59,6.0,2020-11-15 19:45:00,1.22,,,1.11,
61.07,106.26,5.28,25.68,,30.96,10.0,2020-11-15 20:00:00,1.59,,,1.12,
73.52,128.63,5.93,20.76,,26.7,11.0,2020-11-15 20:15:00,1.75,,,1.13,
73.52,128.63,7.37,20.93,,28.31,11.0,2020-11-15 20:30:00,1.81,,,0.25,
73.52,128.63,6.65,20.48,,27.13,10.0,2020-11-15 20:45:00,1.83,,,0.11,
76.47,133.74,8.45,26.15,,34.6,7.0,2020-11-15 21:00:00,1.86,,,1.01,
78.39,137.33,13.08,29.55,,42.62,7.0,2020-11-15 21:15:00,1.9,,,1.14,
78.39,137.33,18.72,35.59,,54.31,5.0,2020-11-15 21:30:00,1.97,,,1.15,
78.39,137.33,30.98,38.54,,69.51,5.0,2020-11-15 21:45:00,2.1,,,1.16,
98.77,181.73,41.47,43.39,,84.86,4.0,2020-11-15 22:00:00,2.26,,,1.19,
109.74,193.31,35.09,38.74,,73.84,5.0,2020-11-15 22:15:00,2.01,,,1.22,
109.74,193.31,22.55,33.35,,55.9,5.0,2020-11-15 22:30:00,2.55,,,1.25,
109.74,193.31,20.22,30.41,,50.63,5.0,2020-11-15 22:45:00,2.37,,,1.26,
132.07,229.85,13.77,27.24,,41.01,4.0,2020-11-15 23:00:00,3.01,,,1.29,
145.55,257.27,14.57,27.15,,41.72,4.0,2020-11-15 23:15:00,3.24,,,1.32,
145.55,257.27,13.87,27.78,,41.64,4.0,2020-11-15 23:30:00,3.35,,,1.34,
140.13,247.46,14.74,26.21,,40.95,4.0,2020-11-16 00:00:00,3.54,,,1.37,
136.48,241.05,9.0,23.72,,32.73,4.0,2020-11-16 00:15:00,2.96,,,1.39,
136.48,241.05,7.97,21.1,,29.07,4.0,2020-11-16 00:30:00,3.55,,,1.4,
136.48,241.05,7.45,21.68,,29.13,4.0,2020-11-16 00:45:00,3.65,,,1.4,
121.94,216.74,8.99,19.05,,28.04,4.0,2020-11-16 01:00:00,3.66,,,1.42,
112.96,199.06,11.35,20.6,,31.96,4.0,2020-11-16 01:15:00,3.65,,,1.41,
112.96,199.06,8.88,19.17,,28.05,4.0,2020-11-16 01:30:00,3.65,,,1.42,
112.96,199.06,7.82,18.75,,26.57,4.0,2020-11-16 01:45:00,3.66,,,1.42,
101.39,183.51,8.18,17.81,,25.99,4.0,2020-11-16 02:00:00,3.65,,,1.44,
92.77,163.01,10.59,19.47,,30.07,4.0,2020-11-16 02:15:00,3.66,,,1.45,
92.77,163.01,7.73,18.07,,25.81,4.0,2020-11-16 02:30:00,3.65,,,1.45,
92.77,163.01,12.42,19.75,,32.17,4.0,2020-11-16 02:45:00,3.65,,,1.47,
88.65,155.15,12.7,18.46,,31.16,4.0,2020-11-16 03:00:00,3.68,,,1.5,
85.93,150.8,11.39,17.92,,29.31,4.0,2020-11-16 03:15:00,3.72,,,0.3,
85.93,150.8,11.84,16.36,,28.21,4.0,2020-11-16 03:30:00,3.75,,,1.36,
85.93,150.8,12.18,13.87,,26.04,4.0,2020-11-16 03:45:00,3.77,,,0.3,
84.19,147.76,10.56,13.06,,23.59,4.0,2020-11-16 04:00:00,3.8,,,1.38,
83.11,145.76,13.26,16.5,,29.76,4.0,2020-11-16 04:15:00,3.83,,,1.59,
83.11,145.76,12.52,13.27,,25.79,4.0,2020-11-16 04:30:00,3.86,,,1.61,
83.11,145.76,10.33,11.84,,22.16,4.0,2020-11-16 04:45:00,3.88,,,1.63,
82.76,145.14,8.98,14.21,,23.18,4.0,2020-11-16 05:00:00,3.9,,,1.64,
82.62,144.88,11.35,16.56,,27.91,4.0,2020-11-16 05:15:00,3.9,,,1.67,
82.62,144.88,10.92,14.42,,25.34,4.0,2020-11-16 05:30:00,3.87,,,1.67,
82.62,144.88,8.49,13.31,,21.8,4.0,2020-11-16 05:45:00,3.17,,,1.67,
73.45,128.01,6.61,12.3,,18.92,4.0,2020-11-16 06:00:00,3.74,,,1.68,
67.4,117.71,6.09,11.76,,17.85,5.0,2020-11-16 06:15:00,3.8,,,1.68,
67.4,117.71,9.91,13.37,,23.29,5.0,2020-11-16 06:30:00,3.73,,,1.68,
67.4,117.71,10.53,14.11,,24.63,5.0,2020-11-16 06:45:00,3.67,,,1.66,
64.89,113.37,10.34,13.45,,23.8,5.0,2020-11-16 07:00:00,3.61,,,1.65,
63.39,110.54,12.86,14.92,,27.78,5.0,2020-11-16 07:15:00,3.56,,,0.31,
63.39,110.54,9.07,14.21,,23.28,6.0,2020-11-16 07:30:00,3.51,,,1.43,
63.39,110.54,6.88,12.67,,19.55,6.0,2020-11-16 07:45:00,3.48,,,1.63,
66.32,115.87,8.78,14.25,,23.02,7.0,2020-11-16 08:00:00,3.46,,,1.63,
68.17,119.07,7.42,12.8,,20.22,9.0,2020-11-16 08:15:00,3.45,,,1.62,
68.17,119.07,8.41,11.03,,19.42,11.0,2020-11-16 08:30:00,3.42,,,1.62,
68.17,119.07,8.99,10.73,,19.72,12.0,2020-11-16 08:45:00,2.79,,,1.61,
60.43,109.52,6.48,9.96,,16.44,14.0,2020-11-16 09:00:00,3.21,,,1.6,
54.42,94.52,5.94,9.87,,15.81,16.0,2020-11-16 09:15:00,3.22,,,1.58,
54.42,94.52,7.36,11.94,,19.31,20.0,2020-11-16 09:30:00,3.15,,,1.57,
54.42,94.52,6.34,12.67,,19.01,24.0,2020-11-16 09:45:00,3.08,,,1.55,
49.5,85.69,9.97,11.89,,21.86,25.0,2020-11-16 10:00:00,3.02,,,1.54,
46.37,80.15,4.84,9.97,,14.55,24.0,2020-11-16 10:15:00,2.95,,,1.51,
46.37,80.15,3.91,6.76,,10.51,26.0,2020-11-16 10:30:00,2.88,,,1.49,
46.37,80.15,7.6,9.33,,16.94,26.0,2020-11-16 10:45:00,2.79,,,1.46,
38.68,66.66,5.88,8.82,,14.7,27.0,2020-11-16 11:00:00,2.25,,,1.44,
34.1,58.23,6.27,9.82,,16.09,29.0,2020-11-16 11:15:00,2.54,,,1.42,
34.1,58.23,6.23,8.37,,14.6,29.0,2020-11-16 11:30:00,2.52,,,1.41,
34.1,58.23,8.07,9.86,,17.7,30.0,2020-11-16 11:45:00,2.44,,,1.38,
35.72,61.13,10.35,11.84,,22.19,33.0,2020-11-16 12:00:00,2.37,,,1.36,
36.76,62.98,9.51,9.78,,19.28,30.0,2020-11-16 12:15:00,2.29,,,1.34,
36.76,62.98,8.33,10.19,,18.52,31.0,2020-11-16 12:30:00,1.86,,,1.32,
36.76,62.98,5.55,9.5,,14.94,30.0,2020-11-16 12:45:00,1.76,,,0.27,
34.8,59.59,4.94,7.03,,11.98,30.0,2020-11-16 13:00:00,1.7,,,1.13,
33.63,57.39,4.59,5.83,,10.04,29.0,2020-11-16 13:15:00,1.65,,,1.26,
33.63,57.39,8.97,10.49,,19.45,29.0,2020-11-16 13:30:00,1.6,,,1.25,
