pm2.5,pm10,no,no2,so2,co,nox,ozone,at,rh,ws,wd,timestamp,nh3,benzene,eth_benzene,toluene,mp_xylene
495.89,,6.9,74.8,35.58,1.42,44.61,1.77,27.63,76.14,0.64,135.21,2023-11-15 00:45:00,3.04,11.49,8.79,2.5,8.36
454.29,625.69,3.38,63.76,23.95,1.24,36.02,3.65,27.47,76.0,0.65,132.47,2023-11-15 01:00:00,7.77,11.68,8.88,2.57,9.61
298.84,625.69,2.47,55.91,21.95,1.11,31.19,5.25,27.35,75.95,0.59,118.78,2023-11-15 01:15:00,10.44,11.68,8.89,2.59,10.54
298.84,595.69,1.96,47.66,17.69,1.08,26.47,6.7,27.25,75.89,0.63,129.52,2023-11-15 01:30:00,13.11,11.29,8.77,2.52,10.26
298.84,595.69,1.83,46.56,16.16,1.16,25.8,5.91,27.16,75.78,0.61,145.05,2023-11-15 01:45:00,13.38,11.1,8.63,2.46,9.92
277.89,595.69,1.83,50.5,16.96,1.26,27.85,4.38,27.1,75.76,0.57,138.59,2023-11-15 02:00:00,12.3,11.25,8.67,2.45,9.82
199.62,,2.42,51.99,15.12,1.34,29.11,2.45,27.24,75.91,0.38,134.79,2023-11-15 02:15:00,11.74,11.54,8.88,2.49,10.01
199.62,,2.61,49.65,13.38,1.22,28.04,2.26,27.13,75.81,0.57,89.59,2023-11-15 02:30:00,12.2,11.9,9.06,2.56,10.31
199.62,,2.03,43.69,12.29,1.1,24.46,3.4,27.15,75.83,0.11,122.58,2023-11-15 02:45:00,14.2,12.15,9.33,2.61,10.68
191.85,346.93,1.88,39.98,9.75,1.08,22.39,2.61,26.78,75.55,0.49,103.3,2023-11-15 03:00:00,15.37,11.89,9.3,2.55,10.54
162.82,346.93,1.93,41.62,9.42,1.13,23.29,1.91,26.72,75.49,0.58,121.2,2023-11-15 03:15:00,14.78,11.74,9.06,2.52,10.15
162.82,346.93,2.13,46.96,10.61,1.1,26.24,1.99,26.73,75.5,0.66,138.27,2023-11-15 03:30:00,13.1,11.92,9.11,2.6,10.2
162.82,346.93,2.39,54.2,11.37,1.08,30.23,2.54,26.72,75.49,0.58,137.57,2023-11-15 03:45:00,10.81,12.02,9.3,2.7,10.51
157.6,341.09,3.48,59.97,11.41,1.04,34.12,3.86,26.73,75.52,0.61,141.05,2023-11-15 04:00:00,8.6,11.24,9.1,2.66,10.54
138.09,319.28,2.05,52.91,11.11,0.86,29.28,7.88,26.85,75.62,0.67,124.7,2023-11-15 04:15:00,11.29,10.58,8.89,2.65,10.53
138.09,319.28,1.7,49.61,9.52,0.84,27.28,7.03,26.82,75.59,0.57,157.46,2023-11-15 04:30:00,12.44,10.19,8.67,2.61,10.3
138.09,319.28,1.71,46.95,8.57,0.83,25.9,6.56,26.69,75.48,0.47,185.49,2023-11-15 04:45:00,13.15,9.87,8.5,2.56,10.13
133.63,309.17,1.71,44.76,7.7,0.85,24.76,5.9,26.63,75.47,0.5,130.33,2023-11-15 05:00:00,13.82,9.79,8.54,2.59,10.25
116.99,271.39,1.7,42.98,7.0,0.88,23.82,4.8,26.54,75.38,0.68,132.24,2023-11-15 05:15:00,14.45,9.78,8.61,2.63,10.4
116.99,271.39,1.72,40.49,6.28,0.87,22.53,3.99,26.34,75.22,0.59,146.13,2023-11-15 05:30:00,15.25,10.12,8.69,2.63,10.51
116.99,271.39,1.69,35.85,6.22,0.83,20.09,4.3,26.15,75.08,0.64,134.19,2023-11-15 05:45:00,16.56,10.47,8.8,2.62,10.53
113.92,264.18,1.65,38.23,7.52,0.67,21.3,7.23,26.1,75.08,0.41,151.08,2023-11-15 06:00:00,15.76,10.51,8.76,2.65,10.4
102.44,237.25,1.68,44.9,7.21,0.65,24.81,7.91,26.16,75.12,0.61,131.03,2023-11-15 06:15:00,13.86,10.07,8.55,2.67,10.13
102.44,237.25,1.47,37.74,6.97,0.58,20.9,12.33,26.15,75.13,0.6,138.97,2023-11-15 06:30:00,16.1,8.72,8.03,2.52,9.51
102.44,237.25,1.47,34.83,6.17,0.76,19.37,8.77,26.16,75.11,0.54,106.02,2023-11-15 06:45:00,17.13,7.86,7.7,2.42,9.14
97.17,224.43,1.3,31.33,7.0,0.64,17.41,12.51,26.19,75.2,0.46,150.37,2023-11-15 07:00:00,18.18,8.08,7.75,2.4,9.27
77.47,176.54,1.2,29.94,6.64,0.67,16.61,12.09,26.18,75.21,0.54,114.58,2023-11-15 07:15:00,18.46,8.33,7.66,2.29,9.18
77.47,176.54,1.33,32.1,6.74,0.72,17.84,9.99,26.23,75.22,0.46,115.13,2023-11-15 07:30:00,17.81,8.2,7.33,2.17,8.78
77.47,176.54,1.36,30.85,7.34,0.7,17.21,11.26,26.37,75.31,0.44,96.22,2023-11-15 07:45:00,18.19,8.48,7.17,2.17,8.61
78.22,180.24,1.37,28.94,7.71,0.7,16.22,12.67,26.6,75.49,0.41,121.91,2023-11-15 08:00:00,18.69,8.73,7.02,2.07,8.42
81.02,193.16,1.82,34.4,8.15,0.83,19.44,10.51,27.25,75.99,0.4,99.34,2023-11-15 08:15:00,16.82,8.53,6.84,1.98,8.11
81.02,193.16,9.22,52.66,9.22,1.11,34.9,4.77,28.2,76.62,0.54,128.36,2023-11-15 08:30:00,8.05,8.49,6.81,2.0,8.05
81.02,193.16,16.07,70.56,9.91,1.23,49.75,2.98,28.91,77.12,0.39,81.39,2023-11-15 08:45:00,,8.72,6.92,2.04,8.28
80.79,196.01,13.92,72.64,10.31,1.22,49.11,6.63,29.27,77.42,0.24,94.13,2023-11-15 09:00:00,0.26,9.02,7.14,2.05,8.64
79.9,205.98,6.49,66.25,10.22,1.02,39.82,12.05,29.56,77.6,0.29,144.53,2023-11-15 09:15:00,5.54,9.14,7.2,2.01,8.76
79.9,205.98,3.0,50.88,10.65,0.8,28.99,20.38,29.71,77.71,0.17,134.35,2023-11-15 09:30:00,11.73,8.7,7.04,1.93,8.4
79.9,205.98,1.57,39.27,10.63,0.67,21.78,26.55,29.77,77.73,0.28,215.66,2023-11-15 09:45:00,15.7,8.24,6.81,1.9,8.1
77.6,200.24,1.51,35.86,10.28,0.61,19.94,29.66,30.21,78.02,0.37,104.22,2023-11-15 10:00:00,16.64,7.55,6.21,1.82,7.59
68.99,180.11,0.78,28.03,10.37,0.49,15.27,33.23,30.59,78.31,0.43,86.95,2023-11-15 10:15:00,19.22,7.15,5.78,1.78,7.14
69.19,185.36,0.24,16.37,5.43,0.48,8.74,59.53,30.32,78.05,0.22,226.52,2023-11-15 10:30:00,22.92,5.33,4.79,1.76,5.49
68.68,184.06,0.3,19.13,5.25,0.56,10.24,55.34,30.05,77.91,0.39,217.73,2023-11-15 18:00:00,21.88,5.51,4.95,1.8,5.73
66.78,179.49,0.29,19.41,5.45,0.55,10.37,50.85,29.79,77.69,0.59,227.44,2023-11-15 18:15:00,21.83,5.4,4.88,1.76,5.62
66.78,179.49,0.32,21.64,5.28,0.59,11.57,47.64,29.65,77.59,0.19,193.23,2023-11-15 18:30:00,21.26,5.51,5.09,1.82,6.28
66.78,179.49,0.28,21.55,5.28,0.67,11.48,43.48,29.48,77.49,0.32,175.17,2023-11-15 18:45:00,21.39,5.59,5.33,1.87,6.79
67.49,178.78,0.25,23.39,5.44,0.74,12.42,40.97,29.33,77.36,0.66,86.03,2023-11-15 19:00:00,20.79,5.59,5.57,1.87,8.04
70.14,176.12,0.25,22.99,5.01,0.61,12.21,41.49,29.12,77.22,0.47,97.09,2023-11-15 19:15:00,20.87,5.96,6.05,1.88,8.36
70.14,176.12,0.59,24.43,18.28,0.59,13.24,37.54,28.83,77.02,0.6,116.2,2023-11-15 19:30:00,20.19,6.23,5.87,1.86,7.17
70.14,176.12,2.28,31.06,14.41,0.6,18.06,37.7,28.77,76.96,0.45,95.08,2023-11-15 19:45:00,17.53,6.12,5.31,1.8,6.31
71.92,185.74,0.8,24.78,9.21,0.68,13.58,37.68,28.76,76.98,0.2,68.6,2023-11-15 20:00:00,20.08,5.93,5.1,1.76,6.05
78.58,219.42,0.33,22.82,8.47,0.69,12.19,39.24,28.67,76.94,0.65,76.04,2023-11-15 20:15:00,20.79,6.1,5.13,1.75,6.08
78.58,219.42,0.78,24.46,97.92,0.71,13.41,38.18,28.54,76.82,0.54,83.24,2023-11-15 20:30:00,20.13,6.52,5.34,1.81,6.4
78.58,219.42,1.96,27.19,45.73,0.74,15.77,35.59,28.43,76.73,0.43,86.22,2023-11-15 20:45:00,18.03,6.6,5.45,1.84,6.57
84.37,261.58,3.49,37.13,62.53,0.8,22.2,31.66,28.41,76.75,0.25,95.93,2023-11-15 21:00:00,15.1,6.46,5.44,1.85,6.58
106.0,409.14,2.07,34.56,29.97,0.83,19.72,28.08,28.32,76.67,0.43,143.14,2023-11-15 21:15:00,16.5,6.47,5.61,1.87,6.73
106.0,409.14,2.45,46.46,45.43,0.95,26.23,19.5,28.18,76.57,0.47,153.79,2023-11-15 21:30:00,12.89,6.78,5.83,1.9,6.89
106.0,587.16,1.87,56.01,53.75,1.12,30.76,14.69,28.12,76.57,0.48,124.87,2023-11-15 21:45:00,10.47,7.24,6.13,2.03,7.31
145.34,587.16,0.99,56.85,47.33,1.2,30.5,13.31,28.19,76.57,0.66,114.25,2023-11-15 22:00:00,10.7,7.89,6.66,2.23,8.14
292.36,,1.1,57.6,42.08,1.33,30.98,10.51,28.07,76.47,0.41,122.09,2023-11-15 22:15:00,10.62,8.43,7.18,2.35,8.91
292.36,,4.24,66.71,36.8,1.52,38.25,3.82,28.02,76.45,0.57,155.99,2023-11-15 22:30:00,6.43,8.76,7.47,2.43,9.36
292.36,,12.78,74.88,29.57,1.73,49.37,1.98,27.95,76.41,0.46,171.28,2023-11-15 22:45:00,0.26,9.24,7.81,2.49,9.84
286.56,620.07,18.22,77.13,161.78,1.66,54.9,5.17,27.96,76.46,0.46,176.53,2023-11-15 23:00:00,,9.72,8.14,2.51,10.27
264.88,,5.02,72.61,54.12,1.46,41.97,6.02,27.93,76.49,0.52,153.31,2023-11-15 23:15:00,4.28,10.36,8.55,2.57,10.71
264.88,,85.36,76.94,82.76,2.17,60.78,4.39,27.83,76.37,0.6,155.88,2023-11-15 23:30:00,,9.83,8.43,2.39,10.76
264.88,,55.93,71.23,106.48,2.48,82.07,3.85,27.76,76.34,0.51,164.1,2023-11-15 23:45:00,,10.0,8.54,2.47,10.75
299.07,,39.21,65.35,42.53,2.19,65.59,2.77,27.58,76.27,0.56,153.06,2023-11-16 00:00:00,,11.82,9.42,2.77,10.86
426.85,,30.52,61.73,50.2,1.86,56.73,2.27,27.47,76.17,0.58,143.88,2023-11-16 00:15:00,,13.93,10.32,3.02,11.31
426.85,,27.51,65.52,43.35,1.72,56.29,1.65,27.32,76.04,0.64,144.39,2023-11-16 00:30:00,,14.83,10.52,3.03,11.59
426.85,,42.1,71.77,44.6,1.95,71.26,1.64,27.29,75.98,0.61,147.33,2023-11-16 00:45:00,,13.6,9.89,2.76,10.67
405.94,672.3,48.93,73.85,42.9,2.03,77.82,1.62,27.19,75.96,0.59,131.35,2023-11-16 01:00:00,,12.0,9.52,2.59,10.03
327.8,372.8,35.6,76.32,36.91,1.71,68.42,1.55,27.16,75.96,0.64,131.21,2023-11-16 01:15:00,,11.86,9.99,2.65,10.46
327.8,372.8,18.33,73.91,30.6,1.28,53.32,2.15,27.11,75.86,0.61,142.78,2023-11-16 01:30:00,,11.84,10.15,2.64,10.54
327.8,372.8,15.16,75.51,27.57,1.33,51.61,1.81,26.98,75.76,0.61,143.89,2023-11-16 01:45:00,,11.11,9.57,2.5,9.82
306.89,372.8,11.89,73.59,22.35,1.19,47.99,1.74,26.91,75.72,0.62,147.16,2023-11-16 02:00:00,0.8,10.25,8.88,2.35,9.01
228.76,,9.16,68.58,18.26,1.09,43.18,3.68,26.8,75.64,0.58,146.29,2023-11-16 02:15:00,3.64,9.94,8.49,2.26,9.62
228.76,,5.98,59.62,15.73,0.91,35.95,7.0,26.72,75.57,0.66,137.89,2023-11-16 02:30:00,7.68,10.09,8.34,2.22,9.18
228.76,,4.69,49.18,13.4,0.74,29.45,10.94,26.66,75.54,0.63,148.48,2023-11-16 02:45:00,11.31,9.6,8.02,2.12,8.02
205.59,266.66,3.97,43.48,11.71,0.7,25.9,12.37,26.58,75.45,0.61,148.89,2023-11-16 03:00:00,13.25,8.83,7.53,2.01,8.41
119.01,266.66,3.66,45.13,10.37,0.77,26.51,9.1,26.49,75.37,0.64,146.11,2023-11-16 03:15:00,13.01,8.13,7.08,1.93,8.68
119.01,266.66,3.33,47.38,9.03,0.74,27.43,7.38,26.45,75.34,0.65,144.72,2023-11-16 03:30:00,12.48,7.87,6.97,1.94,8.63
119.01,266.66,3.83,53.04,7.97,0.82,30.79,2.45,26.39,75.27,0.66,138.06,2023-11-16 03:45:00,10.57,7.71,6.93,1.94,8.62
116.56,259.4,3.45,50.07,7.63,0.7,28.92,3.44,26.35,75.25,0.65,136.21,2023-11-16 04:00:00,11.59,7.81,7.1,1.99,8.89
107.4,233.98,3.06,44.55,7.14,0.63,25.73,4.95,26.21,75.19,0.64,143.35,2023-11-16 04:15:00,13.41,7.75,7.19,2.02,9.06
107.4,233.98,2.73,39.37,7.54,0.63,22.76,5.88,26.1,75.06,0.65,143.5,2023-11-16 04:30:00,15.03,7.33,7.07,1.98,8.88
107.4,233.98,2.39,36.44,7.47,0.56,20.96,8.44,26.09,75.07,0.62,132.24,2023-11-16 04:45:00,16.1,7.13,7.06,1.97,8.93
100.44,219.46,2.2,31.9,6.69,0.56,18.43,8.37,26.02,75.03,0.63,120.61,2023-11-16 05:00:00,17.57,6.99,7.02,1.96,8.99
74.44,168.67,1.92,32.28,6.8,0.65,18.41,8.57,25.98,74.98,0.61,103.5,2023-11-16 05:15:00,17.43,6.86,6.91,1.94,8.86
74.44,168.67,1.79,34.15,6.47,0.71,19.28,7.48,25.72,74.83,0.49,192.75,2023-11-16 05:30:00,16.99,7.19,6.79,1.88,8.68
74.44,168.67,1.71,34.41,6.29,0.71,19.35,6.72,25.75,74.83,0.47,139.77,2023-11-16 05:45:00,16.9,7.88,6.68,1.87,8.47
77.38,170.89,1.72,34.66,6.86,0.76,19.48,6.33,25.55,74.71,0.49,141.11,2023-11-16 06:00:00,16.85,8.18,6.7,1.9,8.49
88.37,179.19,1.58,35.3,6.88,0.74,19.71,6.76,25.31,74.55,0.63,144.39,2023-11-16 06:15:00,16.64,8.19,6.75,1.91,8.55
88.37,179.19,3.84,38.35,7.02,0.81,23.12,5.61,25.22,74.48,0.46,187.53,2023-11-16 06:30:00,14.71,8.2,6.72,1.9,7.5
88.37,179.19,6.21,46.87,7.54,0.83,29.47,6.59,25.36,74.51,0.59,139.15,2023-11-16 06:45:00,11.33,8.12,6.67,1.9,7.55
82.39,178.14,3.47,44.64,7.67,0.75,26.1,7.03,25.41,74.55,0.58,144.15,2023-11-16 07:00:00,13.1,8.12,6.79,1.96,8.4
60.0,174.2,2.51,49.08,7.51,0.83,27.65,5.86,25.54,74.64,0.56,117.62,2023-11-16 07:15:00,12.23,7.78,6.74,1.9,8.34
60.0,174.2,3.1,48.61,6.96,0.89,27.88,4.99,25.63,74.69,0.43,155.28,2023-11-16 07:30:00,12.07,7.54,6.7,1.89,8.31
60.0,174.2,5.16,50.73,7.5,1.02,30.64,4.13,25.85,74.85,0.58,108.19,2023-11-16 07:45:00,10.57,7.94,7.04,2.0,8.68
61.18,175.58,27.6,61.71,7.8,1.35,54.37,2.12,26.09,75.08,0.41,190.48,2023-11-16 08:00:00,,8.45,7.33,2.07,8.97
65.57,180.71,27.1,67.11,8.55,1.34,56.79,1.81,26.77,75.54,0.49,132.86,2023-11-16 08:15:00,,8.93,7.52,2.13,9.29
65.57,180.71,19.74,68.72,9.3,1.36,51.73,4.04,27.6,76.09,0.5,107.21,2023-11-16 08:30:00,,9.2,7.67,2.21,9.48
65.57,180.71,12.33,68.39,12.06,1.22,45.62,7.04,28.41,76.66,0.62,106.66,2023-11-16 08:45:00,2.21,9.66,7.85,2.25,9.65
63.28,182.93,6.59,59.55,13.24,0.91,36.39,16.23,28.64,76.82,0.43,99.9,2023-11-16 09:00:00,7.4,10.19,8.27,2.28,9.81
54.7,191.23,4.46,51.73,11.65,0.88,30.61,18.45,28.81,76.95,0.54,89.08,2023-11-16 09:15:00,10.66,9.7,8.52,2.19,9.42
54.7,191.23,3.04,41.15,11.64,0.71,23.94,23.69,28.88,76.97,0.59,108.91,2023-11-16 09:30:00,14.37,8.6,8.46,2.04,8.74
54.7,191.23,2.66,40.68,11.48,0.81,23.39,24.98,29.16,77.18,0.2,81.42,2023-11-16 09:45:00,14.61,7.88,7.75,1.93,8.16
56.8,190.93,2.45,41.83,10.97,0.78,23.82,25.67,29.57,77.48,0.35,71.06,2023-11-16 10:00:00,14.24,7.67,7.05,1.93,7.92
64.66,189.92,1.79,40.85,11.29,0.73,22.78,30.78,29.99,77.77,0.56,114.96,2023-11-16 10:15:00,14.83,7.71,6.93,1.94,7.91
64.66,189.92,1.43,41.49,11.07,0.76,22.83,33.9,30.14,77.88,0.18,207.5,2023-11-16 10:30:00,14.89,7.53,6.93,1.91,7.77
64.66,189.92,2.12,36.11,10.16,0.62,20.56,40.33,30.1,77.85,0.7,211.11,2023-11-16 10:45:00,16.01,7.49,7.05,1.96,7.86
63.58,188.72,0.96,29.02,10.4,0.56,15.93,44.5,30.35,78.02,0.46,213.92,2023-11-16 11:00:00,18.59,7.35,6.92,1.95,7.74
59.57,184.54,0.51,26.12,11.07,0.55,14.05,45.67,30.85,78.39,0.21,171.51,2023-11-16 11:15:00,19.72,6.79,6.45,1.83,7.17
59.57,184.54,0.32,26.14,13.08,0.5,13.91,45.55,31.38,78.72,0.42,121.88,2023-11-16 11:30:00,19.78,6.4,6.28,1.78,6.86
59.57,184.54,1.76,45.93,12.67,0.77,25.41,39.8,31.8,79.04,0.12,166.6,2023-11-16 11:45:00,13.09,6.43,7.11,1.87,7.35
57.84,183.14,0.76,32.94,13.7,0.62,17.81,50.96,31.95,79.12,0.23,139.73,2023-11-16 12:00:00,17.6,6.42,7.29,1.93,7.57
51.39,178.26,1.05,29.47,13.69,0.56,16.24,54.25,32.3,79.37,0.45,80.1,2023-11-16 12:15:00,18.38,7.64,8.24,2.37,9.42
51.39,178.26,0.25,23.05,13.02,0.5,12.25,52.27,32.4,79.42,0.33,133.34,2023-11-16 12:30:00,20.67,7.62,8.16,2.33,9.32
51.39,178.26,0.31,23.01,13.27,0.54,12.27,54.74,32.53,79.53,0.09,49.93,2023-11-16 12:45:00,20.62,6.48,6.78,1.99,7.54
50.56,178.33,0.19,22.24,14.25,0.49,11.77,59.04,32.8,79.7,0.52,60.33,2023-11-16 13:00:00,20.82,6.35,6.39,2.01,7.29
47.46,178.61,0.29,23.48,14.24,0.55,12.5,58.67,32.84,79.76,0.15,302.69,2023-11-16 13:15:00,20.39,6.27,6.55,2.02,7.31
47.46,178.61,0.38,30.5,13.85,0.55,16.24,61.15,32.75,79.66,0.1,204.4,2023-11-16 13:30:00,18.59,5.95,6.64,1.98,7.0
47.46,178.61,0.2,22.08,14.18,0.44,11.7,66.47,32.75,79.66,0.3,197.71,2023-11-16 13:45:00,20.98,6.01,6.86,2.03,7.09
48.09,176.84,0.16,18.92,12.81,0.51,10.01,66.96,32.67,79.61,0.27,157.77,2023-11-16 14:00:00,22.0,5.85,6.82,2.0,7.07
50.45,170.63,0.14,18.91,14.65,0.56,9.99,81.77,32.72,79.66,0.36,261.58,2023-11-16 14:15:00,21.99,5.35,6.24,1.87,6.53
50.45,170.63,0.19,27.24,15.14,0.79,14.38,91.73,32.62,79.6,0.37,259.32,2023-11-16 14:30:00,19.77,5.3,5.85,1.82,6.35
50.45,170.63,0.28,29.21,15.64,0.74,15.49,94.46,32.18,79.29,0.76,252.9,2023-11-16 14:45:00,18.97,6.19,6.09,1.97,6.82
54.43,174.13,0.19,25.73,15.72,0.78,13.59,96.46,31.98,79.18,0.65,246.2,2023-11-16 15:00:00,19.98,6.66,6.32,1.98,6.97
69.28,187.22,0.14,27.5,15.45,0.74,14.48,96.72,31.95,79.15,0.59,243.14,2023-11-16 15:15:00,19.44,6.8,6.29,1.95,6.86
69.28,187.22,0.13,25.13,15.87,0.65,13.23,101.99,31.78,79.02,0.53,225.84,2023-11-16 15:30:00,20.23,6.7,6.01,1.9,6.51
69.28,187.22,0.07,21.3,15.83,0.63,11.19,102.83,31.58,78.86,0.58,224.96,2023-11-16 15:45:00,21.28,6.7,5.92,1.86,6.46
68.19,187.97,0.08,20.24,15.2,0.59,10.64,104.33,31.48,78.81,0.49,222.41,2023-11-16 16:00:00,21.61,6.31,5.57,1.75,6.03
64.13,190.59,0.07,21.43,14.22,0.67,11.25,96.26,31.18,78.63,0.54,239.89,2023-11-16 16:15:00,21.3,6.01,5.3,1.67,5.7
64.13,190.59,0.08,23.15,13.24,0.65,12.16,96.32,30.96,78.46,0.52,225.88,2023-11-16 16:30:00,20.83,5.87,5.18,1.64,5.51
64.13,190.59,0.13,19.17,12.36,0.59,10.11,99.66,30.69,78.26,0.35,244.48,2023-11-16 16:45:00,22.05,5.96,5.14,1.62,5.5
64.07,191.81,2.61,21.51,11.52,0.58,13.33,92.96,30.41,78.08,0.5,226.4,2023-11-16 17:00:00,20.71,5.95,5.06,1.61,5.53
63.87,196.08,0.32,19.84,10.87,0.54,10.62,93.03,30.08,77.86,0.63,237.0,2023-11-16 17:15:00,21.98,5.6,4.82,1.55,5.54
63.87,196.08,0.19,17.05,9.99,0.56,9.07,85.68,29.9,77.74,0.58,222.22,2023-11-16 17:30:00,22.62,5.43,4.71,1.51,5.82
63.87,196.08,0.18,17.67,9.77,0.56,9.38,82.28,29.75,77.62,0.46,222.49,2023-11-16 17:45:00,22.39,5.31,4.58,1.5,5.51
