pm2.5,pm10,no,no2,so2,co,nox,timestamp
,222.32,7.44,16.35,19.17,0.43,14.54,2023-01-12 17:45:00
,222.32,7.25,15.45,18.72,0.46,13.92,2023-01-12 18:00:00
,337.88,6.83,15.59,19.45,0.46,13.66,2023-01-12 18:15:00
73.26,191.26,3.99,17.82,20.0,0.51,12.54,2023-01-12 18:30:00
,,5.12,19.35,19.77,0.53,14.25,2023-01-12 18:45:00
24.22,51.93,6.98,16.86,20.2,0.52,14.44,2023-01-12 19:00:00
128.24,259.65,6.91,16.56,19.94,0.53,14.23,2023-01-12 19:15:00
127.61,262.81,7.48,17.29,20.49,0.52,15.07,2023-01-12 19:30:00
124.9,275.47,7.48,17.29,20.22,0.54,15.07,2023-01-12 19:45:00
116.33,270.89,2.18,10.41,19.96,0.46,7.22,2023-01-12 20:00:00
79.52,252.57,2.18,10.41,20.63,0.37,7.22,2023-01-12 20:15:00
84.95,248.42,2.18,10.41,20.74,0.35,7.22,2023-01-12 20:30:00
108.29,231.79,3.62,11.71,21.0,0.34,9.05,2023-01-12 20:45:00
107.34,222.5,7.24,20.61,20.97,0.31,16.61,2023-01-12 21:00:00
103.24,185.34,5.33,21.86,21.55,0.29,15.73,2023-01-12 21:15:00
99.59,179.11,3.94,20.19,21.71,0.3,13.74,2023-01-12 21:30:00
83.93,154.23,4.27,20.26,21.75,0.33,14.05,2023-01-12 21:45:00
85.29,152.46,5.48,22.04,21.95,0.34,15.94,2023-01-12 22:00:00
91.12,145.41,3.9,19.61,22.32,0.32,13.4,2023-01-12 22:15:00
94.45,157.89,10.33,28.75,22.51,0.28,23.34,2023-01-12 22:30:00
108.74,207.84,11.48,30.96,23.27,0.29,25.41,2023-01-12 22:45:00
112.84,225.61,11.48,30.96,23.19,0.31,25.41,2023-01-12 23:00:00
130.42,296.66,8.84,27.16,23.5,0.32,21.28,2023-01-12 23:15:00
136.87,302.07,0.7,15.69,22.83,0.33,8.76,2023-01-12 23:30:00
166.17,320.8,1.86,17.16,20.52,0.37,10.49,2023-01-13 00:00:00
173.19,,1.86,17.16,19.28,0.4,10.49,2023-01-13 00:15:00
179.92,,8.01,17.1,19.2,0.37,15.39,2023-01-13 00:30:00
206.81,,9.61,16.71,19.56,0.38,16.47,2023-01-13 00:45:00
211.8,,5.91,18.56,19.12,0.41,14.47,2023-01-13 01:00:00
233.24,,5.74,18.61,19.76,0.42,14.36,2023-01-13 01:15:00
241.76,,5.42,17.88,19.93,0.42,13.72,2023-01-13 01:30:00
278.36,,5.3,17.73,19.86,0.41,13.55,2023-01-13 01:45:00
263.61,,5.56,19.99,19.92,0.36,14.94,2023-01-13 02:00:00
200.27,,5.1,19.35,19.96,0.33,14.23,2023-01-13 02:15:00
190.03,,4.54,18.63,20.35,0.3,13.41,2023-01-13 02:30:00
146.05,,5.08,19.18,20.59,0.29,14.13,2023-01-13 02:45:00
138.86,,5.89,16.22,20.36,0.25,13.23,2023-01-13 03:00:00
107.96,,5.9,16.21,20.52,0.23,13.23,2023-01-13 03:15:00
107.54,,5.9,16.21,20.29,0.25,13.23,2023-01-13 03:30:00
105.77,,5.9,16.21,20.72,0.3,13.23,2023-01-13 03:45:00
100.59,,5.9,16.21,20.8,0.33,13.23,2023-01-13 04:00:00
78.35,,3.6,9.91,21.05,0.36,8.09,2023-01-13 04:15:00
80.29,,,,20.95,0.38,0.0,2023-01-13 04:30:00
88.62,,,,20.91,0.36,0.0,2023-01-13 04:45:00
86.49,,,34.96,20.59,0.35,13.64,2023-01-13 05:00:00
77.35,,4.64,50.77,21.59,0.34,19.81,2023-01-13 05:15:00
76.23,,14.39,,21.26,0.32,0.0,2023-01-13 05:30:00
71.45,,14.39,,20.83,0.3,0.0,2023-01-13 05:45:00
69.23,,14.39,,20.23,0.28,0.0,2023-01-13 06:00:00
59.72,,14.39,,19.48,0.31,0.0,2023-01-13 06:15:00
57.23,,14.39,,19.2,0.32,0.0,2023-01-13 06:30:00
46.56,,14.39,,19.64,0.33,0.0,2023-01-13 06:45:00
54.54,,14.39,,19.64,0.34,0.0,2023-01-13 07:00:00
88.83,,1.63,93.51,19.65,0.34,44.59,2023-01-13 07:15:00
93.06,,,92.94,19.29,0.33,43.59,2023-01-13 07:30:00
111.2,,,11.2,19.51,0.35,0.0,2023-01-13 07:45:00
108.82,,3.24,8.7,18.95,0.36,7.17,2023-01-13 08:00:00
98.63,,1.29,3.48,19.0,0.38,2.87,2023-01-13 08:15:00
100.55,,,,19.27,0.38,0.0,2023-01-13 08:30:00
108.82,,,,19.1,0.39,0.0,2023-01-13 08:45:00
107.66,,,,18.93,0.37,0.0,2023-01-13 09:00:00
102.69,,,,18.88,0.41,0.0,2023-01-13 09:15:00
100.96,,,,18.96,0.41,0.0,2023-01-13 09:30:00
93.53,,8.81,11.19,18.96,0.4,12.93,2023-01-13 09:45:00
66.81,,14.68,18.65,19.02,0.37,21.55,2023-01-13 10:00:00
,,14.68,18.65,19.26,0.35,21.55,2023-01-13 10:15:00
14.75,41.77,8.68,18.52,19.08,0.34,16.68,2023-01-13 10:30:00
53.1,150.36,4.21,20.43,19.19,0.4,14.08,2023-01-13 10:45:00
56.25,140.76,4.14,19.68,19.44,0.42,13.64,2023-01-13 11:00:00
64.43,115.81,3.16,17.87,19.71,0.42,11.91,2023-01-13 11:15:00
63.57,105.52,3.89,18.79,19.33,0.44,12.97,2023-01-13 11:30:00
61.32,104.37,3.98,18.89,19.26,0.44,13.09,2023-01-13 11:45:00
65.65,103.73,1.42,98.13,19.38,0.41,52.45,2023-01-13 12:00:00
76.89,101.5,1.42,98.13,19.67,0.4,52.45,2023-01-13 12:15:00
76.29,100.42,1.42,98.13,20.22,0.39,52.45,2023-01-13 12:30:00
,,1.42,98.13,20.07,0.35,52.45,2023-01-13 12:45:00
,,1.42,98.13,20.32,0.49,52.45,2023-01-13 13:00:00
16.9,68.44,1.42,98.13,20.94,0.38,52.45,2023-01-13 13:15:00
63.4,256.65,1.42,98.13,21.16,0.32,52.45,2023-01-13 13:30:00
9.75,36.66,1.42,98.13,20.56,0.24,52.45,2023-01-13 13:45:00
,,1.42,98.13,20.71,0.33,52.45,2023-01-13 14:00:00
,,1.42,98.13,20.27,0.36,52.45,2023-01-13 14:15:00
,,1.42,98.13,20.12,0.37,52.45,2023-01-13 14:30:00
26.31,94.36,1.42,98.13,19.83,0.34,52.45,2023-01-13 14:45:00
35.34,126.75,1.42,98.13,19.77,0.29,52.45,2023-01-13 15:00:00
35.34,126.75,1.42,98.13,19.41,0.27,52.45,2023-01-13 15:15:00
35.34,126.75,10.67,90.76,19.34,0.27,56.01,2023-01-13 15:30:00
48.8,120.25,12.99,88.87,19.49,0.32,56.88,2023-01-13 15:45:00
53.42,118.01,12.99,88.87,19.22,0.35,56.88,2023-01-13 16:00:00
53.42,118.01,12.99,88.87,18.88,0.38,56.88,2023-01-13 16:15:00
53.42,118.01,12.5,85.52,18.74,0.39,54.74,2023-01-13 16:30:00
47.57,124.02,,,19.0,0.38,0.0,2023-01-13 16:45:00
40.14,126.09,,,19.0,0.4,0.0,2023-01-13 17:00:00
40.14,126.09,,,19.11,0.42,0.0,2023-01-13 17:15:00
40.14,126.09,,,18.89,0.45,0.0,2023-01-13 17:30:00
38.49,147.58,,,19.12,0.46,,2023-01-13 17:45:00
,,,,18.76,0.46,,2023-01-13 18:00:00
,,,,18.28,0.5,,2023-01-13 18:15:00
,,,,18.16,0.51,,2023-01-13 18:30:00
35.91,85.7,,,18.5,0.52,,2023-01-13 18:45:00
161.62,385.67,,,17.95,0.51,0.0,2023-01-13 19:00:00
161.62,385.67,,,17.99,0.49,0.0,2023-01-13 19:15:00
161.62,385.67,,,18.03,0.48,0.0,2023-01-13 19:30:00
153.32,368.42,,,18.05,0.46,0.0,2023-01-13 19:45:00
124.29,308.04,,,18.27,0.42,0.0,2023-01-13 20:00:00
124.29,308.04,,,18.23,0.39,0.0,2023-01-13 20:15:00
124.29,308.04,,,17.73,0.37,0.0,2023-01-13 20:30:00
121.44,282.33,,,18.49,0.38,0.0,2023-01-13 20:45:00
111.45,192.35,,,19.05,0.44,0.0,2023-01-13 21:00:00
111.45,192.35,4.51,4.92,19.03,0.45,6.2,2023-01-13 21:15:00
111.45,192.35,15.71,12.66,19.62,0.47,19.25,2023-01-13 21:30:00
113.82,197.34,14.75,13.33,19.65,0.48,18.83,2023-01-13 21:45:00
122.1,214.84,14.41,11.42,19.45,0.43,17.56,2023-01-13 22:00:00
122.1,214.84,14.67,10.96,19.23,0.41,17.53,2023-01-13 22:15:00
122.1,214.84,14.67,10.96,19.04,0.39,17.53,2023-01-13 22:30:00
120.06,206.88,14.67,10.96,19.09,0.38,17.53,2023-01-13 22:45:00
112.93,179.04,14.34,11.9,19.06,0.34,17.75,2023-01-13 23:00:00
112.93,179.04,14.06,12.3,19.53,0.32,17.74,2023-01-13 23:15:00
112.93,179.04,13.35,15.0,19.48,0.33,18.57,2023-01-13 23:30:00
87.3,155.28,1.84,19.44,19.62,0.4,11.66,2023-01-14 00:00:00
87.3,155.28,1.78,20.11,19.06,0.43,11.97,2023-01-14 00:15:00
87.3,155.28,1.13,20.85,19.49,0.39,11.84,2023-01-14 00:30:00
91.5,153.1,2.76,18.49,19.9,0.41,11.91,2023-01-14 00:45:00
106.2,145.46,1.72,20.31,19.83,0.42,11.96,2023-01-14 01:00:00
106.2,145.46,2.65,18.85,20.35,0.42,12.01,2023-01-14 01:15:00
106.2,145.46,0.72,22.62,19.76,0.41,11.37,2023-01-14 01:30:00
99.26,132.9,,24.82,19.81,0.38,11.6,2023-01-14 01:45:00
74.99,88.94,,24.82,19.36,0.35,11.6,2023-01-14 02:00:00
74.99,88.94,,24.82,19.27,0.34,11.6,2023-01-14 02:15:00
74.99,88.94,,24.82,19.29,0.34,11.6,2023-01-14 02:30:00
70.97,79.06,0.61,22.42,19.28,0.35,11.63,2023-01-14 02:45:00
,,7.17,9.13,19.22,0.31,10.55,2023-01-14 03:00:00
,,7.96,9.22,19.4,0.29,11.23,2023-01-14 03:15:00
,,7.48,10.13,19.93,0.27,11.33,2023-01-14 03:30:00
,,8.22,9.05,19.6,0.28,11.35,2023-01-14 03:45:00
,,7.21,11.17,19.42,0.34,11.65,2023-01-14 04:00:00
,,7.21,11.17,19.85,0.37,11.65,2023-01-14 04:15:00
,,8.57,8.33,20.33,0.37,11.26,2023-01-14 04:30:00
,,11.02,8.61,20.55,0.41,13.37,2023-01-14 04:45:00
,,13.39,7.81,20.22,0.4,14.85,2023-01-14 05:00:00
,,10.3,9.4,19.81,0.37,13.21,2023-01-14 05:15:00
,,5.76,12.94,19.51,0.34,11.41,2023-01-14 05:30:00
,,5.76,12.94,19.77,0.33,11.41,2023-01-14 05:45:00
,,5.76,12.94,19.9,0.32,11.41,2023-01-14 06:00:00
,,5.76,12.94,19.11,0.35,11.41,2023-01-14 06:15:00
,,5.76,12.94,19.56,0.35,11.41,2023-01-14 06:30:00
,,7.34,9.66,18.92,0.34,10.97,2023-01-14 06:45:00
,,8.09,6.55,18.93,0.32,9.94,2023-01-14 07:00:00
,,7.35,9.19,19.24,0.32,10.73,2023-01-14 07:15:00
,,7.13,11.02,19.23,0.31,11.51,2023-01-14 07:30:00
,,6.34,12.56,19.16,0.31,11.68,2023-01-14 07:45:00
,,6.34,12.56,19.14,0.37,11.68,2023-01-14 08:00:00
51.99,,5.45,15.08,19.0,0.45,12.29,2023-01-14 08:15:00
51.99,,7.46,11.09,19.14,0.42,11.81,2023-01-14 08:30:00
56.3,,8.01,10.56,18.8,0.41,11.97,2023-01-14 08:45:00
71.41,,8.17,6.5,18.44,0.41,9.98,2023-01-14 09:00:00
71.41,,5.18,14.75,18.64,0.39,11.89,2023-01-14 09:15:00
71.41,,4.75,16.62,18.7,0.39,12.53,2023-01-14 09:30:00
67.85,,3.59,20.13,18.64,0.39,13.43,2023-01-14 09:45:00
55.38,,3.46,20.05,18.8,0.37,13.28,2023-01-14 10:00:00
12.78,,4.86,17.96,18.62,0.34,13.31,2023-01-14 10:15:00
,,5.44,17.96,18.78,0.29,13.78,2023-01-14 10:30:00
14.02,51.69,6.4,17.72,18.58,0.32,14.42,2023-01-14 10:45:00
53.4,123.0,5.05,18.3,18.78,0.43,13.64,2023-01-14 11:00:00
53.4,123.0,7.12,17.59,18.93,0.42,14.93,2023-01-14 11:15:00
53.4,123.0,5.35,16.25,19.41,0.41,12.82,2023-01-14 11:30:00
60.4,175.0,4.53,17.04,19.63,0.43,12.58,2023-01-14 11:45:00
79.64,261.08,1.91,22.89,19.68,0.43,13.52,2023-01-14 12:00:00
79.64,261.08,0.21,11.33,19.23,0.45,5.45,2023-01-14 12:15:00
79.64,261.08,8.42,8.94,19.55,0.46,11.46,2023-01-14 12:30:00
78.9,238.34,9.2,9.21,19.9,0.43,12.23,2023-01-14 12:45:00
76.88,199.07,8.94,5.7,20.49,0.43,10.18,2023-01-14 13:00:00
76.88,199.07,9.82,3.32,20.72,0.41,9.64,2023-01-14 13:15:00
76.88,199.07,9.54,4.63,20.93,0.37,10.1,2023-01-14 13:30:00
76.11,183.29,6.89,10.98,21.37,0.41,11.3,2023-01-14 13:45:00
73.99,156.03,8.05,8.73,21.6,0.36,11.05,2023-01-14 14:00:00
73.99,156.03,9.2,7.86,22.01,0.39,11.51,2023-01-14 14:15:00
73.99,156.03,8.6,8.92,21.61,0.33,11.59,2023-01-14 14:30:00
73.75,153.27,8.48,8.36,21.96,0.28,11.2,2023-01-14 14:45:00
41.3,145.0,9.52,3.69,21.35,0.23,9.6,2023-01-14 15:00:00
41.3,145.0,9.52,3.69,21.76,0.21,9.6,2023-01-14 15:15:00
41.3,145.0,9.52,3.69,22.63,0.38,9.6,2023-01-14 15:30:00
41.3,145.0,6.16,14.17,22.55,0.43,12.38,2023-01-14 15:45:00
37.09,116.33,8.33,18.72,22.68,0.42,16.49,2023-01-14 16:00:00
36.23,110.19,9.64,18.04,22.35,0.4,17.19,2023-01-14 16:15:00
36.23,110.19,3.51,20.25,21.65,0.39,13.43,2023-01-14 16:30:00
36.23,110.19,2.74,21.16,21.52,0.38,13.28,2023-01-14 16:45:00
44.58,118.24,2.67,21.46,21.39,0.36,13.39,2023-01-14 17:00:00
42.4,119.85,1.42,23.72,20.84,0.36,13.56,2023-01-14 17:15:00
42.4,119.85,1.4,24.27,20.84,0.38,13.84,2023-01-14 17:30:00
42.4,119.85,3.36,19.79,20.94,0.4,13.06,2023-01-14 17:45:00
31.96,209.18,2.29,24.17,19.61,0.41,14.5,2023-01-14 18:00:00
65.9,227.04,5.64,13.82,18.49,0.43,11.78,2023-01-14 18:15:00
65.9,227.04,8.4,8.14,18.9,0.43,11.02,2023-01-14 18:30:00
65.9,227.04,8.25,8.03,19.1,0.43,10.84,2023-01-14 18:45:00
93.12,297.43,7.68,8.59,19.53,0.45,10.68,2023-01-14 19:00:00
134.05,311.51,8.56,7.65,19.28,0.48,10.89,2023-01-14 19:15:00
134.05,311.51,11.1,7.19,19.61,0.5,12.69,2023-01-14 19:30:00
134.05,311.51,7.92,8.96,20.07,0.49,11.07,2023-01-14 19:45:00
149.05,316.76,9.47,7.93,19.13,0.45,11.77,2023-01-14 20:00:00
172.63,317.8,8.24,6.43,18.92,0.43,10.0,2023-01-14 20:15:00
172.63,317.8,8.54,6.31,19.17,0.4,10.18,2023-01-14 20:30:00
172.63,317.8,8.54,6.31,18.73,0.41,10.18,2023-01-14 20:45:00
164.39,310.4,8.54,6.31,18.77,0.38,10.18,2023-01-14 21:00:00
151.44,308.92,8.54,6.31,18.93,0.39,10.18,2023-01-14 21:15:00
151.44,308.92,8.54,6.31,19.54,0.43,10.18,2023-01-14 21:30:00
151.44,308.92,8.54,6.31,19.07,0.43,10.18,2023-01-14 21:45:00
148.9,291.01,8.54,6.31,19.37,0.44,10.18,2023-01-14 22:00:00
144.91,287.43,8.54,6.31,19.33,0.43,10.18,2023-01-14 22:15:00
144.91,287.43,8.54,6.31,19.31,0.47,10.18,2023-01-14 22:30:00
144.91,287.43,8.54,6.31,20.0,0.47,10.18,2023-01-14 22:45:00
134.63,261.66,5.14,14.67,20.07,0.45,11.82,2023-01-14 23:00:00
118.47,256.51,4.6,16.51,20.1,0.45,12.35,2023-01-14 23:15:00
118.47,256.51,5.52,15.67,20.3,0.44,12.65,2023-01-14 23:30:00
118.1,230.38,5.7,13.72,18.98,0.4,11.77,2023-01-15 00:00:00
117.52,225.16,5.76,13.8,17.83,0.4,11.86,2023-01-15 00:15:00
117.52,225.16,5.76,13.8,17.66,0.39,11.86,2023-01-15 00:30:00
117.52,225.16,5.76,13.8,17.99,0.37,11.86,2023-01-15 00:45:00
109.53,199.84,5.76,13.8,18.34,0.34,11.86,2023-01-15 01:00:00
96.98,194.78,5.47,14.66,18.68,0.31,12.08,2023-01-15 01:15:00
96.98,194.78,5.07,15.69,18.75,0.29,12.29,2023-01-15 01:30:00
96.98,194.78,5.57,13.3,19.18,0.28,11.45,2023-01-15 01:45:00
89.42,145.82,5.51,14.02,19.7,0.27,11.78,2023-01-15 02:00:00
77.53,136.03,3.87,19.24,19.25,0.29,13.19,2023-01-15 02:15:00
77.53,136.03,3.36,19.82,19.84,0.29,13.08,2023-01-15 02:30:00
77.53,136.03,5.54,16.57,20.26,0.27,13.13,2023-01-15 02:45:00
79.94,143.07,4.87,15.28,20.46,0.29,11.92,2023-01-15 03:00:00
83.74,144.48,7.57,13.95,20.38,0.29,13.39,2023-01-15 03:15:00
83.74,144.48,2.7,15.13,20.04,0.24,10.09,2023-01-15 03:30:00
83.74,144.48,1.47,16.52,20.0,0.23,9.78,2023-01-15 03:45:00
81.52,143.21,0.14,18.24,19.75,0.32,9.68,2023-01-15 04:00:00
78.02,142.96,0.14,18.24,19.44,0.38,9.68,2023-01-15 04:15:00
78.02,142.96,0.14,18.24,19.58,0.39,9.68,2023-01-15 04:30:00
78.02,142.96,0.14,18.24,19.42,0.37,9.68,2023-01-15 04:45:00
71.26,134.74,0.14,18.24,19.17,0.38,9.68,2023-01-15 05:00:00
60.63,133.09,0.14,18.24,19.13,0.38,9.68,2023-01-15 05:15:00
60.63,133.09,0.76,17.67,19.45,0.38,9.87,2023-01-15 05:30:00
60.63,133.09,1.54,16.12,19.44,0.37,9.69,2023-01-15 05:45:00
61.18,119.13,6.16,10.85,18.9,0.35,10.64,2023-01-15 06:00:00
62.05,116.34,7.82,8.51,18.36,0.31,10.76,2023-01-15 06:15:00
62.05,116.34,7.12,11.89,18.58,0.34,11.96,2023-01-15 06:30:00
62.05,116.34,8.86,9.89,18.12,0.33,12.3,2023-01-15 06:45:00
65.58,135.87,10.59,9.74,18.24,0.36,13.62,2023-01-15 07:00:00
71.13,139.77,9.63,9.13,17.86,0.36,12.52,2023-01-15 07:15:00
71.13,139.77,8.46,7.84,17.78,0.36,10.91,2023-01-15 07:30:00
71.13,139.77,8.46,7.84,18.4,0.38,10.91,2023-01-15 07:45:00
76.05,156.21,8.46,7.84,17.92,0.39,10.91,2023-01-15 08:00:00
83.78,159.49,8.46,7.84,17.56,0.38,10.91,2023-01-15 08:15:00
83.78,159.49,8.46,7.84,17.9,0.36,10.91,2023-01-15 08:30:00
83.78,159.49,8.46,7.84,17.73,0.35,10.91,2023-01-15 08:45:00
73.21,137.63,8.46,7.84,17.91,0.34,10.91,2023-01-15 09:00:00
56.59,133.26,6.59,11.49,17.36,0.36,11.33,2023-01-15 09:15:00
56.59,133.26,3.88,17.82,17.71,0.38,12.46,2023-01-15 09:30:00
56.59,133.26,3.95,17.47,17.98,0.36,12.33,2023-01-15 09:45:00
59.85,123.09,3.86,16.72,18.06,0.38,11.87,2023-01-15 10:00:00
64.97,121.05,3.5,18.25,14.54,0.4,12.38,2023-01-15 10:15:00
64.97,121.05,3.68,18.54,12.82,0.43,12.68,2023-01-15 10:30:00
64.97,121.05,4.61,17.69,12.88,0.44,12.97,2023-01-15 10:45:00
61.92,124.81,3.26,19.38,10.13,0.44,12.78,2023-01-15 11:00:00
57.14,125.56,2.09,21.38,8.18,0.39,12.88,2023-01-15 11:15:00
57.14,125.56,2.09,21.38,6.13,0.36,12.88,2023-01-15 11:30:00
57.14,125.56,2.09,21.38,7.3,0.42,12.88,2023-01-15 11:45:00
59.94,104.55,2.09,21.38,7.52,0.42,12.88,2023-01-15 12:00:00
64.34,100.34,3.79,17.57,9.29,0.4,12.25,2023-01-15 12:15:00
64.34,100.34,5.27,13.71,8.94,0.42,11.42,2023-01-15 12:30:00
64.34,100.34,6.19,12.27,8.72,0.43,11.41,2023-01-15 12:45:00
61.16,113.65,5.41,12.64,8.02,0.44,10.97,2023-01-15 13:00:00
56.16,116.31,5.87,11.91,6.7,0.37,10.96,2023-01-15 13:15:00
56.16,116.31,7.96,8.74,7.42,0.36,10.98,2023-01-15 13:30:00
56.16,116.31,8.57,7.89,8.61,0.38,11.03,2023-01-15 13:45:00
52.87,90.9,10.56,7.78,8.13,0.36,12.57,2023-01-15 14:00:00
47.7,85.82,12.84,7.39,8.23,0.34,14.19,2023-01-15 14:15:00
47.7,85.82,12.07,6.82,4.86,0.32,13.28,2023-01-15 14:30:00
47.7,85.82,8.53,7.57,3.92,0.3,10.83,2023-01-15 14:45:00
46.37,79.09,8.39,6.4,1.81,0.29,10.11,2023-01-15 15:00:00
44.27,77.74,5.25,14.36,1.86,0.25,11.75,2023-01-15 15:15:00
44.27,77.74,3.34,19.2,1.14,0.27,12.75,2023-01-15 15:30:00
44.27,77.74,3.34,19.2,0.73,0.27,12.75,2023-01-15 15:45:00
43.66,65.64,3.7,18.96,0.18,0.36,12.91,2023-01-15 16:00:00
42.71,63.22,2.34,20.72,0.09,0.39,12.73,2023-01-15 16:15:00
42.71,63.22,2.34,20.72,0.05,0.34,12.73,2023-01-15 16:30:00
42.71,63.22,2.54,19.8,0.07,0.4,12.42,2023-01-15 16:45:00
41.33,79.5,2.01,20.82,,0.4,12.52,2023-01-15 17:00:00
39.17,82.75,2.01,20.82,0.12,0.41,12.52,2023-01-15 17:15:00
39.17,82.75,2.12,20.66,0.45,0.39,12.53,2023-01-15 17:30:00
39.17,82.75,5.09,16.65,0.74,0.41,12.81,2023-01-15 17:45:00
51.22,121.51,6.83,12.82,6.99,0.41,12.21,2023-01-15 18:00:00
70.17,129.26,1.92,14.86,12.88,0.39,9.29,2023-01-15 18:15:00
70.17,129.26,,20.51,10.97,0.38,10.56,2023-01-15 18:30:00
70.17,129.26,,20.51,10.7,0.38,10.56,2023-01-15 18:45:00
75.0,135.33,,20.51,9.01,0.37,10.56,2023-01-15 19:00:00
82.61,136.54,6.26,2.05,10.15,0.37,5.17,2023-01-15 19:15:00
82.61,136.54,6.96,,8.36,0.39,4.57,2023-01-15 19:30:00
82.61,136.54,4.46,1.62,8.95,0.38,4.03,2023-01-15 19:45:00
72.34,102.86,2.72,2.75,8.09,0.41,3.65,2023-01-15 20:00:00
56.21,96.12,2.72,2.75,8.29,0.43,3.65,2023-01-15 20:15:00
56.21,96.12,0.91,11.97,7.25,0.45,7.0,2023-01-15 20:30:00
56.21,96.12,,16.85,8.43,0.48,8.63,2023-01-15 20:45:00
67.16,134.83,6.07,11.98,12.58,0.48,11.16,2023-01-15 21:00:00
84.36,142.57,6.86,11.9,11.03,0.49,11.75,2023-01-15 21:15:00
84.36,142.57,6.72,12.47,13.17,0.5,11.94,2023-01-15 21:30:00
84.36,142.57,7.07,12.64,13.89,0.49,12.31,2023-01-15 21:45:00
81.28,127.73,7.61,11.24,12.05,0.49,12.01,2023-01-15 22:00:00
76.44,124.76,7.63,11.24,9.79,0.47,12.02,2023-01-15 22:15:00
76.44,124.76,7.63,11.24,9.46,0.47,12.02,2023-01-15 22:30:00
76.44,124.76,7.63,11.24,9.79,0.48,12.02,2023-01-15 22:45:00
77.77,133.71,7.63,11.24,10.13,0.49,12.02,2023-01-15 23:00:00
79.86,135.5,7.63,11.24,7.8,0.47,12.02,2023-01-15 23:15:00
79.86,135.5,3.99,12.53,9.6,0.45,9.24,2023-01-15 23:30:00
77.92,91.87,4.56,14.28,13.64,0.42,11.15,2023-01-16 00:00:00
74.88,83.14,4.1,14.54,15.8,0.37,10.92,2023-01-16 00:15:00
74.88,83.14,4.1,14.54,17.19,0.4,10.92,2023-01-16 00:30:00
74.88,83.14,4.1,14.54,19.11,0.39,10.92,2023-01-16 00:45:00
71.25,96.51,5.36,12.57,20.93,0.4,10.9,2023-01-16 01:00:00
65.55,99.18,7.77,11.42,21.02,0.4,12.23,2023-01-16 01:15:00
65.55,99.18,7.38,11.34,23.45,0.36,11.88,2023-01-16 01:30:00
65.55,99.18,5.9,12.31,21.22,0.33,11.2,2023-01-16 01:45:00
65.56,83.11,6.7,9.8,20.19,0.35,10.53,2023-01-16 02:00:00
65.57,79.89,6.7,9.8,14.55,0.33,10.53,2023-01-16 02:15:00
65.57,79.89,6.12,10.94,16.38,0.29,10.66,2023-01-16 02:30:00
65.57,79.89,3.77,14.7,16.51,0.27,10.73,2023-01-16 02:45:00
,,2.74,16.76,15.41,0.27,10.99,2023-01-16 03:00:00
,,2.74,16.76,16.4,0.26,10.99,2023-01-16 03:15:00
,,2.74,16.76,18.37,0.31,10.99,2023-01-16 03:30:00
,,2.74,16.76,18.47,0.28,10.99,2023-01-16 03:45:00
,,2.74,16.76,16.71,0.34,10.99,2023-01-16 04:00:00
,,2.74,16.76,18.19,0.38,10.99,2023-01-16 04:15:00
,,2.74,16.76,18.97,0.39,10.99,2023-01-16 04:30:00
,,2.74,16.76,20.34,0.41,10.99,2023-01-16 04:45:00
58.75,76.43,5.58,13.02,23.4,0.42,11.31,2023-01-16 05:00:00
52.56,81.14,10.61,7.87,20.92,0.4,12.66,2023-01-16 05:15:00
52.56,81.14,10.91,7.25,17.96,0.39,12.57,2023-01-16 05:30:00
52.56,81.14,8.83,8.12,16.28,0.35,11.36,2023-01-16 05:45:00
,,6.55,11.95,12.44,0.34,11.53,2023-01-16 06:00:00
,,6.55,11.95,1.1,0.33,11.53,2023-01-16 06:15:00
,,6.55,11.95,0.59,0.35,11.53,2023-01-16 06:30:00
,,6.55,11.95,0.53,0.35,11.53,2023-01-16 06:45:00
76.39,162.95,6.68,11.68,0.75,0.36,11.49,2023-01-16 07:00:00
118.34,187.05,7.01,11.46,,0.34,11.64,2023-01-16 07:15:00
118.34,187.05,7.01,11.46,0.52,0.35,11.64,2023-01-16 07:30:00
118.34,187.05,7.63,8.92,0.09,0.41,10.81,2023-01-16 07:45:00
110.19,143.89,8.11,6.97,0.69,0.42,10.18,2023-01-16 08:00:00
97.38,135.26,8.11,6.97,1.58,0.34,10.18,2023-01-16 08:15:00
97.38,135.26,5.43,8.55,2.64,0.33,8.79,2023-01-16 08:30:00
97.38,135.26,7.26,10.23,1.61,0.34,11.2,2023-01-16 08:45:00
96.02,155.6,8.38,11.06,0.67,0.38,12.54,2023-01-16 09:00:00
93.87,159.67,3.46,16.09,0.09,0.39,11.22,2023-01-16 09:15:00
93.87,159.67,3.42,14.72,1.65,0.39,10.47,2023-01-16 09:30:00
93.87,159.67,4.03,14.11,0.01,0.39,10.64,2023-01-16 09:45:00
,,4.14,14.07,4.2,0.39,10.7,2023-01-16 10:00:00
,,2.87,15.88,10.48,0.34,10.64,2023-01-16 10:15:00
,,2.87,15.88,12.13,0.32,10.64,2023-01-16 10:30:00
,,4.45,12.66,13.31,0.35,10.22,2023-01-16 10:45:00
,,4.91,12.48,15.5,0.36,10.49,2023-01-16 11:00:00
,,3.69,14.8,15.43,0.43,10.72,2023-01-16 11:15:00
,,4.63,14.29,16.04,0.41,11.21,2023-01-16 11:30:00
,,5.71,14.01,19.08,0.4,11.94,2023-01-16 11:45:00
