pm2.5,pm10,no,no2,co,nox,ozone,at,rh,ws,wd,timestamp,benzene,eth_benzene,toluene,mp_xylene
,9.24,,,0.61,,31.58,22.88,18.96,0.2,124.18,2024-07-18 17:30:00,0.6,0.77,2.88,0.98
,9.24,,,0.6,,25.23,23.06,18.96,0.51,158.38,2024-07-18 17:45:00,0.6,0.75,2.79,1.06
,9.15,,,0.6,,37.05,23.11,18.96,0.41,193.4,2024-07-18 18:00:00,0.61,0.73,2.77,1.15
3.32,9.06,,,0.62,,31.81,23.12,18.96,0.38,150.33,2024-07-18 18:15:00,0.64,0.73,3.06,1.41
3.32,9.06,,,0.67,,33.81,23.11,18.96,0.24,100.29,2024-07-18 18:30:00,0.63,0.72,3.09,1.66
3.32,9.06,,,0.65,,42.38,22.98,18.96,0.43,182.94,2024-07-18 18:45:00,0.6,0.71,3.0,1.7
3.55,9.69,,,0.72,,41.73,22.81,18.96,0.14,163.19,2024-07-18 19:00:00,0.6,0.7,3.01,1.66
3.78,10.32,,,0.74,,30.48,22.75,18.96,0.32,106.66,2024-07-18 19:15:00,0.61,0.69,3.05,1.67
3.78,10.32,,,0.73,,32.41,22.61,18.97,0.59,165.81,2024-07-18 19:30:00,0.62,0.68,2.91,1.55
3.78,10.32,,,0.71,,30.54,22.56,18.98,0.55,160.14,2024-07-18 19:45:00,0.63,0.67,3.2,1.48
6.72,18.23,,,0.65,,29.6,22.6,18.97,0.48,176.44,2024-07-18 20:00:00,0.64,0.66,3.58,1.67
9.36,25.38,,,0.6,,36.66,22.63,18.98,0.45,189.99,2024-07-18 20:15:00,0.64,0.67,3.4,1.71
9.36,25.38,,,0.6,,38.2,22.65,18.98,0.46,156.48,2024-07-18 20:30:00,0.64,0.67,3.24,1.68
9.36,25.38,,,0.54,,16.48,22.69,18.97,0.4,283.62,2024-07-18 20:45:00,0.63,0.66,3.18,1.62
11.11,29.86,,,0.55,,17.42,22.71,18.97,0.68,170.38,2024-07-18 21:00:00,0.62,0.66,3.15,1.48
12.67,34.34,,,0.55,,13.21,22.7,18.96,0.49,162.76,2024-07-18 21:15:00,0.62,0.66,3.27,1.47
12.67,34.34,,,0.51,,26.7,22.68,18.96,0.5,193.78,2024-07-18 21:30:00,0.65,0.52,3.61,1.73
12.67,34.34,,,0.39,,23.08,22.64,18.96,0.36,189.96,2024-07-18 21:45:00,0.65,0.47,3.71,1.93
10.58,28.87,,,0.31,,20.39,22.65,19.09,0.37,190.46,2024-07-18 22:00:00,0.62,0.71,3.44,1.81
8.08,21.92,,,0.3,,26.36,22.59,18.96,0.47,186.69,2024-07-18 22:15:00,0.62,0.71,3.13,1.65
8.08,21.92,,,0.41,,35.41,22.55,18.96,0.41,155.39,2024-07-18 22:30:00,0.64,0.72,3.06,1.61
8.08,21.92,,,0.46,,22.49,22.5,18.96,0.28,263.6,2024-07-18 22:45:00,0.62,0.72,3.1,1.55
6.7,18.16,,,0.45,,24.57,22.5,18.96,0.6,329.39,2024-07-18 23:00:00,0.6,0.72,3.05,1.37
5.52,15.02,,,0.45,,23.06,22.52,18.96,0.25,114.44,2024-07-18 23:15:00,0.6,0.71,2.94,1.22
5.52,15.02,,,0.47,,20.75,22.6,18.96,0.31,244.75,2024-07-18 23:30:00,0.6,0.72,2.89,1.14
5.14,13.83,,,0.45,,38.18,22.56,18.96,0.3,209.15,2024-07-19 00:00:00,0.61,0.72,3.06,1.17
4.68,12.75,,,0.49,,17.01,22.64,18.96,0.56,218.26,2024-07-19 00:15:00,0.6,0.72,3.03,1.17
4.68,12.75,,,0.62,,22.88,22.72,18.96,0.11,165.95,2024-07-19 00:30:00,0.61,0.71,2.9,1.09
4.68,12.75,,,0.66,,21.27,22.65,18.96,0.64,205.96,2024-07-19 00:45:00,0.61,0.7,2.92,1.11
6.23,17.04,,,0.63,,30.07,22.62,18.96,0.44,183.86,2024-07-19 01:00:00,0.6,0.69,2.91,1.12
7.63,20.71,,,0.62,,22.45,22.52,18.96,0.04,238.28,2024-07-19 01:15:00,0.6,0.69,2.86,1.05
7.63,20.71,,,0.59,,14.87,22.49,18.97,0.32,229.3,2024-07-19 01:30:00,0.61,0.69,2.89,1.06
7.63,20.71,,,0.59,,17.56,22.51,18.97,0.52,219.0,2024-07-19 01:45:00,0.61,0.68,2.94,1.04
7.28,19.81,,,0.54,,17.25,22.49,18.97,0.27,244.84,2024-07-19 02:00:00,0.6,0.68,3.07,1.05
6.96,18.9,,,0.52,,16.82,22.52,18.97,0.64,163.09,2024-07-19 02:15:00,0.6,0.68,3.14,1.09
6.96,18.9,,,0.47,,20.33,22.54,18.97,0.33,195.29,2024-07-19 02:30:00,0.6,0.68,3.06,1.03
6.96,18.9,,,0.45,,18.5,22.57,18.97,0.38,223.83,2024-07-19 02:45:00,0.6,0.69,3.0,0.92
7.9,21.29,,,0.47,,12.97,22.55,18.96,0.22,169.07,2024-07-19 03:00:00,0.6,0.68,2.98,0.88
8.77,23.8,,,0.45,,11.37,22.55,18.96,0.3,332.68,2024-07-19 03:15:00,0.6,0.7,3.04,0.89
8.77,23.8,,,0.41,,14.87,22.54,18.96,0.39,246.76,2024-07-19 03:30:00,0.6,0.72,3.06,0.88
8.77,23.8,,,0.31,,21.4,22.57,18.96,0.7,177.99,2024-07-19 03:45:00,0.6,0.74,3.05,0.87
7.99,21.55,,,0.29,,33.52,22.56,19.78,0.11,119.95,2024-07-19 04:00:00,0.6,0.74,2.96,0.87
7.15,19.43,,,0.29,,31.52,22.56,19.42,0.08,308.26,2024-07-19 04:15:00,0.6,0.74,2.91,0.89
7.15,19.43,,,0.29,,30.33,22.57,19.97,0.31,197.5,2024-07-19 04:30:00,0.6,0.74,2.82,0.89
7.15,19.43,,,0.29,,40.14,22.6,19.87,0.48,167.26,2024-07-19 04:45:00,0.6,0.74,2.85,0.93
6.17,16.89,,,0.3,,37.04,22.61,19.38,0.21,188.25,2024-07-19 05:00:00,0.6,0.74,2.89,0.94
5.18,14.1,,,0.34,,39.89,22.64,18.96,0.22,137.51,2024-07-19 05:15:00,0.6,0.74,2.83,0.89
5.18,14.1,,,0.35,,39.34,22.66,18.96,0.62,176.01,2024-07-19 05:30:00,0.6,0.73,2.76,0.84
5.18,14.1,,,0.37,,39.58,22.68,18.96,0.42,135.33,2024-07-19 05:45:00,0.6,0.74,2.74,0.81
5.67,15.48,,,0.42,,36.58,22.69,18.96,0.48,164.72,2024-07-19 06:00:00,0.6,0.75,2.73,0.79
6.18,16.79,,,0.47,,38.06,22.68,18.96,0.41,264.17,2024-07-19 06:15:00,0.6,0.75,2.76,0.79
6.18,16.79,,,0.53,,41.3,22.55,18.96,0.5,166.93,2024-07-19 06:30:00,0.6,0.73,2.75,0.8
6.18,16.79,,,0.6,,31.11,22.29,18.96,0.69,178.53,2024-07-19 06:45:00,0.6,0.72,2.75,0.81
,,,,,,,,,0.5,,2024-07-19 08:45:00,,,,
,,,,,,,,,0.69,,2024-07-19 09:00:00,,,,
,,,,,,,,,0.64,,2024-07-19 09:15:00,,,,
5.29,14.4,14.72,15.05,0.24,19.97,27.76,23.72,18.96,0.3,166.73,2024-07-19 09:30:00,0.63,0.76,3.24,0.96
5.29,14.4,11.67,14.18,0.31,17.04,26.48,23.6,18.96,0.35,162.43,2024-07-19 09:45:00,0.61,0.69,2.68,0.83
5.97,16.26,10.35,14.02,0.29,15.87,42.93,23.82,18.96,0.76,196.07,2024-07-19 10:00:00,0.6,0.7,2.49,0.8
6.61,17.96,11.31,14.41,0.28,16.86,38.06,23.72,18.96,0.64,193.53,2024-07-19 10:15:00,0.62,0.78,2.98,0.95
6.61,17.96,12.55,16.01,0.35,18.72,39.95,24.09,18.96,0.27,320.53,2024-07-19 10:30:00,0.62,0.78,2.83,0.96
6.61,17.96,10.15,16.04,0.34,16.79,37.61,24.16,18.96,0.32,6.5,2024-07-19 10:45:00,0.6,0.77,2.66,0.95
6.02,16.38,13.98,14.25,0.37,18.94,41.43,23.96,18.96,0.12,133.51,2024-07-19 11:00:00,0.6,0.77,2.74,1.02
5.44,14.81,10.74,13.15,0.41,15.73,46.75,24.37,18.96,0.51,354.74,2024-07-19 11:15:00,0.61,0.79,2.92,1.11
5.44,14.81,15.64,11.25,0.42,18.7,42.18,24.57,18.96,0.24,165.43,2024-07-19 11:30:00,0.62,0.81,2.97,1.08
5.44,14.81,12.18,13.64,0.48,17.16,51.33,24.26,18.96,0.1,149.55,2024-07-19 11:45:00,0.6,0.84,3.2,1.05
5.16,14.01,14.51,13.94,0.48,19.21,42.0,24.29,18.97,0.09,157.05,2024-07-19 12:00:00,0.6,0.84,3.17,1.03
4.88,13.29,16.17,13.86,0.53,20.52,44.18,25.03,20.6,0.15,18.0,2024-07-19 12:15:00,0.6,0.78,2.72,0.95
4.88,13.29,13.93,14.41,0.66,18.99,44.85,24.59,18.98,0.6,333.69,2024-07-19 12:30:00,0.6,0.75,2.6,0.92
4.88,13.29,14.26,13.99,0.62,19.04,35.37,24.41,18.98,0.16,199.46,2024-07-19 12:45:00,0.61,0.74,2.68,0.92
4.66,12.68,14.54,15.58,0.55,20.1,29.78,24.03,18.98,0.19,187.11,2024-07-19 13:00:00,0.62,0.75,2.83,0.95
4.42,12.04,13.88,15.92,0.54,19.75,27.49,24.23,18.98,0.36,347.18,2024-07-19 13:15:00,0.62,0.74,2.89,1.02
4.42,12.04,12.67,15.11,0.54,18.34,35.7,24.22,18.98,0.1,70.29,2024-07-19 13:30:00,0.61,0.73,2.8,1.06
4.42,12.04,14.08,15.54,0.48,19.72,25.02,24.26,18.98,0.06,104.8,2024-07-19 13:45:00,0.61,0.72,2.81,1.09
4.2,11.4,12.94,15.61,0.45,18.82,18.77,24.39,18.98,0.37,342.27,2024-07-19 14:00:00,0.61,0.72,2.85,1.09
3.92,10.7,12.64,15.28,0.41,18.4,15.58,24.44,18.98,0.07,86.87,2024-07-19 14:15:00,0.6,0.72,2.89,1.07
3.92,10.7,14.41,15.7,0.38,20.07,14.53,24.3,18.98,0.32,344.18,2024-07-19 14:30:00,0.6,0.72,2.92,1.05
3.92,10.7,15.15,15.89,0.39,20.77,15.68,24.33,18.97,0.23,3.97,2024-07-19 14:45:00,0.6,0.73,2.94,1.01
4.1,11.18,13.65,15.37,0.36,19.28,34.91,24.48,18.96,0.06,258.72,2024-07-19 15:00:00,0.6,0.74,2.93,1.02
4.25,11.58,14.0,15.11,0.24,19.42,35.05,24.6,18.96,0.13,42.8,2024-07-19 15:15:00,0.6,0.79,3.2,1.1
4.25,11.58,14.66,14.74,0.25,19.76,36.58,24.63,18.96,0.15,115.81,2024-07-19 15:30:00,0.6,0.85,3.36,1.12
4.25,11.58,15.16,14.52,0.3,20.05,35.41,24.87,18.96,0.05,51.17,2024-07-19 15:45:00,0.6,0.84,3.12,1.03
4.75,12.93,9.84,14.43,0.33,15.67,35.77,24.68,18.96,0.21,127.17,2024-07-19 16:00:00,0.61,0.85,3.17,0.99
5.25,14.28,11.41,14.23,0.32,16.85,42.93,24.43,18.96,0.16,315.15,2024-07-19 16:15:00,0.61,0.83,2.98,0.98
5.25,14.28,13.18,15.01,0.37,18.7,44.04,24.3,18.96,0.06,2.13,2024-07-19 16:30:00,0.61,0.8,2.81,1.05
5.25,14.28,13.01,13.83,0.39,17.94,48.31,24.27,18.96,0.11,315.24,2024-07-19 16:45:00,0.62,0.8,2.98,1.2
4.69,12.76,13.45,14.55,0.41,18.68,43.2,24.37,18.96,0.24,201.28,2024-07-19 17:00:00,0.6,0.79,2.95,1.24
4.13,11.25,10.82,13.61,0.45,16.03,33.08,24.23,18.96,0.36,199.63,2024-07-19 17:15:00,0.62,0.78,2.86,1.21
4.13,11.25,13.14,14.23,0.46,18.25,34.75,23.9,18.96,0.1,202.4,2024-07-19 17:30:00,0.63,0.77,2.8,1.24
4.13,11.25,14.42,14.65,0.52,19.52,46.49,23.95,18.96,0.38,170.22,2024-07-19 17:45:00,0.61,0.77,2.76,1.28
4.19,11.4,14.13,16.91,0.57,20.49,47.47,23.98,18.96,0.41,171.63,2024-07-19 18:00:00,0.61,0.78,2.7,1.22
4.25,11.57,15.83,16.13,0.72,21.45,30.82,23.94,18.97,0.28,167.93,2024-07-19 18:15:00,0.61,0.77,2.68,1.12
4.25,11.57,14.78,15.36,0.62,20.19,25.46,23.68,18.97,0.13,130.65,2024-07-19 18:30:00,0.6,0.74,2.83,1.28
4.25,11.57,15.08,15.08,0.66,20.28,21.28,23.57,18.97,0.39,211.86,2024-07-19 18:45:00,0.6,0.72,2.93,1.46
8.6,23.06,16.54,14.71,0.63,21.27,9.65,23.42,18.97,0.24,243.85,2024-07-19 19:00:00,0.6,0.72,2.73,1.3
12.95,35.08,14.48,15.12,0.56,19.82,9.59,23.36,18.97,0.09,252.49,2024-07-19 19:15:00,0.63,0.71,3.04,1.38
12.95,35.08,14.55,16.44,0.52,20.57,8.19,23.27,18.97,0.22,231.75,2024-07-19 19:30:00,0.65,0.72,3.26,1.54
12.95,35.08,12.59,15.78,0.5,18.64,4.08,23.22,18.97,0.57,203.79,2024-07-19 19:45:00,0.65,0.71,3.13,1.48
12.75,34.57,14.23,15.37,0.46,19.74,2.31,23.25,18.97,0.59,198.28,2024-07-19 20:00:00,0.65,0.71,3.2,1.55
12.56,34.04,14.39,15.52,0.43,19.95,9.04,23.31,18.97,0.52,221.07,2024-07-19 20:15:00,0.64,0.71,3.12,1.68
12.56,34.04,12.71,16.03,0.48,18.86,13.36,23.19,18.96,0.68,185.68,2024-07-19 20:30:00,0.63,0.71,2.99,1.69
12.56,34.04,11.38,14.87,0.49,17.16,5.0,23.08,18.96,0.55,160.19,2024-07-19 20:45:00,0.6,0.71,3.11,1.68
12.81,34.67,13.04,14.2,0.35,18.15,16.3,23.08,18.96,0.28,180.59,2024-07-19 21:00:00,0.62,0.74,3.45,1.84
13.04,35.34,10.61,12.77,0.23,15.42,21.19,22.53,19.33,0.12,139.56,2024-07-19 21:15:00,0.65,0.77,3.53,1.92
13.04,35.34,12.36,15.33,0.18,18.21,21.21,23.03,18.96,0.6,336.65,2024-07-19 21:30:00,0.63,0.77,3.24,1.73
13.04,35.34,14.04,15.34,0.2,19.57,17.92,23.1,18.96,0.26,290.76,2024-07-19 21:45:00,0.6,0.76,2.93,1.52
10.54,28.42,13.03,14.88,0.25,18.51,19.11,23.11,18.96,0.36,200.9,2024-07-19 22:00:00,0.6,0.76,2.91,1.44
7.92,21.5,14.14,13.82,0.24,18.85,30.18,23.08,18.96,0.1,40.45,2024-07-19 22:15:00,0.6,0.76,3.42,1.79
7.92,21.5,12.64,14.17,0.27,17.82,28.63,23.01,18.96,0.29,312.18,2024-07-19 22:30:00,0.6,0.76,3.86,2.29
7.92,21.5,12.88,14.81,0.36,18.35,26.64,22.94,18.96,0.29,359.35,2024-07-19 22:45:00,0.6,0.76,3.54,2.15
6.81,18.63,15.38,15.39,0.4,20.69,31.89,22.98,18.96,0.61,181.15,2024-07-19 23:00:00,0.6,0.76,1.72,1.67
5.74,15.61,12.66,14.89,0.43,18.21,28.18,22.96,18.96,0.59,279.38,2024-07-19 23:15:00,0.6,0.76,1.3,1.39
5.74,15.61,13.89,14.38,0.45,18.94,18.0,22.99,18.96,0.4,198.91,2024-07-19 23:30:00,0.68,0.76,2.84,1.25
5.47,14.94,15.39,13.85,0.6,19.87,30.45,22.75,18.96,0.35,206.12,2024-07-20 00:00:00,0.78,0.75,0.0,1.2
5.19,14.11,13.98,14.45,0.69,19.05,20.27,22.62,18.96,0.27,171.04,2024-07-20 00:15:00,0.75,0.74,0.0,1.06
5.19,14.11,13.75,16.42,0.7,19.91,18.66,22.61,18.96,0.37,188.52,2024-07-20 00:30:00,0.72,0.73,0.0,0.94
5.19,14.11,11.72,15.05,0.66,17.54,8.75,22.6,18.96,0.25,218.92,2024-07-20 00:45:00,0.7,0.72,0.0,0.85
5.49,14.92,14.12,15.31,0.63,19.62,12.09,22.61,18.96,0.18,309.87,2024-07-20 01:00:00,0.7,0.72,0.0,0.82
5.79,15.73,14.24,16.06,0.62,20.12,7.13,22.57,18.97,0.58,207.75,2024-07-20 01:15:00,0.7,0.72,0.0,0.83
5.79,15.73,15.33,15.48,0.58,20.7,5.94,22.49,18.97,0.24,179.79,2024-07-20 01:30:00,0.66,0.72,0.0,0.83
5.79,15.73,12.28,15.9,0.57,18.44,17.41,22.51,18.97,0.07,292.86,2024-07-20 01:45:00,0.6,0.72,0.0,0.79
5.17,14.22,14.37,15.78,0.48,20.08,31.29,22.53,18.97,0.15,293.78,2024-07-20 02:00:00,0.6,0.72,0.0,0.76
4.58,12.46,15.32,15.1,0.43,20.49,22.51,22.58,18.97,0.08,308.99,2024-07-20 02:15:00,0.6,0.72,0.0,0.74
4.58,12.46,12.19,14.67,0.45,17.71,19.9,22.57,18.96,0.58,172.04,2024-07-20 02:30:00,0.6,0.72,0.0,0.73
4.58,12.46,13.04,14.42,0.43,18.28,23.33,22.53,18.96,0.63,173.68,2024-07-20 02:45:00,0.6,0.73,0.0,0.73
4.16,11.35,12.9,14.76,0.27,18.34,30.78,22.52,18.96,0.23,167.43,2024-07-20 03:00:00,0.6,0.74,0.0,0.74
3.79,10.34,11.64,15.25,0.17,17.58,24.07,22.57,18.96,0.28,302.13,2024-07-20 03:15:00,0.6,0.75,0.0,0.73
3.79,10.34,10.03,15.12,0.14,16.2,27.08,22.62,18.96,0.36,173.28,2024-07-20 03:30:00,0.6,0.75,0.0,0.71
3.79,10.34,13.69,15.24,0.34,19.24,26.93,23.48,20.61,0.58,188.85,2024-07-20 03:45:00,0.6,0.76,0.0,0.71
3.6,9.79,11.77,14.05,0.48,17.05,38.07,22.69,18.96,0.17,270.66,2024-07-20 04:00:00,0.6,0.77,0.0,0.7
3.4,9.29,11.94,14.66,0.55,17.5,44.2,22.6,18.96,0.44,189.99,2024-07-20 04:15:00,0.6,0.75,0.0,0.67
3.4,9.29,13.49,14.72,0.61,18.8,47.77,22.4,18.96,0.5,186.9,2024-07-20 04:30:00,0.6,0.74,0.0,0.64
3.4,9.29,13.12,14.6,0.66,18.43,35.43,22.34,18.96,0.1,113.29,2024-07-20 04:45:00,0.6,0.74,0.0,0.64
3.37,9.19,12.44,14.67,0.69,17.92,37.63,22.37,18.96,0.16,217.62,2024-07-20 05:00:00,0.6,0.74,0.0,0.63
3.33,9.1,13.1,14.68,0.74,18.46,43.79,22.41,18.96,0.31,203.23,2024-07-20 05:15:00,0.6,0.72,0.0,0.61
3.33,9.1,14.26,14.44,0.81,19.28,38.66,22.43,18.96,0.55,183.15,2024-07-20 05:30:00,0.6,0.69,0.0,0.57
3.33,9.1,12.47,14.78,0.85,18.0,34.3,22.38,18.96,0.47,209.42,2024-07-20 05:45:00,0.6,0.64,0.0,0.53
3.71,10.18,16.01,15.34,0.89,21.18,30.43,22.33,18.97,0.57,178.53,2024-07-20 06:00:00,0.6,0.46,0.0,0.43
4.1,11.17,13.58,14.99,0.95,19.01,32.58,22.32,18.97,0.13,261.12,2024-07-20 06:15:00,0.6,0.3,0.0,0.32
4.1,11.17,15.32,15.0,0.99,20.43,11.84,22.4,18.97,0.22,258.08,2024-07-20 06:30:00,0.6,0.3,0.0,0.3
4.1,11.17,14.99,15.28,0.93,20.32,13.32,22.62,18.98,0.15,199.78,2024-07-20 06:45:00,0.6,0.3,0.0,0.3
6.72,18.25,17.73,15.22,0.74,22.51,34.8,23.52,18.96,0.43,200.31,2024-07-20 11:45:00,0.6,0.3,0.0,0.3
5.79,16.04,15.52,14.29,0.69,20.22,45.52,23.48,18.96,0.51,188.39,2024-07-20 12:00:00,0.6,0.3,0.0,0.3
4.9,13.34,13.38,14.79,0.83,18.75,36.23,23.83,18.96,0.21,186.23,2024-07-20 12:15:00,0.6,0.3,0.0,0.3
4.9,13.34,9.58,15.17,1.15,15.86,73.0,24.02,18.96,0.47,202.97,2024-07-20 12:30:00,0.6,0.3,0.0,0.3
4.9,13.34,11.75,13.51,1.51,16.74,28.0,23.94,18.96,0.26,193.09,2024-07-20 12:45:00,0.6,0.3,0.0,0.3
4.37,11.87,11.04,13.34,1.91,16.08,46.79,23.69,18.94,0.18,260.45,2024-07-20 13:00:00,0.6,0.3,0.0,0.3
3.88,10.59,11.59,12.8,2.29,16.23,54.0,23.55,18.94,0.37,195.37,2024-07-20 13:15:00,0.6,0.3,0.0,0.3
3.88,10.59,8.39,12.63,2.53,13.54,36.0,23.57,18.94,0.41,331.94,2024-07-20 13:30:00,0.6,0.3,0.0,0.3
3.88,10.59,10.48,12.44,2.65,15.14,29.89,23.61,18.94,0.37,175.05,2024-07-20 13:45:00,0.6,0.3,0.0,0.3
3.96,10.79,17.04,11.51,2.73,19.97,38.38,23.48,18.94,0.46,193.7,2024-07-20 14:00:00,0.6,0.3,0.0,0.3
4.04,11.0,13.9,10.47,2.59,16.87,41.96,23.84,18.96,0.24,199.98,2024-07-20 14:15:00,0.6,0.3,0.0,0.3
4.04,11.0,11.03,11.98,2.02,15.34,41.64,24.1,18.96,0.53,174.46,2024-07-20 14:30:00,0.6,0.3,0.0,0.3
4.04,11.0,13.9,12.54,1.36,17.97,41.06,23.96,18.96,0.41,185.13,2024-07-20 14:45:00,0.6,0.3,0.0,0.3
5.04,13.85,14.03,14.11,0.98,18.91,41.02,23.67,18.96,0.38,182.87,2024-07-20 15:00:00,0.6,0.3,0.0,0.3
6.05,16.45,11.83,15.35,0.59,17.79,45.75,23.78,18.96,0.14,134.84,2024-07-20 15:15:00,0.6,0.3,0.0,0.3
6.05,16.45,13.74,15.05,0.21,19.18,40.63,23.68,18.96,0.09,14.35,2024-07-20 15:30:00,0.6,0.3,0.0,0.3
6.05,16.45,11.31,14.95,0.03,17.15,49.76,23.57,18.96,0.13,140.69,2024-07-20 15:45:00,0.6,0.3,0.0,0.3
7.06,19.29,15.37,15.72,0.0,20.86,33.5,23.44,18.96,0.37,221.17,2024-07-20 16:00:00,0.6,0.3,0.0,0.3
8.07,21.89,13.0,15.08,0.0,18.59,38.28,23.34,18.96,0.47,158.33,2024-07-20 16:15:00,0.6,0.3,0.0,0.3
8.07,21.89,13.8,14.05,0.0,18.7,41.63,23.31,18.96,0.37,208.18,2024-07-20 16:30:00,0.6,0.3,0.0,0.3
8.07,21.89,13.23,14.55,0.0,18.5,35.28,23.37,18.96,0.31,187.35,2024-07-20 16:45:00,0.6,0.3,0.0,0.3
10.29,28.04,13.75,14.44,0.0,18.86,35.25,23.41,18.96,0.34,185.42,2024-07-20 17:00:00,0.6,0.3,0.0,0.3
12.51,33.9,12.66,13.44,0.11,17.44,34.08,23.38,18.96,0.46,186.89,2024-07-20 17:15:00,0.6,0.3,0.0,0.3
12.51,33.9,13.77,14.04,0.32,18.66,34.0,23.31,18.96,0.54,201.3,2024-07-20 17:30:00,0.6,0.3,0.0,0.3
12.51,33.9,13.3,13.63,0.55,18.06,33.94,23.21,18.96,0.48,200.77,2024-07-20 17:45:00,0.6,0.3,0.0,0.3
10.43,27.73,11.62,14.15,1.1,16.98,34.49,23.0,18.95,0.41,171.89,2024-07-20 18:00:00,0.6,0.3,0.0,0.3
8.14,22.09,12.09,13.18,1.55,16.84,33.0,22.92,18.94,0.27,217.76,2024-07-20 18:15:00,0.6,0.3,0.0,0.3
8.14,22.09,10.07,10.25,1.95,13.63,37.01,22.73,18.94,0.55,174.21,2024-07-20 18:30:00,0.6,0.3,0.0,0.3
8.14,22.09,10.33,11.4,2.16,14.47,53.49,22.67,18.94,0.19,214.42,2024-07-20 18:45:00,0.6,0.3,0.0,0.3
7.18,19.62,7.23,12.88,2.3,12.73,30.69,22.71,18.94,0.14,211.53,2024-07-20 19:00:00,0.6,0.3,0.0,0.3
6.27,17.03,9.72,12.37,2.37,14.49,28.37,22.77,18.94,0.15,255.59,2024-07-20 19:15:00,0.6,0.3,0.0,0.3
6.27,17.03,13.68,9.73,2.45,16.3,29.21,22.78,18.94,0.25,183.59,2024-07-20 19:30:00,0.6,0.3,0.0,0.3
6.27,17.03,12.91,9.51,2.44,15.56,26.9,22.78,18.94,0.44,9.12,2024-07-20 19:45:00,0.6,0.3,0.0,0.3
5.5,14.85,10.96,11.3,2.39,14.93,30.75,22.74,18.95,0.45,142.07,2024-07-20 20:00:00,0.6,0.3,0.0,0.3
4.73,12.86,14.31,11.68,2.26,17.85,34.08,22.73,18.96,0.24,108.42,2024-07-20 20:15:00,0.6,0.3,0.0,0.3
4.73,12.86,12.79,16.21,1.71,19.01,35.96,22.71,18.96,0.6,158.79,2024-07-20 20:30:00,0.6,0.3,0.0,0.3
4.73,12.86,13.65,14.98,1.02,19.07,32.8,22.68,18.96,0.2,335.14,2024-07-20 20:45:00,0.6,0.3,0.0,0.3
6.09,16.36,14.44,14.35,0.64,19.37,19.52,22.68,18.96,0.59,189.65,2024-07-20 21:00:00,0.6,0.3,0.0,0.3
7.68,20.85,14.66,14.7,0.18,19.74,27.74,22.66,18.96,0.67,197.66,2024-07-20 21:15:00,0.6,0.3,0.0,0.3
7.68,20.85,13.9,13.82,0.01,18.65,27.36,22.68,18.96,0.47,171.42,2024-07-20 21:30:00,0.6,0.3,0.0,0.3
7.68,20.85,14.69,11.66,0.0,18.14,28.54,22.59,18.96,0.27,128.2,2024-07-20 21:45:00,0.6,0.3,0.0,0.3
7.06,19.29,15.41,11.67,0.0,18.73,26.79,22.58,18.96,0.35,256.23,2024-07-20 22:00:00,0.6,0.3,0.0,0.3
6.5,17.65,15.29,12.79,0.0,19.23,31.52,22.57,18.96,0.5,195.72,2024-07-20 22:15:00,0.6,0.3,0.0,0.3
6.5,17.65,14.28,14.3,0.0,19.21,43.57,22.51,18.96,0.25,196.07,2024-07-20 22:30:00,0.6,0.3,0.0,0.3
6.5,17.65,13.65,12.64,0.0,17.82,36.75,22.52,18.96,0.28,182.73,2024-07-20 22:45:00,0.6,0.3,0.0,0.3
8.81,23.91,13.48,14.41,0.0,18.62,37.74,22.56,18.96,0.43,164.98,2024-07-20 23:00:00,0.6,0.3,0.0,0.3
11.02,29.87,12.04,17.21,0.0,18.94,31.7,22.53,18.96,0.25,150.17,2024-07-20 23:15:00,0.6,0.3,0.0,0.3
11.02,29.87,12.13,13.61,0.08,17.1,16.0,22.51,18.96,0.35,179.01,2024-07-20 23:30:00,0.6,0.3,0.0,0.3
8.97,24.01,11.31,13.13,0.81,16.19,21.82,22.45,18.94,0.19,246.55,2024-07-21 00:00:00,0.6,0.3,0.0,0.3
6.93,18.82,11.3,12.64,0.95,15.91,27.89,22.38,18.94,0.42,195.26,2024-07-21 00:15:00,0.6,0.3,0.0,0.3
6.93,18.82,11.44,12.75,1.33,16.08,33.0,22.33,18.94,0.59,183.07,2024-07-21 00:30:00,0.6,0.3,0.0,0.3
6.93,18.82,7.85,12.3,1.65,12.92,27.61,22.27,18.94,0.22,176.01,2024-07-21 00:45:00,0.6,0.3,0.0,0.3
6.17,16.81,12.26,9.53,1.76,15.04,16.82,22.23,18.94,0.15,239.22,2024-07-21 01:00:00,0.6,0.3,0.0,0.3
5.44,14.79,12.7,10.99,1.81,16.17,21.98,22.26,18.94,0.34,180.79,2024-07-21 01:15:00,0.6,0.3,0.0,0.3
5.44,14.79,10.82,11.12,1.87,14.71,22.28,22.32,18.94,0.13,75.3,2024-07-21 01:30:00,0.6,0.3,0.0,0.3
5.44,14.79,12.1,9.55,1.95,14.92,23.36,22.37,18.94,0.26,220.15,2024-07-21 01:45:00,0.6,0.3,0.0,0.3
5.1,13.86,10.02,11.01,1.79,14.01,27.66,22.44,18.96,0.26,97.06,2024-07-21 02:00:00,0.6,0.3,0.0,0.3
4.78,13.01,11.2,12.52,1.53,15.77,27.25,22.49,18.96,0.64,162.0,2024-07-21 02:15:00,0.6,0.3,0.0,0.3
