pm2.5,pm10,no,no2,so2,co,nox,ozone,ws,wd,timestamp,nh3,benzene,eth_benzene,toluene,mp_xylene
78.12,131.72,37.58,44.7,48.51,32.07,53.49,15.0,0.54,114.84,2016-10-28 04:00:00,5.07,14.84,,92.79,22.43
78.12,131.72,37.98,42.94,44.39,33.85,52.89,21.06,0.48,159.88,2016-10-28 04:15:00,5.78,14.73,,92.19,24.27
78.12,131.72,22.17,36.19,38.9,33.77,36.69,12.72,0.43,222.76,2016-10-28 04:30:00,4.3,14.6,,92.17,24.28
78.65,131.36,44.08,43.73,37.57,32.14,58.2,24.75,0.51,159.32,2016-10-28 04:45:00,6.76,14.73,,91.42,22.33
84.01,127.7,50.75,43.48,31.99,33.23,63.42,14.48,0.21,183.27,2016-10-28 05:00:00,6.75,14.42,,101.37,23.79
84.01,127.7,35.6,42.77,29.08,33.45,50.89,28.68,0.54,59.17,2016-10-28 05:15:00,4.98,14.94,,128.84,23.93
84.01,127.7,26.82,41.61,30.04,32.46,43.24,28.69,0.05,306.67,2016-10-28 05:30:00,4.61,14.92,,119.33,22.3
83.62,128.54,19.79,40.65,33.3,34.58,37.11,50.62,0.09,13.48,2016-10-28 05:45:00,3.54,14.87,,116.85,24.33
79.6,137.2,16.52,39.23,38.99,33.77,33.75,48.41,0.68,3.85,2016-10-28 06:00:00,3.71,14.93,,116.06,22.79
79.6,137.2,6.96,39.07,62.21,34.25,25.99,57.94,0.52,337.54,2016-10-28 06:15:00,3.0,14.91,,115.08,22.85
79.6,137.2,17.03,42.17,75.57,34.15,35.69,25.4,0.43,100.19,2016-10-28 06:30:00,3.42,14.51,,112.17,22.66
78.58,134.47,33.69,39.69,62.63,36.88,47.75,19.47,0.63,170.25,2016-10-28 06:45:00,4.52,13.76,,110.86,24.85
68.14,106.52,28.93,38.1,45.61,37.3,43.11,16.73,0.36,132.77,2016-10-28 07:00:00,3.98,13.31,,108.79,24.93
68.14,106.52,22.64,40.92,43.52,36.05,39.54,15.26,0.34,164.49,2016-10-28 07:15:00,4.53,13.87,,102.32,24.39
68.14,106.52,22.15,40.99,52.3,35.34,39.18,16.89,0.47,92.98,2016-10-28 07:30:00,4.39,13.43,,98.45,24.04
69.01,108.31,19.43,43.43,70.71,35.89,38.27,16.79,0.44,105.12,2016-10-28 07:45:00,3.85,13.37,,98.23,24.28
77.95,126.57,16.72,44.55,167.37,36.53,36.68,17.21,0.57,118.83,2016-10-28 08:00:00,4.04,13.53,,97.81,24.57
77.95,126.57,9.3,41.26,116.28,37.13,29.01,21.64,0.82,140.84,2016-10-28 08:15:00,3.56,13.3,,97.63,24.8
77.95,126.57,6.22,36.87,70.92,37.94,24.26,25.26,1.01,143.53,2016-10-28 08:30:00,2.99,13.12,,98.23,25.17
76.88,125.04,5.9,33.27,68.92,38.63,22.11,29.59,0.77,153.05,2016-10-28 08:45:00,2.48,13.09,,98.78,25.43
65.92,109.3,11.49,50.21,33.67,37.15,35.44,34.67,0.79,105.02,2016-10-28 09:00:00,3.69,12.92,,98.44,23.47
65.92,109.3,9.36,60.01,,38.08,38.86,44.33,0.71,103.09,2016-10-28 09:15:00,4.25,12.95,,96.07,25.02
65.92,109.3,11.42,65.04,,37.02,43.14,49.05,1.01,96.07,2016-10-28 09:30:00,4.0,12.86,,92.31,24.58
66.61,111.05,7.47,63.45,,35.05,39.14,78.84,0.47,250.71,2016-10-28 09:45:00,4.79,12.88,,91.0,22.52
73.63,128.93,5.78,66.54,,36.82,39.4,99.78,0.48,247.3,2016-10-28 10:00:00,4.77,13.18,,91.2,24.63
73.63,128.93,4.71,63.74,,37.14,37.08,104.68,0.59,248.26,2016-10-28 10:15:00,4.33,13.31,,92.21,24.88
73.63,128.93,2.54,60.24,184.25,36.94,33.51,126.91,1.14,238.41,2016-10-28 10:30:00,3.71,13.35,,91.89,24.84
74.34,131.76,2.45,52.6,137.01,35.54,29.45,151.52,1.22,234.98,2016-10-28 10:45:00,3.76,13.41,,89.31,24.38
81.57,160.82,1.94,48.63,94.48,35.66,26.96,176.15,0.97,262.86,2016-10-28 11:00:00,3.39,13.31,,90.68,24.52
81.57,160.82,0.97,46.23,78.88,35.46,24.9,174.09,0.91,246.22,2016-10-28 11:15:00,3.41,13.07,,89.46,24.48
81.57,160.82,0.58,36.24,69.57,32.34,19.37,171.92,1.04,239.6,2016-10-28 11:30:00,2.57,12.48,,85.05,21.72
54.68,156.06,1.15,36.69,56.62,30.16,20.09,161.96,0.86,246.7,2016-10-28 11:45:00,2.33,11.83,,79.47,20.43
54.68,107.26,1.77,38.07,50.05,29.98,21.17,153.73,0.23,39.17,2016-10-28 12:00:00,1.92,11.0,,75.13,21.02
44.75,82.87,3.85,39.86,,0.95,23.82,148.76,1.1,66.42,2016-10-28 13:15:00,2.85,,,,
44.75,82.87,5.13,33.02,78.87,26.21,21.34,140.61,1.46,86.01,2016-10-28 13:30:00,2.05,7.55,,63.98,18.14
44.37,84.06,0.79,34.71,133.32,24.25,18.26,155.59,1.12,38.12,2016-10-28 13:45:00,1.55,7.16,,61.07,16.6
40.46,96.29,2.64,31.12,70.0,24.65,18.38,157.87,0.27,74.52,2016-10-28 14:00:00,2.07,6.83,,59.73,17.35
40.46,96.29,0.81,29.41,72.17,23.76,15.96,167.37,1.0,347.72,2016-10-28 14:15:00,2.2,6.54,,58.01,16.75
49.82,99.36,1.5,,66.9,36.11,,164.58,,,2016-10-29 12:15:00,,8.7,,,
49.82,99.36,3.36,38.86,139.04,35.38,22.71,157.59,0.93,44.41,2016-10-29 12:30:00,1.99,8.11,,94.53,23.74
50.05,97.94,5.11,39.28,,34.95,24.51,126.78,1.2,92.62,2016-10-29 12:45:00,2.75,7.76,,94.55,23.32
52.41,83.37,1.49,31.15,65.8,34.35,17.17,166.09,0.69,146.91,2016-10-29 13:00:00,1.98,7.45,,95.07,21.83
52.41,83.37,1.04,30.36,49.48,34.49,16.43,167.62,0.66,166.05,2016-10-29 13:15:00,1.65,7.04,,94.96,22.81
52.41,83.37,3.99,35.7,44.63,32.65,21.86,161.83,1.15,74.61,2016-10-29 13:30:00,2.32,6.4,,96.46,21.9
51.17,83.06,1.31,31.63,61.46,30.95,17.21,172.78,0.46,62.32,2016-10-29 13:45:00,2.07,5.83,,98.09,20.93
38.45,79.85,6.27,38.76,66.57,30.1,25.28,135.76,1.39,56.61,2016-10-29 14:15:00,2.74,5.3,,90.84,20.29
38.45,79.85,1.95,32.13,78.34,25.84,18.35,175.42,1.02,269.39,2016-10-29 14:30:00,2.35,4.39,,75.75,17.84
39.2,79.14,1.35,29.81,67.46,21.45,16.62,210.49,0.64,268.63,2016-10-29 14:45:00,2.32,4.19,,62.16,14.48
46.7,72.41,0.7,,65.52,22.32,,136.0,,,2016-10-29 15:45:00,,3.23,,,
44.33,78.71,0.22,31.48,68.33,23.32,16.3,146.56,0.95,267.47,2016-10-29 16:00:00,2.36,3.13,,55.25,16.19
44.33,78.71,,30.27,53.19,24.12,15.24,177.14,0.81,276.34,2016-10-29 16:15:00,1.96,3.03,,55.98,16.54
44.33,78.71,0.95,40.11,,25.24,21.15,163.9,0.78,299.19,2016-10-29 16:30:00,2.27,2.97,,57.22,17.21
43.97,78.95,0.49,41.51,69.74,25.91,21.58,159.32,0.82,268.9,2016-10-29 16:45:00,1.92,2.97,,57.04,17.74
40.31,81.43,0.64,39.0,46.59,26.27,20.46,157.26,0.9,258.62,2016-10-29 17:00:00,2.5,2.91,,56.48,17.9
40.31,81.43,1.19,39.49,47.01,28.17,21.21,134.76,0.81,283.94,2016-10-29 17:15:00,3.13,3.04,,58.6,19.08
40.31,81.43,1.61,51.12,60.64,30.06,28.0,112.33,0.73,275.32,2016-10-29 17:30:00,2.42,3.11,,61.34,20.37
41.41,82.92,2.56,42.65,42.0,31.21,24.33,142.52,0.9,262.52,2016-10-29 17:45:00,2.17,3.27,,63.49,21.26
52.69,98.21,0.77,46.48,30.2,31.95,24.09,148.37,1.16,248.3,2016-10-29 18:00:00,3.07,3.46,,65.69,21.7
52.69,98.21,0.92,46.71,29.84,29.76,25.09,131.16,1.02,239.05,2016-10-29 18:15:00,2.95,3.72,,64.54,19.4
52.69,98.21,1.75,50.7,30.13,31.53,27.9,113.6,0.98,240.01,2016-10-29 18:30:00,3.47,3.84,,65.46,21.47
52.34,98.21,1.12,46.61,28.07,30.23,24.75,121.08,0.93,242.55,2016-10-29 18:45:00,2.82,4.35,,65.33,19.81
48.71,115.91,0.05,45.25,23.74,32.73,23.09,109.58,0.92,255.35,2016-10-29 19:00:00,2.96,4.57,,66.85,22.28
48.71,115.91,1.21,48.6,22.22,32.58,26.37,101.51,0.97,271.21,2016-10-29 19:15:00,3.17,4.76,,66.72,22.23
48.71,115.91,1.97,45.7,20.93,30.37,25.46,96.19,0.96,271.87,2016-10-29 19:30:00,2.91,5.3,,62.71,21.2
48.71,117.09,0.71,44.58,21.05,30.97,23.87,99.55,1.04,263.33,2016-10-29 19:45:00,3.06,5.49,,63.78,21.53
72.34,129.2,1.61,44.56,21.45,31.45,24.57,92.88,0.66,247.75,2016-10-29 20:00:00,3.34,5.58,,65.2,21.71
72.34,129.2,0.9,40.41,21.87,32.06,21.83,82.55,0.59,269.1,2016-10-29 20:15:00,2.75,5.71,,66.52,21.96
72.34,129.2,3.32,47.88,21.34,32.15,27.68,46.74,0.56,264.63,2016-10-29 20:30:00,3.63,5.79,,66.69,22.0
73.63,130.98,3.07,49.13,22.31,32.39,28.13,53.4,0.63,246.76,2016-10-29 20:45:00,3.43,5.82,,67.2,22.01
86.83,149.2,5.37,54.69,23.23,33.12,32.88,42.65,0.2,333.46,2016-10-29 21:00:00,4.09,6.04,,68.69,22.49
86.83,149.2,5.32,58.4,39.21,33.4,34.78,64.42,0.36,197.39,2016-10-29 21:15:00,4.25,6.12,,69.58,22.61
86.83,149.2,50.43,67.8,36.31,32.78,75.86,35.36,0.62,155.61,2016-10-29 21:30:00,7.82,6.58,,89.02,21.6
90.24,155.04,24.95,61.26,35.75,34.86,52.01,13.94,0.53,158.5,2016-10-29 21:45:00,4.89,7.06,,84.36,24.13
125.23,214.82,34.45,61.95,45.17,36.09,60.0,16.17,0.49,144.02,2016-10-29 22:00:00,6.2,9.95,,102.55,25.2
125.23,214.82,16.97,50.31,51.63,36.65,39.89,16.32,0.5,160.3,2016-10-29 22:15:00,5.18,9.54,,114.88,25.49
125.23,214.82,16.21,53.52,42.14,37.82,40.96,13.33,0.29,166.49,2016-10-29 22:30:00,5.23,10.75,,156.69,26.29
127.27,218.0,22.76,53.04,37.21,37.29,45.96,13.72,0.31,163.14,2016-10-29 22:45:00,4.61,11.42,,149.38,26.08
148.23,250.52,35.8,56.14,32.92,34.52,58.04,11.63,0.53,150.22,2016-10-29 23:00:00,5.45,12.95,,148.35,25.02
148.23,250.52,47.39,55.85,39.78,34.0,67.18,15.79,0.45,161.25,2016-10-29 23:15:00,7.83,13.44,,145.6,24.85
148.23,250.52,15.39,52.35,34.82,32.4,39.69,10.89,0.47,176.14,2016-10-29 23:30:00,4.23,13.7,,153.8,23.05
146.88,247.94,11.75,51.08,35.13,34.16,36.11,11.75,0.2,177.06,2016-10-29 23:45:00,4.57,14.46,,206.27,25.4
132.98,221.5,27.53,48.85,22.68,33.55,47.6,15.48,0.36,175.32,2016-10-30 00:00:00,5.43,14.15,,199.17,25.07
132.98,221.5,39.64,50.88,28.04,32.68,58.37,15.26,0.46,216.38,2016-10-30 00:15:00,6.03,14.05,,187.91,24.58
132.98,221.5,29.58,52.98,37.31,30.9,51.4,20.14,0.19,218.4,2016-10-30 00:30:00,7.45,14.24,,177.82,23.84
132.86,220.47,36.05,51.63,36.74,31.15,55.89,22.02,0.66,147.95,2016-10-30 00:45:00,7.22,14.53,,209.58,22.55
131.61,209.87,28.05,51.38,34.81,32.15,49.34,12.94,0.5,157.32,2016-10-30 01:00:00,6.68,16.32,,320.48,24.9
131.61,209.87,30.01,50.83,34.88,32.81,50.62,11.91,0.54,174.04,2016-10-30 01:15:00,5.8,16.89,,338.45,25.45
131.61,209.87,22.86,47.62,34.1,32.97,43.21,11.88,0.09,354.14,2016-10-30 01:30:00,5.26,17.31,,322.73,25.6
132.56,211.87,21.63,48.48,33.57,33.12,42.68,12.47,0.56,66.94,2016-10-30 01:45:00,4.55,17.34,,310.64,25.75
142.3,232.39,24.43,52.77,48.99,31.56,47.16,19.37,0.82,37.95,2016-10-30 02:00:00,4.58,17.28,,298.24,23.7
142.3,232.39,24.28,48.93,78.75,32.92,45.03,18.17,0.52,21.12,2016-10-30 02:15:00,3.67,17.17,,284.1,25.61
142.3,232.39,23.51,45.19,73.63,33.08,42.47,17.17,0.22,141.94,2016-10-30 02:30:00,4.42,16.68,,272.48,25.61
140.48,228.5,18.16,41.65,63.11,31.47,36.32,14.68,0.22,160.08,2016-10-30 02:45:00,3.86,16.36,,259.69,23.3
121.81,188.69,19.32,41.6,36.27,31.75,37.23,13.88,0.35,106.07,2016-10-30 03:00:00,4.55,16.2,,250.66,23.24
121.81,188.69,23.87,43.52,36.13,33.53,41.88,14.8,0.68,26.06,2016-10-30 03:15:00,4.23,16.07,,241.92,25.35
121.81,188.69,20.9,39.02,35.67,31.79,37.14,17.3,0.9,34.92,2016-10-30 03:30:00,3.67,16.01,,231.01,23.31
119.88,186.3,20.53,41.9,45.33,33.87,38.35,17.41,0.88,26.8,2016-10-30 03:45:00,4.32,16.06,,224.91,25.43
100.0,161.73,29.47,41.26,48.63,33.64,45.19,22.68,0.23,314.84,2016-10-30 04:00:00,4.67,15.84,,215.38,25.24
100.0,161.73,31.77,42.66,45.05,33.61,47.77,21.01,0.48,139.96,2016-10-30 04:15:00,5.16,15.66,,204.67,25.07
100.0,161.73,31.15,38.48,38.87,33.94,45.09,16.62,0.49,161.24,2016-10-30 04:30:00,5.2,15.59,,199.72,25.19
99.03,159.64,24.16,36.75,31.98,34.56,38.58,15.88,0.3,174.91,2016-10-30 04:45:00,4.92,15.54,,196.61,25.34
89.0,138.14,28.84,38.21,27.59,35.56,43.09,16.35,0.46,169.29,2016-10-30 05:00:00,5.09,15.57,,193.42,25.74
89.0,138.14,36.95,41.32,26.22,36.1,51.22,15.12,0.36,95.45,2016-10-30 05:15:00,5.63,15.49,,189.0,25.94
89.0,138.14,31.81,39.69,25.02,36.82,46.24,18.75,0.67,24.72,2016-10-30 05:30:00,4.87,15.37,,186.57,26.26
87.44,136.24,21.18,40.78,23.55,37.28,38.29,33.95,0.42,27.13,2016-10-30 05:45:00,3.42,15.16,,182.81,26.38
71.41,116.71,28.42,39.86,30.2,37.77,43.62,29.02,0.14,94.24,2016-10-30 06:00:00,4.54,14.85,,179.58,26.52
71.41,116.71,26.13,38.59,31.73,38.6,41.12,23.68,0.66,44.49,2016-10-30 06:15:00,4.47,14.62,,177.74,26.81
71.41,116.71,37.78,36.31,30.42,38.56,49.27,22.57,0.45,127.97,2016-10-30 06:30:00,4.79,14.53,,174.87,25.63
71.88,116.97,35.88,35.9,29.88,39.64,47.53,15.65,0.71,54.17,2016-10-30 06:45:00,4.75,14.38,,173.77,27.08
76.62,119.6,25.15,39.01,28.84,38.19,40.55,19.04,0.82,33.96,2016-10-30 07:00:00,4.89,14.42,,171.03,25.0
76.62,119.6,16.58,42.83,34.42,40.43,35.67,20.64,0.92,44.41,2016-10-30 07:15:00,4.04,14.43,,168.72,27.36
76.62,119.6,18.39,48.81,49.47,40.63,40.25,20.57,0.49,55.91,2016-10-30 07:30:00,3.14,14.2,,164.99,27.48
76.46,90.97,14.02,49.1,61.43,41.16,36.9,23.53,0.93,50.22,2016-10-30 07:45:00,4.24,13.88,,163.19,27.63
74.82,90.97,8.57,44.82,120.49,40.14,30.29,32.54,0.68,66.11,2016-10-30 08:00:00,3.82,13.8,,162.05,25.67
74.82,90.97,8.03,45.33,125.12,39.23,30.12,43.4,0.57,11.3,2016-10-30 08:15:00,3.44,13.24,,147.06,26.16
74.82,90.97,6.75,40.2,121.22,38.9,26.42,55.34,0.64,347.68,2016-10-30 08:30:00,3.12,12.91,,141.73,25.96
73.93,91.15,5.69,40.15,103.14,39.87,25.54,55.15,0.78,31.38,2016-10-30 08:45:00,3.04,12.76,,141.76,26.47
64.87,93.0,5.14,40.94,30.67,38.94,25.51,63.04,0.99,75.97,2016-10-30 09:00:00,2.65,12.52,,141.39,24.64
64.87,93.0,5.35,40.05,92.07,40.52,25.21,80.66,0.98,57.53,2016-10-30 09:15:00,3.47,12.2,,138.63,26.49
64.87,93.0,5.19,38.67,65.57,39.71,24.37,94.56,0.73,42.08,2016-10-30 09:30:00,2.83,11.77,,133.49,26.07
54.67,93.51,4.88,41.65,59.99,40.03,25.67,108.95,0.97,60.11,2016-10-30 09:45:00,3.15,11.57,,131.89,26.28
54.67,98.78,2.31,44.17,57.25,38.27,24.93,116.29,0.82,71.35,2016-10-30 10:00:00,2.69,11.28,,129.43,24.08
54.67,98.78,2.84,38.8,57.6,40.3,22.55,140.57,0.87,52.49,2016-10-30 10:15:00,3.09,11.09,,128.21,26.29
54.67,98.78,2.34,33.83,46.85,39.91,19.55,157.88,0.83,53.23,2016-10-30 10:30:00,3.1,10.77,,124.47,26.11
53.97,97.71,1.85,33.82,42.22,37.13,19.16,161.0,0.77,57.72,2016-10-30 10:45:00,2.22,10.36,,119.35,23.29
46.84,86.71,0.78,31.87,30.57,34.21,17.22,172.81,1.02,70.93,2016-10-30 11:00:00,1.87,9.6,,104.26,22.79
46.84,86.71,1.31,30.04,21.97,33.2,16.75,170.96,1.03,87.28,2016-10-30 11:15:00,2.17,9.28,,99.61,22.21
46.84,86.71,0.88,29.56,17.5,31.51,16.15,199.47,1.29,55.95,2016-10-30 11:30:00,2.33,8.96,,97.37,20.27
45.88,86.48,1.28,28.97,14.15,32.06,16.17,179.9,1.51,83.4,2016-10-30 11:45:00,1.54,8.47,,94.94,20.47
35.99,84.07,1.22,25.18,17.37,30.79,14.04,176.83,1.3,81.02,2016-10-30 12:00:00,1.68,7.96,,92.37,19.57
35.99,84.07,1.31,27.71,17.21,31.8,15.51,178.56,1.42,77.11,2016-10-30 12:15:00,1.5,7.47,,90.22,20.98
35.99,84.07,1.55,25.55,15.43,31.39,14.59,194.78,1.66,79.25,2016-10-30 12:30:00,2.07,7.0,,87.63,20.71
35.11,82.17,1.25,28.08,15.08,30.88,15.56,178.37,1.47,80.0,2016-10-30 12:45:00,1.84,6.49,,85.11,20.38
26.06,62.67,0.69,28.16,14.72,28.35,15.27,174.16,1.61,83.03,2016-10-30 13:00:00,1.77,5.63,,77.44,18.8
26.06,62.67,0.27,25.96,14.02,27.97,13.22,163.61,1.27,82.55,2016-10-30 13:15:00,1.52,5.24,,75.58,18.45
26.06,62.67,1.71,29.88,13.88,27.84,16.94,172.47,1.0,110.08,2016-10-30 13:30:00,1.59,4.96,,74.52,18.4
25.98,61.99,0.63,29.18,14.1,26.0,15.59,215.7,0.76,68.53,2016-10-30 13:45:00,2.1,4.35,,68.65,17.33
25.2,54.96,0.39,26.1,13.8,20.01,13.85,179.56,0.9,92.71,2016-10-30 14:00:00,1.68,3.24,,53.78,13.8
25.2,54.96,0.16,26.55,13.94,18.42,13.54,176.13,0.74,83.3,2016-10-30 14:15:00,2.01,3.07,,51.79,12.3
25.2,54.96,,29.78,13.32,18.78,15.37,177.22,0.78,76.24,2016-10-30 14:30:00,2.13,2.94,,52.26,12.45
25.54,54.07,0.31,27.29,13.07,18.72,14.47,213.5,0.75,42.71,2016-10-30 14:45:00,1.62,2.73,,49.56,12.99
29.03,44.94,0.58,24.47,14.0,13.67,13.21,211.38,0.52,56.19,2016-10-30 15:00:00,1.79,2.33,,38.41,9.57
29.03,44.94,1.07,23.83,16.76,14.12,13.14,176.19,0.89,122.31,2016-10-30 15:15:00,1.66,2.18,,37.88,10.3
29.03,44.94,0.52,24.91,15.36,14.6,13.29,178.31,1.17,114.45,2016-10-30 15:30:00,1.51,2.19,,40.03,9.94
28.61,44.53,0.92,25.72,14.28,16.19,14.0,204.87,0.72,105.0,2016-10-30 15:45:00,2.25,2.15,,42.96,10.89
24.34,40.41,1.19,26.25,13.68,16.32,14.49,208.83,0.69,104.28,2016-10-30 16:00:00,2.45,2.06,,44.64,11.11
24.34,40.41,1.39,31.29,26.55,14.13,17.45,167.06,0.33,42.1,2016-10-30 16:15:00,1.88,1.73,,37.8,9.74
24.34,40.41,0.69,31.24,45.66,13.44,16.4,152.9,0.72,298.67,2016-10-30 16:30:00,1.92,1.62,,35.55,9.24
24.56,41.62,1.88,30.78,26.85,14.01,17.19,148.05,0.85,304.7,2016-10-30 16:45:00,1.94,1.61,,36.04,10.0
26.77,54.11,0.53,32.74,19.81,14.31,17.38,154.39,0.94,251.5,2016-10-30 17:00:00,2.6,1.71,,37.54,9.81
26.77,54.11,2.18,40.88,18.09,16.43,23.02,109.84,0.77,251.71,2016-10-30 17:15:00,3.23,1.99,,40.67,11.47
26.77,54.11,0.54,42.82,17.56,18.1,22.69,111.61,0.79,285.22,2016-10-30 17:30:00,2.69,2.13,,43.97,12.57
27.67,56.34,1.78,41.37,17.98,18.76,23.04,125.35,0.92,276.61,2016-10-30 17:45:00,2.32,2.38,,47.1,12.49
36.91,79.25,1.36,35.26,15.95,18.93,19.46,115.79,0.85,275.54,2016-10-30 18:00:00,2.47,2.9,,47.99,12.96
36.91,79.25,2.76,41.3,17.51,19.28,23.72,110.37,0.8,290.34,2016-10-30 18:15:00,3.21,3.41,,49.26,13.67
36.91,79.25,1.51,47.55,19.61,21.23,26.06,76.45,0.7,275.98,2016-10-30 18:30:00,3.14,3.66,,51.7,15.56
36.91,79.25,7.57,48.39,34.61,22.46,31.35,48.18,0.71,242.93,2016-10-30 18:45:00,3.9,3.93,,54.64,16.52
73.54,109.98,2.86,45.75,35.54,23.73,26.2,42.21,0.71,240.99,2016-10-30 19:00:00,3.54,4.45,,57.38,17.88
73.54,109.98,3.07,46.91,27.62,24.69,26.97,46.42,0.61,242.36,2016-10-30 19:15:00,2.92,4.88,,59.68,18.56
73.54,109.98,18.16,51.76,28.86,24.42,41.61,23.34,0.4,171.66,2016-10-30 19:30:00,4.5,5.36,,61.59,17.58
77.2,116.3,32.34,57.28,29.07,24.09,55.86,21.37,0.69,146.02,2016-10-30 19:45:00,5.66,6.67,,61.41,18.24
114.69,181.02,31.64,56.22,30.16,25.68,54.75,17.9,0.57,133.77,2016-10-30 20:00:00,5.8,7.33,,68.78,19.29
114.69,181.02,22.73,54.95,30.7,26.81,46.93,19.3,0.58,144.0,2016-10-30 20:15:00,5.52,8.14,,81.85,19.86
114.69,181.02,29.1,57.61,32.64,27.76,53.43,18.96,0.41,148.07,2016-10-30 20:30:00,6.03,8.77,,96.14,20.45
122.13,193.62,36.76,56.78,29.37,30.34,59.14,23.41,0.4,198.47,2016-10-30 20:45:00,6.73,10.18,,104.2,22.85
198.39,322.77,40.41,55.56,24.57,31.38,61.43,22.12,0.19,128.49,2016-10-30 21:00:00,6.19,10.59,,106.26,23.66
198.39,322.77,51.33,55.48,33.12,31.76,70.15,34.18,0.29,201.01,2016-10-30 21:15:00,8.1,11.33,,112.65,23.07
198.39,322.77,54.55,53.31,32.69,30.91,71.6,31.8,0.4,127.49,2016-10-30 21:30:00,6.68,15.83,,136.79,25.17
206.94,334.53,42.29,51.03,36.59,31.58,60.58,18.3,0.66,128.93,2016-10-30 21:45:00,6.68,17.32,,145.52,25.99
294.65,454.98,49.17,53.75,40.3,31.93,67.51,25.31,0.52,227.1,2016-10-30 22:00:00,7.22,18.96,,153.78,26.44
294.65,454.98,45.63,52.5,37.85,29.79,64.02,18.42,0.44,171.49,2016-10-30 22:15:00,7.24,20.4,,158.52,24.66
294.65,454.98,44.6,51.95,36.11,31.17,62.9,22.13,0.09,341.07,2016-10-30 22:30:00,6.48,22.38,,155.46,26.8
301.51,463.93,56.0,51.0,34.9,30.96,71.55,43.91,0.37,171.66,2016-10-30 22:45:00,7.16,24.09,,152.53,27.08
371.81,555.74,68.37,52.27,36.93,30.73,82.14,50.77,0.16,80.12,2016-10-30 23:00:00,8.54,25.37,,152.05,27.41
371.81,555.74,76.48,53.92,37.35,29.22,89.5,33.98,0.05,5.06,2016-10-30 23:15:00,9.48,27.1,,155.57,25.71
371.81,555.74,73.66,50.03,35.54,31.27,85.21,50.23,0.47,342.86,2016-10-30 23:30:00,9.15,27.47,,157.97,28.39
374.29,559.77,43.92,53.44,33.33,31.8,63.14,127.38,0.72,14.6,2016-10-30 23:45:00,7.36,28.33,,163.38,29.15
399.73,601.02,14.11,54.11,30.01,32.41,39.59,103.58,0.96,43.72,2016-10-31 00:00:00,5.8,30.0,,163.73,29.96
399.73,601.02,29.34,52.1,35.29,32.73,50.75,62.89,0.47,86.92,2016-10-31 00:15:00,5.92,29.64,,158.74,30.19
399.73,601.02,53.74,52.12,33.17,30.26,70.32,28.09,0.33,27.0,2016-10-31 00:30:00,7.72,27.9,,142.05,28.61
390.6,587.84,10.3,48.4,36.67,33.06,33.55,58.75,0.97,56.06,2016-10-31 00:45:00,5.38,28.78,,155.76,29.64
297.02,452.72,15.86,53.29,41.6,33.83,40.56,40.05,0.79,61.96,2016-10-31 01:00:00,5.87,29.16,,168.56,30.29
297.02,452.72,20.03,51.56,37.47,33.25,43.01,35.44,0.6,82.93,2016-10-31 01:15:00,5.15,27.46,,155.14,29.52
297.02,452.72,19.03,49.24,31.65,31.45,40.99,55.18,0.53,15.16,2016-10-31 01:30:00,5.52,26.96,,151.2,26.48
293.13,448.03,18.68,49.03,31.6,33.3,40.59,94.25,0.61,56.09,2016-10-31 01:45:00,5.58,26.01,,147.13,28.72
253.22,399.97,23.12,49.04,35.2,33.4,44.17,47.16,0.6,36.12,2016-10-31 02:00:00,5.32,25.66,,141.83,28.85
253.22,399.97,14.98,47.81,34.86,33.41,36.99,59.17,0.48,41.63,2016-10-31 02:15:00,4.19,25.45,,137.04,28.71
253.22,399.97,8.0,45.1,31.54,33.41,29.98,55.38,0.47,25.04,2016-10-31 02:30:00,4.26,25.28,,133.63,28.7
250.45,395.83,9.14,43.83,30.45,33.57,30.23,49.82,0.67,39.44,2016-10-31 02:45:00,4.68,25.28,,130.27,28.47
222.0,353.41,8.33,44.21,34.39,33.66,29.78,45.78,0.75,69.71,2016-10-31 03:00:00,4.28,25.24,,126.86,28.26
222.0,353.41,24.79,43.11,41.88,33.7,42.41,30.31,0.24,174.06,2016-10-31 03:15:00,4.87,25.03,,123.48,27.97
222.0,353.41,11.35,43.36,35.38,33.71,31.76,36.53,0.4,21.35,2016-10-31 03:30:00,4.27,24.82,,120.11,27.69
216.33,344.72,4.79,42.68,33.42,34.34,26.14,64.83,0.49,324.6,2016-10-31 03:45:00,2.85,24.4,,119.42,27.83
158.18,255.7,4.66,40.51,39.1,34.38,24.9,60.32,0.66,19.09,2016-10-31 04:00:00,3.31,23.67,,116.25,27.43
158.18,255.7,3.29,39.32,42.1,34.75,23.18,59.46,0.65,327.79,2016-10-31 04:15:00,3.38,22.81,,114.18,27.11
158.18,255.7,4.56,38.38,44.1,35.36,23.71,121.29,0.58,324.45,2016-10-31 04:30:00,3.32,22.11,,113.14,27.09
152.65,247.06,4.61,35.38,45.43,36.24,22.18,62.79,0.6,6.12,2016-10-31 04:45:00,2.58,21.39,,112.76,27.28
95.93,158.51,4.49,37.25,48.32,36.62,23.07,36.05,0.47,343.91,2016-10-31 05:00:00,3.5,20.68,,111.27,27.22
95.93,158.51,5.59,37.54,48.41,36.95,24.1,40.16,0.26,15.35,2016-10-31 05:15:00,3.62,19.86,,109.85,27.15
95.93,158.51,6.81,39.81,47.87,35.67,26.26,35.25,0.81,59.36,2016-10-31 05:30:00,3.55,19.36,,109.71,24.82
