pm2.5,pm10,no,no2,co,nox,ozone,timestamp
34.0,47.5,3.86,5.9,1.03,9.74,10.84,2021-08-27 10:00:00
24.8,34.7,3.98,5.9,1.0,9.78,10.63,2021-08-27 10:15:00
16.5,23.2,3.68,5.89,1.04,9.51,8.65,2021-08-27 10:30:00
22.5,31.7,3.76,5.89,1.02,9.61,9.81,2021-08-27 10:45:00
37.0,52.1,3.71,5.88,1.0,9.57,12.54,2021-08-27 11:00:00
50.5,70.9,3.85,5.87,0.99,9.68,13.17,2021-08-27 11:15:00
52.5,73.7,3.81,5.85,1.03,9.65,12.97,2021-08-27 11:30:00
48.0,67.5,3.88,5.95,1.04,9.79,15.18,2021-08-27 11:45:00
39.9,56.0,3.88,5.92,1.0,9.76,16.51,2021-08-27 12:00:00
30.5,43.0,3.71,5.88,1.02,9.56,22.0,2021-08-27 12:15:00
27.4,38.6,3.75,5.86,1.04,9.58,17.65,2021-08-27 12:30:00
29.2,41.4,3.84,5.88,1.08,9.7,18.01,2021-08-27 12:45:00
32.5,46.0,3.78,5.88,1.07,9.63,15.11,2021-08-27 13:00:00
32.8,46.5,3.82,5.9,1.08,9.69,22.98,2021-08-27 13:15:00
31.9,45.2,3.79,5.88,1.07,9.63,10.32,2021-08-27 13:30:00
28.0,39.8,3.81,5.87,0.99,9.67,10.99,2021-08-27 13:45:00
23.2,32.9,3.82,5.85,0.99,9.62,12.87,2021-08-27 14:00:00
18.9,26.8,3.81,5.88,0.98,9.65,14.44,2021-08-27 14:15:00
18.4,26.1,3.85,5.86,1.02,9.67,9.75,2021-08-27 14:30:00
20.7,29.5,3.85,5.88,1.02,9.69,11.19,2021-08-27 14:45:00
28.7,40.9,3.77,5.94,1.03,9.66,12.18,2021-08-27 15:00:00
36.3,51.6,3.79,5.93,1.02,9.67,10.2,2021-08-27 15:15:00
60.4,85.5,3.87,5.9,1.01,9.71,11.81,2021-08-27 15:30:00
91.4,129.5,3.96,5.88,1.0,9.79,12.05,2021-08-27 15:45:00
129.5,183.3,4.03,5.88,0.99,9.84,11.83,2021-08-27 16:00:00
186.8,263.6,4.23,5.95,0.99,10.12,15.24,2021-08-27 16:15:00
180.8,255.3,4.05,5.92,1.04,9.91,13.47,2021-08-27 16:30:00
149.4,210.6,3.91,5.9,1.04,9.75,11.27,2021-08-27 16:45:00
117.8,165.7,3.84,5.93,1.05,9.71,9.01,2021-08-27 17:00:00
67.2,94.6,3.77,5.86,1.02,9.61,9.08,2021-08-27 17:15:00
40.3,56.8,3.97,5.87,1.04,9.82,10.59,2021-08-27 17:30:00
28.9,40.7,3.71,5.86,1.02,9.54,11.84,2021-08-27 17:45:00
21.3,30.0,3.71,5.86,1.02,9.55,8.48,2021-08-27 18:00:00
14.7,20.7,3.77,5.88,1.05,9.62,13.84,2021-08-27 18:15:00
