pm2.5,pm10,no,no2,so2,co,nox,ozone,at,rh,ws,wd,timestamp,nh3,benzene,eth_benzene,toluene,mp_xylene
91.2,255.0,1.99,109.52,9.18,1.59,58.82,72.19,30.52,50.37,0.29,140.98,2023-11-14 19:00:00,16.28,20.23,9.14,53.78,8.82
92.52,258.0,1.59,117.91,10.95,1.6,62.88,70.88,30.33,52.41,0.35,126.81,2023-11-14 19:15:00,15.76,20.59,10.09,58.8,9.83
97.43,269.99,2.54,104.92,11.32,1.54,56.85,84.86,30.19,54.0,0.41,133.32,2023-11-14 19:30:00,18.67,20.52,10.53,58.66,10.18
97.43,269.99,2.97,132.52,11.81,1.93,71.62,53.84,30.13,55.41,0.33,156.49,2023-11-14 19:45:00,16.0,17.77,11.68,61.11,11.47
97.43,269.99,4.24,146.43,7.66,2.03,79.91,38.64,29.98,58.47,0.37,129.65,2023-11-14 20:00:00,15.9,15.98,11.76,60.73,11.72
102.72,278.39,5.72,117.57,12.36,1.8,66.02,54.06,29.7,61.69,0.55,81.17,2023-11-14 20:15:00,20.03,23.52,14.89,68.45,14.74
122.51,311.99,10.71,114.58,9.97,1.84,68.43,42.9,29.51,63.08,0.82,58.02,2023-11-14 20:30:00,21.45,29.44,15.45,70.09,16.65
122.51,311.99,3.29,84.75,8.86,1.4,46.91,52.08,28.83,62.82,1.21,42.29,2023-11-14 20:45:00,26.05,25.01,13.83,66.89,16.28
122.51,311.99,2.58,65.69,5.16,1.36,36.39,60.27,28.55,67.33,0.75,40.68,2023-11-14 21:00:00,25.34,45.6,12.08,78.29,14.45
123.65,310.47,1.76,73.18,7.79,1.23,39.64,69.68,28.59,66.1,0.86,40.54,2023-11-14 21:15:00,25.03,56.26,9.24,83.22,9.73
127.92,304.41,3.71,62.41,9.52,1.05,35.56,78.56,28.38,66.1,0.82,18.94,2023-11-14 21:30:00,23.03,73.43,8.62,78.51,8.09
127.92,304.41,3.02,72.58,11.28,1.16,40.34,56.78,28.36,64.46,0.92,41.13,2023-11-14 21:45:00,21.93,45.71,8.36,60.89,8.03
127.92,304.41,6.33,85.06,7.1,1.33,49.51,30.03,28.06,65.99,1.17,43.19,2023-11-14 22:00:00,21.8,32.48,8.55,53.47,8.11
130.5,305.09,3.81,93.15,10.35,1.55,51.73,18.88,27.98,66.26,1.17,49.22,2023-11-14 22:15:00,19.33,50.43,9.23,70.8,8.92
140.14,307.79,5.72,110.88,10.09,1.62,62.52,12.81,28.06,64.71,0.99,46.33,2023-11-14 22:30:00,17.77,52.93,9.72,81.88,10.05
140.14,307.79,7.04,109.04,11.1,1.55,62.62,14.65,28.16,64.46,1.01,51.45,2023-11-14 22:45:00,18.15,53.81,10.79,87.96,11.76
140.14,307.79,9.43,104.46,10.11,1.53,62.14,14.28,28.06,64.86,0.94,50.86,2023-11-14 23:00:00,18.14,66.0,10.65,85.28,11.95
144.06,311.28,5.39,93.98,12.05,1.57,53.43,23.52,28.01,64.9,0.98,47.32,2023-11-14 23:15:00,20.71,68.76,10.18,87.27,11.69
158.68,325.23,2.86,78.15,16.62,1.42,43.12,31.52,27.93,65.38,1.04,47.43,2023-11-14 23:30:00,22.42,65.88,10.08,90.55,11.55
158.68,325.23,2.75,63.96,19.49,1.1,35.62,40.53,27.85,65.61,0.98,43.44,2023-11-14 23:45:00,23.15,62.38,9.37,83.59,10.73
158.68,325.23,5.07,86.03,12.75,1.17,49.01,21.35,27.69,66.52,0.71,54.74,2023-11-15 00:00:00,14.55,54.35,7.6,70.36,8.91
158.53,325.64,14.26,91.42,15.5,1.39,59.2,10.85,27.67,66.54,0.7,50.19,2023-11-15 00:15:00,18.26,57.16,6.67,61.46,8.0
157.96,327.29,20.16,97.23,16.36,1.44,66.97,5.56,27.63,66.53,0.63,51.74,2023-11-15 00:30:00,17.98,60.5,7.71,66.28,9.32
157.96,327.29,7.63,94.41,14.68,1.29,55.45,7.74,27.65,65.92,0.62,56.45,2023-11-15 00:45:00,20.43,56.96,8.77,72.11,10.58
157.96,327.29,5.15,95.51,11.33,1.3,54.04,4.82,27.44,67.13,0.53,122.47,2023-11-15 01:00:00,20.88,49.83,8.88,71.56,10.51
160.05,328.63,20.22,98.43,15.27,1.4,67.64,2.55,27.24,68.33,0.59,90.02,2023-11-15 01:15:00,18.63,49.13,8.84,69.8,10.39
168.41,333.98,20.2,101.53,14.09,1.37,69.24,1.1,27.08,69.01,0.51,65.07,2023-11-15 01:30:00,19.09,51.8,8.85,68.17,10.49
168.41,333.98,17.39,102.27,15.66,1.39,67.38,1.4,27.14,68.23,0.57,68.07,2023-11-15 01:45:00,20.11,38.22,9.03,66.41,10.84
168.41,333.98,52.56,96.84,11.8,1.52,92.75,1.04,27.13,69.34,0.71,127.36,2023-11-15 02:00:00,16.73,30.57,9.78,65.24,11.66
170.26,338.39,98.58,87.94,15.25,1.77,125.0,0.57,26.85,71.67,0.71,128.38,2023-11-15 02:15:00,13.41,30.92,9.61,67.25,11.36
177.67,356.03,105.53,90.99,12.6,1.8,132.17,0.25,26.78,71.88,0.68,127.88,2023-11-15 02:30:00,12.23,38.11,10.96,78.51,12.59
177.67,356.03,54.34,94.02,12.43,1.38,92.7,0.63,26.8,69.61,0.67,45.59,2023-11-15 02:45:00,20.3,44.77,12.18,87.97,13.58
177.67,356.03,30.75,95.58,6.91,1.19,74.59,0.74,26.89,68.54,0.91,50.08,2023-11-15 03:00:00,19.07,52.49,11.73,93.77,12.91
178.09,353.38,16.86,83.48,11.88,0.94,57.13,5.16,26.59,70.98,1.18,37.68,2023-11-15 03:15:00,23.27,47.24,10.4,85.17,11.44
179.75,342.79,5.74,60.34,11.45,0.74,36.13,11.14,26.35,74.52,1.2,46.29,2023-11-15 03:30:00,26.57,32.25,9.45,71.27,10.57
179.75,342.79,4.72,55.19,10.75,0.81,32.62,7.34,26.04,76.74,1.03,38.58,2023-11-15 03:45:00,26.91,23.72,7.29,56.33,8.28
179.75,342.79,4.11,55.37,5.77,0.74,32.22,12.68,25.83,73.79,0.96,30.55,2023-11-15 04:00:00,26.5,19.45,5.89,48.93,6.91
175.33,334.52,4.87,58.41,9.08,0.74,34.42,5.1,25.63,75.57,0.69,342.41,2023-11-15 04:15:00,25.65,20.25,5.8,47.18,6.83
158.84,298.97,3.58,53.09,13.12,0.6,30.61,13.62,25.45,73.01,0.92,12.91,2023-11-15 04:30:00,25.67,22.14,5.75,46.32,6.64
158.84,298.97,2.57,49.08,15.9,0.53,27.71,15.29,25.19,73.91,1.16,38.06,2023-11-15 04:45:00,25.14,21.19,5.12,43.7,5.96
158.84,298.97,2.0,45.62,7.49,0.52,25.44,17.75,25.05,74.58,0.82,24.05,2023-11-15 05:00:00,25.39,19.44,4.28,39.16,4.87
153.74,288.12,1.49,41.49,11.53,0.53,22.87,25.44,25.19,73.35,0.77,0.26,2023-11-15 05:15:00,26.78,19.69,4.38,38.53,4.71
134.7,244.75,1.27,39.07,12.05,0.44,21.43,26.43,25.24,72.87,0.79,17.24,2023-11-15 05:30:00,27.01,20.18,4.6,36.69,4.56
134.7,244.75,3.57,34.87,12.52,0.52,21.08,32.79,25.36,71.99,0.86,42.77,2023-11-15 05:45:00,26.48,18.15,4.32,33.67,4.05
134.7,244.75,5.01,40.41,6.36,0.37,25.13,31.89,25.37,71.84,0.93,32.19,2023-11-15 06:00:00,24.15,17.33,4.08,32.37,3.64
131.26,239.13,2.22,38.17,12.21,0.39,21.73,32.99,25.45,71.9,1.0,35.53,2023-11-15 06:15:00,24.94,16.49,3.95,31.33,3.32
118.45,216.66,4.1,43.27,11.02,0.42,25.89,25.44,25.34,73.09,0.85,34.9,2023-11-15 06:30:00,24.05,13.6,3.93,30.86,3.09
118.45,216.66,3.45,49.02,10.4,0.48,28.38,18.41,25.04,75.59,1.52,51.6,2023-11-15 06:45:00,24.04,12.64,4.21,31.68,3.19
118.45,216.66,2.4,43.66,9.39,0.62,24.74,26.63,24.97,76.13,1.74,52.98,2023-11-15 07:00:00,26.29,13.2,4.86,33.45,3.78
116.7,213.81,1.95,37.72,12.58,0.45,21.27,30.3,24.92,76.49,1.61,50.9,2023-11-15 07:15:00,26.63,14.48,5.11,35.76,4.26
109.69,202.38,2.75,36.0,12.3,0.43,21.02,27.82,24.94,76.55,1.57,45.73,2023-11-15 07:30:00,25.71,17.94,4.74,36.45,4.08
109.69,202.38,3.22,36.47,13.04,0.48,21.64,27.53,25.22,74.83,1.3,34.76,2023-11-15 07:45:00,25.09,13.54,4.08,33.93,3.49
109.69,202.38,3.03,38.38,6.98,0.44,22.48,31.1,25.6,73.07,1.46,42.48,2023-11-15 08:00:00,24.69,11.35,3.97,33.18,3.39
107.69,203.3,6.91,42.0,9.43,0.45,27.49,34.08,25.78,72.75,1.31,39.62,2023-11-15 08:15:00,22.93,11.67,4.0,32.43,3.44
99.7,206.97,5.38,46.75,9.15,0.47,28.74,43.3,26.13,71.5,1.38,44.91,2023-11-15 08:30:00,24.23,11.42,3.74,31.65,3.29
99.7,206.97,6.76,40.72,9.65,0.43,26.7,49.95,26.47,70.3,1.46,44.82,2023-11-15 08:45:00,24.63,11.49,3.54,31.52,3.16
99.7,206.97,3.14,33.04,6.4,0.36,19.78,64.55,26.75,68.09,1.78,46.96,2023-11-15 09:00:00,25.77,11.25,3.43,31.72,3.1
98.74,202.18,2.5,31.23,11.0,0.34,18.32,68.78,27.32,65.89,1.3,40.13,2023-11-15 09:15:00,25.83,10.27,2.89,30.62,2.57
94.88,183.04,3.61,35.42,12.57,0.38,21.4,69.26,27.97,64.03,1.35,44.18,2023-11-15 09:30:00,24.33,9.0,2.29,29.91,1.97
94.88,183.04,2.46,34.31,15.34,0.35,19.9,82.35,28.32,62.27,1.63,43.3,2023-11-15 09:45:00,26.01,8.51,2.06,28.56,1.74
94.88,183.04,1.7,32.23,7.18,0.34,18.2,91.97,28.81,58.38,1.71,44.37,2023-11-15 10:00:00,25.49,9.27,2.14,29.71,1.85
93.87,181.25,2.13,34.95,11.29,0.4,19.97,99.85,29.43,55.95,1.5,43.88,2023-11-15 10:15:00,24.12,9.49,2.11,29.55,1.82
90.09,174.1,4.13,45.45,13.86,0.46,27.06,103.77,30.23,52.65,1.09,26.04,2023-11-15 10:30:00,23.07,7.88,2.2,29.22,1.92
90.09,174.1,3.36,39.98,16.29,0.42,23.59,121.96,30.67,50.72,1.23,37.37,2023-11-15 10:45:00,22.81,8.1,2.34,30.03,2.06
90.09,174.1,2.04,38.11,18.84,0.38,21.54,133.18,31.27,48.03,1.09,40.87,2023-11-15 11:00:00,22.5,8.69,2.83,31.93,2.52
88.9,173.02,2.81,41.5,22.16,0.41,23.93,134.23,32.38,39.59,1.18,39.54,2023-11-15 11:15:00,19.28,8.5,2.92,32.51,2.42
84.45,168.68,4.78,40.95,20.09,0.37,24.29,136.21,32.93,37.47,1.23,37.35,2023-11-15 11:30:00,17.41,9.61,2.99,31.49,2.26
84.45,168.68,2.19,41.93,20.1,0.31,23.66,155.29,33.19,36.75,1.22,42.15,2023-11-15 11:45:00,17.95,12.29,3.19,33.02,2.86
84.45,168.68,1.9,35.19,15.99,0.29,19.91,164.66,33.51,35.8,1.34,33.09,2023-11-15 12:00:00,19.86,9.2,3.11,31.53,2.91
81.28,166.84,0.92,32.17,21.27,0.28,17.55,179.56,33.48,35.99,1.34,39.93,2023-11-15 12:15:00,19.6,6.77,2.36,26.77,2.02
69.43,159.47,3.04,40.11,22.31,0.41,23.39,171.68,33.98,34.41,0.33,4.66,2023-11-15 12:30:00,18.81,5.73,2.39,25.67,1.87
69.43,159.47,0.24,29.71,23.62,0.26,15.71,194.9,34.59,33.46,0.84,66.48,2023-11-15 12:45:00,19.17,5.29,2.53,25.17,1.79
69.43,159.47,0.33,29.24,19.74,0.28,15.54,196.3,34.5,33.78,1.16,44.76,2023-11-15 13:00:00,18.0,6.76,2.79,27.84,2.28
69.82,159.64,1.89,29.73,23.08,0.29,17.05,,34.7,33.57,0.81,34.75,2023-11-15 13:15:00,18.59,5.86,2.51,26.19,1.83
71.25,160.31,5.91,33.21,22.51,0.36,22.06,,34.86,33.6,0.64,27.04,2023-11-15 13:30:00,17.67,6.49,2.34,25.83,1.64
71.25,160.31,0.35,30.65,22.83,0.35,16.3,,34.76,34.23,1.01,38.67,2023-11-15 13:45:00,19.64,5.91,2.33,25.52,1.66
71.25,160.31,0.43,30.38,16.96,0.32,16.22,,34.64,33.31,1.25,42.87,2023-11-15 14:00:00,21.48,5.71,2.89,26.85,1.91
70.14,159.36,0.14,25.58,19.74,0.27,13.47,,34.93,31.33,0.52,128.01,2023-11-15 14:15:00,17.73,6.44,3.42,28.03,2.02
66.01,155.56,2.05,27.32,18.03,0.24,15.47,197.21,35.44,30.34,0.29,71.26,2023-11-15 14:30:00,17.18,4.77,2.81,24.26,1.6
66.01,155.56,3.08,57.44,16.24,0.96,32.48,151.39,35.35,30.06,0.32,234.5,2023-11-15 14:45:00,15.05,4.67,2.12,23.0,1.46
66.01,155.56,0.67,49.24,12.52,0.71,26.27,178.69,35.67,33.5,0.26,123.44,2023-11-15 15:00:00,16.6,6.1,2.04,23.86,1.43
67.99,159.75,0.37,54.11,18.14,0.83,28.56,,34.4,40.85,0.46,225.67,2023-11-15 15:15:00,20.94,8.59,3.32,31.73,3.7
75.36,176.49,2.45,76.4,18.05,1.2,41.88,185.69,34.05,40.53,0.7,231.25,2023-11-15 15:30:00,18.46,12.03,3.96,33.2,3.69
75.36,176.49,1.47,68.97,17.74,0.86,37.21,189.72,34.09,38.83,0.43,209.8,2023-11-15 15:45:00,18.46,15.93,6.99,36.83,4.55
75.36,176.49,1.38,69.59,9.82,1.09,37.47,183.22,33.77,39.22,0.52,192.75,2023-11-15 16:00:00,20.55,11.56,5.85,36.65,4.84
75.26,180.81,2.54,86.59,16.1,1.45,47.28,166.23,33.33,41.6,0.53,196.8,2023-11-15 16:15:00,25.28,10.96,4.59,35.16,4.42
74.89,198.08,0.93,71.17,14.3,0.75,37.93,181.36,32.73,45.85,0.64,146.17,2023-11-15 16:30:00,19.97,24.05,5.74,37.46,4.78
74.89,198.08,0.95,73.36,13.35,0.97,39.09,167.32,32.28,49.44,0.42,188.5,2023-11-15 16:45:00,20.49,24.62,6.63,39.9,5.62
74.89,198.08,3.25,93.65,7.1,1.37,51.53,150.45,32.02,50.3,0.35,187.21,2023-11-15 17:00:00,19.22,14.96,6.9,39.02,5.49
76.43,204.17,1.37,83.75,12.06,1.08,44.86,163.13,31.6,52.3,0.31,140.36,2023-11-15 17:15:00,20.39,12.46,7.05,40.12,5.7
82.21,228.53,0.84,74.93,10.66,1.12,39.82,161.72,31.1,53.95,0.27,158.79,2023-11-15 17:30:00,21.36,14.56,8.06,42.66,7.09
82.21,228.53,1.41,95.58,10.8,1.25,51.07,129.6,30.86,54.25,0.31,158.38,2023-11-15 17:45:00,18.93,24.19,6.95,39.49,5.76
82.21,228.53,1.13,99.3,7.26,1.32,52.79,114.11,30.72,52.6,0.45,171.45,2023-11-15 18:00:00,18.64,18.14,5.84,36.49,5.01
83.09,230.03,2.27,115.53,11.1,1.51,62.18,94.95,30.56,51.91,0.44,155.01,2023-11-15 18:15:00,15.8,12.94,6.18,37.43,5.9
86.41,236.02,3.0,123.73,11.05,1.29,67.05,84.88,30.42,51.79,0.54,145.09,2023-11-15 18:30:00,16.1,11.91,7.16,40.79,7.29
86.41,236.02,4.3,132.2,10.33,1.61,72.52,62.34,30.3,54.56,0.36,160.74,2023-11-15 18:45:00,16.21,13.58,7.61,44.53,8.33
86.41,236.02,5.73,131.1,2.96,1.59,73.09,45.75,30.12,57.61,0.39,152.14,2023-11-15 19:00:00,17.55,13.12,8.29,44.21,8.43
87.0,236.0,7.29,135.27,4.92,1.89,76.52,36.36,29.95,60.04,0.32,196.07,2023-11-15 19:15:00,17.01,14.51,11.26,48.35,9.99
89.17,235.92,3.43,110.52,4.52,1.64,60.49,58.78,29.75,60.22,0.19,215.94,2023-11-15 19:30:00,19.16,15.56,10.76,50.53,10.52
89.17,235.92,1.54,92.27,3.59,1.29,49.45,61.33,29.52,61.94,0.55,107.13,2023-11-15 19:45:00,20.53,19.52,10.22,50.83,10.62
89.17,235.92,1.93,82.61,5.68,1.25,44.71,58.68,29.3,64.43,0.48,87.86,2023-11-15 20:00:00,20.89,22.33,9.1,51.45,9.57
90.25,235.6,1.85,63.97,6.58,1.05,34.9,69.1,29.08,65.11,0.33,87.01,2023-11-15 20:15:00,25.0,24.54,9.24,53.08,8.66
94.26,234.33,2.57,71.68,6.13,1.19,39.51,51.2,28.89,66.25,0.78,79.59,2023-11-15 20:30:00,23.11,25.94,7.94,48.05,7.76
94.26,234.33,1.4,55.3,6.32,0.82,30.02,68.9,28.67,65.76,0.92,70.47,2023-11-15 20:45:00,25.15,24.49,6.69,45.6,7.18
94.26,234.33,0.48,50.93,5.42,0.95,26.99,76.64,28.51,65.28,0.84,60.07,2023-11-15 21:00:00,25.58,23.42,6.22,48.32,7.68
94.73,232.77,3.64,62.5,7.88,1.04,35.58,73.37,28.41,63.51,0.67,70.94,2023-11-15 21:15:00,21.6,22.76,4.67,42.82,5.65
96.5,226.51,1.23,55.59,10.47,1.02,30.03,71.13,28.49,63.61,0.88,45.04,2023-11-15 21:30:00,22.91,42.07,5.74,54.5,5.75
96.5,226.51,2.76,59.68,11.19,1.02,33.4,62.19,28.38,63.4,0.76,32.97,2023-11-15 21:45:00,21.94,32.72,5.4,51.47,5.81
96.5,226.51,3.02,58.46,4.88,0.9,32.96,50.82,28.0,67.15,0.88,34.36,2023-11-15 22:00:00,23.01,60.85,5.27,73.64,6.23
95.64,227.17,4.24,67.93,7.72,1.13,38.89,32.4,27.73,69.85,1.15,42.87,2023-11-15 22:15:00,21.69,53.98,5.59,72.84,6.8
92.45,229.82,5.35,74.46,7.29,1.21,43.19,21.49,27.58,71.19,1.02,42.44,2023-11-15 22:30:00,21.31,39.89,5.64,62.11,6.43
92.45,229.82,13.57,93.21,10.69,1.49,59.58,14.3,27.76,67.15,0.86,41.99,2023-11-15 22:45:00,21.11,49.64,7.76,68.06,7.25
92.45,229.82,5.26,72.73,7.94,1.03,42.21,39.96,27.77,64.86,0.95,49.25,2023-11-15 23:00:00,21.83,35.9,9.95,67.27,8.66
98.29,237.4,4.86,61.9,16.95,0.95,36.24,47.53,27.69,64.18,0.87,60.52,2023-11-15 23:15:00,21.94,28.15,10.5,66.24,9.71
120.12,267.72,2.54,58.88,17.65,0.91,32.8,49.66,27.66,63.57,0.69,51.27,2023-11-15 23:30:00,22.15,29.92,9.1,60.68,7.88
120.12,267.72,4.6,62.12,21.67,0.88,36.15,43.83,27.63,63.44,0.83,47.63,2023-11-15 23:45:00,21.84,36.41,8.84,67.29,6.89
120.12,267.72,7.33,82.07,23.06,1.01,48.76,23.1,27.59,64.76,1.19,44.88,2023-11-16 00:00:00,15.01,41.84,7.65,72.89,6.68
126.08,274.97,7.34,84.27,28.53,1.03,49.91,15.61,27.31,67.08,1.17,45.57,2023-11-16 00:15:00,17.84,48.85,6.78,69.53,6.48
148.34,303.97,3.89,76.2,16.8,0.99,42.93,15.59,27.15,69.9,0.97,50.9,2023-11-16 00:30:00,20.45,39.45,7.22,67.35,7.31
148.34,303.97,4.75,73.25,13.08,1.04,42.08,15.35,27.06,69.19,0.61,24.72,2023-11-16 00:45:00,21.04,31.08,7.39,63.27,7.66
148.34,303.97,4.6,76.18,11.12,0.99,43.49,16.9,27.02,68.1,1.02,45.47,2023-11-16 01:00:00,21.41,22.19,6.72,57.07,7.07
149.41,301.58,2.93,65.72,17.74,0.93,36.68,23.65,26.99,67.52,0.88,43.32,2023-11-16 01:15:00,21.96,22.99,6.69,60.57,7.29
153.41,292.04,2.76,66.74,18.79,0.93,37.08,18.46,26.91,67.81,0.86,53.85,2023-11-16 01:30:00,21.55,20.54,6.73,57.02,7.25
153.41,292.04,2.29,71.2,19.77,0.96,39.04,14.86,26.83,67.38,1.0,47.92,2023-11-16 01:45:00,21.39,34.57,6.55,58.65,6.92
153.41,292.04,3.87,77.68,12.66,0.94,43.69,11.41,26.72,67.96,0.99,47.7,2023-11-16 02:00:00,20.21,29.64,6.87,59.7,7.09
155.7,289.95,3.66,77.89,19.05,0.96,43.63,12.53,26.56,68.12,1.07,48.21,2023-11-16 02:15:00,19.7,34.57,7.55,64.04,7.65
164.24,281.61,8.9,93.02,20.38,1.13,55.74,3.31,26.47,68.3,1.1,48.06,2023-11-16 02:30:00,18.22,33.23,7.39,58.22,7.41
164.24,281.61,12.4,94.92,19.82,1.06,59.53,2.13,26.33,68.21,0.87,42.1,2023-11-16 02:45:00,17.79,20.62,7.27,51.73,7.46
164.24,281.61,10.51,90.79,12.81,1.03,55.86,3.51,26.34,67.61,0.91,38.54,2023-11-16 03:00:00,18.73,19.96,8.62,56.42,8.74
165.27,284.23,10.74,89.35,18.31,1.03,55.29,2.73,26.23,68.77,0.98,42.61,2023-11-16 03:15:00,18.71,20.19,9.14,56.61,9.22
169.38,294.71,13.72,87.24,17.85,0.99,56.58,1.77,26.03,69.59,0.81,46.25,2023-11-16 03:30:00,18.33,19.7,8.49,54.41,8.66
169.38,294.71,9.32,78.04,17.69,0.78,48.25,11.17,25.86,67.99,0.9,26.48,2023-11-16 03:45:00,19.38,17.36,8.12,51.42,8.21
169.38,294.71,2.85,61.25,13.33,0.75,34.28,21.74,25.46,69.69,0.76,9.79,2023-11-16 04:00:00,20.83,17.43,7.8,49.13,7.73
167.36,290.58,2.43,60.88,19.71,0.75,33.76,11.36,24.98,73.2,1.05,30.79,2023-11-16 04:15:00,21.09,14.54,6.86,43.82,6.87
159.83,274.03,1.56,46.96,18.28,0.55,25.78,32.16,24.69,72.25,1.08,18.25,2023-11-16 04:30:00,22.68,14.97,6.4,42.99,6.47
159.83,274.03,2.82,43.62,16.2,0.5,25.05,27.23,24.52,73.53,1.01,45.3,2023-11-16 04:45:00,21.64,17.1,6.24,43.09,6.07
159.83,274.03,1.63,41.52,7.0,0.46,23.0,26.52,24.5,73.16,0.98,33.8,2023-11-16 05:00:00,22.09,15.1,5.23,36.65,4.73
155.33,264.4,1.1,40.41,10.72,0.47,22.0,24.9,24.41,73.88,0.95,42.31,2023-11-16 05:15:00,22.01,14.36,5.12,34.5,4.49
137.36,225.89,1.19,39.26,10.09,0.48,21.47,22.48,24.31,74.45,1.12,45.94,2023-11-16 05:30:00,22.18,13.85,4.88,34.18,4.21
