pm2.5,pm10,no,no2,so2,co,nox,ozone,timestamp
30.5,101.3,20.84,51.64,1.87,1.5,44.41,32.4,2023-02-27 18:15:00
30.5,101.3,41.61,62.58,1.01,1.25,67.12,47.24,2023-02-27 18:30:00
57.3,127.5,10.96,89.8,0.33,1.18,56.67,51.29,2023-02-27 18:45:00
57.3,127.5,6.12,39.58,0.8,1.69,26.03,39.77,2023-02-27 19:00:00
57.3,127.5,10.89,63.94,1.05,1.84,42.87,35.93,2023-02-27 19:15:00
57.3,127.5,10.91,52.51,2.24,1.77,36.8,22.5,2023-02-27 19:30:00
56.4,160.6,14.58,72.0,4.35,2.1,50.15,24.78,2023-02-27 19:45:00
56.4,160.6,26.66,77.03,5.56,1.91,62.65,15.41,2023-02-27 20:00:00
56.4,160.6,39.67,72.04,7.44,2.64,70.57,11.71,2023-02-27 20:15:00
56.4,160.6,14.69,62.91,3.22,1.26,45.41,24.27,2023-02-27 20:30:00
60.3,161.2,84.14,,3.06,2.25,63.03,9.44,2023-02-27 20:45:00
60.3,161.2,6.31,56.46,2.28,1.23,35.16,26.5,2023-02-27 21:00:00
60.3,161.2,9.23,64.2,4.83,1.25,41.65,21.09,2023-02-27 21:15:00
60.3,161.2,4.31,63.82,5.34,1.42,37.45,16.48,2023-02-27 21:30:00
56.0,131.3,4.16,48.33,3.42,1.19,29.09,27.6,2023-02-27 21:45:00
56.0,131.3,3.99,51.52,2.44,1.08,30.65,26.66,2023-02-27 22:00:00
56.0,131.3,0.43,41.8,2.71,0.65,22.58,25.1,2023-02-27 22:15:00
56.0,131.3,2.1,41.15,3.05,0.81,23.59,40.84,2023-02-27 22:30:00
74.6,219.5,0.39,33.07,3.31,0.61,17.91,41.8,2023-02-27 22:45:00
74.6,219.5,8.09,62.31,5.48,1.15,39.72,13.19,2023-02-27 23:00:00
74.6,219.5,0.22,20.91,1.84,1.14,11.3,52.37,2023-02-27 23:15:00
74.6,219.5,0.5,21.39,2.64,0.67,11.78,44.81,2023-02-27 23:30:00
84.0,150.7,4.34,33.08,4.74,0.57,21.12,25.21,2023-02-27 23:45:00
84.0,150.7,11.05,95.39,7.18,0.78,59.73,15.18,2023-02-28 00:00:00
84.0,150.7,16.14,77.57,14.75,1.57,54.39,6.44,2023-02-28 00:15:00
84.0,150.7,11.77,61.5,14.61,1.65,42.28,6.57,2023-02-28 00:30:00
105.4,200.5,18.44,66.91,27.29,2.29,50.59,8.33,2023-02-28 00:45:00
105.4,200.5,19.35,68.61,38.53,2.62,52.23,8.67,2023-02-28 01:00:00
105.4,200.5,17.48,65.9,36.51,2.72,49.27,9.25,2023-02-28 01:15:00
105.4,200.5,14.8,60.76,33.93,2.96,44.36,8.61,2023-02-28 01:30:00
123.9,282.4,13.16,65.6,47.9,3.28,45.59,8.88,2023-02-28 01:45:00
123.9,282.4,8.17,53.85,37.74,3.16,35.29,9.0,2023-02-28 02:00:00
123.9,282.4,5.62,59.96,46.61,3.33,36.46,10.21,2023-02-28 02:15:00
123.9,282.4,11.59,53.17,32.41,2.98,37.7,9.88,2023-02-28 02:30:00
129.0,261.5,9.65,49.78,27.2,3.18,34.33,9.07,2023-02-28 02:45:00
129.0,261.5,10.49,43.68,23.23,2.96,31.77,8.59,2023-02-28 03:00:00
129.0,261.5,5.26,41.69,25.44,2.76,26.45,7.54,2023-02-28 03:15:00
129.0,261.5,2.84,40.59,26.72,2.7,23.9,8.05,2023-02-28 03:30:00
122.5,211.0,3.05,40.62,27.24,2.85,24.09,8.24,2023-02-28 03:45:00
122.5,211.0,3.7,39.09,24.34,2.82,23.8,10.51,2023-02-28 04:00:00
122.5,211.0,7.01,45.29,26.45,2.73,29.79,8.73,2023-02-28 04:15:00
122.5,211.0,6.49,43.6,26.57,2.66,28.46,8.32,2023-02-28 04:30:00
122.4,213.1,6.14,46.51,30.75,2.88,29.73,8.54,2023-02-28 04:45:00
122.4,213.1,3.27,40.25,21.9,2.42,24.07,7.89,2023-02-28 05:00:00
122.4,213.1,4.08,38.92,15.39,2.23,24.01,11.28,2023-02-28 05:15:00
122.4,213.1,4.02,38.85,12.67,1.98,23.93,7.2,2023-02-28 05:30:00
127.8,241.1,7.78,42.73,11.85,1.81,29.05,4.65,2023-02-28 05:45:00
127.8,241.1,5.41,38.91,10.62,1.61,25.09,7.35,2023-02-28 06:00:00
127.8,241.1,20.78,50.66,11.52,2.2,43.85,7.93,2023-02-28 06:15:00
127.8,241.1,13.23,41.32,10.3,2.16,32.74,8.03,2023-02-28 06:30:00
178.6,505.1,7.74,40.05,9.73,2.27,27.6,14.51,2023-02-28 06:45:00
178.6,505.1,17.18,52.19,10.47,2.54,41.73,10.59,2023-02-28 07:00:00
178.6,505.1,20.28,66.97,13.38,2.85,52.11,13.24,2023-02-28 07:15:00
178.6,505.1,20.49,76.04,51.34,3.55,57.1,19.6,2023-02-28 07:30:00
245.6,776.8,6.38,61.72,81.43,6.31,38.02,41.63,2023-02-28 07:45:00
245.6,776.8,5.42,64.63,116.03,6.92,38.78,61.4,2023-02-28 08:00:00
245.6,776.8,6.11,70.16,104.35,6.97,42.29,70.81,2023-02-28 08:15:00
245.6,776.8,4.07,74.44,106.86,7.08,42.91,81.08,2023-02-28 08:30:00
348.1,577.4,3.66,79.03,109.98,6.66,45.01,83.44,2023-02-28 08:45:00
348.1,577.4,2.56,33.0,49.56,2.07,19.63,82.16,2023-02-28 09:00:00
348.1,577.4,1.34,27.79,42.56,1.47,15.87,96.84,2023-02-28 09:15:00
348.1,577.4,1.94,29.36,50.07,1.46,17.19,89.63,2023-02-28 09:30:00
191.3,373.6,2.86,34.93,77.75,1.64,20.9,89.01,2023-02-28 09:45:00
191.3,373.6,3.17,21.99,60.56,0.63,14.27,89.72,2023-02-28 10:00:00
191.3,373.6,1.38,19.96,47.57,0.84,11.74,101.46,2023-02-28 10:15:00
191.3,373.6,1.87,22.22,35.34,1.21,13.34,107.86,2023-02-28 10:30:00
104.8,201.5,1.11,16.29,27.82,0.83,9.57,120.66,2023-02-28 10:45:00
104.8,201.5,0.49,11.18,28.42,0.99,6.34,136.66,2023-02-28 11:00:00
104.8,201.5,0.61,17.91,42.03,1.9,10.02,156.28,2023-02-28 11:15:00
104.8,201.5,0.91,21.2,46.82,1.94,12.02,155.59,2023-02-28 11:30:00
111.8,166.6,0.65,16.76,45.22,1.73,9.44,169.67,2023-02-28 11:45:00
111.8,166.6,1.16,25.41,44.8,1.85,14.45,164.67,2023-02-28 12:00:00
111.8,166.6,0.79,13.69,23.15,1.14,7.92,140.75,2023-02-28 12:15:00
111.8,166.6,1.22,15.11,21.84,1.41,9.03,140.84,2023-02-28 12:30:00
95.1,199.3,2.73,35.5,14.12,0.93,21.1,115.64,2023-02-28 12:45:00
95.1,199.3,1.66,17.64,10.47,0.77,10.73,123.31,2023-02-28 13:00:00
95.1,199.3,2.0,16.16,12.7,0.94,10.22,104.29,2023-02-28 13:15:00
95.1,199.3,1.36,21.61,11.16,1.18,12.6,101.53,2023-02-28 13:30:00
62.1,137.7,2.4,16.07,14.57,1.29,10.5,98.02,2023-02-28 13:45:00
62.1,137.7,1.2,14.75,13.69,1.51,8.82,95.66,2023-02-28 14:00:00
62.1,137.7,60.77,165.42,10.02,2.26,137.39,72.05,2023-02-28 14:15:00
62.1,137.7,5.01,68.47,11.91,1.84,40.49,102.62,2023-02-28 14:30:00
54.0,115.6,4.21,19.68,9.55,1.6,13.89,117.93,2023-02-28 14:45:00
54.0,115.6,6.72,22.04,12.17,1.43,17.18,96.41,2023-02-28 15:00:00
54.0,115.6,2.15,14.81,5.66,1.32,9.62,120.47,2023-02-28 15:15:00
54.0,115.6,2.62,24.63,8.72,1.52,15.23,94.42,2023-02-28 15:30:00
48.0,217.3,3.22,6.15,6.09,1.1,5.88,121.73,2023-02-28 15:45:00
48.0,217.3,3.21,23.5,9.79,1.68,15.11,102.1,2023-02-28 16:00:00
48.0,217.3,2.84,18.36,10.35,1.72,12.07,96.33,2023-02-28 16:15:00
48.0,217.3,4.37,27.1,9.95,1.68,17.97,87.66,2023-02-28 16:30:00
44.4,137.0,4.34,25.63,5.35,1.45,17.16,83.84,2023-02-28 16:45:00
44.4,137.0,8.25,58.45,9.68,1.32,37.79,72.16,2023-02-28 17:00:00
44.4,137.0,15.98,80.22,14.62,3.02,55.66,33.71,2023-02-28 17:15:00
44.4,137.0,15.19,74.11,8.92,1.54,51.77,41.78,2023-02-28 17:30:00
83.2,323.6,9.79,72.78,11.43,2.19,46.68,22.8,2023-02-28 17:45:00
83.2,323.6,22.51,5.62,4.84,2.19,21.29,43.69,2023-02-28 18:00:00
83.2,323.6,0.72,44.64,7.33,2.34,24.33,34.25,2023-02-28 18:15:00
83.2,323.6,83.34,68.73,20.41,4.01,104.31,25.95,2023-02-28 18:30:00
179.6,577.0,53.25,73.12,10.19,3.13,82.18,22.42,2023-02-28 18:45:00
179.6,577.0,28.04,84.91,8.91,3.26,67.96,15.37,2023-02-28 19:00:00
179.6,577.0,10.54,54.48,14.23,1.81,37.55,32.64,2023-02-28 19:15:00
179.6,577.0,6.01,45.8,7.66,1.8,29.25,33.78,2023-02-28 19:30:00
138.8,374.0,6.77,56.83,11.47,1.85,35.73,21.6,2023-02-28 19:45:00
138.8,374.0,7.2,56.44,9.18,1.75,35.88,24.28,2023-02-28 20:00:00
138.8,374.0,1.86,33.19,5.43,1.3,19.17,37.27,2023-02-28 20:15:00
,,1.9,8.42,13.72,0.0,6.03,119.16,2023-03-01 11:15:00
,,1.92,10.86,16.98,0.45,7.34,129.85,2023-03-01 11:30:00
,,1.61,8.29,14.43,0.0,5.72,147.32,2023-03-01 11:45:00
,,1.64,14.35,16.81,0.34,8.97,152.4,2023-03-01 12:00:00
,,2.12,14.48,18.48,0.34,9.43,169.32,2023-03-01 12:15:00
,,1.87,19.78,19.14,0.72,12.04,160.26,2023-03-01 12:30:00
104.7,177.8,1.17,14.77,31.4,1.15,8.8,197.24,2023-03-01 12:45:00
104.7,177.8,1.19,16.19,26.38,0.98,9.58,199.08,2023-03-01 13:00:00
104.7,177.8,0.99,17.07,22.0,0.98,9.88,186.52,2023-03-01 13:15:00
104.7,177.8,3.09,44.21,15.12,0.63,26.03,110.34,2023-03-01 13:30:00
92.4,165.2,1.87,11.67,3.23,0.0,7.73,106.36,2023-03-01 13:45:00
92.4,165.2,1.27,7.81,1.95,0.0,5.19,114.05,2023-03-01 14:00:00
92.4,165.2,1.33,9.19,4.12,0.05,5.97,116.17,2023-03-01 14:15:00
92.4,165.2,1.24,9.54,5.76,0.2,6.08,128.49,2023-03-01 14:30:00
56.6,90.5,1.33,9.38,3.27,0.0,6.07,121.24,2023-03-01 14:45:00
56.6,90.5,0.92,8.83,1.28,0.0,5.45,107.05,2023-03-01 15:00:00
56.6,90.5,1.72,9.33,1.45,0.03,6.36,95.99,2023-03-01 15:15:00
56.6,90.5,1.5,14.03,2.62,0.71,8.68,94.35,2023-03-01 15:30:00
43.7,93.3,1.5,13.93,5.13,0.83,8.63,92.73,2023-03-01 15:45:00
43.7,93.3,1.62,8.89,3.56,0.97,6.05,100.02,2023-03-01 16:00:00
43.7,93.3,2.92,9.26,4.42,0.86,7.3,91.93,2023-03-01 16:15:00
43.7,93.3,4.2,49.05,5.57,1.32,29.51,81.93,2023-03-01 16:30:00
41.5,80.4,8.02,27.24,7.03,1.88,21.01,65.08,2023-03-01 16:45:00
41.5,80.4,3.73,22.7,8.44,1.35,15.11,91.41,2023-03-01 17:00:00
41.5,80.4,5.21,63.52,8.57,1.92,38.02,76.62,2023-03-01 17:15:00
41.5,80.4,10.58,38.62,4.34,2.19,29.15,53.91,2023-03-01 17:30:00
46.6,114.8,38.75,77.34,3.47,3.13,72.64,28.24,2023-03-01 17:45:00
46.6,114.8,31.96,40.6,1.76,1.78,47.58,26.88,2023-03-01 18:00:00
46.6,114.8,42.14,93.97,3.3,3.57,84.24,20.63,2023-03-01 18:15:00
46.6,114.8,5.01,60.24,1.27,1.36,36.12,25.41,2023-03-01 18:30:00
124.6,550.8,10.87,49.71,1.3,1.47,35.28,20.49,2023-03-01 18:45:00
124.6,550.8,6.45,63.92,6.27,2.02,39.25,23.83,2023-03-01 19:00:00
124.6,550.8,7.48,63.63,2.8,1.37,39.92,11.97,2023-03-01 19:15:00
124.6,550.8,101.75,68.71,4.56,4.44,119.28,16.7,2023-03-01 19:30:00
148.2,430.5,82.33,72.13,4.42,2.87,105.3,7.16,2023-03-01 19:45:00
148.2,430.5,61.6,82.89,3.32,2.35,91.05,6.61,2023-03-01 20:00:00
148.2,430.5,6.27,84.6,2.33,1.01,50.1,18.77,2023-03-01 20:15:00
148.2,430.5,15.45,72.9,2.64,1.29,51.34,6.48,2023-03-01 20:30:00
101.6,240.2,19.58,69.4,2.57,1.47,52.84,4.72,2023-03-01 20:45:00
101.6,240.2,13.09,65.11,2.02,0.89,45.28,3.18,2023-03-01 21:00:00
101.6,240.2,35.55,69.06,1.95,1.52,65.64,3.18,2023-03-01 21:15:00
101.6,240.2,6.92,57.96,1.8,0.91,36.46,4.6,2023-03-01 21:30:00
84.3,246.8,5.34,55.44,1.37,0.96,33.83,3.89,2023-03-01 21:45:00
84.3,246.8,17.59,67.3,1.49,1.28,50.1,4.05,2023-03-01 22:00:00
84.3,246.8,1.92,40.99,0.33,0.99,23.37,10.96,2023-03-01 22:15:00
84.3,246.8,1.06,34.67,,0.64,19.31,14.08,2023-03-01 22:30:00
61.8,146.4,0.62,30.11,,0.77,16.52,21.21,2023-03-01 22:45:00
61.8,146.4,0.71,17.01,,0.0,9.63,37.14,2023-03-01 23:00:00
61.8,146.4,0.51,17.78,,0.0,9.87,41.04,2023-03-01 23:15:00
61.8,146.4,0.6,13.86,,0.0,7.86,44.41,2023-03-01 23:30:00
49.0,90.2,0.65,19.29,,0.03,10.79,34.62,2023-03-01 23:45:00
49.0,90.2,0.79,21.3,,0.0,11.97,25.22,2023-03-02 00:00:00
49.0,90.2,1.49,36.38,0.09,0.42,20.57,6.32,2023-03-02 00:15:00
49.0,90.2,1.16,39.17,0.29,0.3,21.78,9.84,2023-03-02 00:30:00
43.8,94.0,1.29,37.81,,0.63,21.16,11.47,2023-03-02 00:45:00
43.8,94.0,1.75,37.33,,0.47,21.28,9.71,2023-03-02 01:00:00
43.8,94.0,3.37,36.7,,0.61,22.26,8.32,2023-03-02 01:15:00
43.8,94.0,5.33,37.1,,1.47,24.07,17.93,2023-03-02 01:30:00
79.5,132.0,2.83,34.65,,0.77,20.73,5.33,2023-03-02 01:45:00
79.5,132.0,3.35,37.22,0.7,0.79,22.52,5.38,2023-03-02 02:00:00
79.5,132.0,5.42,35.25,0.81,0.75,23.16,4.36,2023-03-02 02:15:00
79.5,132.0,6.59,34.29,1.33,0.78,23.6,2.71,2023-03-02 02:30:00
70.9,125.1,4.49,33.46,2.36,0.84,21.45,1.86,2023-03-02 02:45:00
70.9,125.1,0.92,29.34,6.04,0.78,16.35,9.19,2023-03-02 03:00:00
70.9,125.1,1.02,34.23,7.93,0.65,19.03,6.71,2023-03-02 03:15:00
70.9,125.1,3.85,35.81,10.0,0.69,22.18,4.67,2023-03-02 03:30:00
94.0,154.7,3.79,38.67,9.38,1.02,23.65,2.18,2023-03-02 03:45:00
94.0,154.7,6.22,34.79,6.57,0.96,23.56,3.47,2023-03-02 04:00:00
94.0,154.7,5.41,33.78,4.62,0.83,22.37,1.09,2023-03-02 04:15:00
94.0,154.7,6.38,31.71,4.45,0.92,22.06,0.96,2023-03-02 04:30:00
88.3,153.4,6.34,34.76,3.86,0.75,23.65,,2023-03-02 04:45:00
88.3,153.4,7.15,34.09,3.78,0.65,23.94,,2023-03-02 05:00:00
88.3,153.4,2.8,34.25,4.21,0.95,20.5,3.95,2023-03-02 05:15:00
88.3,153.4,3.51,32.57,3.86,0.95,20.17,2.96,2023-03-02 05:30:00
89.3,177.1,3.31,38.0,4.78,1.42,22.9,15.24,2023-03-02 05:45:00
89.3,177.1,5.03,35.56,4.58,1.42,23.01,5.39,2023-03-02 06:00:00
89.3,177.1,15.02,45.68,14.75,1.69,36.51,3.32,2023-03-02 06:15:00
89.3,177.1,7.0,34.17,15.03,1.41,23.87,4.98,2023-03-02 06:30:00
167.7,522.2,11.33,39.32,17.77,2.03,30.12,6.46,2023-03-02 06:45:00
167.7,522.2,15.01,47.14,28.43,2.64,37.28,5.84,2023-03-02 07:00:00
167.7,522.2,14.57,56.16,39.68,3.46,41.72,13.68,2023-03-02 07:15:00
167.7,522.2,9.08,57.5,61.22,4.18,37.97,26.28,2023-03-02 07:30:00
193.1,388.9,9.05,70.26,104.61,6.33,44.73,39.18,2023-03-02 07:45:00
193.1,388.9,6.96,57.12,83.05,4.9,36.04,55.51,2023-03-02 08:00:00
193.1,388.9,4.67,46.14,58.63,4.1,28.34,59.31,2023-03-02 08:15:00
193.1,388.9,4.64,49.16,53.34,3.91,29.92,67.26,2023-03-02 08:30:00
200.7,324.6,2.87,21.39,31.63,2.35,13.71,72.47,2023-03-02 08:45:00
200.7,324.6,2.12,24.33,31.95,2.23,14.66,84.08,2023-03-02 09:00:00
200.7,324.6,1.61,13.67,19.43,1.04,8.58,90.25,2023-03-02 09:15:00
200.7,324.6,1.13,12.03,12.22,0.92,7.32,95.04,2023-03-02 09:30:00
117.2,205.6,1.53,14.05,9.62,1.06,8.72,91.27,2023-03-02 09:45:00
117.2,205.6,2.18,90.74,7.34,0.73,50.04,84.28,2023-03-02 10:00:00
117.2,205.6,1.28,7.17,5.12,0.16,4.85,99.77,2023-03-02 10:15:00
117.2,205.6,1.51,10.5,3.88,0.44,6.81,93.96,2023-03-02 10:30:00
76.0,139.6,1.33,8.1,3.78,0.68,5.39,111.73,2023-03-02 10:45:00
76.0,139.6,1.32,10.63,4.74,0.85,6.73,107.76,2023-03-02 11:00:00
76.0,139.6,2.57,4.12,5.13,0.36,4.28,120.03,2023-03-02 11:15:00
76.0,139.6,1.66,11.17,6.85,0.94,7.3,118.97,2023-03-02 11:30:00
69.7,132.7,2.25,15.83,3.5,0.74,10.25,103.49,2023-03-02 11:45:00
69.7,132.7,2.36,14.52,1.67,0.02,9.64,88.13,2023-03-02 12:00:00
69.7,132.7,1.33,7.73,1.14,0.07,5.19,102.35,2023-03-02 12:15:00
69.7,132.7,1.39,7.31,0.58,0.0,5.02,98.08,2023-03-02 12:30:00
51.9,101.1,0.95,2.46,0.02,0.0,2.08,104.75,2023-03-02 12:45:00
51.9,101.1,2.96,18.21,0.42,0.0,12.09,98.25,2023-03-02 13:00:00
51.9,101.1,2.62,13.11,,0.0,9.11,94.27,2023-03-02 13:15:00
51.9,101.1,2.82,15.83,,0.15,10.71,95.78,2023-03-02 13:30:00
46.6,86.3,2.92,12.58,,0.0,9.06,81.18,2023-03-02 13:45:00
46.6,86.3,8.95,29.94,,0.0,23.2,60.02,2023-03-02 14:00:00
46.6,86.3,3.79,2.58,,0.0,4.45,90.02,2023-03-02 14:15:00
46.6,86.3,2.14,9.57,1.08,0.71,6.83,86.32,2023-03-02 14:30:00
37.3,97.6,1.64,11.72,1.58,0.75,7.56,96.48,2023-03-02 14:45:00
37.3,97.6,1.5,9.67,1.08,0.38,6.36,103.78,2023-03-02 15:00:00
37.3,97.6,1.21,7.59,0.37,0.0,5.02,107.7,2023-03-02 15:15:00
37.3,97.6,2.33,13.27,0.74,0.0,8.95,98.96,2023-03-02 15:30:00
41.2,139.8,19.8,58.55,,0.61,47.24,76.66,2023-03-02 15:45:00
41.2,139.8,2.01,8.66,,0.27,6.24,89.11,2023-03-02 16:00:00
41.2,139.8,1.97,8.96,,0.0,6.37,84.25,2023-03-02 16:15:00
41.2,139.8,2.65,13.4,,0.11,9.28,79.59,2023-03-02 16:30:00
37.6,116.8,4.34,29.38,,0.64,19.16,65.76,2023-03-02 16:45:00
37.6,116.8,2.3,17.66,,0.46,11.27,67.09,2023-03-02 17:00:00
37.6,116.8,6.1,23.71,1.43,1.13,17.58,57.42,2023-03-02 17:15:00
37.6,116.8,5.69,27.14,2.77,1.59,19.06,61.74,2023-03-02 17:30:00
35.5,93.5,17.0,64.98,2.21,1.32,48.38,45.97,2023-03-02 17:45:00
35.5,93.5,70.08,42.53,0.04,1.74,79.6,32.89,2023-03-02 18:00:00
35.5,93.5,19.99,59.29,1.02,1.83,47.79,22.75,2023-03-02 18:15:00
35.5,93.5,30.18,86.06,1.12,2.27,70.32,19.85,2023-03-02 18:30:00
54.3,156.9,31.37,73.05,1.83,2.4,64.36,14.32,2023-03-02 18:45:00
54.3,156.9,68.62,16.89,2.5,2.02,64.77,8.53,2023-03-02 19:00:00
54.3,156.9,31.41,73.67,3.38,2.25,64.72,8.52,2023-03-02 19:15:00
54.3,156.9,48.17,63.4,3.71,2.32,72.88,8.23,2023-03-02 19:30:00
57.9,157.8,92.78,63.42,3.69,3.09,109.16,11.33,2023-03-02 19:45:00
57.9,157.8,30.57,43.61,3.02,2.6,48.05,7.84,2023-03-02 20:00:00
57.9,157.8,58.4,54.12,2.66,1.83,76.27,9.44,2023-03-02 20:15:00
57.9,157.8,6.85,58.66,2.14,0.93,36.77,21.64,2023-03-02 20:30:00
78.6,173.7,3.33,29.15,0.86,0.56,18.21,41.65,2023-03-02 20:45:00
78.6,173.7,1.38,11.9,,0.05,7.45,61.55,2023-03-02 21:00:00
78.6,173.7,1.29,9.38,,0.0,6.04,66.88,2023-03-02 21:15:00
78.6,173.7,1.24,9.93,,0.0,6.29,67.41,2023-03-02 21:30:00
48.7,92.0,2.88,23.4,,0.72,14.79,52.07,2023-03-02 21:45:00
48.7,92.0,2.14,29.95,,0.74,17.67,42.93,2023-03-02 22:00:00
48.7,92.0,1.71,22.45,,1.05,13.33,42.25,2023-03-02 22:15:00
48.7,92.0,1.81,25.89,,0.75,15.24,43.92,2023-03-02 22:30:00
52.2,97.8,1.35,17.75,,0.82,10.54,52.41,2023-03-02 22:45:00
52.2,97.8,1.32,22.08,,1.04,12.82,50.9,2023-03-02 23:00:00
52.2,97.8,0.99,19.65,,1.43,11.25,52.67,2023-03-02 23:15:00
52.2,97.8,1.15,18.63,,0.75,10.84,43.85,2023-03-02 23:30:00
71.7,116.9,0.88,22.52,0.13,0.67,12.69,30.01,2023-03-02 23:45:00
71.7,116.9,0.83,25.29,1.87,0.82,14.13,24.04,2023-03-03 00:00:00
71.7,116.9,1.48,27.04,3.49,0.64,15.58,19.73,2023-03-03 00:15:00
71.7,116.9,0.91,25.03,4.23,0.57,14.05,18.29,2023-03-03 00:30:00
56.9,100.0,0.89,24.88,4.24,0.9,13.96,17.53,2023-03-03 00:45:00
56.9,100.0,0.84,25.98,5.29,1.11,14.5,17.0,2023-03-03 01:00:00
56.9,100.0,1.01,26.25,5.65,1.01,14.79,12.59,2023-03-03 01:15:00
56.9,100.0,0.9,21.7,8.1,1.04,12.27,20.5,2023-03-03 01:30:00
66.0,100.5,0.94,27.1,7.77,0.88,15.18,11.53,2023-03-03 01:45:00
66.0,100.5,1.5,25.66,7.81,1.4,14.87,8.32,2023-03-03 02:00:00
66.0,100.5,1.01,26.36,8.47,1.35,14.85,6.91,2023-03-03 02:15:00
66.0,100.5,1.15,25.86,9.56,1.51,14.69,5.45,2023-03-03 02:30:00
71.9,111.2,1.23,26.05,10.38,1.76,14.86,5.74,2023-03-03 02:45:00
71.9,111.2,1.89,35.92,20.52,3.47,20.64,2.3,2023-03-03 03:00:00
71.9,111.2,5.05,45.63,38.09,5.73,28.37,11.51,2023-03-03 03:15:00
71.9,111.2,5.3,43.05,37.16,5.46,27.21,8.83,2023-03-03 03:30:00
108.7,176.7,3.77,38.77,29.42,4.22,23.69,4.36,2023-03-03 03:45:00
108.7,176.7,2.1,34.46,24.28,3.3,20.03,0.79,2023-03-03 04:00:00
108.7,176.7,2.49,34.36,26.65,3.21,20.3,2.73,2023-03-03 04:15:00
108.7,176.7,1.33,22.97,21.38,1.56,13.3,22.27,2023-03-03 04:30:00
88.6,144.8,1.07,18.84,18.58,1.13,10.89,30.06,2023-03-03 04:45:00
88.6,144.8,1.88,27.35,14.08,1.09,16.08,26.65,2023-03-03 05:00:00
88.6,144.8,2.55,21.51,11.33,0.67,13.51,27.71,2023-03-03 05:15:00
88.6,144.8,1.05,16.95,9.5,0.93,9.87,32.82,2023-03-03 05:30:00
72.1,124.2,4.29,24.86,7.39,0.78,16.72,11.99,2023-03-03 05:45:00
72.1,124.2,1.89,24.73,6.77,0.87,14.69,11.54,2023-03-03 06:00:00
72.1,124.2,6.81,35.08,6.37,1.8,24.2,13.06,2023-03-03 06:15:00
72.1,124.2,3.25,29.3,5.35,1.23,18.23,9.23,2023-03-03 06:30:00
141.3,462.8,9.67,34.96,4.7,1.51,26.46,4.24,2023-03-03 06:45:00
141.3,462.8,7.81,41.36,5.07,1.36,28.35,4.87,2023-03-03 07:00:00
141.3,462.8,7.88,42.39,10.01,1.35,28.95,22.26,2023-03-03 07:15:00
141.3,462.8,5.79,46.7,17.3,2.38,29.55,31.99,2023-03-03 07:30:00
179.2,426.9,4.91,54.99,32.41,3.83,33.24,50.9,2023-03-03 07:45:00
179.2,426.9,7.03,85.52,48.33,5.41,51.2,52.89,2023-03-03 08:00:00
179.2,426.9,6.33,98.18,65.82,7.05,57.37,68.45,2023-03-03 08:15:00
179.2,426.9,3.81,92.09,84.54,7.52,52.08,89.9,2023-03-03 08:30:00
329.8,512.3,2.42,49.76,57.94,6.37,28.44,94.07,2023-03-03 08:45:00
329.8,512.3,1.86,33.81,31.82,3.45,19.49,84.87,2023-03-03 09:00:00
329.8,512.3,1.83,82.5,25.59,2.7,45.37,84.45,2023-03-03 09:15:00
329.8,512.3,2.65,28.15,24.99,2.86,17.13,87.95,2023-03-03 09:30:00
184.6,293.1,1.95,25.58,20.06,2.55,15.19,96.11,2023-03-03 09:45:00
184.6,293.1,1.31,18.79,15.48,1.45,11.06,99.17,2023-03-03 10:00:00
184.6,293.1,1.47,12.51,11.99,1.21,7.85,108.31,2023-03-03 10:15:00
184.6,293.1,1.8,15.29,6.97,0.58,9.6,81.85,2023-03-03 10:30:00
100.9,177.4,1.16,8.92,5.3,0.57,5.69,86.74,2023-03-03 10:45:00
100.9,177.4,2.97,15.91,3.89,0.28,10.88,79.9,2023-03-03 11:00:00
100.9,177.4,2.36,14.35,2.59,0.29,9.55,82.9,2023-03-03 11:15:00
100.9,177.4,1.41,8.47,1.87,0.18,5.65,88.09,2023-03-03 11:30:00
56.9,92.8,1.94,9.24,1.2,0.21,6.5,85.62,2023-03-03 11:45:00
56.9,92.8,2.11,10.46,0.2,0.28,7.28,78.6,2023-03-03 12:00:00
56.9,92.8,1.7,7.01,,0.0,5.11,77.98,2023-03-03 12:15:00
56.9,92.8,3.33,12.09,,0.27,9.14,75.93,2023-03-03 12:30:00
36.0,85.7,2.59,11.67,,0.0,8.31,76.67,2023-03-03 12:45:00
36.0,85.7,2.27,9.78,,0.0,7.04,71.62,2023-03-03 13:00:00
36.0,85.7,2.24,9.26,,0.0,6.75,75.58,2023-03-03 13:15:00
36.0,85.7,3.82,27.0,,0.0,17.47,66.5,2023-03-03 13:30:00
29.2,88.4,1.18,2.7,,0.0,2.39,80.19,2023-03-03 13:45:00
29.2,88.4,2.32,8.24,,0.0,6.27,81.73,2023-03-03 14:00:00
29.2,88.4,1.59,3.88,,0.0,3.35,85.56,2023-03-03 14:15:00
29.2,88.4,1.66,5.05,,0.0,4.03,85.08,2023-03-03 14:30:00
29.2,112.1,1.77,7.01,,0.0,5.17,84.07,2023-03-03 14:45:00
29.2,112.1,2.02,9.16,,0.0,6.51,86.09,2023-03-03 15:00:00
29.2,112.1,2.07,9.63,,0.0,6.8,88.09,2023-03-03 15:15:00
