pm2.5,pm10,no,no2,so2,co,nox,ozone,at,rh,ws,wd,bp,timestamp,nh3,benzene,eth_benzene,mp_xylene
,,15.78,3.78,4.14,0.4,12.58,0.56,29.46,79.13,1.63,84.17,1006.78,2024-10-09 16:00:00,8.2,0.62,2.17,1.6
,,15.75,3.72,4.6,0.48,12.47,0.5,29.32,80.52,1.84,80.72,1006.72,2024-10-09 16:15:00,8.23,0.64,2.26,1.67
,,15.9,3.69,4.05,0.45,12.61,0.64,29.4,81.15,1.56,68.16,1006.69,2024-10-09 16:30:00,8.26,0.6,2.1,1.55
,,16.22,3.68,4.43,0.46,12.89,0.21,29.24,81.76,1.76,74.31,1006.62,2024-10-09 16:45:00,8.38,0.64,2.26,1.67
6.0,12.0,16.16,3.67,4.11,0.48,12.81,0.58,29.08,82.71,1.62,71.75,1006.63,2024-10-09 17:00:00,8.32,0.6,2.12,1.56
6.0,12.0,15.96,3.72,4.02,0.45,12.68,0.53,28.92,83.46,1.54,80.28,1006.55,2024-10-09 17:15:00,8.23,0.6,2.1,1.55
6.0,12.0,15.97,3.64,4.07,0.44,12.61,0.45,28.74,84.11,1.59,70.34,1006.56,2024-10-09 17:30:00,8.2,0.6,2.1,1.55
6.5,12.1,16.0,3.64,4.0,0.39,12.63,0.37,28.59,84.82,1.54,62.36,1006.55,2024-10-09 17:45:00,8.18,0.58,2.02,1.49
12.0,16.0,16.05,3.6,4.25,0.44,12.66,0.51,28.47,85.65,1.67,66.67,1006.53,2024-10-09 18:00:00,8.31,0.61,2.14,1.58
12.0,16.0,15.87,3.67,4.07,0.45,12.54,0.49,28.33,86.21,1.59,65.07,1006.62,2024-10-09 18:15:00,8.2,0.6,2.11,1.56
12.0,16.0,15.88,3.7,3.78,0.45,12.59,0.56,28.23,86.16,1.43,56.63,1006.81,2024-10-09 18:30:00,8.03,0.55,1.92,1.41
11.43,15.88,15.66,3.7,3.92,0.37,12.37,0.45,28.15,86.37,1.51,76.66,1007.07,2024-10-09 18:45:00,8.26,0.57,1.99,1.47
6.0,11.0,15.8,3.76,3.78,0.42,12.58,0.53,28.1,86.14,1.43,71.06,1007.44,2024-10-09 19:00:00,8.09,0.56,1.96,1.44
6.0,11.0,15.74,3.7,3.58,0.39,12.45,0.55,28.09,86.09,1.35,101.23,1007.75,2024-10-09 19:15:00,8.14,0.53,1.82,1.34
6.0,11.0,15.74,3.72,3.49,0.38,12.46,0.49,28.1,86.54,1.3,95.22,1008.07,2024-10-09 19:30:00,8.09,0.52,1.78,1.31
5.24,10.89,15.58,3.78,3.5,0.37,12.38,0.47,28.11,87.25,1.31,70.68,1008.3,2024-10-09 19:45:00,8.13,0.53,1.81,1.33
,7.0,15.85,3.68,3.38,0.43,12.54,0.73,27.99,86.96,1.23,69.42,1008.42,2024-10-09 20:00:00,8.16,0.52,1.77,1.3
,7.0,16.17,3.65,3.62,0.39,12.82,0.37,27.99,85.73,1.36,63.03,1008.48,2024-10-09 20:15:00,8.21,0.54,1.88,1.38
,7.0,16.29,3.7,3.5,0.39,12.96,0.42,28.11,85.23,1.3,82.07,1008.73,2024-10-09 20:30:00,8.16,0.52,1.78,1.31
,7.04,16.1,3.71,3.23,0.35,12.8,0.42,28.15,85.99,1.16,88.56,1009.03,2024-10-09 20:45:00,8.16,0.49,1.66,1.22
,,15.99,3.84,3.42,0.36,12.83,0.52,28.01,86.41,1.25,124.21,1009.1,2024-10-09 21:00:00,8.09,0.51,1.76,1.29
,,16.07,3.63,3.3,0.35,12.68,0.37,27.89,86.64,1.21,126.91,1009.1,2024-10-09 21:15:00,8.25,0.51,1.73,1.27
,,15.98,3.75,3.24,0.47,12.73,0.72,27.86,87.12,1.17,115.59,1009.06,2024-10-09 21:30:00,8.23,0.5,1.69,1.24
,,16.06,3.83,3.25,0.39,12.88,0.58,27.86,87.5,1.18,140.31,1009.14,2024-10-09 21:45:00,8.19,0.5,1.7,1.25
,,15.91,3.7,3.24,0.36,12.62,0.69,27.77,87.82,1.17,126.43,1009.17,2024-10-09 22:00:00,8.16,0.5,1.7,1.25
,,15.75,3.91,2.78,0.35,12.66,0.54,27.68,87.9,0.94,71.96,1009.03,2024-10-09 22:15:00,8.05,0.43,1.44,1.05
,,15.7,3.76,2.49,0.31,12.46,0.59,27.58,87.69,0.79,70.45,1008.81,2024-10-09 22:30:00,8.19,0.41,1.34,0.98
,,15.55,3.55,2.31,0.32,12.08,0.47,27.5,87.58,0.7,73.48,1008.78,2024-10-09 22:45:00,8.33,0.37,1.19,0.87
,,15.57,3.66,2.41,0.34,12.25,0.5,27.47,87.92,0.76,65.66,1008.72,2024-10-09 23:00:00,8.18,0.38,1.21,0.88
,,15.49,3.77,2.82,0.38,12.22,0.3,27.47,88.18,0.96,63.16,1008.54,2024-10-09 23:15:00,8.13,0.42,1.39,1.02
,,15.51,3.73,2.91,0.34,12.25,0.79,27.48,88.27,1.0,61.09,1008.44,2024-10-09 23:30:00,8.04,0.45,1.52,1.11
,,15.54,3.68,2.18,0.35,12.22,0.48,27.47,88.41,0.64,46.21,1008.44,2024-10-09 23:45:00,8.12,0.37,1.16,0.85
,,15.56,3.71,1.97,0.35,12.3,0.72,27.47,88.77,0.53,148.02,1008.35,2024-10-10 00:00:00,8.13,0.33,1.04,0.75
,,15.4,3.73,2.55,0.3,12.12,0.31,27.37,89.29,0.85,102.53,1008.26,2024-10-10 00:15:00,8.14,0.39,1.28,0.93
,,15.35,3.67,2.88,0.37,12.02,0.45,27.29,89.53,1.0,67.72,1008.11,2024-10-10 00:30:00,8.12,0.45,1.51,1.11
,,15.26,3.85,2.57,0.35,12.1,0.42,27.24,89.36,0.84,72.66,1007.99,2024-10-10 00:45:00,8.2,0.41,1.34,0.98
,,15.38,3.71,1.98,0.32,12.1,0.42,27.14,89.0,0.54,134.08,1007.77,2024-10-10 01:00:00,8.26,0.33,1.01,0.74
,,15.4,3.64,2.1,0.31,12.05,0.5,27.16,88.87,0.6,155.85,1007.59,2024-10-10 01:15:00,8.19,0.35,1.11,0.81
,,15.4,3.68,2.11,0.34,12.09,0.43,27.04,88.9,0.6,123.1,1007.13,2024-10-10 01:30:00,8.17,0.34,1.07,0.78
,,15.31,3.87,2.57,0.35,12.18,0.52,26.9,89.13,0.82,62.93,1006.67,2024-10-10 01:45:00,8.13,0.4,1.28,0.94
,,15.29,3.82,2.57,0.34,12.11,0.7,26.77,89.59,0.83,42.55,1006.38,2024-10-10 02:00:00,8.17,0.42,1.36,1.0
,,15.49,3.67,3.46,0.33,12.17,0.65,26.63,90.02,1.28,62.86,1006.28,2024-10-10 02:15:00,8.18,0.52,1.77,1.3
,,15.19,3.72,3.72,0.32,11.91,0.59,26.52,90.38,1.42,54.57,1006.16,2024-10-10 02:30:00,8.18,0.56,1.92,1.42
,,15.01,3.95,3.21,0.29,11.96,0.43,26.38,90.64,1.15,135.69,1005.96,2024-10-10 02:45:00,8.1,0.49,1.64,1.21
,,15.25,3.7,3.75,0.28,11.95,0.57,26.31,90.88,1.42,89.72,1006.0,2024-10-10 03:00:00,8.15,0.56,1.93,1.42
,,15.29,3.76,3.29,0.27,12.05,0.46,26.26,91.23,1.18,91.66,1006.0,2024-10-10 03:15:00,8.04,0.51,1.74,1.28
,,15.2,3.69,3.54,0.25,11.88,0.35,26.18,91.57,1.32,57.76,1005.93,2024-10-10 03:30:00,8.27,0.53,1.84,1.35
,,15.37,3.62,4.22,0.29,12.0,0.59,26.11,91.94,1.67,37.09,1005.97,2024-10-10 03:45:00,8.21,0.61,2.12,1.57
,,15.63,3.65,4.9,0.26,12.27,0.62,26.1,92.19,2.01,37.62,1006.03,2024-10-10 04:00:00,8.11,0.71,2.52,1.87
,,15.63,3.65,5.15,0.26,12.27,0.23,26.01,92.38,2.12,27.17,1006.06,2024-10-10 04:15:00,8.2,0.73,2.61,1.93
,,15.54,3.71,4.79,0.29,12.22,0.64,26.03,92.58,1.94,44.26,1006.16,2024-10-10 04:30:00,8.18,0.69,2.44,1.81
,,15.43,3.64,5.0,0.38,12.04,0.53,25.96,92.32,2.05,32.27,1006.27,2024-10-10 04:45:00,8.34,0.7,2.51,1.86
,,15.34,3.85,4.78,0.33,12.19,0.55,25.96,92.61,1.94,39.54,1006.48,2024-10-10 05:00:00,8.09,0.68,2.43,1.8
,,15.59,3.76,4.31,0.3,12.34,0.47,25.94,92.7,1.7,22.56,1006.58,2024-10-10 05:15:00,8.17,0.63,2.2,1.63
,,15.59,3.73,4.48,0.31,12.33,0.59,25.97,92.56,1.79,27.64,1006.74,2024-10-10 05:30:00,8.06,0.65,2.29,1.69
,,15.67,3.73,4.6,0.28,12.38,0.67,25.95,92.45,1.86,28.34,1006.95,2024-10-10 05:45:00,8.0,0.67,2.37,1.75
,,15.73,3.64,5.17,0.3,12.38,0.54,25.93,92.62,2.14,24.16,1007.15,2024-10-10 06:00:00,8.18,0.73,2.63,1.95
,,15.8,3.63,5.32,0.38,12.44,0.56,25.98,92.93,2.21,31.62,1007.42,2024-10-10 06:15:00,8.14,0.75,2.69,2.0
,,15.69,3.57,4.69,0.35,12.27,0.59,26.25,93.05,1.89,173.18,1007.53,2024-10-10 06:30:00,8.22,0.65,2.31,1.71
,,15.3,3.77,3.61,0.31,12.1,0.53,26.7,91.56,1.34,103.53,1007.68,2024-10-10 06:45:00,8.11,0.53,1.84,1.35
,,15.2,3.75,3.92,0.25,11.95,0.44,27.24,89.11,1.53,178.57,1008.07,2024-10-10 07:00:00,8.08,0.57,1.99,1.47
,,15.09,3.68,4.16,0.25,11.76,0.62,27.98,87.14,1.62,228.39,1008.41,2024-10-10 07:15:00,8.1,0.6,2.11,1.56
,,14.66,3.91,3.96,0.25,11.56,0.65,28.98,84.13,1.55,157.36,1008.45,2024-10-10 07:30:00,8.01,0.58,2.03,1.5
,,14.48,3.76,3.93,0.24,11.26,0.58,29.99,79.74,1.51,161.47,1008.76,2024-10-10 07:45:00,8.12,0.58,2.01,1.49
,,14.32,3.82,3.95,0.29,11.14,0.51,30.1,76.57,1.53,155.21,1009.22,2024-10-10 08:00:00,8.16,0.59,2.04,1.51
,,14.28,3.74,3.47,0.33,11.02,0.63,30.31,75.77,1.3,163.93,1009.55,2024-10-10 08:15:00,8.21,0.53,1.82,1.34
,,14.19,3.66,3.65,0.36,10.84,0.5,30.66,74.2,1.38,181.79,1009.97,2024-10-10 08:30:00,8.3,0.55,1.89,1.39
,,14.24,3.64,2.89,0.36,10.89,0.48,31.16,71.58,1.0,121.17,1010.24,2024-10-10 08:45:00,8.39,0.45,1.51,1.11
,,14.36,3.67,3.44,0.38,11.02,0.6,31.89,68.95,1.26,128.13,1010.32,2024-10-10 09:00:00,8.24,0.51,1.75,1.28
,,14.34,3.73,3.75,0.36,11.06,0.59,32.6,64.91,1.42,49.65,1010.57,2024-10-10 09:15:00,8.23,0.56,1.96,1.44
,,14.35,3.65,5.08,0.33,11.02,0.67,31.83,66.36,2.1,46.42,1010.75,2024-10-10 09:30:00,8.27,0.7,2.52,1.86
,,14.23,3.75,5.25,0.34,11.0,0.48,31.56,69.43,2.18,64.32,1010.4,2024-10-10 09:45:00,8.14,0.72,2.6,1.92
8.0,16.0,14.13,3.77,4.98,0.33,10.89,0.56,30.93,71.14,2.05,58.12,1010.27,2024-10-10 10:00:00,8.28,0.71,2.53,1.87
8.0,16.0,14.09,3.63,5.07,0.36,10.72,0.21,30.55,72.6,2.08,69.2,1010.09,2024-10-10 10:15:00,8.28,0.71,2.55,1.89
8.0,16.0,14.1,3.54,4.95,0.37,10.64,0.28,30.2,74.25,1.98,66.37,1009.74,2024-10-10 10:30:00,8.22,0.72,2.59,1.92
8.18,16.05,14.1,3.52,4.55,0.36,10.61,0.25,30.29,74.71,1.8,62.67,1009.46,2024-10-10 10:45:00,8.21,0.67,2.39,1.76
10.0,18.0,14.28,3.62,4.58,0.34,10.9,0.52,30.31,74.89,1.81,52.53,1009.1,2024-10-10 11:00:00,8.29,0.66,2.33,1.72
10.0,18.0,14.59,3.72,4.89,0.37,11.32,0.39,30.59,74.02,1.98,48.78,1008.87,2024-10-10 11:15:00,8.12,0.7,2.52,1.86
10.0,18.0,14.93,3.67,5.92,0.42,11.59,0.43,31.13,71.59,2.52,69.71,1008.93,2024-10-10 11:30:00,8.21,0.83,3.04,2.25
10.83,17.95,14.91,3.79,6.21,0.4,11.71,0.27,31.62,69.29,2.66,69.97,1009.02,2024-10-10 11:45:00,8.21,0.87,3.18,2.36
,,15.04,3.67,6.78,0.39,11.7,0.43,31.13,70.08,2.97,63.29,1009.0,2024-10-10 12:00:00,8.28,0.94,3.47,2.58
,,14.96,3.75,6.34,0.34,11.72,0.44,31.52,70.16,2.75,60.54,1008.66,2024-10-10 12:15:00,8.28,0.91,3.33,2.47
,,14.99,3.84,6.4,0.28,11.82,0.46,32.11,68.08,2.76,65.32,1008.37,2024-10-10 12:30:00,8.14,0.89,3.24,2.41
,,15.07,3.91,6.92,0.32,11.99,0.42,31.98,68.03,3.01,62.66,1008.16,2024-10-10 12:45:00,8.05,0.96,3.53,2.63
,,15.59,3.57,6.71,0.33,12.17,0.56,31.7,69.14,2.91,57.97,1007.91,2024-10-10 13:00:00,8.17,0.91,3.35,2.49
