pm2.5,pm10,no,no2,so2,co,nox,ozone,at,rh,ws,wd,bp,timestamp,nh3,benzene
,,76.4,25.31,9.05,0.62,82.57,,27.67,85.42,0.79,105.38,1010.28,2023-10-05 21:45:00,105.49,
,,79.12,24.57,9.09,0.62,84.39,,27.62,85.32,0.71,109.12,1010.32,2023-10-05 22:00:00,106.35,
,,78.48,24.14,9.11,0.6,83.62,,27.66,83.51,0.5,114.28,1010.29,2023-10-05 22:15:00,107.79,
,,77.32,24.14,9.76,0.62,82.72,,27.84,83.97,0.75,137.41,1010.2,2023-10-05 22:30:00,111.47,
,,100.73,61.33,9.9,0.62,121.54,,28.26,81.43,0.91,144.66,1010.16,2023-10-05 22:45:00,108.66,
,,111.43,51.35,9.88,0.61,124.91,,28.4,81.35,0.8,147.91,1010.11,2023-10-05 23:00:00,108.9,
,,111.04,55.13,9.75,0.55,126.59,,28.35,81.14,0.88,120.65,1009.92,2023-10-05 23:15:00,107.95,
,,109.0,58.37,9.9,0.61,126.65,,28.31,81.06,0.96,134.95,1009.65,2023-10-05 23:30:00,108.3,
,,114.93,58.13,9.89,0.63,131.36,,28.22,80.72,0.89,147.4,1009.44,2023-10-05 23:45:00,106.94,
,,117.27,57.0,9.95,0.62,132.66,,28.14,81.57,0.79,141.92,1009.27,2023-10-06 00:00:00,109.35,
,,114.28,53.0,10.03,0.61,128.1,,28.03,81.5,0.56,153.15,1009.24,2023-10-06 00:15:00,110.14,
,,,,9.55,0.63,,,,,,,,2023-10-06 00:45:00,,
,,93.51,50.97,9.41,0.61,110.11,,,,,,,2023-10-06 01:00:00,107.68,
,,84.66,52.55,9.28,0.61,103.79,,27.9,78.19,0.72,188.18,1008.64,2023-10-06 01:15:00,106.01,
,,88.07,44.26,9.26,0.61,102.14,,27.8,82.65,0.51,186.56,1008.61,2023-10-06 01:30:00,104.82,
,,87.13,45.01,9.44,0.62,101.78,,27.74,81.93,0.48,191.81,1008.38,2023-10-06 01:45:00,103.94,
,,86.14,49.56,9.38,0.61,103.39,,27.76,79.57,0.4,169.26,1008.28,2023-10-06 02:00:00,104.63,
,,81.85,50.82,9.3,0.58,100.57,,27.72,79.59,0.36,205.19,1008.32,2023-10-06 02:15:00,106.11,
,,86.11,45.04,9.23,0.59,100.96,,27.68,79.84,0.33,169.58,1008.31,2023-10-06 02:30:00,107.27,
,,89.67,41.25,9.03,0.58,101.83,,27.28,82.49,0.79,208.16,1008.49,2023-10-06 02:45:00,108.52,
,,85.73,40.7,9.06,0.59,98.36,,26.31,86.73,0.83,169.04,1008.56,2023-10-06 03:00:00,108.24,
,,80.84,36.54,8.71,0.6,92.15,,25.48,84.56,0.85,220.98,1008.69,2023-10-06 03:15:00,108.32,
,,75.58,33.53,9.0,0.6,86.28,,25.07,81.01,0.7,251.83,1008.61,2023-10-06 03:30:00,107.35,
,,74.31,31.13,9.07,0.59,83.97,,24.99,81.69,0.75,238.51,1008.58,2023-10-06 03:45:00,106.39,
,,74.67,31.11,8.76,0.6,84.25,,24.66,81.84,0.79,231.18,1008.61,2023-10-06 04:00:00,107.43,
,,75.85,32.39,9.0,0.6,85.9,,24.41,81.9,0.63,247.05,1008.57,2023-10-06 04:15:00,106.49,
,,77.4,32.71,8.82,0.58,87.32,,24.36,82.19,0.47,181.59,1008.53,2023-10-06 04:30:00,107.28,
,,79.03,33.71,8.97,0.6,89.2,,24.36,82.28,0.32,223.45,1008.61,2023-10-06 04:45:00,105.68,
,,80.44,31.08,8.99,0.62,88.93,,24.62,82.51,0.37,150.95,1008.81,2023-10-06 05:00:00,105.64,
,,82.66,30.3,9.13,0.62,90.32,,24.67,82.58,0.55,124.79,1009.02,2023-10-06 05:15:00,105.78,
,,84.23,29.34,9.24,0.61,91.08,,24.72,82.63,0.33,164.15,1009.1,2023-10-06 05:30:00,106.22,
,,86.05,29.62,9.29,0.62,92.71,,24.67,82.55,0.28,232.71,1009.29,2023-10-06 05:45:00,107.01,
,,90.09,28.73,9.16,0.6,95.53,,24.81,82.71,0.33,260.43,1009.49,2023-10-06 06:00:00,107.9,
,,94.4,31.5,9.41,0.61,100.49,,24.86,82.77,0.31,190.13,1009.72,2023-10-06 06:15:00,108.43,
,,91.38,31.24,9.72,0.61,97.92,,24.85,82.76,0.26,194.43,1009.94,2023-10-06 06:30:00,110.1,
,,102.02,81.6,10.25,0.62,133.37,,24.83,82.74,0.34,200.56,1010.12,2023-10-06 06:45:00,107.62,
,,116.25,54.96,10.04,0.6,130.73,,24.94,82.8,0.28,171.49,1010.31,2023-10-06 07:00:00,108.58,
,,102.87,48.97,9.59,0.6,116.67,,25.14,82.87,0.27,144.36,1010.47,2023-10-06 07:15:00,107.2,
,,96.42,42.31,9.4,0.61,107.88,,25.29,82.89,0.32,169.38,1010.57,2023-10-06 07:30:00,106.05,
,,94.16,33.17,9.29,0.6,101.19,,25.45,82.86,0.32,158.78,1010.61,2023-10-06 07:45:00,106.6,
,,89.77,34.43,9.4,0.59,98.29,,25.57,82.9,0.5,90.56,1010.65,2023-10-06 08:00:00,105.56,
,,84.38,32.51,9.38,0.58,92.89,,25.6,82.87,0.59,91.19,1010.7,2023-10-06 08:15:00,104.92,
,,78.97,30.29,9.33,0.62,87.31,,25.51,82.84,0.65,109.39,1010.75,2023-10-06 08:30:00,104.82,
,,74.18,31.89,9.05,0.59,84.27,,25.45,82.82,0.84,112.07,1010.8,2023-10-06 08:45:00,103.86,
,,75.55,23.93,9.0,0.61,81.14,,25.34,82.78,0.77,110.47,1010.98,2023-10-06 09:00:00,103.73,
,,75.26,25.22,8.95,0.66,81.6,,25.63,82.87,0.76,111.15,1011.08,2023-10-06 09:15:00,102.94,
,,68.17,26.03,8.98,0.66,76.24,,25.98,82.93,0.6,97.62,1011.05,2023-10-06 09:30:00,104.2,
,,58.24,19.69,8.79,0.79,64.82,,26.42,82.96,0.58,97.54,1010.97,2023-10-06 09:45:00,103.91,
,,51.08,19.38,8.76,0.79,58.84,,26.87,82.96,0.67,99.18,1010.83,2023-10-06 10:00:00,102.11,
,,43.9,20.88,8.65,0.6,53.81,,27.22,82.78,0.66,112.72,1010.72,2023-10-06 10:15:00,95.31,
,,47.62,16.53,8.87,0.59,54.51,,27.43,82.44,0.79,107.79,1010.56,2023-10-06 10:30:00,92.44,
,,59.81,17.76,8.94,0.62,65.08,,27.72,82.09,0.68,98.0,1010.36,2023-10-06 10:45:00,95.05,
,,67.08,22.19,9.05,0.6,73.34,,27.87,81.39,0.57,161.25,1010.19,2023-10-06 11:00:00,97.51,
,,71.03,26.1,9.35,0.62,78.63,,28.14,81.44,0.77,100.38,1009.96,2023-10-06 11:15:00,97.02,
,,70.76,26.08,8.98,0.6,78.39,,28.61,81.43,0.79,117.18,1009.77,2023-10-06 11:30:00,97.46,
17.0,,69.51,25.64,8.94,0.62,77.15,,28.26,80.48,0.61,138.06,1009.53,2023-10-06 11:45:00,98.76,
17.0,,68.4,25.08,8.69,0.6,75.95,,28.09,80.12,1.02,112.55,1009.34,2023-10-06 12:00:00,97.68,
17.0,,68.43,25.94,8.81,0.61,76.45,,29.06,78.38,1.41,95.7,1009.0,2023-10-06 12:15:00,95.85,
17.0,,69.11,24.1,8.88,0.61,76.0,,31.26,65.89,1.26,90.35,1008.71,2023-10-06 12:30:00,96.44,
,,69.61,23.15,9.05,0.57,75.91,,31.62,58.87,1.19,112.73,1008.46,2023-10-06 12:45:00,96.82,
,,,,9.08,0.62,,,,,,,,2023-10-06 13:00:00,,
,,,,8.91,,,,,,,,,2023-10-06 13:15:00,,
,,73.49,22.95,9.03,0.63,78.96,,30.83,60.11,1.08,105.42,1007.7,2023-10-06 13:30:00,97.08,
,,76.49,22.91,9.11,0.6,81.4,,30.75,59.61,1.16,109.66,1007.5,2023-10-06 13:45:00,96.28,
,,78.64,23.66,9.07,0.6,83.51,,30.36,60.27,1.23,104.41,1007.29,2023-10-06 14:00:00,97.41,
,,81.69,24.17,9.17,0.61,86.24,,30.34,60.02,1.42,102.96,1007.01,2023-10-06 14:15:00,97.08,
,,82.04,24.9,9.12,0.61,86.95,,30.2,59.94,1.37,107.06,1006.81,2023-10-06 14:30:00,97.0,
,,88.02,29.31,9.71,0.61,94.16,,30.05,60.14,1.31,109.78,1006.77,2023-10-06 14:45:00,96.08,
,,99.43,37.08,9.74,0.6,107.54,,29.91,59.96,1.32,106.45,1006.67,2023-10-06 15:00:00,97.01,
,,90.85,37.04,9.73,0.59,100.57,,29.59,58.84,1.27,104.58,1006.62,2023-10-06 15:15:00,97.5,
,,90.65,31.24,9.55,0.6,97.31,,29.28,58.37,1.48,113.24,1006.62,2023-10-06 15:30:00,97.37,
,,88.52,33.53,9.48,0.6,96.82,,29.11,58.67,1.21,104.99,1006.63,2023-10-06 15:45:00,97.94,
,,95.03,33.23,9.57,0.58,101.92,,29.05,59.55,1.16,103.02,1006.73,2023-10-06 16:00:00,97.66,
,,101.28,35.71,9.83,0.58,108.35,,29.04,60.93,0.82,111.55,1006.8,2023-10-06 16:15:00,98.34,
,,107.87,37.74,9.95,0.67,114.79,,29.02,61.51,0.93,107.55,1006.82,2023-10-06 16:30:00,99.97,
44.0,,110.09,43.97,9.92,0.62,119.88,,28.99,62.55,0.91,113.59,1006.98,2023-10-06 16:45:00,99.92,
44.0,,99.69,44.76,9.75,0.62,111.86,,28.77,65.27,0.87,112.6,1007.16,2023-10-06 17:00:00,98.26,
44.0,,91.99,39.76,9.46,0.59,102.94,,28.69,67.34,0.61,137.45,1007.47,2023-10-06 17:15:00,97.95,
39.33,,85.26,40.17,9.39,0.61,97.69,,28.56,68.27,0.76,108.01,1007.6,2023-10-06 17:30:00,97.19,
23.0,,83.91,38.98,9.3,0.62,95.95,,28.36,69.4,0.95,106.03,1007.67,2023-10-06 17:45:00,96.49,
23.0,,89.6,38.51,9.59,0.61,100.34,,28.27,70.72,0.83,93.35,1007.78,2023-10-06 18:00:00,97.49,
23.0,,92.64,44.69,9.6,0.61,106.09,,28.14,71.9,0.76,107.15,1008.0,2023-10-06 18:15:00,97.48,
22.07,,95.94,49.68,9.71,0.61,111.41,,28.06,72.55,0.78,100.1,1008.15,2023-10-06 18:30:00,97.25,
19.0,,99.75,48.29,9.65,0.61,113.79,,28.04,73.21,0.59,95.91,1008.38,2023-10-06 18:45:00,99.27,
19.0,,109.76,52.74,9.56,0.61,124.29,,28.04,73.5,0.8,93.38,1008.63,2023-10-06 19:00:00,102.19,
19.0,,110.99,55.89,9.33,0.6,126.94,,27.96,73.83,0.83,98.81,1008.79,2023-10-06 19:15:00,104.51,
23.44,,106.9,52.57,9.32,0.6,121.88,,27.89,74.09,0.73,95.96,1009.01,2023-10-06 19:30:00,105.27,
39.0,,102.72,51.0,9.3,0.61,117.64,,27.81,74.11,0.91,96.74,1009.29,2023-10-06 19:45:00,102.77,
39.0,,99.47,48.76,9.15,0.61,113.8,,27.74,74.44,0.8,112.24,1009.54,2023-10-06 20:00:00,103.44,
39.0,,98.75,46.16,9.24,0.61,111.84,,27.63,74.71,0.7,106.92,1009.78,2023-10-06 20:15:00,104.15,
34.33,,97.73,48.45,9.06,0.62,112.23,,27.62,74.9,0.68,110.47,1009.91,2023-10-06 20:30:00,101.7,
18.0,,97.27,50.17,9.14,0.61,112.77,,27.57,74.98,0.85,113.14,1009.97,2023-10-06 20:45:00,101.28,
18.0,,99.24,44.29,9.27,0.62,111.24,,27.46,75.28,1.06,109.37,1009.94,2023-10-06 21:00:00,102.1,
18.0,,100.35,44.26,9.36,0.61,112.13,,27.36,75.7,1.18,108.85,1009.81,2023-10-06 21:15:00,103.11,
15.78,,101.48,46.08,9.59,0.61,114.02,,27.27,76.19,1.09,108.02,1009.75,2023-10-06 21:30:00,104.02,
8.0,,101.26,47.38,9.29,0.61,114.51,,27.22,76.64,1.15,111.63,1009.73,2023-10-06 21:45:00,102.87,
8.0,,101.4,49.06,9.33,0.61,115.53,,27.24,76.96,0.55,116.58,1009.78,2023-10-06 22:00:00,102.37,
8.0,,104.17,50.54,9.56,0.6,118.57,,27.21,77.13,0.49,122.38,1009.79,2023-10-06 22:15:00,102.15,
9.11,,103.41,51.59,9.52,0.6,118.5,,27.12,77.3,0.27,140.77,1009.7,2023-10-06 22:30:00,101.56,
13.0,,94.0,52.18,9.73,0.61,111.18,,26.99,77.56,0.28,170.49,1009.55,2023-10-06 22:45:00,98.15,
13.0,,101.7,79.03,10.09,0.61,131.73,,26.87,77.92,0.25,143.31,1009.42,2023-10-06 23:00:00,87.2,
13.0,,105.46,58.19,9.95,0.61,123.68,,26.77,78.22,0.38,58.73,1009.29,2023-10-06 23:15:00,99.54,
12.78,,98.57,52.97,9.79,0.62,115.31,,26.74,78.48,0.39,103.23,1009.18,2023-10-06 23:30:00,98.82,
12.0,,87.78,49.04,9.71,0.61,104.43,,26.72,78.65,0.4,116.91,1009.07,2023-10-06 23:45:00,98.18,
12.0,,91.16,46.07,9.78,0.61,105.62,,26.71,78.73,0.57,84.84,1008.96,2023-10-07 00:00:00,98.59,
12.0,,96.09,48.55,9.88,0.6,110.95,,26.75,78.6,0.54,87.31,1008.81,2023-10-07 00:15:00,99.53,
12.0,,97.44,51.87,9.87,0.61,113.81,,26.78,78.13,0.41,113.18,1008.7,2023-10-07 00:30:00,99.36,
12.0,,93.86,51.92,9.62,0.6,110.93,,26.78,77.68,0.57,99.6,1008.59,2023-10-07 00:45:00,98.92,
12.0,,88.14,48.88,9.46,0.61,104.65,,26.84,77.33,0.42,117.93,1008.44,2023-10-07 01:00:00,97.58,
12.0,,,,,,,,,,,,,2023-10-07 01:15:00,,
13.11,,,,,,,,,,,,,2023-10-07 01:30:00,,
17.0,,78.8,43.34,9.56,0.59,94.13,,27.03,76.85,0.55,154.49,1008.14,2023-10-07 01:45:00,96.5,
17.0,,80.18,50.79,9.61,0.59,99.21,,27.03,76.66,0.45,145.77,1008.0,2023-10-07 02:00:00,96.52,
17.0,,86.19,55.77,9.65,0.6,106.73,,26.96,76.71,0.37,170.56,1007.92,2023-10-07 02:15:00,98.31,
13.22,,89.73,58.34,9.68,0.61,110.98,,26.92,76.97,0.38,160.55,1007.92,2023-10-07 02:30:00,98.44,
,,84.66,54.85,9.36,0.61,105.0,,26.9,77.2,0.37,164.5,1007.9,2023-10-07 02:45:00,97.92,
,,93.68,53.64,9.26,0.61,111.7,,26.83,77.39,0.33,152.4,1007.89,2023-10-07 03:00:00,101.69,
,,99.27,60.0,9.26,0.61,119.63,,26.75,77.63,0.35,128.48,1007.84,2023-10-07 03:15:00,103.09,
0.44,,98.87,62.09,9.35,0.6,120.42,,26.73,78.01,0.5,122.72,1007.82,2023-10-07 03:30:00,102.12,
2.0,,97.41,59.27,9.19,0.61,117.73,,26.71,78.16,0.47,131.63,1007.81,2023-10-07 03:45:00,102.14,
2.0,,95.33,55.14,9.21,0.61,113.84,,26.65,78.16,0.48,187.93,1007.9,2023-10-07 04:00:00,102.14,
2.0,,95.03,54.63,9.24,0.61,113.32,,26.65,78.16,0.59,149.14,1007.84,2023-10-07 04:15:00,102.44,
4.67,,94.39,53.4,9.35,0.61,112.14,,26.66,78.03,0.49,125.71,1007.86,2023-10-07 04:30:00,102.08,
14.0,,97.68,52.93,9.46,0.63,114.57,,26.68,78.07,0.66,122.08,1007.88,2023-10-07 04:45:00,100.56,
14.0,,101.31,53.99,9.73,0.6,118.09,,26.74,77.96,0.56,154.91,1007.9,2023-10-07 05:00:00,102.47,
14.0,,102.62,56.07,9.53,0.61,120.25,,26.75,77.66,0.52,134.99,1008.08,2023-10-07 05:15:00,102.67,
12.67,,104.8,55.66,9.72,0.61,121.81,,26.7,77.6,0.55,124.65,1008.38,2023-10-07 05:30:00,100.95,
8.0,,107.91,52.82,9.8,0.62,122.85,,26.61,77.77,0.44,98.2,1008.61,2023-10-07 05:45:00,103.79,
8.0,,106.44,54.59,9.76,0.59,122.57,,26.55,78.04,0.43,113.32,1008.87,2023-10-07 06:00:00,101.72,
8.0,,106.5,55.26,9.71,0.61,122.96,,26.63,78.35,0.45,111.41,1009.04,2023-10-07 06:15:00,101.3,
10.0,,107.2,52.03,9.59,0.61,121.83,,26.74,78.15,0.33,206.83,1009.41,2023-10-07 06:30:00,103.19,
17.0,,102.24,48.16,9.65,0.61,115.73,,27.01,77.86,0.5,114.49,1009.61,2023-10-07 06:45:00,102.8,
17.0,,91.38,65.27,10.01,0.59,116.01,,27.37,76.94,0.49,152.71,1009.81,2023-10-07 07:00:00,89.72,
17.0,,101.59,51.15,10.1,0.6,116.79,,27.98,75.13,0.55,116.01,1009.96,2023-10-07 07:15:00,100.77,
12.57,,95.37,50.3,9.71,0.6,111.3,,28.47,72.59,0.63,139.52,1010.15,2023-10-07 07:30:00,99.08,
,,82.5,44.4,9.42,0.61,97.67,,29.2,70.06,0.67,138.61,1010.25,2023-10-07 07:45:00,96.13,
,,76.42,41.05,9.27,0.6,90.96,,29.58,66.23,0.77,178.59,1010.41,2023-10-07 08:00:00,95.62,
,,79.98,38.11,9.32,0.6,92.29,,29.9,63.85,0.9,147.65,1010.54,2023-10-07 08:15:00,96.42,
0.67,,79.15,38.35,9.37,0.6,91.75,,30.64,61.64,0.78,157.6,1010.57,2023-10-07 08:30:00,95.38,
10.0,,80.75,38.14,9.47,0.61,92.92,,31.67,56.92,0.82,139.12,1010.7,2023-10-07 08:45:00,96.38,
10.0,,68.61,33.97,9.3,0.6,80.84,,32.38,53.46,0.64,158.72,1010.77,2023-10-07 09:00:00,96.4,
10.0,,65.16,28.81,9.26,0.6,75.3,,32.66,50.49,0.7,192.09,1010.74,2023-10-07 09:15:00,95.12,
10.0,,72.26,29.81,9.04,0.6,81.6,,33.06,50.91,1.09,100.41,1010.7,2023-10-07 09:30:00,95.21,
10.0,,70.24,32.88,9.06,0.6,81.59,,31.6,56.76,1.84,106.68,1010.58,2023-10-07 09:45:00,95.72,
10.0,,69.59,34.38,9.24,0.6,81.88,,31.53,58.2,1.54,89.17,1010.39,2023-10-07 10:00:00,96.09,
10.0,,73.55,34.94,9.34,0.6,85.4,,32.02,56.62,1.39,91.91,1010.14,2023-10-07 10:15:00,95.76,
16.44,,73.36,36.25,9.35,0.61,85.93,,32.72,54.76,1.52,91.42,1009.9,2023-10-07 10:30:00,95.93,
39.0,,76.14,38.31,9.49,0.6,89.29,,32.2,55.07,1.75,102.57,1009.71,2023-10-07 10:45:00,97.85,
39.0,,87.27,38.56,9.38,0.62,98.47,,32.18,55.08,1.67,92.5,1009.61,2023-10-07 11:00:00,99.84,
39.0,,93.44,40.83,9.17,0.62,104.7,,32.41,53.94,1.94,96.39,1009.45,2023-10-07 11:15:00,101.08,
41.11,,90.33,39.34,8.96,0.62,101.38,,32.03,54.0,2.08,102.17,1009.3,2023-10-07 11:30:00,99.99,
49.0,,87.32,37.02,8.93,0.6,97.67,,31.63,55.88,1.95,105.3,1009.11,2023-10-07 11:45:00,99.06,
49.0,,82.29,35.8,8.86,0.6,92.94,,31.09,57.92,1.97,112.41,1009.0,2023-10-07 12:00:00,98.26,
49.0,,82.8,33.16,9.09,0.59,91.95,,30.88,59.88,1.88,114.37,1008.86,2023-10-07 12:15:00,99.33,
43.67,,83.36,32.18,9.16,0.6,91.88,,30.87,60.78,1.85,106.97,1008.68,2023-10-07 12:30:00,100.11,
25.0,,83.79,30.57,9.04,0.6,91.37,,31.2,60.22,1.51,107.82,1008.42,2023-10-07 12:45:00,101.17,
25.0,,,,,,,,,,,,,2023-10-07 13:00:00,,
25.0,,,,,,,,,,,,,2023-10-07 13:15:00,,
24.11,,86.4,30.97,9.22,0.6,93.73,,,,,,,2023-10-07 13:30:00,99.94,
21.0,,89.47,29.88,9.14,0.61,95.64,,29.44,66.79,1.85,109.34,1007.79,2023-10-07 13:45:00,101.46,
21.0,,90.02,29.52,9.15,0.6,95.88,,30.23,66.16,1.64,119.91,1007.61,2023-10-07 14:00:00,100.61,
21.0,,90.73,29.11,9.29,0.61,96.25,,30.63,62.63,1.85,117.63,1007.45,2023-10-07 14:15:00,100.85,
22.4,,93.08,30.04,9.27,0.61,98.65,,29.98,64.09,1.92,109.21,1007.45,2023-10-07 14:30:00,101.44,
27.0,,96.17,30.28,9.36,0.6,101.3,,29.96,64.81,1.74,114.2,1007.31,2023-10-07 14:45:00,101.41,
27.0,,95.15,32.01,9.55,0.61,101.41,,30.08,64.57,1.5,107.38,1007.16,2023-10-07 15:00:00,101.02,
27.0,,108.42,43.21,10.18,0.6,118.15,,29.76,64.98,1.59,117.64,1007.24,2023-10-07 15:15:00,99.78,
27.44,,108.85,48.75,10.08,0.6,121.43,,29.81,65.58,1.4,114.26,1007.22,2023-10-07 15:30:00,100.43,
29.0,,98.75,46.71,9.9,0.61,112.11,,29.54,66.41,1.15,116.82,1007.26,2023-10-07 15:45:00,98.66,
29.0,,99.76,44.53,9.48,0.61,111.8,,29.21,67.8,1.49,110.9,1007.27,2023-10-07 16:00:00,99.38,
29.0,,92.87,47.26,9.47,0.61,107.65,,28.94,69.32,1.1,114.56,1007.26,2023-10-07 16:15:00,99.01,
13.0,,88.01,63.29,9.62,0.6,112.2,,27.54,69.84,0.51,111.64,1010.64,2023-10-08 00:30:00,97.71,
7.0,,89.63,57.63,9.55,0.6,110.52,,27.33,70.76,0.38,130.8,1010.58,2023-10-08 00:45:00,97.97,
7.0,,92.16,54.04,9.64,0.62,110.67,,27.25,71.77,0.62,126.34,1010.38,2023-10-08 01:00:00,97.92,
7.0,,93.27,57.54,9.82,0.62,113.43,,27.21,72.07,0.58,119.86,1010.16,2023-10-08 01:15:00,97.92,
