pm2.5,pm10,no,no2,so2,co,nox,ozone,timestamp,nh3,benzene,eth_benzene,mp_xylene
59.0,73.75,11.72,15.44,,,17.74,1.85,2024-02-08 07:45:00,,,,
62.73,78.33,11.44,16.08,,,17.85,1.83,2024-02-08 08:00:00,,,,
63.0,78.75,12.12,18.47,,,19.67,1.54,2024-02-08 08:15:00,,,,
63.0,78.75,12.57,20.12,,,20.91,1.32,2024-02-08 08:30:00,,,,
63.0,78.75,12.64,21.7,,,21.8,1.48,2024-02-08 08:45:00,,,,
52.0,65.0,12.21,21.14,,,21.18,1.79,2024-02-08 09:00:00,,,,
51.0,63.75,10.25,20.27,,,19.1,1.45,2024-02-08 09:15:00,,,,
51.0,63.75,8.74,18.29,,,16.84,1.84,2024-02-08 09:30:00,,,,
51.0,63.75,8.96,20.32,,,18.1,1.76,2024-02-08 09:45:00,,,,
44.58,55.73,9.08,22.42,,,19.3,1.94,2024-02-08 10:00:00,,,,
44.0,55.0,6.76,19.39,,,15.82,1.73,2024-02-08 10:15:00,,,,
44.0,55.0,6.13,19.15,,,15.17,1.71,2024-02-08 10:30:00,,,,
44.0,55.0,6.43,21.27,,,16.54,1.9,2024-02-08 10:45:00,,,,
33.92,42.4,7.82,21.0,,,17.53,2.04,2024-02-08 11:00:00,,,,
33.0,41.25,6.37,18.51,,,15.02,1.48,2024-02-08 11:15:00,,,,
33.0,41.25,4.99,16.4,,,12.79,1.54,2024-02-08 11:30:00,,,,
33.0,41.25,4.15,15.12,,,11.41,1.44,2024-02-08 11:45:00,,,,
21.08,26.39,4.37,14.13,,,11.07,1.61,2024-02-08 12:00:00,,,,
20.0,25.0,3.28,12.39,,,9.24,1.9,2024-02-08 12:15:00,,,,
20.0,25.0,3.13,13.17,,,9.55,1.64,2024-02-08 12:30:00,,,,
20.0,25.0,3.32,12.04,,,9.11,1.57,2024-02-08 12:45:00,,,,
11.7,14.55,3.89,11.94,,,9.54,1.47,2024-02-08 13:00:00,,,,
11.0,13.75,5.01,16.0,,,12.61,1.69,2024-02-08 13:15:00,,,,
11.0,13.75,4.58,15.9,,,12.18,2.12,2024-02-08 13:30:00,,,,
11.0,13.75,4.07,13.8,,,10.64,1.57,2024-02-08 13:45:00,,,,
11.0,13.75,3.75,11.51,,,9.18,1.76,2024-02-08 14:00:00,,,,
11.0,13.75,3.83,12.46,,,9.73,1.58,2024-02-08 14:15:00,,,,
11.0,13.75,3.31,11.28,,,8.68,1.46,2024-02-08 14:30:00,,,,
11.0,13.75,3.24,11.13,,,8.55,1.34,2024-02-08 14:45:00,,,,
13.75,17.19,2.93,10.4,,,7.91,1.74,2024-02-08 15:00:00,,,,
14.0,17.5,2.82,9.83,,,7.53,1.85,2024-02-08 15:15:00,,,,
14.0,17.5,3.44,11.33,,,8.82,1.99,2024-02-08 15:30:00,,,,
14.0,17.5,3.0,10.91,,,8.23,2.0,2024-02-08 15:45:00,,,,
14.0,17.5,3.47,10.52,,,8.42,1.86,2024-02-08 16:00:00,,,,
14.0,17.5,4.17,11.4,,,9.45,1.51,2024-02-08 16:15:00,,,,
14.0,17.5,4.36,12.19,,,10.02,1.66,2024-02-08 16:30:00,,,,
14.0,17.5,3.8,9.97,,,8.39,1.83,2024-02-08 16:45:00,,,,
17.67,22.08,4.09,9.96,,,8.63,1.68,2024-02-08 17:00:00,,,,
18.0,22.5,5.37,14.47,,,12.06,1.63,2024-02-08 17:15:00,,,,
18.0,22.5,5.29,13.97,,,11.72,1.81,2024-02-08 17:30:00,,,,
18.0,22.5,5.48,13.47,,,11.63,1.61,2024-02-08 17:45:00,,,,
17.08,21.35,5.91,13.85,,,12.16,1.52,2024-02-08 18:00:00,,,,
17.0,21.25,5.45,13.58,,,11.65,1.84,2024-02-08 18:15:00,,,,
17.0,21.25,5.76,14.28,,,12.3,1.25,2024-02-08 18:30:00,,,,
17.0,21.25,5.15,13.63,,,11.44,1.79,2024-02-08 18:45:00,,,,
13.36,16.67,6.31,16.31,,,13.82,1.99,2024-02-08 19:00:00,,,,
13.0,16.25,6.04,16.56,,,13.71,1.82,2024-02-08 19:15:00,,,,
13.0,16.25,7.78,19.31,,,16.57,1.84,2024-02-08 19:30:00,,,,
13.0,16.25,7.59,20.51,,,17.07,1.67,2024-02-08 19:45:00,,,,
22.22,27.86,11.02,23.8,,,21.63,1.66,2024-02-08 20:00:00,,,,
23.0,28.75,11.2,25.81,,,22.83,1.93,2024-02-08 20:15:00,,,,
23.0,28.75,10.97,26.45,,,22.99,2.19,2024-02-08 20:30:00,,,,
23.0,28.75,,,,,,,2024-02-08 20:45:00,,,,
33.27,41.35,12.47,26.6,,,24.28,1.68,2024-02-08 21:00:00,,,,
34.0,42.5,10.85,25.24,,,22.25,1.86,2024-02-08 21:15:00,,,,
34.0,42.5,13.89,27.63,,,25.99,1.99,2024-02-08 21:30:00,,,,
34.0,42.5,20.53,33.02,,,34.27,1.73,2024-02-08 21:45:00,,,,
39.53,49.46,20.89,31.75,,,33.86,1.44,2024-02-08 22:00:00,,,,
40.0,50.0,21.27,30.32,,,33.43,1.89,2024-02-08 22:15:00,,,,
40.0,50.0,20.98,30.8,,,33.44,1.22,2024-02-08 22:30:00,,,,
40.0,50.0,17.99,25.51,,,28.19,1.94,2024-02-08 22:45:00,,,,
47.38,59.17,15.91,23.14,,,25.24,1.67,2024-02-08 23:00:00,,,,
48.0,60.0,16.16,23.47,,,25.62,1.65,2024-02-08 23:15:00,,,,
48.0,60.0,18.85,24.74,,,28.47,1.83,2024-02-08 23:30:00,,,,
48.0,60.0,20.63,26.25,,,30.73,1.68,2024-02-08 23:45:00,,,,
49.83,62.29,18.7,24.0,,,27.98,1.46,2024-02-09 00:00:00,,,,
50.0,62.5,14.54,20.32,,,22.62,1.6,2024-02-09 00:15:00,,,,
50.0,62.5,11.55,18.27,,,19.11,1.45,2024-02-09 00:30:00,,,,
50.0,62.5,12.1,16.79,,,18.76,2.06,2024-02-09 00:45:00,,,,
,,11.73,15.81,,,17.95,1.54,2024-02-09 01:00:00,,,,
,,10.06,15.32,,,16.32,1.86,2024-02-09 01:15:00,,,,
,,10.74,16.59,,,17.55,1.92,2024-02-09 01:30:00,,,,
,,9.99,14.31,,,15.72,1.59,2024-02-09 01:45:00,,,,
31.0,38.75,8.72,13.06,,,14.03,2.14,2024-02-09 02:00:00,,,,
31.0,38.75,8.1,13.26,,,13.65,1.57,2024-02-09 02:15:00,,,,
31.0,38.75,8.08,13.24,,,13.6,1.32,2024-02-09 02:30:00,,,,
31.0,38.75,7.09,13.13,,,12.74,1.68,2024-02-09 02:45:00,,,,
34.67,43.33,6.86,13.25,,,12.63,1.91,2024-02-09 03:00:00,,,,
35.0,43.75,6.69,12.51,,,12.1,1.98,2024-02-09 03:15:00,,,,
35.0,43.75,6.38,12.41,,,11.8,1.94,2024-02-09 03:30:00,,,,
35.0,43.75,5.88,11.57,,,10.93,1.29,2024-02-09 03:45:00,,,,
39.61,49.55,7.75,12.21,,,12.81,1.84,2024-02-09 04:00:00,,,,
40.0,50.0,7.37,10.81,,,11.75,1.72,2024-02-09 04:15:00,,,,
40.0,50.0,6.37,10.12,,,10.56,1.74,2024-02-09 04:30:00,,,,
40.0,50.0,7.42,11.5,,,12.14,1.76,2024-02-09 04:45:00,,,,
98.1,122.19,9.13,13.15,,,14.41,1.46,2024-02-09 05:00:00,,,,
103.0,128.75,8.18,12.79,,,13.45,1.46,2024-02-09 05:15:00,,,,
103.0,128.75,7.37,12.49,,,12.65,1.71,2024-02-09 05:30:00,,,,
103.0,128.75,6.99,11.53,,,11.8,1.81,2024-02-09 05:45:00,,,,
92.79,116.07,6.81,11.02,,,11.4,1.68,2024-02-09 06:00:00,,,,
92.0,115.0,7.05,10.67,,,11.39,1.76,2024-02-09 06:15:00,,,,
92.0,115.0,7.33,12.26,,,12.48,1.42,2024-02-09 06:30:00,,,,
92.0,115.0,7.35,12.03,,,12.39,1.77,2024-02-09 06:45:00,,,,
59.92,74.9,8.34,12.9,,,13.64,1.74,2024-02-09 07:00:00,,,,
57.0,71.25,9.52,14.69,,,15.57,2.04,2024-02-09 07:15:00,,,,
57.0,71.25,9.72,15.55,,,16.19,1.54,2024-02-09 07:30:00,,,,
57.0,71.25,9.33,16.52,,,16.38,1.91,2024-02-09 07:45:00,,,,
50.58,63.12,9.64,18.47,,,17.68,1.79,2024-02-09 08:00:00,,,,
50.0,62.5,14.46,24.85,,,24.99,1.57,2024-02-09 08:15:00,,,,
50.0,62.5,17.15,27.18,,,28.4,1.85,2024-02-09 08:30:00,,,,
50.0,62.5,15.29,26.26,,,26.4,1.92,2024-02-09 08:45:00,,,,
64.76,81.07,11.77,23.47,,,22.06,1.86,2024-02-09 09:00:00,,,,
66.0,82.5,11.33,25.11,,,22.57,2.17,2024-02-09 09:15:00,,,,
66.0,82.5,11.05,25.88,,,22.74,1.64,2024-02-09 09:30:00,,,,
66.0,82.5,9.4,24.83,,,20.85,1.82,2024-02-09 09:45:00,,,,
44.0,55.0,8.55,23.67,,,19.54,1.93,2024-02-09 10:00:00,,,,
42.0,52.5,8.74,23.5,,,19.63,1.81,2024-02-09 10:15:00,,,,
42.0,52.5,8.03,24.2,,,19.39,1.44,2024-02-09 10:30:00,,,,
42.0,52.5,6.96,22.8,,,17.78,1.73,2024-02-09 10:45:00,,,,
26.42,33.02,,,,,,,2024-02-09 11:00:00,,,,
25.0,31.25,4.66,17.71,,,13.2,1.7,2024-02-09 11:30:00,,,,
25.0,31.25,5.72,19.03,,,14.78,1.77,2024-02-09 11:45:00,,,,
25.0,31.25,5.64,18.76,,,14.56,1.92,2024-02-09 12:00:00,,,,
21.0,26.25,3.72,14.32,,,10.64,1.76,2024-02-09 13:45:00,7.34,,,
19.17,23.96,3.97,14.35,,,10.87,1.7,2024-02-09 14:00:00,6.15,,,
19.0,23.75,3.97,13.98,,,10.68,1.93,2024-02-09 14:15:00,5.85,,,
19.0,23.75,3.55,12.33,,,9.44,1.56,2024-02-09 14:30:00,7.26,,,
19.0,23.75,3.95,12.75,,,10.0,,2024-02-09 14:45:00,7.55,,,
20.83,26.04,4.24,13.43,,,10.58,,2024-02-09 15:00:00,6.65,,,
21.0,26.25,3.91,12.62,,,9.89,1.92,2024-02-09 15:15:00,6.62,,,
,26.25,,,,,,,2024-02-09 15:30:00,,,,
21.0,26.25,3.89,13.55,,,10.37,1.4,2024-02-09 15:45:00,5.43,,,
22.84,28.57,,,,,,,2024-02-09 16:00:00,,,,
23.0,28.75,4.54,14.13,,,11.2,1.65,2024-02-09 16:15:00,4.92,,,
23.0,28.75,,,,,,1.87,2024-02-09 16:30:00,,,,
23.0,28.75,3.25,10.14,,,8.05,1.9,2024-02-09 16:45:00,7.59,,,
25.8,32.19,,,,,,1.71,2024-02-09 17:00:00,,,,
26.0,32.5,3.06,9.88,,,7.73,1.97,2024-02-09 17:15:00,7.81,,,
26.0,32.5,3.83,11.3,,,9.13,1.59,2024-02-09 17:30:00,6.97,,,
26.0,32.5,3.97,10.6,,,8.86,1.99,2024-02-09 17:45:00,7.18,,,
25.08,31.35,3.64,10.48,,,8.53,1.63,2024-02-09 18:00:00,7.6,,,
25.0,31.25,3.36,10.41,,,8.25,1.54,2024-02-09 18:15:00,7.25,,,
25.0,31.25,3.43,9.72,,,7.96,1.9,2024-02-09 18:30:00,7.43,,,
25.0,31.25,3.94,10.94,,,9.03,1.74,2024-02-09 18:45:00,6.87,,,
30.53,38.12,4.23,11.42,,,9.51,1.71,2024-02-09 19:00:00,6.1,,,
31.0,38.75,3.99,10.25,,,8.7,1.85,2024-02-09 19:15:00,6.66,,,
31.0,38.75,3.75,10.26,,,8.51,1.61,2024-02-09 19:30:00,6.95,,,
31.0,38.75,2.94,9.87,,,7.62,1.35,2024-02-09 19:45:00,7.81,,,
29.17,36.43,2.99,9.37,,,7.4,1.76,2024-02-09 20:00:00,8.11,,,
29.0,36.25,3.7,9.65,,,8.13,1.68,2024-02-09 20:15:00,7.89,,,
29.0,36.25,3.7,10.63,,,8.67,1.9,2024-02-09 20:30:00,7.43,,,
29.0,36.25,2.83,8.61,,,6.88,2.25,2024-02-09 20:45:00,8.7,,,
23.47,29.29,2.66,7.29,,,6.06,1.62,2024-02-09 21:00:00,8.24,,,
23.0,28.75,2.78,8.19,,,6.63,1.89,2024-02-09 21:15:00,7.98,,,
23.0,28.75,3.19,9.38,,,7.58,1.33,2024-02-09 21:30:00,7.16,,,
23.0,28.75,2.43,8.76,,,6.63,1.72,2024-02-09 21:45:00,8.16,,,
19.31,24.17,2.52,8.37,,,6.49,1.84,2024-02-09 22:00:00,8.61,,,
19.0,23.75,2.62,8.56,,,6.69,1.81,2024-02-09 22:15:00,8.66,,,
19.0,23.75,2.4,7.75,,,6.06,1.9,2024-02-09 22:30:00,9.21,,,
19.0,23.75,2.32,6.44,,,5.3,1.92,2024-02-09 22:45:00,9.77,,,
19.92,24.9,1.69,5.34,,,4.21,1.95,2024-02-09 23:00:00,10.45,,,
20.0,25.0,1.52,4.75,,,3.75,1.74,2024-02-09 23:15:00,10.43,,,
20.0,25.0,1.58,4.84,,,3.86,1.86,2024-02-09 23:30:00,10.22,,,
20.0,25.0,1.63,4.87,,,3.9,1.94,2024-02-09 23:45:00,10.43,,,
19.08,23.87,1.62,4.84,,,3.89,1.99,2024-02-10 00:00:00,10.29,,,
19.0,23.75,1.23,3.79,,,3.0,1.6,2024-02-10 00:15:00,11.06,,,
19.0,23.75,1.18,2.84,,,2.48,1.72,2024-02-10 00:30:00,11.13,,,
19.0,23.75,1.22,2.55,,,2.35,1.68,2024-02-10 00:45:00,11.35,,,
,,1.52,2.16,,,2.39,1.47,2024-02-10 01:00:00,11.66,,,
,,1.37,3.37,,,2.93,1.46,2024-02-10 01:15:00,11.17,,,
,,1.31,4.04,,,3.21,1.79,2024-02-10 01:30:00,11.11,,,
,,1.1,3.04,,,2.52,1.34,2024-02-10 01:45:00,10.93,,,
18.0,22.5,1.03,3.56,,,2.74,1.59,2024-02-10 02:00:00,10.41,,,
18.0,22.5,1.4,5.4,,,4.0,1.8,2024-02-10 02:15:00,9.84,,,
18.0,22.5,2.25,7.55,,,5.84,1.48,2024-02-10 02:30:00,9.15,,,
18.0,22.5,2.1,6.95,,,5.42,1.45,2024-02-10 02:45:00,8.75,,,
19.83,24.79,1.59,4.99,,,3.95,1.79,2024-02-10 03:00:00,9.98,,,
20.0,25.0,2.03,6.38,,,5.03,1.59,2024-02-10 03:15:00,9.8,,,
20.0,25.0,2.32,6.78,,,5.49,1.64,2024-02-10 03:30:00,9.91,,,
20.0,25.0,2.79,6.32,,,5.63,1.87,2024-02-10 03:45:00,10.01,,,
38.57,47.92,2.69,5.7,,,5.23,1.6,2024-02-10 04:00:00,9.58,,,
40.0,50.0,2.51,6.25,,,5.37,1.64,2024-02-10 04:15:00,9.08,,,
40.0,50.0,2.27,5.9,,,4.98,1.56,2024-02-10 04:30:00,9.36,,,
40.0,50.0,2.57,5.58,,,5.06,1.31,2024-02-10 04:45:00,9.86,,,
34.5,43.12,3.01,6.3,,,5.81,1.46,2024-02-10 05:00:00,8.27,,,
34.0,42.5,3.32,6.51,,,6.16,1.68,2024-02-10 05:15:00,7.11,,,
34.0,42.5,3.99,7.76,,,7.37,1.65,2024-02-10 05:30:00,7.93,,,
34.0,42.5,4.69,10.07,,,9.18,1.45,2024-02-10 05:45:00,7.44,,,
37.69,47.08,5.18,10.09,,,9.58,1.88,2024-02-10 06:00:00,6.85,,,
38.0,47.5,5.54,10.96,,,10.34,1.22,2024-02-10 06:15:00,6.74,,,
38.0,47.5,6.38,11.47,,,11.29,1.63,2024-02-10 06:30:00,5.63,,,
38.0,47.5,6.47,10.72,,,10.96,1.52,2024-02-10 06:45:00,5.52,,,
40.75,50.94,7.73,12.33,,,12.85,1.82,2024-02-10 07:00:00,4.35,,,
41.0,51.25,8.23,13.03,,,13.62,1.41,2024-02-10 07:15:00,3.58,,,
41.0,51.25,9.33,15.02,,,15.59,1.43,2024-02-10 07:30:00,1.19,,,
41.0,51.25,11.16,17.05,,,18.13,1.53,2024-02-10 07:45:00,0.25,,,
45.58,56.98,9.61,15.69,,,16.16,1.68,2024-02-10 08:00:00,1.57,,,
46.0,57.5,10.34,16.17,,,17.0,1.66,2024-02-10 08:15:00,1.29,,,
46.0,57.5,12.61,19.5,,,20.63,1.82,2024-02-10 08:30:00,,,,
46.0,57.5,13.04,20.83,,,21.69,1.64,2024-02-10 08:45:00,,,,
51.5,64.46,11.72,22.58,,,21.55,1.54,2024-02-10 09:00:00,,,,
52.0,65.0,11.1,24.04,,,21.81,1.68,2024-02-10 09:15:00,,,,
52.0,65.0,10.82,24.91,,,22.05,1.56,2024-02-10 09:30:00,,,,
52.0,65.0,11.13,26.48,,,23.13,1.57,2024-02-10 09:45:00,,,,
47.39,59.27,9.19,23.76,,,20.13,1.33,2024-02-10 10:00:00,,,,
47.0,58.75,6.95,21.35,,,17.0,1.7,2024-02-10 10:15:00,0.11,,,
47.0,58.75,7.23,21.98,,,17.57,1.47,2024-02-10 10:30:00,0.52,,,
47.0,58.75,6.07,19.1,,,15.07,1.58,2024-02-10 10:45:00,2.42,,,
36.0,44.82,5.62,16.94,,,13.58,1.75,2024-02-10 11:00:00,3.31,,,
35.0,43.75,5.55,17.22,,,13.68,1.57,2024-02-10 11:15:00,3.8,,,
35.0,43.75,5.05,16.82,,,13.05,1.28,2024-02-10 11:30:00,3.98,,,
35.0,43.75,4.26,15.33,,,11.62,1.46,2024-02-10 11:45:00,4.72,,,
30.42,38.02,4.51,15.42,,,11.88,1.87,2024-02-10 12:00:00,5.54,,,
30.0,37.5,,,,,,,2024-02-10 12:15:00,,,,
30.0,37.5,3.3,12.02,,,9.08,1.36,2024-02-10 12:30:00,6.42,,,
30.0,37.5,3.54,11.86,,,9.2,1.75,2024-02-10 12:45:00,6.23,,,
33.67,42.08,3.39,11.93,,,9.08,1.85,2024-02-10 13:00:00,7.03,,,
34.0,42.5,3.81,13.32,,,10.19,1.72,2024-02-10 13:15:00,6.25,,,
34.0,42.5,3.47,14.32,,,10.42,2.01,2024-02-10 13:30:00,5.18,,,
34.0,42.5,3.36,13.07,,,9.69,1.93,2024-02-10 13:45:00,6.18,,,
36.75,45.94,2.84,11.5,,,8.43,1.32,2024-02-10 14:00:00,7.21,,,
37.0,46.25,2.71,11.18,,,8.15,1.76,2024-02-10 14:15:00,7.36,,,
37.0,46.25,2.51,9.96,,,7.32,1.57,2024-02-10 14:30:00,8.08,,,
37.0,46.25,2.46,9.22,,,6.9,1.88,2024-02-10 14:45:00,8.56,,,
37.0,46.25,2.89,10.45,,,7.93,1.67,2024-02-10 15:00:00,7.69,,,
37.0,46.25,3.57,11.46,,,9.0,1.29,2024-02-10 15:15:00,7.46,,,
37.0,46.25,3.01,10.76,,,8.17,1.41,2024-02-10 15:30:00,8.39,,,
37.0,46.25,3.02,11.19,,,8.41,1.5,2024-02-10 15:45:00,7.36,,,
42.5,53.12,3.28,10.72,,,8.37,1.97,2024-02-10 16:00:00,6.87,,,
43.0,53.75,3.38,11.37,,,8.79,1.64,2024-02-10 16:15:00,7.82,,,
43.0,53.75,4.05,13.42,,,10.44,1.43,2024-02-10 16:30:00,6.43,,,
43.0,53.75,4.07,13.28,,,10.37,1.61,2024-02-10 16:45:00,6.62,,,
38.39,48.02,3.28,11.73,,,8.89,1.59,2024-02-10 17:00:00,6.93,,,
38.0,47.5,2.98,9.86,,,7.67,1.37,2024-02-10 17:15:00,7.12,,,
38.0,47.5,4.95,13.9,,,11.42,1.36,2024-02-10 17:30:00,5.03,,,
38.0,47.5,3.44,10.95,,,8.6,1.77,2024-02-10 17:45:00,7.56,,,
43.57,54.38,2.87,10.26,,,7.8,1.37,2024-02-10 18:00:00,7.47,,,
44.0,55.0,3.08,10.22,,,7.94,1.25,2024-02-10 18:15:00,6.56,,,
44.0,55.0,2.84,10.06,,,7.66,1.53,2024-02-10 18:30:00,7.5,,,
44.0,55.0,3.59,11.45,,,9.03,1.28,2024-02-10 18:45:00,6.7,,,
45.83,57.29,4.05,12.27,,,9.82,1.65,2024-02-10 19:00:00,6.7,,,
46.0,57.5,4.13,12.53,,,10.02,2.01,2024-02-10 19:15:00,6.19,,,
46.0,57.5,4.05,12.41,,,9.91,1.3,2024-02-10 19:30:00,5.57,,,
46.0,57.5,4.0,12.57,,,9.93,1.65,2024-02-10 19:45:00,5.02,,,
52.46,65.52,4.08,12.18,,,9.79,1.73,2024-02-10 20:00:00,5.99,,,
53.0,66.25,3.99,11.8,,,9.51,1.74,2024-02-10 20:15:00,6.04,,,
53.0,66.25,4.16,12.02,,,9.76,1.48,2024-02-10 20:30:00,5.63,,,
53.0,66.25,3.89,12.93,,,10.04,1.71,2024-02-10 20:45:00,5.55,,,
49.33,61.67,3.34,11.92,,,9.05,1.28,2024-02-10 21:00:00,6.33,,,
49.0,61.25,3.37,10.93,,,8.55,1.58,2024-02-10 21:15:00,6.94,,,
49.0,61.25,3.58,11.44,,,9.02,1.56,2024-02-10 21:30:00,7.14,,,
49.0,61.25,3.53,12.66,,,9.62,1.5,2024-02-10 21:45:00,5.98,,,
52.69,65.83,4.05,13.37,,,10.4,1.2,2024-02-10 22:00:00,5.59,,,
53.0,66.25,3.62,12.83,,,9.73,1.72,2024-02-10 22:15:00,7.18,,,
53.0,66.25,3.4,11.54,,,8.9,1.27,2024-02-10 22:30:00,6.67,,,
53.0,66.25,2.39,8.94,,,6.69,1.74,2024-02-10 22:45:00,7.97,,,
50.2,62.81,2.99,11.27,,,8.41,1.38,2024-02-10 23:00:00,7.14,,,
50.0,62.5,2.12,8.86,,,6.43,1.33,2024-02-10 23:15:00,9.41,,,
50.0,62.5,1.88,6.27,,,4.87,1.42,2024-02-10 23:30:00,10.54,,,
50.0,62.5,1.61,4.69,,,3.81,1.65,2024-02-10 23:45:00,11.14,,,
48.17,60.21,1.0,4.53,,,3.2,1.57,2024-02-11 00:00:00,11.17,,,
48.0,60.0,1.17,3.84,,,3.0,1.36,2024-02-11 00:15:00,11.49,,,
48.0,60.0,1.2,3.78,,,2.99,1.47,2024-02-11 00:30:00,11.83,,,
48.0,60.0,1.15,3.3,,,2.68,1.49,2024-02-11 00:45:00,11.92,,,
,,1.1,2.62,,,2.3,1.86,2024-02-11 01:00:00,12.04,,,
,,1.16,2.23,,,2.13,1.62,2024-02-11 01:15:00,12.11,,,
,,1.06,2.55,,,2.2,1.58,2024-02-11 01:30:00,11.95,,,
,,1.13,2.28,,,2.14,1.58,2024-02-11 01:45:00,11.84,,,
44.0,55.0,0.9,2.85,,,2.24,1.72,2024-02-11 02:00:00,11.13,,,
44.0,55.0,1.16,3.67,,,2.89,1.53,2024-02-11 02:15:00,11.58,,,
44.0,55.0,1.2,3.07,,,2.61,1.74,2024-02-11 02:30:00,12.4,,,
44.0,55.0,1.47,5.21,,,3.96,1.24,2024-02-11 02:45:00,10.81,,,
43.08,53.85,1.53,5.53,,,4.16,1.5,2024-02-11 03:00:00,11.11,,,
43.0,53.75,1.06,3.56,,,2.75,1.5,2024-02-11 03:15:00,11.62,,,
43.0,53.75,1.18,4.56,,,3.38,1.81,2024-02-11 03:30:00,10.69,,,
43.0,53.75,1.66,5.34,,,4.17,1.62,2024-02-11 03:45:00,10.48,,,
44.83,56.04,1.59,6.42,,,4.69,1.59,2024-02-11 04:00:00,9.86,,,
45.0,56.25,1.96,7.45,,,5.55,1.95,2024-02-11 04:15:00,9.26,,,
45.0,56.25,2.16,7.47,,,5.73,1.78,2024-02-11 04:30:00,9.15,,,
45.0,56.25,2.54,7.35,,,5.99,1.99,2024-02-11 04:45:00,8.61,,,
54.95,68.85,3.01,7.09,,,6.21,1.96,2024-02-11 05:00:00,8.47,,,
56.0,70.0,4.41,9.27,,,8.53,1.9,2024-02-11 05:15:00,7.23,,,
56.0,70.0,5.37,11.02,,,10.23,1.83,2024-02-11 05:30:00,6.47,,,
56.0,70.0,4.68,10.36,,,9.3,2.06,2024-02-11 05:45:00,6.67,,,
59.67,74.52,4.64,9.97,,,9.06,2.04,2024-02-11 06:00:00,6.56,,,
60.0,75.0,5.4,10.94,,,10.21,1.92,2024-02-11 06:15:00,6.91,,,
60.0,75.0,5.38,10.86,,,10.13,1.91,2024-02-11 06:30:00,6.59,,,
60.0,75.0,7.27,12.98,,,12.81,1.49,2024-02-11 06:45:00,4.41,,,
69.17,86.46,8.31,14.36,,,14.4,1.32,2024-02-11 07:00:00,1.97,,,
70.0,87.5,7.1,12.57,,,12.46,1.84,2024-02-11 07:15:00,3.83,,,
,87.5,,,,,,,2024-02-11 07:30:00,,,,
70.0,87.5,8.6,14.87,,,14.91,1.81,2024-02-11 07:45:00,2.03,,,
67.25,84.06,,,,,,1.96,2024-02-11 08:00:00,,,,
67.0,83.75,8.08,15.88,,,15.01,1.99,2024-02-11 08:15:00,2.89,,,
67.0,83.75,8.51,18.94,,,16.99,1.82,2024-02-11 08:30:00,0.42,,,
67.0,83.75,9.27,22.23,,,19.36,1.83,2024-02-11 08:45:00,0.01,,,
60.58,75.75,8.82,22.46,,,19.12,1.52,2024-02-11 09:00:00,0.23,,,
