pm2.5,pm10,no,no2,so2,co,nox,ozone,at,rh,wd,timestamp,nh3
43.65,62.82,3.67,5.4,14.96,0.62,9.07,1.83,34.93,64.26,33.05,2024-12-19 00:45:00,6.99
44.13,61.9,3.55,4.93,15.12,0.61,8.47,1.91,34.92,64.25,50.82,2024-12-19 01:00:00,6.29
43.36,61.33,3.92,5.85,14.95,0.61,9.77,1.13,34.91,64.25,21.39,2024-12-19 01:15:00,7.83
42.43,61.46,3.63,4.6,14.86,0.63,8.23,1.31,34.88,64.23,80.99,2024-12-19 01:30:00,6.5
41.29,61.47,3.35,4.29,15.06,0.64,7.65,1.23,34.71,64.14,79.91,2024-12-19 01:45:00,6.19
40.76,60.87,3.33,4.67,15.1,0.63,8.0,1.47,34.67,64.12,91.33,2024-12-19 02:00:00,6.65
40.43,60.21,3.27,3.66,14.62,0.62,6.93,1.39,34.77,64.18,114.01,2024-12-19 02:15:00,5.61
39.72,59.82,3.18,3.78,14.65,0.63,6.96,1.48,34.77,64.18,122.89,2024-12-19 02:30:00,5.59
39.68,58.61,3.39,4.15,15.19,0.61,7.53,1.17,34.84,64.22,59.31,2024-12-19 02:45:00,6.05
40.77,57.7,3.6,4.78,14.72,0.61,8.38,0.9,34.93,64.27,108.19,2024-12-19 03:00:00,6.6
41.02,56.97,3.35,4.24,14.76,0.6,7.59,1.06,34.84,64.22,152.9,2024-12-19 03:15:00,5.83
40.77,56.88,3.32,4.17,14.99,0.59,7.48,1.46,34.76,64.18,28.31,2024-12-19 03:30:00,5.77
42.02,56.82,3.23,4.15,14.88,0.57,7.38,1.56,34.69,64.14,27.07,2024-12-19 03:45:00,5.77
44.18,56.89,3.07,3.53,14.9,0.57,6.6,1.73,34.63,64.11,73.75,2024-12-19 04:00:00,5.65
46.43,57.29,2.99,4.03,14.84,0.56,7.03,1.17,34.57,64.07,91.74,2024-12-19 04:15:00,6.16
48.21,57.73,3.03,4.23,14.69,0.54,7.26,1.09,34.49,64.03,79.64,2024-12-19 04:30:00,6.64
49.15,57.7,2.94,4.73,14.82,0.54,7.67,0.74,34.42,64.0,45.78,2024-12-19 04:45:00,7.12
49.61,57.36,2.93,4.92,14.55,0.54,7.85,0.31,34.36,63.95,153.36,2024-12-19 05:00:00,7.61
50.1,57.37,2.61,4.33,14.76,0.53,6.95,0.6,34.32,63.93,150.2,2024-12-19 05:15:00,6.69
50.37,57.46,2.81,4.96,14.82,0.55,7.77,0.28,34.29,63.91,172.48,2024-12-19 05:30:00,8.07
50.35,57.65,3.02,5.17,15.06,0.56,8.2,0.18,34.26,63.9,131.91,2024-12-19 05:45:00,8.99
50.87,58.73,2.73,5.0,14.84,0.55,7.73,0.19,34.23,63.88,150.63,2024-12-19 06:00:00,8.37
51.85,60.79,2.81,4.47,14.95,0.57,7.28,0.18,34.21,63.87,155.39,2024-12-19 06:15:00,7.77
51.75,62.23,2.69,4.02,14.89,0.58,6.71,0.41,34.2,63.86,175.82,2024-12-19 06:30:00,7.09
51.9,62.74,2.95,4.16,14.95,0.56,7.11,0.51,34.19,63.86,182.79,2024-12-19 06:45:00,7.17
52.35,62.79,3.6,5.08,14.84,0.58,8.67,0.21,34.17,63.85,151.55,2024-12-19 07:00:00,9.38
52.41,62.51,3.72,5.37,15.1,0.6,9.08,0.36,34.1,63.85,96.23,2024-12-19 07:15:00,9.59
53.01,62.8,3.98,5.07,15.02,0.57,9.05,0.45,34.0,63.85,117.22,2024-12-19 07:30:00,9.53
52.81,62.67,4.12,5.55,15.1,0.58,9.68,0.63,33.91,63.85,65.35,2024-12-19 07:45:00,9.74
51.92,62.21,4.25,5.06,15.13,0.57,9.31,0.59,33.89,63.84,66.5,2024-12-19 08:00:00,9.45
51.09,61.82,4.05,4.03,15.14,0.56,8.08,1.2,33.67,63.83,69.39,2024-12-19 08:15:00,7.86
48.67,60.73,4.18,3.82,15.49,0.56,8.01,1.93,33.5,63.83,74.4,2024-12-19 08:30:00,7.55
46.5,59.02,4.34,3.73,15.31,0.54,8.06,2.31,33.39,63.82,79.5,2024-12-19 08:45:00,7.22
44.51,57.64,4.63,4.39,15.25,0.54,9.03,2.12,33.32,63.82,76.15,2024-12-19 09:00:00,7.91
41.2,56.33,4.8,3.7,15.11,0.53,8.5,3.02,33.26,63.81,108.1,2024-12-19 09:15:00,7.55
36.05,54.93,5.0,3.78,15.11,0.53,8.78,3.66,33.06,63.8,108.29,2024-12-19 09:30:00,7.33
27.85,54.21,4.18,6.14,15.02,0.51,10.33,8.02,33.31,63.89,117.21,2024-12-19 09:45:00,10.54
13.53,55.36,2.5,6.35,14.8,0.47,8.85,7.98,34.01,64.03,98.25,2024-12-19 10:00:00,10.47
0.27,54.0,2.43,5.14,14.61,0.49,7.56,6.14,34.31,64.14,117.52,2024-12-19 10:15:00,7.29
,50.09,2.35,4.07,14.98,0.53,6.42,5.12,33.95,64.13,130.68,2024-12-19 10:30:00,5.53
,46.08,2.64,3.52,15.08,0.56,6.16,8.55,33.94,64.18,126.1,2024-12-19 10:45:00,5.24
,42.48,2.45,4.17,14.81,0.55,6.61,12.55,33.38,64.04,138.42,2024-12-19 11:00:00,5.81
,39.26,2.7,6.48,14.76,0.56,9.18,10.06,33.92,64.11,101.09,2024-12-19 11:15:00,8.85
,36.58,2.64,5.94,14.92,0.56,8.58,5.62,34.26,64.01,113.06,2024-12-19 11:30:00,7.75
,34.65,2.67,5.11,14.5,0.56,7.78,5.31,33.99,64.07,154.94,2024-12-19 11:45:00,6.04
,33.67,2.85,4.47,15.1,0.59,7.32,4.94,34.01,64.04,110.53,2024-12-19 12:00:00,5.54
,33.55,2.82,3.74,14.96,0.59,6.56,6.15,33.55,63.41,128.99,2024-12-19 12:15:00,4.45
,31.84,2.47,3.27,14.85,0.58,5.74,9.15,34.38,63.61,111.35,2024-12-19 12:30:00,3.67
,28.96,2.02,3.13,14.69,0.58,5.15,6.52,33.6,63.2,104.78,2024-12-19 12:45:00,4.19
,26.34,1.62,3.79,14.19,0.58,5.42,5.62,33.72,62.95,136.79,2024-12-19 13:00:00,6.21
,26.0,1.29,3.86,14.13,0.55,5.15,5.86,33.5,62.86,131.8,2024-12-19 13:15:00,6.53
,26.73,1.26,3.02,14.26,0.53,4.28,6.28,33.36,60.03,143.62,2024-12-19 13:30:00,5.56
,27.37,1.47,3.93,14.39,0.56,5.41,6.59,33.55,61.45,130.64,2024-12-19 13:45:00,6.22
,28.63,1.65,3.37,14.22,0.55,5.01,7.02,33.28,62.07,85.64,2024-12-19 14:00:00,5.41
,28.78,1.58,3.72,13.99,0.56,5.3,7.62,33.57,60.55,114.4,2024-12-19 14:15:00,5.73
,28.19,1.37,3.41,14.07,0.54,4.78,8.16,33.86,62.26,144.74,2024-12-19 14:30:00,5.45
,27.44,1.23,3.49,13.9,0.52,4.72,8.47,33.73,62.09,159.2,2024-12-19 14:45:00,5.62
,27.2,1.1,3.39,13.65,0.5,4.49,10.93,33.75,60.73,153.65,2024-12-19 15:00:00,5.58
,26.91,1.14,3.54,13.9,0.5,4.68,9.88,33.76,59.73,112.52,2024-12-19 15:15:00,5.62
,27.38,1.15,3.72,13.56,0.51,4.87,7.64,34.04,59.98,120.32,2024-12-19 15:30:00,5.59
0.42,28.54,1.1,3.13,13.75,0.49,4.23,8.01,33.82,60.45,122.95,2024-12-19 15:45:00,4.86
3.53,29.04,1.05,3.46,13.7,0.5,4.5,7.72,33.96,60.73,157.53,2024-12-19 16:00:00,5.15
5.27,32.62,1.1,3.5,14.04,0.5,4.59,13.12,33.91,61.57,136.03,2024-12-19 16:15:00,4.99
6.45,35.51,1.27,3.37,14.06,0.5,4.64,10.01,33.75,63.36,161.81,2024-12-19 16:30:00,4.83
9.26,37.03,1.27,3.11,13.95,0.51,4.38,7.88,34.36,64.14,154.23,2024-12-19 16:45:00,4.82
11.85,37.8,1.25,3.56,13.95,0.5,4.81,6.26,34.48,63.98,156.6,2024-12-19 17:00:00,5.04
13.2,37.27,1.1,4.01,14.15,0.51,5.12,4.77,34.52,63.98,169.99,2024-12-19 17:15:00,5.17
13.29,36.91,1.84,6.09,13.7,0.55,7.93,2.08,34.2,63.75,165.61,2024-12-19 17:30:00,7.91
14.02,37.21,2.55,6.36,14.09,0.58,8.91,1.32,34.21,63.76,164.3,2024-12-19 17:45:00,8.51
14.17,37.35,2.89,6.55,13.86,0.61,9.44,1.08,34.31,63.81,169.01,2024-12-19 18:00:00,8.44
13.89,37.72,3.45,7.31,14.11,0.63,10.75,1.14,34.37,63.84,167.83,2024-12-19 18:15:00,9.92
14.92,39.5,3.56,7.27,14.08,0.66,10.83,1.07,34.44,63.88,146.26,2024-12-19 18:30:00,9.51
15.7,41.67,3.65,6.46,13.88,0.69,10.1,0.84,34.48,63.89,179.49,2024-12-19 18:45:00,8.95
20.14,47.67,4.18,7.09,13.97,0.71,11.27,0.89,34.51,63.9,177.72,2024-12-19 19:00:00,10.37
30.82,56.63,4.11,6.94,14.22,0.7,11.05,0.93,34.54,63.92,174.13,2024-12-19 19:15:00,9.82
39.03,63.24,4.31,7.46,14.19,0.74,11.77,0.56,34.55,63.93,170.09,2024-12-19 19:30:00,10.35
46.31,68.98,3.62,4.33,14.02,0.73,7.95,1.65,34.59,63.95,157.88,2024-12-19 19:45:00,6.16
52.17,76.28,3.96,5.34,14.11,0.74,9.3,2.66,34.61,63.97,142.76,2024-12-19 20:00:00,7.83
57.7,83.0,4.12,6.54,14.08,0.74,10.66,1.97,34.63,63.98,161.66,2024-12-19 20:15:00,9.11
64.05,87.9,3.85,5.65,13.97,0.76,9.5,1.77,34.62,63.97,184.03,2024-12-19 20:30:00,7.58
67.81,92.84,3.64,4.61,14.35,0.73,8.24,2.84,34.65,63.98,184.04,2024-12-19 20:45:00,6.04
68.94,98.93,3.57,4.15,14.09,0.76,7.72,2.98,34.65,63.99,184.08,2024-12-19 21:00:00,5.62
66.77,105.21,3.55,4.0,14.21,0.76,7.54,2.76,34.66,63.99,184.07,2024-12-19 21:15:00,5.14
66.42,109.97,3.49,4.05,13.87,0.78,7.54,2.46,34.68,64.0,184.13,2024-12-19 21:30:00,5.09
67.51,112.74,3.48,3.52,14.08,0.79,7.0,3.48,34.67,64.0,177.4,2024-12-19 21:45:00,4.62
68.68,113.45,3.38,3.31,14.28,0.75,6.69,4.47,34.68,64.0,184.13,2024-12-19 22:00:00,3.64
68.85,111.34,3.15,3.11,13.97,0.75,6.26,4.75,34.67,63.99,184.12,2024-12-19 22:15:00,3.31
65.96,106.8,3.17,2.83,14.1,0.75,5.99,4.81,34.66,63.99,184.08,2024-12-19 22:30:00,3.01
62.46,101.45,2.97,2.93,14.42,0.78,5.9,4.8,34.67,63.99,177.33,2024-12-19 22:45:00,2.94
58.82,95.58,2.97,2.84,14.05,0.81,5.81,5.02,34.66,63.98,179.14,2024-12-19 23:00:00,2.92
54.86,91.0,2.99,2.8,14.02,0.89,5.79,4.96,34.65,63.98,172.06,2024-12-19 23:15:00,2.92
53.03,87.98,2.97,2.59,13.77,0.94,5.56,4.92,34.66,63.99,184.16,2024-12-19 23:30:00,2.46
51.42,84.73,2.83,2.37,13.99,0.86,5.19,5.42,34.68,64.0,184.27,2024-12-19 23:45:00,2.13
50.4,81.0,2.86,2.12,13.96,0.85,4.99,5.58,34.7,64.01,177.22,2024-12-20 00:00:00,1.76
49.53,77.76,2.85,2.16,13.71,0.85,5.0,4.89,34.7,64.01,151.35,2024-12-20 00:15:00,1.85
49.19,74.73,2.97,3.42,14.01,0.84,6.4,3.18,34.67,64.01,151.16,2024-12-20 00:30:00,3.1
48.36,72.01,2.93,3.03,13.93,0.84,5.96,3.56,34.67,64.02,159.03,2024-12-20 00:45:00,2.71
48.25,69.69,2.88,3.25,13.81,0.83,6.13,3.06,34.7,64.04,151.12,2024-12-20 01:00:00,2.85
49.46,67.14,2.81,2.67,13.79,0.82,5.48,3.91,34.71,64.03,158.52,2024-12-20 01:15:00,2.1
51.27,65.24,2.83,2.69,13.97,0.83,5.52,3.17,34.68,64.02,122.04,2024-12-20 01:30:00,2.16
54.31,64.4,3.18,3.72,13.98,0.83,6.9,1.5,34.67,64.01,73.03,2024-12-20 01:45:00,3.63
57.82,63.23,3.15,3.69,14.25,0.83,6.83,1.45,34.67,64.02,104.11,2024-12-20 02:00:00,3.52
57.4,61.96,3.11,3.47,13.9,0.82,6.58,1.43,34.69,64.03,85.36,2024-12-20 02:15:00,3.36
56.35,60.37,3.07,2.89,14.72,0.81,5.96,2.11,34.69,64.03,54.81,2024-12-20 02:30:00,2.48
56.05,58.68,3.09,3.52,14.2,0.82,6.6,1.73,34.69,64.03,50.86,2024-12-20 02:45:00,3.16
55.66,57.03,3.14,3.4,14.35,0.83,6.54,1.13,34.7,64.03,92.57,2024-12-20 03:00:00,3.18
54.81,56.17,3.38,3.72,14.15,0.82,7.1,0.54,34.71,64.03,96.32,2024-12-20 03:15:00,3.87
53.67,56.53,3.26,3.87,14.33,0.82,7.13,0.63,34.72,64.04,112.02,2024-12-20 03:30:00,3.66
51.69,56.24,3.17,2.92,14.35,0.82,6.09,1.01,34.74,64.05,89.83,2024-12-20 03:45:00,2.58
49.71,55.1,3.39,3.71,14.48,0.83,7.1,0.5,34.73,64.04,101.25,2024-12-20 04:00:00,3.71
49.37,53.13,3.42,4.09,14.38,0.83,7.5,0.27,34.73,64.04,112.31,2024-12-20 04:15:00,4.12
49.74,53.07,3.78,4.77,13.96,0.83,8.55,0.19,34.72,64.04,76.23,2024-12-20 04:30:00,5.53
49.82,53.48,4.31,5.32,13.99,0.83,9.64,0.22,34.74,64.05,94.31,2024-12-20 04:45:00,6.98
49.38,53.14,4.28,5.61,14.04,0.85,9.89,0.24,34.73,64.04,133.11,2024-12-20 05:00:00,7.12
48.9,52.33,4.48,6.03,13.78,0.87,10.5,0.26,34.75,64.05,68.72,2024-12-20 05:15:00,8.17
49.2,52.39,3.8,4.73,13.81,0.86,8.53,0.25,34.74,64.05,177.55,2024-12-20 05:30:00,5.25
49.5,52.12,3.65,4.05,13.83,0.84,7.69,0.5,34.75,64.05,82.67,2024-12-20 05:45:00,4.39
48.86,51.77,4.16,5.73,13.85,0.86,9.89,0.22,34.74,64.05,36.95,2024-12-20 06:00:00,7.01
49.11,51.39,4.02,5.35,13.48,0.85,9.37,0.3,34.74,64.05,41.02,2024-12-20 06:15:00,6.32
49.58,51.26,3.97,4.91,13.83,0.85,8.88,0.55,34.74,64.05,100.76,2024-12-20 06:30:00,5.73
50.55,50.83,3.96,5.28,13.93,0.85,9.24,0.48,34.72,64.03,171.35,2024-12-20 06:45:00,6.35
51.2,51.41,4.12,5.43,13.72,0.87,9.55,0.43,34.7,64.04,177.55,2024-12-20 07:00:00,6.33
50.53,51.57,3.72,3.78,13.74,0.87,7.5,1.26,34.66,64.04,171.09,2024-12-20 07:15:00,4.17
51.09,51.71,3.75,3.83,13.81,0.86,7.58,0.87,34.56,64.03,184.47,2024-12-20 07:30:00,4.29
52.89,54.78,3.78,3.99,13.67,0.86,7.77,1.03,34.48,64.03,184.41,2024-12-20 07:45:00,4.71
53.99,61.35,3.85,4.46,13.61,0.85,8.32,0.4,34.43,64.03,177.49,2024-12-20 08:00:00,4.98
55.04,65.52,3.71,4.26,13.88,0.85,7.97,0.88,34.32,64.04,119.25,2024-12-20 08:15:00,4.71
55.33,67.62,3.87,3.96,13.96,0.86,7.82,1.18,34.22,64.04,110.33,2024-12-20 08:30:00,5.08
54.39,67.69,3.76,4.12,13.86,0.87,7.88,1.56,34.13,64.05,116.26,2024-12-20 08:45:00,4.68
53.71,66.14,3.6,3.6,13.47,0.86,7.21,2.15,34.05,64.05,119.15,2024-12-20 09:00:00,4.03
53.85,65.07,3.58,3.8,13.77,0.84,7.39,2.55,34.0,64.08,68.99,2024-12-20 09:15:00,3.97
53.98,64.25,3.66,3.95,14.04,0.83,7.61,5.21,34.13,64.2,97.96,2024-12-20 09:30:00,4.13
42.81,60.03,2.76,4.93,13.74,0.84,7.68,6.22,34.04,64.18,110.74,2024-12-20 09:45:00,6.3
40.29,55.01,2.13,3.76,13.57,0.78,5.89,5.26,33.86,64.13,122.34,2024-12-20 10:00:00,5.11
42.15,52.73,1.86,3.53,13.22,0.74,5.38,5.26,33.83,64.13,135.24,2024-12-20 10:15:00,4.51
44.07,51.86,1.75,3.34,13.44,0.72,5.09,5.63,34.01,64.11,130.1,2024-12-20 10:30:00,4.83
44.2,51.11,1.62,3.18,13.02,0.72,4.8,6.12,33.58,64.09,149.15,2024-12-20 10:45:00,4.68
43.63,49.81,1.68,3.03,13.16,0.71,4.71,6.82,33.77,64.07,133.56,2024-12-20 11:00:00,4.75
42.72,48.08,1.51,2.66,13.49,0.69,4.17,7.9,33.43,64.08,121.25,2024-12-20 11:15:00,4.15
41.53,46.65,1.51,3.18,13.23,0.7,4.69,9.23,33.3,64.06,121.94,2024-12-20 11:30:00,4.72
40.33,45.85,1.35,3.22,12.9,0.68,4.57,11.66,33.59,63.88,93.44,2024-12-20 11:45:00,5.05
38.71,45.59,1.27,2.86,13.38,0.66,4.13,8.86,33.66,64.11,133.18,2024-12-20 12:00:00,4.3
36.73,45.63,1.44,2.56,13.56,0.66,4.0,8.37,33.57,62.73,132.47,2024-12-20 12:15:00,4.19
34.54,45.55,1.31,2.67,13.35,0.66,3.98,12.31,33.46,63.47,157.82,2024-12-20 12:30:00,4.1
33.88,45.48,1.21,2.49,13.4,0.65,3.7,10.59,33.77,60.47,157.51,2024-12-20 12:45:00,4.16
33.26,45.01,1.34,3.5,13.59,0.66,4.84,8.2,33.64,60.91,110.42,2024-12-20 13:00:00,5.28
32.73,44.24,1.26,2.5,13.07,0.64,3.76,12.12,33.74,60.54,98.37,2024-12-20 13:15:00,4.36
32.09,43.1,1.26,2.47,12.97,0.65,3.73,10.08,33.48,59.91,146.89,2024-12-20 13:30:00,4.33
31.73,42.46,1.33,2.49,13.12,0.64,3.83,8.5,33.94,60.61,154.95,2024-12-20 13:45:00,4.34
31.0,42.18,1.31,2.92,13.31,0.65,4.23,8.45,33.55,59.73,146.37,2024-12-20 14:00:00,4.5
31.26,41.55,1.35,2.69,13.26,0.65,4.04,8.75,33.4,58.44,125.56,2024-12-20 14:15:00,4.31
31.55,40.28,1.46,2.95,13.83,0.67,4.41,9.2,33.75,59.21,162.94,2024-12-20 14:30:00,4.36
32.17,39.2,1.49,3.07,13.51,0.68,4.55,8.12,34.28,62.33,164.95,2024-12-20 14:45:00,4.8
32.76,39.33,1.41,3.64,13.86,0.67,5.05,8.02,34.5,63.97,135.85,2024-12-20 15:00:00,5.03
27.86,40.31,1.47,3.67,13.86,0.66,5.14,7.7,33.82,63.6,180.4,2024-12-20 15:15:00,5.29
27.59,41.89,1.73,3.03,13.77,0.67,4.76,8.26,33.32,61.07,172.33,2024-12-20 15:30:00,4.72
27.88,43.07,1.92,3.09,13.68,0.68,5.01,8.66,33.42,61.25,179.95,2024-12-20 15:45:00,4.68
28.97,45.44,2.14,3.62,13.9,0.69,5.77,7.58,33.67,62.62,170.15,2024-12-20 16:00:00,5.31
30.03,47.06,2.27,3.58,13.78,0.7,5.85,7.14,33.81,63.75,177.23,2024-12-20 16:15:00,5.51
30.46,48.42,2.38,3.7,13.45,0.69,6.08,6.58,33.8,63.72,177.66,2024-12-20 16:30:00,5.47
30.84,49.8,2.3,3.66,13.89,0.7,5.95,7.43,33.98,63.84,181.23,2024-12-20 16:45:00,5.22
30.9,50.58,2.38,4.25,13.81,0.7,6.64,6.71,33.95,63.76,181.14,2024-12-20 17:00:00,6.07
30.75,51.84,2.53,4.72,13.86,0.72,7.25,5.9,34.08,63.74,172.37,2024-12-20 17:15:00,6.48
30.55,53.32,2.6,4.38,13.69,0.74,6.97,6.83,34.11,63.74,117.53,2024-12-20 17:30:00,6.5
30.19,54.05,2.42,2.77,13.61,0.69,5.19,8.81,34.18,63.76,56.08,2024-12-20 17:45:00,4.45
29.78,54.88,2.4,3.26,13.76,0.67,5.65,6.33,34.17,63.75,117.82,2024-12-20 18:00:00,4.79
28.19,55.06,2.5,3.82,13.57,0.7,6.31,3.31,34.22,63.76,162.83,2024-12-20 18:15:00,5.56
27.51,56.7,2.79,5.4,13.39,0.79,8.2,1.25,34.23,63.75,178.5,2024-12-20 18:30:00,7.39
26.85,59.49,2.94,5.38,13.58,0.77,8.32,1.3,34.25,63.77,124.07,2024-12-20 18:45:00,7.54
26.49,61.64,2.68,3.86,13.84,0.74,6.54,2.27,34.25,63.76,178.93,2024-12-20 19:00:00,5.34
25.62,62.9,3.57,6.25,13.68,0.75,9.82,0.71,34.27,63.78,182.48,2024-12-20 19:15:00,9.36
25.6,66.97,2.92,4.22,13.73,0.74,7.14,1.61,34.24,63.76,182.25,2024-12-20 19:30:00,6.26
26.21,78.3,2.92,4.02,13.74,0.76,6.95,0.86,34.25,63.77,183.47,2024-12-20 19:45:00,5.91
27.22,96.61,2.76,3.24,13.89,0.76,5.99,1.89,34.24,63.76,183.06,2024-12-20 20:00:00,4.93
28.74,109.49,2.76,3.32,13.71,0.81,6.08,2.32,34.26,63.77,183.18,2024-12-20 20:15:00,4.74
30.55,115.23,2.76,2.61,14.07,0.78,5.37,3.1,34.25,63.76,182.95,2024-12-20 20:30:00,4.26
31.71,115.76,2.58,2.66,13.81,0.76,5.24,4.44,34.27,63.78,183.26,2024-12-20 20:45:00,3.9
32.16,112.65,2.58,2.42,13.79,0.75,4.99,5.19,34.26,63.76,183.16,2024-12-20 21:00:00,3.65
31.78,106.46,2.56,2.02,13.95,0.75,4.58,5.5,34.23,63.75,176.15,2024-12-20 21:15:00,3.39
31.11,98.46,2.61,2.16,13.37,0.76,4.76,4.91,34.22,63.75,182.96,2024-12-20 21:30:00,3.36
30.2,91.1,2.45,2.0,13.47,0.73,4.45,5.63,34.23,63.75,180.98,2024-12-20 21:45:00,3.15
29.48,84.56,2.36,2.08,13.35,0.73,4.45,5.25,34.23,63.75,182.09,2024-12-20 22:00:00,3.12
28.54,78.7,2.49,1.81,13.87,0.75,4.3,4.45,34.24,63.76,183.04,2024-12-20 22:15:00,3.06
27.91,74.55,2.38,1.91,13.31,0.71,4.29,4.36,34.24,63.76,183.07,2024-12-20 22:30:00,2.82
27.45,70.73,2.43,1.83,13.78,0.72,4.25,4.44,34.25,63.76,183.11,2024-12-20 22:45:00,2.77
26.95,66.08,2.54,2.6,13.59,0.7,5.13,3.59,34.24,63.77,120.1,2024-12-20 23:00:00,3.69
26.5,61.59,2.82,3.61,13.66,0.71,6.43,1.38,34.26,63.78,54.13,2024-12-20 23:15:00,5.36
25.68,58.78,2.73,3.32,13.25,0.71,6.06,1.5,34.27,63.78,123.56,2024-12-20 23:30:00,4.9
25.5,55.67,2.58,3.27,13.46,0.73,5.85,1.92,34.25,63.77,150.08,2024-12-20 23:45:00,4.46
24.98,53.5,2.82,3.75,13.18,0.72,6.57,1.46,34.21,63.78,71.42,2024-12-21 00:00:00,5.39
25.21,51.78,2.77,3.79,13.05,0.73,6.56,1.11,34.17,63.79,73.74,2024-12-21 00:15:00,5.42
25.35,49.95,2.7,2.77,13.64,0.72,5.47,1.33,34.16,63.78,141.52,2024-12-21 00:30:00,4.54
25.37,48.33,2.69,3.09,13.66,0.71,5.77,1.26,34.14,63.77,135.68,2024-12-21 00:45:00,4.9
25.63,48.24,3.12,4.53,13.64,0.73,7.65,0.33,34.16,63.76,153.1,2024-12-21 01:00:00,7.09
25.79,48.69,2.7,2.53,13.59,0.72,5.23,0.74,34.13,63.77,147.88,2024-12-21 01:15:00,4.46
27.27,47.47,2.68,2.59,13.59,0.72,5.27,1.09,34.14,63.77,163.31,2024-12-21 01:30:00,4.39
27.78,46.92,2.71,2.57,13.4,0.73,5.28,0.62,34.12,63.76,168.74,2024-12-21 01:45:00,4.43
27.31,46.1,2.67,2.58,13.82,0.72,5.25,0.62,34.14,63.76,162.17,2024-12-21 02:00:00,4.29
26.21,45.65,2.82,3.08,13.59,0.72,5.9,0.29,34.13,63.76,173.59,2024-12-21 02:15:00,5.18
25.29,45.36,2.75,2.21,13.17,0.71,4.96,1.14,34.15,63.76,173.38,2024-12-21 02:30:00,4.06
25.32,45.8,2.76,2.13,13.51,0.7,4.88,0.89,34.14,63.77,180.47,2024-12-21 02:45:00,4.03
25.42,45.02,2.7,2.18,13.68,0.72,4.88,0.79,34.15,63.77,179.28,2024-12-21 03:00:00,3.95
25.25,45.19,2.85,2.56,13.71,0.72,5.41,0.76,34.13,63.77,179.76,2024-12-21 03:15:00,4.45
25.57,46.68,2.76,2.36,13.58,0.74,5.12,1.09,34.15,63.77,180.76,2024-12-21 03:30:00,4.3
26.04,47.55,2.9,2.28,13.57,0.73,5.18,0.5,34.14,63.77,158.97,2024-12-21 03:45:00,4.52
26.56,47.97,2.73,2.41,13.63,0.74,5.13,0.79,34.15,63.77,172.11,2024-12-21 04:00:00,4.23
26.74,48.57,2.82,2.16,13.73,0.73,4.99,0.67,34.14,63.77,182.18,2024-12-21 04:15:00,4.12
27.09,50.06,2.98,3.38,13.94,0.76,6.36,0.57,34.14,63.76,155.84,2024-12-21 04:30:00,5.69
27.84,52.35,2.83,2.21,13.33,0.73,5.04,1.31,34.14,63.77,176.17,2024-12-21 04:45:00,4.2
28.17,53.3,2.76,1.88,13.13,0.73,4.64,1.01,34.15,63.77,182.92,2024-12-21 05:00:00,4.02
28.22,52.5,2.73,2.1,13.18,0.73,4.83,1.03,34.15,63.78,182.86,2024-12-21 05:15:00,3.93
28.34,50.93,2.78,2.0,13.46,0.74,4.79,0.72,34.15,63.78,182.87,2024-12-21 05:30:00,3.93
28.92,50.61,2.74,1.96,13.46,0.75,4.7,0.91,34.16,63.78,182.9,2024-12-21 05:45:00,4.0
29.68,51.81,2.67,2.61,13.5,0.78,5.28,1.03,34.15,63.77,163.34,2024-12-21 06:00:00,4.55
30.2,53.94,3.23,3.64,13.4,0.81,6.87,0.35,34.16,63.78,151.29,2024-12-21 06:15:00,6.54
31.1,56.26,3.03,3.55,13.35,0.8,6.57,0.26,34.15,63.78,153.29,2024-12-21 06:30:00,5.9
32.19,58.35,2.92,2.56,13.41,0.8,5.47,0.47,34.17,63.78,176.97,2024-12-21 06:45:00,4.7
34.09,59.87,2.81,2.34,13.39,0.77,5.14,1.11,34.15,63.8,121.43,2024-12-21 07:00:00,4.22
35.6,61.04,3.14,3.15,13.42,0.76,6.3,0.97,31.23,60.88,127.61,2024-12-21 07:15:00,5.68
36.53,60.22,2.89,3.22,13.65,0.75,6.11,0.72,34.12,63.81,141.38,2024-12-21 07:30:00,6.41
37.38,59.86,3.41,4.16,13.43,0.78,7.57,0.4,33.95,63.79,57.3,2024-12-21 07:45:00,7.91
37.28,60.59,3.2,3.72,13.63,0.8,6.92,0.54,33.88,63.8,64.1,2024-12-21 08:00:00,6.77
37.42,61.5,3.34,3.77,13.65,0.82,7.11,0.54,33.8,63.82,67.77,2024-12-21 08:15:00,6.68
37.8,62.65,3.11,3.31,13.65,0.83,6.43,1.46,33.7,63.84,64.36,2024-12-21 08:30:00,6.0
38.39,63.85,3.12,3.14,13.91,0.83,6.26,1.83,33.65,63.83,99.98,2024-12-21 08:45:00,5.8
38.76,64.35,3.06,3.4,13.79,0.82,6.46,1.99,33.55,63.84,61.57,2024-12-21 09:00:00,6.03
38.23,63.53,2.95,3.08,13.56,0.8,6.03,2.59,33.51,63.83,70.97,2024-12-21 09:15:00,5.56
38.58,63.27,3.04,2.89,14.0,0.79,5.94,2.53,33.48,63.84,124.2,2024-12-21 09:30:00,5.58
38.96,61.85,2.94,3.46,13.9,0.79,6.4,2.52,33.47,63.85,105.54,2024-12-21 09:45:00,5.84
