pm2.5,pm10,no,no2,so2,co,nox,ozone,at,rh,ws,wd,bp,timestamp,nh3
5.51,14.59,2.85,16.92,,1.01,11.33,6.25,32.66,,1.11,199.68,999.76,2023-07-04 11:00:00,6.09
4.0,13.0,2.2,16.52,,1.01,10.58,6.26,33.2,,1.96,202.82,999.7,2023-07-04 11:15:00,8.18
4.0,13.0,2.86,14.53,,1.01,10.08,6.43,33.29,,1.77,169.2,999.58,2023-07-04 11:30:00,8.67
4.0,13.0,2.32,12.7,,1.0,8.64,6.02,33.7,,1.01,181.41,999.37,2023-07-04 11:45:00,8.92
5.24,18.27,1.17,14.04,,0.99,8.4,6.24,33.9,,0.93,176.99,999.22,2023-07-04 12:00:00,7.63
6.0,19.0,2.71,13.34,,0.99,9.3,6.44,34.04,,1.07,157.79,998.84,2023-07-04 12:15:00,9.24
6.0,19.0,2.91,12.67,,1.0,9.1,6.21,34.31,,1.63,179.24,998.6,2023-07-04 12:30:00,10.14
6.0,19.0,2.83,14.06,,1.0,9.78,6.53,34.12,,2.05,209.74,998.54,2023-07-04 12:45:00,8.83
5.38,17.22,3.52,14.59,,1.0,10.62,6.45,34.37,,2.05,200.11,998.49,2023-07-04 13:00:00,7.74
5.0,17.0,3.29,12.5,,1.0,9.32,6.13,34.13,,2.29,204.02,998.3,2023-07-04 13:15:00,8.36
5.0,17.0,1.78,13.3,,1.0,8.53,6.05,34.36,,1.95,193.82,998.14,2023-07-04 13:30:00,8.39
5.0,17.0,2.44,12.49,,1.01,8.65,6.41,34.32,,2.08,183.58,997.98,2023-07-04 13:45:00,9.17
3.79,12.65,2.91,11.14,,1.0,8.27,6.49,34.2,,1.85,196.29,997.85,2023-07-04 14:00:00,9.52
3.0,12.0,2.22,12.54,,1.0,8.48,6.19,34.42,,1.96,197.2,997.54,2023-07-04 14:15:00,8.93
3.0,12.0,2.03,13.86,,1.01,9.02,5.78,34.11,,2.05,184.83,997.33,2023-07-04 14:30:00,8.28
3.0,12.0,2.4,13.97,,1.01,9.39,6.55,34.09,,1.23,196.45,997.09,2023-07-04 14:45:00,7.68
2.38,20.0,1.67,14.11,,0.98,8.87,5.8,33.88,,1.0,159.28,996.84,2023-07-04 15:00:00,9.08
2.0,21.0,1.36,14.46,,0.99,8.78,6.0,33.73,,1.72,198.43,996.49,2023-07-04 15:15:00,10.33
2.0,21.0,3.08,12.79,,1.01,9.31,6.65,33.92,,1.9,186.21,996.17,2023-07-04 15:30:00,10.81
2.0,21.0,6.17,17.27,,1.03,14.23,6.51,33.98,,1.8,193.53,996.22,2023-07-04 15:45:00,8.1
2.0,21.0,8.08,21.27,,1.03,17.88,6.14,33.66,,1.78,198.92,996.34,2023-07-04 16:00:00,6.14
2.0,21.0,5.3,22.48,,1.03,16.26,6.08,33.6,,1.93,188.54,996.36,2023-07-04 16:15:00,7.72
2.0,21.0,4.21,21.71,,1.03,14.97,6.9,33.76,,1.56,191.27,996.42,2023-07-04 16:30:00,9.26
2.0,21.0,3.25,21.31,,1.03,13.97,6.32,33.59,,1.81,181.92,996.5,2023-07-04 16:45:00,8.53
3.87,25.39,2.68,19.94,,1.01,12.78,6.54,33.32,,1.33,178.69,996.47,2023-07-04 17:00:00,9.38
5.0,26.0,3.11,17.39,,1.02,11.78,6.8,33.14,,1.34,164.37,996.56,2023-07-04 17:15:00,10.12
5.0,26.0,3.28,20.32,,1.04,13.48,5.92,33.01,,1.12,163.64,996.63,2023-07-04 17:30:00,6.44
5.0,26.0,2.41,18.29,,1.05,11.7,6.28,32.88,,1.77,183.31,996.7,2023-07-04 17:45:00,7.41
9.98,34.0,2.22,15.54,,1.04,10.09,6.53,32.84,,1.47,184.73,996.76,2023-07-04 18:00:00,9.91
13.0,35.0,2.61,18.85,,1.04,12.15,7.72,32.66,,1.35,182.85,996.9,2023-07-04 18:15:00,7.72
13.0,35.0,3.15,17.87,,1.07,12.05,6.28,32.36,,1.23,186.62,997.04,2023-07-04 18:30:00,8.64
13.0,35.0,6.28,20.39,,1.12,15.97,6.16,31.94,,0.6,160.91,997.2,2023-07-04 18:45:00,9.6
17.36,52.56,18.32,28.49,,1.13,30.05,5.98,31.5,,0.86,166.21,997.37,2023-07-04 19:00:00,7.98
20.0,55.0,29.25,33.25,,1.18,41.47,6.58,31.08,,1.39,182.66,997.59,2023-07-04 19:15:00,7.47
20.0,55.0,38.68,37.45,,1.24,51.38,6.09,30.87,,1.23,195.17,997.72,2023-07-04 19:30:00,5.53
20.0,55.0,48.41,38.24,,1.24,59.69,8.19,30.79,,0.51,203.82,997.84,2023-07-04 19:45:00,4.34
24.43,72.56,48.84,37.37,,1.22,59.57,7.09,30.58,,0.6,244.3,998.18,2023-07-04 20:00:00,6.1
27.0,75.0,43.65,39.86,,1.2,56.68,5.39,29.99,,1.08,240.04,998.44,2023-07-04 20:15:00,5.26
27.0,75.0,34.81,35.05,,1.18,46.92,6.22,29.75,,1.18,220.39,998.55,2023-07-04 20:30:00,3.46
27.0,75.0,28.75,32.63,,1.16,40.73,6.19,29.57,,1.26,228.34,998.73,2023-07-04 20:45:00,4.68
21.4,50.42,23.58,33.44,,1.12,36.95,5.97,29.4,,0.57,229.14,998.96,2023-07-04 21:00:00,7.15
18.0,47.0,19.95,32.46,,1.13,33.48,6.31,29.36,,0.75,251.58,999.09,2023-07-04 21:15:00,4.43
18.0,47.0,16.68,31.02,,1.11,30.06,6.19,29.27,,0.71,253.52,999.17,2023-07-04 21:30:00,6.49
18.0,47.0,11.5,29.41,,1.09,25.0,5.71,29.23,,0.85,243.13,999.06,2023-07-04 21:45:00,9.36
16.76,41.67,8.17,27.68,,1.04,21.37,6.61,29.19,,0.57,225.95,999.08,2023-07-04 22:00:00,8.42
16.0,41.0,5.49,24.47,,1.05,17.46,5.63,29.26,,0.64,224.82,999.15,2023-07-04 22:15:00,7.81
16.0,41.0,3.83,21.5,,1.05,14.54,9.23,29.22,,0.59,189.13,999.17,2023-07-04 22:30:00,8.64
16.0,41.0,4.03,19.32,,1.05,13.55,6.51,29.1,,0.87,223.95,999.12,2023-07-04 22:45:00,9.08
10.4,26.96,3.59,16.8,,1.0,11.84,3.6,28.84,,0.99,228.82,999.07,2023-07-04 23:00:00,9.2
7.0,25.0,3.04,14.27,,1.0,10.04,8.97,28.68,,1.12,246.22,999.03,2023-07-04 23:15:00,8.37
7.0,25.0,2.37,12.89,,1.0,8.79,5.64,28.58,,0.8,224.8,998.92,2023-07-04 23:30:00,8.36
7.0,25.0,2.08,12.11,,1.01,8.12,2.98,28.53,,0.99,233.73,998.68,2023-07-04 23:45:00,8.83
6.39,8.53,0.93,12.14,,0.97,7.2,0.07,28.49,,0.9,233.78,998.63,2023-07-05 00:00:00,8.68
,,0.75,11.65,,0.99,6.8,,28.53,,0.73,220.72,998.59,2023-07-05 00:15:00,8.92
,,1.96,12.54,,0.98,8.26,5.8,28.62,,0.74,230.45,998.59,2023-07-05 00:30:00,7.35
,,2.55,12.09,,0.99,8.5,6.99,28.64,,0.89,215.39,998.52,2023-07-05 00:45:00,8.62
3.51,11.27,3.07,11.89,,0.97,8.82,6.14,28.69,,0.85,214.42,998.3,2023-07-05 01:00:00,8.42
2.0,12.0,2.31,11.66,,0.97,8.07,6.19,28.63,,0.91,230.04,998.09,2023-07-05 01:15:00,8.89
2.0,12.0,1.97,10.53,,0.98,7.2,6.19,28.6,,0.59,210.79,997.81,2023-07-05 01:30:00,8.23
2.0,12.0,1.37,10.89,,0.98,6.91,5.93,28.53,,0.73,209.2,997.49,2023-07-05 01:45:00,7.74
0.76,12.88,1.21,10.7,,0.96,6.67,6.09,28.45,,0.65,226.24,997.2,2023-07-05 02:00:00,8.86
,13.0,1.95,8.51,,0.97,6.11,6.38,28.33,,0.77,214.21,997.04,2023-07-05 02:15:00,10.22
,13.0,2.7,8.85,,0.97,6.9,6.01,28.18,,0.56,193.21,996.93,2023-07-05 02:30:00,8.12
,13.0,2.74,8.8,,0.98,6.9,6.36,28.09,,0.6,193.7,996.84,2023-07-05 02:45:00,8.89
0.62,18.33,2.93,9.48,,0.97,7.41,6.27,28.01,,0.63,194.94,996.7,2023-07-05 03:00:00,9.21
1.0,19.0,2.54,10.88,,0.98,7.85,6.05,28.0,,0.58,206.11,996.7,2023-07-05 03:15:00,7.67
1.0,19.0,2.55,9.96,,1.0,7.37,6.42,28.01,,0.54,176.91,996.72,2023-07-05 03:30:00,7.66
1.0,19.0,2.55,9.71,,1.0,7.24,5.83,27.94,,0.55,183.25,996.72,2023-07-05 03:45:00,9.78
1.62,16.37,3.46,9.09,,0.98,7.66,6.32,27.85,,0.55,200.5,996.69,2023-07-05 04:00:00,9.4
2.0,16.0,4.93,11.01,,0.97,9.86,6.47,27.78,,0.7,221.97,996.64,2023-07-05 04:15:00,7.14
2.0,16.0,7.3,12.32,,0.98,12.49,6.24,27.66,,0.61,189.95,996.57,2023-07-05 04:30:00,7.82
2.0,16.0,6.02,12.04,,1.0,11.3,6.34,27.6,,0.5,178.82,996.56,2023-07-05 04:45:00,9.41
2.62,16.89,4.69,11.92,,0.98,10.15,6.04,27.59,,0.55,192.98,996.46,2023-07-05 05:00:00,7.68
3.0,17.0,5.34,11.47,,0.99,10.44,6.56,27.57,,0.56,230.93,996.53,2023-07-05 05:15:00,8.49
3.0,17.0,6.62,11.66,,1.0,11.59,6.23,27.54,,0.49,229.61,996.58,2023-07-05 05:30:00,7.26
3.0,17.0,6.12,13.6,,1.0,12.22,6.35,27.51,,0.41,169.81,996.67,2023-07-05 05:45:00,5.7
3.0,25.78,6.25,14.32,,0.99,12.72,5.8,27.48,,0.38,192.22,996.84,2023-07-05 06:00:00,6.13
3.0,27.0,6.92,13.13,,0.98,12.61,5.82,27.72,,0.41,195.62,997.11,2023-07-05 06:15:00,8.12
3.0,,8.6,15.03,,,14.99,6.16,,,,,,2023-07-05 06:30:00,7.28
3.0,27.0,10.29,15.65,,1.01,16.69,6.39,28.58,,0.56,191.85,997.62,2023-07-05 06:45:00,5.64
4.84,30.56,10.05,14.44,,1.01,15.85,6.42,29.08,,0.73,224.71,997.67,2023-07-05 07:00:00,7.16
6.0,31.0,9.9,15.06,,1.01,16.06,5.94,29.47,,0.97,221.62,997.74,2023-07-05 07:15:00,7.99
6.0,31.0,10.38,15.36,,1.01,16.59,6.34,30.05,,1.79,223.43,997.77,2023-07-05 07:30:00,7.67
6.0,31.0,8.86,15.9,,1.02,15.66,6.58,31.01,,1.84,208.84,997.77,2023-07-05 07:45:00,8.16
4.76,26.61,7.32,16.22,,1.01,14.57,5.72,31.2,,1.81,211.98,997.91,2023-07-05 08:00:00,8.01
4.0,26.0,6.5,17.28,,1.0,14.47,6.15,31.7,,1.85,213.93,998.05,2023-07-05 08:15:00,7.93
4.0,26.0,5.61,17.06,,1.03,13.66,5.85,32.2,,1.48,222.15,998.06,2023-07-05 08:30:00,9.23
4.0,26.0,6.09,17.51,,1.06,14.28,6.03,32.22,,2.08,220.2,998.09,2023-07-05 08:45:00,10.52
5.24,29.56,6.67,22.33,,1.04,17.29,5.71,32.47,,2.14,222.0,998.12,2023-07-05 09:00:00,6.92
6.0,30.0,5.92,23.07,,1.05,17.08,6.04,32.93,,1.88,216.84,998.2,2023-07-05 09:15:00,6.53
6.0,30.0,4.42,21.15,,1.05,14.83,5.77,33.24,,1.46,238.34,998.26,2023-07-05 09:30:00,9.23
,,2.4,14.04,,0.99,9.38,5.18,33.57,,0.99,246.74,1000.37,2023-07-06 12:30:00,8.18
,,2.84,16.1,,0.98,10.89,6.52,33.33,,1.58,248.18,1000.2,2023-07-06 12:45:00,7.98
,35.0,2.82,18.34,,0.98,12.05,6.01,33.85,,1.24,216.82,999.89,2023-07-06 13:00:00,7.76
9.0,35.0,2.82,16.29,,0.99,10.97,6.15,33.96,,1.7,221.69,999.7,2023-07-06 13:15:00,8.01
9.0,35.0,2.98,16.26,,0.99,11.06,6.6,33.87,,2.51,225.05,999.58,2023-07-06 13:30:00,8.32
9.0,35.0,2.75,14.75,,1.01,10.1,6.19,34.06,,2.5,224.03,999.54,2023-07-06 13:45:00,10.17
7.76,34.12,2.15,13.68,,0.99,9.02,6.25,33.91,,2.08,221.93,999.31,2023-07-06 14:00:00,8.78
7.0,34.0,2.77,13.08,,0.95,9.21,6.32,34.07,,2.32,225.86,999.18,2023-07-06 14:15:00,7.47
7.0,34.0,3.21,14.21,,0.98,10.17,6.19,34.41,,2.08,222.05,998.9,2023-07-06 14:30:00,8.58
7.0,34.0,2.68,14.38,,0.97,9.82,6.13,34.65,,2.69,231.26,998.59,2023-07-06 14:45:00,10.42
5.13,26.1,3.71,17.2,,0.96,12.18,6.05,34.76,,2.26,227.9,998.4,2023-07-06 15:00:00,6.58
4.0,25.0,4.26,21.36,,0.98,14.82,6.04,35.05,,1.66,238.1,998.32,2023-07-06 15:15:00,6.34
4.0,25.0,3.58,21.58,,1.0,14.39,6.01,34.91,,1.54,239.64,998.21,2023-07-06 15:30:00,9.31
4.0,25.0,6.12,22.86,,1.01,17.14,6.33,34.9,,1.78,248.26,998.09,2023-07-06 15:45:00,8.59
4.61,33.8,7.97,28.08,,1.01,21.4,5.85,34.72,,1.84,219.82,998.11,2023-07-06 16:00:00,5.91
12.0,32.0,3.57,22.77,,1.03,15.01,5.95,31.63,,1.55,202.88,1001.59,2023-07-06 20:30:00,7.32
12.0,32.0,4.23,21.99,,1.03,15.13,6.29,31.53,,1.53,197.02,1001.72,2023-07-06 20:45:00,7.87
10.13,36.39,4.44,22.35,,1.02,15.51,5.99,31.42,,1.42,201.23,1001.87,2023-07-06 21:00:00,6.78
9.0,37.0,4.64,20.61,,1.02,14.72,6.3,31.39,,1.43,194.1,1001.94,2023-07-06 21:15:00,7.62
6.0,38.0,97.33,,,1.0,77.49,6.54,34.13,,1.23,208.88,1003.93,2023-07-07 10:15:00,49.84
,,1.58,14.13,,1.07,8.8,6.64,34.29,,2.04,223.33,1003.08,2023-07-07 11:45:00,13.44
,31.0,1.27,15.24,176.08,1.02,9.14,6.6,34.94,,2.02,213.0,1002.94,2023-07-07 12:00:00,12.11
,,,,,,,6.78,,,,,,2023-07-07 12:15:00,
,31.0,3.3,13.74,,0.97,9.99,6.94,35.81,,1.73,221.87,1002.65,2023-07-07 12:30:00,10.96
,31.0,3.15,14.94,,0.96,10.53,6.11,35.35,,2.34,231.93,1002.51,2023-07-07 12:45:00,10.77
0.44,46.6,2.82,14.14,,0.96,9.81,5.91,36.08,,2.17,225.3,1002.3,2023-07-07 13:00:00,10.39
2.0,49.0,2.92,14.73,,0.94,10.22,5.59,36.1,,1.56,207.1,1002.21,2023-07-07 13:15:00,7.77
2.0,49.0,2.23,15.77,,0.94,10.2,6.17,36.15,,1.57,224.49,1002.11,2023-07-07 13:30:00,10.58
2.0,49.0,3.24,14.22,,0.93,10.19,6.11,35.59,,2.12,232.19,1001.95,2023-07-07 13:45:00,9.5
2.0,38.6,3.53,13.38,,0.93,9.98,6.18,35.84,,2.34,236.29,1001.7,2023-07-07 14:00:00,10.73
2.0,37.0,2.59,12.67,,0.94,8.85,6.18,36.29,,1.81,248.28,1001.42,2023-07-07 14:15:00,10.43
2.0,37.0,3.39,12.01,,0.93,9.13,6.23,36.33,,1.51,240.13,1001.16,2023-07-07 14:30:00,9.64
2.0,37.0,4.15,11.81,,0.96,9.66,6.01,36.26,,1.66,250.69,1000.97,2023-07-07 14:45:00,11.85
1.38,36.12,3.2,13.86,,0.96,9.98,6.17,36.1,,1.74,223.57,1000.75,2023-07-07 15:00:00,10.63
1.0,36.0,2.61,14.6,,0.94,9.89,6.71,36.3,,1.06,222.22,1000.55,2023-07-07 15:15:00,9.94
1.0,36.0,3.48,14.09,,0.95,10.32,6.71,35.78,,1.72,221.15,1000.48,2023-07-07 15:30:00,10.52
1.0,36.0,5.87,16.31,,0.95,13.47,6.52,35.42,,1.82,221.54,1000.32,2023-07-07 15:45:00,9.53
2.24,34.24,6.46,19.34,,0.95,15.52,6.0,35.42,,1.2,236.68,1000.2,2023-07-07 16:00:00,10.79
3.0,34.0,4.99,19.51,,0.93,14.43,6.3,36.04,,1.62,212.41,1000.19,2023-07-07 16:15:00,8.54
3.0,34.0,3.93,19.56,,0.93,13.6,6.58,36.04,,2.18,213.88,1000.0,2023-07-07 16:30:00,7.85
3.0,34.0,2.82,18.71,,0.93,12.25,6.72,35.96,,1.98,200.96,999.81,2023-07-07 16:45:00,9.0
3.62,30.49,2.7,19.43,,0.92,12.53,6.24,35.92,,1.86,184.56,999.76,2023-07-07 17:00:00,7.12
4.0,30.0,3.39,16.39,,0.91,11.46,6.19,35.57,,1.48,221.1,999.84,2023-07-07 17:15:00,6.91
4.0,30.0,3.27,16.82,,0.91,11.61,6.39,34.76,,2.16,202.62,999.99,2023-07-07 17:30:00,8.92
4.0,30.0,3.18,15.33,,0.9,10.73,6.11,33.35,,2.54,163.92,1000.27,2023-07-07 17:45:00,10.68
5.24,36.14,2.64,13.54,,0.91,9.33,6.35,32.91,,2.08,162.55,1000.54,2023-07-07 18:00:00,10.03
6.0,37.0,2.3,12.11,,0.91,8.32,6.31,32.5,,1.78,175.13,1000.81,2023-07-07 18:15:00,11.24
6.0,37.0,2.88,11.97,,0.91,8.7,6.14,32.24,,1.98,176.68,1000.97,2023-07-07 18:30:00,8.79
6.0,37.0,3.12,11.63,,0.9,8.72,6.26,31.97,,1.36,158.32,1001.19,2023-07-07 18:45:00,7.74
12.11,35.24,2.35,12.21,,0.91,8.4,6.26,31.78,,1.21,154.48,1001.46,2023-07-07 19:00:00,7.76
16.0,35.0,1.21,10.33,,0.9,6.48,6.09,31.58,,1.93,170.3,1001.69,2023-07-07 19:15:00,10.52
16.0,35.0,1.97,12.21,,0.9,8.09,6.17,31.4,,1.97,174.54,1001.88,2023-07-07 19:30:00,9.91
16.0,35.0,3.05,11.94,,0.9,8.83,6.19,31.08,,2.21,174.4,1002.22,2023-07-07 19:45:00,8.77
17.24,41.14,2.66,11.5,,0.9,8.27,6.31,30.91,,1.99,176.25,1002.55,2023-07-07 20:00:00,9.58
18.0,42.0,1.8,11.76,,0.9,7.7,6.29,30.82,,1.43,172.37,1002.74,2023-07-07 20:15:00,8.06
18.0,42.0,2.75,11.29,,0.89,8.25,5.77,30.78,,1.04,166.94,1002.94,2023-07-07 20:30:00,7.44
18.0,42.0,2.73,10.02,,0.9,7.54,6.86,30.7,,1.04,165.72,1003.14,2023-07-07 20:45:00,10.11
11.28,132.67,2.78,8.26,,0.88,6.66,6.06,30.64,,1.08,150.61,1003.36,2023-07-07 21:00:00,10.85
7.0,144.0,2.32,7.87,,0.88,6.07,6.4,30.55,,1.02,152.17,1003.54,2023-07-07 21:15:00,9.18
7.0,144.0,1.89,10.39,,0.88,7.08,6.29,30.51,,0.99,160.32,1003.57,2023-07-07 21:30:00,5.43
7.0,144.0,1.7,9.56,,0.87,6.45,6.34,30.44,,1.17,148.9,1003.6,2023-07-07 21:45:00,7.84
6.38,77.29,1.94,7.35,,0.87,5.5,5.9,30.22,,0.91,150.44,1003.67,2023-07-07 22:00:00,10.77
6.0,68.0,0.63,8.86,,0.87,5.22,6.09,30.3,,1.05,170.72,1003.75,2023-07-07 22:15:00,7.57
6.0,68.0,1.65,8.97,,0.87,6.13,6.28,30.3,,1.01,166.75,1003.72,2023-07-07 22:30:00,6.84
6.0,68.0,2.63,8.73,,0.86,6.8,6.53,30.25,,0.93,168.76,1003.74,2023-07-07 22:45:00,8.37
5.38,155.78,2.09,7.81,,0.87,5.85,6.4,30.2,,0.87,173.85,1003.69,2023-07-07 23:00:00,8.87
5.0,168.0,2.68,7.52,,0.88,6.19,6.17,30.19,,0.81,174.04,1003.65,2023-07-07 23:15:00,10.13
5.0,168.0,2.61,11.41,,0.89,8.19,6.3,30.19,,0.94,176.88,1003.54,2023-07-07 23:30:00,7.3
5.0,168.0,1.98,9.23,,0.9,6.52,6.19,30.26,,0.89,176.8,1003.4,2023-07-07 23:45:00,6.89
8.06,348.27,2.34,6.32,,0.92,5.26,5.95,30.29,,0.87,175.1,1003.18,2023-07-08 00:00:00,8.19
10.0,376.0,2.34,7.63,,0.93,5.96,6.15,30.25,,0.75,171.28,1003.08,2023-07-08 00:15:00,7.55
10.0,376.0,2.87,11.13,,0.93,8.27,6.39,30.19,,0.59,192.49,1003.0,2023-07-08 00:30:00,6.1
10.0,376.0,3.34,12.04,,0.93,9.11,6.29,30.28,,0.56,190.6,1002.93,2023-07-08 00:45:00,5.13
10.62,141.63,4.26,12.39,,0.93,10.06,6.74,30.35,,0.72,183.89,1002.74,2023-07-08 01:00:00,8.6
11.0,109.0,4.46,13.35,,0.92,10.73,6.32,30.31,,0.68,211.78,1002.67,2023-07-08 01:15:00,9.95
11.0,109.0,5.16,16.57,,0.92,13.01,6.42,30.26,,0.75,216.59,1002.62,2023-07-08 01:30:00,7.46
11.0,109.0,3.72,16.58,,0.92,11.85,6.15,30.11,,0.63,225.25,1002.56,2023-07-08 01:45:00,6.67
9.13,37.02,2.39,14.86,,0.9,9.82,5.78,30.01,,0.53,210.53,1002.47,2023-07-08 02:00:00,7.18
8.0,27.0,2.34,11.52,,0.9,8.05,6.19,29.92,,0.6,229.09,1002.49,2023-07-08 02:15:00,6.51
8.0,27.0,3.72,12.71,,0.88,9.79,6.52,29.83,,0.68,241.19,1002.48,2023-07-08 02:30:00,5.6
8.0,27.0,4.02,12.36,,0.89,9.84,5.94,29.8,,0.64,193.65,1002.44,2023-07-08 02:45:00,7.71
10.49,72.64,3.99,10.3,,0.88,8.72,5.92,29.7,,0.81,234.59,1002.56,2023-07-08 03:00:00,7.89
12.0,79.0,4.71,10.4,,0.88,9.38,6.49,29.6,,0.74,244.01,1002.65,2023-07-08 03:15:00,6.67
12.0,79.0,6.17,14.2,,0.87,12.57,6.47,29.53,,0.66,241.28,1002.69,2023-07-08 03:30:00,5.88
12.0,79.0,4.78,12.26,,0.88,10.4,6.24,29.5,,0.68,247.45,1002.81,2023-07-08 03:45:00,6.9
10.76,66.71,4.07,9.29,,0.87,8.24,5.35,29.46,,0.69,245.71,1002.9,2023-07-08 04:00:00,7.99
10.0,65.0,3.5,10.18,,0.92,8.26,5.19,29.43,,0.54,256.19,1002.98,2023-07-08 04:15:00,7.02
10.0,65.0,5.91,12.97,,0.9,11.7,6.16,29.4,,0.62,248.4,1003.09,2023-07-08 04:30:00,7.28
10.0,65.0,6.92,11.42,,0.9,11.71,6.39,29.33,,0.59,252.24,1003.34,2023-07-08 04:45:00,6.98
16.0,48.0,5.53,10.59,,0.9,10.13,6.0,29.05,,0.66,246.8,1003.64,2023-07-08 05:15:00,8.27
16.0,48.0,6.71,12.82,,0.9,12.27,7.05,29.02,,0.52,195.97,1003.77,2023-07-08 05:30:00,5.95
16.0,48.0,7.6,13.5,,,13.37,5.96,,,,,,2023-07-08 05:45:00,5.55
,,,,,,,6.17,,,,,,2023-07-08 06:00:00,
7.0,30.0,6.4,10.63,,0.91,10.86,7.15,29.35,,0.49,195.78,1004.14,2023-07-08 06:15:00,9.53
7.0,30.0,7.83,13.62,,0.92,13.62,5.94,29.55,,0.66,228.42,1004.4,2023-07-08 06:30:00,6.89
7.0,30.0,10.35,14.81,,0.94,16.31,6.0,29.71,,0.8,235.93,1004.6,2023-07-08 06:45:00,5.76
11.36,37.02,9.5,13.32,,0.9,14.79,6.83,29.88,,0.91,234.34,1004.66,2023-07-08 07:00:00,6.27
14.0,38.0,8.09,11.13,,0.91,12.49,7.89,30.17,,0.7,216.1,1004.71,2023-07-08 07:15:00,7.63
14.0,38.0,9.03,14.29,,0.93,14.96,5.49,30.37,,1.03,219.44,1004.87,2023-07-08 07:30:00,7.82
14.0,38.0,11.96,14.17,,0.94,17.28,3.67,30.75,,1.53,205.25,1005.06,2023-07-08 07:45:00,6.58
12.78,38.0,12.16,13.33,,0.92,16.98,3.18,31.02,,1.69,211.1,1005.26,2023-07-08 08:00:00,7.61
12.0,38.0,8.96,12.26,,0.94,13.8,7.34,31.08,,1.68,211.73,1005.38,2023-07-08 08:15:00,8.77
12.0,38.0,10.0,17.09,,0.93,17.21,5.3,31.31,,1.94,215.46,1005.55,2023-07-08 08:30:00,6.57
12.0,38.0,9.24,18.06,,0.94,17.13,6.38,31.73,,1.46,204.07,1005.59,2023-07-08 08:45:00,5.69
10.76,46.78,7.17,15.22,,0.92,13.92,6.51,31.79,,1.65,194.89,1005.61,2023-07-08 09:00:00,6.13
10.0,48.0,5.31,14.88,,0.92,12.24,5.57,32.07,,1.58,190.38,1005.51,2023-07-08 09:15:00,9.03
10.0,48.0,5.77,19.72,,0.93,15.17,6.58,32.79,,1.27,203.19,1005.46,2023-07-08 09:30:00,6.44
10.0,48.0,5.25,18.67,,0.93,14.19,4.69,33.06,,1.68,223.53,1005.33,2023-07-08 09:45:00,6.0
8.76,48.0,4.41,16.03,,0.92,12.11,7.3,33.87,,1.42,211.54,1005.18,2023-07-08 10:00:00,7.68
8.0,48.0,3.75,12.83,,0.92,9.87,6.29,34.17,,1.99,212.98,1004.91,2023-07-08 10:15:00,7.88
8.0,48.0,3.5,18.17,,0.93,12.49,6.43,34.79,,1.45,220.78,1004.69,2023-07-08 10:30:00,6.64
8.0,48.0,3.35,19.23,,0.93,12.94,6.2,34.92,,1.43,265.09,1004.55,2023-07-08 10:45:00,7.65
6.13,28.69,3.06,15.92,,0.92,10.95,6.25,34.72,,1.38,249.1,1004.43,2023-07-08 11:00:00,9.15
5.0,26.0,3.57,12.38,,0.93,9.49,6.15,35.22,,1.25,235.67,1004.25,2023-07-08 11:15:00,10.56
5.0,26.0,4.14,16.18,,0.92,11.98,6.29,34.91,,1.92,245.96,1004.05,2023-07-08 11:30:00,7.43
5.0,26.0,3.24,17.8,,0.93,12.1,6.55,34.79,,1.44,280.54,1003.93,2023-07-08 11:45:00,6.32
6.24,32.07,2.23,16.17,,0.92,10.4,6.51,35.3,,1.4,229.67,1003.55,2023-07-08 12:00:00,9.31
7.0,33.0,2.98,14.2,,0.92,9.99,6.21,35.81,,1.69,234.1,1003.25,2023-07-08 12:15:00,10.02
7.0,33.0,4.73,20.4,,0.93,14.7,6.09,36.03,,2.1,223.56,1003.02,2023-07-08 12:30:00,8.72
7.0,33.0,4.54,21.7,,0.93,15.23,5.92,35.41,,2.49,234.63,1002.93,2023-07-08 12:45:00,9.34
6.38,29.49,3.48,19.1,,0.93,12.98,5.95,35.8,,2.24,229.66,1002.77,2023-07-08 13:00:00,10.69
6.0,29.0,3.2,16.11,,0.92,11.17,6.28,35.81,,2.26,227.59,1002.49,2023-07-08 13:15:00,11.67
,,,,,,,6.26,,,,,,2023-07-08 13:30:00,
6.0,29.0,4.21,20.96,,0.93,14.57,6.26,35.83,,1.97,248.2,1002.13,2023-07-08 13:45:00,8.16
,,,,,,,6.23,,,,,,2023-07-08 14:00:00,
6.0,27.0,3.55,18.61,,0.94,12.78,6.38,35.55,,1.9,225.68,1001.8,2023-07-08 14:15:00,9.31
6.0,27.0,4.34,22.26,,0.95,15.37,6.39,35.24,,1.24,247.79,1001.76,2023-07-08 14:30:00,5.57
6.0,27.0,5.17,25.04,,0.94,17.52,6.24,35.08,,1.17,248.14,1001.6,2023-07-08 14:45:00,7.13
6.0,27.89,4.76,23.02,,0.95,16.14,5.84,35.52,,0.92,213.48,1001.51,2023-07-08 15:00:00,10.14
6.0,28.0,5.41,22.46,,0.95,16.35,6.19,35.2,,1.15,208.89,1001.4,2023-07-08 15:15:00,13.74
6.0,28.0,7.44,29.1,,0.96,21.54,6.15,34.95,,1.74,205.6,1001.33,2023-07-08 15:30:00,8.83
6.0,28.0,10.37,31.57,,0.98,25.23,6.08,34.85,,1.63,206.29,1001.32,2023-07-08 15:45:00,7.52
