pm2.5,pm10,no,no2,so2,co,nox,ozone,at,rh,ws,wd,bp,timestamp,nh3
37.0,,,,,,,3.0,,,,,,2024-01-03 22:00:00,
11.42,23.27,19.0,15.86,11.73,0.53,26.06,2.85,33.59,55.18,0.79,87.43,998.17,2024-01-04 15:00:00,
11.0,22.45,18.68,18.8,12.17,0.53,26.53,2.88,33.8,54.37,0.85,95.81,998.07,2024-01-04 15:15:00,
11.0,22.45,18.43,16.86,12.39,0.55,27.8,2.91,33.34,54.53,1.05,108.21,998.1,2024-01-04 15:30:00,
11.0,22.45,20.5,16.97,11.98,0.53,30.66,3.3,33.76,54.74,0.85,117.78,998.17,2024-01-04 15:45:00,
26.73,53.13,24.63,25.91,14.43,0.5,34.12,2.96,30.28,63.61,0.39,135.14,998.33,2024-01-04 16:00:00,10.86
27.0,53.65,42.19,39.61,15.8,0.45,55.4,2.66,29.01,67.05,0.34,139.09,998.57,2024-01-04 16:45:00,11.02
,,37.27,38.62,14.87,0.47,50.83,3.07,28.92,67.81,0.29,158.83,998.59,2024-01-04 17:00:00,7.75
,,33.92,35.92,13.85,0.47,46.67,3.29,28.77,68.79,0.26,176.45,998.75,2024-01-04 17:15:00,7.04
,,27.88,33.32,13.38,0.47,40.38,3.37,28.65,69.79,0.26,146.87,998.91,2024-01-04 17:30:00,8.4
,,23.46,36.58,13.16,0.46,38.52,3.18,28.46,70.7,0.27,127.54,999.14,2024-01-04 17:45:00,8.7
,,22.38,35.46,13.38,0.47,37.07,3.31,28.31,72.46,0.37,160.23,999.28,2024-01-04 18:00:00,9.51
31.0,61.45,22.56,37.28,13.97,0.48,38.17,2.45,28.17,73.29,0.34,122.13,999.45,2024-01-04 18:15:00,9.89
31.0,61.45,22.98,37.91,13.88,0.48,38.83,2.87,28.05,74.85,0.27,119.49,999.65,2024-01-04 18:30:00,9.34
31.0,61.45,22.02,35.25,13.97,0.49,36.63,3.29,27.97,74.59,0.31,89.97,999.77,2024-01-04 18:45:00,9.4
29.96,59.37,23.86,33.49,14.0,0.5,37.2,3.07,27.8,74.81,0.44,91.83,999.98,2024-01-04 19:00:00,9.54
29.0,57.55,21.79,26.26,14.03,0.48,31.68,3.57,27.51,75.43,0.61,104.36,1000.32,2024-01-04 19:15:00,10.87
29.0,57.55,21.58,22.13,14.03,0.49,29.31,3.22,27.02,78.44,0.47,115.77,1000.61,2024-01-04 19:30:00,10.97
29.0,57.55,23.2,22.67,13.94,0.49,30.93,3.14,26.48,81.82,0.41,70.64,1000.93,2024-01-04 19:45:00,10.66
26.39,52.46,25.45,25.18,13.99,0.48,34.05,3.24,26.35,82.48,0.5,82.03,1001.0,2024-01-04 20:00:00,9.94
24.0,47.8,24.89,20.2,13.93,0.48,30.97,3.27,26.41,81.71,0.43,81.98,1001.09,2024-01-04 20:15:00,10.25
24.0,47.8,25.01,20.39,13.97,0.49,31.17,3.04,26.41,81.17,0.49,77.63,1001.26,2024-01-04 20:30:00,10.31
24.0,47.8,25.47,19.98,13.92,0.48,31.33,2.87,26.42,81.52,0.48,80.78,1001.44,2024-01-04 20:45:00,9.78
21.39,42.6,27.52,20.03,13.93,0.48,33.05,3.33,26.4,81.97,0.46,65.2,1001.62,2024-01-04 21:00:00,9.63
19.0,38.05,28.37,21.87,13.94,0.49,34.69,3.08,26.39,82.59,0.46,57.94,1001.67,2024-01-04 21:15:00,9.28
19.0,38.05,27.97,21.98,13.89,0.47,34.43,3.04,26.28,83.13,0.54,72.82,1001.66,2024-01-04 21:30:00,9.27
19.0,38.05,26.1,19.21,13.8,0.49,31.43,3.17,26.26,83.55,0.41,88.95,1001.77,2024-01-04 21:45:00,10.12
19.52,39.07,27.81,19.82,13.94,0.5,33.15,3.19,26.26,83.51,0.54,78.89,1001.82,2024-01-04 22:00:00,9.73
20.0,40.0,28.61,21.38,13.92,0.48,34.63,2.94,26.24,83.33,0.55,64.43,1001.81,2024-01-04 22:15:00,9.68
20.0,40.0,27.3,18.34,13.89,0.48,31.94,3.46,26.17,83.01,0.52,86.81,1001.86,2024-01-04 22:30:00,10.21
20.0,40.0,27.55,19.72,13.93,0.48,32.89,2.92,26.14,82.4,0.52,64.28,1001.78,2024-01-04 22:45:00,10.24
19.47,38.98,27.59,17.35,13.91,0.48,31.65,2.91,26.06,82.21,0.63,55.87,1001.63,2024-01-04 23:00:00,10.7
19.0,38.05,27.31,16.59,13.94,0.49,31.03,2.99,25.78,83.03,0.57,92.13,1001.46,2024-01-04 23:15:00,10.28
19.0,38.05,29.01,18.49,13.87,0.48,33.43,3.15,25.53,83.8,0.52,77.48,1001.42,2024-01-04 23:30:00,9.84
19.0,38.05,27.5,17.82,13.79,0.48,31.84,3.25,25.28,84.99,0.42,115.58,1001.48,2024-01-04 23:45:00,10.23
15.34,31.07,26.3,16.11,13.75,0.49,29.94,3.29,25.05,85.97,0.53,178.24,1001.55,2024-01-05 00:00:00,10.12
12.0,24.4,27.15,19.68,13.89,0.47,32.55,3.47,25.13,86.46,0.34,187.96,1001.62,2024-01-05 00:15:00,9.53
12.0,24.4,27.04,19.59,13.92,0.48,32.4,2.96,24.66,88.39,0.3,216.93,1001.59,2024-01-05 00:30:00,9.91
12.0,24.4,27.01,15.29,13.88,0.48,30.08,3.1,24.35,90.55,0.46,217.72,1001.47,2024-01-05 00:45:00,10.57
13.04,26.44,25.25,10.91,13.91,0.47,26.32,3.14,24.07,91.82,1.07,281.05,1001.33,2024-01-05 01:00:00,10.8
14.0,28.3,24.53,8.01,13.89,0.47,24.22,3.07,24.05,93.06,0.93,297.55,1001.29,2024-01-05 01:15:00,10.76
14.0,28.3,25.01,7.36,13.94,0.47,24.25,2.92,23.94,93.27,1.25,308.44,1001.12,2024-01-05 01:30:00,10.87
14.0,28.3,24.72,7.56,13.93,0.48,24.1,2.91,23.81,93.45,1.14,309.91,1000.99,2024-01-05 01:45:00,10.81
15.04,30.34,25.79,10.53,13.89,0.47,26.58,3.41,23.66,93.68,1.41,301.02,1000.77,2024-01-05 02:00:00,10.38
16.0,32.2,25.43,8.18,13.91,0.47,25.03,3.06,23.43,93.5,1.41,273.5,1000.76,2024-01-05 02:15:00,10.68
16.0,32.2,24.45,7.2,13.88,0.47,23.71,3.2,23.23,93.3,1.4,286.04,1000.64,2024-01-05 02:30:00,11.13
16.0,32.2,24.33,6.35,13.99,0.48,23.16,2.92,22.92,92.9,1.8,310.6,1000.61,2024-01-05 02:45:00,10.85
16.0,32.2,24.3,6.77,13.96,0.47,23.35,3.17,22.86,92.85,1.74,303.63,1000.59,2024-01-05 03:00:00,10.96
16.0,32.2,24.47,6.86,13.93,0.47,23.56,2.81,22.48,92.54,2.44,321.22,1000.46,2024-01-05 03:15:00,10.84
16.0,32.2,23.92,7.11,13.95,0.46,23.25,3.1,22.22,93.26,1.74,308.47,1000.46,2024-01-05 03:30:00,11.0
16.0,32.2,23.58,7.38,13.87,0.47,23.1,3.05,22.15,93.69,1.69,287.91,1000.4,2024-01-05 03:45:00,10.86
16.52,33.22,24.09,7.09,13.77,0.47,23.35,2.53,22.15,93.71,1.94,290.53,1000.49,2024-01-05 04:00:00,11.09
17.0,34.15,24.04,7.98,13.79,0.46,23.8,3.31,22.21,93.45,1.91,292.17,1000.53,2024-01-05 04:15:00,10.99
17.0,34.15,24.1,8.9,13.91,0.46,24.33,3.26,22.33,93.01,1.93,297.1,1000.61,2024-01-05 04:30:00,10.46
17.0,34.15,23.58,7.5,13.82,0.45,23.14,3.07,22.38,92.78,1.8,295.0,1000.69,2024-01-05 04:45:00,10.98
17.0,34.15,23.01,7.5,13.82,0.46,22.7,3.53,22.42,92.72,1.72,306.95,1000.72,2024-01-05 05:00:00,11.12
17.0,34.15,23.03,7.91,13.88,0.46,22.92,3.1,22.47,92.46,1.96,291.39,1000.69,2024-01-05 05:15:00,11.07
17.0,34.15,23.14,8.25,13.9,0.45,23.21,2.94,22.48,92.37,1.65,289.1,1000.74,2024-01-05 05:30:00,11.08
17.0,34.15,24.04,6.85,13.95,0.45,23.2,3.33,22.49,91.98,1.98,311.69,1000.91,2024-01-05 05:45:00,11.18
20.66,41.28,23.54,7.61,13.9,0.44,23.19,3.42,22.47,92.1,1.9,312.61,1001.11,2024-01-05 06:00:00,10.64
24.0,47.8,22.57,7.29,13.89,0.45,22.23,3.24,22.44,92.49,1.84,315.7,1001.26,2024-01-05 06:15:00,11.09
24.0,47.8,22.44,7.22,13.91,0.46,22.09,2.96,22.48,92.66,1.54,306.78,1001.36,2024-01-05 06:30:00,11.24
24.0,47.8,22.33,8.7,13.91,0.44,22.78,2.93,22.58,92.29,1.45,307.77,1001.5,2024-01-05 06:45:00,10.8
22.43,44.74,23.47,9.08,13.93,0.45,23.91,2.72,22.67,92.07,1.61,310.73,1001.56,2024-01-05 07:00:00,10.63
21.0,41.95,23.71,8.51,13.86,0.45,23.82,2.99,22.78,91.77,1.25,290.73,1001.65,2024-01-05 07:15:00,10.86
21.0,41.95,23.19,7.94,13.9,0.44,23.07,2.39,22.95,91.5,1.15,227.35,1001.87,2024-01-05 07:30:00,11.26
21.0,41.95,23.06,7.98,13.92,0.46,22.98,2.98,23.12,90.89,1.09,239.64,1002.03,2024-01-05 07:45:00,11.25
21.53,42.99,23.05,9.12,13.92,0.46,23.59,4.17,23.46,90.09,1.11,235.44,1002.08,2024-01-05 08:00:00,10.81
22.0,43.9,23.95,12.21,13.93,0.44,25.96,3.39,23.91,88.99,1.22,156.07,1002.14,2024-01-05 08:15:00,10.48
22.0,43.9,25.03,14.28,13.59,0.45,27.94,3.27,24.42,87.15,1.5,211.05,1002.23,2024-01-05 08:30:00,10.45
22.0,43.9,24.2,12.63,13.85,0.45,26.41,2.6,24.93,85.04,1.47,229.46,1002.3,2024-01-05 08:45:00,10.3
20.96,41.86,24.43,11.36,13.9,0.46,25.9,2.6,25.47,83.4,1.53,142.19,1002.35,2024-01-05 09:00:00,10.35
20.0,40.0,24.04,11.31,13.89,0.45,25.55,3.49,25.87,80.92,1.74,143.96,1002.52,2024-01-05 09:15:00,10.57
20.0,40.0,24.09,11.2,13.93,0.44,25.54,3.5,26.52,79.33,1.22,219.68,1002.5,2024-01-05 09:30:00,10.33
20.0,40.0,24.02,11.18,13.94,0.46,25.46,3.81,27.45,76.77,1.05,148.3,1002.44,2024-01-05 09:45:00,10.94
23.66,47.28,23.55,11.87,13.9,0.45,25.46,4.22,27.82,74.87,0.99,194.41,1002.38,2024-01-05 10:00:00,10.78
27.0,53.65,23.41,11.6,13.85,0.46,25.2,2.49,27.69,74.61,0.98,151.12,1002.35,2024-01-05 10:15:00,10.6
27.0,53.65,23.42,12.65,13.89,0.44,25.77,3.0,27.56,74.95,1.12,161.27,1002.27,2024-01-05 10:30:00,10.49
27.0,53.65,23.8,11.87,13.84,0.44,25.66,3.03,27.66,75.09,0.88,173.77,1002.21,2024-01-05 10:45:00,10.63
25.43,50.6,23.43,10.58,13.79,0.44,24.66,2.93,27.46,75.31,1.22,266.96,1002.06,2024-01-05 11:00:00,10.93
24.0,47.8,23.02,9.66,13.79,0.44,23.88,2.91,27.51,75.78,1.02,220.51,1001.88,2024-01-05 11:15:00,11.0
24.0,47.8,22.95,11.04,13.79,0.44,24.53,3.06,27.27,76.32,1.12,233.21,1001.66,2024-01-05 11:30:00,10.6
24.0,47.8,22.15,11.9,13.7,0.45,24.35,2.98,27.41,76.54,1.09,152.37,1001.45,2024-01-05 11:45:00,10.46
23.48,46.76,23.72,13.47,13.71,0.45,26.45,3.38,28.08,75.39,0.64,131.99,1001.25,2024-01-05 12:00:00,10.46
23.0,45.85,24.41,14.19,13.76,0.45,27.4,3.22,28.87,72.93,0.56,108.89,1001.1,2024-01-05 12:15:00,10.54
23.0,45.85,24.54,16.73,13.9,0.45,28.84,2.82,29.11,71.25,0.6,137.11,1000.88,2024-01-05 12:30:00,10.88
23.0,45.85,24.21,17.22,13.88,0.46,28.83,3.18,29.49,69.71,0.65,138.26,1000.6,2024-01-05 12:45:00,10.73
26.2,51.96,23.36,15.27,13.94,0.46,27.11,3.46,29.73,68.26,1.0,123.89,1000.3,2024-01-05 13:00:00,10.57
29.0,57.55,23.62,15.1,13.91,0.46,27.23,3.16,29.9,67.46,1.01,163.26,1000.11,2024-01-05 13:15:00,10.67
29.0,57.55,23.05,12.69,13.93,0.46,25.48,2.82,30.16,67.45,0.75,183.39,999.9,2024-01-05 13:30:00,10.78
29.0,57.55,23.19,14.8,13.9,0.47,26.72,2.87,30.92,65.44,0.9,127.44,999.57,2024-01-05 13:45:00,10.3
32.13,63.66,23.54,14.25,13.91,0.47,26.71,3.33,31.62,63.65,0.78,116.09,999.21,2024-01-05 14:00:00,10.85
35.0,69.25,23.93,14.81,13.91,0.48,27.33,2.46,30.91,63.51,0.8,142.0,999.01,2024-01-05 14:15:00,10.43
35.0,69.25,23.92,15.5,13.92,0.46,27.7,3.12,31.48,62.36,1.01,109.79,998.87,2024-01-05 14:30:00,10.6
35.0,69.25,23.8,15.32,13.93,0.45,27.49,2.76,30.62,63.84,0.55,160.25,998.81,2024-01-05 14:45:00,10.99
36.57,72.31,22.85,16.89,13.98,0.46,27.56,3.99,30.63,64.52,0.61,134.74,998.73,2024-01-05 15:00:00,10.88
38.0,75.1,23.2,18.72,13.96,0.46,28.83,2.88,30.21,65.44,0.53,103.77,998.68,2024-01-05 15:15:00,9.89
38.0,75.1,21.62,19.86,14.0,0.48,28.15,3.34,29.76,67.3,0.6,117.98,998.66,2024-01-05 15:30:00,10.75
38.0,75.1,23.37,20.35,14.32,0.48,29.82,3.18,29.71,68.22,0.62,96.32,998.65,2024-01-05 15:45:00,11.66
40.09,79.17,26.48,18.96,14.19,0.48,31.61,3.75,29.68,68.5,0.71,95.17,998.72,2024-01-05 16:00:00,11.18
42.0,82.9,28.2,21.75,13.8,0.47,34.49,2.6,29.28,68.92,1.08,87.3,998.79,2024-01-05 16:15:00,10.5
42.0,82.9,27.61,22.47,13.68,0.47,34.39,3.13,28.93,69.73,0.9,92.48,998.82,2024-01-05 16:30:00,10.4
42.0,82.9,25.32,24.73,13.81,0.46,33.75,3.09,28.77,71.23,0.37,158.22,998.82,2024-01-05 16:45:00,9.95
43.57,86.02,23.9,25.56,13.8,0.46,33.01,2.93,28.66,70.35,0.38,139.17,999.02,2024-01-05 17:00:00,10.01
45.0,88.75,23.07,24.3,13.91,0.47,31.68,3.11,28.55,70.45,0.68,142.98,999.21,2024-01-05 17:15:00,10.27
45.0,88.75,23.29,27.96,14.0,0.47,33.81,2.8,28.29,71.69,0.46,87.46,999.34,2024-01-05 17:30:00,9.88
45.0,88.75,24.87,33.19,14.03,0.48,37.88,3.43,27.97,73.33,0.4,80.53,999.5,2024-01-05 17:45:00,9.74
42.39,83.55,24.58,31.56,13.96,0.48,36.77,2.64,27.55,74.93,0.41,79.38,999.71,2024-01-05 18:00:00,10.03
40.0,79.0,23.51,28.9,13.93,0.47,34.49,3.06,27.18,76.65,0.33,88.92,999.95,2024-01-05 18:15:00,10.08
40.0,79.0,23.19,25.76,13.84,0.48,32.55,3.22,27.03,77.46,0.39,75.53,1000.22,2024-01-05 18:30:00,10.73
40.0,79.0,23.32,27.74,13.93,0.47,33.72,3.26,26.95,78.07,0.41,77.36,1000.43,2024-01-05 18:45:00,10.22
42.09,83.07,23.63,26.21,13.92,0.48,33.16,3.02,26.83,78.32,0.4,74.65,1000.59,2024-01-05 19:00:00,10.23
44.0,86.8,24.57,27.57,13.92,0.49,34.65,3.31,26.65,78.77,0.54,58.42,1000.66,2024-01-05 19:15:00,10.38
44.0,86.8,24.21,28.16,13.93,0.47,34.67,3.0,26.45,79.5,0.45,82.63,1000.8,2024-01-05 19:30:00,10.23
44.0,86.8,25.19,28.84,13.82,0.47,35.82,3.04,26.28,80.27,0.38,70.12,1001.04,2024-01-05 19:45:00,9.79
47.2,92.91,26.02,29.95,13.83,0.49,37.06,2.91,26.08,80.91,0.45,63.37,1001.24,2024-01-05 20:00:00,9.59
50.0,98.5,24.68,26.98,13.89,0.48,34.42,2.96,25.99,81.86,0.37,159.1,1001.53,2024-01-05 20:15:00,9.93
50.0,98.5,26.71,30.79,13.87,0.49,38.08,3.23,26.14,82.0,0.49,187.21,1001.74,2024-01-05 20:30:00,9.8
50.0,98.5,27.04,29.41,13.89,0.47,37.63,2.79,26.16,82.01,0.35,131.29,1001.95,2024-01-05 20:45:00,9.94
48.96,96.46,26.43,25.33,13.89,0.46,34.97,3.19,26.12,82.45,0.41,121.92,1002.06,2024-01-05 21:00:00,10.29
48.0,94.6,26.52,25.58,13.88,0.48,35.15,3.3,26.07,83.24,0.31,140.71,1002.05,2024-01-05 21:15:00,9.93
48.0,94.6,29.68,28.57,13.86,0.48,39.33,2.97,25.99,83.89,0.32,108.35,1001.95,2024-01-05 21:30:00,9.62
48.0,94.6,28.67,24.65,13.87,0.47,36.41,2.74,25.93,83.77,0.35,182.05,1001.88,2024-01-05 21:45:00,10.04
42.26,83.4,27.09,23.12,13.87,0.48,34.31,3.22,25.89,84.04,0.34,187.22,1001.94,2024-01-05 22:00:00,10.09
37.0,73.15,29.03,24.87,13.82,0.48,36.83,3.35,25.91,84.02,0.39,219.37,1001.95,2024-01-05 22:15:00,9.5
37.0,73.15,28.1,24.42,13.78,0.48,35.82,3.27,25.9,83.84,0.57,266.76,1001.9,2024-01-05 22:30:00,9.82
37.0,73.15,26.74,22.66,13.86,0.47,33.79,3.38,25.87,83.29,0.61,199.42,1001.82,2024-01-05 22:45:00,10.5
40.73,80.43,27.3,22.9,13.89,0.48,34.38,2.85,25.83,83.21,0.78,161.93,1001.66,2024-01-05 23:00:00,10.7
44.0,86.8,27.13,22.49,13.93,0.47,34.02,3.11,25.82,82.92,0.89,106.77,1001.47,2024-01-05 23:15:00,10.44
44.0,86.8,26.63,20.11,13.89,0.49,32.35,3.21,25.78,83.01,0.9,118.45,1001.29,2024-01-05 23:30:00,10.73
44.0,86.8,25.85,18.82,13.97,0.48,31.02,3.14,25.77,82.95,0.96,138.94,1001.18,2024-01-05 23:45:00,10.91
47.13,92.78,25.75,18.05,13.9,0.48,30.54,3.07,25.72,83.06,0.76,92.85,1001.16,2024-01-06 00:00:00,10.58
50.0,98.5,26.32,18.04,13.93,0.48,31.0,2.82,25.67,83.07,1.26,60.2,1001.1,2024-01-06 00:15:00,10.4
50.0,98.5,25.87,18.01,13.89,0.48,30.61,3.01,25.63,83.36,0.78,131.12,1001.09,2024-01-06 00:30:00,10.3
50.0,98.5,26.2,20.18,13.94,0.48,32.03,3.16,25.56,83.8,0.48,126.05,1001.01,2024-01-06 00:45:00,10.5
48.96,96.46,27.88,21.58,13.89,0.47,34.13,2.86,25.47,84.21,0.43,81.2,1000.93,2024-01-06 01:00:00,10.11
48.0,94.6,27.17,21.57,13.9,0.49,33.55,3.22,25.39,84.58,0.54,58.76,1000.66,2024-01-06 01:15:00,10.06
48.0,94.6,26.88,21.41,13.72,0.48,33.22,3.18,25.34,84.78,0.59,91.94,1000.43,2024-01-06 01:30:00,10.22
48.0,94.6,26.58,20.76,13.94,0.5,32.64,2.91,25.31,84.97,0.76,120.86,1000.21,2024-01-06 01:45:00,10.16
45.91,90.53,26.33,18.29,13.93,0.48,31.13,3.36,25.29,85.05,0.63,110.42,999.91,2024-01-06 02:00:00,10.61
44.0,86.8,25.31,17.22,13.94,0.48,29.75,3.13,25.26,84.95,1.05,107.33,999.76,2024-01-06 02:15:00,10.26
44.0,86.8,24.4,15.75,13.91,0.47,28.22,3.19,25.25,84.86,1.03,133.65,999.64,2024-01-06 02:30:00,10.39
44.0,86.8,23.84,17.1,13.87,0.47,28.48,3.12,25.23,85.03,0.75,167.13,999.56,2024-01-06 02:45:00,10.64
47.2,92.91,23.63,15.23,13.91,0.48,27.33,2.8,25.26,85.0,0.86,277.72,999.55,2024-01-06 03:00:00,11.09
50.0,98.5,24.3,11.79,13.89,0.48,26.02,3.04,25.21,85.7,0.8,261.89,999.59,2024-01-06 03:15:00,11.2
50.0,98.5,24.01,11.43,13.89,0.48,25.56,3.16,25.13,85.64,1.0,116.34,999.57,2024-01-06 03:30:00,11.34
50.0,98.5,23.93,16.49,13.92,0.48,28.23,3.11,25.1,85.74,0.8,85.31,999.55,2024-01-06 03:45:00,10.59
48.98,96.46,25.13,22.35,13.81,0.46,32.32,3.18,25.11,84.89,1.03,91.33,999.61,2024-01-06 04:00:00,9.8
48.0,94.6,23.98,19.0,13.89,0.49,29.6,2.91,25.16,83.85,0.97,99.1,999.78,2024-01-06 04:15:00,10.34
48.0,94.6,24.43,20.73,13.9,0.47,30.89,2.96,25.17,83.68,0.67,118.88,999.97,2024-01-06 04:30:00,10.08
48.0,94.6,24.7,25.1,13.89,0.47,33.43,3.01,25.17,83.65,0.76,92.45,1000.1,2024-01-06 04:45:00,9.9
46.43,91.54,25.96,25.78,13.9,0.48,34.81,3.37,25.17,83.07,0.86,87.2,1000.22,2024-01-06 05:00:00,9.88
45.0,88.75,25.56,25.34,13.94,0.47,34.25,2.91,25.13,82.4,0.91,125.33,1000.3,2024-01-06 05:15:00,9.9
45.0,88.75,25.48,24.84,13.89,0.47,33.93,3.15,25.13,81.65,0.97,104.14,1000.45,2024-01-06 05:30:00,10.45
45.0,88.75,25.37,25.58,13.84,0.48,34.23,3.17,25.12,81.16,0.79,108.62,1000.54,2024-01-06 05:45:00,10.08
43.93,86.71,25.14,27.29,13.83,0.48,34.96,3.01,25.11,81.16,0.82,113.11,1000.7,2024-01-06 06:00:00,9.56
43.0,84.85,24.34,28.09,13.81,0.47,34.7,3.12,25.09,79.96,1.13,120.48,1000.78,2024-01-06 06:15:00,9.63
43.0,84.85,23.3,22.88,13.85,0.47,31.11,3.24,25.07,79.76,1.41,148.5,1000.81,2024-01-06 06:30:00,10.39
43.0,84.85,23.31,24.51,13.88,0.48,32.0,3.53,25.08,80.17,1.15,97.41,1000.86,2024-01-06 06:45:00,10.26
45.56,89.94,24.56,27.1,13.89,0.47,34.37,2.96,25.26,79.64,1.57,143.0,1000.99,2024-01-06 07:00:00,9.84
48.0,94.6,23.96,24.14,13.88,0.48,32.32,3.54,25.55,79.09,1.47,137.77,1001.16,2024-01-06 07:15:00,10.2
48.0,94.6,24.03,23.82,13.88,0.48,32.2,2.94,25.74,78.5,1.42,110.31,1001.39,2024-01-06 07:30:00,10.25
44.0,86.8,71.77,,72.64,0.42,58.07,3.66,27.53,81.95,0.84,301.66,998.93,2024-01-06 17:30:00,45.58
44.0,86.8,46.75,1.02,47.59,0.53,38.54,3.18,27.73,80.39,0.65,297.4,999.11,2024-01-06 17:45:00,33.42
,,39.99,8.62,28.4,0.52,37.08,3.24,27.56,80.12,0.9,303.95,999.32,2024-01-06 18:00:00,23.22
,,29.46,10.59,19.0,0.51,29.57,2.96,27.36,81.09,0.43,205.83,999.59,2024-01-06 18:15:00,11.7
,,28.18,12.88,6.24,0.51,29.77,3.53,27.09,80.54,0.75,98.64,999.95,2024-01-06 18:30:00,8.6
,,32.29,17.09,6.83,0.51,35.35,3.09,26.67,81.96,0.59,97.61,1000.15,2024-01-06 18:45:00,8.06
,,33.63,20.01,9.37,0.5,37.98,3.14,26.46,82.88,0.49,101.95,1000.32,2024-01-06 19:00:00,7.77
25.0,49.75,35.27,22.08,9.32,0.49,40.42,3.29,26.3,83.62,0.42,99.31,1000.61,2024-01-06 19:15:00,7.79
25.0,49.75,35.13,20.51,10.56,0.5,39.47,3.2,26.25,83.9,0.31,130.11,1000.84,2024-01-06 19:30:00,8.42
25.0,49.75,33.96,21.43,10.55,0.48,39.01,3.2,26.25,84.01,0.49,178.34,1001.2,2024-01-06 19:45:00,8.66
27.09,53.82,33.43,22.81,11.25,0.48,39.31,3.13,26.34,83.18,0.47,233.85,1001.52,2024-01-06 20:00:00,8.59
29.0,57.55,32.22,21.35,11.13,0.48,37.55,2.71,26.41,82.92,0.38,221.37,1001.82,2024-01-06 20:15:00,8.56
29.0,57.55,30.56,17.97,11.71,0.48,34.39,2.98,26.46,83.7,0.33,274.65,1002.02,2024-01-06 20:30:00,9.63
29.0,57.55,29.01,14.02,11.61,0.47,31.03,2.65,26.4,84.86,0.49,234.38,1002.15,2024-01-06 20:45:00,10.15
34.72,68.99,28.65,10.63,12.15,0.47,28.94,3.06,25.28,88.44,0.95,165.6,1002.33,2024-01-06 21:00:00,10.56
40.0,79.0,28.51,11.0,12.05,0.48,29.03,2.92,24.84,89.42,0.78,95.36,1002.44,2024-01-06 21:15:00,10.34
40.0,79.0,29.04,15.16,12.37,0.49,31.67,2.87,24.93,90.35,0.91,81.3,1002.5,2024-01-06 21:30:00,9.91
40.0,79.0,28.6,16.41,12.29,0.47,31.98,3.12,24.97,88.74,0.81,70.72,1002.45,2024-01-06 21:45:00,10.03
34.78,68.82,28.49,15.49,12.65,0.48,31.41,3.14,24.79,89.08,0.47,93.09,1002.35,2024-01-06 22:00:00,10.22
30.0,59.5,29.08,17.93,12.54,0.47,33.18,3.42,24.73,88.65,1.03,85.47,1002.32,2024-01-06 22:15:00,9.1
30.0,59.5,28.32,15.74,12.78,0.47,31.39,3.39,24.66,88.88,0.68,99.43,1002.42,2024-01-06 22:30:00,9.62
30.0,59.5,27.13,14.52,12.74,0.48,29.81,3.39,24.66,89.34,0.49,117.59,1002.44,2024-01-06 22:45:00,10.42
18.51,37.1,27.78,16.79,13.01,0.47,31.52,3.14,24.74,89.23,0.78,120.78,1002.28,2024-01-06 23:00:00,10.35
8.0,16.6,27.77,15.99,12.78,0.47,31.08,2.78,24.83,89.27,0.58,168.01,1002.19,2024-01-06 23:15:00,10.0
8.0,16.6,29.08,16.6,13.07,0.47,32.48,3.14,24.79,89.29,0.52,133.28,1002.18,2024-01-06 23:30:00,10.04
8.0,16.6,29.79,17.14,12.86,0.47,33.35,3.04,24.75,89.36,0.43,129.75,1002.18,2024-01-06 23:45:00,10.08
6.98,14.61,29.89,15.76,13.17,0.46,32.68,2.92,24.81,88.84,0.74,132.97,1002.1,2024-01-07 00:00:00,10.07
6.0,12.7,29.4,15.74,13.1,0.47,32.29,3.05,24.83,88.18,0.91,88.6,1001.9,2024-01-07 00:15:00,10.05
6.0,12.7,29.45,17.4,13.29,0.46,33.19,3.1,24.87,87.32,1.52,112.31,1001.6,2024-01-07 00:30:00,10.26
6.0,12.7,29.35,16.39,13.25,0.47,32.59,2.98,24.84,87.08,1.97,95.42,1001.32,2024-01-07 00:45:00,11.06
6.51,13.7,29.5,16.47,13.36,0.47,32.72,3.12,24.76,87.26,1.51,130.54,1001.12,2024-01-07 01:00:00,10.5
7.0,14.65,28.12,17.0,13.25,0.47,31.91,3.11,24.65,87.73,1.58,142.17,1000.97,2024-01-07 01:15:00,10.71
7.0,14.65,27.21,17.74,13.36,0.47,31.57,3.57,24.55,88.58,1.43,146.45,1000.84,2024-01-07 01:30:00,10.69
7.0,14.65,28.59,19.68,13.19,0.47,33.71,3.22,24.49,89.24,1.63,168.17,1000.66,2024-01-07 01:45:00,9.89
8.04,16.69,27.2,15.35,13.46,0.46,30.28,2.88,24.41,89.71,1.02,166.9,1000.53,2024-01-07 02:00:00,10.52
9.0,18.55,27.76,16.63,13.4,0.47,31.41,3.29,24.48,89.44,0.84,187.12,1000.37,2024-01-07 02:15:00,10.41
9.0,18.55,28.35,19.06,13.5,0.47,33.18,3.04,24.54,88.91,0.78,127.27,1000.24,2024-01-07 02:30:00,10.29
9.0,18.55,29.29,19.2,13.46,0.47,34.03,2.87,24.63,87.73,1.03,130.34,1000.16,2024-01-07 02:45:00,9.87
10.46,21.41,28.27,16.89,13.64,0.47,31.97,2.77,24.59,87.9,0.76,148.5,1000.1,2024-01-07 03:00:00,10.36
