pm2.5,pm10,no,no2,so2,co,nox,ozone,at,rh,ws,wd,bp,timestamp,nh3
8.0,17.5,,10.09,10.63,0.29,,,37.67,29.93,0.78,100.58,993.07,2024-09-19 13:15:00,7.73
8.0,17.5,,10.55,10.6,0.28,,,37.72,30.49,0.78,98.21,992.79,2024-09-19 13:30:00,9.26
8.0,17.5,,10.7,10.61,0.28,,,36.86,30.68,0.66,141.01,992.62,2024-09-19 13:45:00,8.83
9.07,20.06,,11.05,10.65,0.24,,,37.89,31.23,0.79,104.8,992.48,2024-09-19 14:00:00,7.95
12.0,27.5,,10.66,10.63,0.26,,,37.95,30.68,0.77,82.45,992.36,2024-09-19 14:15:00,8.36
12.0,27.5,,10.21,10.57,0.27,,,37.83,30.34,0.65,103.13,992.18,2024-09-19 14:30:00,7.0
12.0,27.5,,10.57,10.5,0.28,,,37.84,30.15,0.86,157.15,991.93,2024-09-19 14:45:00,7.95
14.04,32.61,,10.52,10.59,0.28,,,37.48,31.53,0.61,91.83,991.81,2024-09-19 15:00:00,7.26
20.0,47.5,,10.8,10.62,0.26,,,38.07,30.84,0.57,108.02,991.63,2024-09-19 15:15:00,5.79
20.0,47.5,,10.9,10.76,0.3,,,37.06,31.5,0.64,108.55,991.51,2024-09-19 15:30:00,6.89
20.0,47.5,,11.71,11.05,0.25,,,36.73,32.15,0.44,119.33,991.41,2024-09-19 15:45:00,6.3
17.44,41.11,,12.28,11.02,0.29,,,36.41,33.31,0.34,138.77,991.29,2024-09-19 16:00:00,6.72
10.0,22.5,,13.08,10.7,0.27,,,36.27,33.61,0.4,106.72,991.27,2024-09-19 16:15:00,9.08
10.0,22.5,,13.7,10.57,0.22,,,36.28,34.09,0.45,203.63,991.27,2024-09-19 16:30:00,11.27
10.0,22.5,,13.84,10.51,0.29,,,36.12,34.35,0.46,196.81,991.34,2024-09-19 16:45:00,10.05
13.73,31.44,,13.14,10.63,0.25,,,35.76,37.06,0.45,87.56,991.42,2024-09-19 17:00:00,10.29
24.0,57.5,,13.77,10.62,0.26,,,35.34,42.61,0.62,105.26,991.56,2024-09-19 17:15:00,10.94
24.0,57.5,,13.13,10.67,0.26,,,35.07,42.97,0.7,127.93,991.75,2024-09-19 17:30:00,9.53
24.0,57.5,,12.69,10.68,0.26,,,34.8,44.07,0.85,150.2,991.94,2024-09-19 17:45:00,9.36
20.42,48.56,,13.81,10.58,0.26,,,34.42,45.38,0.67,128.67,992.08,2024-09-19 18:00:00,10.47
10.0,22.5,,14.14,10.73,0.26,,,34.07,46.55,0.5,160.47,992.35,2024-09-19 18:15:00,11.11
10.0,22.5,,12.54,10.71,0.24,,,33.81,47.78,0.48,172.62,992.68,2024-09-19 18:30:00,9.43
10.0,22.5,,12.28,10.66,0.21,,,33.34,50.38,0.42,134.29,993.05,2024-09-19 18:45:00,10.16
11.6,26.33,,12.42,10.57,0.26,,,32.98,51.58,0.59,118.24,993.39,2024-09-19 19:00:00,8.55
16.0,37.5,,11.82,10.58,0.28,,,32.53,53.47,0.65,84.26,993.64,2024-09-19 19:15:00,8.38
16.0,37.5,,11.64,10.68,0.29,,,32.18,54.77,0.51,99.44,993.9,2024-09-19 19:30:00,8.26
16.0,37.5,,11.86,10.66,0.26,,,31.93,55.13,0.47,123.49,994.17,2024-09-19 19:45:00,8.0
15.44,36.23,,11.51,10.66,0.25,,,31.58,55.58,0.35,133.42,994.47,2024-09-19 20:00:00,7.6
14.0,32.5,,11.78,10.6,0.28,,,31.16,56.46,0.32,118.44,994.71,2024-09-19 20:15:00,8.62
14.0,32.5,,12.19,10.64,0.26,,,31.01,57.18,0.45,202.57,994.88,2024-09-19 20:30:00,9.03
14.0,32.5,,11.49,10.61,0.24,,,30.81,58.22,0.28,177.19,995.06,2024-09-19 20:45:00,9.77
20.64,49.11,,11.0,10.61,0.29,,,30.52,59.8,0.31,213.69,995.29,2024-09-19 21:00:00,9.22
40.0,97.5,,11.14,10.6,0.27,,,30.19,61.35,0.53,200.09,995.55,2024-09-19 21:15:00,9.67
40.0,97.5,,12.16,10.62,0.28,,,29.89,62.02,0.31,143.93,995.66,2024-09-19 21:30:00,9.67
40.0,97.5,,12.33,10.62,0.24,,,29.67,60.89,0.3,140.17,995.7,2024-09-19 21:45:00,10.03
35.66,86.17,,12.05,10.58,0.29,,,29.52,61.12,0.42,187.69,995.77,2024-09-19 22:00:00,9.78
23.0,55.0,,12.97,10.61,0.28,,,29.43,59.9,0.4,235.65,995.87,2024-09-19 22:15:00,12.36
23.0,55.0,,13.04,10.6,0.27,,,29.44,58.07,0.5,205.64,995.9,2024-09-19 22:30:00,13.04
23.0,55.0,,13.35,10.59,0.29,,,29.44,56.8,0.37,218.96,995.91,2024-09-19 22:45:00,13.54
22.47,53.72,,12.87,10.56,0.27,,,29.08,57.83,0.31,225.36,995.86,2024-09-19 23:00:00,10.28
21.0,50.0,,11.26,10.51,0.26,,,29.04,57.92,0.57,208.17,995.69,2024-09-19 23:15:00,10.02
21.0,50.0,,13.04,10.58,0.25,,,28.63,57.36,0.68,284.17,995.66,2024-09-19 23:30:00,16.27
21.0,50.0,,11.48,10.48,0.27,,,28.75,55.41,0.64,262.98,995.69,2024-09-19 23:45:00,11.26
18.7,44.25,,9.6,10.62,0.29,,,28.49,56.22,0.32,214.29,995.57,2024-09-20 00:00:00,7.08
12.0,27.5,,10.65,10.63,0.27,,,28.33,56.98,0.58,242.26,995.39,2024-09-20 00:15:00,8.1
12.0,27.5,,10.06,10.62,0.27,,,28.2,59.67,0.57,209.68,995.24,2024-09-20 00:30:00,8.4
12.0,27.5,,11.24,10.59,0.27,,,27.91,60.83,0.38,150.22,995.2,2024-09-20 00:45:00,11.06
11.73,26.83,,12.48,10.65,0.28,,,27.59,61.3,0.29,141.96,995.03,2024-09-20 01:00:00,13.7
11.0,25.0,,11.34,10.64,0.26,,,27.37,61.46,0.27,189.68,994.9,2024-09-20 01:15:00,10.97
11.0,25.0,,11.58,10.51,0.26,,,27.25,61.61,0.37,195.07,994.7,2024-09-20 01:30:00,12.67
11.0,25.0,,11.61,10.57,0.3,,,27.02,62.89,0.31,148.18,994.7,2024-09-20 01:45:00,11.97
12.53,28.83,,11.04,10.58,0.27,,,26.69,64.24,0.37,70.92,994.68,2024-09-20 02:00:00,11.56
17.0,40.0,,10.15,10.6,0.28,,,26.45,65.51,0.28,151.92,994.65,2024-09-20 02:15:00,10.18
17.0,40.0,,10.14,10.58,0.28,,,26.28,67.41,0.27,112.76,994.59,2024-09-20 02:30:00,9.84
17.0,40.0,,9.79,10.47,0.28,,,26.08,69.84,0.27,121.3,994.44,2024-09-20 02:45:00,10.08
17.51,41.28,,9.5,10.6,0.27,,,25.85,69.89,0.34,184.81,994.39,2024-09-20 03:00:00,9.14
19.0,45.0,,9.54,10.57,0.27,,,25.79,70.9,0.29,112.33,994.26,2024-09-20 03:15:00,8.85
19.0,45.0,,9.73,10.55,0.27,,,25.62,70.82,0.37,81.26,994.21,2024-09-20 03:30:00,10.75
19.0,45.0,,9.99,10.54,0.28,,,25.5,70.89,0.5,104.53,994.22,2024-09-20 03:45:00,11.17
19.0,45.0,,9.96,10.57,0.26,,,25.26,71.06,0.43,100.91,994.31,2024-09-20 04:00:00,10.47
19.0,45.0,,9.72,10.58,0.3,,,25.03,70.89,0.31,107.37,994.5,2024-09-20 04:15:00,9.27
19.0,45.0,,10.27,10.54,0.29,,,24.99,71.43,0.29,108.7,994.57,2024-09-20 04:30:00,10.3
19.0,45.0,,10.3,10.54,0.29,,,24.97,72.03,0.29,166.66,994.56,2024-09-20 04:45:00,11.64
20.02,47.56,,9.95,10.41,0.28,,,24.95,72.72,0.34,162.43,994.61,2024-09-20 05:00:00,12.98
23.0,55.0,,9.76,10.56,0.25,,,25.05,74.65,0.39,159.48,994.66,2024-09-20 05:15:00,12.58
23.0,55.0,,10.27,10.51,0.28,,,25.17,74.22,0.29,152.1,994.75,2024-09-20 05:30:00,12.41
23.0,55.0,,11.24,10.51,0.3,,,24.94,75.5,0.23,135.07,994.82,2024-09-20 05:45:00,15.83
22.49,53.72,,10.33,10.4,0.28,,,24.74,76.02,0.29,156.53,994.97,2024-09-20 06:00:00,12.43
21.0,50.0,,10.25,10.53,0.32,,,24.64,76.87,0.45,125.75,995.17,2024-09-20 06:15:00,13.39
21.0,50.0,,10.1,10.48,0.26,,,24.89,74.66,0.4,101.43,995.3,2024-09-20 06:30:00,15.21
21.0,50.0,,9.48,10.48,0.24,,,25.42,71.72,0.35,140.56,995.41,2024-09-20 06:45:00,12.57
23.93,57.33,,10.04,10.52,0.27,,,26.12,70.09,0.33,86.55,995.42,2024-09-20 07:00:00,11.48
32.0,77.5,,9.98,10.48,0.27,,,27.17,68.35,0.37,115.0,995.58,2024-09-20 07:15:00,11.6
32.0,77.5,,9.94,10.48,0.27,,,28.47,64.91,0.4,131.25,995.78,2024-09-20 07:30:00,11.36
32.0,77.5,,9.8,10.36,0.35,,,29.64,60.21,0.48,135.27,996.03,2024-09-20 07:45:00,9.13
28.09,67.28,,10.47,10.43,0.28,,,30.6,56.6,0.54,125.9,996.24,2024-09-20 08:00:00,8.81
16.0,37.5,,10.24,10.47,0.29,,,31.18,53.44,0.61,123.28,996.4,2024-09-20 08:15:00,9.32
16.0,37.5,,9.76,10.47,0.3,,,31.58,52.29,0.53,120.96,996.51,2024-09-20 08:30:00,8.63
16.0,37.5,,10.67,10.5,0.22,,,32.09,50.69,0.58,109.94,996.65,2024-09-20 08:45:00,7.69
15.74,36.86,,11.24,10.49,0.27,,,32.26,49.24,0.8,114.37,996.77,2024-09-20 09:00:00,8.62
15.0,35.0,,11.59,10.5,0.3,,,32.38,48.46,0.98,122.59,996.76,2024-09-20 09:15:00,10.93
15.0,35.0,,11.71,10.47,0.31,,,32.75,46.93,0.93,129.17,996.8,2024-09-20 09:30:00,10.58
15.0,35.0,,11.3,10.5,0.28,,,33.33,44.28,0.87,123.68,996.75,2024-09-20 09:45:00,9.32
13.98,32.44,,12.09,10.52,0.28,,,34.02,42.56,0.9,110.26,996.67,2024-09-20 10:00:00,9.25
11.0,25.0,,11.37,10.44,0.28,,,34.07,42.16,0.95,132.43,996.41,2024-09-20 10:15:00,8.29
11.0,25.0,,11.35,10.5,0.25,,,34.63,40.33,0.88,127.38,996.31,2024-09-20 10:30:00,9.11
11.0,25.0,,11.18,10.52,0.24,,,35.52,38.6,0.76,110.53,996.16,2024-09-20 10:45:00,9.11
12.87,29.47,,11.71,10.5,0.31,,,35.72,36.39,0.71,101.49,995.81,2024-09-20 11:00:00,9.33
16.4,38.67,,11.79,10.62,0.34,,,37.79,30.87,0.87,109.07,994.68,2024-09-20 12:00:00,6.56
12.0,27.5,,11.19,10.67,0.25,4.22,,37.11,32.29,0.82,138.57,994.31,2024-09-20 12:15:00,6.16
12.0,27.5,,11.41,10.67,0.3,16.81,,37.07,32.67,0.81,99.24,993.93,2024-09-20 12:30:00,7.95
12.0,27.5,,11.86,10.63,0.24,17.87,,37.25,32.97,0.79,96.46,993.67,2024-09-20 12:45:00,9.14
12.0,27.5,,11.97,10.56,0.3,18.8,,37.14,33.02,0.71,99.79,993.54,2024-09-20 13:00:00,10.02
12.0,27.5,,12.69,10.55,0.32,20.21,,36.81,32.3,0.89,162.01,993.35,2024-09-20 13:15:00,11.99
12.0,27.5,,12.71,10.52,0.28,19.15,,36.92,32.58,0.68,98.93,993.06,2024-09-20 13:30:00,12.22
12.0,27.5,,13.22,10.53,0.28,19.56,,37.77,31.44,0.82,100.52,992.86,2024-09-20 13:45:00,10.64
11.73,26.86,,13.36,10.6,0.31,19.88,,38.19,30.58,0.82,74.36,992.81,2024-09-20 14:00:00,10.73
11.0,25.0,,13.24,10.6,0.33,20.19,,37.92,30.63,0.76,97.13,992.67,2024-09-20 14:15:00,10.64
11.0,25.0,,13.52,10.57,0.31,20.42,,37.54,30.64,0.8,104.4,992.64,2024-09-20 14:30:00,10.6
11.0,25.0,,13.24,10.64,0.31,18.72,,37.05,31.37,0.63,101.57,992.58,2024-09-20 14:45:00,4.56
11.27,25.64,,13.96,10.81,0.29,19.76,,36.88,31.41,0.67,101.38,992.42,2024-09-20 15:00:00,1.86
12.0,27.5,,16.79,10.84,0.29,24.87,,37.48,31.02,0.69,78.15,992.39,2024-09-20 15:15:00,5.25
12.0,27.5,,17.84,10.46,0.27,26.24,,38.21,29.8,0.81,83.56,992.36,2024-09-20 15:30:00,8.49
12.0,27.5,,16.32,10.54,0.27,24.0,,37.89,29.47,0.64,77.99,992.29,2024-09-20 15:45:00,7.42
12.27,28.17,,16.09,10.5,0.28,24.0,,37.89,29.33,0.43,115.52,992.2,2024-09-20 16:00:00,6.6
13.0,30.0,,16.38,10.5,0.35,23.21,,37.73,29.3,0.6,131.84,992.05,2024-09-20 16:15:00,7.48
13.0,30.0,,17.24,10.55,0.25,24.13,,37.52,29.41,0.53,128.51,992.01,2024-09-20 16:30:00,8.22
13.0,30.0,,17.24,10.57,0.25,25.13,,37.08,31.49,0.71,129.51,992.09,2024-09-20 16:45:00,7.38
12.23,28.08,,17.3,10.61,0.29,24.92,,35.25,40.57,1.0,144.2,992.27,2024-09-20 17:00:00,7.06
10.0,22.5,,17.0,10.59,0.27,23.69,,34.19,43.83,1.1,136.56,992.4,2024-09-20 17:15:00,8.04
10.0,22.5,,17.13,10.64,0.22,23.77,,33.56,45.4,1.48,128.76,992.6,2024-09-20 17:30:00,8.23
10.0,22.5,,16.37,10.63,0.25,23.02,,33.04,46.38,1.17,122.79,992.76,2024-09-20 17:45:00,6.18
10.51,23.78,,17.24,10.66,0.24,24.84,,32.63,46.9,1.09,120.35,992.95,2024-09-20 18:00:00,7.9
12.0,27.5,,17.42,10.64,0.28,25.64,,32.23,47.07,0.95,126.02,993.06,2024-09-20 18:15:00,7.57
12.0,27.5,,17.05,10.61,0.32,25.01,,31.88,48.33,0.77,124.03,993.25,2024-09-20 18:30:00,6.54
12.0,27.5,,16.76,10.61,0.3,24.34,,31.62,50.72,0.88,124.42,993.51,2024-09-20 18:45:00,6.88
12.26,28.14,,17.32,10.6,0.33,24.75,,31.48,54.19,0.92,126.95,993.79,2024-09-20 19:00:00,6.79
13.0,30.0,,17.36,10.61,0.27,25.4,,31.39,54.46,0.69,149.72,994.0,2024-09-20 19:15:00,7.58
13.0,30.0,,18.35,10.6,0.3,26.05,,31.56,50.14,1.18,183.98,994.15,2024-09-20 19:30:00,9.3
13.0,30.0,,18.3,10.45,0.33,25.02,,31.55,49.03,1.67,209.17,994.19,2024-09-20 19:45:00,9.46
15.67,36.39,,16.91,10.59,0.25,23.18,,31.37,49.46,1.77,211.94,994.33,2024-09-20 20:00:00,7.76
23.0,55.0,,17.01,10.56,0.36,23.21,,31.13,50.05,1.44,219.06,994.64,2024-09-20 20:15:00,7.86
23.0,55.0,,15.5,10.56,0.27,21.59,,30.94,50.42,0.93,224.74,994.87,2024-09-20 20:30:00,6.88
23.0,55.0,,15.02,10.52,0.31,21.34,,30.59,51.94,0.48,259.81,995.04,2024-09-20 20:45:00,7.02
22.73,54.36,,15.65,10.46,0.29,21.05,,30.27,53.97,0.5,267.25,995.2,2024-09-20 21:00:00,6.91
22.0,52.5,,17.47,10.44,0.3,23.29,,29.8,56.32,0.29,179.51,995.47,2024-09-20 21:15:00,7.8
22.0,52.5,,17.17,10.42,0.3,23.1,,29.68,58.58,0.38,200.13,995.8,2024-09-20 21:30:00,8.03
22.0,52.5,,15.73,10.47,0.34,21.29,,29.36,60.35,0.51,184.24,995.97,2024-09-20 21:45:00,7.77
20.98,49.94,,17.57,10.58,0.31,23.63,,29.02,62.01,0.55,185.94,995.97,2024-09-20 22:00:00,9.19
18.0,42.5,,19.6,10.61,0.27,26.16,,28.95,62.55,0.48,174.62,995.96,2024-09-20 22:15:00,8.35
18.0,42.5,,19.21,10.57,0.3,25.83,,28.99,61.37,0.61,179.66,996.0,2024-09-20 22:30:00,7.96
18.0,42.5,,17.9,10.55,0.3,23.46,,29.02,59.53,0.71,197.96,995.95,2024-09-20 22:45:00,6.27
17.74,41.86,,18.81,10.56,0.23,24.17,,29.11,57.25,0.61,194.87,995.95,2024-09-20 23:00:00,6.86
17.0,40.0,,16.67,10.56,0.27,22.02,,28.76,57.15,0.45,197.96,995.79,2024-09-20 23:15:00,7.56
17.0,40.0,,20.14,10.53,0.32,26.52,,28.65,56.96,0.48,189.49,995.67,2024-09-20 23:30:00,9.32
17.0,40.0,,20.23,10.52,0.27,25.34,,28.39,56.84,0.4,146.7,995.48,2024-09-20 23:45:00,9.81
18.28,43.19,,20.33,10.56,0.27,27.81,,27.99,57.98,0.32,194.19,995.3,2024-09-21 00:00:00,11.36
22.0,52.5,,19.32,10.55,0.26,27.56,,27.79,58.54,0.5,239.63,995.18,2024-09-21 00:15:00,11.11
22.0,52.5,,17.08,10.54,0.26,23.55,,27.82,55.49,0.8,202.83,995.02,2024-09-21 00:30:00,8.4
22.0,52.5,,14.63,10.52,0.29,18.6,,27.91,53.15,0.51,209.43,995.01,2024-09-21 00:45:00,5.89
21.49,51.22,,15.64,10.42,0.31,18.94,,27.2,59.61,0.42,232.0,994.92,2024-09-21 01:00:00,5.49
20.0,47.5,,16.17,10.56,0.28,21.9,,26.76,60.97,0.57,135.26,994.75,2024-09-21 01:15:00,7.14
20.0,47.5,,16.07,10.54,0.3,23.78,,26.68,61.65,0.58,194.23,994.58,2024-09-21 01:30:00,7.46
20.0,47.5,,12.9,10.53,0.3,18.05,,26.42,62.29,0.31,187.54,994.54,2024-09-21 01:45:00,5.55
26.9,64.75,,13.39,10.55,0.26,18.62,,26.23,62.42,0.34,214.72,994.38,2024-09-21 02:00:00,5.84
47.0,115.0,,13.97,10.39,0.29,19.84,,26.28,61.69,0.31,202.95,994.23,2024-09-21 02:15:00,6.6
47.0,115.0,,15.3,10.53,0.26,23.11,,26.17,62.83,0.26,171.44,994.17,2024-09-21 02:30:00,9.34
47.0,115.0,,14.47,10.53,0.32,21.89,,25.96,64.42,0.25,169.32,994.08,2024-09-21 02:45:00,8.06
38.47,94.56,,12.76,10.54,0.32,19.01,,25.94,62.69,0.3,195.77,993.98,2024-09-21 03:00:00,6.89
15.0,35.0,,13.05,10.54,0.34,18.46,,25.98,62.09,0.27,132.33,993.85,2024-09-21 03:15:00,6.76
15.0,35.0,,12.86,10.49,0.29,19.1,,25.9,61.99,0.46,194.32,993.86,2024-09-21 03:30:00,7.8
15.0,35.0,,12.53,10.38,0.24,17.84,,25.68,62.43,0.31,146.62,993.88,2024-09-21 03:45:00,6.59
15.0,35.0,,13.05,10.5,0.27,19.52,,25.3,63.98,0.46,159.89,993.82,2024-09-21 04:00:00,7.48
15.0,35.0,,12.61,10.53,0.27,18.42,,25.07,64.33,0.28,114.29,993.84,2024-09-21 04:15:00,6.76
15.0,35.0,,12.2,10.51,0.29,17.89,,24.87,65.05,0.24,107.16,993.9,2024-09-21 04:30:00,6.67
15.0,35.0,,12.18,10.39,0.32,18.91,,24.77,65.18,0.32,94.09,994.04,2024-09-21 04:45:00,6.01
15.27,35.64,,12.6,10.47,0.25,20.41,,24.55,68.57,0.33,167.91,994.28,2024-09-21 05:00:00,7.7
16.0,37.5,,12.64,10.42,0.33,19.96,,24.46,68.58,0.32,173.69,994.48,2024-09-21 05:15:00,7.96
16.0,37.5,,15.85,10.3,0.25,23.67,,24.32,69.39,0.37,78.26,994.59,2024-09-21 05:30:00,9.21
16.0,37.5,,12.84,10.42,0.29,19.68,,24.36,69.04,0.37,81.91,994.76,2024-09-21 05:45:00,7.54
17.02,39.94,,11.06,10.41,0.25,18.84,,24.3,68.86,0.38,74.27,994.89,2024-09-21 06:00:00,7.37
20.0,47.5,,11.28,10.3,0.33,20.57,,24.31,68.75,0.42,74.43,995.02,2024-09-21 06:15:00,7.53
20.0,47.5,,10.89,10.44,0.3,18.79,,24.69,68.95,0.41,86.95,995.17,2024-09-21 06:30:00,7.71
20.0,47.5,,10.65,10.41,0.29,18.42,,25.32,67.81,0.38,98.25,995.4,2024-09-21 06:45:00,8.45
18.04,42.39,,10.95,10.42,0.3,17.99,,25.82,67.63,0.37,91.74,995.62,2024-09-21 07:00:00,6.78
12.0,27.5,,10.49,10.41,0.32,17.56,,27.1,65.0,0.38,110.82,995.89,2024-09-21 07:15:00,5.06
12.0,27.5,,10.46,10.39,0.27,16.83,,28.73,60.07,0.54,133.29,996.05,2024-09-21 07:30:00,5.65
12.0,27.5,,9.86,10.41,0.28,15.79,,29.68,56.52,0.7,140.78,996.22,2024-09-21 07:45:00,4.04
12.51,28.78,,10.22,10.36,0.3,14.84,,30.23,54.76,0.71,139.45,996.31,2024-09-21 08:00:00,3.31
14.0,32.5,,10.49,10.4,0.29,14.28,,31.2,51.32,0.89,137.57,996.55,2024-09-21 08:15:00,3.91
14.0,32.5,,10.9,10.46,0.26,14.77,,32.12,48.23,0.83,116.69,996.75,2024-09-21 08:30:00,4.26
14.0,32.5,,11.46,10.45,0.27,15.14,,32.5,46.0,0.91,107.42,996.89,2024-09-21 08:45:00,5.08
13.49,31.22,,11.22,10.45,0.26,14.18,,33.41,44.14,0.82,123.89,997.03,2024-09-21 09:00:00,3.16
12.0,27.5,,11.13,10.42,0.26,13.73,,33.72,42.87,0.91,144.82,997.0,2024-09-21 09:15:00,3.36
12.0,27.5,0.56,11.05,10.4,0.34,12.86,,34.63,40.63,0.7,128.48,997.0,2024-09-21 09:30:00,4.1
12.0,27.5,0.82,11.13,10.42,0.28,12.61,,35.42,39.31,0.74,95.67,996.92,2024-09-21 09:45:00,3.8
11.23,25.58,0.52,11.23,10.39,0.27,13.1,,35.66,38.69,0.86,99.41,996.81,2024-09-21 10:00:00,3.31
9.0,20.0,0.64,10.8,10.45,0.3,12.5,,36.06,38.05,0.78,85.52,996.69,2024-09-21 10:15:00,3.81
9.0,20.0,0.94,10.55,10.42,0.28,11.86,,35.93,37.62,0.83,112.34,996.52,2024-09-21 10:30:00,3.03
9.0,20.0,0.97,10.22,10.43,0.25,11.5,,36.08,37.16,0.91,99.54,996.36,2024-09-21 10:45:00,1.76
8.47,18.72,0.42,10.2,10.47,0.3,12.18,,36.45,36.35,0.85,98.0,996.19,2024-09-21 11:00:00,2.09
7.0,15.0,,10.51,10.37,0.27,13.04,,36.7,35.86,0.88,99.75,995.94,2024-09-21 11:15:00,3.52
7.0,15.0,,10.75,10.44,0.27,13.65,,36.55,34.91,1.02,113.05,995.62,2024-09-21 11:30:00,3.49
7.0,15.0,,10.35,10.48,0.25,12.93,,36.94,34.01,0.92,94.0,995.32,2024-09-21 11:45:00,2.86
11.09,25.22,,10.91,10.47,0.26,13.45,,37.35,33.01,0.97,100.62,994.98,2024-09-21 12:00:00,2.55
23.0,55.0,,11.43,10.46,0.24,14.61,,37.48,32.4,0.82,127.53,994.6,2024-09-21 12:15:00,2.7
23.0,55.0,,10.22,10.49,0.27,13.14,,37.66,31.79,0.91,149.65,994.21,2024-09-21 12:30:00,2.9
23.0,55.0,,10.62,10.4,0.29,13.56,,38.06,30.29,1.12,90.93,993.92,2024-09-21 12:45:00,2.58
20.7,49.25,,10.77,10.51,0.25,13.52,,38.43,30.16,1.05,88.99,993.57,2024-09-21 13:00:00,2.48
14.0,32.5,,11.36,10.52,0.25,14.06,,39.19,28.99,0.96,79.41,993.31,2024-09-21 13:15:00,3.63
14.0,32.5,,10.79,10.53,0.23,13.71,,39.0,28.58,1.23,111.7,993.01,2024-09-21 13:30:00,2.98
14.0,32.5,,11.24,10.43,0.29,14.54,,39.47,28.85,1.27,66.91,992.73,2024-09-21 13:45:00,2.99
13.49,31.22,,10.57,10.57,0.23,13.95,,39.61,28.33,1.01,77.4,992.39,2024-09-21 14:00:00,1.98
12.0,27.5,,10.92,10.56,0.27,13.63,,39.79,28.24,1.04,93.04,992.12,2024-09-21 14:15:00,2.91
12.0,27.5,,11.38,10.55,0.25,14.04,,39.77,27.66,0.86,79.61,992.02,2024-09-21 14:30:00,3.15
12.0,27.5,,11.25,10.57,0.24,14.3,,38.66,28.68,0.93,100.51,991.93,2024-09-21 14:45:00,3.32
12.0,27.5,,10.88,10.43,0.26,14.38,,38.95,29.33,0.64,105.31,991.85,2024-09-21 15:00:00,3.65
12.0,27.5,,12.14,10.63,0.26,15.95,,38.62,29.56,0.74,147.6,991.8,2024-09-21 15:15:00,4.24
12.0,27.5,,12.71,10.85,0.27,16.72,,38.7,29.86,0.55,103.79,991.66,2024-09-21 15:30:00,1.88
12.0,27.5,,13.5,10.7,0.3,17.4,,38.16,30.03,0.59,136.83,991.64,2024-09-21 15:45:00,1.44
12.0,27.5,,12.71,10.69,0.32,32.99,,37.48,31.87,0.58,208.75,991.65,2024-09-21 16:00:00,
12.0,27.5,,12.52,17.22,0.26,38.8,,36.86,37.07,0.54,131.98,991.64,2024-09-21 16:15:00,
12.0,27.5,5.04,12.6,12.26,0.24,8.82,,36.69,37.83,0.5,121.35,991.77,2024-09-21 16:30:00,13.14
12.0,27.5,1.62,14.07,10.87,0.27,14.55,,36.0,39.85,1.12,123.0,991.97,2024-09-21 16:45:00,15.97
,,,14.13,10.65,0.26,18.77,,35.51,41.3,0.92,141.58,991.99,2024-09-21 17:00:00,8.72
,,,13.32,10.18,0.25,19.16,,35.02,42.63,1.12,119.93,992.03,2024-09-21 17:15:00,6.38
,,,14.5,10.05,0.27,21.7,,34.7,43.94,0.89,104.8,992.27,2024-09-21 17:30:00,8.72
,,,15.59,10.43,0.27,23.31,,34.52,44.64,1.0,117.84,992.38,2024-09-21 17:45:00,9.52
,,,14.29,10.41,0.28,20.46,,34.23,45.44,1.33,120.86,992.58,2024-09-21 18:00:00,6.84
6.0,12.5,,13.14,10.61,0.27,18.25,,33.57,48.14,1.49,111.24,992.75,2024-09-21 18:15:00,4.77
6.0,12.5,,12.89,10.58,0.25,18.17,,32.85,51.82,1.22,109.19,993.11,2024-09-21 18:30:00,5.22
6.0,12.5,,12.82,10.6,0.28,18.42,,32.41,53.21,0.74,89.26,993.47,2024-09-21 18:45:00,4.62
8.56,18.61,,12.55,10.57,0.27,18.19,,32.07,53.89,0.74,89.21,993.75,2024-09-21 19:00:00,4.38
16.0,37.5,,12.17,10.6,0.28,16.84,,31.62,55.47,0.85,86.92,993.95,2024-09-21 19:15:00,4.89
16.0,37.5,,11.09,10.56,0.28,16.02,,31.33,56.48,0.84,91.44,994.33,2024-09-21 19:30:00,4.67
16.0,37.5,,10.8,10.48,0.27,15.92,,31.13,57.2,0.82,89.03,994.55,2024-09-21 19:45:00,3.9
14.98,34.94,,10.9,10.54,0.28,16.28,,31.02,57.59,0.83,85.61,994.8,2024-09-21 20:00:00,4.09
12.0,27.5,,10.47,10.57,0.27,16.27,,30.78,58.4,0.63,94.38,995.05,2024-09-21 20:15:00,3.44
12.0,27.5,,10.1,10.56,0.26,14.72,,30.51,58.89,0.53,123.09,995.26,2024-09-21 20:30:00,2.54
12.0,27.5,,10.15,10.61,0.27,14.39,,30.36,58.88,0.54,119.38,995.48,2024-09-21 20:45:00,3.1
12.51,28.78,,10.27,10.58,0.27,14.37,,30.14,59.29,0.38,128.4,995.74,2024-09-21 21:00:00,4.33
14.0,32.5,,11.07,10.6,0.27,15.42,,30.09,59.85,0.6,139.33,996.0,2024-09-21 21:15:00,6.23
14.0,32.5,,11.6,10.55,0.27,16.0,,30.13,60.2,0.64,145.83,996.11,2024-09-21 21:30:00,5.61
14.0,32.5,,11.01,10.6,0.26,14.78,,29.92,61.09,0.87,162.05,996.19,2024-09-21 21:45:00,4.14
14.26,33.14,,10.17,10.61,0.26,13.56,,29.7,61.16,0.45,156.18,996.28,2024-09-21 22:00:00,3.72
