pm2.5,pm10,no,no2,so2,co,nox,at,rh,ws,wd,bp,timestamp,nh3
14.5,30.0,2.95,7.96,,0.23,2.58,24.65,92.24,0.54,115.61,1003.2,2024-12-07 05:30:00,3.46
14.5,30.0,2.95,7.97,,0.23,2.58,24.68,91.7,0.45,166.69,1003.32,2024-12-07 05:45:00,3.42
18.06,37.9,2.95,7.97,,0.23,2.52,24.62,91.54,0.35,146.05,1003.47,2024-12-07 06:00:00,3.4
18.55,39.0,3.05,7.99,,0.23,2.52,24.72,91.2,0.45,126.96,1003.6,2024-12-07 06:15:00,3.43
18.55,39.0,3.04,7.97,,0.23,2.6,24.82,90.76,0.32,164.74,1003.85,2024-12-07 06:30:00,3.48
18.55,39.0,3.07,7.98,,0.23,2.58,25.04,90.62,0.29,163.55,1004.1,2024-12-07 06:45:00,3.46
23.62,50.27,2.88,7.97,,0.23,2.5,26.29,88.66,0.28,204.62,1004.33,2024-12-07 07:00:00,3.44
24.4,52.0,2.95,7.98,,0.23,2.5,27.09,84.9,0.36,251.27,1004.56,2024-12-07 07:15:00,3.44
24.4,52.0,3.05,8.0,,0.23,2.46,27.33,82.77,0.48,235.63,1004.8,2024-12-07 07:30:00,3.42
24.4,52.0,2.95,7.96,,0.24,2.57,27.82,81.32,0.59,288.35,1004.96,2024-12-07 07:45:00,3.44
25.58,54.63,3.02,7.99,,0.23,2.53,28.4,79.22,0.53,282.53,1005.14,2024-12-07 08:00:00,3.44
25.75,55.0,3.07,7.98,,0.24,2.6,28.71,77.3,0.55,268.59,1005.35,2024-12-07 08:15:00,3.46
25.75,55.0,3.12,7.98,,0.24,2.6,29.39,75.07,0.6,272.08,1005.58,2024-12-07 08:30:00,3.47
25.75,55.0,3.24,7.98,,0.24,2.74,29.5,74.54,0.63,273.82,1005.77,2024-12-07 08:45:00,3.48
21.8,46.33,3.32,7.99,,0.23,2.8,29.23,73.57,0.8,111.31,1005.88,2024-12-07 09:00:00,3.46
21.25,45.0,3.32,7.97,,0.23,2.88,29.37,73.85,0.89,179.13,1005.83,2024-12-07 09:15:00,3.5
21.25,45.0,3.4,7.99,,0.23,2.77,29.13,73.7,1.05,146.71,1005.91,2024-12-07 09:30:00,3.48
21.25,45.0,3.3,7.98,,0.23,2.78,29.83,72.18,1.02,132.16,1005.92,2024-12-07 09:45:00,3.51
20.86,44.13,3.31,7.99,,0.23,2.74,29.41,72.63,1.03,87.08,1005.86,2024-12-07 10:00:00,3.49
20.8,44.0,3.2,7.99,,0.23,2.67,29.14,73.36,1.05,187.37,1005.73,2024-12-07 10:15:00,3.48
20.8,44.0,3.27,7.99,,0.23,2.74,30.58,71.71,0.91,268.92,1005.53,2024-12-07 10:30:00,3.49
20.8,44.0,3.38,8.0,,0.23,2.74,30.79,69.08,1.06,177.29,1005.25,2024-12-07 10:45:00,3.5
20.8,44.0,3.4,7.98,,0.23,2.87,31.04,66.6,1.25,136.59,1005.06,2024-12-07 11:00:00,3.54
20.8,44.0,3.4,7.98,,0.23,2.84,30.86,66.72,1.34,102.93,1004.86,2024-12-07 11:15:00,3.52
20.8,44.0,3.5,7.98,,0.23,2.95,30.81,67.78,0.97,158.32,1004.62,2024-12-07 11:30:00,3.54
20.8,44.0,3.59,7.98,,0.23,3.03,31.28,65.94,1.25,127.54,1004.35,2024-12-07 11:45:00,3.57
22.36,47.47,3.67,7.98,,0.23,3.07,30.57,67.67,1.35,83.38,1004.1,2024-12-07 12:00:00,3.57
22.6,48.0,3.68,7.98,,0.23,3.1,30.89,67.22,1.14,136.17,1003.83,2024-12-07 12:15:00,3.57
22.6,48.0,3.69,7.97,,0.23,3.12,31.13,65.26,1.35,184.14,1003.53,2024-12-07 12:30:00,3.57
22.6,48.0,3.83,7.99,,0.23,3.1,31.53,64.2,1.24,154.34,1003.17,2024-12-07 12:45:00,3.56
24.58,52.33,3.89,7.98,,0.23,3.25,31.66,64.29,1.35,145.28,1002.86,2024-12-07 13:00:00,3.59
24.85,53.0,3.92,7.97,,0.22,3.32,31.6,64.21,1.17,116.95,1002.6,2024-12-07 13:15:00,3.63
24.85,53.0,3.9,7.99,,0.23,3.21,31.72,63.67,1.2,140.83,1002.33,2024-12-07 13:30:00,3.6
24.85,53.0,3.99,7.99,,0.23,3.28,32.33,62.6,1.24,164.77,1002.16,2024-12-07 13:45:00,3.61
26.02,55.63,4.07,8.0,,0.23,3.33,32.48,60.9,1.11,154.73,1001.92,2024-12-07 14:00:00,3.63
26.2,56.0,4.06,8.01,,0.23,3.28,32.44,61.38,1.34,124.52,1001.79,2024-12-07 14:15:00,3.59
26.2,56.0,4.2,8.02,,0.22,3.3,31.72,62.89,1.36,124.93,1001.67,2024-12-07 14:30:00,3.6
26.2,56.0,4.15,8.0,,0.23,3.37,32.45,62.01,1.1,185.59,1001.61,2024-12-07 14:45:00,3.61
23.44,49.93,4.12,7.98,,0.23,3.46,31.99,61.81,1.4,135.01,1001.56,2024-12-07 15:00:00,3.66
23.05,49.0,4.18,7.99,,0.23,3.47,31.86,63.3,1.16,155.68,1001.55,2024-12-07 15:15:00,3.66
23.05,49.0,4.07,7.98,,0.23,3.4,31.21,64.69,1.55,110.62,1001.51,2024-12-07 15:30:00,3.63
23.05,49.0,4.13,7.98,,0.23,3.48,30.9,65.36,1.83,112.06,1001.45,2024-12-07 15:45:00,3.64
22.66,48.12,4.27,8.0,,0.23,3.5,31.21,64.27,1.45,126.59,1001.53,2024-12-07 16:00:00,3.64
22.6,48.0,4.22,7.98,,0.22,3.56,31.26,63.96,1.69,127.21,1001.6,2024-12-07 16:15:00,3.67
22.6,48.0,4.28,8.01,,0.23,3.42,31.04,66.69,1.54,120.09,1001.67,2024-12-07 16:30:00,3.63
22.6,48.0,4.37,8.01,,0.23,3.49,30.62,68.2,1.77,143.97,1001.8,2024-12-07 16:45:00,3.64
19.87,41.84,4.37,8.01,,0.23,3.51,29.84,69.79,1.65,107.96,1001.97,2024-12-07 17:00:00,3.65
19.45,41.0,4.42,7.99,,0.23,3.62,29.57,71.44,1.21,153.13,1002.19,2024-12-07 17:15:00,3.68
19.45,41.0,4.4,8.01,,0.23,3.52,29.34,72.6,0.75,180.7,1002.61,2024-12-07 17:30:00,3.65
19.45,41.0,4.37,7.99,,0.23,3.61,29.11,73.88,0.98,145.23,1002.8,2024-12-07 17:45:00,3.68
20.24,42.73,4.43,7.99,,0.23,3.62,28.8,74.93,1.56,108.9,1002.94,2024-12-07 18:00:00,3.7
20.35,43.0,4.46,8.01,,0.23,3.6,28.49,76.01,1.25,118.9,1003.1,2024-12-07 18:15:00,3.68
20.35,43.0,4.41,8.0,,0.23,3.6,28.18,76.95,1.51,138.55,1003.35,2024-12-07 18:30:00,3.67
20.35,43.0,4.4,7.99,,0.23,3.6,27.93,77.85,1.05,145.82,1003.56,2024-12-07 18:45:00,3.69
18.01,37.8,4.33,7.99,,0.23,3.6,27.66,77.9,1.17,112.43,1003.83,2024-12-07 19:00:00,3.68
17.65,37.0,4.32,7.98,,0.23,3.6,27.45,78.12,1.15,127.26,1004.02,2024-12-07 19:15:00,3.68
17.65,37.0,4.43,8.0,,0.23,3.6,27.19,78.84,1.14,94.2,1004.02,2024-12-07 19:30:00,3.69
17.65,37.0,4.27,7.96,,0.23,3.7,27.01,79.3,1.03,80.26,1004.23,2024-12-07 19:45:00,3.72
22.0,46.53,4.18,7.96,,0.23,3.59,26.84,79.62,1.04,85.57,1004.46,2024-12-07 20:00:00,3.7
22.6,48.0,4.07,7.99,,0.23,3.38,26.71,80.61,1.0,79.77,1004.57,2024-12-07 20:15:00,3.62
22.6,48.0,3.99,8.01,,0.23,3.17,26.56,81.52,0.89,144.81,1004.84,2024-12-07 20:30:00,3.55
22.6,48.0,3.77,7.99,,0.23,3.1,26.3,82.45,0.85,97.79,1005.06,2024-12-07 20:45:00,3.56
20.26,42.8,3.69,7.97,,0.23,3.13,26.11,83.23,0.64,113.55,1005.22,2024-12-07 21:00:00,3.58
19.9,42.0,3.69,7.99,,0.23,3.08,26.03,83.84,0.8,112.1,1005.31,2024-12-07 21:15:00,3.57
19.9,42.0,3.69,8.01,,0.23,2.97,25.89,84.53,0.86,59.48,1005.26,2024-12-07 21:30:00,3.52
19.9,42.0,3.6,7.99,,0.23,2.98,25.72,84.82,0.88,63.77,1005.23,2024-12-07 21:45:00,3.52
21.07,44.6,3.67,8.01,,0.23,2.92,25.51,85.16,0.8,103.72,1005.2,2024-12-07 22:00:00,3.52
21.25,45.0,3.51,7.97,,0.23,2.99,25.4,85.67,0.7,101.27,1005.15,2024-12-07 22:15:00,3.56
21.25,45.0,3.45,7.99,,0.23,2.89,25.23,85.87,0.69,55.68,1004.99,2024-12-07 22:30:00,3.52
21.25,45.0,3.44,8.0,,0.23,2.8,25.13,86.08,0.63,144.99,1004.97,2024-12-07 22:45:00,3.49
17.7,37.1,3.39,7.97,,0.23,2.9,25.08,86.11,0.38,178.99,1004.94,2024-12-07 23:00:00,3.52
17.2,36.0,3.3,7.97,,0.23,2.81,25.01,86.33,0.36,195.51,1004.9,2024-12-07 23:15:00,3.49
17.2,36.0,3.44,8.01,,0.23,2.75,24.96,86.79,0.35,243.04,1004.83,2024-12-07 23:30:00,3.48
17.2,36.0,3.4,7.99,,0.23,2.83,24.94,87.41,0.58,216.88,1004.7,2024-12-07 23:45:00,3.51
22.2,47.27,3.33,7.98,,0.23,2.79,24.97,87.28,0.38,213.19,1004.59,2024-12-08 00:00:00,3.49
23.05,49.0,3.32,7.99,,0.23,2.77,24.72,87.72,0.64,252.5,1004.54,2024-12-08 00:15:00,3.5
23.05,49.0,3.23,7.98,,0.23,2.73,24.58,88.27,0.35,246.18,1004.42,2024-12-08 00:30:00,3.49
23.05,49.0,3.27,7.98,,0.23,2.73,24.49,88.7,0.34,218.8,1004.27,2024-12-08 00:45:00,3.49
20.28,42.93,3.32,7.98,,0.23,2.78,24.44,89.05,0.33,196.03,1003.99,2024-12-08 01:00:00,3.51
19.9,42.0,3.21,7.98,,0.23,2.68,24.38,89.3,0.3,186.02,1003.76,2024-12-08 01:15:00,3.47
19.9,42.0,3.08,7.98,,0.23,2.61,24.44,89.38,0.43,107.76,1003.54,2024-12-08 01:30:00,3.44
19.9,42.0,3.16,7.97,,0.23,2.7,24.5,88.97,0.51,62.16,1003.39,2024-12-08 01:45:00,3.48
19.11,40.24,3.2,7.98,,0.22,2.7,24.43,88.92,0.6,69.86,1003.2,2024-12-08 02:00:00,3.48
19.0,40.0,3.16,7.98,,0.23,2.62,24.39,89.15,0.66,63.25,1002.99,2024-12-08 02:15:00,3.48
19.0,40.0,3.08,7.96,,0.22,2.7,24.3,89.33,0.41,84.26,1002.96,2024-12-08 02:30:00,3.49
19.0,40.0,3.19,8.01,,0.23,2.58,24.2,89.72,0.42,91.99,1002.84,2024-12-08 02:45:00,3.44
14.32,29.6,3.17,8.0,,0.22,2.6,24.15,90.02,0.43,96.12,1002.74,2024-12-08 03:00:00,3.44
13.6,28.0,3.15,7.99,,0.23,2.6,24.1,90.3,0.32,173.97,1002.75,2024-12-08 03:15:00,3.46
13.6,28.0,3.08,7.98,,0.23,2.63,24.05,90.51,0.34,206.06,1002.77,2024-12-08 03:30:00,3.46
13.6,28.0,3.07,7.99,,0.23,2.53,24.02,90.62,0.26,171.91,1002.85,2024-12-08 03:45:00,3.43
14.77,30.6,3.14,8.0,,0.23,2.6,23.93,90.78,0.31,233.02,1002.97,2024-12-08 04:00:00,3.44
14.95,31.0,2.97,7.97,,0.23,2.58,23.89,91.13,0.31,222.61,1003.03,2024-12-08 04:15:00,3.46
14.95,31.0,3.05,8.0,,0.23,2.44,23.86,91.27,0.72,237.64,1003.1,2024-12-08 04:30:00,3.41
14.95,31.0,3.22,8.03,,0.23,2.48,23.77,91.36,0.6,237.78,1003.26,2024-12-08 04:45:00,3.41
12.98,26.61,3.06,7.99,,0.23,2.53,23.64,91.54,0.53,237.89,1003.32,2024-12-08 05:00:00,3.43
12.7,26.0,3.08,8.01,,0.23,2.43,23.55,91.85,0.48,238.97,1003.54,2024-12-08 05:15:00,3.4
12.7,26.0,3.15,8.01,,0.23,2.51,23.57,92.22,0.38,230.22,1003.78,2024-12-08 05:30:00,3.44
12.7,26.0,3.07,8.0,,0.23,2.48,23.75,92.35,0.45,247.19,1003.98,2024-12-08 05:45:00,3.45
17.38,36.4,3.0,7.98,,0.23,2.51,23.75,92.08,0.68,255.75,1004.2,2024-12-08 06:00:00,3.46
18.1,38.0,2.93,7.97,,0.23,2.49,23.68,92.09,0.78,260.2,1004.45,2024-12-08 06:15:00,3.44
18.1,38.0,2.95,7.99,,0.24,2.43,23.74,92.28,0.88,252.73,1004.62,2024-12-08 06:30:00,3.42
18.1,38.0,2.95,7.96,,0.23,2.59,23.95,92.34,0.73,245.21,1004.75,2024-12-08 06:45:00,3.49
20.47,43.2,2.95,7.97,,0.23,2.59,24.08,92.2,0.93,242.31,1004.95,2024-12-08 07:00:00,3.47
20.8,44.0,2.87,7.97,,0.23,2.49,24.31,91.97,0.72,250.06,1005.21,2024-12-08 07:15:00,3.43
20.8,44.0,2.83,7.96,,0.23,2.51,24.88,91.13,0.63,255.59,1005.37,2024-12-08 07:30:00,3.44
20.8,44.0,2.84,7.96,,0.23,2.47,26.13,88.56,0.52,269.61,1005.51,2024-12-08 07:45:00,3.43
20.01,42.24,3.07,7.98,,0.23,2.59,26.99,83.93,0.65,203.63,1005.58,2024-12-08 08:00:00,3.47
19.9,42.0,2.9,7.96,,0.23,2.56,27.38,81.39,0.75,255.75,1005.71,2024-12-08 08:15:00,3.46
19.9,42.0,2.9,7.97,,0.23,2.5,27.74,78.85,0.87,168.8,1005.84,2024-12-08 08:30:00,3.43
19.9,42.0,2.94,7.97,,0.23,2.51,27.52,78.66,1.18,83.39,1005.94,2024-12-08 08:45:00,3.44
16.0,33.33,2.95,7.96,,0.23,2.62,28.07,78.08,1.08,136.33,1006.03,2024-12-08 09:00:00,3.48
15.4,32.0,3.06,7.99,,0.23,2.58,27.97,77.36,1.6,62.31,1006.09,2024-12-08 09:15:00,3.45
15.4,32.0,3.26,8.01,,0.23,2.6,28.07,77.29,1.44,81.1,1006.12,2024-12-08 09:30:00,3.44
15.4,32.0,3.42,8.02,,0.23,2.66,28.56,75.73,1.15,88.86,1006.12,2024-12-08 09:45:00,3.44
16.57,34.57,3.51,8.01,,0.23,2.78,29.01,74.27,1.16,116.36,1006.03,2024-12-08 10:00:00,3.47
16.75,35.0,3.56,8.01,,0.23,2.9,29.1,71.36,1.46,128.77,1005.97,2024-12-08 10:15:00,3.52
16.75,35.0,3.54,7.99,,0.23,2.93,28.9,71.09,1.45,71.54,1005.81,2024-12-08 10:30:00,3.53
16.75,35.0,3.57,7.98,,0.23,3.0,29.49,69.93,1.51,110.43,1005.57,2024-12-08 10:45:00,3.53
17.9,37.6,3.67,7.99,,0.23,3.0,29.62,68.85,1.24,152.95,1005.32,2024-12-08 11:00:00,3.52
18.1,38.0,3.7,8.0,,0.22,3.04,29.67,68.59,1.46,125.79,1005.12,2024-12-08 11:15:00,3.54
18.1,38.0,3.71,7.98,,0.23,3.12,30.08,65.91,1.28,127.21,1004.93,2024-12-08 11:30:00,3.58
18.1,38.0,3.69,7.96,,0.23,3.2,30.63,63.16,1.41,119.94,1004.66,2024-12-08 11:45:00,3.6
17.71,37.13,3.69,7.97,,0.23,3.19,30.28,63.03,1.57,92.73,1004.4,2024-12-08 12:00:00,3.59
17.65,37.0,3.75,7.98,,0.23,3.18,31.12,62.06,1.25,147.13,1004.04,2024-12-08 12:15:00,3.58
17.65,37.0,3.72,7.99,,0.23,3.11,30.47,61.88,1.62,134.34,1003.81,2024-12-08 12:30:00,3.56
17.65,37.0,3.78,8.0,,0.23,3.08,31.19,60.79,1.29,127.66,1003.61,2024-12-08 12:45:00,3.55
20.42,43.07,3.73,7.96,,0.23,3.21,30.98,61.2,1.52,162.47,1003.33,2024-12-08 13:00:00,3.59
20.8,44.0,3.76,7.97,,0.23,3.19,30.78,62.21,1.1,140.89,1003.1,2024-12-08 13:15:00,3.6
20.8,44.0,3.58,7.98,,0.23,3.03,30.95,61.4,1.51,155.28,1002.82,2024-12-08 13:30:00,3.56
20.8,44.0,3.57,7.99,,0.23,2.9,31.13,60.74,1.05,149.37,1002.61,2024-12-08 13:45:00,3.52
16.85,35.33,3.51,7.98,,0.23,2.9,31.59,59.27,1.1,142.37,1002.39,2024-12-08 14:00:00,3.52
16.3,34.0,3.42,7.98,,0.23,2.86,31.52,59.02,0.87,176.22,1002.25,2024-12-08 14:15:00,3.51
16.3,34.0,3.33,7.97,,0.23,2.9,31.77,58.6,1.26,178.66,1002.18,2024-12-08 14:30:00,3.53
16.3,34.0,3.4,7.99,,0.23,2.8,31.54,58.62,1.1,173.79,1002.09,2024-12-08 14:45:00,3.5
18.25,38.33,3.39,8.0,,0.22,2.73,32.11,57.8,1.04,240.08,1001.99,2024-12-08 15:00:00,3.48
18.55,39.0,3.41,7.99,,0.23,2.82,31.68,58.54,1.1,95.76,1001.89,2024-12-08 15:15:00,3.5
18.55,39.0,3.45,8.0,,0.23,2.84,32.05,58.29,0.95,184.04,1001.82,2024-12-08 15:30:00,3.5
18.55,39.0,3.46,8.02,,0.23,2.7,31.54,59.2,1.03,175.19,1001.75,2024-12-08 15:45:00,3.46
16.99,35.53,3.42,7.99,,0.23,2.84,31.65,59.17,0.83,207.91,1001.77,2024-12-08 16:00:00,3.52
16.75,35.0,3.32,7.97,,0.23,2.8,31.71,59.17,1.07,174.94,1001.76,2024-12-08 16:15:00,3.5
16.75,35.0,3.29,7.98,,0.23,2.78,30.83,60.77,1.45,114.74,1001.87,2024-12-08 16:30:00,3.49
16.75,35.0,3.33,8.0,,0.23,2.71,29.32,68.39,1.17,86.8,1002.04,2024-12-08 16:45:00,3.47
21.49,45.4,3.33,7.99,,0.23,2.78,29.2,69.98,0.7,116.07,1002.18,2024-12-08 17:00:00,3.5
22.15,47.0,3.34,7.99,,0.23,2.79,29.21,68.23,0.71,109.51,1002.31,2024-12-08 17:15:00,3.48
22.15,47.0,3.33,7.99,,0.23,2.72,29.12,68.34,0.87,103.24,1002.4,2024-12-08 17:30:00,3.48
22.15,47.0,3.57,8.02,,0.23,2.81,28.88,69.74,0.85,102.09,1002.57,2024-12-08 17:45:00,3.49
26.83,57.4,3.49,8.01,,0.24,2.81,28.59,71.7,0.72,111.29,1002.69,2024-12-08 18:00:00,3.49
27.55,59.0,3.31,7.98,,0.25,2.82,28.44,73.4,0.66,153.12,1002.97,2024-12-08 18:15:00,3.51
27.55,59.0,3.44,8.01,,0.24,2.73,28.3,74.73,0.64,166.45,1003.34,2024-12-08 18:30:00,3.45
27.55,59.0,3.33,7.98,,0.24,2.83,28.26,76.36,0.77,116.17,1003.61,2024-12-08 18:45:00,3.49
43.54,94.53,3.38,8.0,,0.24,2.75,28.12,78.17,0.74,181.21,1003.71,2024-12-08 19:00:00,3.48
46.0,100.0,3.44,8.01,,0.24,2.74,28.01,79.24,0.55,195.07,1003.86,2024-12-08 19:15:00,3.49
46.0,100.0,3.34,8.0,,0.23,2.7,27.77,79.76,0.54,224.91,1003.98,2024-12-08 19:30:00,3.48
46.0,100.0,3.32,7.99,,0.24,2.76,27.57,80.52,0.63,194.87,1004.06,2024-12-08 19:45:00,3.49
35.34,76.6,3.32,7.99,,0.24,2.78,27.41,81.45,0.59,164.12,1004.1,2024-12-08 20:00:00,3.49
33.85,73.0,3.36,8.0,,0.23,2.75,27.25,81.89,0.83,159.49,1004.14,2024-12-08 20:15:00,3.48
33.85,73.0,3.3,7.99,,0.23,2.74,27.1,82.2,1.3,144.44,1004.21,2024-12-08 20:30:00,3.46
33.85,73.0,3.32,7.99,,0.23,2.76,26.98,82.47,1.6,131.21,1004.28,2024-12-08 20:45:00,3.5
29.11,62.6,3.33,8.01,,0.24,2.67,26.83,83.26,0.95,143.68,1004.37,2024-12-08 21:00:00,3.44
28.45,61.0,3.29,8.0,,0.23,2.65,26.7,84.22,1.46,141.91,1004.42,2024-12-08 21:15:00,3.46
28.45,61.0,3.3,8.02,,0.23,2.6,26.54,84.96,0.93,120.29,1004.55,2024-12-08 21:30:00,3.44
28.45,61.0,3.1,7.98,,0.24,2.63,26.36,85.79,0.63,174.05,1004.53,2024-12-08 21:45:00,3.45
29.23,62.73,3.22,7.99,,0.24,2.67,26.19,86.2,0.94,88.16,1004.53,2024-12-08 22:00:00,3.47
29.35,63.0,3.32,8.02,,0.23,2.6,25.98,86.79,0.84,82.15,1004.53,2024-12-08 22:15:00,3.44
29.35,63.0,3.23,8.0,,0.23,2.62,25.77,87.33,0.61,104.72,1004.42,2024-12-08 22:30:00,3.46
29.35,63.0,3.2,7.99,,0.23,2.66,25.63,87.91,0.56,163.42,1004.33,2024-12-08 22:45:00,3.45
24.28,51.73,3.2,7.98,,0.23,2.7,25.49,88.35,0.6,154.8,1004.28,2024-12-08 23:00:00,3.49
23.5,50.0,3.2,7.98,,0.24,2.67,25.44,88.64,0.49,115.28,1004.15,2024-12-08 23:15:00,3.47
23.5,50.0,3.08,8.0,,0.24,2.53,25.34,89.19,0.53,198.49,1004.07,2024-12-08 23:30:00,3.43
23.5,50.0,3.18,7.99,,0.24,2.6,25.2,89.6,0.3,234.95,1004.03,2024-12-08 23:45:00,3.47
27.35,58.67,3.14,7.99,,0.24,2.62,25.09,90.04,0.23,210.37,1003.93,2024-12-09 00:00:00,3.48
28.0,60.0,3.09,7.98,,0.23,2.65,25.0,90.4,0.39,203.88,1003.83,2024-12-09 00:15:00,3.47
28.0,60.0,3.08,7.99,,0.23,2.59,24.95,90.6,0.42,293.04,1003.81,2024-12-09 00:30:00,3.44
28.0,60.0,3.08,7.97,,0.23,2.65,24.84,90.52,0.49,265.83,1003.67,2024-12-09 00:45:00,3.48
22.93,48.73,3.11,7.98,,0.23,2.6,24.71,90.06,0.48,265.76,1003.55,2024-12-09 01:00:00,3.45
22.15,47.0,3.17,7.99,,0.23,2.62,24.54,90.5,0.53,256.57,1003.33,2024-12-09 01:15:00,3.47
22.15,47.0,3.08,7.98,,0.23,2.58,24.35,90.9,0.42,221.81,1003.19,2024-12-09 01:30:00,3.46
22.15,47.0,3.01,7.98,,0.23,2.51,24.26,91.31,0.39,200.16,1003.14,2024-12-09 01:45:00,3.44
24.52,52.2,3.05,7.99,,0.23,2.55,24.35,91.48,0.38,262.26,1003.1,2024-12-09 02:00:00,3.45
24.85,53.0,3.07,7.99,,0.23,2.53,24.45,91.01,0.5,108.31,1002.99,2024-12-09 02:15:00,3.44
24.85,53.0,3.06,8.0,,0.23,2.52,24.49,90.67,0.45,185.44,1002.89,2024-12-09 02:30:00,3.44
24.85,53.0,3.08,7.99,,0.23,2.54,24.55,90.52,0.52,158.71,1002.79,2024-12-09 02:45:00,3.44
22.9,48.67,2.98,7.98,,0.23,2.51,24.54,90.47,0.47,134.57,1002.72,2024-12-09 03:00:00,3.42
22.6,48.0,3.08,8.01,,0.23,2.47,24.57,90.5,0.44,196.2,1002.71,2024-12-09 03:15:00,3.43
22.6,48.0,2.98,7.98,,0.23,2.53,24.66,90.42,0.51,270.74,1002.82,2024-12-09 03:30:00,3.46
22.6,48.0,2.95,7.98,,0.23,2.49,24.69,90.06,0.45,243.07,1002.84,2024-12-09 03:45:00,3.44
23.77,50.6,2.97,7.99,,0.24,2.49,24.7,90.04,0.5,242.04,1002.9,2024-12-09 04:00:00,3.43
23.95,51.0,3.04,7.99,,0.23,2.5,24.71,90.03,0.29,225.16,1002.98,2024-12-09 04:15:00,3.41
23.95,51.0,2.91,7.99,,0.23,2.43,24.68,90.02,0.44,226.3,1003.06,2024-12-09 04:30:00,3.39
23.95,51.0,2.97,8.0,,0.23,2.45,24.65,89.97,0.35,198.2,1003.12,2024-12-09 04:45:00,3.42
25.53,54.47,3.08,8.0,,0.23,2.5,24.55,90.12,0.42,238.47,1003.17,2024-12-09 05:00:00,3.44
25.75,55.0,3.12,8.02,,0.23,2.43,24.41,90.52,0.43,259.53,1003.16,2024-12-09 05:15:00,3.41
25.75,55.0,2.95,7.97,,0.24,2.57,24.27,90.73,0.31,251.68,1003.35,2024-12-09 05:30:00,3.47
25.75,55.0,2.96,7.98,,0.23,2.52,24.31,90.82,0.43,248.45,1003.48,2024-12-09 05:45:00,3.43
28.09,60.2,2.83,7.96,,0.24,2.5,24.26,90.77,0.45,231.91,1003.6,2024-12-09 06:00:00,3.43
28.45,61.0,2.92,7.99,,0.23,2.41,24.26,90.89,0.63,242.02,1003.76,2024-12-09 06:15:00,3.41
28.45,61.0,2.95,8.0,,0.24,2.43,24.27,90.83,0.55,235.68,1003.92,2024-12-09 06:30:00,3.42
28.45,61.0,3.02,8.0,,0.24,2.43,24.37,90.73,0.41,246.27,1004.14,2024-12-09 06:45:00,3.42
32.35,69.67,3.03,8.0,,0.24,2.49,24.53,90.64,0.49,251.14,1004.34,2024-12-09 07:00:00,3.41
32.95,71.0,3.01,7.99,,0.24,2.49,24.85,90.16,0.54,250.42,1004.53,2024-12-09 07:15:00,3.44
32.95,71.0,2.92,7.99,,0.24,2.42,25.53,88.64,0.53,241.07,1004.73,2024-12-09 07:30:00,3.41
32.95,71.0,2.86,7.99,,0.24,2.38,26.17,85.84,0.67,270.65,1004.89,2024-12-09 07:45:00,3.39
37.63,81.4,2.96,7.99,,0.24,2.47,26.49,83.34,0.95,150.46,1005.12,2024-12-09 08:00:00,3.43
38.35,83.0,2.83,7.97,,0.24,2.47,26.7,82.15,1.19,129.01,1005.31,2024-12-09 08:15:00,3.45
38.35,83.0,2.92,8.0,,0.24,2.4,27.14,80.89,1.05,105.07,1005.5,2024-12-09 08:30:00,3.4
38.35,83.0,2.95,8.0,,0.24,2.4,27.4,79.43,1.21,82.3,1005.62,2024-12-09 08:45:00,3.4
41.47,89.93,3.03,8.02,,0.24,2.4,27.91,77.86,0.94,219.38,1005.73,2024-12-09 09:00:00,3.4
41.95,91.0,3.03,8.01,,0.24,2.4,27.7,77.97,0.95,225.23,1005.74,2024-12-09 09:15:00,3.39
41.95,91.0,3.0,7.99,,0.23,2.48,27.79,78.05,0.92,166.39,1005.7,2024-12-09 09:30:00,3.44
41.95,91.0,3.03,8.0,,0.23,2.43,28.29,76.18,1.08,104.6,1005.55,2024-12-09 09:45:00,3.41
39.22,84.86,3.03,8.01,,0.23,2.43,28.64,74.68,1.1,81.61,1005.38,2024-12-09 10:00:00,3.39
38.8,84.0,3.11,7.99,,0.23,2.57,29.11,71.64,1.02,129.63,1005.16,2024-12-09 10:15:00,3.45
38.8,84.0,3.1,7.99,,0.23,2.55,29.51,70.08,1.36,78.21,1005.06,2024-12-09 10:30:00,3.44
38.8,84.0,3.06,7.99,,0.23,2.5,29.36,68.8,1.26,71.96,1004.96,2024-12-09 10:45:00,3.42
36.03,77.93,2.98,7.98,,0.23,2.54,29.78,68.51,1.27,178.01,1004.82,2024-12-09 11:00:00,3.42
35.65,77.0,3.05,7.99,,0.23,2.51,30.4,67.17,1.07,134.52,1004.58,2024-12-09 11:15:00,3.44
35.65,77.0,2.96,7.96,,0.23,2.59,30.52,66.14,1.08,173.41,1004.42,2024-12-09 11:30:00,3.46
35.65,77.0,3.0,7.98,,0.23,2.53,30.43,66.03,1.16,147.25,1004.18,2024-12-09 11:45:00,3.45
34.48,74.4,2.95,7.96,,0.23,2.6,29.87,67.65,1.4,150.14,1003.97,2024-12-09 12:00:00,3.46
34.3,74.0,3.07,7.98,,0.23,2.58,30.17,67.3,1.32,212.24,1003.72,2024-12-09 12:15:00,3.46
34.3,74.0,3.06,7.99,,0.23,2.52,30.79,65.7,1.31,205.58,1003.44,2024-12-09 12:30:00,3.44
