pm2.5,pm10,no,no2,so2,co,nox,ozone,at,rh,ws,wd,bp,timestamp,nh3,benzene,eth_benzene,mp_xylene
11.45,21.0,17.42,12.71,14.68,0.57,21.85,6.63,27.27,69.26,0.79,257.55,973.74,2024-10-09 00:45:00,8.14,0.62,6.03,3.05
10.97,19.93,17.61,13.13,14.49,0.54,21.95,6.65,27.21,69.5,0.76,245.57,973.55,2024-10-09 01:00:00,8.09,0.62,6.03,3.05
9.65,17.0,17.99,13.29,14.49,0.55,22.5,6.57,27.13,69.91,1.16,233.45,973.43,2024-10-09 01:15:00,8.2,0.62,6.03,3.05
3.42,7.03,17.99,12.98,15.75,0.57,22.67,5.68,27.04,70.36,0.8,246.37,973.23,2024-10-09 01:30:00,8.19,0.63,6.03,3.05
0.5,4.0,17.99,12.8,16.1,0.55,22.74,6.36,28.08,67.08,1.06,252.16,972.49,2024-10-09 01:45:00,8.22,0.62,6.03,3.05
0.5,4.0,18.05,12.99,15.88,0.54,22.75,6.23,27.95,67.6,1.5,231.97,972.34,2024-10-09 02:00:00,8.19,0.62,6.03,3.05
0.5,4.0,18.16,13.03,15.08,0.53,22.91,6.41,26.8,71.45,1.24,200.47,972.77,2024-10-09 02:15:00,8.2,0.62,6.03,3.05
1.92,6.93,18.18,12.48,14.01,0.53,23.21,6.18,26.72,71.66,1.02,215.35,972.7,2024-10-09 02:30:00,8.32,0.62,6.03,3.05
4.5,12.0,18.2,12.64,13.64,0.54,23.17,5.46,26.69,71.72,0.6,204.04,972.63,2024-10-09 02:45:00,8.3,0.62,6.03,3.05
4.5,12.0,18.36,13.25,13.22,0.53,23.15,5.79,26.66,71.76,0.56,214.19,972.66,2024-10-09 03:00:00,8.17,0.62,6.03,3.05
4.5,12.0,18.3,12.56,13.09,0.55,23.4,5.79,28.57,65.51,1.18,241.09,971.87,2024-10-09 03:15:00,8.28,0.62,6.03,3.05
5.05,13.1,18.2,12.74,12.72,0.53,23.13,5.16,27.12,70.31,0.85,241.46,972.48,2024-10-09 03:30:00,8.22,0.63,6.03,3.05
6.0,15.0,18.0,12.18,12.99,0.55,23.07,5.94,26.68,71.84,0.57,243.3,972.78,2024-10-09 03:45:00,8.25,0.62,6.03,3.05
6.0,15.0,17.83,12.08,12.71,0.53,22.84,6.24,26.69,71.88,0.69,223.63,972.78,2024-10-09 04:00:00,8.25,0.63,6.03,3.05
6.0,15.0,17.82,12.44,12.55,0.54,22.64,6.08,26.55,72.78,0.82,192.34,972.82,2024-10-09 04:15:00,8.25,0.62,6.03,3.05
5.28,13.51,17.9,12.81,12.8,0.55,22.59,6.05,26.39,73.68,0.89,189.11,972.93,2024-10-09 04:30:00,8.26,0.62,6.03,3.05
4.0,11.0,17.96,12.67,12.83,0.57,22.76,6.03,26.4,73.29,0.98,216.73,973.06,2024-10-09 04:45:00,8.31,0.62,6.03,3.05
4.0,11.0,18.06,12.22,12.81,0.53,23.14,5.6,27.71,68.82,1.11,232.33,972.47,2024-10-09 05:00:00,8.29,0.62,6.03,3.05
4.0,11.0,18.0,13.02,13.16,0.56,22.66,6.17,27.69,68.73,1.4,227.13,972.52,2024-10-09 05:15:00,8.22,0.62,6.03,3.05
3.63,10.28,17.87,12.52,12.68,0.55,22.69,5.98,26.43,72.93,0.87,226.41,973.23,2024-10-09 05:30:00,8.21,0.62,6.03,3.05
3.0,9.0,17.77,12.04,13.0,0.54,22.77,5.78,26.38,73.18,0.94,266.38,973.57,2024-10-09 05:45:00,8.26,0.62,6.03,3.05
3.0,9.0,17.96,11.88,12.49,0.53,23.16,5.42,26.4,73.21,0.93,224.25,973.77,2024-10-09 06:00:00,8.31,0.62,6.03,3.05
3.0,9.0,18.12,13.06,12.18,0.55,22.83,5.95,26.43,73.31,0.88,220.69,973.95,2024-10-09 06:15:00,8.29,0.62,6.03,3.05
3.36,9.71,17.93,13.14,12.62,0.56,22.48,5.94,26.59,73.11,0.83,208.46,974.05,2024-10-09 06:30:00,8.2,0.62,6.03,3.05
4.0,11.0,17.82,12.65,13.15,0.57,22.54,6.38,26.91,71.87,0.69,186.64,974.25,2024-10-09 06:45:00,8.3,0.62,6.03,3.05
4.0,11.0,17.99,12.7,14.45,0.56,22.81,5.83,27.29,71.08,0.66,154.23,974.5,2024-10-09 07:00:00,8.28,0.62,6.03,3.05
4.0,11.0,17.9,12.63,14.24,0.55,22.69,6.01,27.95,69.14,0.59,139.73,974.17,2024-10-09 07:15:00,8.22,0.63,6.03,3.05
4.37,11.71,17.86,12.5,14.74,0.55,22.67,5.53,29.15,63.7,1.28,245.1,972.91,2024-10-09 07:30:00,8.24,0.63,6.03,3.05
5.0,13.0,17.87,12.67,14.81,0.54,22.6,6.1,28.6,66.45,0.86,185.23,975.03,2024-10-09 07:45:00,8.22,0.62,6.03,3.05
5.0,13.0,18.0,13.01,14.78,0.56,22.65,5.82,29.35,63.83,0.9,179.72,975.12,2024-10-09 08:00:00,8.21,0.62,6.03,3.05
5.0,13.0,17.93,12.68,15.29,0.54,22.7,6.57,29.72,62.12,0.99,203.35,975.2,2024-10-09 08:15:00,8.25,0.62,6.03,3.05
4.64,12.29,17.97,13.27,14.77,0.55,22.48,6.45,29.88,61.71,1.14,218.36,975.3,2024-10-09 08:30:00,8.07,0.62,6.03,3.05
4.0,11.0,17.96,13.07,14.12,0.55,22.57,6.53,30.1,60.54,1.64,240.08,972.54,2024-10-09 08:45:00,8.19,0.62,6.03,3.05
4.0,11.0,18.13,13.0,14.63,0.54,22.89,5.86,30.65,59.37,1.11,197.36,975.36,2024-10-09 09:00:00,8.29,0.62,6.03,3.05
4.0,11.0,17.89,12.38,14.55,0.55,22.79,5.64,30.86,58.77,1.19,192.01,975.33,2024-10-09 09:15:00,8.35,0.62,6.03,3.05
4.71,12.47,18.13,12.67,13.83,0.55,23.05,5.95,31.27,57.93,1.21,203.03,975.18,2024-10-09 09:30:00,8.27,0.62,6.03,3.05
6.0,15.0,18.17,12.23,13.73,0.54,23.34,6.19,31.59,57.18,1.18,210.77,975.07,2024-10-09 09:45:00,8.35,0.62,6.03,3.05
6.0,15.0,18.17,12.08,15.1,0.54,23.4,6.12,32.09,55.86,1.04,171.54,975.14,2024-10-09 10:00:00,8.34,0.63,6.03,3.05
6.0,15.0,17.94,11.98,14.24,0.54,23.08,6.16,31.63,56.54,1.63,138.48,975.04,2024-10-09 10:15:00,8.26,0.62,6.03,3.05
10.99,24.98,16.34,12.9,10.39,0.25,19.95,5.51,32.54,54.64,1.31,81.4,974.85,2024-10-09 10:30:00,8.15,0.63,6.03,3.05
14.5,32.0,16.13,12.39,10.2,0.25,19.85,5.51,32.32,54.06,1.44,141.46,974.69,2024-10-09 10:45:00,8.21,0.62,6.03,3.05
14.5,32.0,16.17,12.66,10.2,0.25,19.79,5.51,32.76,52.38,1.34,126.98,974.48,2024-10-09 11:00:00,8.2,0.62,6.03,3.05
14.5,32.0,16.24,13.04,10.2,0.25,19.72,5.51,32.94,51.64,1.24,198.62,974.31,2024-10-09 11:15:00,8.16,0.63,6.03,3.05
17.94,38.89,16.3,12.97,10.2,0.25,19.86,5.51,33.71,50.18,1.12,103.71,974.12,2024-10-09 11:30:00,8.16,0.63,6.03,3.05
24.5,52.0,16.25,12.73,10.2,0.26,19.88,5.51,34.4,48.37,1.18,173.26,973.78,2024-10-09 11:45:00,8.11,0.63,6.04,3.06
24.5,52.0,16.26,12.85,10.2,0.25,19.83,5.51,34.21,48.1,1.7,90.74,973.41,2024-10-09 12:00:00,8.15,0.63,6.03,3.05
24.5,52.0,16.2,12.61,10.2,0.25,19.86,5.51,34.39,47.52,1.09,149.25,973.1,2024-10-09 12:15:00,8.21,0.63,6.03,3.05
26.22,55.44,16.14,12.82,10.2,0.25,19.66,5.51,33.9,48.11,1.4,199.85,972.83,2024-10-09 12:30:00,8.15,0.62,6.03,3.05
29.5,62.0,16.19,12.68,10.2,0.25,19.81,5.51,33.69,49.4,1.16,169.89,972.54,2024-10-09 12:45:00,8.17,0.63,6.03,3.05
29.5,62.0,16.33,12.9,10.2,0.25,19.94,5.51,32.52,52.84,1.59,215.55,971.99,2024-10-09 13:00:00,8.23,0.62,6.03,3.05
29.5,62.0,16.26,13.01,10.2,0.25,19.76,5.51,32.46,53.38,1.83,226.38,971.78,2024-10-09 13:15:00,8.13,0.63,6.03,3.05
25.02,53.04,16.21,12.81,10.2,0.25,19.79,5.51,33.69,49.68,1.02,193.25,971.84,2024-10-09 13:30:00,8.12,0.62,6.03,3.05
16.5,36.0,16.27,12.83,10.2,0.25,19.88,5.51,33.59,50.25,1.49,197.05,971.67,2024-10-09 13:45:00,8.17,0.62,6.03,3.05
16.5,36.0,16.28,12.86,10.2,0.26,19.87,5.51,34.47,48.67,1.67,105.92,971.36,2024-10-09 14:00:00,8.14,0.63,6.04,3.06
16.5,36.0,16.11,12.5,10.2,0.26,19.78,5.51,33.74,49.06,1.81,128.42,971.18,2024-10-09 14:15:00,8.2,0.63,6.04,3.06
17.02,37.0,16.24,12.79,10.2,0.25,19.84,5.51,33.52,49.62,1.5,58.63,971.06,2024-10-09 14:30:00,8.17,0.63,6.03,3.05
18.0,39.0,16.27,13.01,10.2,0.26,19.78,5.51,33.79,49.41,1.58,255.74,970.93,2024-10-09 14:45:00,8.16,0.63,6.04,3.06
18.0,39.0,16.22,12.97,10.2,0.25,19.71,5.51,33.96,48.49,2.33,241.98,970.77,2024-10-09 15:00:00,8.12,0.63,6.03,3.05
18.0,39.0,16.11,12.82,10.2,0.26,19.62,5.51,34.49,46.19,2.15,209.55,970.58,2024-10-09 15:15:00,8.12,0.63,6.04,3.06
16.45,35.8,16.08,12.92,10.2,0.25,19.5,5.51,34.53,46.26,2.32,202.27,970.54,2024-10-09 15:30:00,8.15,0.63,6.03,3.05
13.5,30.0,16.12,13.11,10.2,0.25,19.48,5.51,31.77,55.8,1.73,232.46,970.94,2024-10-09 15:45:00,8.13,0.62,6.03,3.05
12.61,25.5,28.38,2.97,20.19,0.16,55.61,5.8,31.44,51.82,2.12,220.8,971.96,2024-10-09 16:00:00,23.86,0.63,6.04,3.06
19.82,39.6,29.17,2.44,20.67,0.16,57.8,5.93,31.0,52.83,1.83,220.04,972.11,2024-10-09 16:15:00,24.9,0.62,6.03,3.05
19.21,39.46,29.25,2.26,19.19,0.16,58.16,5.81,30.98,53.21,2.0,207.8,972.06,2024-10-09 16:30:00,24.98,0.62,6.03,3.05
9.0,18.55,29.16,2.18,16.85,0.16,58.02,6.47,30.49,54.55,2.52,217.2,972.11,2024-10-09 16:45:00,24.95,0.63,6.04,3.06
5.0,10.75,29.5,2.55,18.23,0.16,58.42,5.89,30.3,55.46,1.94,213.16,972.22,2024-10-09 17:00:00,24.98,0.63,6.04,3.06
7.56,15.84,30.26,2.81,16.96,0.16,59.89,5.98,30.44,54.61,1.83,203.64,972.17,2024-10-09 17:15:00,25.15,0.63,6.04,3.06
9.6,19.72,32.68,5.9,20.12,0.16,62.4,6.3,30.26,54.75,2.22,209.98,972.35,2024-10-09 17:30:00,25.6,0.63,6.03,3.05
8.38,17.1,31.99,5.36,21.11,0.16,61.33,6.03,29.87,55.44,2.2,211.78,972.51,2024-10-09 17:45:00,25.59,0.63,6.03,3.05
7.0,14.65,31.68,4.98,21.82,0.16,61.04,5.82,29.52,57.23,1.96,205.51,972.69,2024-10-09 18:00:00,25.57,0.63,6.04,3.06
7.0,14.65,31.71,5.56,22.44,0.16,60.56,6.29,29.15,59.23,2.26,204.55,972.9,2024-10-09 18:15:00,25.34,0.62,6.03,3.05
6.07,12.83,31.81,6.02,20.16,0.16,60.3,6.65,28.86,61.11,2.61,224.01,973.01,2024-10-09 18:30:00,25.31,0.62,6.03,3.05
5.0,10.75,30.17,4.03,19.85,0.16,58.54,6.79,28.52,61.97,2.39,219.47,973.2,2024-10-09 18:45:00,25.09,0.62,6.03,3.05
4.6,9.97,29.68,3.25,17.17,0.15,58.16,6.21,28.19,62.4,2.35,223.02,973.34,2024-10-09 19:00:00,25.01,0.62,6.03,3.05
13.51,27.73,29.23,2.15,17.85,0.16,58.23,5.7,28.02,62.38,2.68,217.4,973.53,2024-10-09 19:15:00,24.99,0.62,6.03,3.05
22.7,46.0,29.22,2.65,17.15,0.16,57.68,6.22,27.89,62.18,2.25,227.68,973.99,2024-10-09 19:30:00,24.91,0.63,6.03,3.05
22.7,46.0,29.82,3.36,13.93,0.16,58.36,5.95,27.79,61.75,2.31,217.63,974.22,2024-10-09 19:45:00,25.04,0.63,6.03,3.05
22.7,46.0,29.25,2.79,14.83,0.16,57.66,6.33,27.64,61.69,2.18,220.16,974.55,2024-10-09 20:00:00,24.88,0.62,6.03,3.05
13.84,26.1,29.21,2.02,14.39,0.16,58.3,5.88,28.42,59.58,2.31,231.78,974.01,2024-10-09 20:15:00,24.99,0.62,6.03,3.05
11.0,20.0,29.7,3.19,16.82,0.15,58.26,5.57,30.65,54.15,2.31,214.21,972.08,2024-10-09 20:30:00,25.01,0.63,6.03,3.05
10.81,19.87,31.28,5.08,19.32,0.16,60.01,5.88,30.23,55.51,2.1,214.87,972.23,2024-10-09 20:45:00,25.47,0.62,6.03,3.05
10.55,19.0,29.36,2.9,21.96,0.16,57.8,6.23,30.48,54.74,2.02,207.8,972.15,2024-10-09 21:00:00,24.92,0.63,6.03,3.05
12.83,24.13,29.16,2.25,22.56,0.16,57.96,6.25,28.35,59.99,1.55,213.98,974.22,2024-10-09 21:15:00,24.94,0.62,6.03,3.05
11.82,23.37,29.26,2.6,21.58,0.16,57.86,5.53,26.86,64.31,1.64,229.95,975.64,2024-10-09 21:30:00,24.92,0.62,6.03,3.05
13.25,25.0,29.18,2.37,22.33,0.16,57.89,5.41,26.73,65.24,2.18,218.16,975.73,2024-10-09 21:45:00,24.92,0.62,6.03,3.05
13.0,24.8,29.26,2.32,21.97,0.16,58.11,6.03,26.65,65.85,2.03,209.64,975.78,2024-10-09 22:00:00,24.97,0.62,6.03,3.05
11.71,21.58,29.16,2.13,22.44,0.16,58.08,6.45,26.58,66.16,2.01,223.99,975.8,2024-10-09 22:15:00,24.96,0.62,6.03,3.05
11.45,21.0,29.5,2.57,21.68,0.16,58.39,6.34,26.55,66.15,1.92,225.22,975.72,2024-10-09 22:30:00,24.97,0.62,6.03,3.05
16.85,33.0,29.31,4.73,22.17,0.16,55.92,6.11,26.49,66.24,1.54,209.71,975.71,2024-10-09 22:45:00,24.27,0.62,6.03,3.05
16.85,33.0,29.23,5.31,22.65,0.16,55.15,6.21,26.37,66.66,1.31,213.11,975.66,2024-10-09 23:00:00,24.18,0.62,6.03,3.05
5.0,10.75,29.13,5.37,22.26,0.16,54.92,6.26,26.27,66.99,1.44,224.55,975.77,2024-10-09 23:15:00,24.03,0.63,6.03,3.05
4.85,10.5,29.34,4.96,20.45,0.16,55.77,5.53,26.18,67.21,1.64,225.5,975.71,2024-10-09 23:30:00,24.19,0.62,6.03,3.05
22.7,46.0,29.57,5.1,21.33,0.15,56.18,6.27,26.18,67.15,1.55,240.21,975.65,2024-10-09 23:45:00,24.42,0.62,6.03,3.05
23.09,46.87,31.4,3.1,14.69,0.51,62.18,6.41,26.11,67.32,1.42,225.29,975.66,2024-10-10 00:00:00,25.93,0.62,6.03,3.05
26.75,55.0,31.54,2.02,14.19,0.57,63.54,6.25,26.08,67.44,1.54,224.49,975.6,2024-10-10 00:15:00,25.98,0.62,6.03,3.05
26.9,55.33,32.18,4.67,14.04,0.55,62.47,6.12,26.09,67.48,1.51,230.06,975.42,2024-10-10 00:30:00,26.28,0.62,6.03,3.05
22.75,46.07,32.17,4.13,13.77,0.56,62.93,6.54,26.07,67.43,1.54,221.98,975.28,2024-10-10 00:45:00,25.93,0.63,6.04,3.06
23.15,47.0,31.86,2.81,13.65,0.56,63.48,5.97,26.12,67.14,2.29,215.83,975.07,2024-10-10 01:00:00,26.19,0.63,6.03,3.05
23.15,47.0,31.58,2.25,14.37,0.55,63.41,6.26,26.12,67.16,2.47,212.36,974.83,2024-10-10 01:15:00,25.98,0.62,6.03,3.05
22.57,45.67,31.74,2.24,13.93,0.57,63.75,6.46,26.07,67.29,2.48,212.49,974.63,2024-10-10 01:30:00,25.99,0.62,6.03,3.05
21.8,44.0,31.33,2.31,13.99,0.55,62.76,6.45,26.02,67.5,1.99,214.58,974.6,2024-10-10 01:45:00,25.84,0.63,6.04,3.06
21.8,44.0,31.73,2.3,13.96,0.57,63.7,6.36,25.99,67.54,2.2,233.63,974.64,2024-10-10 02:00:00,26.11,0.63,6.04,3.06
21.8,44.0,31.69,2.16,13.79,0.56,63.72,6.09,25.92,67.65,1.95,215.8,974.46,2024-10-10 02:15:00,26.13,0.62,6.03,3.05
20.44,40.89,32.16,4.41,14.12,0.57,62.66,6.1,25.84,67.81,2.06,222.45,974.37,2024-10-10 02:30:00,26.27,0.63,6.03,3.05
21.65,43.67,32.21,4.2,14.46,0.54,62.95,6.14,25.78,67.93,2.18,216.35,974.33,2024-10-10 02:45:00,25.96,0.62,6.03,3.05
23.15,47.0,32.03,2.51,13.7,0.55,64.16,5.9,25.72,68.04,2.15,212.52,974.37,2024-10-10 03:00:00,26.19,0.62,6.03,3.05
23.15,47.0,31.56,2.53,13.87,0.56,63.09,6.05,25.68,68.16,2.19,221.94,974.41,2024-10-10 03:15:00,26.05,0.62,6.03,3.05
19.24,38.22,31.28,2.41,14.24,0.56,62.56,6.14,25.66,68.09,2.29,220.32,974.23,2024-10-10 03:30:00,25.76,0.63,6.04,3.06
16.49,32.2,30.86,2.57,11.4,0.55,61.46,5.73,25.56,68.49,1.48,222.87,974.26,2024-10-10 03:45:00,25.68,0.62,6.03,3.05
15.05,29.0,30.74,2.54,8.69,0.56,61.26,6.05,25.45,69.13,1.86,225.84,974.26,2024-10-10 04:00:00,25.83,0.63,6.03,3.05
15.05,29.0,30.96,2.4,9.89,0.56,61.85,6.13,25.34,69.76,1.58,236.84,974.35,2024-10-10 04:15:00,25.65,0.62,6.03,3.05
15.85,30.73,30.62,1.97,9.87,0.57,61.52,5.48,25.23,70.39,1.42,225.5,974.45,2024-10-10 04:30:00,25.62,0.63,6.03,3.05
16.85,33.0,30.67,1.31,10.64,0.56,62.26,5.51,25.11,71.03,1.49,234.73,974.51,2024-10-10 04:45:00,25.79,0.62,6.03,3.05
16.85,33.0,30.96,2.04,10.99,0.55,62.19,5.78,25.05,71.48,1.44,227.63,974.6,2024-10-10 05:00:00,25.92,0.62,6.03,3.05
16.85,33.0,32.17,5.17,11.38,0.55,61.98,5.81,24.96,71.97,1.11,231.07,974.72,2024-10-10 05:15:00,26.15,0.62,6.03,3.05
18.05,35.67,30.98,3.53,12.02,0.55,60.76,6.24,24.93,72.22,1.15,249.12,974.78,2024-10-10 05:30:00,25.33,0.62,6.03,3.05
19.55,39.0,30.39,2.45,12.66,0.56,60.55,5.89,29.27,58.63,1.73,231.66,972.81,2024-10-10 05:45:00,25.18,0.62,6.03,3.05
18.65,37.0,31.12,2.22,12.83,0.55,62.42,6.55,30.38,54.92,2.57,218.33,972.15,2024-10-10 06:00:00,25.74,0.63,6.04,3.06
17.3,34.0,32.12,2.1,14.02,0.55,64.75,6.1,30.36,55.33,1.91,211.86,972.2,2024-10-10 06:15:00,26.21,0.62,6.03,3.05
17.3,34.0,31.95,3.56,13.74,0.56,62.99,6.33,30.08,55.76,1.66,205.45,972.39,2024-10-10 06:30:00,26.27,0.62,6.03,3.05
17.3,34.0,32.18,5.53,12.93,0.56,61.63,6.02,25.45,71.72,0.87,221.14,975.45,2024-10-10 06:45:00,25.99,0.62,6.03,3.05
15.17,30.17,32.2,2.22,21.08,0.21,64.8,5.69,25.69,70.72,1.13,202.21,975.63,2024-10-10 07:00:00,26.47,0.62,6.03,3.05
16.67,33.5,32.27,2.21,21.71,0.15,65.03,5.9,26.27,69.23,0.83,199.93,975.87,2024-10-10 07:15:00,26.33,0.62,6.03,3.05
16.0,32.2,31.65,1.6,21.17,0.16,64.2,6.33,26.55,67.97,1.13,221.37,976.07,2024-10-10 07:30:00,26.41,0.62,6.03,3.05
18.29,36.2,31.74,1.23,21.48,0.15,64.76,5.93,27.18,66.85,1.18,279.66,976.36,2024-10-10 07:45:00,26.53,0.62,6.03,3.05
16.7,32.71,31.77,1.53,20.77,0.15,64.49,6.42,27.66,64.9,1.63,265.11,976.55,2024-10-10 08:00:00,26.53,0.62,6.03,3.05
16.2,31.93,32.54,2.08,20.28,0.15,65.75,6.26,28.47,62.14,1.27,210.9,976.66,2024-10-10 08:15:00,26.64,0.62,6.03,3.05
17.75,35.0,32.75,1.9,21.06,0.16,66.37,5.85,28.5,61.2,1.82,217.8,976.74,2024-10-10 08:30:00,26.8,0.62,6.03,3.05
17.75,35.0,32.24,1.55,20.96,0.15,65.55,5.88,28.73,60.19,2.04,228.16,976.86,2024-10-10 08:45:00,26.35,0.63,6.03,3.05
15.5,29.99,32.28,1.89,21.51,0.16,65.31,6.51,28.84,60.09,2.07,238.12,977.0,2024-10-10 09:00:00,26.58,0.62,6.03,3.05
12.8,24.0,32.1,2.17,22.48,0.16,64.67,5.66,29.04,59.25,2.17,238.67,977.03,2024-10-10 09:15:00,26.3,0.62,6.03,3.05
12.8,24.0,33.06,2.61,22.79,0.15,66.38,6.12,29.33,58.7,1.96,217.08,976.97,2024-10-10 09:30:00,26.81,0.62,6.03,3.05
12.8,24.0,32.87,2.83,21.97,0.16,65.76,5.62,29.64,57.72,2.21,232.23,976.89,2024-10-10 09:45:00,26.78,0.62,6.03,3.05
11.78,21.72,32.67,2.2,20.64,0.15,65.9,6.64,30.17,56.88,1.56,227.69,976.96,2024-10-10 10:00:00,26.79,0.62,6.03,3.05
7.22,14.05,32.33,2.01,20.13,0.15,65.3,6.75,30.36,55.42,2.06,233.87,977.0,2024-10-10 10:15:00,26.62,0.63,6.03,3.05
4.66,12.16,17.34,12.27,10.83,0.25,22.82,5.56,30.58,54.73,2.02,222.03,976.89,2024-10-10 10:30:00,9.35,0.62,6.03,3.05
