pm2.5,pm10,no,no2,so2,nox,timestamp
11.0,36.82,12.54,6.6,9.69,12.25,2023-03-17 15:15:00
11.0,36.82,12.37,6.46,10.13,12.06,2023-03-17 15:30:00
11.0,36.82,11.64,6.38,9.6,11.49,2023-03-17 15:45:00
12.0,14.8,10.96,6.94,9.73,11.26,2023-03-17 16:00:00
,,12.35,6.86,9.81,12.24,2023-03-17 16:15:00
,,10.8,7.15,10.05,11.24,2023-03-17 16:30:00
,,11.38,6.84,9.59,11.52,2023-03-17 16:45:00
,,12.73,6.33,9.47,12.26,2023-03-17 17:00:00
,,10.92,7.21,8.94,11.36,2023-03-17 17:15:00
,,12.28,6.67,11.39,12.09,2023-03-17 17:30:00
,,13.58,6.48,10.01,12.95,2023-03-17 17:45:00
13.0,20.12,11.4,6.32,5.64,11.29,2023-03-17 18:00:00
13.0,23.87,11.59,7.09,7.26,11.79,2023-03-17 18:15:00
13.0,23.87,9.89,6.4,10.96,10.23,2023-03-17 18:30:00
13.0,23.87,13.59,6.35,11.43,12.89,2023-03-17 18:45:00
14.0,46.92,12.86,6.5,9.64,12.43,2023-03-17 19:00:00
14.0,53.21,10.06,6.07,11.13,10.2,2023-03-17 19:15:00
14.0,53.21,10.13,6.12,10.99,10.26,2023-03-17 19:30:00
14.0,53.21,11.49,6.35,7.02,11.37,2023-03-17 19:45:00
14.0,118.26,12.22,6.99,5.07,12.21,2023-03-17 20:00:00
14.0,137.78,14.54,6.88,8.65,13.84,2023-03-17 20:15:00
14.0,137.78,12.2,6.62,7.35,12.01,2023-03-17 20:30:00
14.0,137.78,11.31,6.5,8.06,11.31,2023-03-17 20:45:00
15.0,131.75,11.03,6.39,12.85,11.05,2023-03-17 21:00:00
15.0,130.1,13.88,7.0,10.22,13.41,2023-03-17 21:15:00
15.0,130.1,12.31,7.34,7.92,12.44,2023-03-17 21:30:00
15.0,130.1,11.43,6.54,6.35,11.41,2023-03-17 21:45:00
11.0,63.7,10.42,6.56,5.14,10.69,2023-03-17 22:00:00
11.0,45.59,11.95,5.69,7.36,11.38,2023-03-17 22:15:00
11.0,45.59,11.83,6.47,6.64,11.67,2023-03-17 22:30:00
11.0,45.59,13.35,6.19,8.49,12.64,2023-03-17 22:45:00
11.0,38.75,12.25,6.76,11.88,12.12,2023-03-17 23:00:00
11.0,36.7,12.07,6.39,10.4,11.81,2023-03-17 23:15:00
11.0,36.7,10.2,6.94,11.01,10.71,2023-03-17 23:30:00
11.0,36.7,9.06,6.09,10.49,9.47,2023-03-17 23:45:00
12.0,37.51,13.12,6.61,8.19,12.67,2023-03-18 00:00:00
12.0,37.84,12.84,6.7,8.93,12.51,2023-03-18 00:15:00
12.0,37.84,11.56,6.72,11.05,11.59,2023-03-18 00:30:00
12.0,37.84,11.25,6.42,8.3,11.22,2023-03-18 00:45:00
13.0,42.69,11.82,6.63,6.71,11.74,2023-03-18 01:00:00
13.0,44.01,11.9,6.75,6.89,11.85,2023-03-18 01:15:00
13.0,44.01,14.2,5.72,10.33,13.04,2023-03-18 01:30:00
13.0,44.01,13.55,6.27,11.8,12.83,2023-03-18 01:45:00
13.0,39.16,11.33,6.66,9.7,11.4,2023-03-18 02:00:00
13.0,37.84,11.34,6.49,9.13,11.32,2023-03-18 02:15:00
13.0,37.84,11.65,6.47,7.74,11.54,2023-03-18 02:30:00
13.0,37.84,10.82,6.59,6.98,11.0,2023-03-18 02:45:00
14.0,30.64,14.46,6.73,10.81,13.7,2023-03-18 03:00:00
14.0,28.48,13.35,6.62,9.92,12.85,2023-03-18 03:15:00
14.0,28.48,13.02,6.5,8.15,12.55,2023-03-18 03:30:00
14.0,28.48,12.04,6.83,7.16,12.0,2023-03-18 03:45:00
12.0,34.23,12.15,6.76,6.07,12.05,2023-03-18 04:00:00
12.0,35.8,12.41,6.53,8.57,12.12,2023-03-18 04:15:00
12.0,35.8,13.45,6.29,10.83,12.76,2023-03-18 04:30:00
12.0,35.8,11.98,6.47,10.46,11.78,2023-03-18 04:45:00
12.0,43.22,10.57,6.65,10.34,10.84,2023-03-18 05:00:00
12.0,45.24,11.91,6.61,7.39,11.8,2023-03-18 05:15:00
12.0,45.24,10.34,6.78,5.73,10.74,2023-03-18 05:30:00
12.0,45.24,12.27,7.08,4.13,12.28,2023-03-18 05:45:00
12.0,42.77,12.55,6.35,8.92,12.14,2023-03-18 06:00:00
12.0,42.09,12.66,6.09,11.02,12.09,2023-03-18 06:15:00
12.0,42.09,14.26,5.97,10.74,13.19,2023-03-18 06:30:00
12.0,42.09,11.39,6.77,11.07,11.49,2023-03-18 06:45:00
13.0,40.56,11.39,6.45,9.21,11.34,2023-03-18 07:00:00
13.0,39.95,12.91,6.41,7.56,12.43,2023-03-18 07:15:00
13.0,39.95,11.54,7.01,5.18,11.72,2023-03-18 07:30:00
13.0,39.95,11.45,6.79,6.64,11.55,2023-03-18 07:45:00
14.0,39.47,14.07,7.06,7.75,13.58,2023-03-18 08:00:00
14.0,39.34,11.08,6.86,5.33,11.31,2023-03-18 08:15:00
14.0,39.34,10.78,6.13,4.72,10.75,2023-03-18 08:30:00
14.0,39.34,11.63,6.5,9.78,11.54,2023-03-18 08:45:00
14.0,40.02,12.15,6.14,9.35,11.75,2023-03-18 09:00:00
14.0,40.21,13.63,6.54,4.56,13.01,2023-03-18 09:15:00
14.0,40.21,12.94,6.23,6.76,12.36,2023-03-18 09:30:00
14.0,40.21,13.31,6.71,7.18,12.86,2023-03-18 09:45:00
15.0,35.15,13.95,6.76,6.66,13.35,2023-03-18 10:00:00
15.0,33.13,12.3,6.53,7.42,12.05,2023-03-18 10:15:00
15.0,33.13,13.27,7.03,8.77,12.98,2023-03-18 10:30:00
15.0,33.13,11.01,6.78,8.53,11.22,2023-03-18 10:45:00
11.0,24.04,11.92,6.33,6.94,11.67,2023-03-18 11:00:00
11.0,21.56,11.93,6.73,7.05,11.86,2023-03-18 11:15:00
11.0,21.56,11.17,6.95,9.55,11.42,2023-03-18 11:30:00
11.0,21.56,12.53,6.93,12.21,12.4,2023-03-18 11:45:00
11.0,15.64,12.72,6.57,10.77,12.36,2023-03-18 12:00:00
11.0,14.02,11.09,6.07,8.64,10.95,2023-03-18 12:15:00
11.0,14.02,12.39,6.94,9.65,12.3,2023-03-18 12:30:00
11.0,14.02,14.03,6.59,12.25,13.33,2023-03-18 12:45:00
12.0,13.51,12.92,6.31,6.96,12.39,2023-03-18 13:00:00
12.0,13.37,12.2,6.7,6.23,12.05,2023-03-18 13:15:00
12.0,13.37,9.85,6.81,5.37,10.39,2023-03-18 13:30:00
12.0,13.37,10.96,7.28,8.28,11.42,2023-03-18 13:45:00
,,13.67,6.56,13.53,13.05,2023-03-18 14:00:00
,,14.05,5.99,8.57,13.06,2023-03-18 14:15:00
,,13.58,6.8,5.18,13.1,2023-03-18 14:30:00
,,12.77,6.77,4.98,12.49,2023-03-18 14:45:00
13.0,15.85,11.04,6.67,7.42,11.19,2023-03-18 15:00:00
13.0,18.07,13.65,6.63,8.32,13.07,2023-03-18 15:15:00
13.0,18.07,13.86,6.78,5.54,13.3,2023-03-18 15:30:00
13.0,18.07,12.18,6.47,6.78,11.92,2023-03-18 15:45:00
14.0,28.59,10.85,7.08,7.85,11.25,2023-03-18 16:00:00
14.0,31.46,10.5,6.53,10.98,10.74,2023-03-18 16:15:00
14.0,31.46,11.8,6.26,8.41,11.54,2023-03-18 16:30:00
14.0,31.46,12.58,6.47,5.64,12.22,2023-03-18 16:45:00
11.0,44.92,12.82,6.81,10.19,12.55,2023-03-18 17:00:00
11.0,50.9,10.49,6.69,12.35,10.8,2023-03-18 17:15:00
11.0,50.9,12.77,6.54,9.44,12.39,2023-03-18 17:30:00
11.0,50.9,11.51,6.21,10.04,11.31,2023-03-18 17:45:00
12.0,60.98,13.78,6.31,10.62,13.01,2023-03-18 18:00:00
12.0,63.73,14.99,6.12,6.32,13.17,2023-03-18 18:15:00
12.0,63.73,13.83,6.52,5.3,12.35,2023-03-18 18:30:00
12.0,63.73,14.7,6.57,5.87,13.8,2023-03-18 18:45:00
13.0,70.51,12.2,6.71,6.82,12.6,2023-03-18 19:00:00
13.0,71.74,12.07,6.77,8.72,11.99,2023-03-18 19:15:00
13.0,71.74,11.77,6.77,7.26,11.77,2023-03-18 19:30:00
13.0,71.74,13.47,6.68,6.7,12.96,2023-03-18 19:45:00
13.0,76.29,11.99,6.51,8.25,11.81,2023-03-18 20:00:00
13.0,77.65,10.69,6.44,8.31,10.83,2023-03-18 20:15:00
13.0,77.65,10.75,6.16,5.78,10.74,2023-03-18 20:30:00
13.0,77.65,11.43,6.96,5.43,11.61,2023-03-18 20:45:00
14.0,70.58,10.9,6.19,3.59,10.86,2023-03-18 21:00:00
14.0,68.65,11.45,6.2,4.54,11.27,2023-03-18 21:15:00
14.0,68.65,11.51,5.93,6.88,11.08,2023-03-18 21:30:00
14.0,68.65,14.27,6.34,9.76,13.38,2023-03-18 21:45:00
15.0,69.55,9.4,6.48,8.65,10.41,2023-03-18 22:00:00
,,18.39,5.05,1.91,10.27,2023-03-18 22:30:00
,,13.15,6.61,8.64,12.7,2023-03-18 22:45:00
,,13.48,5.93,10.63,12.61,2023-03-18 23:00:00
,,12.9,6.72,10.18,12.57,2023-03-18 23:15:00
,,9.86,6.77,7.95,10.38,2023-03-18 23:30:00
,,11.63,6.35,5.11,11.47,2023-03-18 23:45:00
,73.98,13.94,6.87,12.34,13.4,2023-03-19 00:00:00
,94.16,11.77,6.9,5.78,11.83,2023-03-19 00:15:00
,94.16,11.04,6.84,10.95,11.26,2023-03-19 00:30:00
,94.16,10.62,6.45,6.6,10.79,2023-03-19 00:45:00
,75.28,12.9,6.52,11.08,12.47,2023-03-19 01:00:00
,68.99,11.93,6.92,5.06,11.96,2023-03-19 01:15:00
,68.99,12.27,6.02,7.62,11.78,2023-03-19 01:30:00
,68.99,12.71,6.51,7.19,12.33,2023-03-19 01:45:00
,44.03,11.16,7.08,4.19,11.47,2023-03-19 02:00:00
,35.71,13.61,6.77,5.79,13.11,2023-03-19 02:15:00
,35.71,13.57,6.4,11.55,12.9,2023-03-19 02:30:00
,35.71,14.68,6.59,6.78,13.8,2023-03-19 02:45:00
,21.5,12.24,6.65,10.44,12.05,2023-03-19 03:00:00
,17.62,13.28,6.91,8.92,12.93,2023-03-19 03:15:00
,17.62,12.2,6.45,7.87,11.93,2023-03-19 03:30:00
,17.62,11.98,6.3,13.06,11.7,2023-03-19 03:45:00
,21.75,10.86,6.27,12.48,10.24,2023-03-19 04:00:00
,22.87,10.34,6.36,11.13,10.55,2023-03-19 04:15:00
,22.87,11.06,6.7,10.21,11.22,2023-03-19 04:30:00
,22.87,10.18,6.78,13.31,10.62,2023-03-19 04:45:00
,41.0,13.51,6.2,5.03,12.76,2023-03-19 05:00:00
,44.63,13.44,6.82,7.67,13.01,2023-03-19 05:15:00
,44.63,12.29,6.52,5.76,12.03,2023-03-19 05:30:00
,44.63,11.21,6.85,7.28,11.4,2023-03-19 05:45:00
,37.67,12.49,6.78,4.97,12.3,2023-03-19 06:00:00
,34.57,11.12,7.07,9.35,11.44,2023-03-19 06:15:00
,34.57,11.28,6.94,5.59,11.49,2023-03-19 06:30:00
,34.57,11.82,6.97,6.74,11.9,2023-03-19 06:45:00
,36.09,12.66,6.61,9.74,12.34,2023-03-19 07:00:00
,36.51,11.45,6.73,10.84,11.52,2023-03-19 07:15:00
,36.51,10.7,6.24,5.37,10.72,2023-03-19 07:30:00
,36.51,12.69,6.14,11.93,12.14,2023-03-19 07:45:00
,37.26,13.26,6.98,6.27,13.57,2023-03-19 08:00:00
,37.46,12.9,6.85,7.96,12.63,2023-03-19 08:15:00
11.0,37.46,12.16,6.11,5.2,11.74,2023-03-19 08:30:00
11.0,37.46,12.36,6.01,3.88,11.84,2023-03-19 08:45:00
14.0,28.12,12.56,6.65,3.93,12.29,2023-03-19 09:00:00
14.0,25.32,11.48,6.9,5.76,11.62,2023-03-19 09:15:00
14.0,25.32,11.42,6.52,12.31,11.4,2023-03-19 09:30:00
14.0,25.32,13.16,7.07,9.78,12.92,2023-03-19 09:45:00
15.0,27.03,12.29,6.65,4.77,12.09,2023-03-19 10:00:00
15.0,27.5,13.15,6.25,5.0,12.52,2023-03-19 10:15:00
15.0,27.5,13.16,6.7,5.95,12.75,2023-03-19 10:30:00
15.0,27.5,12.7,6.47,8.07,12.3,2023-03-19 10:45:00
13.0,13.48,11.98,5.72,8.79,11.92,2023-03-19 11:00:00
,,11.12,6.72,7.33,11.25,2023-03-19 11:15:00
,,12.04,6.72,8.66,11.95,2023-03-19 11:30:00
,,11.01,6.98,6.2,11.32,2023-03-19 11:45:00
,,12.81,6.77,6.25,12.52,2023-03-19 12:00:00
,,10.94,6.53,10.09,11.05,2023-03-19 12:15:00
,,9.89,6.4,9.43,10.23,2023-03-19 12:30:00
,,13.05,6.43,3.85,12.54,2023-03-19 12:45:00
,,14.75,6.9,4.55,14.0,2023-03-19 13:00:00
,,13.46,6.94,10.81,13.08,2023-03-19 13:15:00
,,13.93,6.43,5.1,13.18,2023-03-19 13:30:00
,,12.0,5.99,10.12,11.57,2023-03-19 13:45:00
,,13.47,6.92,10.62,13.08,2023-03-19 14:00:00
,,11.91,7.03,12.54,11.99,2023-03-19 14:15:00
,,9.7,6.24,12.14,10.46,2023-03-19 14:30:00
,,11.42,6.52,9.19,11.39,2023-03-19 14:45:00
,,11.35,6.3,8.57,11.24,2023-03-19 15:00:00
,,12.85,6.87,11.77,12.6,2023-03-19 15:15:00
,,11.69,6.24,11.83,11.46,2023-03-19 15:30:00
,,12.75,6.47,13.22,12.34,2023-03-19 15:45:00
,,13.36,6.85,10.11,12.96,2023-03-19 16:00:00
,,12.08,6.77,4.14,12.0,2023-03-19 16:15:00
,,12.65,6.15,6.5,12.11,2023-03-19 16:30:00
,,9.75,6.48,11.39,10.17,2023-03-19 16:45:00
11.0,26.15,10.81,6.76,10.04,11.07,2023-03-19 17:00:00
11.0,30.59,14.08,6.11,11.1,13.14,2023-03-19 17:15:00
11.0,30.59,12.25,7.41,12.11,12.42,2023-03-19 17:30:00
11.0,30.59,12.12,5.94,7.8,11.63,2023-03-19 17:45:00
15.0,46.71,12.25,6.29,9.7,11.17,2023-03-19 18:00:00
15.0,51.1,14.47,6.53,10.36,13.62,2023-03-19 18:15:00
15.0,51.1,12.87,6.79,7.41,12.58,2023-03-19 18:30:00
15.0,51.1,11.44,6.87,4.56,11.58,2023-03-19 18:45:00
12.0,44.19,11.42,6.68,8.74,11.47,2023-03-19 19:00:00
12.0,42.12,11.76,6.73,8.97,11.75,2023-03-19 19:15:00
12.0,42.12,11.26,6.05,6.64,11.06,2023-03-19 19:30:00
12.0,42.12,12.24,6.84,5.4,12.15,2023-03-19 19:45:00
11.0,36.61,10.87,7.37,8.56,11.4,2023-03-19 20:00:00
11.0,34.96,12.69,6.47,9.46,12.3,2023-03-19 20:15:00
11.0,34.96,12.6,6.31,7.45,12.15,2023-03-19 20:30:00
11.0,34.96,10.27,6.57,4.46,10.59,2023-03-19 20:45:00
14.0,47.07,12.55,6.32,6.53,12.13,2023-03-19 21:00:00
14.0,50.37,13.0,6.67,4.07,12.62,2023-03-19 21:15:00
14.0,50.37,11.65,6.24,9.89,10.84,2023-03-19 21:30:00
14.0,50.37,10.69,6.61,10.33,10.68,2023-03-19 21:45:00
11.0,58.86,10.55,6.96,9.73,10.97,2023-03-19 22:00:00
11.0,61.18,11.62,6.86,14.05,11.71,2023-03-19 22:15:00
11.0,61.18,13.67,7.51,13.68,13.5,2023-03-19 22:30:00
11.0,61.18,8.95,6.05,12.39,9.38,2023-03-19 22:45:00
11.0,56.91,11.55,6.51,9.52,11.48,2023-03-19 23:00:00
11.0,55.2,11.61,6.05,8.37,11.31,2023-03-19 23:15:00
11.0,55.2,13.04,6.71,6.88,12.67,2023-03-19 23:30:00
11.0,55.2,10.34,6.34,10.77,10.52,2023-03-19 23:45:00
14.0,66.49,11.76,6.47,8.71,11.62,2023-03-20 00:00:00
14.0,69.57,11.03,6.17,8.18,10.95,2023-03-20 00:15:00
14.0,69.57,11.12,6.17,7.47,11.69,2023-03-20 00:30:00
14.0,69.57,11.84,6.82,11.34,12.39,2023-03-20 00:45:00
12.0,78.27,12.05,6.57,9.25,11.2,2023-03-20 01:00:00
12.0,80.01,12.2,6.81,12.35,12.02,2023-03-20 01:15:00
12.0,80.01,8.48,6.43,9.29,9.73,2023-03-20 01:30:00
12.0,80.01,11.56,7.08,7.5,11.76,2023-03-20 01:45:00
11.0,54.05,11.71,6.4,10.77,10.97,2023-03-20 02:00:00
11.0,46.26,12.29,6.47,6.47,12.5,2023-03-20 02:15:00
11.0,46.26,13.23,5.63,9.89,12.93,2023-03-20 02:30:00
11.0,46.26,11.17,6.36,11.46,11.65,2023-03-20 02:45:00
15.0,36.51,10.77,6.56,6.81,11.44,2023-03-20 03:00:00
15.0,32.61,10.09,6.7,7.1,10.52,2023-03-20 03:15:00
15.0,32.61,12.05,6.7,8.56,11.19,2023-03-20 03:30:00
15.0,32.61,14.01,6.58,10.75,13.31,2023-03-20 03:45:00
11.0,36.03,10.5,6.41,8.25,11.11,2023-03-20 04:00:00
11.0,37.05,12.54,6.41,11.96,11.42,2023-03-20 04:15:00
11.0,37.05,11.11,6.67,7.76,11.13,2023-03-20 04:30:00
11.0,37.05,11.76,6.34,4.47,12.27,2023-03-20 04:45:00
12.0,30.54,12.2,6.31,7.36,11.86,2023-03-20 05:00:00
12.0,28.59,11.14,6.28,6.71,11.08,2023-03-20 05:15:00
12.0,28.59,12.32,6.76,10.14,12.16,2023-03-20 05:30:00
12.0,28.59,10.85,7.18,9.19,11.3,2023-03-20 05:45:00
13.0,28.59,13.8,7.35,6.08,13.52,2023-03-20 06:00:00
13.0,28.59,10.91,6.33,11.32,10.94,2023-03-20 06:15:00
13.0,28.59,10.11,6.17,12.89,10.28,2023-03-20 06:30:00
13.0,28.59,11.9,6.88,12.41,11.92,2023-03-20 06:45:00
11.0,41.25,12.6,6.1,8.22,12.06,2023-03-20 07:00:00
11.0,44.7,10.29,6.64,11.37,10.63,2023-03-20 07:15:00
11.0,44.7,13.92,6.12,6.98,13.02,2023-03-20 07:30:00
11.0,44.7,14.35,5.99,4.31,13.27,2023-03-20 07:45:00
15.0,42.52,14.24,6.96,5.23,13.65,2023-03-20 08:00:00
15.0,41.92,12.25,6.14,6.41,11.82,2023-03-20 08:15:00
15.0,41.92,11.26,6.35,9.8,11.2,2023-03-20 08:30:00
15.0,41.92,11.23,6.68,9.48,11.33,2023-03-20 08:45:00
12.0,48.11,11.42,6.54,10.82,11.4,2023-03-20 09:00:00
12.0,50.17,12.69,6.9,5.75,12.5,2023-03-20 09:15:00
12.0,50.17,10.96,6.89,7.56,11.24,2023-03-20 09:30:00
12.0,50.17,8.42,6.55,6.84,9.24,2023-03-20 09:45:00
12.0,42.66,13.19,6.3,11.06,12.57,2023-03-20 10:00:00
12.0,40.41,11.09,6.68,9.94,11.23,2023-03-20 10:15:00
12.0,40.41,14.01,6.4,5.77,13.22,2023-03-20 10:30:00
12.0,40.41,11.67,6.83,5.1,11.72,2023-03-20 10:45:00
11.0,50.86,11.48,6.49,9.96,11.42,2023-03-20 11:00:00
11.0,54.0,11.71,6.67,6.78,11.68,2023-03-20 11:15:00
11.0,54.0,12.26,7.08,7.32,12.27,2023-03-20 11:30:00
11.0,54.0,11.79,6.6,10.93,12.32,2023-03-20 11:45:00
12.0,51.71,11.77,6.31,13.17,11.55,2023-03-20 12:00:00
12.0,51.02,14.7,5.76,8.1,11.22,2023-03-20 12:15:00
12.0,51.02,13.36,6.53,4.26,12.81,2023-03-20 12:30:00
12.0,51.02,13.17,6.42,3.69,12.62,2023-03-20 12:45:00
15.0,36.34,11.87,6.75,6.13,11.83,2023-03-20 13:00:00
15.0,29.82,9.73,6.73,8.01,10.26,2023-03-20 13:15:00
15.0,29.82,9.49,6.97,8.77,10.21,2023-03-20 13:30:00
15.0,29.82,12.23,6.75,9.83,12.1,2023-03-20 13:45:00
11.0,32.9,13.32,6.59,10.39,12.81,2023-03-20 14:00:00
11.0,33.83,11.39,6.39,10.31,11.31,2023-03-20 14:15:00
,,,23.07,0.77,,2023-03-20 20:30:00
,,249.37,0.2,5.25,160.65,2023-03-20 20:45:00
,,46.13,,9.23,13.27,2023-03-20 21:00:00
,,25.74,2.17,12.53,3.93,2023-03-20 21:15:00
,,8.33,6.69,9.72,9.23,2023-03-20 21:30:00
,,12.69,7.22,7.46,12.65,2023-03-20 21:45:00
,44.6,11.62,6.04,7.57,11.32,2023-03-20 22:00:00
,62.44,10.15,6.64,7.17,10.53,2023-03-20 22:15:00
,62.44,10.52,6.74,9.52,10.85,2023-03-20 22:30:00
,62.44,12.76,6.78,8.31,11.96,2023-03-20 22:45:00
,64.06,11.3,6.6,9.93,11.34,2023-03-20 23:00:00
,64.5,9.14,6.94,12.27,9.94,2023-03-20 23:15:00
,64.5,12.79,6.89,13.05,12.56,2023-03-20 23:30:00
,64.5,12.63,6.19,12.44,12.12,2023-03-20 23:45:00
,81.02,12.77,6.36,11.23,12.31,2023-03-21 00:00:00
,85.97,12.11,6.64,8.02,11.95,2023-03-21 00:15:00
,85.97,11.38,6.11,8.02,11.17,2023-03-21 00:30:00
,85.97,11.18,7.06,11.5,11.48,2023-03-21 00:45:00
,83.62,11.11,6.53,8.57,11.17,2023-03-21 01:00:00
,82.92,11.67,6.64,9.83,11.63,2023-03-21 01:15:00
,82.92,11.82,6.88,11.86,11.86,2023-03-21 01:30:00
,82.92,13.21,6.5,7.97,12.69,2023-03-21 01:45:00
,64.16,10.7,6.62,5.26,11.48,2023-03-21 02:00:00
,59.04,12.54,6.85,6.6,12.35,2023-03-21 02:15:00
,59.04,13.84,6.65,8.16,12.56,2023-03-21 02:30:00
,59.04,13.39,6.69,4.95,12.91,2023-03-21 02:45:00
,61.77,11.74,6.29,5.25,11.52,2023-03-21 03:00:00
,62.59,9.48,6.75,7.31,10.1,2023-03-21 03:15:00
,62.59,11.48,6.42,7.34,11.39,2023-03-21 03:30:00
,62.59,12.46,6.9,9.42,12.34,2023-03-21 03:45:00
,72.09,11.97,6.48,9.87,11.78,2023-03-21 04:00:00
,75.25,10.01,6.73,6.85,10.47,2023-03-21 04:15:00
,75.25,11.6,6.65,5.27,11.59,2023-03-21 04:30:00
,75.25,10.19,6.64,8.05,10.56,2023-03-21 04:45:00
,88.12,12.79,6.54,9.96,12.4,2023-03-21 05:00:00
,93.27,13.38,7.17,11.16,13.13,2023-03-21 05:15:00
,93.27,11.56,6.87,10.84,10.97,2023-03-21 05:30:00
,93.27,12.49,7.07,10.04,12.48,2023-03-21 05:45:00
,106.03,12.26,6.54,9.48,12.02,2023-03-21 06:00:00
,109.51,12.73,6.42,9.39,12.3,2023-03-21 06:15:00
,109.51,10.87,5.73,8.32,10.62,2023-03-21 06:30:00
,109.51,10.79,6.6,8.54,10.98,2023-03-21 06:45:00
,112.79,13.52,6.38,7.78,12.86,2023-03-21 07:00:00
,113.88,12.81,6.15,8.3,12.23,2023-03-21 07:15:00
,113.88,12.52,6.83,11.22,12.35,2023-03-21 07:30:00
14.0,113.88,14.1,6.58,12.3,13.37,2023-03-21 07:45:00
11.0,93.46,11.5,6.27,11.54,11.33,2023-03-21 08:00:00
11.0,87.33,12.32,6.76,7.44,12.16,2023-03-21 08:15:00
11.0,87.33,10.12,6.35,6.37,10.37,2023-03-21 08:30:00
11.0,87.33,12.24,6.43,12.17,11.95,2023-03-21 08:45:00
15.0,87.33,11.65,6.12,11.34,11.89,2023-03-21 09:00:00
15.0,87.33,10.61,6.64,7.39,9.97,2023-03-21 09:15:00
15.0,87.33,11.51,7.23,6.18,11.12,2023-03-21 09:30:00
15.0,87.33,11.93,6.39,6.12,11.7,2023-03-21 09:45:00
11.0,65.14,10.45,6.4,5.66,10.63,2023-03-21 10:00:00
11.0,58.48,14.57,6.38,7.22,13.62,2023-03-21 10:15:00
11.0,58.48,12.51,6.81,8.33,12.32,2023-03-21 10:30:00
11.0,58.48,12.3,6.87,9.54,12.2,2023-03-21 10:45:00
13.0,41.03,9.74,6.43,8.89,10.13,2023-03-21 11:00:00
13.0,35.8,12.81,7.03,7.63,12.64,2023-03-21 11:15:00
13.0,35.8,11.57,6.31,7.56,11.41,2023-03-21 11:30:00
13.0,35.8,12.2,6.42,8.18,11.92,2023-03-21 11:45:00
12.0,23.22,13.7,6.71,7.81,13.14,2023-03-21 12:00:00
12.0,18.19,12.68,6.64,11.9,12.37,2023-03-21 12:15:00
12.0,18.19,12.45,6.71,9.96,12.24,2023-03-21 12:30:00
12.0,18.19,12.63,6.09,11.52,12.54,2023-03-21 12:45:00
,,13.84,6.45,9.11,13.12,2023-03-21 13:00:00
,,13.34,6.45,10.26,12.76,2023-03-21 13:15:00
,,11.23,6.34,11.22,11.17,2023-03-21 13:30:00
,,12.73,6.31,5.08,12.25,2023-03-21 13:45:00
14.0,15.02,12.51,6.5,4.29,12.18,2023-03-21 14:00:00
14.0,16.77,11.53,6.77,5.57,11.6,2023-03-21 14:15:00
14.0,16.77,11.08,6.6,6.86,11.18,2023-03-21 14:30:00
14.0,16.77,9.86,6.65,8.86,10.33,2023-03-21 14:45:00
11.0,16.54,12.16,6.62,8.91,11.98,2023-03-21 15:00:00
11.0,16.45,13.85,6.8,9.23,13.3,2023-03-21 15:15:00
11.0,16.45,15.46,7.14,12.78,14.63,2023-03-21 15:30:00
11.0,16.45,11.98,6.34,9.23,11.72,2023-03-21 15:45:00
14.0,15.3,10.43,6.72,9.29,10.01,2023-03-21 16:00:00
14.0,14.99,11.61,6.38,12.66,11.88,2023-03-21 16:15:00
14.0,14.99,13.13,6.27,11.93,12.52,2023-03-21 16:30:00
14.0,14.99,11.18,6.26,7.34,11.47,2023-03-21 16:45:00
13.0,23.92,14.12,5.76,7.54,13.0,2023-03-21 17:00:00
13.0,26.6,10.9,6.69,12.51,11.1,2023-03-21 17:15:00
13.0,26.6,12.57,6.48,8.43,12.21,2023-03-21 17:30:00
13.0,26.6,12.22,6.72,9.88,12.07,2023-03-21 17:45:00
14.0,33.44,12.83,6.47,10.98,12.4,2023-03-21 18:00:00
14.0,35.49,14.84,6.64,7.2,13.93,2023-03-21 18:15:00
14.0,35.49,12.2,6.49,5.28,11.95,2023-03-21 18:30:00
14.0,35.49,11.97,6.61,6.95,11.84,2023-03-21 18:45:00
13.0,51.79,12.32,6.33,7.85,11.96,2023-03-21 19:00:00
13.0,58.31,10.37,6.34,9.31,10.88,2023-03-21 19:15:00
13.0,58.31,12.61,6.52,10.0,11.53,2023-03-21 19:30:00
13.0,58.31,12.38,6.48,9.14,11.91,2023-03-21 19:45:00
15.0,81.35,11.01,6.39,7.59,10.69,2023-03-21 20:00:00
15.0,87.63,10.55,6.71,8.49,10.85,2023-03-21 20:15:00
15.0,87.63,14.09,6.96,9.54,12.87,2023-03-21 20:30:00
15.0,87.63,10.84,6.09,6.88,11.22,2023-03-21 20:45:00
15.0,108.12,12.39,6.69,4.6,12.84,2023-03-21 21:00:00
15.0,114.27,12.83,6.96,5.05,13.13,2023-03-21 21:15:00
15.0,114.27,14.2,6.52,7.14,12.67,2023-03-21 21:30:00
15.0,114.27,12.63,6.45,9.23,11.51,2023-03-21 21:45:00
15.0,115.8,12.91,6.01,10.06,12.76,2023-03-21 22:00:00
15.0,116.41,12.65,6.27,7.61,11.52,2023-03-21 22:15:00
15.0,116.41,12.43,6.57,8.04,11.44,2023-03-21 22:30:00
15.0,116.41,11.88,6.88,8.0,12.47,2023-03-21 22:45:00
10.0,93.44,9.39,7.17,9.12,10.6,2023-03-21 23:00:00
